target,hour,base,correction,prediction,actual
load,18.416666666666668,4309.15,-34.480078124999636,4274.669921875,4255.45
load,18.583333333333332,4354.2603,-34.926803906249916,4319.33349609375,4286.5369
load,18.75,4338.3067,-34.46197343750009,4303.8447265625,4470.2464
load,18.916666666666668,4288.92,-34.03132812500007,4254.888671875,4579.24
load,19.083333333333332,4415.0451,-36.249689843750275,4378.79541015625,4480.3082
load,19.25,4447.7655,-37.52233593750043,4410.2431640625,4285.5618
load,19.416666666666668,4430.96,-38.145546875000036,4392.814453125,4196.78
load,19.583333333333332,4648.3362,-42.052508593749735,4606.28369140625,4330.8684
load,19.75,4630.751,-41.377464843750204,4589.37353515625,4370.9481
load,19.916666666666668,4405.57,-36.99578124999971,4368.57421875,4358.21
load,20.083333333333332,4459.9096,-37.989678124999955,4421.919921875,4586.0191
load,20.25,4389.7527,-37.317641406250004,4352.43505859375,4523.6629
load,20.416666666666668,4195.37,-35.09998046874989,4160.27001953125,4215.37
load,20.583333333333332,4327.8811,-36.914303124999606,4290.966796875,4256.2469
load,20.75,4512.0344,-39.85813046874955,4472.17626953125,4319.0159
load,20.916666666666668,4484.87,-39.59802734374989,4445.27197265625,4257.25
load,21.083333333333332,4273.0646,-36.8565921874997,4236.2080078125,4290.2681
load,21.25,4239.7897,-36.555325000000266,4203.234375,4418.7036
load,21.416666666666668,4406.58,-38.28263671874993,4368.29736328125,4553.6
load,21.583333333333332,4390.6494,-37.43065000000024,4353.21875,4526.2528
load,21.75,3913.3811,-33.77807265625006,3879.60302734375,4001.6252
load,21.916666666666668,3346.61,-30.945205078125127,3315.664794921875,3318.94
load,22.083333333333332,3373.0005,-32.5102656250001,3340.490234375,3233.4088
load,22.25,3465.5966,-34.10441249999985,3431.4921875,3319.971
load,22.416666666666668,3381.63,-33.80236328125011,3347.82763671875,3255.84
load,22.583333333333332,3375.153,-33.33439648437479,3341.818603515625,3144.1326
load,22.75,3326.3207,-32.319479296875215,3294.001220703125,3161.8174
load,22.916666666666668,3298.16,-32.234951171874854,3265.925048828125,3296.4
load,23.083333333333332,3488.4212,-35.055721484375226,3453.365478515625,3356.4081
load,23.25,3525.4193,-35.42784492187502,3489.991455078125,3261.7676
load,23.416666666666668,3418.47,-34.1618945312498,3384.30810546875,3267.73
load,23.583333333333332,3469.7557,-36.02523125000016,3433.73046875,3604.076
load,23.75,3090.0777,-30.283998828124822,3059.793701171875,3245.8691
load,23.916666666666668,2440.31,-24.155947265624945,2416.154052734375,2401.0
pv,0.08333333333333333,0.0,0.0,0.0,0.0
pv,0.25,0.0,0.0,0.0,0.0
pv,0.4166666666666667,0.0,0.0,0.0,0.0
pv,0.5833333333333334,0.0,0.0,0.0,0.0
pv,0.75,0.0,0.0,0.0,0.0
pv,0.9166666666666666,0.0,0.0,0.0,0.0
pv,1.0833333333333333,0.0,0.0,0.0,0.0
pv,1.25,0.0,0.0,0.0,0.0
pv,1.4166666666666667,0.0,0.0,0.0,0.0
pv,1.5833333333333333,0.0,0.0,0.0,0.0
pv,1.75,0.0,0.0,0.0,0.0
pv,1.9166666666666667,0.0,0.0,0.0,0.0
pv,2.0833333333333335,0.0,0.0,0.0,0.0
pv,2.25,0.0,0.0,0.0,0.0
pv,2.4166666666666665,0.0,0.0,0.0,0.0
pv,2.5833333333333335,0.0,0.0,0.0,0.0
pv,2.75,0.0,0.0,0.0,0.0
pv,2.9166666666666665,0.0,0.0,0.0,0.0
pv,3.0833333333333335,0.0,0.0,0.0,0.0
pv,3.25,0.0,0.0,0.0,0.0
pv,3.4166666666666665,0.0,0.0,0.0,0.0
pv,3.5833333333333335,0.0,0.0,0.0,0.0
pv,3.75,0.0,0.0,0.0,0.0
pv,3.9166666666666665,0.0,0.0,0.0,0.0
pv,4.083333333333333,0.0018,-0.0018,0.0,0.0019
pv,4.25,0.0,0.0,0.0,0.0
pv,4.416666666666667,0.0,0.0,0.0,0.0
pv,4.583333333333333,0.0254,-0.0254,0.0,0.0271
pv,4.75,0.0,0.0,0.0,0.0
pv,4.916666666666667,0.0,0.0,0.0,0.0
pv,5.083333333333333,0.3537,-0.3537,0.0,0.3776
pv,5.25,0.0,0.0,0.0,0.0
pv,5.416666666666667,0.0,0.0,0.0,0.0
pv,5.583333333333333,4.9264,-2.0092566551208497,2.9171433448791504,5.2594
pv,5.75,0.0,0.0,0.0,0.0
pv,5.916666666666667,0.0,0.0,0.0,0.0
pv,6.083333333333333,144.6043,-0.5659546630859325,144.03834533691406,153.4202
pv,6.25,383.3165,5.170682617187481,388.4871826171875,401.044
pv,6.416666666666667,669.975,11.145239257812477,681.1202392578125,675.525
pv,6.583333333333333,986.6364,16.65839980468752,1003.2947998046875,952.6316
pv,6.75,1316.594,19.36339746093745,1335.9573974609375,1302.5378
pv,6.916666666666667,1643.8875,22.092236328124955,1665.979736328125,1693.2375
pv,7.083333333333333,1956.0234,27.823523828124962,1983.846923828125,2009.9231
pv,7.25,2250.2085,30.241695312499814,2280.4501953125,2305.9149
pv,7.416666666666667,2498.925,33.47026367187482,2532.395263671875,2609.7375
pv,7.583333333333333,2691.9663,46.92774296874995,2738.89404296875,2894.0148
pv,7.75,2986.3327,53.95758320312507,3040.290283203125,3179.5684
pv,7.916666666666667,3339.9375,53.562255859375,3393.499755859375,3476.5125
pv,8.083333333333334,3552.9582,60.07304999999997,3613.03125,3761.2255
pv,8.25,3752.2552,64.21086445312494,3816.466064453125,3976.3717
pv,8.416666666666666,3987.0,59.994873046875,4046.994873046875,4220.325
pv,8.583333333333334,4178.399,57.37346093749966,4235.7724609375,4653.7429
pv,8.75,4381.418,58.159636718750335,4439.57763671875,5037.5027
pv,8.916666666666666,4631.2125,58.957910156250364,4690.17041015625,5180.8875
pv,9.083333333333334,4933.6498,52.57676249999986,4986.2265625,5166.4978
pv,9.25,5388.1737,22.72083124999972,5410.89453125,5533.329
pv,9.416666666666666,5904.4875,-25.346875000000182,5879.140625,6107.7375
pv,9.583333333333334,6266.8363,-58.63854609374994,6208.19775390625,6182.795
pv,9.75,6602.2852,-90.72953593750026,6511.5556640625,6198.386
pv,9.916666666666666,6891.525,-122.63242187499964,6768.892578125,6426.1875
pv,10.083333333333334,6963.2464,-135.13751328125,6828.10888671875,6675.2481
pv,10.25,6970.7827,-134.83543437499975,6835.947265625,6774.004
pv,10.416666666666666,7035.9375,-132.36328125,6903.57421875,6879.075
pv,10.583333333333334,7192.6555,-138.45628124999985,7054.19921875,7268.5137
pv,10.75,7566.2113,-171.24596796874994,7394.96533203125,7455.3554
pv,10.916666666666666,7889.7,-198.52714843749982,7691.1728515625,7263.0
pv,11.083333333333334,7767.7134,-175.55422031249964,7592.1591796875,7021.6679
pv,11.25,7910.4133,-189.58517500000016,7720.828125,7052.8842
pv,11.416666666666666,8273.025,-228.00253906249964,8045.0224609375,7317.5625
pv,11.583333333333334,8103.1089,-198.14063828125018,7904.96826171875,7505.6333
pv,11.75,7934.0714,-171.3047984374998,7762.7666015625,7635.0323
pv,11.916666666666666,8015.4375,-183.86279296875,7831.57470703125,7818.45
pv,12.083333333333334,8091.3897,-195.18169218749972,7896.2080078125,8082.9395
pv,12.25,8333.4204,-211.89012656250088,8121.5302734375,8090.5707
pv,12.416666666666666,8611.9875,-230.91035156249927,8381.0771484375,7709.3625
pv,12.583333333333334,8523.8874,-231.37177499999962,8292.515625,7205.256
pv,12.75,8228.5618,-209.7126789062495,8018.84912109375,7206.9442
pv,12.916666666666666,8001.8625,-187.59687500000018,7814.265625,7525.8
pv,13.083333333333334,7962.5924,-192.57872812500045,7770.013671875,7339.075
pv,13.25,7741.4555,-180.28460156250003,7561.1708984375,6900.6338
pv,13.416666666666666,7413.1875,-147.8388671875,7265.3486328125,6610.0125
pv,13.583333333333334,7383.0511,-134.54035781249968,7248.5107421875,6642.1795
pv,13.75,7147.3017,-106.79730546874998,7040.50439453125,6806.5377
pv,13.916666666666666,6693.1875,-64.46875,6628.71875,6799.95
pv,14.083333333333334,6523.1977,-47.66986796874971,6475.52783203125,6453.6137
pv,14.25,6319.7023,-34.22134296874992,6285.48095703125,6203.5886
pv,14.416666666666666,5933.475,-7.676660156250364,5925.79833984375,6115.6875
pv,14.583333333333334,5577.5788,21.85723515624977,5599.43603515625,5837.6616
pv,14.75,5382.184,31.674886718749804,5413.85888671875,5431.9635
pv,14.916666666666666,5305.2375,22.916796874999818,5328.154296875,5072.775
pv,15.083333333333334,5169.4135,21.156812500000342,5190.5703125,4855.4545
pv,15.25,4854.5331,36.28037656250035,4890.8134765625,4561.8383
pv,15.416666666666666,4461.1125,53.97197265624982,4515.08447265625,4146.825
pv,15.583333333333334,4216.6751,58.573435156249616,4275.24853515625,3778.6785
pv,15.75,4038.9704,53.977353906249846,4092.94775390625,3471.4229
pv,15.916666666666666,3796.9125,49.40488281250009,3846.3173828125,3156.225
pv,16.083333333333332,3419.8851,46.052400000000034,3465.9375,2779.805
pv,16.25,2957.1473,44.75382304687491,3001.901123046875,2507.3559
pv,16.416666666666668,2520.1125,43.11406249999982,2563.2265625,2334.4125
pv,16.583333333333332,2207.5327,35.886245312499796,2243.4189453125,2077.0816
pv,16.75,1939.6319,27.187558007812413,1966.8194580078125,1733.8533
pv,16.916666666666668,1642.05,21.551318359375045,1663.601318359375,1377.7125
pv,17.083333333333332,1304.9072,19.343654492187397,1324.2508544921875,1083.9022
pv,17.25,973.3083,18.01945878906247,991.3277587890625,831.8823
pv,17.416666666666668,675.5625,14.306640625,689.869140625,597.3375
pv,17.583333333333332,408.3651,9.979504492187516,418.3446044921875,374.8971
pv,17.75,164.6811,7.0587681640625135,171.7398681640625,156.1276
pv,17.916666666666668,0.0,0.0,0.0,0.0
pv,18.083333333333332,0.0,6.736193656921387,6.736193656921387,0.0
pv,18.25,5.7982,6.15573180847168,11.95393180847168,5.5774
pv,18.416666666666668,0.0,0.0,0.0,0.0
pv,18.583333333333332,0.0,5.071568489074707,5.071568489074707,0.0
pv,18.75,0.4163,4.510022460174561,4.9263224601745605,0.4004
pv,18.916666666666668,0.0,0.0,0.0,0.0
pv,19.083333333333332,0.0,3.433366060256958,3.433366060256958,0.0
pv,19.25,0.0299,2.9892383361816406,3.0191383361816406,0.0288
pv,19.416666666666668,0.0,0.0,0.0,0.0
pv,19.583333333333332,0.0,2.09277081489563,2.09277081489563,0.0
pv,19.75,0.0021,1.6414120105743408,1.6435120105743408,0.0021
pv,19.916666666666668,0.0,0.0,0.0,0.0
pv,20.083333333333332,0.0,0.0,0.0,0.0
pv,20.25,0.0,0.0,0.0,0.0
pv,20.416666666666668,0.0,0.0,0.0,0.0
pv,20.583333333333332,0.0,0.0,0.0,0.0
pv,20.75,0.0,0.0,0.0,0.0
pv,20.916666666666668,0.0,0.0,0.0,0.0
pv,21.083333333333332,0.0,0.0,0.0,0.0
pv,21.25,0.0,0.0,0.0,0.0
pv,21.416666666666668,0.0,0.0,0.0,0.0
pv,21.583333333333332,0.0,0.0,0.0,0.0
pv,21.75,0.0,0.0,0.0,0.0
pv,21.916666666666668,0.0,0.0,0.0,0.0
pv,22.083333333333332,0.0,0.0,0.0,0.0
pv,22.25,0.0,0.0,0.0,0.0
pv,22.416666666666668,0.0,0.0,0.0,0.0
pv,22.583333333333332,0.0,0.0,0.0,0.0
pv,22.75,0.0,0.0,0.0,0.0
pv,22.916666666666668,0.0,0.0,0.0,0.0
pv,23.083333333333332,0.0,0.0,0.0,0.0
pv,23.25,0.0,0.0,0.0,0.0
pv,23.416666666666668,0.0,0.0,0.0,0.0
pv,23.583333333333332,0.0,0.0,0.0,0.0
pv,23.75,0.0,0.0,0.0,0.0
pv,23.916666666666668,0.0,0.0,0.0,0.0
price,0.08333333333333333,0.4376,-0.008683098649978627,0.42891690135002136,0.4487
price,0.25,0.4576,-0.013245376443862922,0.4443546235561371,0.4373
price,0.4166666666666667,0.4673,-0.01808271031379699,0.449217289686203,0.4311
price,0.5833333333333334,0.4657,-0.012930362892150882,0.4527696371078491,0.4344
price,0.75,0.4651,-0.011271009540557875,0.45382899045944214,0.4238
price,0.9166666666666666,0.452,-0.01393053722381593,0.4380694627761841,0.4296
price,1.0833333333333333,0.4051,-0.00903932461738588,0.39606067538261414,0.4989
price,1.25,0.3862,-0.004011888456344592,0.3821881115436554,0.5083
price,1.4166666666666667,0.406,-0.0033587334156036652,0.40264126658439636,0.4468
price,1.5833333333333333,0.4177,-0.004657782506942765,0.41304221749305725,0.4284
price,1.75,0.4309,-0.003766111993789678,0.4271338880062103,0.4436
price,1.9166666666666667,0.4209,0.001365142202377323,0.4222651422023773,0.454
price,2.0833333333333335,0.3604,0.007689377880096437,0.36808937788009644,0.4404
price,2.25,0.3984,-0.0002300354480743172,0.39816996455192566,0.4405
price,2.4166666666666665,0.4933,-0.013296434450149552,0.48000356554985046,0.4545
price,2.5833333333333335,0.4528,-0.00832905797958372,0.44447094202041626,0.4389
price,2.75,0.4151,-0.005640975332260156,0.40945902466773987,0.3868
price,2.9166666666666665,0.4276,-0.009233031368255595,0.4183669686317444,0.3634
price,3.0833333333333335,0.4057,-0.0035120267391204885,0.4021879732608795,0.4416
price,3.25,0.4354,-0.0037308839797973725,0.43166911602020264,0.4839
price,3.4166666666666665,0.4987,-0.011100090694427467,0.4875999093055725,0.4574
price,3.5833333333333335,0.4766,-0.010125377511978173,0.46647462248802185,0.4575
price,3.75,0.4358,-0.005546166467666647,0.4302538335323334,0.4629
price,3.9166666666666665,0.4425,-0.004882966279983525,0.4376170337200165,0.4426
price,4.083333333333333,0.4889,-0.009826743745803834,0.47907325625419617,0.4023
price,4.25,0.4731,-0.009947770214080831,0.4631522297859192,0.4075
price,4.416666666666667,0.4194,-0.006966703557968135,0.41243329644203186,0.452
price,4.583333333333333,0.4455,-0.011508806228637702,0.4339911937713623,0.4646
price,4.75,0.4488,-0.009185406017303444,0.43961459398269653,0.4561
price,4.916666666666667,0.4042,-0.0004772965431213416,0.40372270345687866,0.4379
price,5.083333333333333,0.4009,-0.0010246571540832305,0.39987534284591675,0.4177
price,5.25,0.4472,-0.0008596179008483751,0.4463403820991516,0.464
price,5.416666666666667,0.471,-0.0012092432975768785,0.4697907567024231,0.4802
price,5.583333333333333,0.4341,-0.013109652137756334,0.42099034786224365,0.352
price,5.75,0.6459,-0.018858719730377227,0.6270412802696228,0.5794
price,5.916666666666667,0.9879,-0.010711651229858399,0.9771883487701416,1.0185
price,6.083333333333333,1.0059,-0.018915925884246843,0.9869840741157532,0.995
price,6.25,0.9513,-0.031667505550384556,0.9196324944496155,0.8932
price,6.416666666666667,0.9586,-0.03281123981475831,0.9257887601852417,0.9281
price,6.583333333333333,0.9084,-0.01916271533966063,0.8892372846603394,0.9231
price,6.75,0.8617,-0.01544344587326052,0.8462565541267395,0.902
price,6.916666666666667,0.8496,-0.02501790008544924,0.8245820999145508,0.8707
price,7.083333333333333,0.8373,-0.028494832324981734,0.8088051676750183,0.7992
price,7.25,0.8344,-0.031393231773376495,0.8030067682266235,0.7957
price,7.416666666666667,0.7859,-0.030109110736846967,0.7557908892631531,0.8046
price,7.583333333333333,0.669,-0.015864640712738076,0.653135359287262,0.7001
price,7.75,0.8694,-0.0168530696868896,0.8525469303131104,0.8467
price,7.916666666666667,1.2449,-0.03589535942077626,1.2090046405792236,1.1788
price,8.083333333333334,1.2351,-0.04073080310821542,1.1943691968917847,1.2356
price,8.25,1.1203,-0.030601685333252027,1.089698314666748,1.1876
price,8.416666666666666,1.1042,-0.02389299316406257,1.0803070068359375,1.1569
price,8.583333333333334,1.1076,-0.036482837295532144,1.0711171627044678,1.0869
price,8.75,1.0956,-0.04010771808624258,1.0554922819137573,1.0527
price,8.916666666666666,1.0759,-0.032522004508972246,1.0433779954910278,1.068
price,9.083333333333334,1.0742,-0.039336885643005415,1.0348631143569946,1.0672
price,9.25,1.0739,-0.04905881061553963,1.0248411893844604,1.0563
price,9.416666666666666,1.0653,-0.05197502403259269,1.0133249759674072,1.0344
price,9.583333333333334,1.0611,-0.053065055465698174,1.0080349445343018,0.9937
price,9.75,1.0887,-0.06469005699157715,1.0240099430084229,0.9971
price,9.916666666666666,1.1262,-0.07456783409118661,1.0516321659088135,1.0131
price,10.083333333333334,1.1163,-0.06728936557769782,1.0490106344223022,0.948
price,10.25,1.0706,-0.06073936519622802,1.009860634803772,0.9058
price,10.416666666666666,1.0455,-0.06395461130142222,0.9815453886985779,0.9279
price,10.583333333333334,1.0575,-0.0641242814064027,0.9933757185935974,0.927
price,10.75,0.8752,-0.05578305978775022,0.8194169402122498,0.7628
price,10.916666666666666,0.6182,-0.04299902505874631,0.5752009749412537,0.544
price,11.083333333333334,0.6517,-0.04847000045776362,0.6032299995422363,0.5346
price,11.25,0.6906,-0.05039580879211425,0.6402041912078857,0.5872
price,11.416666666666666,0.6264,-0.040870613002777056,0.5855293869972229,0.577
price,11.583333333333334,0.6302,-0.03571304817199705,0.5944869518280029,0.5241
price,11.75,0.617,-0.036776260852813714,0.5802237391471863,0.5111
price,11.916666666666666,0.5693,-0.03956419639587405,0.529735803604126,0.5158
price,12.083333333333334,0.5736,-0.039441829776763915,0.5341581702232361,0.4519
price,12.25,0.5913,-0.04039512996673589,0.5509048700332642,0.4435
price,12.416666666666666,0.5669,-0.04256813230514522,0.5243318676948547,0.4915
price,12.583333333333334,0.5229,-0.04409112014770511,0.4788088798522949,0.4972
price,12.75,0.7128,-0.05704799680709838,0.6557520031929016,0.6604
price,12.916666666666666,1.0018,-0.06721758775711062,0.9345824122428894,0.9001
price,13.083333333333334,0.9837,-0.05976452703475954,0.9239354729652405,0.9125
price,13.25,0.9339,-0.0554283870697021,0.8784716129302979,0.919
price,13.416666666666666,0.9852,-0.05991734285354611,0.9252826571464539,0.9817
price,13.583333333333334,0.9918,-0.0584857957839966,0.9333142042160034,0.9361
price,13.75,0.9685,-0.05472443675994876,0.9137755632400513,0.8829
price,13.916666666666666,0.9668,-0.05456396512985229,0.9122360348701477,0.8924
price,14.083333333333334,1.0039,-0.05628550901412965,0.9476144909858704,0.9351
price,14.25,0.994,-0.04851083183288574,0.9454891681671143,0.9817
price,14.416666666666666,0.9803,-0.03907804756164546,0.9412219524383545,1.0267
price,14.583333333333334,1.0568,-0.04541551284790035,1.0113844871520996,1.0547
price,14.75,0.9218,-0.038583380508422804,0.8832166194915771,0.9267
price,14.916666666666666,0.668,-0.024524765491485634,0.6434752345085144,0.7137
price,15.083333333333334,0.7085,-0.04163232660293581,0.6668676733970642,0.6525
price,15.25,0.775,-0.04172691106796267,0.7332730889320374,0.6799
price,15.416666666666666,0.7636,-0.022164412593841498,0.7414355874061584,0.7301
price,15.583333333333334,0.8314,-0.03585156097412112,0.7955484390258789,0.805
price,15.75,0.8272,-0.04399085493087773,0.7832091450691223,0.8788
price,15.916666666666666,0.7665,-0.036063496112823445,0.7304365038871765,0.9089
price,16.083333333333332,0.8333,-0.04133099870681767,0.7919690012931824,0.8767
price,16.25,0.9029,-0.04148968019485477,0.8614103198051453,0.8888
price,16.416666666666668,0.9329,-0.03827672042846675,0.8946232795715332,0.9441
price,16.583333333333332,1.0017,-0.05246020956039432,0.9492397904396057,0.946
price,16.75,1.0284,-0.05946266260147093,0.968937337398529,0.9677
price,16.916666666666668,1.0246,-0.05541750869750972,0.9691824913024902,1.0139
price,17.083333333333332,1.0836,-0.05492956981658925,1.0286704301834106,1.0152
price,17.25,1.0967,-0.047558592987060555,1.0491414070129395,1.0487
price,17.416666666666668,1.0571,-0.03613966903686516,1.0209603309631348,1.0879
price,17.583333333333332,1.0788,-0.03788379554748533,1.0409162044525146,1.0391
price,17.75,1.1433,-0.03564113693237303,1.107658863067627,1.0932
