scenario,date,hour,original,final,emergency,soc,actual_net,predicted_net,price,interval_cost
2,2025-06-01,2.4166666666666665,581.2321959546829,581.2321959546829,0.0,6558.434085331933,669.995,579.7730712890625,0.4367,253.82409997341
2,2025-06-01,2.5833333333333335,603.2613074431428,603.2613074431428,0.0,6509.924138983389,649.2818833333333,602.8861897786459,0.4348,262.29801647627846
2,2025-06-01,2.75,598.7779714533777,598.7779714533777,0.0,6462.17334729167,644.07835,597.4365234375,0.4335,259.57025062503925
2,2025-06-01,2.9166666666666665,576.6503494558394,576.6503494558394,0.0,6372.173536621154,662.0316666666666,578.0198974609375,0.4357,251.24655725790922
2,2025-06-01,3.0833333333333335,596.9310466380124,596.9310466380124,0.0,6319.0807358250495,647.2993,597.3316650390625,0.4374,261.0976397994666
2,2025-06-01,3.25,599.0965664674951,599.0965664674951,0.0,6285.474086555105,630.9786333333333,599.1687418619791,0.4371,261.8651092029421
2,2025-06-01,3.4166666666666665,570.746998443735,570.746998443735,0.0,6227.652189262663,625.6016666666667,578.0980631510416,0.4356,248.61739252209097
2,2025-06-01,3.5833333333333335,585.1605619301907,585.1605619301907,0.0,6198.566204375492,612.7539499999999,587.7472737630209,0.4353,254.72039260821205
2,2025-06-01,3.75,600.5974478206285,600.5974478206285,0.0,6184.835873569129,613.6231833333333,604.5933024088541,0.436,261.86048724979406
2,2025-06-01,3.9166666666666665,620.3693408352091,620.3693408352091,0.0,6181.544653160934,623.4916666666667,614.7117919921875,0.4378,271.59769741765456
2,2025-06-01,4.083333333333333,624.6025366196745,624.6025366196745,0.0,6190.102570196462,615.5817000000001,625.0388997395834,0.4401,274.88757636631874
2,2025-06-01,4.25,607.8483526444687,607.8483526444687,0.0,6179.141872658904,618.2465833333333,609.1761067708334,0.4389,266.78464197565734
2,2025-06-01,4.416666666666667,576.8602401184509,576.8602401184509,0.0,6121.456910781736,631.585,586.6495361328125,0.4364,251.74180878769195
2,2025-06-01,4.583333333333333,609.812262013449,609.812262013449,0.0,6106.03047217647,624.4470666666667,606.8629150390625,0.4393,267.89052670250817
2,2025-06-01,4.75,622.2194767585929,622.2194767585929,0.0,6115.289520059767,612.4595833333334,617.3776041666666,0.4422,275.14545262264977
2,2025-06-01,4.916666666666667,592.7154123391473,592.7154123391473,0.0,6100.985918753897,606.285,606.5818684895834,0.4395,260.4984237230552
2,2025-06-01,5.083333333333333,597.4561190840956,597.4561190840956,0.0,6108.211077233836,589.8401333333334,599.230874379476,0.4333,258.8777363991386
2,2025-06-01,5.25,550.8397169220838,550.8397169220838,0.0,6088.839667285246,569.2170500000001,571.7510172526041,0.4439,244.517750341713
2,2025-06-01,5.416666666666667,1356.5716963798404,1356.5716963798404,0.0,6868.383434168848,534.8604166666667,522.7406260172526,0.4301,583.4614866129693
2,2025-06-01,5.583333333333333,1315.6966653324487,1315.6966653324487,0.0,7654.922604124249,486.61158333333333,485.5984191894531,0.3713,488.5181718379382
2,2025-06-01,5.75,0.0,0.0,0.0,7097.276951719712,529.0291166666666,521.416025797526,0.5708,0.0
2,2025-06-01,5.916666666666667,0.0,0.0,0.0,6442.851934847247,620.8420833333333,594.0822347005209,0.9099,0.0
2,2025-06-01,6.083333333333333,0.0,0.0,0.0,5807.952366251074,602.3186166666666,577.3964029947916,0.9368,0.0
2,2025-06-01,6.25,0.0,0.0,0.0,5252.845056556144,526.6210333333332,496.62078857421875,0.8758,0.0
2,2025-06-01,6.416666666666667,0.0,0.0,0.0,4774.447347226491,453.8479166666668,433.2713623046875,0.8759,0.0
2,2025-06-01,6.583333333333333,0.0,0.0,0.0,4356.033389534788,396.94233333333335,444.0138346354167,0.8601,0.0
2,2025-06-01,6.75,0.0,0.0,0.0,3964.7229271677843,371.22970000000004,422.7948811848958,0.8442,0.0
2,2025-06-01,6.916666666666667,0.0,0.0,0.0,3591.4239550790576,354.1424999999999,342.7451578776042,0.8334,0.0
2,2025-06-01,7.083333333333333,0.0,0.0,0.0,3269.9100905890637,305.0148333333334,279.67138671875,0.8092,0.0
2,2025-06-01,7.25,0.0,0.0,0.0,2992.0947924016386,263.5587333333333,232.94877115885416,0.7972,0.0
2,2025-06-01,7.416666666666667,0.0,0.0,0.0,2765.541754338256,214.92708333333334,169.2138671875,0.7644,0.0
2,2025-06-01,7.583333333333333,0.0,0.0,0.0,2627.8508267107113,130.62508333333344,86.398681640625,0.6899,0.0
2,2025-06-01,7.75,0.0,0.0,0.0,2402.942225735244,213.36703333333335,132.83894856770834,0.86,0.0
2,2025-06-01,7.916666666666667,0.0,0.0,0.0,1987.6723626071628,393.95958333333346,264.436279296875,1.1617,0.0
2,2025-06-01,8.083333333333334,0.0,0.0,0.0,1585.8916340437606,381.1626666666666,272.9755045572917,1.1683,0.0
2,2025-06-01,8.25,0.0,0.0,0.0,1257.9508618464959,311.1119333333334,220.66398111979166,1.0956,0.0
2,2025-06-01,8.416666666666666,0.0,0.0,225.78340192526332,1200.0,280.7604166666667,178.1767578125,1.0849,1224.7620637435907
2,2025-06-01,8.583333333333334,0.0,0.0,249.84925000000007,1200.0,249.84925000000007,154.45955403645834,1.061,1325.4502712500002
2,2025-06-01,8.75,0.0,0.0,227.2896333333333,1200.0,227.2896333333333,152.20857747395834,1.043,1185.3154378333331
2,2025-06-01,8.916666666666666,0.0,0.0,221.8791666666666,1200.0,221.8791666666666,119.89298502604167,1.036,1149.334083333333
2,2025-06-01,9.083333333333334,0.0,0.0,225.67189999999997,1200.0,225.67189999999997,19.113118489583332,1.0147,1144.9463846499998
2,2025-06-01,9.25,0.0,0.0,221.1112333333334,1200.0,221.1112333333334,-16.910807291666668,0.9922,1096.9328285666668
2,2025-06-01,9.416666666666666,0.0,0.0,214.7829166666667,1200.0,214.7829166666667,0.6808268229166666,0.97,1041.6971458333335
2,2025-06-01,9.583333333333334,0.0,0.0,223.01879999999997,1200.0,223.01879999999997,-63.913655598958336,0.9422,1050.6415668
2,2025-06-01,9.75,0.0,0.0,198.62800000000001,1200.0,198.62800000000001,-109.95320638020833,0.9569,950.335666
2,2025-06-01,9.916666666666666,0.0,0.0,147.7733333333334,1200.0,147.7733333333334,-106.66715494791667,0.9977,737.1672733333337
2,2025-06-01,10.083333333333334,0.0,0.0,127.42089999999992,1200.0,127.42089999999992,-128.501708984375,0.9919,631.9439535499996
2,2025-06-01,10.25,0.0,0.0,120.34010000000005,1200.0,120.34010000000005,-162.38191731770834,0.9588,576.9104394000002
2,2025-06-01,10.416666666666666,0.0,0.0,105.64208333333333,1200.0,105.64208333333333,-189.8291015625,0.9549,504.38812687499995
2,2025-06-01,10.583333333333334,0.0,0.0,91.10751666666663,1200.0,91.10751666666663,-217.06103515625,0.9839,448.2034282416664
2,2025-06-01,10.75,0.0,0.0,131.9007999999999,1200.0,131.9007999999999,-272.357421875,0.799,526.9436959999996
2,2025-06-01,10.916666666666666,0.0,0.0,188.5295833333333,1200.0,188.5295833333333,-334.0311686197917,0.5025,473.6805781249999
2,2025-06-01,11.083333333333334,0.0,0.0,158.8902333333332,1200.0,158.8902333333332,-343.0514322916667,0.4662,370.37313389999974
2,2025-06-01,11.25,0.0,0.0,111.79858333333338,1200.0,111.79858333333338,-322.4759114583333,0.5007,279.88775337500016
2,2025-06-01,11.416666666666666,0.0,0.0,69.93083333333334,1200.0,69.93083333333334,-314.4307454427083,0.4827,168.77806625000002
2,2025-06-01,11.583333333333334,0.0,0.0,0.05523333333333843,1200.0,0.05523333333333843,-344.152587890625,0.4785,0.1321457500000122
2,2025-06-01,11.75,0.0,0.0,0.0,1201.9374484654436,-2.0422499999999673,-379.2307942708333,0.4662,0.0
2,2025-06-01,11.916666666666666,0.0,0.0,20.15405833333345,1200.0,21.992083333333387,-411.0361328125,0.4432,44.66139326666692
2,2025-06-01,12.083333333333334,0.0,0.0,0.0,1272.1029664383927,-76.00319999999995,-449.3494466145833,0.4411,0.0
2,2025-06-01,12.25,0.0,0.0,0.0,1452.2049723987657,-189.8441833333333,-427.464599609375,0.4551,0.0
2,2025-06-01,12.416666666666666,0.0,0.0,0.0,1642.1187195578377,-200.18666666666664,-360.410400390625,0.4463,0.0
2,2025-06-01,12.583333333333334,499.60590926960856,499.60590926960856,0.0,2193.656792819867,-81.76626666666668,-337.101318359375,0.4113,205.48791048259
2,2025-06-01,12.75,0.0,0.0,0.0,2164.295396109388,27.854666666666617,-343.7472330729167,0.5682,0.0
2,2025-06-01,12.916666666666666,0.0,0.0,0.0,2113.1749817066134,48.49708333333334,-337.6041666666667,0.8279,0.0
2,2025-06-01,13.083333333333334,0.0,0.0,0.0,2102.4235011851792,10.199749999999918,-292.0765787760417,0.8636,0.0
2,2025-06-01,13.25,0.0,0.0,0.0,2111.1406357831993,-9.188666666666753,-252.34611002604166,0.8416,0.0
2,2025-06-01,13.416666666666666,0.0,0.0,0.0,2099.7542401804403,10.802083333333334,-241.94930013020834,0.8618,0.0
2,2025-06-01,13.583333333333334,0.0,0.0,0.0,2066.905360688863,31.16318333333341,-236.85270182291666,0.8623,0.0
2,2025-06-01,13.75,0.0,0.0,0.0,2015.700460767934,48.577233333333275,-185.25341796875,0.9026,0.0
2,2025-06-01,13.916666666666666,0.0,0.0,0.0,1928.8392815215673,82.40374999999995,-128.97566731770834,0.9754,0.0
2,2025-06-01,14.083333333333334,0.0,0.0,0.0,1780.5710094624087,140.65963333333335,-153.91764322916666,1.0002,0.0
2,2025-06-01,14.25,0.0,0.0,0.0,1633.388593278915,139.6295,-127.56901041666667,0.9978,0.0
2,2025-06-01,14.416666666666666,0.0,0.0,0.0,1526.7666922983406,101.15041666666669,-45.164143880208336,1.0271,0.0
2,2025-06-01,14.583333333333334,0.0,0.0,0.0,1391.6747177022241,128.1594999999999,-31.783365885416668,1.0906,0.0
2,2025-06-01,14.75,0.0,0.0,0.0,1245.0731592202758,139.07844999999998,11.488118489583334,0.9376,0.0
2,2025-06-01,14.916666666666666,93.03427768883482,93.03427768883482,0.0,1203.8477164848546,132.1441666666668,88.310546875,0.6694,62.27714548490603
2,2025-06-01,15.083333333333334,141.9586206581727,141.9586206581727,50.509914977012194,1200.0,196.11880000000005,86.77498372395833,0.66,260.3754090585342
2,2025-06-01,15.25,94.21101274680781,94.21101274680781,180.4534705865255,1200.0,274.6644833333333,71.22859700520833,0.7217,719.1584365108486
2,2025-06-01,15.416666666666666,84.3561261610057,84.3561261610057,240.1334571723276,1200.0,324.4895833333333,84.059326171875,0.7308,939.0951095061481
2,2025-06-01,15.583333333333334,130.89140593370544,130.89140593370544,228.90599406629465,1200.0,359.7974000000001,115.80533854166667,0.7534,960.9024648781856
2,2025-06-01,15.75,188.16668592529354,188.16668592529354,230.8269807413732,1200.0,418.99366666666674,182.7802734375,0.7823,1050.0825335692384
2,2025-06-01,15.916666666666666,268.88291263899237,268.88291263899237,211.2529206943409,1200.0,480.13583333333327,263.360107421875,0.8055,1067.4063242271661
2,2025-06-01,16.083333333333332,319.59822320472813,319.59822320472813,169.55679346193847,1200.0,489.1550166666666,314.9654134114583,0.8271,965.5418097744771
2,2025-06-01,16.25,364.9728793950258,364.9728793950258,158.06423727164082,1200.0,523.0371166666666,357.9163411458333,0.8519,984.1950146151767
2,2025-06-01,16.416666666666668,396.861527635576,396.861527635576,208.82263903109077,1200.0,605.6841666666668,396.5419921875,0.8791,1266.7608788055943
2,2025-06-01,16.583333333333332,426.3954506650727,426.3954506650727,257.99066600159387,1200.0,684.3861166666666,423.6592203776042,0.9024,1548.833139679353
2,2025-06-01,16.75,517.80469235717,517.80469235717,227.84790764283002,1200.0,745.6526,510.8253987630208,0.9163,1518.3496284725006
2,2025-06-01,16.916666666666668,616.543981498621,616.543981498621,156.16268516804564,1200.0,772.7066666666666,613.9524739583334,0.9264,1294.5119021587097
2,2025-06-01,17.083333333333332,610.6464634473415,610.6464634473415,148.30681988599179,1200.0,758.9532833333333,620.2582194010416,0.9462,1279.4332485945017
2,2025-06-01,17.25,635.609525784485,635.609525784485,154.91232421551513,1200.0,790.5218500000001,648.2030029296875,0.9742,1373.7887312730195
2,2025-06-01,17.416666666666668,740.5338174151899,740.5338174151899,141.34784925147687,1200.0,881.8816666666668,746.6653645833334,0.9862,1427.3006953938927
2,2025-06-01,17.583333333333332,804.1963025408808,804.1963025408808,136.69513079245246,1200.0,940.8914333333332,823.7150268554688,0.976,1451.9678295470676
2,2025-06-01,17.75,726.7184522275569,726.7184522275569,112.01364777244316,1200.0,838.7321000000001,730.1604614257812,1.0742,1382.2662635686338
2,2025-06-01,17.916666666666668,576.3623285867401,576.3623285867401,84.6689214132598,1200.0,661.0312499999999,563.1889241536459,1.2313,1230.939149869587
2,2025-06-01,18.083333333333332,593.6355433561158,593.6355433561158,47.14542331055077,1200.0,640.7809666666666,580.6295674641927,1.2561,1041.7624371115312
2,2025-06-01,18.25,663.703598666514,663.703598666514,48.96865133348592,1200.0,712.67225,657.2297770182291,1.2447,1130.8682708341596
2,2025-06-01,18.416666666666668,703.8416041758855,703.8416041758855,88.06839582411442,1200.0,791.91,706.0867716471354,1.2545,1435.378305245406
2,2025-06-01,18.583333333333332,759.4466068632255,759.4466068632255,95.17985980344122,1200.0,854.6264666666667,751.5461222330729,1.2522,1546.9001433434764
2,2025-06-01,18.75,106.38914264928326,106.38914264928326,784.4178573507166,1200.0,890.8069999999999,772.8503468831381,1.2881,5189.083064913833
2,2025-06-01,18.916666666666668,0.0,0.0,899.7333333333332,1200.0,899.7333333333332,765.9370930989584,1.3466,6057.904533333332
2,2025-06-01,19.083333333333332,0.0,0.0,891.44935,1200.0,891.44935,752.031982421875,1.3523,6027.534780025
2,2025-06-01,19.25,0.0,0.0,901.4985,1200.0,901.4985,746.664306640625,1.3445,6060.32366625
2,2025-06-01,19.416666666666668,0.0,0.0,903.0933333333334,1200.0,903.0933333333334,760.3680826822916,1.3483,6088.203706666667
2,2025-06-01,19.583333333333332,0.0,0.0,853.7903,1200.0,853.7903,802.1463216145834,1.349,5758.8155735
2,2025-06-01,19.75,0.0,0.0,856.20275,1200.0,856.20275,804.41943359375,1.3473,5767.8098253749995
2,2025-06-01,19.916666666666668,0.0,0.0,906.8449999999999,1200.0,906.8449999999999,772.7073567708334,1.3482,6113.042144999999
2,2025-06-01,20.083333333333332,0.0,0.0,902.0009,1200.0,902.0009,779.4060872395834,1.3513,6094.3690808500005
2,2025-06-01,20.25,0.0,0.0,901.8538166666667,1200.0,901.8538166666667,785.3333333333334,1.34,6042.4205716666675
2,2025-06-01,20.416666666666668,0.0,0.0,912.5766666666667,1200.0,912.5766666666667,777.8177083333334,1.3489,6154.873328333333
2,2025-06-01,20.583333333333332,125.45295526154348,125.45295526154348,753.5834614051232,1200.0,879.0364166666667,792.4947916666666,1.3952,5432.030189943044
2,2025-06-01,20.75,835.478715243038,835.478715243038,46.379951423628654,1200.0,881.8586666666666,837.65234375,1.2226,1304.97692030878
2,2025-06-01,20.916666666666668,859.5323920127739,859.5323920127739,63.030941320559464,1200.0,922.5633333333334,862.145263671875,0.9332,1096.218000428051
2,2025-06-01,21.083333333333332,801.7636630965734,801.7636630965734,115.32508690342661,1200.0,917.08875,802.7120768229166,0.9068,1249.923233716109
2,2025-06-01,21.25,754.2631951008769,754.2631951008769,140.45875489912305,1200.0,894.72195,752.7638346354166,0.9371,1364.9395362088728
2,2025-06-01,21.416666666666668,781.0468938794955,781.0468938794955,116.58977278717111,1200.0,897.6366666666667,777.9634602864584,0.9371,1278.2004246487656
2,2025-06-01,21.583333333333332,831.3603442339859,831.3603442339859,86.8153890993475,1200.0,918.1757333333334,838.176025390625,0.9871,1249.113148693197
2,2025-06-01,21.75,741.182448555886,741.182448555886,84.97506811078063,1200.0,826.1575166666667,747.4436848958334,0.7764,905.3272674648402
2,2025-06-01,21.916666666666668,586.5133648962603,586.5133648962603,101.57163510373971,1200.0,688.085,578.0428059895834,0.4209,460.6209813606562
2,2025-06-01,22.083333333333332,1240.1078145028707,1240.1078145028707,0.0,1706.0825504561792,706.6499666666667,574.3813883463541,0.3859,478.55760561665784
2,2025-06-01,22.25,0.0,0.0,248.41358694741643,1200.0,728.52565,602.9303385416666,0.4368,542.5352738931575
2,2025-06-01,22.416666666666668,598.7025984248712,598.7025984248712,86.6140682417954,1200.0,685.3166666666666,593.9049072265625,0.4198,433.1382800582895
2,2025-06-01,22.583333333333332,607.4684257837893,607.4684257837893,51.92580754954406,1200.0,659.3942333333333,608.7159423828125,0.4186,362.9669982342899
2,2025-06-01,22.75,604.5679172423443,604.5679172423443,28.726599424322444,1200.0,633.2945166666667,606.6277262369791,0.4241,317.3120077817539
2,2025-06-01,22.916666666666668,600.1169219425029,600.1169219425029,26.84307805749711,1200.0,626.96,590.4902750651041,0.4237,311.1366006918461
2,2025-06-01,23.083333333333332,604.3841605718933,604.3841605718933,85.11628942810671,1200.0,689.50045,604.9901123046875,0.4248,437.52939015623895
2,2025-06-01,23.25,585.1910939430949,585.1910939430949,148.13158939023845,1200.0,733.3226833333333,581.2370198567709,0.424,562.1599933391776
2,2025-06-01,23.416666666666668,539.2908501388163,539.2908501388163,184.10248319451705,1200.0,723.3933333333333,536.8878173828125,0.422,616.0369782990115
2,2025-06-01,23.583333333333332,547.4701752992486,547.4701752992486,156.1825747007515,1200.0,703.6527500000001,562.47705078125,0.424,563.2344126924745
2,2025-06-01,23.75,580.316317919711,580.316317919711,104.35251541362231,1200.0,684.6688333333333,578.9798990885416,0.4271,470.697896049299
2,2025-06-01,23.916666666666668,562.8350108794947,562.8350108794947,116.27998912050532,1200.0,679.115,561.7495524088541,0.4276,489.2748673917123
4-2,2025-07-06,0.08333333333333333,701.1731934052968,701.1731934052968,77.1435399280366,1200.0,778.3167333333334,700.9466145833334,0.5713,620.9407671968827
4-2,2025-07-06,0.25,681.5182831124434,681.5182831124434,92.28281688755658,1200.0,773.8011,680.7769368489584,0.5678,648.9569982950185
4-2,2025-07-06,0.4166666666666667,693.5625494223251,693.5625494223251,97.27078391100827,1200.0,790.8333333333334,683.2081705729166,0.5376,634.3230937222322
4-2,2025-07-06,0.5833333333333334,677.5057145188488,677.5057145188488,96.71020214781788,1200.0,774.2159166666667,677.0221761067709,0.5214,605.3749765494889
4-2,2025-07-06,0.75,674.6869191139048,674.6869191139048,90.93201421942854,1200.0,765.6189333333333,667.0074462890625,0.5263,594.3753209480743
4-2,2025-07-06,0.9166666666666666,1491.3351005537752,1491.3351005537752,0.0,1875.8167787035918,778.9616666666667,655.716552734375,0.5329,794.7324750851069
4-2,2025-07-06,1.0833333333333333,642.6387128504491,642.6387128504491,0.0,1730.942838757584,780.0781999999999,642.6048177083334,0.5205,334.49345003865875
4-2,2025-07-06,1.25,18.11162592224664,18.11162592224664,234.86128739557313,1200.0,756.6695166666667,654.1605631510416,0.5342,636.9897292012399
4-2,2025-07-06,1.4166666666666667,637.2543919016604,637.2543919016604,98.823941431673,1200.0,736.0783333333334,664.5000406901041,0.5632,637.1898925906064
4-2,2025-07-06,1.5833333333333333,1473.901559032439,1473.901559032439,0.0,1882.9316743117129,754.0283666666666,627.4166666666666,0.5502,810.940637779648
4-2,2025-07-06,1.75,1502.753382166455,1502.753382166455,0.0,2597.4126558391417,749.6243,655.8333740234375,0.5391,810.1343483259359
4-2,2025-07-06,1.9166666666666667,705.2300562337618,705.2300562337618,0.0,2567.678521004537,733.4383333333334,711.4618326822916,0.5508,388.440714973556
4-2,2025-07-06,2.0833333333333335,662.8101852554565,662.8101852554565,0.0,2456.5401692547593,768.2452833333333,645.7657063802084,0.5586,370.245769483698
4-2,2025-07-06,2.25,626.7787002270234,626.7787002270234,0.0,2327.3108819978065,749.3763666666667,625.4001057942709,0.5406,338.8365653427288
4-2,2025-07-06,2.4166666666666665,688.9153590978749,688.9153590978749,0.0,2310.689977774173,704.6833333333334,668.606689453125,0.5076,349.6934362780813
4-2,2025-07-06,2.5833333333333335,677.1955366819022,677.1955366819022,0.0,2218.7362349771543,764.4305166666667,667.5742594401041,0.4939,334.4668755671915
4-2,2025-07-06,2.75,1468.274608638676,1468.274608638676,0.0,2876.027703116405,775.4285666666666,634.2897542317709,0.5053,741.9191597451229
4-2,2025-07-06,2.9166666666666665,1456.293728838645,1456.293728838645,0.0,3585.6558343781135,708.2800000000001,621.633544921875,0.515,749.9912703519021
4-2,2025-07-06,3.0833333333333335,629.1775729200706,629.1775729200706,0.0,3520.3408581291797,691.1408,619.7587483723959,0.4911,308.98910606104664
4-2,2025-07-06,3.25,619.8025577740615,619.8025577740615,0.0,3438.5095883554477,697.4345166666667,612.3022054036459,0.4779,296.20364236022397
4-2,2025-07-06,3.4166666666666665,1414.497546043014,1414.497546043014,0.0,4124.664591586096,691.2266666666666,599.5985107421875,0.489,691.6893000150338
4-2,2025-07-06,3.5833333333333335,1432.8662107323987,1432.8662107323987,0.0,4837.127529479169,681.8643333333333,603.9855143229166,0.5013,718.2958314401515
4-2,2025-07-06,3.75,1438.6213209290768,1438.6213209290768,0.0,5510.6378254326955,728.6791333333334,609.2655436197916,0.5393,775.8484783770512
4-2,2025-07-06,3.9166666666666665,617.0455751930342,617.0455751930342,0.0,5334.220231541362,784.41,616.0360107421875,0.5706,352.0862052051453
4-2,2025-07-06,4.083333333333333,634.454481324046,634.454481324046,0.0,5223.629529433628,739.3700333333335,639.3475748697916,0.533,338.16423854571656
4-2,2025-07-06,4.25,657.4489674065384,657.4489674065384,0.0,5174.337843413413,704.2111666666666,650.4748128255209,0.5189,341.1502691872528
4-2,2025-07-06,4.416666666666667,1478.2394157047513,1478.2394157047513,0.0,5886.423716035475,727.6350000000001,641.5099283854166,0.5356,791.7450310514647
4-2,2025-07-06,4.583333333333333,1455.6667001745902,1455.6667001745902,0.0,6561.517660951779,744.0552000000001,629.8343885739645,0.5016,730.1624168075746
4-2,2025-07-06,4.75,631.2671650261669,631.2671650261669,0.0,6477.184545283387,711.2725833333334,616.876953125,0.4783,301.93508503201565
4-2,2025-07-06,4.916666666666667,608.0741900939003,608.0741900939003,0.0,6410.596664969786,671.245,606.1303808689117,0.475,288.8352402946026
4-2,2025-07-06,5.083333333333333,591.1105516026092,591.1105516026092,0.0,6312.184337143864,684.4726833333334,589.7965952555338,0.4445,262.7486401873598
4-2,2025-07-06,5.25,1406.504499012631,1406.504499012631,0.0,7014.475355105785,666.2247666666667,563.5803476969401,0.4634,651.7741848424531
4-2,2025-07-06,5.416666666666667,1354.4307105234925,1354.4307105234925,0.0,7731.315359423994,598.8149999999999,523.2762044270834,0.4888,662.0457313038831
4-2,2025-07-06,5.583333333333333,1311.1978724451392,1311.1978724451392,0.0,8439.148417706496,565.0763166666667,483.42457071940106,0.4315,565.7818819600775
4-2,2025-07-06,5.75,493.31645549790005,493.31645549790005,0.0,8311.812251095003,614.11815,523.7048848470052,0.6026,297.2724960830346
4-2,2025-07-06,5.916666666666667,0.0,0.0,0.0,7585.62900524009,688.9179166666667,604.7815348307291,0.9161,0.0
4-2,2025-07-06,6.083333333333333,0.0,0.0,0.0,6872.132817357771,676.8819166666667,576.3305867513021,0.9456,0.0
4-2,2025-07-06,6.25,0.0,0.0,0.0,6211.52073397035,626.7116500000001,519.2763671875,0.8878,0.0
4-2,2025-07-06,6.416666666666667,0.0,0.0,0.0,5608.581111047271,571.99875,479.23175048828125,0.8791,0.0
4-2,2025-07-06,6.583333333333333,0.0,0.0,0.0,5079.884318664235,501.5658166666667,432.7976481119792,0.856,0.0
4-2,2025-07-06,6.75,0.0,0.0,0.0,4606.235647651786,449.3425833333334,406.4826253255208,0.8407,0.0
4-2,2025-07-06,6.916666666666667,0.0,0.0,0.0,4163.145207603144,420.3525,389.7381591796875,0.8152,0.0
4-2,2025-07-06,7.083333333333333,0.0,0.0,0.0,3756.51249101649,385.7656666666667,343.6048177083333,0.7419,0.0
4-2,2025-07-06,7.25,0.0,0.0,0.0,3394.8018610955423,343.14883333333336,308.5985107421875,0.7504,0.0
4-2,2025-07-06,7.416666666666667,0.0,0.0,0.0,3115.3294240049336,265.1308333333334,274.6267903645833,0.7803,0.0
4-2,2025-07-06,7.583333333333333,0.0,0.0,0.0,2953.0291772843098,153.97153333333344,209.03694661458334,0.6801,0.0
4-2,2025-07-06,7.75,0.0,0.0,0.0,2697.496376719403,242.41970000000006,251.55253092447916,0.836,0.0
4-2,2025-07-06,7.916666666666667,0.0,0.0,0.0,2215.033383775511,457.70458333333335,352.9091796875,1.1923,0.0
4-2,2025-07-06,8.083333333333334,0.0,0.0,0.0,1715.574729547044,473.8280833333333,321.685791015625,1.2693,0.0
4-2,2025-07-06,8.25,0.0,0.0,0.0,1293.122736533607,400.77315,299.06298828125,1.2,0.0
4-2,2025-07-06,8.416666666666666,0.0,0.0,257.55351518180873,1200.0,345.89750000000004,308.07568359375,1.1441,1473.3348835975366
4-2,2025-07-06,8.583333333333334,0.0,0.0,302.16376666666656,1200.0,302.16376666666656,231.08992513020834,1.1182,1689.3976194333327
4-2,2025-07-06,8.75,0.0,0.0,266.9735666666667,1200.0,266.9735666666667,191.16569010416666,1.0998,1468.0876431000004
4-2,2025-07-06,8.916666666666666,0.0,0.0,230.09874999999997,1200.0,230.09874999999997,187.52986653645834,1.0883,1252.0823481249997
4-2,2025-07-06,9.083333333333334,0.0,0.0,184.44733333333338,1200.0,184.44733333333338,98.927734375,1.1017,1016.0281356666668
4-2,2025-07-06,9.25,0.0,0.0,170.90049999999988,1200.0,170.90049999999988,58.735677083333336,1.1143,952.1721357499995
4-2,2025-07-06,9.416666666666666,0.0,0.0,137.5320833333332,1200.0,137.5320833333332,91.40787760416667,1.0556,725.8943358333327
