scenario,date,hour,soc
2,2025-06-01,20.0,1200.0
2,2025-06-01,20.166666666666668,1200.0
2,2025-06-01,20.333333333333332,1200.0
2,2025-06-01,20.5,1200.0
2,2025-06-01,20.666666666666668,1200.0
2,2025-06-01,20.833333333333332,1200.0
2,2025-06-01,21.0,1200.0
2,2025-06-01,21.166666666666668,1200.0
2,2025-06-01,21.333333333333332,1200.0
2,2025-06-01,21.5,1200.0
2,2025-06-01,21.666666666666668,1200.0
2,2025-06-01,21.833333333333332,1200.0
2,2025-06-01,22.0,1200.0
2,2025-06-01,22.166666666666668,1706.0825504561792
2,2025-06-01,22.333333333333332,1200.0
2,2025-06-01,22.5,1200.0
2,2025-06-01,22.666666666666668,1200.0
2,2025-06-01,22.833333333333332,1200.0
2,2025-06-01,23.0,1200.0
2,2025-06-01,23.166666666666668,1200.0
2,2025-06-01,23.333333333333332,1200.0
2,2025-06-01,23.5,1200.0
2,2025-06-01,23.666666666666668,1200.0
2,2025-06-01,23.833333333333332,1200.0
2,2025-06-01,24.0,1200.0
4-2,2025-07-06,0.0,1200.0
4-2,2025-07-06,0.16666666666666666,1200.0
4-2,2025-07-06,0.3333333333333333,1200.0
4-2,2025-07-06,0.5,1200.0
4-2,2025-07-06,0.6666666666666666,1200.0
4-2,2025-07-06,0.8333333333333334,1200.0
4-2,2025-07-06,1.0,1875.8167787035918
4-2,2025-07-06,1.1666666666666667,1730.942838757584
4-2,2025-07-06,1.3333333333333333,1200.0
4-2,2025-07-06,1.5,1200.0
4-2,2025-07-06,1.6666666666666667,1882.9316743117129
4-2,2025-07-06,1.8333333333333333,2597.4126558391417
4-2,2025-07-06,2.0,2567.678521004537
4-2,2025-07-06,2.1666666666666665,2456.5401692547593
4-2,2025-07-06,2.3333333333333335,2327.3108819978065
4-2,2025-07-06,2.5,2310.689977774173
4-2,2025-07-06,2.6666666666666665,2218.7362349771543
4-2,2025-07-06,2.8333333333333335,2876.027703116405
4-2,2025-07-06,3.0,3585.6558343781135
4-2,2025-07-06,3.1666666666666665,3520.3408581291797
4-2,2025-07-06,3.3333333333333335,3438.5095883554477
4-2,2025-07-06,3.5,4124.664591586096
4-2,2025-07-06,3.6666666666666665,4837.127529479169
4-2,2025-07-06,3.8333333333333335,5510.6378254326955
4-2,2025-07-06,4.0,5334.220231541362
4-2,2025-07-06,4.166666666666667,5223.629529433628
4-2,2025-07-06,4.333333333333333,5174.337843413413
4-2,2025-07-06,4.5,5886.423716035475
4-2,2025-07-06,4.666666666666667,6561.517660951779
4-2,2025-07-06,4.833333333333333,6477.184545283387
4-2,2025-07-06,5.0,6410.596664969786
4-2,2025-07-06,5.166666666666667,6312.184337143864
4-2,2025-07-06,5.333333333333333,7014.475355105785
4-2,2025-07-06,5.5,7731.315359423994
4-2,2025-07-06,5.666666666666667,8439.148417706496
4-2,2025-07-06,5.833333333333333,8311.812251095003
4-2,2025-07-06,6.0,7585.62900524009
4-2,2025-07-06,6.166666666666667,6872.132817357771
4-2,2025-07-06,6.333333333333333,6211.52073397035
4-2,2025-07-06,6.5,5608.581111047271
4-2,2025-07-06,6.666666666666667,5079.884318664235
4-2,2025-07-06,6.833333333333333,4606.235647651786
4-2,2025-07-06,7.0,4163.145207603144
4-2,2025-07-06,7.166666666666667,3756.51249101649
4-2,2025-07-06,7.333333333333333,3394.8018610955423
4-2,2025-07-06,7.5,3115.3294240049336
4-2,2025-07-06,7.666666666666667,2953.0291772843098
4-2,2025-07-06,7.833333333333333,2697.496376719403
4-2,2025-07-06,8.0,2215.033383775511
4-2,2025-07-06,8.166666666666666,1715.574729547044
4-2,2025-07-06,8.333333333333334,1293.122736533607
4-2,2025-07-06,8.5,1200.0
4-2,2025-07-06,8.666666666666666,1200.0
4-2,2025-07-06,8.833333333333334,1200.0
4-2,2025-07-06,9.0,1200.0
4-2,2025-07-06,9.166666666666666,1200.0
4-2,2025-07-06,9.333333333333334,1200.0
4-2,2025-07-06,9.5,1200.0
4-2,2025-07-06,9.666666666666666,1200.0
4-2,2025-07-06,9.833333333333334,1205.0781435805814
4-2,2025-07-06,10.0,1200.0
4-2,2025-07-06,10.166666666666666,1200.0
4-2,2025-07-06,10.333333333333334,1222.5414424855421
4-2,2025-07-06,10.5,1347.3573323018031
4-2,2025-07-06,10.666666666666666,1454.1374718996715
4-2,2025-07-06,10.833333333333334,1547.4258012945963
4-2,2025-07-06,11.0,2238.312061443031
4-2,2025-07-06,11.166666666666666,2908.600479373673
4-2,2025-07-06,11.333333333333334,3056.399756687086
4-2,2025-07-06,11.5,3399.123517577731
4-2,2025-07-06,11.666666666666666,3642.0495134747007
4-2,2025-07-06,11.833333333333334,3873.6567265193025
4-2,2025-07-06,12.0,4638.772942538753
4-2,2025-07-06,12.166666666666666,4862.092484935419
4-2,2025-07-06,12.333333333333334,5045.073123463551
4-2,2025-07-06,12.5,5731.566792394863
4-2,2025-07-06,12.666666666666666,6401.130610663624
4-2,2025-07-06,12.833333333333334,6473.8091432589445
4-2,2025-07-06,13.0,6413.641101106244
4-2,2025-07-06,13.166666666666666,6352.110960556053
4-2,2025-07-06,13.333333333333334,6293.627340735459
4-2,2025-07-06,13.5,6182.330978485833
4-2,2025-07-06,13.666666666666666,6038.060721367798
4-2,2025-07-06,13.833333333333334,5849.066828075441
4-2,2025-07-06,14.0,5621.855421371421
4-2,2025-07-06,14.166666666666666,5420.061155156979
4-2,2025-07-06,14.333333333333334,5210.151360101155
4-2,2025-07-06,14.5,4914.596105877206
4-2,2025-07-06,14.666666666666666,4515.945276764374
4-2,2025-07-06,14.833333333333334,4097.143448149442
4-2,2025-07-06,15.0,4181.848302894698
4-2,2025-07-06,15.166666666666666,4086.0056980864297
4-2,2025-07-06,15.333333333333334,3895.8019733414926
4-2,2025-07-06,15.5,3616.779078767913
4-2,2025-07-06,15.666666666666666,3494.6625651116206
4-2,2025-07-06,15.833333333333334,3370.226936468236
4-2,2025-07-06,16.0,3088.999228264721
4-2,2025-07-06,16.166666666666668,2880.8420495943546
4-2,2025-07-06,16.333333333333332,2793.1627714302576
4-2,2025-07-06,16.5,2744.181260134229
4-2,2025-07-06,16.666666666666668,2589.7350765545284
4-2,2025-07-06,16.833333333333332,2356.8021606383522
4-2,2025-07-06,17.0,2148.3827249656642
4-2,2025-07-06,17.166666666666668,1968.1307248925616
4-2,2025-07-06,17.333333333333332,1825.895525997793
4-2,2025-07-06,17.5,1685.4884125060635
4-2,2025-07-06,17.666666666666668,1514.7175194036174
4-2,2025-07-06,17.833333333333332,1294.1521761776103
4-2,2025-07-06,18.0,1200.0
4-2,2025-07-06,18.166666666666668,1200.0
4-2,2025-07-06,18.333333333333332,1200.0
4-2,2025-07-06,18.5,1200.0
4-2,2025-07-06,18.666666666666668,1200.0
4-2,2025-07-06,18.833333333333332,1200.0
4-2,2025-07-06,19.0,1200.0
4-2,2025-07-06,19.166666666666668,1200.0
4-2,2025-07-06,19.333333333333332,1200.0
4-2,2025-07-06,19.5,1200.0
4-2,2025-07-06,19.666666666666668,1200.0
4-2,2025-07-06,19.833333333333332,1200.0
4-2,2025-07-06,20.0,1200.0
4-2,2025-07-06,20.166666666666668,1200.0
4-2,2025-07-06,20.333333333333332,1200.0
4-2,2025-07-06,20.5,1200.0
4-2,2025-07-06,20.666666666666668,1200.0
4-2,2025-07-06,20.833333333333332,1200.0
4-2,2025-07-06,21.0,1200.0
4-2,2025-07-06,21.166666666666668,1200.0
4-2,2025-07-06,21.333333333333332,1200.0
4-2,2025-07-06,21.5,1200.0
4-2,2025-07-06,21.666666666666668,1200.0
4-2,2025-07-06,21.833333333333332,1200.0
4-2,2025-07-06,22.0,1200.0
4-2,2025-07-06,22.166666666666668,1821.1787192022994
4-2,2025-07-06,22.333333333333332,1660.4971268970073
4-2,2025-07-06,22.5,1547.6773293108974
4-2,2025-07-06,22.666666666666668,1206.906096818554
4-2,2025-07-06,22.833333333333332,1200.0
4-2,2025-07-06,23.0,1878.5685505984577
4-2,2025-07-06,23.166666666666668,1200.0
4-2,2025-07-06,23.333333333333332,1200.0
4-2,2025-07-06,23.5,1200.0
4-2,2025-07-06,23.666666666666668,1812.591305926057
4-2,2025-07-06,23.833333333333332,1706.2991718179526
4-2,2025-07-06,24.0,1200.0
3,2025-07-06,0.0,1200.0
3,2025-07-06,0.16666666666666666,1918.7166874155746
3,2025-07-06,0.3333333333333333,2617.0206449547604
3,2025-07-06,0.5,3324.142377597619
3,2025-07-06,0.6666666666666666,4024.5717071479617
3,2025-07-06,0.8333333333333334,4728.875439041993
3,2025-07-06,1.0,5404.6922177455845
3,2025-07-06,1.1666666666666667,5334.803959033919
3,2025-07-06,1.3333333333333333,6021.602151379517
3,2025-07-06,1.5,6718.418943737861
3,2025-07-06,1.6666666666666667,6598.8214540374365
3,2025-07-06,1.8333333333333333,6514.278750132252
3,2025-07-06,2.0,7287.734005408209
3,2025-07-06,2.1666666666666665,7978.278903875504
3,2025-07-06,2.3333333333333335,7849.04961661855
3,2025-07-06,2.5,7832.428712394917
3,2025-07-06,2.6666666666666665,7740.474969597898
3,2025-07-06,2.8333333333333335,7592.388361928071
3,2025-07-06,3.0,7502.453602172086
3,2025-07-06,3.1666666666666665,7437.138625923152
3,2025-07-06,3.3333333333333335,7355.30735614942
3,2025-07-06,3.5,7239.291343025591
3,2025-07-06,3.6666666666666665,7152.506368415567
3,2025-07-06,3.8333333333333335,7022.440680539379
3,2025-07-06,4.0,6841.889110159827
3,2025-07-06,4.166666666666667,6754.790484524178
3,2025-07-06,4.333333333333333,6705.498798503963
3,2025-07-06,4.5,6610.434803149429
3,2025-07-06,4.666666666666667,6477.373320235813
3,2025-07-06,4.833333333333333,6377.79677382653
3,2025-07-06,5.0,6302.841499668119
3,2025-07-06,5.166666666666667,6214.416462562548
3,2025-07-06,5.333333333333333,6108.7484962148455
3,2025-07-06,5.5,6818.184416643847
3,2025-07-06,5.666666666666667,7517.450367486952
3,2025-07-06,5.833333333333333,6959.677254954895
3,2025-07-06,6.0,6233.494009099982
3,2025-07-06,6.166666666666667,5519.997821217663
3,2025-07-06,6.333333333333333,4859.385737830242
3,2025-07-06,6.5,4256.446114907163
3,2025-07-06,6.666666666666667,3727.749322524127
3,2025-07-06,6.833333333333333,3254.1006515116774
3,2025-07-06,7.0,2811.0102114630345
3,2025-07-06,7.166666666666667,2404.3774948763808
3,2025-07-06,7.333333333333333,2042.666864955433
3,2025-07-06,7.5,1763.1944278648243
3,2025-07-06,7.666666666666667,1603.227124316868
3,2025-07-06,7.833333333333333,1347.694323751961
3,2025-07-06,8.0,1200.0
3,2025-07-06,8.166666666666666,1200.0
3,2025-07-06,8.333333333333334,1200.0
3,2025-07-06,8.5,1200.0
3,2025-07-06,8.666666666666666,1200.0
3,2025-07-06,8.833333333333334,1200.0
3,2025-07-06,9.0,1200.0
3,2025-07-06,9.166666666666666,1200.0
3,2025-07-06,9.333333333333334,1200.0
3,2025-07-06,9.5,1200.0
3,2025-07-06,9.666666666666666,1200.0152594434285
3,2025-07-06,9.833333333333334,1209.9116497971183
3,2025-07-06,10.0,1200.0
3,2025-07-06,10.166666666666666,1200.0
3,2025-07-06,10.333333333333334,1222.5414424855421
3,2025-07-06,10.5,1347.3573323018031
3,2025-07-06,10.666666666666666,1454.1374718996715
3,2025-07-06,10.833333333333334,1547.4258012945963
3,2025-07-06,11.0,1666.960687418376
3,2025-07-06,11.166666666666666,1775.8939270067233
3,2025-07-06,11.333333333333334,1903.5804850487202
3,2025-07-06,11.5,2074.918617947256
3,2025-07-06,11.666666666666666,2240.654459743037
3,2025-07-06,11.833333333333334,2425.7559160044184
3,2025-07-06,12.0,2704.3244140616603
3,2025-07-06,12.166666666666666,3192.182226131102
3,2025-07-06,12.333333333333334,3353.1387279624114
3,2025-07-06,12.5,3467.3254119934313
3,2025-07-06,12.666666666666666,4131.1983928433365
3,2025-07-06,12.833333333333334,4203.876925438657
3,2025-07-06,13.0,4143.708883285956
3,2025-07-06,13.166666666666666,4082.1787427357654
3,2025-07-06,13.333333333333334,4023.6951229151714
3,2025-07-06,13.5,3912.398760665545
3,2025-07-06,13.666666666666666,3768.12850354751
3,2025-07-06,13.833333333333334,3579.134610255153
3,2025-07-06,14.0,3351.9232035511322
3,2025-07-06,14.166666666666666,3150.1289373366903
3,2025-07-06,14.333333333333334,2940.2191422808664
3,2025-07-06,14.5,2644.663888056918
3,2025-07-06,14.666666666666666,2246.013058944086
3,2025-07-06,14.833333333333334,1827.2112303291538
3,2025-07-06,15.0,1685.74587916786
3,2025-07-06,15.166666666666666,1786.4459285804985
3,2025-07-06,15.333333333333334,1571.6718274279303
3,2025-07-06,15.5,1265.6488846043342
3,2025-07-06,15.666666666666666,1200.0
3,2025-07-06,15.833333333333334,1200.0
3,2025-07-06,16.0,1200.0
3,2025-07-06,16.166666666666668,1200.0
3,2025-07-06,16.333333333333332,1200.0
3,2025-07-06,16.5,1200.0
3,2025-07-06,16.666666666666668,1200.0
3,2025-07-06,16.833333333333332,1200.0
3,2025-07-06,17.0,1200.0
3,2025-07-06,17.166666666666668,1200.0
3,2025-07-06,17.333333333333332,1200.0
3,2025-07-06,17.5,1200.0
3,2025-07-06,17.666666666666668,1200.0
3,2025-07-06,17.833333333333332,1200.0
3,2025-07-06,18.0,1200.0
3,2025-07-06,18.166666666666668,1200.0
3,2025-07-06,18.333333333333332,1200.0
3,2025-07-06,18.5,1200.0
3,2025-07-06,18.666666666666668,1200.0
3,2025-07-06,18.833333333333332,1200.0
3,2025-07-06,19.0,1200.0
3,2025-07-06,19.166666666666668,1200.0
3,2025-07-06,19.333333333333332,1200.0
3,2025-07-06,19.5,1200.0
3,2025-07-06,19.666666666666668,1200.0
3,2025-07-06,19.833333333333332,1200.0
3,2025-07-06,20.0,1200.0
3,2025-07-06,20.166666666666668,1200.0
3,2025-07-06,20.333333333333332,1200.0
3,2025-07-06,20.5,1200.0
3,2025-07-06,20.666666666666668,1200.0
3,2025-07-06,20.833333333333332,1200.0
3,2025-07-06,21.0,1200.0
3,2025-07-06,21.166666666666668,1200.0
3,2025-07-06,21.333333333333332,1200.0
3,2025-07-06,21.5,1200.0
3,2025-07-06,21.666666666666668,1200.0
3,2025-07-06,21.833333333333332,1200.0
3,2025-07-06,22.0,1200.0
3,2025-07-06,22.166666666666668,1710.596654991074
3,2025-07-06,22.333333333333332,1200.0
3,2025-07-06,22.5,1200.0
3,2025-07-06,22.666666666666668,1200.0
3,2025-07-06,22.833333333333332,1200.0
3,2025-07-06,23.0,1200.0
3,2025-07-06,23.166666666666668,1200.0
3,2025-07-06,23.333333333333332,1200.0
3,2025-07-06,23.5,1200.0
3,2025-07-06,23.666666666666668,1200.0
3,2025-07-06,23.833333333333332,1200.0
3,2025-07-06,24.0,1200.0
4-3,2025-07-06,0.0,1200.0
4-3,2025-07-06,0.16666666666666666,1200.0
4-3,2025-07-06,0.3333333333333333,1200.0
4-3,2025-07-06,0.5,1200.0
4-3,2025-07-06,0.6666666666666666,1200.0
4-3,2025-07-06,0.8333333333333334,1200.0
4-3,2025-07-06,1.0,1875.8167787035918
4-3,2025-07-06,1.1666666666666667,1730.942838757584
4-3,2025-07-06,1.3333333333333333,1200.0
4-3,2025-07-06,1.5,1200.0
4-3,2025-07-06,1.6666666666666667,1870.0351422626738
4-3,2025-07-06,1.8333333333333333,2570.279934933638
4-3,2025-07-06,2.0,2534.5312783933227
4-3,2025-07-06,2.1666666666666665,2402.726722743238
4-3,2025-07-06,2.3333333333333335,2265.4198614546244
4-3,2025-07-06,2.5,2248.7989572309907
4-3,2025-07-06,2.6666666666666665,2156.845214433972
4-3,2025-07-06,2.8333333333333335,2814.136682573223
4-3,2025-07-06,3.0,3520.9959999584125
4-3,2025-07-06,3.1666666666666665,3455.6810237094787
4-3,2025-07-06,3.3333333333333335,3372.9006169820063
4-3,2025-07-06,3.5,4059.055620212655
4-3,2025-07-06,3.6666666666666665,4777.847520544425
4-3,2025-07-06,3.8333333333333335,5451.357816497951
4-3,2025-07-06,4.0,5270.806246118399
4-3,2025-07-06,4.166666666666667,5160.215544010664
4-3,2025-07-06,4.333333333333333,5110.9238579904495
4-3,2025-07-06,4.5,5820.435526372043
4-3,2025-07-06,4.666666666666667,6491.249606791883
4-3,2025-07-06,4.833333333333333,6404.052042019583
4-3,2025-07-06,5.0,6329.096767861172
4-3,2025-07-06,5.166666666666667,6241.126266042632
4-3,2025-07-06,5.333333333333333,6936.594511371794
4-3,2025-07-06,5.5,7667.958474894517
4-3,2025-07-06,5.666666666666667,8396.593941909128
4-3,2025-07-06,5.833333333333333,8308.974574232918
4-3,2025-07-06,6.0,7582.791328378004
4-3,2025-07-06,6.166666666666667,6869.295140495686
4-3,2025-07-06,6.333333333333333,6208.683057108265
4-3,2025-07-06,6.5,5605.743434185186
4-3,2025-07-06,6.666666666666667,5077.04664180215
4-3,2025-07-06,6.833333333333333,4603.397970789701
4-3,2025-07-06,7.0,4160.307530741058
4-3,2025-07-06,7.166666666666667,3753.6748141544044
4-3,2025-07-06,7.333333333333333,3391.9641842334568
4-3,2025-07-06,7.5,3112.491747142848
4-3,2025-07-06,7.666666666666667,2976.4606387012927
4-3,2025-07-06,7.833333333333333,2720.9278381363856
4-3,2025-07-06,8.0,2238.4648451924936
4-3,2025-07-06,8.166666666666666,1739.0061909640265
4-3,2025-07-06,8.333333333333334,1316.5541979505895
4-3,2025-07-06,8.5,1200.0
4-3,2025-07-06,8.666666666666666,1200.0
4-3,2025-07-06,8.833333333333334,1200.0
4-3,2025-07-06,9.0,1200.0
4-3,2025-07-06,9.166666666666666,1200.0
4-3,2025-07-06,9.333333333333334,1200.0
4-3,2025-07-06,9.5,1200.0
4-3,2025-07-06,9.666666666666666,1200.0152594434285
4-3,2025-07-06,9.833333333333334,1205.0934030240098
4-3,2025-07-06,10.0,1200.0
4-3,2025-07-06,10.166666666666666,1200.0
4-3,2025-07-06,10.333333333333334,1222.5414424855421
4-3,2025-07-06,10.5,1347.3573323018031
4-3,2025-07-06,10.666666666666666,1454.1374718996715
4-3,2025-07-06,10.833333333333334,1547.4258012945963
4-3,2025-07-06,11.0,1666.960687418376
4-3,2025-07-06,11.166666666666666,1775.8939270067233
4-3,2025-07-06,11.333333333333334,1903.5804850487202
4-3,2025-07-06,11.5,2074.918617947256
4-3,2025-07-06,11.666666666666666,2240.654459743037
4-3,2025-07-06,11.833333333333334,2425.7559160044184
4-3,2025-07-06,12.0,2658.2896556131177
4-3,2025-07-06,12.166666666666666,2881.609198009783
4-3,2025-07-06,12.333333333333334,3042.5656998410923
4-3,2025-07-06,12.5,3156.752383872112
4-3,2025-07-06,12.666666666666666,3780.84171518041
4-3,2025-07-06,12.833333333333334,3853.5202477757302
4-3,2025-07-06,13.0,3793.3522056230295
4-3,2025-07-06,13.166666666666666,3731.8220650728385
4-3,2025-07-06,13.333333333333334,3673.3384452522446
4-3,2025-07-06,13.5,3562.0420830026183
4-3,2025-07-06,13.666666666666666,3417.771825884583
4-3,2025-07-06,13.833333333333334,3228.777932592226
4-3,2025-07-06,14.0,3001.5665258882054
4-3,2025-07-06,14.166666666666666,2799.7722596737635
4-3,2025-07-06,14.333333333333334,2589.8624646179396
4-3,2025-07-06,14.5,2294.307210393991
4-3,2025-07-06,14.666666666666666,1895.6563812811592
4-3,2025-07-06,14.833333333333334,1476.854552666227
4-3,2025-07-06,15.0,1660.473871462017
4-3,2025-07-06,15.166666666666666,1563.303345933571
4-3,2025-07-06,15.333333333333334,1359.6120508216468
4-3,2025-07-06,15.5,1200.0
4-3,2025-07-06,15.666666666666666,1200.0
4-3,2025-07-06,15.833333333333334,1200.0
4-3,2025-07-06,16.0,1200.0
4-3,2025-07-06,16.166666666666668,1200.0
4-3,2025-07-06,16.333333333333332,1200.0
4-3,2025-07-06,16.5,1200.0
4-3,2025-07-06,16.666666666666668,1200.0
4-3,2025-07-06,16.833333333333332,1200.0
4-3,2025-07-06,17.0,1200.0
4-3,2025-07-06,17.166666666666668,1200.0
4-3,2025-07-06,17.333333333333332,1200.0
4-3,2025-07-06,17.5,1200.0
4-3,2025-07-06,17.666666666666668,1200.0
4-3,2025-07-06,17.833333333333332,1200.0
4-3,2025-07-06,18.0,1200.0
4-3,2025-07-06,18.166666666666668,1200.0
4-3,2025-07-06,18.333333333333332,1200.0
4-3,2025-07-06,18.5,1200.0
4-3,2025-07-06,18.666666666666668,1200.0
4-3,2025-07-06,18.833333333333332,1200.0
4-3,2025-07-06,19.0,1200.0
4-3,2025-07-06,19.166666666666668,1200.0
4-3,2025-07-06,19.333333333333332,1200.0
4-3,2025-07-06,19.5,1200.0
4-3,2025-07-06,19.666666666666668,1200.0
4-3,2025-07-06,19.833333333333332,1200.0
4-3,2025-07-06,20.0,1200.0
4-3,2025-07-06,20.166666666666668,1200.0
4-3,2025-07-06,20.333333333333332,1200.0
4-3,2025-07-06,20.5,1200.0
4-3,2025-07-06,20.666666666666668,1200.0
4-3,2025-07-06,20.833333333333332,1200.0
4-3,2025-07-06,21.0,1200.0
4-3,2025-07-06,21.166666666666668,1200.0
4-3,2025-07-06,21.333333333333332,1200.0
4-3,2025-07-06,21.5,1200.0
4-3,2025-07-06,21.666666666666668,1200.0
4-3,2025-07-06,21.833333333333332,1200.0
4-3,2025-07-06,22.0,1200.0
4-3,2025-07-06,22.166666666666668,1805.4258908204242
4-3,2025-07-06,22.333333333333332,1644.7442985151322
4-3,2025-07-06,22.5,1539.664902376452
4-3,2025-07-06,22.666666666666668,1200.0
4-3,2025-07-06,22.833333333333332,1200.0
4-3,2025-07-06,23.0,1868.638017266078
4-3,2025-07-06,23.166666666666668,1200.0
4-3,2025-07-06,23.333333333333332,1200.0
4-3,2025-07-06,23.5,1200.0
4-3,2025-07-06,23.666666666666668,1812.591305926057
4-3,2025-07-06,23.833333333333332,1706.449437116863
4-3,2025-07-06,24.0,1200.0
