name,label,date,hour,slot,actual_load_kw,actual_pv_kw,forecast_load_kw,forecast_pv_kw,actual_net_kwh,forecast_net_kwh,planned_kwh,emergency_kwh,charge_kwh,discharge_kwh,soc_kwh
primary,exp006 正式·树DP,2025-03-20,6.66666666666667,40,4819.4733,1302.5378,4827.99890818239,1257.33375843332,586.155916666667,595.110858291513,18.0359834716572,0,0,568.119933195009,7002.0695371632
primary,exp006 正式·树DP,2025-03-20,6.83333333333333,41,4880.33,1693.2375,4856.55129715709,1581.09951366952,531.182083333333,545.908630581263,16.2679206634074,0,0,514.914162669926,6403.21854615022
primary,exp006 正式·树DP,2025-03-20,7,42,4689.3761,2009.9231,4842.08549707567,1885.15815648452,446.5755,492.821223431859,24.6732686311231,0,0,421.902231368877,5860.45136164508
primary,exp006 正式·树DP,2025-03-20,7.16666666666667,43,4713.3646,2305.9149,5000.06511416682,2166.30974495892,401.241616666667,472.292561534648,478.486255758913,0,0,0,5415.72736130075
primary,exp006 正式·树DP,2025-03-20,7.33333333333333,44,4827.2,2609.7375,5081.41343219039,2402.11394106304,369.577083333333,446.549915187891,452.743609412155,0,0,0,5415.72736130075
primary,exp006 正式·树DP,2025-03-20,7.5,45,4578.156,2894.0148,4754.05345432799,2587.43289558179,280.6902,361.103426457699,1157.86653572396,0,790.569415042095,0,5415.72736130075
primary,exp006 正式·树DP,2025-03-20,7.66666666666667,46,5187.0368,3179.5684,5485.23507993904,2865.49044076231,334.578066666667,436.624106529455,15.9103166307191,0,0,318.667750035948,6165.72736130075
primary,exp006 正式·树DP,2025-03-20,7.83333333333333,47,6405.59,3476.5125,6805.21159338991,3197.48077472806,488.179583333333,601.288469776975,0,0,0,488.179583333333,5829.82205898249
primary,exp006 正式·树DP,2025-03-20,8,48,6658.0486,3761.2255,6603.71701892328,3399.48191436871,482.80385,534.039184092428,4.3984741745727,0,0,478.405375825427,5315.23559547405
primary,exp006 正式·树DP,2025-03-20,8.16666666666667,49,6606.6001,3976.3717,6296.52795667145,3588.65180915729,438.3714,451.31269125236,14.9145999596525,0,0,423.456800040347,4810.95205131498
primary,exp006 正式·树DP,2025-03-20,8.33333333333333,50,6687.27,4220.325,6538.06712625436,3809.6402654018,411.1575,454.737810142093,18.3397188493859,0,0,392.817781150614,4364.58939171032
primary,exp006 正式·树DP,2025-03-20,8.5,51,6649.776,4653.7429,6565.25263932091,3990.30480243543,332.672183333333,429.157972814246,0,0,0,332.672183333333,3950.52309376049
primary,exp006 正式·树DP,2025-03-20,8.66666666666667,52,6705.5335,5037.5027,6604.02754646879,4182.39574964587,278.005133333333,403.605299470486,14.6413730807788,0,0,263.363760252554,3599.85582258901
primary,exp006 正式·树DP,2025-03-20,8.83333333333333,53,6757.81,5180.8875,6716.47715202891,4417.60139475412,262.820416666667,383.145959545798,0,0,0,262.820416666667,3322.24604407415
primary,exp006 正式·树DP,2025-03-20,9,54,6494.2004,5166.4978,6653.87815269107,4697.6068128107,221.283766666667,326.045223313396,0,0,0,221.283766666667,3045.2089999871
primary,exp006 正式·树DP,2025-03-20,9.16666666666667,55,6436.4392,5533.329,6628.84251616299,5114.22268334176,150.518366666667,252.436638803537,5.54230340876077,0,0,144.976063257906,2811.95542935779
primary,exp006 正式·树DP,2025-03-20,9.33333333333333,56,6570.85,6107.7375,6672.10863334655,5585.92389048104,77.1854166666667,181.030790477585,29.0047848878081,0,0,48.1806317788586,2659.13724065792
primary,exp006 正式·树DP,2025-03-20,9.5,57,6399.3635,6182.795,6607.66690559727,5917.7666720434,36.0947500000001,114.983372258978,10.3915315722011,0,0,25.7032184277989,2608.35039548222
primary,exp006 正式·树DP,2025-03-20,9.66666666666667,58,6445.9301,6198.386,6627.18323222085,6225.01465630508,41.2573499999999,67.0280959859601,9.87042020118357,0,0,31.3869297988163,2581.25682433934
primary,exp006 正式·树DP,2025-03-20,9.83333333333333,59,6697.43,6426.1875,6720.88221964803,6489.53566083143,45.2070833333334,38.5577598027658,0,0,0,45.2070833333334,2548.17209536465
primary,exp006 正式·树DP,2025-03-20,10,60,6577.9956,6675.2481,6669.2739680247,6555.56534883769,-16.2087499999999,18.9514365311694,8.41173700673957,0,0,0,2500.51964546252
primary,exp006 正式·树DP,2025-03-20,10.1666666666667,61,6445.2772,6774.004,6593.2261933504,6564.40320871374,-54.7877999999999,4.80383077277656,0,0,0,0,2500.51964546252
primary,exp006 正式·树DP,2025-03-20,10.3333333333333,62,6473.61,6879.075,6531.44700698003,6627.20490087403,-67.5775,-15.9596489823334,0,0,0,0,2500.51964546252
primary,exp006 正式·树DP,2025-03-20,10.5,63,6454.2353,7268.5137,6422.32161382598,6773.37707029064,-135.713066666667,-58.5092427441103,17.4700604768605,0,0,0,2500.51964546252
primary,exp006 正式·树DP,2025-03-20,10.6666666666667,64,6352.336,7455.3554,6468.29706378626,7115.77082915447,-183.836566666667,-107.912294228035,15.5011738959358,0,0,0,2500.51964546252
primary,exp006 正式·树DP,2025-03-20,10.8333333333333,65,6279.9,7263,6624.57657588015,7412.44370080987,-163.85,-131.311187488287,810.648066845903,0,790.569415042095,0,2500.51964546252
primary,exp006 正式·树DP,2025-03-20,11,66,6362.0436,7021.6679,6604.18199223818,7305.0999525683,-109.937383333333,-116.819660055021,797.16322311095,0,790.569415042095,0,3250.51964546252
primary,exp006 正式·树DP,2025-03-20,11.1666666666667,67,6393.8373,7052.8842,6421.35892515045,7436.19334377167,-109.84115,-169.139069770203,772.820184563987,0,790.569415042095,0,4000.51964546252
primary,exp006 正式·树DP,2025-03-20,11.3333333333333,68,6360.1,7317.5625,6295.74042998681,7766.31829615015,-159.577083333333,-245.096311027223,696.862943306967,0,790.569415042095,0,4750.51964546252
primary,exp006 正式·树DP,2025-03-20,11.5,69,6424.0276,7505.6333,6418.89954145897,7615.93155035222,-180.267616666667,-199.505334815541,742.453919518649,0,790.569415042095,0,5500.51964546252
primary,exp006 正式·树DP,2025-03-20,11.6666666666667,70,6379.6216,7635.0323,6383.20283758892,7464.79254938762,-209.235116666667,-180.26495196645,761.694302367741,0,790.569415042095,0,6250.51964546252
primary,exp006 正式·树DP,2025-03-20,11.8333333333333,71,6168.32,7818.45,6135.00503979153,7538.11932196993,-275.021666666667,-233.852380363065,708.106873971125,0,790.569415042095,0,7000.51964546252
primary,exp006 正式·树DP,2025-03-20,12,72,5958.8116,8082.9395,6030.79666849091,7606.52890152856,-354.021316666667,-262.622038839608,679.337215494582,0,790.569415042095,0,7750.51964546252
primary,exp006 正式·树DP,2025-03-20,12.1666666666667,73,5855.2299,8090.5707,6062.57563170286,7827.37735116669,-372.5568,-294.133619910638,647.825634423552,0,790.569415042095,0,8500.51964546252
primary,exp006 正式·树DP,2025-03-20,12.3333333333333,74,5883.66,7709.3625,6102.12157635834,8081.40430186554,-304.28375,-329.8804542512,612.07880008299,0,790.569415042095,0,9250.51964546252
primary,exp006 正式·树DP,2025-03-20,12.5,75,6006.2794,7205.256,6063.4552649767,7999.43202593701,-199.829433333333,-322.662793493384,619.296460840806,0,790.569415042095,0,10000.5196454625
primary,exp006 正式·树DP,2025-03-20,12.6666666666667,76,6168.3548,7206.9442,6117.672407395,7729.68599708909,-173.098233333333,-268.668931615681,673.290322718509,0,52.1568732570259,0,10750.5196454625
primary,exp006 正式·树DP,2025-03-20,12.8333333333333,77,6351.38,7525.8,6307.57963784229,7523.31213059168,-195.736666666667,-202.622082124897,1.47238483629278,0,0,0,10800
primary,exp006 正式·树DP,2025-03-20,13,78,6510.6216,7339.075,6476.94285584991,7485.47280489835,-138.075566666667,-168.088324841407,0,0,0,0,10800
primary,exp006 正式·树DP,2025-03-20,13.1666666666667,79,6358.8315,6900.6338,6457.11753091907,7282.33900948854,-90.3003833333332,-137.536913094911,0,0,0,0,10800
primary,exp006 正式·树DP,2025-03-20,13.3333333333333,80,6039.3,6610.0125,6365.0563829402,6983.38881153908,-95.1187499999999,-103.05540476648,20.3580633574906,0,0,0,10800
primary,exp006 正式·树DP,2025-03-20,13.5,81,6028.9848,6642.1795,6447.81089119122,6956.56922435525,-102.199116666667,-84.7930555273385,0,0,0,0,10800
primary,exp006 正式·树DP,2025-03-20,13.6666666666667,82,6177.7813,6806.5377,6350.59373168918,6741.89165576123,-104.792733333333,-65.2163206786742,10.7629825422966,0,0,0,10800
primary,exp006 正式·树DP,2025-03-20,13.8333333333333,83,6280.02,6799.95,6156.60654158902,6327.64675913612,-86.6549999999999,-28.5067029245156,0,0,0,0,10800
primary,exp006 正式·树DP,2025-03-20,14,84,6283.4823,6453.6137,6302.68554297962,6172.06238874036,-28.3552333333334,21.7705257065428,0,0,0,0,10800
primary,exp006 正式·树DP,2025-03-20,14.1666666666667,85,6314.912,6203.5886,6313.27191563599,5984.82828423243,18.5539,54.7406052339261,8.43998871328396,0,0,10.1139112867161,10800
primary,exp006 正式·树DP,2025-03-20,14.3333333333333,86,6352.79,6115.6875,6160.67091768701,5630.55161501127,39.5170833333333,88.353217112624,0,0,0,39.5170833333333,10789.339001427
primary,exp006 正式·树DP,2025-03-20,14.5,87,6259.4213,5837.6616,6302.7866646334,5304.88649167534,70.2932833333333,166.316695493009,0,0,0,70.2932833333333,10747.6843381537
primary,exp006 正式·树DP,2025-03-20,14.6666666666667,88,6190.1146,5431.9635,6444.55500004509,5124.40190638688,126.358516666667,220.025515609701,0,0,0,126.358516666667,10673.5887116387
primary,exp006 正式·树DP,2025-03-20,14.8333333333333,89,6156.64,5072.775,6404.99057422521,5050.37287777892,180.644166666667,225.769616074382,806.65406882074,0,273.647549577831,0,10540.3951401631
primary,exp006 正式·树DP,2025-03-20,15,90,6039.3659,4855.4545,6307.27923474776,4923.0561126552,197.318566666667,230.703853682093,1022.40681710645,0,0,0,10800
primary,exp006 正式·树DP,2025-03-20,15.1666666666667,91,6054.6789,4561.8383,6218.58023127916,4632.99970215676,248.806766666667,264.2634215204,265.396969902757,0,0,0,10800
primary,exp006 正式·树DP,2025-03-20,15.3333333333333,92,6187.68,4146.825,6215.27874348853,4271.38755426387,340.1425,323.981864870775,330.17555909504,9.96694090496027,0,0,10800
primary,exp006 正式·树DP,2025-03-20,15.5,93,6195.3721,3778.6785,6306.96343922828,4044.81951496369,402.782266666667,377.023987377431,383.217681601696,19.5645850649711,0,0,10800
primary,exp006 正式·树DP,2025-03-20,15.6666666666667,94,6186.1376,3471.4229,6168.78296265425,3878.72656652082,452.45245,381.676066022237,387.869760246502,64.5826897534982,0,0,10800
primary,exp006 正式·树DP,2025-03-20,15.8333333333333,95,6200.17,3156.225,5929.03739761978,3652.81260620722,507.324166666667,379.370798568759,385.564492793023,121.759673873643,0,0,10800
primary,exp006 正式·树DP,2025-03-20,16,96,6153.3743,2779.805,6035.9914012623,3298.48691199133,562.26155,456.250748211828,462.444442436092,99.8171075639081,0,0,10800
primary,exp006 正式·树DP,2025-03-20,16.1666666666667,97,6101.7592,2507.3559,6157.92368921113,2861.28643790658,599.067216666667,549.439541884092,540.644766880869,58.4224497857977,0,0,10800
primary,exp006 正式·树DP,2025-03-20,16.3333333333333,98,6118.95,2334.4125,6121.70669269271,2443.85331188829,630.75625,612.975563467403,633.383800484452,0,0,0,10800
primary,exp006 正式·树DP,2025-03-20,16.5,99,6209.4949,2077.0816,6092.40460195968,2143.79014340077,688.73555,658.102409759818,678.510646776868,10.2249032231319,0,0,10800
primary,exp006 正式·树DP,2025-03-20,16.6666666666667,100,6190.199,1733.8533,6116.84778761945,1886.47052249439,742.724283333333,705.062877520843,725.471114537892,17.2531687954411,0,0,10800
primary,exp006 正式·树DP,2025-03-20,16.8333333333333,101,6102.19,1377.7125,6232.90930126062,1600.22401459272,787.412916666667,772.11421444465,778.550600381349,8.86231628531789,0,0,10800
primary,exp006 正式·树DP,2025-03-20,17,102,6143.2969,1083.9022,6402.07170156793,1274.95199240046,843.23245,854.519951527911,860.95633746461,0,0,0,10800
primary,exp006 正式·树DP,2025-03-20,17.1666666666667,103,6075.0134,831.8823,6213.00717598275,949.079912165431,873.855183333333,877.32121063622,883.75759657292,0,0,0,10800
primary,exp006 正式·树DP,2025-03-20,17.3333333333333,104,6025.68,597.3375,5984.27677503666,654.88812868743,904.72375,888.231441058205,904.519257380054,0.20449261994645,0,0,10800
primary,exp006 正式·树DP,2025-03-20,17.5,105,6213.4416,374.8971,6297.46187331146,390.912474117255,973.09075,984.424899865701,1000.71271618755,0,0,0,10800
primary,exp006 正式·树DP,2025-03-20,17.6666666666667,106,5394.1467,156.1276,5682.61628449653,152.027383228958,873.003183333333,921.764816877928,938.052633199777,0,0,0,10800
primary,exp006 正式·树DP,2025-03-20,17.8333333333333,107,4094.12,0,4406.0577606889,0,682.353333333333,734.342960114816,744.795544101935,0,0,0,10800
primary,exp006 正式·树DP,2025-03-20,18,108,4187.9837,0,4255.22903991701,0,697.997283333333,709.204839986169,387.618269655288,0,0,310.379013678045,10800
primary,exp006 正式·树DP,2025-03-20,18.1666666666667,109,4441.4267,5.5774,4420.78222462976,0,739.308216666667,736.797037438293,747.249621425412,0,0,0,10472.8317929536
primary,exp006 正式·树DP,2025-03-20,18.3333333333333,110,4255.45,0,4375.62309178905,0,709.241666666667,729.270515298175,739.723099285294,0,0,0,10472.8317929536
primary,exp006 正式·树DP,2025-03-20,18.5,111,4286.5369,0,4419.39048209695,0,714.422816666667,736.565080349491,747.01766433661,0,0,0,10472.8317929536
primary,exp006 正式·树DP,2025-03-20,18.6666666666667,112,4470.2464,0.4004,4403.8095276439,0,744.974333333333,733.968254607317,32.9083650564365,0.553494739011398,0,711.512473537885,10472.8317929536
primary,exp006 正式·树DP,2025-03-20,18.8333333333333,113,4579.24,0,4355.48479246889,0,763.206666666667,725.914132078148,24.8542425272669,26.8399506015144,0,711.512473537885,9722.83179295361
primary,exp006 正式·树DP,2025-03-20,19,114,4480.3082,0,4477.61775228635,0,746.718033333333,746.269625381058,0,0,0,746.718033333333,8972.83179295361
primary,exp006 正式·树DP,2025-03-20,19.1666666666667,115,4285.5618,0.0288,4508.84425360851,0,714.2555,751.474042268085,25.7111270406065,0,0,688.544372959394,8185.72187453532
primary,exp006 正式·树DP,2025-03-20,19.3333333333333,116,4196.78,0,4491.89726795231,0,699.463333333333,748.649544658719,0.15549020583785,0,0,699.307843127495,7459.93237832061
primary,exp006 正式·树DP,2025-03-20,19.5,117,4330.8684,0,4702.72486224608,0,721.8114,783.787477041013,10.5903969115345,0,0,711.221003088466,6722.79718835307
primary,exp006 正式·树DP,2025-03-20,19.6666666666667,118,4370.9481,0.0021,4685.54742926092,0,728.491,780.924571543486,7.72749141400789,0,0,720.763508585992,5973.10442518334
primary,exp006 正式·树DP,2025-03-20,19.8333333333333,119,4358.21,0,4466.72286130329,0,726.368333333333,744.453810217214,0,0,0,726.368333333333,5213.35297802798
primary,exp006 正式·树DP,2025-03-20,20,120,4586.0191,0,4519.19623958967,0,764.336516666667,753.199373264946,27.4364580374674,25.387585091314,0,711.512473537885,4447.6935268434
primary,exp006 正式·树DP,2025-03-20,20.1666666666667,121,4523.6629,0,4450.47637954586,0,753.943816666667,741.746063257644,40.6861737067628,1.74516942201865,0,711.512473537885,3697.6935268434
primary,exp006 正式·树DP,2025-03-20,20.3333333333333,122,4215.37,0,4261.15420252594,0,702.561666666667,710.192367087656,9.13247753677513,0,0,693.429189129891,2947.6935268434
primary,exp006 正式·树DP,2025-03-20,20.5,123,4256.2469,0,4389.50166164639,0,709.374483333333,731.583610274398,30.5237207235175,0,0,678.850762609816,2216.75498227869
primary,exp006 正式·树DP,2025-03-20,20.6666666666667,124,4319.0159,0,4568.12247042522,0,719.835983333333,761.353745070869,747.103303381391,0,0,0,1501.18344854893
primary,exp006 正式·树DP,2025-03-20,20.8333333333333,125,4257.25,0,4541.29135348223,0,709.541666666667,756.881892247039,742.63145055756,0,0,0,1501.18344854893
primary,exp006 正式·树DP,2025-03-20,21,126,4290.2681,0,4334.99468100437,0,715.044683333333,722.499113500728,732.951697487847,0,0,0,1501.18344854893
primary,exp006 正式·树DP,2025-03-20,21.1666666666667,127,4418.7036,0,4302.47594072517,0,736.4506,717.079323454195,727.531907441314,8.91869255868608,0,0,1501.18344854893
primary,exp006 正式·树DP,2025-03-20,21.3333333333333,128,4553.6,0,4464.27488026839,0,758.933333333333,744.045813378065,754.498397365185,4.43493596814881,0,0,1501.18344854893
primary,exp006 正式·树DP,2025-03-20,21.5,129,4526.2528,0,4448.79109801237,0,754.375466666667,741.465183002061,751.91776698918,2.4576996774864,0,0,1501.18344854893
primary,exp006 正式·树DP,2025-03-20,21.6666666666667,130,4001.6252,0,3988.14873866302,0,666.937533333333,664.691456443836,670.010121510007,0,0,0,1501.18344854893
primary,exp006 正式·树DP,2025-03-20,21.8333333333333,131,3318.94,0,3445.2113763782,0,553.156666666667,574.201896063034,579.520561129204,0,0,0,1501.18344854893
primary,exp006 正式·树DP,2025-03-20,22,132,3233.4088,0,3470.97488238639,0,538.901466666667,578.495813731064,1216.27001083124,0,632.455532033676,0,1501.18344854893
primary,exp006 正式·树DP,2025-03-20,22.1666666666667,133,3319.971,0,3559.68048697851,0,553.3285,593.280081163085,29.3887673992554,0,0,523.939732600745,2101.18344854893
primary,exp006 正式·树DP,2025-03-20,22.3333333333333,134,3255.84,0,3479.56012310164,0,542.64,579.926687183607,585.245352249777,0,0,0,1548.90247798962
primary,exp006 正式·树DP,2025-03-20,22.5,135,3144.1326,0,3472.98846606929,0,524.0221,578.831411011548,584.150076077718,0,0,0,1548.90247798962
primary,exp006 正式·树DP,2025-03-20,22.6666666666667,136,3161.8174,0,3425.88476151053,0,526.969566666667,570.980793585089,576.29945865126,0,0,0,1548.90247798962
primary,exp006 正式·树DP,2025-03-20,22.8333333333333,137,3296.4,0,3398.99290650935,0,549.4,566.498817751558,571.817482817729,0,0,0,1548.90247798962
primary,exp006 正式·树DP,2025-03-20,23,138,3356.4081,0,3581.351141964,0,559.40135,596.891856993999,602.21052206017,0,0,0,1548.90247798962
primary,exp006 正式·树DP,2025-03-20,23.1666666666667,139,3261.7676,0,3616.71959295384,0,543.627933333333,602.78659882564,608.105263891811,0,0,0,1548.90247798962
primary,exp006 正式·树DP,2025-03-20,23.3333333333333,140,3267.73,0,3514.38858859912,0,544.621666666667,585.731431433187,591.050096499358,0,0,0,1548.90247798962
primary,exp006 正式·树DP,2025-03-20,23.5,141,3604.076,0,3564.19821941454,0,600.679333333333,594.033036569091,599.351701635261,1.32763169807197,0,0,1548.90247798962
primary,exp006 正式·树DP,2025-03-20,23.6666666666667,142,3245.8691,0,3200.23371680006,0,540.978183333333,533.372286133344,538.690951199514,2.28723213381897,0,0,1548.90247798962
primary,exp006 正式·树DP,2025-03-20,23.8333333333333,143,2401,0,2577.05480630017,0,400.166666666667,429.509134383362,434.827799449533,0,0,0,1548.90247798962
primary,exp006 正式·树DP,2025-06-01,0,0,4313.5613,0,3658.74036294406,0,718.926883333333,609.790060490677,1443.7125632269,0,724.78567989357,0,2578.9987904485
primary,exp006 正式·树DP,2025-06-01,0.166666666666667,1,4091.2701,0,3675.48949626662,0,681.87835,612.581582711104,1424.36686684633,0,742.488516846331,0,3266.59085962971
primary,exp006 正式·树DP,2025-06-01,0.333333333333333,2,4038.65,0,3668.56338788465,0,673.108333333333,611.427231314109,1423.21251544934,0,750.104182116002,0,3970.97731455612
primary,exp006 正式·树DP,2025-06-01,0.5,3,4098.9159,0,3631.7382670721,0,683.15265,605.289711178684,1417.07499531391,0,733.92234531391,0,4682.58862392742
primary,exp006 正式·树DP,2025-06-01,0.666666666666667,4,4158.5286,0,3537.09950790779,0,693.0881,589.516584651299,1401.30186878653,0,708.213768786526,0,5378.84849499279
primary,exp006 正式·树DP,2025-06-01,0.833333333333333,5,4108.48,0,3484.98911660233,0,684.746666666667,580.831519433722,1392.61680356895,0,707.870136902283,0,6050.71906888997
primary,exp006 正式·树DP,2025-06-01,1,6,3936.9137,0,3619.65663479332,0,656.152283333333,603.276105798887,624.491974892114,31.6603084412189,0,0,6722.2636449579
primary,exp006 正式·树DP,2025-06-01,1.16666666666667,7,3948.233,0,3738.37297062568,0,658.038833333333,623.062161770946,1349.92727864371,0,691.888445310372,0,6722.2636449579
primary,exp006 正式·树DP,2025-06-01,1.33333333333333,8,4026.48,0,3711.49717838277,0,671.08,618.582863063795,1430.36814719902,0,759.288147199022,0,7378.64665713798
primary,exp006 正式·树DP,2025-06-01,1.5,9,3809.3436,0,3602.67329381551,0,634.8906,600.445548969251,621.661418062478,13.2291819375217,0,0,8098.97064079341
primary,exp006 正式·树DP,2025-06-01,1.66666666666667,10,3904.1095,0,3593.24650787179,0,650.684916666667,598.874417978631,620.090287071858,30.5946295948083,0,0,8098.97064079341
