scenario,issue_hour,month,period,target,population,unit,n,absolute_error_sum,squared_error_sum,signed_error_sum,actual_abs_sum,mae,rmse,wape_pct,bias,name,seed,case_id,exploratory,label
2,0,9,monthly,net_load,pv_generating,kW,2415,1503745.8906660876,1612141967.4098437,1239465.7517630495,6015582.0124,622.6691058658748,817.0395398593125,24.99751291839087,513.236336133768,no_season,42,no_season_seed_42,False,exp006 正式·树DP
2,0,10,monthly,load,all,kW,4464,876822.5338707694,275195036.0161282,774754.6414181762,19405095.0093,196.4208185194376,248.28941482906143,4.518517087654285,173.55614727109682,no_season,42,no_season_seed_42,False,exp006 正式·树DP
2,0,10,monthly,load,pv_generating,kW,2321,426005.81965787266,119020967.52584223,367370.5155450568,11964408.5436,183.54408429895415,226.45096093945295,3.5606091024512168,158.28113552135147,no_season,42,no_season_seed_42,False,exp006 正式·树DP
2,0,10,monthly,pv,all,kW,4464,883359.3260812555,746994253.2026924,-718677.4117730188,10554293.4631,197.8851536920375,409.0689701168143,8.3696680329163,-160.994043855963,no_season,42,no_season_seed_42,False,exp006 正式·树DP
2,0,10,monthly,pv,pv_generating,kW,2321,883359.3260812555,746994253.2026925,-718677.4117730188,10554293.4631,380.5942809484082,567.31081141112,8.369668032916298,-309.64128038475604,no_season,42,no_season_seed_42,False,exp006 正式·树DP
2,0,10,monthly,net_load,all,kW,4464,1648064.3447701936,1244139827.704289,1493432.0531911952,13205688.9884,369.1900413911724,527.9253342433067,12.479957283696963,334.55019112705986,no_season,42,no_season_seed_42,False,exp006 正式·树DP
2,0,10,monthly,net_load,pv_generating,kW,2321,1197247.630557297,1087965759.2140028,1086047.9273180757,5765002.5227,515.8326715024976,684.6522558376081,20.767512691331387,467.9224159061076,no_season,42,no_season_seed_42,False,exp006 正式·树DP
2,0,11,monthly,load,all,kW,4320,584620.1109828458,123132573.2837522,312453.2100627042,18738740.217699997,135.32872939417726,168.8280500460455,3.1198474614138303,72.32713195895931,no_season,42,no_season_seed_42,False,exp006 正式·树DP
2,0,11,monthly,load,pv_generating,kW,2095,276647.58439177874,56829423.61781944,125178.00181884994,10922633.644900002,132.05135293163664,164.70038410404155,2.5327919381508424,59.75083619038183,no_season,42,no_season_seed_42,False,exp006 正式·树DP
2,0,11,monthly,pv,all,kW,4320,493302.27254395594,231937227.28036076,-190686.2249031512,8010905.7698,114.19034086665648,231.70924233091137,6.157883848835632,-44.1403298386924,no_season,42,no_season_seed_42,False,exp006 正式·树DP
2,0,11,monthly,pv,pv_generating,kW,2095,487296.0467067651,231691065.98345825,-196692.45074034203,8010905.7698,232.59954496742964,332.5543478353283,6.082908234219947,-93.8866113319055,no_season,42,no_season_seed_42,False,exp006 正式·树DP
2,0,11,monthly,net_load,all,kW,4320,912284.195777121,378189266.7955218,503139.43496585544,12694137.6827,211.17689717062987,295.87803527504815,7.186657483795948,116.46746179765172,no_season,42,no_season_seed_42,False,exp006 正式·树DP
2,0,11,monthly,net_load,pv_generating,kW,2095,605449.722849662,312284383.2910311,321870.45255919197,4878031.1099,288.9974810738243,386.08516953405984,12.411764279668027,153.63744752228737,no_season,42,no_season_seed_42,False,exp006 正式·树DP
2,0,12,monthly,load,all,kW,4464,709253.7647945591,181394363.38980383,162688.74876233254,20941989.5206,158.88301182673814,201.58109543146728,3.386754463308692,36.44461217794188,no_season,42,no_season_seed_42,False,exp006 正式·树DP
2,0,12,monthly,load,pv_generating,kW,2097,348663.74856413883,93546533.21263877,34804.31729854781,11943412.0743,166.26788200483492,211.210076308198,2.9192976545990437,16.59719470603138,no_season,42,no_season_seed_42,False,exp006 正式·树DP
2,0,12,monthly,pv,all,kW,4464,436231.33428423025,187495326.97582275,-211436.03398374008,6757767.9032,97.72207309234548,204.94301975825024,6.455257720195777,-47.36470295334679,no_season,42,no_season_seed_42,False,exp006 正式·树DP
2,0,12,monthly,pv,pv_generating,kW,2097,435696.28020183137,187488047.7228124,-211971.08806613897,6757767.9032,207.7712351940064,299.01128420102833,6.447340104644857,-101.0830176757935,no_season,42,no_season_seed_42,False,exp006 正式·树DP
2,0,12,monthly,net_load,all,kW,4464,967270.81549911,380867467.30211335,374124.7827460726,14723218.5464,216.68253035374332,292.09548634163184,6.569696785052609,83.80931513128867,no_season,42,no_season_seed_42,False,exp006 正式·树DP
2,0,12,monthly,net_load,pv_generating,kW,2097,606780.9927250228,293078185.05744684,246775.40536468677,5724641.100099999,289.3566965784563,373.845822023554,10.599459112195232,117.68021238182487,no_season,42,no_season_seed_42,False,exp006 正式·树DP
2,0,2,monthly,load,all,kW,4032,766009.9339507143,224447146.3048496,627025.5154290097,18212126.7901,189.98262250761763,235.9373962234869,4.206043274238089,155.51228061235358,causal_season,42,causal_season_seed_42,False,exp006 历史季节·树DP
2,0,2,monthly,load,pv_generating,kW,2036,397885.46019606467,119959243.60658167,313775.49896852684,11041710.0541,195.42507868176065,242.73252438070736,3.60347680066388,154.11370283326465,causal_season,42,causal_season_seed_42,False,exp006 历史季节·树DP
2,0,2,monthly,pv,all,kW,4032,640580.2540745661,438709581.0338744,-451013.8201434997,7928848.7577,158.87407095103325,329.85896947111235,8.079107997267254,-111.858586345114,causal_season,42,causal_season_seed_42,False,exp006 历史季节·树DP
2,0,2,monthly,pv,pv_generating,kW,2036,638440.2368888294,438688969.13125664,-453153.8373292363,7928848.7577,313.5757548569889,464.1832556848438,8.052117733596777,-222.57064701828895,causal_season,42,causal_season_seed_42,False,exp006 历史季节·树DP
2,0,2,monthly,net_load,all,kW,4032,1272993.8221756318,803259566.8116219,1078039.335572509,11949435.2218,315.72267415070235,446.3419347553357,10.653171455779267,267.37086695746757,causal_season,42,causal_season_seed_42,False,exp006 历史季节·树DP
2,0,2,monthly,net_load,pv_generating,kW,2036,906103.8483213536,699331314.0653161,766929.3362977633,4779018.4858,445.04118286903423,586.0741964003403,18.960040665539992,376.6843498515537,causal_season,42,causal_season_seed_42,False,exp006 历史季节·树DP
2,0,3,monthly,load,all,kW,4464,714752.8240184613,186801312.50839525,467777.2286147942,19443840.3155,160.114879932451,204.56336953838675,3.675985877381864,104.78880569327828,causal_season,42,causal_season_seed_42,False,exp006 历史季节·树DP
2,0,3,monthly,load,pv_generating,kW,2426,402540.2976651354,111313111.4156958,251737.86170213597,12447297.5511,165.92757529477967,214.2040919288196,3.233957379202861,103.76663714020444,causal_season,42,causal_season_seed_42,False,exp006 历史季节·树DP
2,0,3,monthly,pv,all,kW,4464,949387.1846370314,797986909.5164814,-549181.0976598322,10285934.3167,212.6763406444963,422.80079044891784,9.229955737668174,-123.02443943992655,causal_season,42,causal_season_seed_42,False,exp006 历史季节·树DP
2,0,3,monthly,pv,pv_generating,kW,2426,945494.8639206449,797894763.8891542,-553073.4183762189,10285934.3167,389.7340741634975,573.4920597322238,9.19211454019847,-227.97750139168133,causal_season,42,causal_season_seed_42,False,exp006 历史季节·树DP
2,0,3,monthly,net_load,all,kW,4464,1472610.0685012068,1097060529.2924314,1016958.3262746264,12562015.0946,329.8857680334245,495.739132032034,11.722721692431609,227.81324513320487,causal_season,42,causal_season_seed_42,False,exp006 历史季节·树DP
2,0,3,monthly,net_load,pv_generating,kW,2426,1161905.185812035,1022375187.2059088,804811.2800783549,5565472.3302,478.938658619965,649.1719588476736,20.87702744486165,331.74413853188577,causal_season,42,causal_season_seed_42,False,exp006 历史季节·树DP
2,0,4,monthly,load,all,kW,4320,667411.4559482732,157617329.76342148,479802.4486135567,18977659.7719,154.4933925806188,191.011761420055,3.516826963757152,111.06538162350849,causal_season,42,causal_season_seed_42,False,exp006 历史季节·树DP
2,0,4,monthly,load,pv_generating,kW,2526,386655.37824295607,91071942.01557016,272257.01802595,12832349.4944,153.07022099879495,189.8784271798714,3.0131300461516526,107.7818757030681,causal_season,42,causal_season_seed_42,False,exp006 历史季节·树DP
2,0,4,monthly,pv,all,kW,4320,1140600.726130179,1091530840.6028302,-786782.3821041244,11671282.1779,264.0279458634673,502.662089345785,9.772711418887187,-182.12555141299177,causal_season,42,causal_season_seed_42,False,exp006 历史季节·树DP
2,0,4,monthly,pv,pv_generating,kW,2526,1138729.5665976158,1091495205.3035605,-788653.5416366874,11671282.1779,450.80347054537447,657.3463306792444,9.75667925117809,-312.21438702956743,causal_season,42,causal_season_seed_42,False,exp006 历史季节·树DP
2,0,4,monthly,net_load,all,kW,4320,1635895.822409139,1433256984.3771195,1266584.8307176812,12041832.4582,378.679588520634,575.9969184703128,13.585106985068208,293.19093303650027,causal_season,42,causal_season_seed_42,False,exp006 历史季节·树DP
2,0,4,monthly,net_load,pv_generating,kW,2526,1355946.173030109,1367108034.8425045,1060910.5596626373,5896522.1807,536.7957929652054,735.6728772228024,22.995693588133655,419.9962627326355,causal_season,42,causal_season_seed_42,False,exp006 历史季节·树DP
2,0,5,monthly,load,all,kW,4464,807950.8942297248,226681955.55847484,406099.6628587857,19649089.488,180.99258383282364,225.3441988727648,4.1118999163963945,90.97214669775666,causal_season,42,causal_season_seed_42,False,exp006 历史季节·树DP
2,0,5,monthly,load,pv_generating,kW,2747,473848.6696738572,125671084.33287296,284164.4331138241,13593091.3839,172.49678546554685,213.88895146232556,3.4859522112467776,103.44537062752973,causal_season,42,causal_season_seed_42,False,exp006 历史季节·树DP
2,0,5,monthly,pv,all,kW,4464,1144972.580782591,1034709146.0867296,-716604.8498644878,12528226.6982,256.49027347280264,481.4454104705499,9.139143219264188,-160.52976027430282,causal_season,42,causal_season_seed_42,False,exp006 历史季节·树DP
2,0,5,monthly,pv,pv_generating,kW,2747,1142239.6517875588,1034629161.9526756,-719337.7788595201,12528226.6982,415.81348809157583,613.7097569698786,9.117329046669235,-261.8630429048126,causal_season,42,causal_season_seed_42,False,exp006 历史季节·树DP
2,0,5,monthly,net_load,all,kW,4464,1749014.92274686,1440263957.805483,1122704.5127232736,12329827.1922,391.80441817806,568.0138867088198,14.18523467914707,251.5019069720595,causal_season,42,causal_season_seed_42,False,exp006 历史季节·树DP
2,0,5,monthly,net_load,pv_generating,kW,2747,1415654.3196300103,1339523130.2482328,1003502.2119733442,6273829.088099999,515.3455841390645,698.3060084864326,22.5644387143918,365.3084135323423,causal_season,42,causal_season_seed_42,False,exp006 历史季节·树DP
2,0,6,monthly,load,all,kW,4320,922751.6935653856,324776589.2393974,205595.64331921175,20737609.7592,213.5999290660615,274.18928868144775,4.449653090593132,47.59158410166939,causal_season,42,causal_season_seed_42,False,exp006 历史季节·树DP
2,0,6,monthly,load,pv_generating,kW,2765,549350.1980547281,181378091.84154683,171134.40115770727,14541332.1321,198.6799992964659,256.1207981282123,3.777853315392179,61.8930926429321,causal_season,42,causal_season_seed_42,False,exp006 历史季节·树DP
2,0,6,monthly,pv,all,kW,4320,1028319.445490975,896769714.3099002,-383570.32563594833,10237650.7621,238.0369086784665,455.6156077398804,10.044486468495638,-88.7894272305436,causal_season,42,causal_season_seed_42,False,exp006 历史季节·树DP
2,0,6,monthly,pv,pv_generating,kW,2765,1026268.8710541952,896715825.0982683,-385620.9000727281,10237650.7621,371.1641486633618,569.4818002633623,10.024456732334183,-139.46506331744234,causal_season,42,causal_season_seed_42,False,exp006 历史季节·树DP
2,0,6,monthly,net_load,all,kW,4320,1667586.644721382,1308532568.1023483,589165.9689551601,12512603.2655,386.01542701883847,550.3644768979,13.327255802310022,136.38101133221298,causal_season,42,causal_season_seed_42,False,exp006 历史季节·树DP
2,0,6,monthly,net_load,pv_generating,kW,2765,1294217.9819804814,1165066662.615101,556755.3012304353,6316325.6384,468.0716028862501,649.1242292198417,20.49004525846964,201.3581559603744,causal_season,42,causal_season_seed_42,False,exp006 历史季节·树DP
2,0,7,monthly,load,all,kW,4464,1313878.6001693788,584644991.2946057,167892.23046343602,23825522.6407,294.3276434071189,361.89620066675934,5.514584590580787,37.610266680877245,causal_season,42,causal_season_seed_42,False,exp006 历史季节·树DP
2,0,7,monthly,load,pv_generating,kW,2784,796471.3281335079,349572079.20877624,81701.14025194704,16157122.530900002,286.0888391284152,354.35107397021113,4.929536968047874,29.346673941072932,causal_season,42,causal_season_seed_42,False,exp006 历史季节·树DP
2,0,7,monthly,pv,all,kW,4464,1224406.4818162364,1160011930.9083145,-878073.9585645294,12156607.0836,274.28460614163004,509.7639684392058,10.071942552688364,-196.7011555924125,causal_season,42,causal_season_seed_42,False,exp006 历史季节·树DP
2,0,7,monthly,pv,pv_generating,kW,2784,1223053.2683895703,1159989805.8067973,-879427.1719911958,12156607.0836,439.31511077211576,645.4943880153709,10.06081104685487,-315.88619683591804,causal_season,42,causal_season_seed_42,False,exp006 历史季节·树DP
2,0,7,monthly,net_load,all,kW,4464,2064260.0925338864,1719857335.9045386,1045966.1890279657,14558102.5933,462.4238558543652,620.7033918833223,14.179458341528038,234.31142227328976,causal_season,42,causal_season_seed_42,False,exp006 历史季节·树DP
2,0,7,monthly,net_load,pv_generating,kW,2784,1547284.3963714882,1484975568.1944249,961128.3122431426,6889702.4835,555.7774412253909,730.3399185458513,22.45792761120014,345.23287077699086,causal_season,42,causal_season_seed_42,False,exp006 历史季节·树DP
2,0,8,monthly,load,all,kW,4464,883843.3170898849,275165106.4864155,410435.1003962113,22521670.3527,197.9935746169097,248.27591279140412,3.924412813297064,91.94334686295056,causal_season,42,causal_season_seed_42,False,exp006 历史季节·树DP
2,0,8,monthly,load,pv_generating,kW,2668,531501.3517930823,165188390.75512952,280356.2396950625,14745514.2869,199.21340022229472,248.82662475824264,3.604495180376796,105.08104936096797,causal_season,42,causal_season_seed_42,False,exp006 历史季节·树DP
2,0,8,monthly,pv,all,kW,4464,1220361.5087200587,1096417043.0856063,-892238.3957581214,13016993.1671,273.3784741756404,495.5937216026217,9.375141348345178,-199.87419259814547,causal_season,42,causal_season_seed_42,False,exp006 历史季节·树DP
2,0,8,monthly,pv,pv_generating,kW,2668,1220361.5087200587,1096417043.0856063,-892238.3957581214,13016993.1671,457.4068623388526,641.0545341070857,9.375141348345178,-334.4221873156377,causal_season,42,causal_season_seed_42,False,exp006 历史季节·树DP
2,0,8,monthly,net_load,all,kW,4464,1852689.2546406444,1564530171.90501,1302673.4961543328,14763437.7052,415.0289548926175,592.0111392928525,12.549172432841218,291.81753946109603,causal_season,42,causal_season_seed_42,False,exp006 历史季节·树DP
2,0,8,monthly,net_load,pv_generating,kW,2668,1500347.289343842,1454553456.1737242,1172594.635453184,6987281.6394,562.3490589744536,738.3664087621758,21.47254636028493,439.50323667660575,causal_season,42,causal_season_seed_42,False,exp006 历史季节·树DP
2,0,9,monthly,load,all,kW,4320,1154232.0152646818,619166958.4847714,862297.0359788525,19595133.0698,267.1833368668245,378.5837883935838,5.890401515280256,199.60579536547513,causal_season,42,causal_season_seed_42,False,exp006 历史季节·树DP
2,0,9,monthly,load,pv_generating,kW,2415,581507.8727825236,284924316.3128401,434278.669951896,12617957.8663,240.7900094337572,343.48374540777627,4.608573581749016,179.8255362119652,causal_season,42,causal_season_seed_42,False,exp006 历史季节·树DP
2,0,9,monthly,pv,all,kW,4320,1029826.1929421528,982832150.3600488,-695561.9011676586,11264829.8663,238.3856928106835,476.97740220368325,9.141959578306576,-161.00969934436543,causal_season,42,causal_season_seed_42,False,exp006 历史季节·树DP
2,0,9,monthly,pv,pv_generating,kW,2415,1028366.1185058524,982816880.2669836,-697021.9756039587,11264829.8663,425.82447971256835,637.9369181178621,9.12899822466316,-288.6219360678918,causal_season,42,causal_season_seed_42,False,exp006 历史季节·树DP
2,0,9,monthly,net_load,all,kW,4320,1998968.149521068,1877236088.0127823,1557858.9371465114,12992757.2159,462.7241086854325,659.2005694352059,15.385249768808222,360.6154947098406,causal_season,42,causal_season_seed_42,False,exp006 历史季节·树DP
2,0,9,monthly,net_load,pv_generating,kW,2415,1426919.7611944797,1543515604.458226,1131300.6455558548,6015582.0124,590.8570439728694,799.4603781651685,23.72039410738896,468.44747227985704,causal_season,42,causal_season_seed_42,False,exp006 历史季节·树DP
2,0,10,monthly,load,all,kW,4464,717426.0826397841,190480164.7829146,517938.09151501337,19405095.0093,160.7137281899158,206.56787700364427,3.697101623547597,116.02555813508364,causal_season,42,causal_season_seed_42,False,exp006 历史季节·树DP
2,0,10,monthly,load,pv_generating,kW,2321,348373.1491986796,82335060.7539705,236469.1965564298,11964408.5436,150.09614355824198,188.34532068799237,2.911745682447724,101.8824629713183,causal_season,42,causal_season_seed_42,False,exp006 历史季节·树DP
2,0,10,monthly,pv,all,kW,4464,776389.4548172893,614063459.212305,-552964.2982480875,10554293.4631,173.92236891068308,370.88949653602936,7.356148069330343,-123.87193061113072,causal_season,42,causal_season_seed_42,False,exp006 历史季节·树DP
2,0,10,monthly,pv,pv_generating,kW,2321,771787.6576018961,613921153.0519028,-557566.0954634806,10554293.4631,332.52376458504784,514.3026102859714,7.312546882462818,-240.226667584438,causal_season,42,causal_season_seed_42,False,exp006 历史季节·树DP
