day,date,scenario,planned_cost,up_cost,down_refund,emergency_cost,total_cost,planned_kwh,final_regular_kwh,up_kwh,down_kwh,emergency_kwh,initial_soc,final_soc,seconds
47,2025-02-17,3,47768.47827718901,1838.0071157508187,-1412.125054456561,0.0,48194.36033848325,78183.53018407177,74181.51795937959,1229.5380687077673,5231.550293399961,0.0,1464.5549264166505,1617.154854750805,0.26828249997925013
48,2025-02-18,3,41469.442497444215,7999.751684857903,0.0,0.0,49469.19418230212,67258.06150780308,74467.83873870134,7209.777230898251,0.0,0.0,1617.154854750805,1524.1334953183905,0.25856112502515316
49,2025-02-19,3,42360.16974335267,5872.108271605919,0.0,3357.743048509679,51590.021063468266,68912.24884115727,74701.72777712805,5789.478935970781,0.0,705.5762733294837,1524.1334953183905,1200.0,0.25881362496875226
50,2025-02-20,3,44845.71760046853,1256.0249611985587,-27.885268841793845,16.97949467651723,46090.8367875018,73787.57515511065,74444.58331382147,779.7107069102206,122.70254819942261,3.6249988634750707,1200.0,1549.731796923501,0.26926624996121973
51,2025-02-21,3,16525.026594563227,2304.462072943199,0.0,0.0,18829.488667506434,33005.52909863309,34471.45140967352,1465.9223110404323,0.0,0.0,1549.731796923501,2180.4557130023813,0.2195569589966908
52,2025-02-22,3,16010.285440150152,2209.1778807257406,0.0,0.0,18219.463320875897,31303.386680650125,32822.01184225392,1518.625161603797,0.0,0.0,2180.4557130023813,1815.1550036234712,0.2356478750007227
53,2025-02-23,3,42144.572424896476,4179.605658752982,0.0,694.2617885830381,47018.4398722325,69140.88952884782,73038.70099863506,3897.811469787256,0.0,197.8167717552758,1815.1550036234712,1200.0,0.2670885000843555
54,2025-02-24,3,43893.95466375255,1003.0357484298697,-2.110849993043609,0.0,44894.87956218937,70620.42426295433,71834.0157008641,1219.7107305407137,6.119292630942482,0.0,1200.0,1516.6632931534195,0.2889055829728022
55,2025-02-25,3,42733.59039639386,711.5393486346927,-515.9155381918268,383.421175256872,43312.635382093606,69993.18736619226,68370.34975146828,455.84433633604704,2078.681951060025,84.12418660420774,1516.6632931534195,1221.2604039761525,0.2553096660412848
56,2025-02-26,3,39048.10994676578,8487.844253541856,0.0,0.0,47535.95420030762,64066.03248296042,72380.52017530109,8314.487692340661,0.0,0.0,1221.2604039761525,1937.9904866769346,0.2548923749709502
57,2025-02-27,3,39502.90982294661,4794.381767406876,0.0,571.6448665181915,44868.936456871685,64502.927009498126,68594.30082326327,4091.373813765148,0.0,110.36928749623246,1937.9904866769346,1238.0115110452598,0.24082591698970646
58,2025-02-28,3,16357.05431865597,701.5274312136926,0.0,0.0,17058.581749869667,32110.853520009,32703.60697768118,592.7534576721764,0.0,0.0,1238.0115110452598,1613.4895594753004,0.23324354097712785
59,2025-03-01,3,16090.77220103897,622.2597584206682,-6.092548012320407,267.48813126711747,16974.42754271443,31644.196116986855,32096.70542318412,468.0852949798833,15.575988782616404,58.00212026678246,1613.4895594753004,1293.6258901582517,0.24290849990211427
60,2025-03-02,3,42665.775487232284,7095.613596944926,-240.50946420991755,0.0,49520.879619967316,70418.41896946677,75297.06206692097,5814.280384265221,935.6372868110183,0.0,1293.6258901582517,1429.7807733341763,0.2683223750209436
61,2025-03-03,3,43331.50280167073,4168.419181141449,-78.28722522089753,938.8010332106351,48360.435790801916,71463.88348824067,74152.5014582212,3000.7634232194027,312.14545323886136,248.27463543950256,1429.7807733341763,1200.0,0.2556742919841781
62,2025-03-04,3,40195.14992123094,6414.536432889519,0.0,0.0,46609.68635412046,65087.75224595318,71572.819886071,6485.067640117814,0.0,0.0,1200.0,1236.0528760231289,0.2563296250300482
63,2025-03-05,3,43374.70167799975,2175.485604298563,-1252.928602088508,139.82260773193588,44437.081287941706,70957.49266532806,68457.76488666437,1182.3429351566663,3682.070713820345,65.5158131472319,1236.0528760231289,1200.0,0.2687132499413565
64,2025-03-06,3,38233.7088297399,6146.606784843887,0.0,0.0,44380.3156145838,62827.08753777612,68496.11693203895,5669.029394262832,0.0,0.0,1200.0,1339.4301380261534,0.2682003329973668
65,2025-03-07,3,15887.319426079826,292.6288519692116,-68.82345863772534,0.0,16111.124819411314,30950.378579152897,30978.824538024754,188.86764334648024,160.421684474624,0.0,1339.4301380261534,1560.8161315666387,0.23183720896486193
66,2025-03-08,3,14194.824855413914,1934.3462390701332,0.0,471.4509704400989,16600.62206492415,27966.91557986144,29570.82560641471,1603.9100265532693,0.0,111.34466374686629,1560.8161315666387,1313.0864044184714,0.22691887500695884
67,2025-03-09,3,41147.443632029324,1680.2775364280485,-1008.7602701573446,108.70927351325398,41927.6701718133,68380.99876460955,66228.46529849549,1505.175027816365,3657.708493930438,21.827957621847712,1313.0864044184714,1365.2514760478766,0.2709142919629812
68,2025-03-10,3,39251.36535652392,5652.244284739892,0.0,0.0,44903.609641263814,65237.58765475893,70580.1603264453,5342.572671686367,0.0,0.0,1365.2514760478766,1461.9076729400551,0.26064595801290125
69,2025-03-11,3,35243.37850965897,8285.850001355015,0.0,0.0,43529.22851101398,57329.9047693912,67132.89452097262,9802.989751581426,0.0,0.0,1461.9076729400551,1776.4919711475661,0.25370833405759186
70,2025-03-12,3,39357.02320770759,878.6905659934775,-186.76915585871052,0.0,40048.94461784237,64788.464818610395,64877.66114289209,722.8981040134346,633.7017797317469,0.0,1776.4919711475661,1468.4753436960932,0.26445433299522847
71,2025-03-13,3,38842.05773061446,5404.9587994704625,0.0,0.0,44247.016530084926,64213.673156462435,70554.11253765237,6340.439381189921,0.0,0.0,1468.4753436960932,1349.3933874869579,0.2631425840081647
72,2025-03-14,3,14967.787279387676,1014.1934925606366,0.0,0.0,15981.980771948314,29540.401675710265,30251.25690780238,710.8552320921157,0.0,0.0,1349.3933874869579,2024.5114143217056,0.22626041690818965
73,2025-03-15,3,14557.481009151377,548.3203352119787,0.0,143.12164839288354,15248.922992756237,28903.796741216775,29326.269989112276,422.4732478955003,0.0,33.14513076470425,2024.5114143217056,1229.1275232549558,0.23717266705352813
74,2025-03-16,3,37553.88060945526,3980.6413547499633,0.0,7.461179999999938,41541.98314420521,61676.04187638949,66464.5727075174,4788.53083112791,0.0,1.6399999999999864,1229.1275232549558,1632.1811844788729,0.2570430829655379
75,2025-03-17,3,35636.296136955985,2493.6244547574042,-248.80856177616735,0.0,37881.11202993722,59389.33995971927,60642.12829253533,2357.438464228251,1104.650131412185,0.0,1632.1811844788729,1672.0362987063422,0.24814516690094024
76,2025-03-18,3,41407.76206649825,151.69637472680049,-1267.3493955022773,0.0,40292.10904572277,67852.24110357392,63952.78763937554,97.11476233516782,3996.568226533537,0.0,1672.0362987063422,1584.097828154564,0.2708777920342982
77,2025-03-19,3,34483.454767048715,5661.531899088022,0.0,0.0,40144.986666136734,56416.44848578016,62979.62112863705,6563.1726428568945,0.0,0.0,1584.097828154564,1873.3574460239993,0.24777358293067664
78,2025-03-20,3,37691.7818299973,3320.735129273411,0.0,486.9494286561508,41499.46638792685,61349.092916430236,63872.1053024856,2523.012386055362,0.0,100.05774735855462,1873.3574460239993,1415.6832988529056,0.2573512499220669
79,2025-03-21,3,14480.93307000142,0.0,-66.25366768750293,0.0,14414.67940231392,28678.670555728386,28540.613024482846,0.0,138.05753124554195,0.0,1415.6832988529056,1463.2851455270015,0.22388549998868257
80,2025-03-22,3,14827.100433529798,92.49867760868779,0.0,0.0,14919.599111138483,29332.609934132473,29415.430750426196,82.82081629372276,0.0,0.0,1463.2851455270015,1726.0474301043832,0.22770908300299197
81,2025-03-23,3,39025.95163158035,773.8720046051288,-1042.5745643660694,0.0,38757.2490718194,64196.69623553095,61888.17780338737,464.1878742817173,2772.706306425303,0.0,1726.0474301043832,1403.0267464077124,0.2694437080062926
82,2025-03-24,3,34807.29197073068,3239.888169001476,0.0,0.0,38047.18013973214,57364.01185952766,60798.51787255386,3434.5060130261973,0.0,0.0,1403.0267464077124,1456.1097533594623,0.3079922089818865
83,2025-03-25,3,39576.574476830174,1246.0046385896767,-1114.3268346083034,0.0,39708.25228081154,66216.10803091219,63222.47621833533,981.8186132694814,3975.4504258463476,0.0,1456.1097533594623,1393.489348579378,0.25980312505271286
84,2025-03-26,3,35460.45536486821,709.7549718269054,-142.53439241502758,0.0,36027.67594428007,58561.274260923405,58806.903532534314,597.3302121436934,351.70094053278524,0.0,1393.489348579378,1573.6738509352529,0.25994616700336337
85,2025-03-27,3,36179.794591308804,1534.4984478368183,0.0,0.0,37714.293039145625,58885.1380342647,60778.38174839193,1893.2437141272264,0.0,0.0,1573.6738509352529,1457.1190583009693,0.25845874997321516
86,2025-03-28,3,14445.268498731264,39.62424610857815,0.0,0.0,14484.892744839844,29075.31992071542,29138.94555232868,63.625631613258236,0.0,0.0,1457.1190583009693,1620.030045220799,0.24370220804121345
87,2025-03-29,3,13315.192374666896,1263.3723565942632,0.0,148.30210935409858,14726.86684061526,27211.479315709614,28028.520957211877,817.0416415022645,0.0,31.8885838949047,1620.030045220799,1278.9616344774406,0.23117420892231166
88,2025-03-30,3,36352.54648518626,589.4559787938997,-949.9671295804503,0.0,35992.035334399705,60869.95947380709,57660.53421792687,313.39052438246705,3522.8157802626897,0.0,1278.9616344774406,1423.553820309726,0.26508970791473985
89,2025-03-31,3,32431.49772205104,5249.17381271055,0.0,0.0,37680.6715347616,53440.120853478096,59428.19839106845,5988.0775375903595,0.0,0.0,1423.553820309726,1787.7635857569576,0.2609733749413863
90,2025-04-01,3,37636.35476566793,1218.3113399116153,-402.58366320911597,164.79732081644153,38616.87976318688,63702.17867651224,62660.65133642517,760.8281671462471,1802.3555072333143,39.31389894508365,1787.7635857569576,1521.2175929198531,0.2619663750519976
91,2025-04-02,3,34241.56811212027,5079.2345744759305,0.0,860.9338860747649,40181.73657267098,57426.17199043007,62527.897789832394,5101.7257994023275,0.0,123.4136877974147,1521.2175929198531,1382.1093210072722,0.2770477910526097
92,2025-04-03,3,38427.05905466549,27.73115199034939,-1388.5386424310173,0.0,37066.251564224825,63280.98431992314,58913.92730522678,20.668964554368245,4387.725979250728,0.0,1382.1093210072722,1409.6862372154299,0.25573550001718104
93,2025-04-04,3,12998.206431564688,576.6001387981673,0.0,0.0,13574.806570362853,26840.985412842452,27264.537000149405,423.5515873069535,0.0,0.0,1409.6862372154299,1367.1808414401125,0.2233987080398947
94,2025-04-05,3,12862.381430280853,1046.7561207514739,0.0,75.71308271525955,13984.850633747592,26506.065014299355,27097.680284244678,591.615269945325,0.0,35.45449904718312,1367.1808414401125,1200.0,0.22608983295504004
95,2025-04-06,3,34248.93907678769,1014.0539256699127,-109.71537190961155,1180.407121222998,36333.68475177099,57981.10906049672,58274.5622623618,785.2410288190871,491.7878269540037,212.37363680049646,1200.0,1351.355310568641,0.2603482500417158
96,2025-04-07,3,31041.51261291767,2844.1811512985746,0.0,717.4305423702242,34603.12430658646,51762.09964643519,54941.85436389396,3179.7547174587667,0.0,223.971320222408,1351.355310568641,1200.0,0.25337487494107336
97,2025-04-08,3,36379.2157715893,482.8749114124588,-1100.5775006192173,0.0,35761.51318238253,60393.42286515143,57173.92297366042,290.26284956161066,3509.762741052618,0.0,1200.0,1271.7856639512206,0.2558582089841366
98,2025-04-09,3,33163.78704437134,5139.734033016624,0.0,0.0,38303.521077387966,55178.097096018064,62032.2125558474,6854.115459829338,0.0,0.0,1271.7856639512206,1288.3935203134226,0.2550187089946121
99,2025-04-10,3,34273.00100321902,1603.1979939317382,-556.0040665956709,1215.0178933867928,36535.21282394186,56353.786532261955,56931.44674585559,1869.8140907861716,1292.1538771925354,225.2724072999382,1288.3935203134226,1429.4646268273518,0.27849316701758653
100,2025-04-11,3,12166.217118046248,1090.6920458174434,0.0,210.45692193243525,13467.36608579612,25269.946503627285,26011.7052835255,741.7587798982162,0.0,64.34105102829909,1429.4646268273518,1200.0,0.22750845889095217
101,2025-04-12,3,13398.560899646587,51.88940270613474,-140.7855664796281,0.0,13309.664735873099,26884.6094053922,26620.455618000677,51.610130558468995,315.76391794999086,0.0,1200.0,1557.144720767884,0.22421120794024318
102,2025-04-13,3,30947.26962062921,4415.715752731716,0.0,0.0,35362.98537336093,52008.918372073735,56254.290491856256,4245.372119782522,0.0,0.0,1557.144720767884,1422.5538211522216,0.25272125005722046
103,2025-04-14,3,33234.80097642241,2006.863222301087,-874.1556271157315,1329.014833359556,35696.52340496733,55157.18763185844,54225.58835238041,1101.908395917577,2033.5076753956093,196.68081233778656,1422.5538211522216,1380.0857686918812,0.2880846670595929
104,2025-04-15,3,29984.197924795317,2863.089907600967,0.0,543.3019272815419,33390.58975967783,50477.76451866242,52673.82374115719,2196.059222494764,0.0,108.08368445242331,1380.0857686918812,1492.1302109756664,0.2799478330416605
105,2025-04-16,3,31157.97128662979,4519.808971827657,0.0,504.49718405980644,36182.27744251727,52144.878547547196,57350.32198759107,5205.443440043877,0.0,196.15497021273333,1492.1302109756664,1200.0,0.2606316249584779
106,2025-04-17,3,32504.725994184362,1375.8280260835536,0.0,326.9827473768841,34207.5367676448,53269.951078035956,54968.78376443425,1698.8326863982911,0.0,47.54236679792166,1200.0,1366.1429730363577,0.2665941669838503
107,2025-04-18,3,11972.946586206586,694.3820837600866,-39.887068844536145,37.4006901172063,12664.84229123934,25057.42174471357,25514.06269135263,540.7104833235187,84.0695366844592,9.634386944154123,1366.1429730363577,1473.0900772005668,0.26207708299625665
108,2025-04-19,3,11314.585726387111,704.318133340198,0.0,1181.5281573158636,13200.432017043171,24249.777640678505,24793.585599126258,543.807958447753,0.0,239.39381163324154,1473.0900772005668,1209.964970023851,0.25119941704906523
109,2025-04-20,3,30093.683876867613,4415.036694386063,-28.83325999472778,610.293313786178,35090.18062504512,50176.850270304596,54589.44673352819,4465.550420949807,52.95395772621873,123.73123066643893,1209.964970023851,1332.1254357642574,0.24381245800759643
110,2025-04-21,3,32852.576284953684,130.55040519024874,-859.4299419742024,284.7045610531821,32408.40130922291,54485.36834216652,52331.32435996181,106.56493397319525,2260.6089161779087,96.88533724199682,1332.1254357642574,1269.4941379066368,0.2818483329610899
111,2025-04-22,3,29551.641289702653,4497.780347265595,0.0,0.0,34049.42163696824,50398.15875663291,54125.98462290344,3727.825866270531,0.0,0.0,1269.4941379066368,1243.8278926760017,0.2544179579708725
112,2025-04-23,3,29105.70528746166,4662.421949307314,0.0,0.0,33768.127236768974,49353.012376047176,54094.002032135744,4740.9896560885645,0.0,0.0,1243.8278926760017,1499.8649646363742,0.3499433749821037
113,2025-04-24,3,29927.586688609652,1661.1810749979659,0.0,191.43700905250824,31780.204772660123,50139.13843454509,51394.469927158454,1255.3314926133648,0.0,44.53590772561463,1499.8649646363742,1243.8760989095092,0.26268804201390594
114,2025-04-25,3,12032.634473826181,40.67967615672725,-124.45010521813558,0.0,11948.864044764778,24779.085236828832,24584.609380077705,66.07711600434624,260.5529727554723,0.0,1243.8760989095092,1501.1977994862848,0.24661037500482053
115,2025-04-26,3,11757.712165384766,162.31912329889516,-78.091819129193,753.744151571077,12595.683621125543,24413.59113926917,24378.402838945403,126.56510995209479,161.7534102758588,170.06129851182337,1501.1977994862848,1200.0,0.24039795901626348
116,2025-04-27,3,29077.087452872784,3885.0267218291606,0.0,0.0,32962.11417470194,49279.33617187194,51870.44176846111,2591.105596589175,0.0,0.0,1200.0,1374.1711996880708,0.2571902080671862
117,2025-04-28,3,36085.311577054854,69.52395133230725,-513.814851524091,615.3449735884035,36256.36565045147,61377.88438524421,59948.18086358595,37.311974453676044,1467.0154961119267,131.13805979230577,1374.1711996880708,1278.3552285121468,0.39421733294148
118,2025-04-29,3,28955.411207870427,2878.2542905234914,-28.657402832016196,1051.9419937385592,32856.950089300466,48156.32435296803,50281.25779014175,2211.2931745280994,86.35973735438063,150.79443717582558,1278.3552285121468,1408.2591339727169,0.2668119160225615
119,2025-04-30,3,29503.70669773024,942.5981219619076,0.0,1124.4669430195647,31570.771762711713,48763.80638747569,49568.66573018188,804.8593427061828,0.0,246.95063443547144,1408.2591339727169,1200.0,0.27641437493730336
120,2025-05-01,3,29857.93326524313,4695.7447527562135,0.0,8779.01831700479,43332.69633500413,49970.39924930548,53464.37832356279,3493.9790742573064,0.0,1795.986808715959,1200.0,1200.0,0.27723150001838803
121,2025-05-02,3,13416.690142096022,1504.9093026996882,-40.789169028653276,3372.3984178676283,18253.208693634682,26853.350022882252,28025.92875414205,1259.616212828722,87.03748156892408,582.202940414989,1200.0,1498.2159620442094,0.2488379169953987
122,2025-05-03,3,13009.360484512601,876.456353162453,0.0,5419.768186545024,19305.585024220083,26623.730863562665,27324.566718019,700.8358544563324,0.0,938.9924495597264,1498.2159620442094,1368.046663609973,0.24724158307071775
123,2025-05-04,3,31546.178038943908,2227.9284873603747,-331.1433413954805,4898.790361430342,38341.75354633914,51756.83384129322,52342.4315374609,1315.5537884568512,729.9560922891724,964.0489232089815,1368.046663609973,1223.4245473685205,0.25680500001180917
124,2025-05-05,3,36101.69062218781,1382.755729196429,-1067.900816407257,1867.6398185241792,38284.18535350116,58724.08499492089,57112.361175667116,807.2778006560393,2419.0016199098227,334.93944825469816,1223.4245473685205,1209.6639229863742,0.26680037507321686
125,2025-05-06,3,30082.1455510613,5348.795346900431,0.0,2670.2891058759733,38101.23000383771,50114.12396299493,54537.617528635295,4423.4935656403795,0.0,656.9693224335883,1209.6639229863742,1200.0,0.2509928330546245
126,2025-05-07,3,34351.5185436789,2028.392073178319,0.0,458.32335625879443,36838.23397311602,56129.67966443832,58341.63089459993,2211.9512301616073,0.0,65.70002239948315,1200.0,1847.1867912441096,0.2578266250202432
127,2025-05-08,3,35458.328595625564,1319.0906058397375,-187.1214687152663,554.3650959583329,37144.66282870838,58993.78260651154,59111.550539544645,897.9603742274669,780.1924411943555,82.43748333333326,1847.1867912441096,2265.3777377163615,0.29544549994170666
128,2025-05-09,3,13719.264123075123,378.11707729465627,0.0,0.0,14097.381200369782,26733.621590737745,26954.48057903693,220.85898829918082,0.0,0.0,2265.3777377163615,1986.356020853858,0.24078620900399983
129,2025-05-10,3,13063.987432082597,1244.0364743522402,0.0,0.0,14308.023906434839,26027.172706708036,26912.877726953477,885.7050202454433,0.0,0.0,1986.356020853858,1422.6411713344742,0.23543683299794793
130,2025-05-11,3,34348.35474333101,1610.3429974408843,-63.52383076026605,277.3610394583323,36172.53494946996,57012.21962948083,58095.91691029126,1257.9984744581814,174.30119364775527,41.18071666666651,1422.6411713344742,1983.4084403676916,0.27917408302892
131,2025-05-12,3,31701.927979901127,3418.271194554668,0.0,0.0,35120.19917445579,51146.027351737066,54678.70685680043,3532.6795050633655,0.0,0.0,1983.4084403676916,2562.8661417844064,0.2633779589086771
132,2025-05-13,3,34205.70733800913,1033.5968762160978,-284.4907704889692,0.0,34954.81344373625,56467.46929098519,55798.6088785141,566.9507683858609,1235.8111808569477,0.0,2562.8661417844064,2360.267722430713,0.3048222919460386
133,2025-05-14,3,33469.96995991939,2454.1476285997283,-773.1873965327577,0.0,35150.930191986365,53312.3860675895,54511.01544665171,3130.039661955851,1931.41028289364,0.0,2360.267722430713,1652.9498288983414,0.280302333063446
134,2025-05-15,3,33856.01471227709,891.637667520605,-4.716823604314297,0.0,34742.93555619337,53931.79605173993,55283.219959517104,1359.0029607285844,7.579052951416884,0.0,1652.9498288983414,2074.5500682982893,0.3175966669805348
135,2025-05-16,3,13650.539075377566,421.98574534092154,-147.9537537512545,0.0,13924.571066967233,26042.892114153874,26160.1107831872,434.3023186417215,317.0836496083965,0.0,2074.5500682982893,2204.8691116249547,0.2455983329564333
136,2025-05-17,3,13690.083064506998,658.1125573573335,-33.84300950864872,0.0,14314.352612355686,26330.988102735108,26701.239562606082,446.2660669161555,76.01460704517615,0.0,2204.8691116249547,1872.8011627279045,0.2506847499171272
137,2025-05-18,3,34403.86812264609,10.12883980307039,-329.24567639901693,0.0,34084.75128605015,56652.21699527658,55717.34400198474,5.017772926272187,939.8907662181148,0.0,1872.8011627279045,1531.0202139803027,0.3001651669619605
138,2025-05-19,3,30742.43664823049,1824.7658332347314,0.0,533.8661983333332,33101.068679798555,50817.73894835957,52307.66752371389,1489.9285753543236,0.0,79.23649999999998,1531.0202139803027,1477.2513647988822,0.25679399992804974
139,2025-05-20,3,31496.682314924496,4588.697901440249,0.0,2.553961803918249,36087.93417816867,51285.80713150874,56664.56239246964,5378.755260960901,0.0,0.4177918867852526,1477.2513647988822,1679.8170411742765,0.25931220792699605
140,2025-05-21,3,31955.333625768257,2520.651180062023,0.0,0.0,34475.98480583029,51242.812300698475,53583.01407033446,2340.201769635979,0.0,0.0,1679.8170411742765,2005.0337568933965,0.26582412503194064
141,2025-05-22,3,31827.69028357525,1503.572454183971,0.0,0.0,33331.26273775923,51836.97616855237,52642.394847801814,805.418679249434,0.0,0.0,2005.0337568933965,1939.7841949814758,0.25947395898401737
142,2025-05-23,3,12361.933079395278,1972.8074261854624,0.0,0.0,14334.74050558074,24667.80601921748,26171.381745642862,1503.5757264253846,0.0,0.0,1939.7841949814758,1946.897310748108,0.2388642909936607
143,2025-05-24,3,13254.96448129144,28.631498668706893,0.0,0.0,13283.595979960146,25893.198528238187,25941.67338875564,48.47486051745312,0.0,0.0,1946.897310748108,2046.651232889645,0.24690458294935524
144,2025-05-25,3,31389.195145917576,2775.391850803777,-9.870614220870005,0.0,34154.71638250048,52303.0695106198,53988.21897327178,1712.5032501561177,27.35378750414301,0.0,2046.651232889645,2460.6675027738324,0.2701182500459254
145,2025-05-26,3,31451.346175348644,5441.442149446917,0.0,0.0,36892.788324795554,50330.40275748968,56443.27357281295,6112.8708153232665,0.0,0.0,2460.6675027738324,2263.768459561944,0.2861107919597998
146,2025-05-27,3,30441.90536425609,1036.860069610261,0.0,2301.2760018061317,33780.04143567248,48708.88260246684,50216.279528376544,1507.3969259097075,0.0,429.40526927366403,2263.768459561944,1229.5738785174103,0.26201195910107344
147,2025-05-28,3,31755.774503676315,3062.32299682498,0.0,0.0,34818.0975005013,52578.27090115752,55492.59784303745,2914.3269418799405,0.0,0.0,1229.5738785174103,2035.1121692410227,0.2683707079850137
148,2025-05-29,3,31661.09480987116,4853.743584413752,0.0,47.40633966404017,36562.244733948944,51849.39546477693,56541.76473800882,4692.369273231887,0.0,7.05189135947046,2035.1121692410227,2403.2351206447665,0.27312066592276096
149,2025-05-30,3,13620.319442096,458.3979301137325,0.0,0.0,14078.717372209732,26123.119647476473,26442.796391244578,319.67674376810487,0.0,0.0,2403.2351206447665,2553.115132864727,0.2598985000513494
150,2025-05-31,3,14346.995578191103,0.0,-477.6281084633058,0.0,13869.367469727797,26837.562011378115,25809.46342128184,0.0,1028.0985900962764,0.0,2553.115132864727,2048.0752447941486,0.23707962490152568
151,2025-06-01,3,40306.31717697908,9090.168998515743,-555.4247286404675,7505.463661196444,56346.525108050795,65831.48865247439,70588.21747219964,6054.069820130708,1297.3410004054645,1818.7115319322354,2048.0752447941486,1200.0,0.2875472499290481
152,2025-06-02,3,45078.15878555814,4310.026606030181,-1322.3890749172629,125.6840806414048,48191.48039731245,73656.95501321182,71348.24572894453,2879.513087874787,5188.222372142061,18.64334059799819,1200.0,1723.1839591161383,0.30369241698645055
153,2025-06-03,3,42016.01828595914,4479.910164231519,-451.3211433394507,463.1105790986574,46507.71788594986,68760.0679203764,69913.68546907214,3127.55273061432,1973.9351819185824,71.27665196321547,1723.1839591161383,1358.8981729093514,0.31402033392805606
154,2025-06-04,3,49220.36558460614,6.973828442446811,-2238.405661715768,3440.1794422471844,50429.11319358003,79343.84667209655,72630.75450521096,3.46956638927702,6716.561733274857,907.5320008643367,1358.8981729093514,1200.0,0.33416733297053725
155,2025-06-05,3,41128.52736292944,5332.096637782215,-0.9090658793265982,4916.625938769997,51376.34087360231,67561.00601013849,72496.47966655846,4939.575939268912,4.102282848946743,907.6568302364545,1200.0,1200.0,0.2885132919764146
