date,name,label,hour,actual_load_kw,actual_pv_kw,forecast_load_kw,forecast_pv_kw,actual_net_kwh,forecast_net_kwh,planned_kwh,emergency_kwh,soc_kwh,total_cost
2025-03-20,no_season,exp004 无季节,2.0,3395.9017,0.0,3585.2552866302103,0.0,565.9836166666666,597.5425477717017,1430.8758811050352,0.0,8347.411421859553,614.2750157583916
2025-03-20,no_season,exp004 无季节,2.1666666666666665,3276.7246,0.0,3520.8860362534792,0.0,546.1207666666667,586.8143393755798,586.8143393755798,0.0,9137.980836901648,253.7385203460007
2025-03-20,no_season,exp004 无季节,2.3333333333333335,3394.28,0.0,3630.849760681569,0.0,565.7133333333334,605.1416267802615,605.1416267802615,0.0,9176.586149668597,264.2653484149402
2025-03-20,no_season,exp004 无季节,2.5,3587.5594,0.0,3665.74866698504,0.0,597.9265666666666,610.9581111641734,610.9581111641734,0.0,9213.991113132333,265.6445867341826
2025-03-20,no_season,exp004 无季节,2.6666666666666665,3605.7268,0.0,3760.182656342108,0.0,600.9544666666667,626.6971093903513,626.6971093903513,0.0,9226.35392174492,271.6731969207173
2025-03-20,no_season,exp004 无季节,2.8333333333333335,3522.79,0.0,3844.0294876637363,0.0,587.1316666666667,640.6715812772894,640.6715812772894,0.0,9250.77553694456,279.140607962515
2025-03-20,no_season,exp004 无季节,3.0,3631.2618,0.0,3678.331808389933,0.0,605.2103000000001,613.0553013983222,613.0553013983222,0.0,9301.567959714708,268.1503888316261
2025-03-20,no_season,exp004 无季节,3.1666666666666665,3731.3543,0.0,3557.7164542475957,0.0,621.8923833333333,592.9527423745993,592.9527423745993,0.0,9309.01038151448,259.1796436919374
2025-03-20,no_season,exp004 无季节,3.3333333333333335,3721.01,0.0,3627.681576312923,0.0,620.1683333333334,604.6135960521539,604.6135960521539,0.0,9278.505321482113,263.36968244031823
2025-03-20,no_season,exp004 无季节,3.5,3699.7385,0.0,3733.1866855471694,0.0,616.6230833333333,622.1977809245283,622.1977809245283,0.0,9262.109188744093,270.84269403644714
2025-03-20,no_season,exp004 无季节,3.6666666666666665,3674.7825,0.0,3674.659572171109,0.0,612.46375,612.4432620285182,612.4432620285182,0.0,9267.397811240542,267.025262244434
2025-03-20,no_season,exp004 无季节,3.8333333333333335,3623.58,0.0,3565.3491558603537,0.0,603.93,594.224859310059,594.224859310059,0.0,9267.376215022368,260.15164340594384
2025-03-20,no_season,exp004 无季节,4.0,3538.7697,0.0019,3689.5388830068277,0.0,589.7946333333333,614.9231471678046,614.9231471678046,0.0,9257.146098491505,270.6276770685508
2025-03-20,no_season,exp004 无季节,4.166666666666667,3488.7843,0.0,3749.3647951831076,0.0,581.4640499999999,624.8941325305179,624.8941325305179,0.0,9280.985099871099,274.2660347676443
2025-03-20,no_season,exp004 无季节,4.333333333333333,3513.51,0.0,3683.8819520903626,0.0,585.585,613.9803253483938,613.9803253483938,0.0,9322.186493800757,267.94101398203907
2025-03-20,no_season,exp004 无季节,4.5,3598.3779,0.0271,3735.6125342379946,0.0,599.7251333333334,622.6020890396658,622.6020890396658,0.0,9349.124664701489,273.50909771512516
2025-03-20,no_season,exp004 无季节,4.666666666666667,3700.4359,0.0,3819.8346289655865,0.0,616.7393166666667,636.6391048275977,636.6391048275977,0.0,9370.827650490328,281.5218121547637
2025-03-20,no_season,exp004 无季节,4.833333333333333,3753.57,0.0,3829.733243478612,0.0,625.595,638.2888739131021,638.2888739131021,0.0,9389.706247153346,280.52796008480834
2025-03-20,no_season,exp004 无季节,5.0,3716.9811,0.3776,3758.53454282622,0.0,619.4339166666667,626.4224238043699,626.4224238043699,0.0,9401.748713322266,271.4288362344335
2025-03-20,no_season,exp004 无季节,5.166666666666667,3707.0664,0.0,3735.082145784441,0.0,617.8444000000001,622.5136909640735,622.5136909640735,0.0,9408.378593322112,276.33382741895224
2025-03-20,no_season,exp004 无季节,5.333333333333333,3642.69,0.0,3733.6383590049895,0.0,607.115,622.2730598341649,1455.6063931674983,0.0,9412.808271673466,626.056309701341
2025-03-20,no_season,exp004 无季节,5.5,3457.8398,5.2594,3712.444461220095,0.0,575.4300666666667,618.7407435366825,1452.074076870016,0.0,10203.377686715561,539.1551047418369
2025-03-20,no_season,exp004 无季节,5.666666666666667,4028.7787,0.0,4267.203226997034,0.0,671.4631166666667,711.200537832839,711.200537832839,0.0,10800.0,405.9532669949845
2025-03-20,no_season,exp004 无季节,5.833333333333333,4962.09,0.0,5039.7503524837675,0.0,827.015,839.958392080628,6.625058747294588,0.0,10800.0,6.028140954163346
2025-03-20,no_season,exp004 无季节,6.0,4905.1198,153.4202,4993.151739610483,98.65179843172689,791.9499333333334,815.7499901964593,0.0,0.0,9935.233072049907,0.0
2025-03-20,no_season,exp004 无季节,6.166666666666667,4660.8239,401.044,4885.861006682202,334.25684253810635,709.9633166666667,758.600694024016,0.0,0.0,9100.444544665961,0.0
2025-03-20,no_season,exp004 无季节,6.333333333333333,4703.75,675.525,5010.529155371597,619.2054893135271,671.3708333333333,731.887277676345,0.0,0.0,8352.077499387944,0.0
2025-03-20,no_season,exp004 无季节,6.5,4726.9008,952.6316,4909.387903232492,931.8697837408585,629.0448666666667,662.9196865819389,0.0,0.0,7644.390503408401,0.0
2025-03-20,no_season,exp004 无季节,6.666666666666667,4819.4733,1302.5378,4827.998908182393,1257.3337584333167,586.1559166666666,595.1108582915127,0.0,0.0,6981.318993707202,0.0
2025-03-20,no_season,exp004 无季节,6.833333333333333,4880.33,1693.2375,4856.551297157094,1581.0995136695165,531.1820833333333,545.908630581263,0.0,0.0,6363.456406823696,0.0
2025-03-20,no_season,exp004 无季节,7.0,4689.3761,2009.9231,4842.08549707567,1885.158156484518,446.5755000000001,492.82122343185864,276.7206744018055,0.0,5803.54132828813,223.92236972594105
2025-03-20,no_season,exp004 无季节,7.166666666666667,4713.3646,2305.9149,5000.065114166816,2166.309744958925,401.24161666666663,472.2925615346485,472.2925615346485,0.0,5624.498621467807,376.5116300554218
2025-03-20,no_season,exp004 无季节,7.333333333333333,4827.2,2609.7375,5081.413432190391,2402.113941063045,369.5770833333333,446.54991518789103,446.54991518789103,0.0,5691.90346617477,341.3427551696239
2025-03-20,no_season,exp004 无季节,7.5,4578.156,2894.0148,4754.05345432799,2587.4328955817946,280.6902,361.10342645769924,1194.4367597910327,0.0,5764.92630615884,824.0419205798335
2025-03-20,no_season,exp004 无季节,7.666666666666667,5187.0368,3179.5684,5485.235079939038,2865.4904407623094,334.57806666666664,436.62410652945476,0.0,0.0,6555.495721200935,0.0
2025-03-20,no_season,exp004 无季节,7.833333333333333,6405.59,3476.5125,6805.211593389914,3197.480774728061,488.17958333333337,601.2884697769755,0.0,0.0,6202.819472600159,0.0
2025-03-20,no_season,exp004 无季节,8.0,6658.0486,3761.2255,6603.717018923284,3399.4819143687137,482.80385,534.0391840924284,0.0,0.0,5688.233009091723,0.0
2025-03-20,no_season,exp004 无季节,8.166666666666666,6606.6001,3976.3717,6296.527956671453,3588.651809157294,438.37139999999994,451.3126912523598,0.0,0.0,5179.313066058961,0.0
2025-03-20,no_season,exp004 无季节,8.333333333333334,6687.27,4220.325,6538.067126254359,3809.6402654018007,411.1575000000001,454.7378101420931,0.0,0.0,4717.229037700049,0.0
2025-03-20,no_season,exp004 无季节,8.5,6649.776,4653.7429,6565.252639320906,3990.304802435428,332.6721833333333,429.1579728142464,0.0,0.0,4283.830978679822,0.0
2025-03-20,no_season,exp004 无季节,8.666666666666666,6705.5335,5037.5027,6604.0275464687875,4182.395749645872,278.0051333333333,403.605299470486,0.0,0.0,3933.1637075083418,0.0
2025-03-20,no_season,exp004 无季节,8.833333333333334,6757.81,5180.8875,6716.477152028905,4417.601394754115,262.82041666666674,383.14595954579835,0.0,0.0,3640.120566657631,0.0
2025-03-20,no_season,exp004 无季节,9.0,6494.2004,5166.4978,6653.878152691072,4697.606812810697,221.2837666666666,326.04522331339575,0.0,0.0,3363.0835225705828,0.0
2025-03-20,no_season,exp004 无季节,9.166666666666666,6436.4392,5533.329,6628.8425161629875,5114.2226833417635,150.51836666666668,252.43663880353733,0.0,0.0,3129.8299519412785,0.0
2025-03-20,no_season,exp004 无季节,9.333333333333334,6570.85,6107.7375,6672.108633346552,5585.923890481044,77.1854166666667,181.0307904775847,0.0,0.0,2971.169662489601,0.0
2025-03-20,no_season,exp004 无季节,9.5,6399.3635,6182.795,6607.666905597268,5917.766672043402,36.094750000000055,114.9833722589777,0.0,0.0,2889.809089551005,0.0
2025-03-20,no_season,exp004 无季节,9.666666666666666,6445.9301,6198.386,6627.183232220846,6225.014656305085,41.25734999999986,67.02809598596014,0.0,0.0,2851.761882359551,0.0
2025-03-20,no_season,exp004 无季节,9.833333333333334,6697.43,6426.1875,6720.882219648027,6489.535660831432,45.20708333333338,38.55775980276576,0.0,0.0,2808.2728169519683,0.0
2025-03-20,no_season,exp004 无季节,10.0,6577.9956,6675.2481,6669.273968024703,6555.5653488376865,-16.208749999999934,18.951436531169445,0.0,0.0,2760.620367049845,0.0
2025-03-20,no_season,exp004 无季节,10.166666666666666,6445.2772,6774.004,6593.2261933504,6564.40320871374,-54.78779999999991,4.803830772776564,0.0,0.0,2775.997337457121,0.0
2025-03-20,no_season,exp004 无季节,10.333333333333334,6473.61,6879.075,6531.447006980032,6627.204900874032,-67.57750000000003,-15.95964898233342,0.0,0.0,2827.9736082540526,0.0
2025-03-20,no_season,exp004 无季节,10.5,6454.2353,7268.5137,6422.321613825977,6773.377070290639,-135.7130666666667,-58.5092427441103,0.0,0.0,2892.083253828061,0.0
2025-03-20,no_season,exp004 无季节,10.666666666666666,6352.336,7455.3554,6468.297063786258,7115.770829154468,-183.8365666666667,-107.91229422803492,0.0,0.0,3020.8319735019436,0.0
2025-03-20,no_season,exp004 无季节,10.833333333333334,6279.9,7263.0,6624.576575880146,7412.443700809871,-163.85000000000005,-131.3111874882875,413.7750701888068,0.0,3195.23465386956,207.9219727698754
2025-03-20,no_season,exp004 无季节,11.0,6362.0436,7021.6679,6604.1819922381765,7305.0999525683,-109.9373833333334,-116.8196600550206,716.5136732783128,0.0,3743.217910492937,334.03867448234945
2025-03-20,no_season,exp004 无季节,11.166666666666666,6393.8373,7052.8842,6421.3589251504545,7436.193343771671,-109.84115000000004,-169.1390697702027,664.1942635631307,0.0,4527.2582245566055,332.56206776605956
2025-03-20,no_season,exp004 无季节,11.333333333333334,6360.1,7317.5625,6295.74042998681,7766.318296150151,-159.57708333333326,-245.09631102722338,588.23702230611,0.0,5261.57269350357,283.9420106671593
2025-03-20,no_season,exp004 无季节,11.5,6424.0276,7505.6333,6418.899541458972,7615.931550352217,-180.26761666666667,-199.5053348155408,633.8279985177926,0.0,5971.011445570292,303.28669729076375
2025-03-20,no_season,exp004 无季节,11.666666666666666,6379.6216,7635.0323,6383.202837588919,7464.7925493876155,-209.23511666666658,-180.2649519664495,653.0683813668838,0.0,6743.330358711947,304.46047939324126
2025-03-20,no_season,exp004 无季节,11.833333333333334,6168.32,7818.45,6135.005039791534,7538.119321969926,-275.0216666666667,-233.8523803630654,599.4809529702679,0.0,7533.899773754042,265.6899583564227
2025-03-20,no_season,exp004 无季节,12.0,5958.8116,8082.9395,6030.796668490905,7606.528901528556,-354.02131666666673,-262.6220388396085,570.7112944937248,0.0,8324.469188796136,251.74075200118202
2025-03-20,no_season,exp004 无季节,12.166666666666666,5855.2299,8090.5707,6062.575631702864,7827.377351166692,-372.5568,-294.1336199106381,539.1997134226953,0.0,9115.038603838231,245.38978957866863
2025-03-20,no_season,exp004 无季节,12.333333333333334,5883.66,7709.3625,6102.121576358335,8081.404301865537,-304.28375000000005,-329.88045425120026,503.4528790821331,0.0,9905.608018880326,224.691019934356
2025-03-20,no_season,exp004 无季节,12.5,6006.2794,7205.256,6063.455264976699,7999.432025937005,-199.82943333333333,-322.6627934933843,510.6705398399491,0.0,10671.894268114169,210.03879303617106
2025-03-20,no_season,exp004 无季节,12.666666666666666,6168.3548,7206.9442,6117.672407394998,7729.6859970890855,-173.0982333333333,-268.66893161568123,0.0,0.0,10800.0,0.0
2025-03-20,no_season,exp004 无季节,12.833333333333334,6351.38,7525.8,6307.579637842294,7523.312130591678,-195.73666666666668,-202.62208212489745,0.0,0.0,10800.0,0.0
2025-03-20,no_season,exp004 无季节,13.0,6510.6216,7339.075,6476.942855849908,7485.47280489835,-138.07556666666656,-168.08832484140703,0.0,0.0,10800.0,0.0
2025-03-20,no_season,exp004 无季节,13.166666666666666,6358.8315,6900.6338,6457.117530919069,7282.339009488537,-90.30038333333323,-137.53691309491128,0.0,0.0,10800.0,0.0
2025-03-20,no_season,exp004 无季节,13.333333333333334,6039.3,6610.0125,6365.056382940204,6983.388811539085,-95.11874999999993,-103.05540476648018,0.0,0.0,10800.0,0.0
2025-03-20,no_season,exp004 无季节,13.5,6028.9848,6642.1795,6447.8108911912195,6956.56922435525,-102.19911666666667,-84.79305552733847,0.0,0.0,10800.0,0.0
2025-03-20,no_season,exp004 无季节,13.666666666666666,6177.7813,6806.5377,6350.5937316891805,6741.891655761226,-104.79273333333337,-65.2163206786742,0.0,0.0,10800.0,0.0
2025-03-20,no_season,exp004 无季节,13.833333333333334,6280.02,6799.95,6156.606541589024,6327.646759136118,-86.6549999999999,-28.506702924515594,0.0,0.0,10800.0,0.0
2025-03-20,no_season,exp004 无季节,14.0,6283.4823,6453.6137,6302.685542979617,6172.06238874036,-28.35523333333337,21.770525706542838,0.0,0.0,10800.0,0.0
2025-03-20,no_season,exp004 无季节,14.166666666666666,6314.912,6203.5886,6313.271915635986,5984.82828423243,18.553900000000038,54.74060523392609,0.0,0.0,10800.0,0.0
2025-03-20,no_season,exp004 无季节,14.333333333333334,6352.79,6115.6875,6160.670917687011,5630.551615011267,39.517083333333325,88.35321711262395,0.0,0.0,10780.442472173667,0.0
2025-03-20,no_season,exp004 无季节,14.5,6259.4213,5837.6616,6302.786664633397,5304.886491675343,70.29328333333326,166.316695493009,0.0,0.0,10738.78780890033,0.0
2025-03-20,no_season,exp004 无季节,14.666666666666666,6190.1146,5431.9635,6444.555000045086,5124.401906386883,126.35851666666667,220.0255156097005,0.0,0.0,10664.692182385368,0.0
2025-03-20,no_season,exp004 无季节,14.833333333333334,6156.64,5072.775,6404.990574225211,5050.372877778919,180.6441666666668,225.76961607438201,225.76961607438201,0.0,10531.498610909697,151.13018100019133
2025-03-20,no_season,exp004 无季节,15.0,6039.3659,4855.4545,6307.279234747756,4923.056112655201,197.31856666666667,230.7038536820925,843.1555860774291,0.0,10574.30837107982,556.4826868111032
2025-03-20,no_season,exp004 无季节,15.166666666666666,6054.6789,4561.8383,6218.580231279157,4632.99970215676,248.8067666666666,264.2634215203995,264.2634215203995,0.0,10800.0,190.71891131127234
2025-03-20,no_season,exp004 无季节,15.333333333333334,6187.68,4146.825,6215.278743488526,4271.387554263873,340.1425000000001,323.9818648707754,323.9818648707754,0.0,10800.0,236.76594684756265
2025-03-20,no_season,exp004 无季节,15.5,6195.3721,3778.6785,6306.963439228277,4044.8195149636904,402.7822666666666,377.02398737743107,377.02398737743107,0.0,10782.96519485224,284.04987209015655
2025-03-20,no_season,exp004 无季节,15.666666666666666,6186.1376,3471.4229,6168.782962654247,3878.726566520823,452.45245,381.67606602223736,381.67606602223736,0.0,10755.813584465332,298.58518644919627
2025-03-20,no_season,exp004 无季节,15.833333333333334,6200.17,3156.225,5929.037397619775,3652.812606207221,507.3241666666667,379.370798568759,379.370798568759,0.0,10681.208725158538,305.5831782471354
2025-03-20,no_season,exp004 无季节,16.0,6153.3743,2779.805,6035.9914012622985,3298.4869119913333,562.26155,456.25074821182756,456.25074821182756,0.0,10546.334032665432,377.36499384600256
2025-03-20,no_season,exp004 无季节,16.166666666666668,6101.7592,2507.3559,6157.92368921113,2861.286437906576,599.0672166666667,549.4395418840924,549.4395418840924,0.0,10434.588835921673,468.06754573105826
2025-03-20,no_season,exp004 无季节,16.333333333333332,6118.95,2334.4125,6121.706692692711,2443.8533118882947,630.75625,612.9755634674027,612.9755634674027,0.0,10382.276673491328,538.8668178441937
2025-03-20,no_season,exp004 无季节,16.5,6209.4949,2077.0816,6092.404601959682,2143.790143400771,688.73555,658.1024097598184,658.1024097598184,0.0,10363.534184223165,593.8716145672602
2025-03-20,no_season,exp004 无季节,16.666666666666668,6190.199,1733.8533,6116.8477876194465,1886.4705224943896,742.7242833333333,705.0628775208428,705.0628775208428,0.0,10331.244019209054,646.0491146723482
2025-03-20,no_season,exp004 无季节,16.833333333333332,6102.19,1377.7125,6232.909301260616,1600.2240145927187,787.4129166666665,772.1142144446495,772.1142144446495,0.0,10291.545411791929,715.2866082615233
2025-03-20,no_season,exp004 无季节,17.0,6143.2969,1083.9022,6402.07170156793,1274.951992400463,843.2324500000001,854.5199515279113,854.5199515279113,0.0,10275.419163703178,808.5467781357097
2025-03-20,no_season,exp004 无季节,17.166666666666668,6075.0134,831.8823,6213.007175982753,949.079912165431,873.8551833333332,877.3212106362204,877.3212106362204,0.0,10286.127427879426,854.6863234018058
2025-03-20,no_season,exp004 无季节,17.333333333333332,6025.68,597.3375,5984.276775036658,654.8881286874298,904.7237500000001,888.2314410582048,888.2314410582048,0.0,10289.415590092261,875.9738471716016
2025-03-20,no_season,exp004 无季节,17.5,6213.4416,374.8971,6297.461873311459,390.9124741172555,973.09075,984.4248998657007,984.4248998657007,0.0,10272.031170048516,960.7987022689239
2025-03-20,no_season,exp004 无季节,17.666666666666668,5394.1467,156.1276,5682.616284496527,152.02738322895837,873.0031833333334,921.7648168779282,921.7648168779282,0.0,10282.783688723708,990.1597662902705
2025-03-20,no_season,exp004 无季节,17.833333333333332,4094.12,0.0,4406.057760688897,0.0,682.3533333333334,734.3429601148163,734.3429601148163,0.0,10329.043036053125,904.1964867893734
2025-03-20,no_season,exp004 无季节,18.0,4187.9837,0.0,4255.229039917014,0.0,697.9972833333333,709.2048399861691,554.008050380918,0.0,10378.364726652597,695.8895120834711
2025-03-20,no_season,exp004 无季节,18.166666666666668,4441.4267,5.5774,4420.782224629757,0.0,739.3082166666667,736.7970374382929,736.7970374382929,0.0,10226.586748429196,917.0912724994431
2025-03-20,no_season,exp004 无季节,18.333333333333332,4255.45,0.0,4375.623091789048,0.0,709.2416666666667,729.2705152981747,729.2705152981747,0.0,10223.93973310434,914.8698614415601
2025-03-20,no_season,exp004 无季节,18.5,4286.5369,0.0,4419.390482096946,0.0,714.4228166666667,736.5650803494909,736.5650803494909,0.0,10242.940767280234,922.3267936136325
2025-03-20,no_season,exp004 无季节,18.666666666666668,4470.2464,0.4004,4403.809527643904,0.0,744.9743333333332,733.9682546073174,0.0,0.0,10263.94676301716,0.0
2025-03-20,no_season,exp004 无季节,18.833333333333332,4579.24,0.0,4355.484792468887,0.0,763.2066666666666,725.9141320781478,0.0,0.0,9478.674865784216,0.0
2025-03-20,no_season,exp004 无季节,19.0,4480.3082,0.0,4477.617752286345,0.0,746.7180333333334,746.2696253810576,0.0,0.0,8674.184401753691,0.0
2025-03-20,no_season,exp004 无季节,19.166666666666668,4285.5618,0.0288,4508.844253608508,0.0,714.2555000000001,751.4740422680846,0.0,0.0,7887.074483335402,0.0
2025-03-20,no_season,exp004 无季节,19.333333333333332,4196.78,0.0,4491.897267952312,0.0,699.4633333333333,748.6495446587187,0.0,0.0,7134.183079567936,0.0
2025-03-20,no_season,exp004 无季节,19.5,4330.8684,0.0,4702.724862246076,0.0,721.8114,783.7874770410126,0.0,0.0,6396.8839885323,0.0
2025-03-20,no_season,exp004 无季节,19.666666666666668,4370.9481,0.0021,4685.547429260916,0.0,728.491,780.924571543486,0.0,0.0,5636.027966840678,0.0
2025-03-20,no_season,exp004 无季节,19.833333333333332,4358.21,0.0,4466.722861303286,0.0,726.3683333333333,744.4538102172143,0.0,0.0,4868.131028529438,0.0
2025-03-20,no_season,exp004 无季节,20.0,4586.0191,0.0,4519.1962395896735,0.0,764.3365166666667,753.1993732649456,0.0,0.0,4102.471577344858,0.0
2025-03-20,no_season,exp004 无季节,20.166666666666668,4523.6629,0.0,4450.476379545862,0.0,753.9438166666667,741.7460632576436,0.0,0.0,3296.790146842886,0.0
2025-03-20,no_season,exp004 无季节,20.333333333333332,4215.37,0.0,4261.154202525936,0.0,702.5616666666666,710.192367087656,0.0,0.0,2502.063584020524,0.0
2025-03-20,no_season,exp004 无季节,20.5,4256.2469,0.0,4389.50166164639,0.0,709.3744833333334,731.5836102743983,0.0,176.69017483993696,1761.498562890303,1232.5906596834002
2025-03-20,no_season,exp004 无季节,20.666666666666668,4319.0159,0.0,4568.122470425216,0.0,719.8359833333334,761.3537450708694,761.3537450708694,0.0,1200.0,930.8310887236449
2025-03-20,no_season,exp004 无季节,20.833333333333332,4257.25,0.0,4541.291353482231,0.0,709.5416666666666,756.8818922470385,756.8818922470385,0.0,1239.387207132841,706.3221818449364
2025-03-20,no_season,exp004 无季节,21.0,4290.2681,0.0,4334.9946810043675,0.0,715.0446833333334,722.499113500728,722.499113500728,0.0,1284.2980884668834,655.1621961224602
2025-03-20,no_season,exp004 无季节,21.166666666666668,4418.7036,0.0,4302.475940725169,0.0,736.4506,717.0793234541948,717.0793234541948,0.0,1291.3699818631746,671.975034008926
2025-03-20,no_season,exp004 无季节,21.333333333333332,4553.6,0.0,4464.274880268393,0.0,758.9333333333334,744.0458133780654,744.0458133780654,0.0,1270.9508635065934,697.2453317165852
2025-03-20,no_season,exp004 无季节,21.5,4526.2528,0.0,4448.791098012367,0.0,754.3754666666667,741.4651830020612,741.4651830020612,0.0,1255.2580395833083,731.9002821413345
2025-03-20,no_season,exp004 无季节,21.666666666666668,4001.6252,0.0,3988.1487386630165,0.0,666.9375333333334,664.691456443836,664.691456443836,0.0,1241.649405710302,516.0664467829943
2025-03-20,no_season,exp004 无季节,21.833333333333332,3318.94,0.0,3445.2113763782013,0.0,553.1566666666666,574.2018960630336,574.2018960630336,0.0,1239.2818327867428,241.68157805293083
2025-03-20,no_season,exp004 无季节,22.0,3233.4088,0.0,3470.974882386387,0.0,538.9014666666667,578.4958137310645,1237.6959039122696,0.0,1259.2470904187178,477.62684931974485
2025-03-20,no_season,exp004 无季节,22.166666666666668,3319.971,0.0,3559.6804869785074,0.0,553.3285,593.2800811630846,0.0,0.0,1922.1817018042293,0.0
2025-03-20,no_season,exp004 无季节,22.333333333333332,3255.84,0.0,3479.56012310164,0.0,542.64,579.9266871836066,579.9266871836066,0.0,1338.9222503760698,243.45322327967807
2025-03-20,no_season,exp004 无季节,22.5,3144.1326,0.0,3472.9884660692865,0.0,524.0221,578.8314110115477,578.8314110115477,0.0,1374.2955077467916,242.29882864943391
2025-03-20,no_season,exp004 无季节,22.666666666666668,3161.8174,0.0,3425.8847615105337,0.0,526.9695666666667,570.9807935850889,570.9807935850889,0.0,1426.292185681103,242.1529545594362
2025-03-20,no_season,exp004 无季节,22.833333333333332,3296.4,0.0,3398.9929065093484,0.0,549.4,566.498817751558,566.498817751558,0.0,1468.0449015853214,240.02554908133516
2025-03-20,no_season,exp004 无季节,23.0,3356.4081,0.0,3581.3511419639963,0.0,559.40135,596.8918569939993,596.8918569939993,0.0,1484.2662644026343,253.55966085105092
2025-03-20,no_season,exp004 无季节,23.166666666666668,3261.7676,0.0,3616.7195929538425,0.0,543.6279333333333,602.7865988256405,602.7865988256405,0.0,1519.8328822232875,255.58151790207154
2025-03-20,no_season,exp004 无季节,23.333333333333332,3267.73,0.0,3514.388588599121,0.0,544.6216666666667,585.7314314331868,585.7314314331868,0.0,1575.9557201107966,247.17866406480482
2025-03-20,no_season,exp004 无季节,23.5,3604.076,0.0,3564.198219414544,0.0,600.6793333333334,594.0330365690907,594.0330365690907,0.0,1614.9558673315798,251.87000750529444
2025-03-20,no_season,exp004 无季节,23.666666666666668,3245.8691,0.0,3200.2337168000618,0.0,540.9781833333333,533.3722861333437,533.3722861333437,0.0,1607.9500554047752,227.80330340755106
2025-03-20,no_season,exp004 无季节,23.833333333333332,2401.0,0.0,2577.0548063001734,0.0,400.1666666666667,429.5091343833622,429.5091343833622,0.0,1599.9327358044204,183.65810586232567
2025-06-21,no_season,exp004 无季节,0.0,3087.9838,0.0,3351.676461696395,0.0,514.6639666666666,558.6127436160658,558.6127436160658,0.0,1998.1556114348941,237.29869348810476
2025-06-21,no_season,exp004 无季节,0.16666666666666666,3200.0919,0.0,3302.735192506681,0.0,533.34865,550.4558654177802,732.2054154310014,0.0,2039.8490820965364,310.82119885046006
2025-06-21,no_season,exp004 无季节,0.3333333333333333,3401.46,0.0,3193.0251483020716,0.0,566.91,532.1708580503453,532.1708580503453,0.0,2228.501174165276,227.18373930169238
2025-06-21,no_season,exp004 无季节,0.5,3063.5261,0.0,3204.4479546944162,0.0,510.58768333333336,534.074659115736,534.074659115736,0.0,2191.882903325006,228.15669437424245
2025-06-21,no_season,exp004 无季节,0.6666666666666666,2820.2572,0.0,3243.085652735128,0.0,470.04286666666667,540.5142754558547,540.5142754558547,0.0,2214.164604971488,230.85364704719552
2025-06-21,no_season,exp004 无季节,0.8333333333333334,2883.38,0.0,3239.849627948952,0.0,480.56333333333333,539.974937991492,539.974937991492,0.0,2281.019653479881,231.3792609293543
2025-06-21,no_season,exp004 无季节,1.0,2869.9796,0.0,3196.2806877573785,0.0,478.3299333333334,532.713447959563,532.713447959563,0.0,2337.3824505294565,229.6527674153676
