name,seed,month,planned_cost,emergency_cost,total_cost,planned_kwh,emergency_kwh,label,date
no_season,3407,2,1175464.0045437221,1237.2493217396918,1176701.2538654618,1943892.9572112877,286.4481392286706,exp004 无季节,2025-02-01
no_season,3407,3,1056852.9258128128,44301.962109901266,1101154.887922714,1795330.8072673015,7079.867922527525,exp004 无季节,2025-03-01
no_season,3407,4,896438.1464097383,19359.94651530851,915798.0929250467,1549689.6491944585,3282.3739148757877,exp004 无季节,2025-04-01
no_season,3407,5,886728.2420927275,94610.57000090918,981338.8120936366,1526412.865360595,17248.4959642424,exp004 无季节,2025-05-01
no_season,3407,6,1166369.5102802494,259573.07082986625,1425942.5811101159,1919787.7634075796,46152.36875113069,exp004 无季节,2025-06-01
no_season,3407,7,1377679.7432155986,259366.25006000046,1637045.9932755993,2208255.175230881,49077.58243193085,exp004 无季节,2025-07-01
no_season,3407,8,1216428.5514985698,28876.77662857607,1245305.328127146,1939019.3919307482,4442.348337873046,exp004 无季节,2025-08-01
no_season,3407,9,1108398.8255621954,16282.780003408716,1124681.6055656043,1787619.4823046867,2635.134998410385,exp004 无季节,2025-09-01
no_season,3407,10,1058799.595508856,28259.197621733205,1087058.7931305892,1767735.809490605,5220.384128063226,exp004 无季节,2025-10-01
no_season,3407,11,1204473.6281698328,11358.660859054668,1215832.2890288874,1975890.914034769,2238.925503267295,exp004 无季节,2025-11-01
no_season,3407,12,1533506.837964682,134946.24097576988,1668453.0789404518,2482534.080564856,25174.104876976482,exp004 无季节,2025-12-01
oracle_season,42,2,1169608.337916506,3354.0390210628134,1172962.376937569,1936038.5039689464,719.9873090815145,exp004 全年探索,2025-02-01
oracle_season,42,3,1081010.774376453,23614.215372288898,1104624.9897487417,1825178.9139928753,3911.0067713479057,exp004 全年探索,2025-03-01
oracle_season,42,4,919275.8829410438,9474.093259894122,928749.9762009379,1578307.958359096,1684.3292996523692,exp004 全年探索,2025-04-01
oracle_season,42,5,920462.0905395383,60151.8413661828,980613.9319057211,1570947.9579697656,10849.972779420616,exp004 全年探索,2025-05-01
oracle_season,42,6,1181260.261555432,211443.6164237774,1392703.8779792096,1942934.4220849257,37897.92543023002,exp004 全年探索,2025-06-01
oracle_season,42,7,1346052.2246908322,274938.563565394,1620990.788256226,2169677.9089100803,51749.9472424325,exp004 全年探索,2025-07-01
oracle_season,42,8,1228359.3577816058,26383.250499054826,1254742.6082806606,1980692.5770966571,4312.932152523371,exp004 全年探索,2025-08-01
oracle_season,42,9,1070158.9957325698,49735.11384082922,1119894.1095733992,1753177.0042408062,8521.855141433953,exp004 全年探索,2025-09-01
oracle_season,42,10,1094925.8527740885,4371.199399547095,1099297.0521736355,1820110.54811932,664.7507891439566,exp004 全年探索,2025-10-01
oracle_season,42,11,1209476.5487622726,5916.216231829478,1215392.7649941018,1982184.633291333,1209.4045898240058,exp004 全年探索,2025-11-01
oracle_season,42,12,1553892.2611825992,129061.74134903584,1682954.002531635,2511485.5114579904,24089.520919044942,exp004 全年探索,2025-12-01
oracle_season,2026,2,1150305.8520219962,11956.983590957418,1162262.8356129536,1912329.2597616503,2232.205639558509,exp004 全年探索,2025-02-01
oracle_season,2026,3,1064226.0192518104,45441.4003405662,1109667.4195923766,1798080.598134962,7183.464239471893,exp004 全年探索,2025-03-01
oracle_season,2026,4,918527.2821293406,11226.981896505555,929754.2640258461,1577693.1716795056,2049.1917308476045,exp004 全年探索,2025-04-01
oracle_season,2026,5,919855.3036616736,58256.26083538033,978111.564497054,1566580.7289560614,10658.499561318742,exp004 全年探索,2025-05-01
oracle_season,2026,6,1178670.9182977616,215951.08606655902,1394622.0043643205,1937986.697651483,38475.89305676165,exp004 全年探索,2025-06-01
oracle_season,2026,7,1354010.2802680626,243927.50053802234,1597937.780806085,2183223.24742476,46066.780719384435,exp004 全年探索,2025-07-01
oracle_season,2026,8,1239604.4888755437,20935.90567621684,1260540.3945517607,1997111.4614064484,3384.011027512083,exp004 全年探索,2025-08-01
oracle_season,2026,9,1067224.5627879542,39748.79346572756,1106973.3562536817,1746868.1377141052,6830.218021352097,exp004 全年探索,2025-09-01
oracle_season,2026,10,1077639.8359959167,13313.702364508483,1090953.5383604255,1794336.4399088062,2226.3148828983963,exp004 全年探索,2025-10-01
oracle_season,2026,11,1215658.5215586592,6655.724285580261,1222314.2458442394,1989823.4994047724,1318.2141325405905,exp004 全年探索,2025-11-01
oracle_season,2026,12,1566826.471466245,105199.52924713548,1672026.0007133803,2524110.47290202,20205.95920810176,exp004 全年探索,2025-12-01
oracle_season,3407,2,1152658.9544482962,7837.289304078214,1160496.2437523743,1914216.6634098536,1577.2035169255564,exp004 全年探索,2025-02-01
oracle_season,3407,3,1069911.062724998,33303.99347925285,1103215.0562042508,1803522.6612112992,5493.936524515102,exp004 全年探索,2025-03-01
oracle_season,3407,4,922980.6092341573,7426.766644654774,930407.375878812,1583790.1646773715,1500.8609774301367,exp004 全年探索,2025-04-01
oracle_season,3407,5,912709.0048396976,65710.78590891753,978419.7907486152,1561125.291214933,11833.344396055405,exp004 全年探索,2025-05-01
oracle_season,3407,6,1180881.0228682582,212638.15991895416,1393519.1827872123,1940803.2252197627,37802.92432010094,exp004 全年探索,2025-06-01
oracle_season,3407,7,1351425.1880683354,216801.40999022353,1568226.598058559,2177904.875367842,40135.97252090169,exp004 全年探索,2025-07-01
oracle_season,3407,8,1238360.0625534134,15374.203304254757,1253734.2658576684,1990149.0009929566,2458.3719238400763,exp004 全年探索,2025-08-01
oracle_season,3407,9,1050250.6152449427,74699.99757120362,1124950.6128161463,1729585.2550497167,13048.749519677696,exp004 全年探索,2025-09-01
oracle_season,3407,10,1079568.211858128,17642.901843983855,1097211.1137021119,1801862.6222009412,2855.0178916545833,exp004 全年探索,2025-10-01
oracle_season,3407,11,1224851.9443385166,5610.345193387912,1230462.2895319045,2005555.7209317195,1067.1924077162312,exp004 全年探索,2025-11-01
oracle_season,3407,12,1560949.8046776708,116105.93427445574,1677055.7389521266,2518252.3915437255,22032.445286192215,exp004 全年探索,2025-12-01
