variant,model_seed,interval_end,date,phase,charge_kw,discharge_kw,net_charge_kw,delta_power_kw
exp003,42,2025-04-15 09:40:00,2025-04-15,evaluation,1425.9321,0.0,1425.9321,506.9370999999992
exp003,42,2025-04-15 09:50:00,2025-04-15,evaluation,1833.0228000000006,0.0,1833.0228000000006,407.09070000000065
exp003,42,2025-04-15 10:00:00,2025-04-15,evaluation,1840.2774999999992,0.0,1840.2774999999992,7.254699999998593
exp003,42,2025-04-15 10:10:00,2025-04-15,evaluation,1556.8886000000002,0.0,1556.8886000000002,-283.388899999999
exp003,42,2025-04-15 10:20:00,2025-04-15,evaluation,1603.4912999999997,0.0,1603.4912999999997,46.60269999999946
exp003,42,2025-04-15 10:30:00,2025-04-15,evaluation,1949.6849999999995,0.0,1949.6849999999995,346.1936999999998
exp003,42,2025-04-15 10:40:00,2025-04-15,evaluation,2029.7087000000001,0.0,2029.7087000000001,80.02370000000064
exp003,42,2025-04-15 10:50:00,2025-04-15,evaluation,2213.2389999999996,0.0,2213.2389999999996,183.53029999999944
exp003,42,2025-04-15 11:00:00,2025-04-15,evaluation,2504.5899999999992,0.0,2504.5899999999992,291.35099999999966
exp003,42,2025-04-15 11:10:00,2025-04-15,evaluation,2476.1578999999992,0.0,2476.1578999999992,-28.43209999999999
exp003,42,2025-04-15 11:20:00,2025-04-15,evaluation,2395.0957000000008,0.0,2395.0957000000008,-81.06219999999848
exp003,42,2025-04-15 11:30:00,2025-04-15,evaluation,2514.1274999999996,0.0,2514.1274999999996,119.03179999999884
exp003,42,2025-04-15 11:40:00,2025-04-15,evaluation,2818.2645999999995,0.0,2818.2645999999995,304.1370999999999
exp003,42,2025-04-15 11:50:00,2025-04-15,evaluation,3015.0763000000006,0.0,3015.0763000000006,196.8117000000011
exp003,42,2025-04-15 12:00:00,2025-04-15,evaluation,4085.497320285367,0.0,4085.497320285367,1070.4210202853665
exp003,42,2025-04-15 12:10:00,2025-04-15,evaluation,5000.0,0.0,5000.0,914.5026797146329
exp003,42,2025-04-15 12:20:00,2025-04-15,evaluation,2965.0639999999994,0.0,2965.0639999999994,-2034.9360000000006
exp003,42,2025-04-15 12:30:00,2025-04-15,evaluation,2737.9474999999993,0.0,2737.9474999999993,-227.1165000000001
exp003,42,2025-04-15 12:40:00,2025-04-15,evaluation,890.1550574924099,0.0,890.1550574924099,-1847.7924425075894
exp003,42,2025-04-15 12:50:00,2025-04-15,evaluation,0.0,0.0,0.0,-890.1550574924099
exp003,42,2025-04-15 13:00:00,2025-04-15,evaluation,0.0,0.0,0.0,0.0
exp003,42,2025-04-15 13:10:00,2025-04-15,evaluation,0.0,0.0,0.0,0.0
exp003,42,2025-04-15 13:20:00,2025-04-15,evaluation,0.0,0.0,0.0,0.0
exp003,42,2025-04-15 13:30:00,2025-04-15,evaluation,0.0,0.0,0.0,0.0
exp003,42,2025-04-15 13:40:00,2025-04-15,evaluation,0.0,0.0,0.0,0.0
exp003,42,2025-04-15 13:50:00,2025-04-15,evaluation,0.0,0.0,0.0,0.0
exp003,42,2025-04-15 14:00:00,2025-04-15,evaluation,0.0,0.0,0.0,0.0
exp003,42,2025-04-15 14:10:00,2025-04-15,evaluation,0.0,0.0,0.0,0.0
exp003,42,2025-04-15 14:20:00,2025-04-15,evaluation,0.0,0.0,0.0,0.0
exp003,42,2025-04-15 14:30:00,2025-04-15,evaluation,0.0,0.0,0.0,0.0
exp003,42,2025-04-15 14:40:00,2025-04-15,evaluation,0.0,30.122800000000097,-30.122800000000097,-30.122800000000097
exp003,42,2025-04-15 14:50:00,2025-04-15,evaluation,0.0,209.88720000000012,-209.88720000000012,-179.76440000000002
exp003,42,2025-04-15 15:00:00,2025-04-15,evaluation,0.0,290.91232421874975,-290.91232421874975,-81.02512421874962
exp003,42,2025-04-15 15:10:00,2025-04-15,evaluation,0.0,577.1939101562502,-577.1939101562502,-286.2815859375005
exp003,42,2025-04-15 15:20:00,2025-04-15,evaluation,0.0,724.7750031250007,-724.7750031250007,-147.58109296875045
exp003,42,2025-04-15 15:30:00,2025-04-15,evaluation,0.0,605.1478906250004,-605.1478906250004,119.6271125000003
exp003,42,2025-04-15 15:40:00,2025-04-15,evaluation,0.0,625.1324250000005,-625.1324250000005,-19.984534375000067
exp003,42,2025-04-15 15:50:00,2025-04-15,evaluation,0.0,580.3749500000004,-580.3749500000004,44.75747500000011
exp003,42,2025-04-15 16:00:00,2025-04-15,evaluation,0.0,489.1900781250007,-489.1900781250007,91.18487187499966
exp003,42,2025-04-15 16:10:00,2025-04-15,evaluation,0.0,603.9794367187504,-603.9794367187504,-114.78935859374974
exp003,42,2025-04-15 16:20:00,2025-04-15,evaluation,0.0,594.6900207031252,-594.6900207031252,9.289416015625193
exp003,42,2025-04-15 16:30:00,2025-04-15,evaluation,0.0,288.47759765625074,-288.47759765625074,306.2124230468745
exp003,42,2025-04-15 16:40:00,2025-04-15,evaluation,86.25975195312458,0.0,86.25975195312458,374.7373496093753
exp003,42,2025-04-15 16:50:00,2025-04-15,evaluation,0.0,34.47660195312437,-34.47660195312437,-120.73635390624895
exp003,42,2025-04-15 17:00:00,2025-04-15,evaluation,0.0,356.3949707031245,-356.3949707031245,-321.9183687500001
exp003,42,2025-04-15 17:10:00,2025-04-15,evaluation,0.0,42.52849726562431,-42.52849726562431,313.8664734375002
exp003,42,2025-04-15 17:20:00,2025-04-15,evaluation,194.38609550781302,0.0,194.38609550781302,236.91459277343733
exp003,42,2025-04-15 17:30:00,2025-04-15,evaluation,37.03484863281301,0.0,37.03484863281301,-157.35124687500002
exp003,42,2025-04-15 17:40:00,2025-04-15,evaluation,0.0,93.64497031249994,-93.64497031249994,-130.67981894531295
exp003,42,2025-04-15 17:50:00,2025-04-15,evaluation,0.0,7.168357128906564,-7.168357128906564,86.47661318359337
exp003,42,2025-04-15 18:00:00,2025-04-15,evaluation,175.71514160156198,0.0,175.71514160156198,182.88349873046855
exp003,42,2025-04-15 18:10:00,2025-04-15,evaluation,0.0,2303.7384316504563,-2303.7384316504563,-2479.453573252018
exp003,42,2025-04-15 18:20:00,2025-04-15,evaluation,140.98801122436453,0.0,140.98801122436453,2444.726442874821
exp003,42,2025-04-15 18:30:00,2025-04-15,evaluation,111.2001367187504,0.0,111.2001367187504,-29.787874505614127
exp003,42,2025-04-15 18:40:00,2025-04-15,evaluation,68.7375718749995,0.0,68.7375718749995,-42.4625648437509
exp003,42,2025-04-15 18:50:00,2025-04-15,evaluation,0.0,4239.1019,-4239.1019,-4307.839471874999
exp003,42,2025-04-15 19:00:00,2025-04-15,evaluation,0.0,4298.17,-4298.17,-59.06810000000041
exp003,42,2025-04-15 19:10:00,2025-04-15,evaluation,0.0,4421.7596,-4421.7596,-123.58960000000025
exp003,42,2025-04-15 19:20:00,2025-04-15,evaluation,0.0,4451.720499999999,-4451.720499999999,-29.96089999999913
exp003,42,2025-04-15 19:30:00,2025-04-15,evaluation,0.0,4417.29,-4417.29,34.43049999999948
exp003,42,2025-04-15 19:40:00,2025-04-15,evaluation,0.0,4489.9329,-4489.9329,-72.64289999999983
exp003,42,2025-04-15 19:50:00,2025-04-15,evaluation,0.0,4506.441500000001,-4506.441500000001,-16.508600000001024
exp003,42,2025-04-15 20:00:00,2025-04-15,evaluation,0.0,4365.13,-4365.13,141.3115000000007
exp003,42,2025-04-15 20:10:00,2025-04-15,evaluation,0.0,4160.6563,-4160.6563,204.47370000000046
exp003,42,2025-04-15 20:20:00,2025-04-15,evaluation,0.0,4166.3512,-4166.3512,-5.694900000000416
exp003,42,2025-04-15 20:30:00,2025-04-15,evaluation,0.0,3402.6580041298243,-3402.6580041298243,763.6931958701757
exp003,42,2025-04-15 20:40:00,2025-04-15,evaluation,0.0,0.0,0.0,3402.6580041298243
exp003,42,2025-04-15 20:50:00,2025-04-15,evaluation,0.0,0.0,0.0,0.0
exp003,42,2025-04-15 21:00:00,2025-04-15,evaluation,0.0,0.0,0.0,0.0
exp003,42,2025-04-15 21:10:00,2025-04-15,evaluation,0.0,0.0,0.0,0.0
exp003,42,2025-04-15 21:20:00,2025-04-15,evaluation,153.74045859375042,0.0,153.74045859375042,153.74045859375042
exp003,42,2025-04-15 21:30:00,2025-04-15,evaluation,245.69994140625022,0.0,245.69994140625022,91.9594828124998
exp003,42,2025-04-15 21:40:00,2025-04-15,evaluation,0.0,124.12821015625013,-124.12821015625013,-369.82815156250035
exp003,42,2025-04-15 21:50:00,2025-04-15,evaluation,0.0,235.36814984375056,-235.36814984375056,-111.23993968750042
exp003,42,2025-04-15 22:00:00,2025-04-15,evaluation,0.0,0.0,0.0,235.36814984375056
exp003,42,2025-04-15 22:10:00,2025-04-15,evaluation,3964.404563411459,0.0,3964.404563411459,3964.404563411459
exp003,42,2025-04-15 22:20:00,2025-04-15,evaluation,0.0,3204.1796000000004,-3204.1796000000004,-7168.5841634114595
exp003,42,2025-04-15 22:30:00,2025-04-15,evaluation,221.75991210937514,0.0,221.75991210937514,3425.9395121093758
exp003,42,2025-04-15 22:40:00,2025-04-15,evaluation,163.32617148437475,0.0,163.32617148437475,-58.43374062500038
exp003,42,2025-04-15 22:50:00,2025-04-15,evaluation,54.67391953124957,0.0,54.67391953124957,-108.65225195312519
exp003,42,2025-04-15 23:00:00,2025-04-15,evaluation,20.11997070312509,0.0,20.11997070312509,-34.553948828124476
exp003,42,2025-04-15 23:10:00,2025-04-15,evaluation,224.64627734374994,0.0,224.64627734374994,204.52630664062485
exp003,42,2025-04-15 23:20:00,2025-04-15,evaluation,260.86726914062524,0.0,260.86726914062524,36.220991796875296
exp003,42,2025-04-15 23:30:00,2025-04-15,evaluation,65.11004882812495,0.0,65.11004882812495,-195.7572203125003
exp003,42,2025-04-15 23:40:00,2025-04-15,evaluation,0.0,1.1251906249997319,-1.1251906249997319,-66.23523945312468
exp003,42,2025-04-15 23:50:00,2025-04-15,evaluation,156.3373980468748,0.0,156.3373980468748,157.46258867187453
exp003,42,2025-04-16 00:00:00,2025-04-15,evaluation,275.2199902343748,0.0,275.2199902343748,118.8825921875
exp003,42,2025-06-07 00:10:00,2025-06-07,evaluation,3251.759717513019,0.0,3251.759717513019,3251.759717513019
exp003,42,2025-06-07 00:20:00,2025-06-07,evaluation,4221.729753906251,0.0,4221.729753906251,969.970036393232
exp003,42,2025-06-07 00:30:00,2025-06-07,evaluation,0.0,1029.2599804687502,-1029.2599804687502,-5250.989734375002
exp003,42,2025-06-07 00:40:00,2025-06-07,evaluation,0.0,477.5366703125002,-477.5366703125002,551.72331015625
exp003,42,2025-06-07 00:50:00,2025-06-07,evaluation,0.0,230.4421542968746,-230.4421542968746,247.09451601562557
exp003,42,2025-06-07 01:00:00,2025-06-07,evaluation,0.0,557.939970703125,-557.939970703125,-327.4978164062504
exp003,42,2025-06-07 01:10:00,2025-06-07,evaluation,0.0,634.8067996093752,-634.8067996093752,-76.86682890625013
exp003,42,2025-06-07 01:20:00,2025-06-07,evaluation,0.0,447.74564804687475,-447.74564804687475,187.0611515625004
exp003,42,2025-06-07 01:30:00,2025-06-07,evaluation,0.0,250.55992187499976,-250.55992187499976,197.185726171875
exp003,42,2025-06-07 01:40:00,2025-06-07,evaluation,0.0,275.90397929687504,-275.90397929687504,-25.344057421875277
exp003,42,2025-06-07 01:50:00,2025-06-07,evaluation,0.0,468.73870546875,-468.73870546875,-192.834726171875
exp003,42,2025-06-07 02:00:00,2025-06-07,evaluation,0.0,618.3500781249999,-618.3500781249999,-149.61137265624984
exp003,42,2025-06-07 02:10:00,2025-06-07,evaluation,0.0,524.3569414062499,-524.3569414062499,93.99313671874995
exp003,42,2025-06-07 02:20:00,2025-06-07,evaluation,0.0,353.00870546875024,-353.00870546875024,171.34823593749968
exp003,42,2025-06-07 02:30:00,2025-06-07,evaluation,0.0,191.93000000000006,-191.93000000000006,161.07870546875017
exp003,42,2025-06-07 02:40:00,2025-06-07,evaluation,1.394389062499954,0.0,1.394389062499954,193.32438906250002
exp003,42,2025-06-07 02:50:00,2025-06-07,evaluation,108.71562812499985,0.0,108.71562812499985,107.3212390624999
exp003,42,2025-06-07 03:00:00,2025-06-07,evaluation,48.29990234375009,0.0,48.29990234375009,-60.41572578124976
exp003,42,2025-06-07 03:10:00,2025-06-07,evaluation,0.0,115.1146917968689,-115.1146917968689,-163.414594140619
exp003,42,2025-06-07 03:20:00,2025-06-07,evaluation,0.0,69.70077851562496,-69.70077851562496,45.413913281243936
exp003,42,2025-06-07 03:30:00,2025-06-07,evaluation,1.1301171875004457,0.0,1.1301171875004457,70.8308957031254
exp003,42,2025-06-07 03:40:00,2025-06-07,evaluation,0.0,324.39827499923763,-324.39827499923763,-325.5283921867381
exp003,42,2025-06-07 03:50:00,2025-06-07,evaluation,0.0,248.54838867187493,-248.54838867187493,75.8498863273627
exp003,42,2025-06-07 04:00:00,2025-06-07,evaluation,163.22995117187543,0.0,163.22995117187543,411.77833984375036
exp003,42,2025-06-07 04:10:00,2025-06-07,evaluation,32.315114060306996,0.0,32.315114060306996,-130.91483711156843
exp003,42,2025-06-07 04:20:00,2025-06-07,evaluation,0.0,105.41880781249984,-105.41880781249984,-137.73392187280683
exp003,42,2025-06-07 04:30:00,2025-06-07,evaluation,0.0,17.100078124999982,-17.100078124999982,88.31872968749985
exp003,42,2025-06-07 04:40:00,2025-06-07,evaluation,0.0,25.02705555000307,-25.02705555000307,-7.926977425003088
exp003,42,2025-06-07 04:50:00,2025-06-07,evaluation,0.0,4.074683593749683,-4.074683593749683,20.952371956253387
exp003,42,2025-06-07 05:00:00,2025-06-07,evaluation,93.51010742187509,0.0,93.51010742187509,97.58479101562477
exp003,42,2025-06-07 05:10:00,2025-06-07,evaluation,133.7473677734372,0.0,133.7473677734372,40.2372603515621
exp003,42,2025-06-07 05:20:00,2025-06-07,evaluation,16.966966845702586,0.0,16.966966845702586,-116.7804009277346
exp003,42,2025-06-07 05:30:00,2025-06-07,evaluation,0.0,231.02994506835955,-231.02994506835955,-247.99691191406214
exp003,42,2025-06-07 05:40:00,2025-06-07,evaluation,4553.923312158203,0.0,4553.923312158203,4784.9532572265625
exp003,42,2025-06-07 05:50:00,2025-06-07,evaluation,0.0,2366.7891,-2366.7891,-6920.712412158203
exp003,42,2025-06-07 06:00:00,2025-06-07,evaluation,0.0,1796.2687356011347,-1796.2687356011347,570.5203643988652
exp003,42,2025-06-07 06:10:00,2025-06-07,evaluation,0.0,0.0,0.0,1796.2687356011347
exp003,42,2025-06-07 06:20:00,2025-06-07,evaluation,0.0,0.0,0.0,0.0
exp003,42,2025-06-07 06:30:00,2025-06-07,evaluation,0.0,0.0,0.0,0.0
exp003,42,2025-06-07 06:40:00,2025-06-07,evaluation,0.0,0.0,0.0,0.0
exp003,42,2025-06-07 06:50:00,2025-06-07,evaluation,0.0,0.0,0.0,0.0
exp003,42,2025-06-07 07:00:00,2025-06-07,evaluation,0.0,0.0,0.0,0.0
exp003,42,2025-06-07 07:10:00,2025-06-07,evaluation,0.0,0.0,0.0,0.0
exp003,42,2025-06-07 07:20:00,2025-06-07,evaluation,0.0,0.0,0.0,0.0
exp003,42,2025-06-07 07:30:00,2025-06-07,evaluation,0.0,0.0,0.0,0.0
exp003,42,2025-06-07 07:40:00,2025-06-07,evaluation,0.0,0.0,0.0,0.0
exp003,42,2025-06-07 07:50:00,2025-06-07,evaluation,154.91500000000042,0.0,154.91500000000042,154.91500000000042
exp003,42,2025-06-07 08:00:00,2025-06-07,evaluation,354.2950000000001,0.0,354.2950000000001,199.37999999999965
exp003,42,2025-06-07 08:10:00,2025-06-07,evaluation,253.5398,0.0,253.5398,-100.75520000000006
exp003,42,2025-06-07 08:20:00,2025-06-07,evaluation,347.22569999999996,0.0,347.22569999999996,93.68589999999995
exp003,42,2025-06-07 08:30:00,2025-06-07,evaluation,695.4324999999999,0.0,695.4324999999999,348.20679999999993
exp003,42,2025-06-07 08:40:00,2025-06-07,evaluation,858.9908,0.0,858.9908,163.55830000000014
exp003,42,2025-06-07 08:50:00,2025-06-07,evaluation,740.0934999999995,0.0,740.0934999999995,-118.89730000000054
exp003,42,2025-06-07 09:00:00,2025-06-07,evaluation,531.7825000000003,0.0,531.7825000000003,-208.31099999999924
exp003,42,2025-06-07 09:10:00,2025-06-07,evaluation,557.1558999999997,0.0,557.1558999999997,25.373399999999492
exp003,42,2025-06-07 09:20:00,2025-06-07,evaluation,854.4404999999997,0.0,854.4404999999997,297.28459999999995
exp003,42,2025-06-07 09:30:00,2025-06-07,evaluation,1191.3574999999996,0.0,1191.3574999999996,336.9169999999999
exp003,42,2025-06-07 09:40:00,2025-06-07,evaluation,1240.7720999999997,0.0,1240.7720999999997,49.414600000000064
exp003,42,2025-06-07 09:50:00,2025-06-07,evaluation,1089.4828999999995,0.0,1089.4828999999995,-151.28920000000016
exp003,42,2025-06-07 10:00:00,2025-06-07,evaluation,1042.7824999999998,0.0,1042.7824999999998,-46.70039999999972
exp003,42,2025-06-07 10:10:00,2025-06-07,evaluation,1360.3896000000004,0.0,1360.3896000000004,317.6071000000006
exp003,42,2025-06-07 10:20:00,2025-06-07,evaluation,1682.2937999999995,0.0,1682.2937999999995,321.90419999999904
exp003,42,2025-06-07 10:30:00,2025-06-07,evaluation,1809.6400000000003,0.0,1809.6400000000003,127.34620000000086
exp003,42,2025-06-07 10:40:00,2025-06-07,evaluation,1885.5595000000003,0.0,1885.5595000000003,75.91949999999997
exp003,42,2025-06-07 10:50:00,2025-06-07,evaluation,2136.3542999999995,0.0,2136.3542999999995,250.7947999999992
exp003,42,2025-06-07 11:00:00,2025-06-07,evaluation,2453.8575,0.0,2453.8575,317.50320000000056
exp003,42,2025-06-07 11:10:00,2025-06-07,evaluation,2569.047,0.0,2569.047,115.18949999999995
exp003,42,2025-06-07 11:20:00,2025-06-07,evaluation,2934.0317,0.0,2934.0317,364.9847
exp003,42,2025-06-07 11:30:00,2025-06-07,evaluation,3217.13,0.0,3217.13,283.0983000000001
exp003,42,2025-06-07 11:40:00,2025-06-07,evaluation,2623.6736000000005,0.0,2623.6736000000005,-593.4563999999996
exp003,42,2025-06-07 11:50:00,2025-06-07,evaluation,2312.8421000000003,0.0,2312.8421000000003,-310.83150000000023
exp003,42,2025-06-07 12:00:00,2025-06-07,evaluation,2442.455,0.0,2442.455,129.61289999999963
exp003,42,2025-06-07 12:10:00,2025-06-07,evaluation,2075.1366,0.0,2075.1366,-367.3184000000001
exp003,42,2025-06-07 12:20:00,2025-06-07,evaluation,1858.6807000000003,0.0,1858.6807000000003,-216.45589999999947
exp003,42,2025-06-07 12:30:00,2025-06-07,evaluation,2037.335,0.0,2037.335,178.6542999999997
exp003,42,2025-06-07 12:40:00,2025-06-07,evaluation,2159.3734,0.0,2159.3734,122.03839999999991
exp003,42,2025-06-07 12:50:00,2025-06-07,evaluation,2240.2357,0.0,2240.2357,80.86230000000023
exp003,42,2025-06-07 13:00:00,2025-06-07,evaluation,2096.8899999999994,0.0,2096.8899999999994,-143.34570000000076
exp003,42,2025-06-07 13:10:00,2025-06-07,evaluation,1549.9267,0.0,1549.9267,-546.9632999999994
exp003,42,2025-06-07 13:20:00,2025-06-07,evaluation,1663.2277000000004,0.0,1663.2277000000004,113.30100000000039
exp003,42,2025-06-07 13:30:00,2025-06-07,evaluation,2264.99,0.0,2264.99,601.7622999999994
exp003,42,2025-06-07 13:40:00,2025-06-07,evaluation,2079.5263,0.0,2079.5263,-185.4636999999998
exp003,42,2025-06-07 13:50:00,2025-06-07,evaluation,1592.9350000000004,0.0,1592.9350000000004,-486.5912999999996
exp003,42,2025-06-07 14:00:00,2025-06-07,evaluation,1226.58,0.0,1226.58,-366.3550000000005
exp003,42,2025-06-07 14:10:00,2025-06-07,evaluation,531.3536752328953,0.0,531.3536752328953,-695.2263247671046
exp003,42,2025-06-07 14:20:00,2025-06-07,evaluation,0.0,0.0,0.0,-531.3536752328953
exp003,42,2025-06-07 14:30:00,2025-06-07,evaluation,0.0,0.0,0.0,0.0
exp003,42,2025-06-07 14:40:00,2025-06-07,evaluation,0.0,0.0,0.0,0.0
exp003,42,2025-06-07 14:50:00,2025-06-07,evaluation,0.0,0.0,0.0,0.0
exp003,42,2025-06-07 15:00:00,2025-06-07,evaluation,0.0,0.0,0.0,0.0
exp003,42,2025-06-07 15:10:00,2025-06-07,evaluation,0.0,0.0,0.0,0.0
exp003,42,2025-06-07 15:20:00,2025-06-07,evaluation,0.0,0.0,0.0,0.0
exp003,42,2025-06-07 15:30:00,2025-06-07,evaluation,0.0,60.92000000000007,-60.92000000000007,-60.92000000000007
exp003,42,2025-06-07 15:40:00,2025-06-07,evaluation,67.68888888888524,0.0,67.68888888888524,128.6088888888853
exp003,42,2025-06-07 15:50:00,2025-06-07,evaluation,0.0,0.0,0.0,-67.68888888888524
exp003,42,2025-06-07 16:00:00,2025-06-07,evaluation,0.0,0.0,0.0,0.0
exp003,42,2025-06-07 16:10:00,2025-06-07,evaluation,0.0,140.34792031250032,-140.34792031250032,-140.34792031250032
exp003,42,2025-06-07 16:20:00,2025-06-07,evaluation,0.0,202.4899390625,-202.4899390625,-62.14201874999969
