date,variant,label,load_shift_kw,pv_shift_kw,shift_rms_kw
2025-03-21,no_season,exp004 无季节,0.0,0.0,0.0
2025-03-22,no_season,exp004 无季节,0.0,0.0,0.0
2025-03-23,no_season,exp004 无季节,0.0,0.0,0.0
2025-03-24,no_season,exp004 无季节,0.0,0.0,0.0
2025-03-25,no_season,exp004 无季节,0.0,0.0,0.0
2025-03-26,no_season,exp004 无季节,0.0,0.0,0.0
2025-03-27,no_season,exp004 无季节,0.0,0.0,0.0
2025-03-28,no_season,exp004 无季节,0.0,0.0,0.0
2025-03-29,no_season,exp004 无季节,0.0,0.0,0.0
2025-03-30,no_season,exp004 无季节,0.0,0.0,0.0
2025-03-31,no_season,exp004 无季节,0.0,0.0,0.0
2025-04-01,no_season,exp004 无季节,0.0,0.0,0.0
2025-04-02,no_season,exp004 无季节,0.0,0.0,0.0
2025-04-03,no_season,exp004 无季节,0.0,0.0,0.0
2025-04-04,no_season,exp004 无季节,0.0,0.0,0.0
2025-04-05,no_season,exp004 无季节,0.0,0.0,0.0
2025-04-06,no_season,exp004 无季节,0.0,0.0,0.0
2025-04-07,no_season,exp004 无季节,0.0,0.0,0.0
2025-04-08,no_season,exp004 无季节,0.0,0.0,0.0
2025-04-09,no_season,exp004 无季节,0.0,0.0,0.0
2025-04-10,no_season,exp004 无季节,0.0,0.0,0.0
2025-04-11,no_season,exp004 无季节,0.0,0.0,0.0
2025-04-12,no_season,exp004 无季节,0.0,0.0,0.0
2025-04-13,no_season,exp004 无季节,0.0,0.0,0.0
2025-04-14,no_season,exp004 无季节,0.0,0.0,0.0
2025-04-15,no_season,exp004 无季节,0.0,0.0,0.0
2025-04-16,no_season,exp004 无季节,0.0,0.0,0.0
2025-04-17,no_season,exp004 无季节,0.0,0.0,0.0
2025-04-18,no_season,exp004 无季节,0.0,0.0,0.0
2025-04-19,no_season,exp004 无季节,0.0,0.0,0.0
2025-04-20,no_season,exp004 无季节,0.0,0.0,0.0
2025-04-21,no_season,exp004 无季节,0.0,0.0,0.0
2025-04-22,no_season,exp004 无季节,0.0,0.0,0.0
2025-04-23,no_season,exp004 无季节,0.0,0.0,0.0
2025-04-24,no_season,exp004 无季节,0.0,0.0,0.0
2025-04-25,no_season,exp004 无季节,0.0,0.0,0.0
2025-04-26,no_season,exp004 无季节,0.0,0.0,0.0
2025-04-27,no_season,exp004 无季节,0.0,0.0,0.0
2025-04-28,no_season,exp004 无季节,0.0,0.0,0.0
2025-04-29,no_season,exp004 无季节,0.0,0.0,0.0
2025-04-30,no_season,exp004 无季节,0.0,0.0,0.0
2025-05-01,no_season,exp004 无季节,0.0,0.0,0.0
2025-05-02,no_season,exp004 无季节,0.0,0.0,0.0
2025-05-03,no_season,exp004 无季节,0.0,0.0,0.0
2025-05-04,no_season,exp004 无季节,0.0,0.0,0.0
2025-05-05,no_season,exp004 无季节,0.0,0.0,0.0
2025-05-06,no_season,exp004 无季节,0.0,0.0,0.0
2025-05-07,no_season,exp004 无季节,0.0,0.0,0.0
2025-05-08,no_season,exp004 无季节,0.0,0.0,0.0
2025-05-09,no_season,exp004 无季节,0.0,0.0,0.0
2025-05-10,no_season,exp004 无季节,0.0,0.0,0.0
2025-05-11,no_season,exp004 无季节,0.0,0.0,0.0
2025-05-12,no_season,exp004 无季节,0.0,0.0,0.0
2025-05-13,no_season,exp004 无季节,0.0,0.0,0.0
2025-05-14,no_season,exp004 无季节,0.0,0.0,0.0
2025-05-15,no_season,exp004 无季节,0.0,0.0,0.0
2025-05-16,no_season,exp004 无季节,0.0,0.0,0.0
2025-05-17,no_season,exp004 无季节,0.0,0.0,0.0
2025-05-18,no_season,exp004 无季节,0.0,0.0,0.0
2025-05-19,no_season,exp004 无季节,0.0,0.0,0.0
2025-05-20,no_season,exp004 无季节,0.0,0.0,0.0
2025-05-21,no_season,exp004 无季节,0.0,0.0,0.0
2025-05-22,no_season,exp004 无季节,0.0,0.0,0.0
2025-05-23,no_season,exp004 无季节,0.0,0.0,0.0
2025-05-24,no_season,exp004 无季节,0.0,0.0,0.0
2025-05-25,no_season,exp004 无季节,0.0,0.0,0.0
2025-05-26,no_season,exp004 无季节,0.0,0.0,0.0
2025-05-27,no_season,exp004 无季节,0.0,0.0,0.0
2025-05-28,no_season,exp004 无季节,0.0,0.0,0.0
2025-05-29,no_season,exp004 无季节,0.0,0.0,0.0
2025-05-30,no_season,exp004 无季节,0.0,0.0,0.0
2025-05-31,no_season,exp004 无季节,0.0,0.0,0.0
2025-06-01,no_season,exp004 无季节,0.0,0.0,0.0
2025-06-02,no_season,exp004 无季节,0.0,0.0,0.0
2025-06-03,no_season,exp004 无季节,0.0,0.0,0.0
2025-06-04,no_season,exp004 无季节,0.0,0.0,0.0
2025-06-05,no_season,exp004 无季节,0.0,0.0,0.0
2025-06-06,no_season,exp004 无季节,0.0,0.0,0.0
2025-06-07,no_season,exp004 无季节,0.0,0.0,0.0
2025-06-08,no_season,exp004 无季节,0.0,0.0,0.0
2025-06-09,no_season,exp004 无季节,0.0,0.0,0.0
2025-06-10,no_season,exp004 无季节,0.0,0.0,0.0
2025-06-11,no_season,exp004 无季节,0.0,0.0,0.0
2025-06-12,no_season,exp004 无季节,0.0,0.0,0.0
2025-06-13,no_season,exp004 无季节,0.0,0.0,0.0
2025-06-14,no_season,exp004 无季节,0.0,0.0,0.0
2025-06-15,no_season,exp004 无季节,0.0,0.0,0.0
2025-06-16,no_season,exp004 无季节,0.0,0.0,0.0
2025-06-17,no_season,exp004 无季节,0.0,0.0,0.0
2025-06-18,no_season,exp004 无季节,0.0,0.0,0.0
2025-06-19,no_season,exp004 无季节,0.0,0.0,0.0
2025-06-20,no_season,exp004 无季节,0.0,0.0,0.0
2025-06-21,no_season,exp004 无季节,0.0,0.0,0.0
2025-06-22,no_season,exp004 无季节,0.0,0.0,0.0
2025-06-23,no_season,exp004 无季节,0.0,0.0,0.0
2025-06-24,no_season,exp004 无季节,0.0,0.0,0.0
2025-06-25,no_season,exp004 无季节,0.0,0.0,0.0
2025-06-26,no_season,exp004 无季节,0.0,0.0,0.0
2025-06-27,no_season,exp004 无季节,0.0,0.0,0.0
2025-06-28,no_season,exp004 无季节,0.0,0.0,0.0
2025-06-29,no_season,exp004 无季节,0.0,0.0,0.0
2025-06-30,no_season,exp004 无季节,0.0,0.0,0.0
2025-07-01,no_season,exp004 无季节,0.0,0.0,0.0
2025-07-02,no_season,exp004 无季节,0.0,0.0,0.0
2025-07-03,no_season,exp004 无季节,0.0,0.0,0.0
2025-07-04,no_season,exp004 无季节,0.0,0.0,0.0
2025-07-05,no_season,exp004 无季节,0.0,0.0,0.0
2025-07-06,no_season,exp004 无季节,0.0,0.0,0.0
2025-07-07,no_season,exp004 无季节,0.0,0.0,0.0
2025-07-08,no_season,exp004 无季节,0.0,0.0,0.0
2025-07-09,no_season,exp004 无季节,0.0,0.0,0.0
2025-07-10,no_season,exp004 无季节,0.0,0.0,0.0
2025-07-11,no_season,exp004 无季节,0.0,0.0,0.0
2025-07-12,no_season,exp004 无季节,0.0,0.0,0.0
2025-07-13,no_season,exp004 无季节,0.0,0.0,0.0
2025-07-14,no_season,exp004 无季节,0.0,0.0,0.0
2025-07-15,no_season,exp004 无季节,0.0,0.0,0.0
2025-07-16,no_season,exp004 无季节,0.0,0.0,0.0
2025-07-17,no_season,exp004 无季节,0.0,0.0,0.0
2025-07-18,no_season,exp004 无季节,0.0,0.0,0.0
2025-07-19,no_season,exp004 无季节,0.0,0.0,0.0
2025-07-20,no_season,exp004 无季节,0.0,0.0,0.0
2025-07-21,no_season,exp004 无季节,0.0,0.0,0.0
2025-07-22,no_season,exp004 无季节,0.0,0.0,0.0
2025-07-23,no_season,exp004 无季节,0.0,0.0,0.0
2025-07-24,no_season,exp004 无季节,0.0,0.0,0.0
2025-07-25,no_season,exp004 无季节,0.0,0.0,0.0
2025-07-26,no_season,exp004 无季节,0.0,0.0,0.0
2025-07-27,no_season,exp004 无季节,0.0,0.0,0.0
2025-07-28,no_season,exp004 无季节,0.0,0.0,0.0
2025-07-29,no_season,exp004 无季节,0.0,0.0,0.0
2025-07-30,no_season,exp004 无季节,0.0,0.0,0.0
2025-07-31,no_season,exp004 无季节,0.0,0.0,0.0
2025-08-01,no_season,exp004 无季节,0.0,0.0,0.0
2025-08-02,no_season,exp004 无季节,0.0,0.0,0.0
2025-08-03,no_season,exp004 无季节,0.0,0.0,0.0
2025-08-04,no_season,exp004 无季节,0.0,0.0,0.0
2025-08-05,no_season,exp004 无季节,0.0,0.0,0.0
2025-08-06,no_season,exp004 无季节,0.0,0.0,0.0
2025-08-07,no_season,exp004 无季节,0.0,0.0,0.0
2025-08-08,no_season,exp004 无季节,0.0,0.0,0.0
2025-08-09,no_season,exp004 无季节,0.0,0.0,0.0
2025-08-10,no_season,exp004 无季节,0.0,0.0,0.0
2025-08-11,no_season,exp004 无季节,0.0,0.0,0.0
2025-08-12,no_season,exp004 无季节,0.0,0.0,0.0
2025-08-13,no_season,exp004 无季节,0.0,0.0,0.0
2025-08-14,no_season,exp004 无季节,0.0,0.0,0.0
2025-08-15,no_season,exp004 无季节,0.0,0.0,0.0
2025-08-16,no_season,exp004 无季节,0.0,0.0,0.0
2025-08-17,no_season,exp004 无季节,0.0,0.0,0.0
2025-08-18,no_season,exp004 无季节,0.0,0.0,0.0
2025-08-19,no_season,exp004 无季节,0.0,0.0,0.0
2025-08-20,no_season,exp004 无季节,0.0,0.0,0.0
2025-08-21,no_season,exp004 无季节,0.0,0.0,0.0
2025-08-22,no_season,exp004 无季节,0.0,0.0,0.0
2025-08-23,no_season,exp004 无季节,0.0,0.0,0.0
2025-08-24,no_season,exp004 无季节,0.0,0.0,0.0
2025-08-25,no_season,exp004 无季节,0.0,0.0,0.0
2025-08-26,no_season,exp004 无季节,0.0,0.0,0.0
2025-08-27,no_season,exp004 无季节,0.0,0.0,0.0
2025-08-28,no_season,exp004 无季节,0.0,0.0,0.0
2025-08-29,no_season,exp004 无季节,0.0,0.0,0.0
2025-08-30,no_season,exp004 无季节,0.0,0.0,0.0
2025-08-31,no_season,exp004 无季节,0.0,0.0,0.0
2025-09-01,no_season,exp004 无季节,0.0,0.0,0.0
2025-09-02,no_season,exp004 无季节,0.0,0.0,0.0
2025-09-03,no_season,exp004 无季节,0.0,0.0,0.0
2025-09-04,no_season,exp004 无季节,0.0,0.0,0.0
2025-09-05,no_season,exp004 无季节,0.0,0.0,0.0
2025-09-06,no_season,exp004 无季节,0.0,0.0,0.0
2025-09-07,no_season,exp004 无季节,0.0,0.0,0.0
2025-09-08,no_season,exp004 无季节,0.0,0.0,0.0
2025-09-09,no_season,exp004 无季节,0.0,0.0,0.0
2025-09-10,no_season,exp004 无季节,0.0,0.0,0.0
2025-09-11,no_season,exp004 无季节,0.0,0.0,0.0
2025-09-12,no_season,exp004 无季节,0.0,0.0,0.0
2025-09-13,no_season,exp004 无季节,0.0,0.0,0.0
2025-09-14,no_season,exp004 无季节,0.0,0.0,0.0
2025-09-15,no_season,exp004 无季节,0.0,0.0,0.0
2025-09-16,no_season,exp004 无季节,0.0,0.0,0.0
2025-09-17,no_season,exp004 无季节,0.0,0.0,0.0
2025-09-18,no_season,exp004 无季节,0.0,0.0,0.0
2025-09-19,no_season,exp004 无季节,0.0,0.0,0.0
2025-09-20,no_season,exp004 无季节,0.0,0.0,0.0
2025-09-21,no_season,exp004 无季节,0.0,0.0,0.0
2025-09-22,no_season,exp004 无季节,0.0,0.0,0.0
2025-09-23,no_season,exp004 无季节,0.0,0.0,0.0
2025-09-24,no_season,exp004 无季节,0.0,0.0,0.0
2025-09-25,no_season,exp004 无季节,0.0,0.0,0.0
2025-09-26,no_season,exp004 无季节,0.0,0.0,0.0
2025-09-27,no_season,exp004 无季节,0.0,0.0,0.0
2025-09-28,no_season,exp004 无季节,0.0,0.0,0.0
2025-09-29,no_season,exp004 无季节,0.0,0.0,0.0
2025-09-30,no_season,exp004 无季节,0.0,0.0,0.0
2025-10-01,no_season,exp004 无季节,0.0,0.0,0.0
2025-10-02,no_season,exp004 无季节,0.0,0.0,0.0
2025-10-03,no_season,exp004 无季节,0.0,0.0,0.0
2025-10-04,no_season,exp004 无季节,0.0,0.0,0.0
2025-10-05,no_season,exp004 无季节,0.0,0.0,0.0
2025-10-06,no_season,exp004 无季节,0.0,0.0,0.0
2025-10-07,no_season,exp004 无季节,0.0,0.0,0.0
2025-10-08,no_season,exp004 无季节,0.0,0.0,0.0
2025-10-09,no_season,exp004 无季节,0.0,0.0,0.0
2025-10-10,no_season,exp004 无季节,0.0,0.0,0.0
2025-10-11,no_season,exp004 无季节,0.0,0.0,0.0
2025-10-12,no_season,exp004 无季节,0.0,0.0,0.0
2025-10-13,no_season,exp004 无季节,0.0,0.0,0.0
2025-10-14,no_season,exp004 无季节,0.0,0.0,0.0
2025-10-15,no_season,exp004 无季节,0.0,0.0,0.0
2025-10-16,no_season,exp004 无季节,0.0,0.0,0.0
2025-10-17,no_season,exp004 无季节,0.0,0.0,0.0
2025-10-18,no_season,exp004 无季节,0.0,0.0,0.0
2025-10-19,no_season,exp004 无季节,0.0,0.0,0.0
2025-10-20,no_season,exp004 无季节,0.0,0.0,0.0
2025-10-21,no_season,exp004 无季节,0.0,0.0,0.0
2025-10-22,no_season,exp004 无季节,0.0,0.0,0.0
2025-10-23,no_season,exp004 无季节,0.0,0.0,0.0
2025-10-24,no_season,exp004 无季节,0.0,0.0,0.0
2025-10-25,no_season,exp004 无季节,0.0,0.0,0.0
2025-10-26,no_season,exp004 无季节,0.0,0.0,0.0
2025-10-27,no_season,exp004 无季节,0.0,0.0,0.0
2025-10-28,no_season,exp004 无季节,0.0,0.0,0.0
2025-10-29,no_season,exp004 无季节,0.0,0.0,0.0
2025-10-30,no_season,exp004 无季节,0.0,0.0,0.0
2025-10-31,no_season,exp004 无季节,0.0,0.0,0.0
2025-11-01,no_season,exp004 无季节,0.0,0.0,0.0
2025-11-02,no_season,exp004 无季节,0.0,0.0,0.0
2025-11-03,no_season,exp004 无季节,0.0,0.0,0.0
2025-11-04,no_season,exp004 无季节,0.0,0.0,0.0
2025-11-05,no_season,exp004 无季节,0.0,0.0,0.0
2025-11-06,no_season,exp004 无季节,0.0,0.0,0.0
2025-11-07,no_season,exp004 无季节,0.0,0.0,0.0
2025-11-08,no_season,exp004 无季节,0.0,0.0,0.0
2025-11-09,no_season,exp004 无季节,0.0,0.0,0.0
2025-11-10,no_season,exp004 无季节,0.0,0.0,0.0
2025-11-11,no_season,exp004 无季节,0.0,0.0,0.0
2025-11-12,no_season,exp004 无季节,0.0,0.0,0.0
2025-11-13,no_season,exp004 无季节,0.0,0.0,0.0
2025-11-14,no_season,exp004 无季节,0.0,0.0,0.0
2025-11-15,no_season,exp004 无季节,0.0,0.0,0.0
2025-11-16,no_season,exp004 无季节,0.0,0.0,0.0
2025-11-17,no_season,exp004 无季节,0.0,0.0,0.0
2025-11-18,no_season,exp004 无季节,0.0,0.0,0.0
2025-11-19,no_season,exp004 无季节,0.0,0.0,0.0
2025-11-20,no_season,exp004 无季节,0.0,0.0,0.0
2025-11-21,no_season,exp004 无季节,0.0,0.0,0.0
2025-11-22,no_season,exp004 无季节,0.0,0.0,0.0
2025-11-23,no_season,exp004 无季节,0.0,0.0,0.0
2025-11-24,no_season,exp004 无季节,0.0,0.0,0.0
2025-11-25,no_season,exp004 无季节,0.0,0.0,0.0
2025-11-26,no_season,exp004 无季节,0.0,0.0,0.0
2025-11-27,no_season,exp004 无季节,0.0,0.0,0.0
2025-11-28,no_season,exp004 无季节,0.0,0.0,0.0
2025-11-29,no_season,exp004 无季节,0.0,0.0,0.0
2025-11-30,no_season,exp004 无季节,0.0,0.0,0.0
2025-12-01,no_season,exp004 无季节,0.0,0.0,0.0
2025-12-02,no_season,exp004 无季节,0.0,0.0,0.0
2025-12-03,no_season,exp004 无季节,0.0,0.0,0.0
2025-12-04,no_season,exp004 无季节,0.0,0.0,0.0
2025-12-05,no_season,exp004 无季节,0.0,0.0,0.0
2025-12-06,no_season,exp004 无季节,0.0,0.0,0.0
2025-12-07,no_season,exp004 无季节,0.0,0.0,0.0
2025-12-08,no_season,exp004 无季节,0.0,0.0,0.0
2025-12-09,no_season,exp004 无季节,0.0,0.0,0.0
2025-12-10,no_season,exp004 无季节,0.0,0.0,0.0
2025-12-11,no_season,exp004 无季节,0.0,0.0,0.0
2025-12-12,no_season,exp004 无季节,0.0,0.0,0.0
2025-12-13,no_season,exp004 无季节,0.0,0.0,0.0
2025-12-14,no_season,exp004 无季节,0.0,0.0,0.0
2025-12-15,no_season,exp004 无季节,0.0,0.0,0.0
2025-12-16,no_season,exp004 无季节,0.0,0.0,0.0
2025-12-17,no_season,exp004 无季节,0.0,0.0,0.0
2025-12-18,no_season,exp004 无季节,0.0,0.0,0.0
2025-12-19,no_season,exp004 无季节,0.0,0.0,0.0
2025-12-20,no_season,exp004 无季节,0.0,0.0,0.0
2025-12-21,no_season,exp004 无季节,0.0,0.0,0.0
2025-12-22,no_season,exp004 无季节,0.0,0.0,0.0
2025-12-23,no_season,exp004 无季节,0.0,0.0,0.0
2025-12-24,no_season,exp004 无季节,0.0,0.0,0.0
2025-12-25,no_season,exp004 无季节,0.0,0.0,0.0
2025-12-26,no_season,exp004 无季节,0.0,0.0,0.0
2025-12-27,no_season,exp004 无季节,0.0,0.0,0.0
2025-12-28,no_season,exp004 无季节,0.0,0.0,0.0
2025-12-29,no_season,exp004 无季节,0.0,0.0,0.0
2025-12-30,no_season,exp004 无季节,0.0,0.0,0.0
2025-12-31,no_season,exp004 无季节,0.0,0.0,0.0
2025-02-01,causal_season,exp004 历史季节,-1.0128591479948166,0.760356714312016,1.536637270387418
2025-02-02,causal_season,exp004 历史季节,-4.745526612584486,0.8308221980122786,3.805174025882096
2025-02-03,causal_season,exp004 历史季节,-4.415739199955173,0.9457453742558939,3.561265217537628
2025-02-04,causal_season,exp004 历史季节,-2.9211986843056956,1.0262781724999794,2.652211458629266
2025-02-05,causal_season,exp004 历史季节,-2.6224547518738746,1.051219319733963,2.5386744201005844
2025-02-06,causal_season,exp004 历史季节,-2.3285927073961616,1.097176638530582,2.4658815243591374
2025-02-07,causal_season,exp004 历史季节,-1.9965293843104766,1.1690200895621383,2.499479906789662
2025-02-08,causal_season,exp004 历史季节,-6.140695183882343,1.2886792795274882,4.8187290211082185
2025-02-09,causal_season,exp004 历史季节,-10.27838656202793,1.3887446195782758,7.736546356616881
2025-02-10,causal_season,exp004 历史季节,-9.743051186139315,1.4348617578221305,7.342073947626175
2025-02-11,causal_season,exp004 历史季节,-7.921120573350099,1.6204036420564951,6.149173823715647
2025-02-12,causal_season,exp004 历史季节,-7.418693703887232,1.7658201709277115,5.8970946860200035
2025-02-13,causal_season,exp004 历史季节,-7.009269263451298,1.906231508577899,5.746742591255844
2025-02-14,causal_season,exp004 历史季节,-6.623949816348754,2.168754015647592,5.676116445303798
2025-02-15,causal_season,exp004 历史季节,-10.851609292461394,2.2773198586588927,8.40969042757531
2025-02-16,causal_season,exp004 历史季节,-14.891378819925864,2.3910260120383686,11.259841011168644
2025-02-17,causal_season,exp004 历史季节,-14.082412677917205,2.4870408808546483,10.738235110507965
2025-02-18,causal_season,exp004 历史季节,-11.779699277864895,2.6870585219214167,9.28520367318676
2025-02-19,causal_season,exp004 历史季节,-10.973378333679541,2.8523853938891945,8.84111632180608
2025-02-20,causal_season,exp004 历史季节,-10.101924714173645,3.001332189721488,8.389589282829444
2025-02-21,causal_season,exp004 历史季节,-9.435978434311956,3.1768272455536835,8.123307833581771
2025-02-22,causal_season,exp004 历史季节,-13.544204359053232,3.336108961680621,10.759412579830634
2025-02-23,causal_season,exp004 历史季节,-17.526837532449136,3.383095869158699,13.493356585226746
2025-02-24,causal_season,exp004 历史季节,-16.367906144105934,3.509345982274792,12.74245149030103
2025-02-25,causal_season,exp004 历史季节,-13.516546336562776,3.703968050087662,10.957884452422334
2025-02-26,causal_season,exp004 历史季节,-12.397763596054526,3.9881102115276557,10.42510449336457
2025-02-27,causal_season,exp004 历史季节,-11.376526995743108,4.137746027247008,9.897033320420052
2025-02-28,causal_season,exp004 历史季节,-10.480297513869216,4.3236267484464275,9.549049277934422
2025-03-01,causal_season,exp004 历史季节,-14.53159351461764,4.421188422170641,11.99253519328904
2025-03-02,causal_season,exp004 历史季节,-19.349229997565565,4.353655498528726,15.253937859107577
2025-03-03,causal_season,exp004 历史季节,-18.72983147680918,4.161956539740605,14.930274093971668
2025-03-04,causal_season,exp004 历史季节,-15.95313794676885,3.939649592128189,13.288809214086664
2025-03-05,causal_season,exp004 历史季节,-15.255966626500927,3.8323342696240306,13.045275416015038
2025-03-06,causal_season,exp004 历史季节,-14.661234485437591,3.856814811440811,12.918122961984286
2025-03-07,causal_season,exp004 历史季节,-14.163165793375336,3.849042597921139,12.929071560089398
2025-03-08,causal_season,exp004 历史季节,-19.058353901701267,3.779507021489908,16.116879629510784
2025-03-09,causal_season,exp004 历史季节,-23.463302980697623,3.8246312618580984,19.121968277396387
2025-03-10,causal_season,exp004 历史季节,-22.28432297381231,3.9384142623398635,18.577558285403654
2025-03-11,causal_season,exp004 历史季节,-18.616481715465845,3.766130933327866,16.509713979843966
2025-03-12,causal_season,exp004 历史季节,-17.546454062003747,3.754887209649819,16.06677101591031
2025-03-13,causal_season,exp004 历史季节,-16.348131577464205,3.8304001721060956,15.604733215691079
2025-03-14,causal_season,exp004 历史季节,-15.070456737006879,3.632672373456099,15.143836851559264
2025-03-15,causal_season,exp004 历史季节,-19.416693449927145,3.698636462623769,17.759925558773272
2025-03-16,causal_season,exp004 历史季节,-23.267942839755563,3.5271889270579777,20.307483832379862
2025-03-17,causal_season,exp004 历史季节,-21.403919172568312,3.5228512591687564,19.242125722891636
2025-03-18,causal_season,exp004 历史季节,-17.02287613249929,3.7411351047664363,16.86633007119432
2025-03-19,causal_season,exp004 历史季节,-15.521550082036477,3.7140500632514173,16.16892589196654
2025-03-20,causal_season,exp004 历史季节,-14.128131249611865,3.7496452960343998,15.593195876465135
2025-03-21,causal_season,exp004 历史季节,-12.571408488568782,3.6486572568801177,14.957268107438923
2025-03-22,causal_season,exp004 历史季节,-16.302949556747244,3.7963633717891176,16.859498637430566
2025-03-23,causal_season,exp004 历史季节,-20.03160933480603,3.688088016129195,18.872891743798526
2025-03-24,causal_season,exp004 历史季节,-17.774585553184316,3.7491078583143054,17.59414714403634
2025-03-25,causal_season,exp004 历史季节,-12.84221110923678,3.7640681863966896,14.987777459562926
2025-03-26,causal_season,exp004 历史季节,-10.580755099976939,3.611786103498258,13.875416125201669
2025-03-27,causal_season,exp004 历史季节,-8.623165722074127,3.71117317719397,13.08244617339137
2025-03-28,causal_season,exp004 历史季节,-6.578575820871978,3.642666802819404,12.280961846808353
2025-03-29,causal_season,exp004 历史季节,-10.203156397862433,3.6275005621062584,13.289545441013043
2025-03-30,causal_season,exp004 历史季节,-13.444789407605251,3.8178028730631204,14.752251278798337
2025-03-31,causal_season,exp004 历史季节,-10.773910045618125,3.8870810070071165,13.188137981001333
2025-04-01,causal_season,exp004 历史季节,-5.603527902302902,3.729667639922542,11.014864271729557
2025-04-02,causal_season,exp004 历史季节,-3.1038129237471233,3.375246951481209,10.105569981271719
2025-04-03,causal_season,exp004 历史季节,-0.8225103024179626,2.9813158152855284,9.363882163056983
2025-04-04,causal_season,exp004 历史季节,1.322287483164372,2.863996405867651,9.03495130151903
2025-04-05,causal_season,exp004 历史季节,-1.887413800426016,2.878350485330872,8.836517578889397
2025-04-06,causal_season,exp004 历史季节,-4.419230713797223,2.623107413565818,9.23592044184958
2025-04-07,causal_season,exp004 历史季节,-2.0860440095321797,2.499404320755355,8.204476907702185
2025-04-08,causal_season,exp004 历史季节,2.8389236352450666,2.3761578817911357,7.633355628797049
2025-04-09,causal_season,exp004 历史季节,5.0337067947920895,2.2187788238588895,7.825925090629548
2025-04-10,causal_season,exp004 历史季节,7.007323150916512,1.7672701149528436,8.313833102194703
2025-04-11,causal_season,exp004 历史季节,8.881738148995904,1.5756123013257677,8.817040662822507
2025-04-12,causal_season,exp004 历史季节,6.217064743150597,1.5189402108443508,7.359720198191214
2025-04-13,causal_season,exp004 历史季节,3.761899380648897,1.2749866590830896,6.45504134068236
2025-04-14,causal_season,exp004 历史季节,5.872674012685454,1.0357786775640172,6.8539921584295636
2025-04-15,causal_season,exp004 历史季节,10.671791727325225,0.8783546852163007,9.03110117680273
2025-04-16,causal_season,exp004 历史季节,12.332178021446778,0.7901764755188814,9.925973921620713
2025-04-17,causal_season,exp004 历史季节,14.129388745625691,0.43998880748441,11.058273570228712
