day,date,scenario,planned_cost,up_cost,down_cost,emergency_cost,total_cost,emergency_kwh,throughput_kwh,initial_soc,final_soc,seconds
69,2025-03-11,3,35243.37850965897,8285.850001355011,0.0,0.0,43529.22851101398,0.0,40134.330273792766,1461.9076729400551,1776.4919711475661,0.22376266692299396
70,2025-03-12,3,39357.02320770761,710.7622649512707,0.0,0.0,40067.78547265887,0.0,39848.126029949504,1776.4919711475661,1468.4753436960932,0.22969004092738032
71,2025-03-13,3,38842.05773061447,5404.958799470462,0.0,0.0,44247.016530084926,0.0,40768.65460036478,1468.4753436960932,1349.3933874869579,0.23300024995114654
72,2025-03-14,3,14967.787279387678,1014.1934925606365,0.0,0.0,15981.980771948314,0.0,27300.907570386564,1349.3933874869579,2024.5114143217056,0.2130036250455305
73,2025-03-15,3,14557.481009151375,548.3203352119785,0.0,143.12164839288351,15248.922992756237,33.14513076470425,27161.831741920352,2024.5114143217056,1229.1275232549558,0.20926512498408556
74,2025-03-16,3,37553.88060945524,3980.641354749965,0.0,7.461179999999938,41541.98314420521,1.6399999999999864,40227.56812132069,1229.1275232549558,1632.1811844788729,0.22092912497464567
75,2025-03-17,3,35636.29613695598,1659.891501001198,0.0,0.0,37296.18763795718,0.0,37850.16090578023,1632.1811844788729,1672.0362987063422,0.23110420804005116
76,2025-03-18,3,41407.76206649825,133.37883226897569,0.0,0.0,41541.14089876722,0.0,35882.246819128995,1672.0362987063422,1592.6086274546624,0.22266600001603365
77,2025-03-19,3,34479.596266760476,5661.531899088022,0.0,0.0,40141.128165848495,0.0,39471.97901201841,1592.6086274546624,1873.3574460239993,0.2304167499532923
78,2025-03-20,3,37691.781829997286,2948.101608403968,0.0,2088.808576452165,42728.69201485342,424.1338634937417,36182.10084079763,1873.3574460239993,1415.6832988529056,0.2553666669409722
79,2025-03-21,3,14480.933070001422,0.0,0.0,0.0,14480.933070001422,0.0,26744.23256594597,1415.6832988529056,1601.2150663869922,0.21269895904697478
80,2025-03-22,3,14765.149369988136,92.49867760868563,0.0,0.0,14857.64804759682,0.0,25797.488702055198,1601.2150663869922,1726.0474301043814,0.22834141599014401
81,2025-03-23,3,39025.95163158034,589.6266086738395,0.0,0.0,39615.57824025418,0.0,36715.12364529562,1726.0474301043814,1403.026746407716,0.23796362499706447
82,2025-03-24,3,34807.29197073067,3239.8881690014687,0.0,0.0,38047.18013973214,0.0,38755.4356760471,1403.026746407716,1456.1097533594623,0.2356943329796195
83,2025-03-25,3,39576.57447683016,493.60195947251975,0.0,284.4826789771119,40354.65911527979,59.011576634993936,39431.16309259645,1456.1097533594623,1421.3885869563953,0.2283429579110816
84,2025-03-26,3,35447.77447166295,709.7549718269067,0.0,0.0,36157.52944348987,0.0,37706.1865157541,1421.3885869563953,1573.6738509352515,0.2387717500096187
85,2025-03-27,3,36179.794591308804,1534.4984478368197,0.0,0.0,37714.293039145625,0.0,35914.38895567431,1573.6738509352515,1457.1190583009693,0.23121283401269466
86,2025-03-28,3,14445.268498731266,39.62424610857815,0.0,0.0,14484.892744839844,0.0,26586.23591935126,1457.1190583009693,1620.030045220799,0.22914554097224027
87,2025-03-29,3,13315.192374666898,1263.3723565942637,0.0,148.30210935409858,14726.86684061526,31.8885838949047,25308.18022352335,1620.030045220799,1278.9616344774406,0.22427974990569055
88,2025-03-30,3,36352.546485186256,0.0,0.0,0.0,36352.546485186256,0.0,37646.664041478565,1278.9616344774406,1574.306862569833,0.2407425839919597
89,2025-03-31,3,32363.14990522351,5249.1738127105455,0.0,0.0,37612.32371793405,0.0,36621.66675923628,1574.306862569833,1787.7635857569576,0.21556833293288946
90,2025-04-01,3,37636.354765667944,1182.5567130062423,0.0,164.79732081644156,38983.70879949062,39.31389894508365,34339.895216345256,1787.7635857569576,1521.2175929198531,0.22663270798511803
91,2025-04-02,3,34241.56811212028,5079.234574475931,0.0,860.9338860747648,40181.73657267098,123.4136877974147,36453.105130335876,1521.2175929198531,1382.1093210072722,0.2318172079976648
92,2025-04-03,3,38427.05905466549,27.731151990349385,0.0,0.0,38454.79020665584,0.0,37216.00553205663,1382.1093210072722,1409.6862372154299,0.22966379101853818
93,2025-04-04,3,12998.206431564686,576.6001387981674,0.0,0.0,13574.806570362853,0.0,25321.08728804293,1409.6862372154299,1367.1808414401125,0.21848041599150747
94,2025-04-05,3,12862.381430280857,1046.7561207514736,0.0,75.71308271525955,13984.850633747592,35.45449904718312,24766.09677893477,1367.1808414401125,1200.0,0.2110461670672521
95,2025-04-06,3,34248.93907678769,1014.0539256699126,0.0,1180.4071212229978,36443.4001236806,212.37363680049646,36747.56097267307,1200.0,1351.355310568641,0.22880862501915544
96,2025-04-07,3,31041.51261291766,2844.1811512985773,0.0,717.4305423702361,34603.12430658648,223.9713202224097,36461.20662279321,1351.355310568641,1200.0,0.2376175409881398
97,2025-04-08,3,36379.21577158929,471.2077246980929,0.0,0.0,36850.42349628738,0.0,37270.23058237686,1200.0,1271.7856639512224,0.22573683399241418
98,2025-04-09,3,33163.78704437135,5139.734033016624,0.0,0.0,38303.521077387966,0.0,38698.41311022269,1271.7856639512224,1288.3935203134226,0.24386733397841454
99,2025-04-10,3,34273.001003219004,1075.733209860271,0.0,910.8058133677343,36259.54002644701,183.97561027863196,37124.756976951496,1288.3935203134226,1395.5492398102147,0.22415045800153166
100,2025-04-11,3,12181.45017468137,1090.6920458174434,0.0,210.45692193243525,13482.599142431247,64.34105102829909,24370.468330057014,1395.5492398102147,1200.0,0.20105666597373784
101,2025-04-12,3,13398.560899646593,0.0,0.0,0.0,13398.560899646593,0.0,23551.05892584975,1200.0,1552.5292149581765,0.19864804204553366
102,2025-04-13,3,30949.367482064357,4415.715752731716,0.0,0.0,35365.08323479607,0.0,36618.664155529594,1552.5292149581765,1422.5538211522216,0.21078824996948242
103,2025-04-14,3,33234.80097642242,2.446676464625154,0.0,776.2597953171918,34013.50744820423,129.323257072174,35547.83669307109,1422.5538211522216,1302.855218415542,0.22716604196466506
104,2025-04-15,3,30019.263471015343,2863.891590728358,0.0,543.3019272815419,33426.456989025246,108.08368445242331,34882.78939898552,1302.855218415542,1492.1302109756664,0.2209872918901965
105,2025-04-16,3,31157.971286629803,4519.808971827657,0.0,504.4971840598064,36182.27744251727,196.15497021273333,35918.01064937132,1492.1302109756664,1200.0,0.22485650004819036
106,2025-04-17,3,32504.725994184366,1375.8280260835534,0.0,326.9827473768841,34207.5367676448,47.54236679792166,35229.236051089196,1200.0,1366.1429730363577,0.2100479999789968
107,2025-04-18,3,11972.946586206584,694.3820837600867,0.0,0.0,12667.328669966671,0.0,23428.40858466036,1366.1429730363577,1540.1915061000343,0.21181929192971438
108,2025-04-19,3,11284.447197635925,704.3181333401978,0.0,1181.5281573158636,13170.293488291987,239.39381163324154,23730.160030905907,1540.1915061000343,1209.964970023851,0.22074258292559534
109,2025-04-20,3,30093.683876867606,4415.0366943860645,0.0,610.2933137861779,35119.01388503985,123.73123066643893,35911.48599253133,1209.964970023851,1399.4564461148943,0.21541958302259445
110,2025-04-21,3,32821.954224055604,91.93949795715587,0.0,286.25510479349145,33200.14882680625,96.88533724199664,34142.700770923126,1399.4564461148943,1269.4941379066368,0.22844750003423542
111,2025-04-22,3,29551.64128970265,4497.780347265595,0.0,0.0,34049.42163696824,0.0,34564.972048564945,1269.4941379066368,1243.8278926760017,0.21703720896039158
112,2025-04-23,3,29105.70528746166,4662.421949307315,0.0,0.0,33768.127236768974,0.0,33984.16924571003,1243.8278926760017,1499.8649646363742,0.22319587506353855
113,2025-04-24,3,29927.58668860965,1661.1810749979654,0.0,191.4370090525083,31780.204772660123,44.53590772561463,33974.259600173245,1499.8649646363742,1243.8760989095092,0.23884662496857345
114,2025-04-25,3,12032.634473826183,0.0,0.0,0.0,12032.634473826185,0.0,22648.106412882305,1243.8760989095092,1658.1601806056078,0.20987200003582984
115,2025-04-26,3,11687.668429807882,149.0733763879612,0.0,160.76573729916228,11997.507543495005,46.40882457142964,22460.752391131595,1658.1601806056078,1200.0,0.21432787494268268
116,2025-04-27,3,29077.08745287278,3885.0267218291606,0.0,0.0,32962.11417470194,0.0,34717.11801359903,1200.0,1374.1711996880708,0.21890916698612273
117,2025-04-28,3,36085.311577054854,69.52395133230713,0.0,615.3449735884035,36770.18050197556,131.13805979230577,36201.27063256185,1374.1711996880708,1278.3552285121468,0.2382117920788005
118,2025-04-29,3,28955.411207870435,2878.2542905234923,0.0,1051.9419937385592,32885.60749213248,150.79443717582558,31970.855731450203,1278.3552285121468,1408.2591339727169,0.2134909590240568
119,2025-04-30,3,29503.70669773024,942.5981219619077,0.0,1124.4669430195647,31570.771762711713,246.95063443547144,31477.676931779395,1408.2591339727169,1200.0,0.2096803750609979
120,2025-05-01,3,29857.933265243133,4695.744752756215,0.0,8779.01831700479,43332.69633500413,1795.986808715959,34466.298116084945,1200.0,1200.0,0.21309683402068913
121,2025-05-02,3,13416.690142096024,1373.7765786583736,0.0,3371.3651611773876,18161.831881931786,582.2029404149871,24587.082585477576,1200.0,1498.2159620442094,0.19969233393203467
122,2025-05-03,3,13009.360484512603,876.4563531624531,0.0,5419.768186545025,19305.585024220083,938.9924495597264,23084.234177815437,1498.2159620442094,1368.046663609973,0.19744420796632767
123,2025-05-04,3,31546.178038943908,977.8530632817028,0.0,4898.79036143035,37422.821463655964,964.0489232089824,31460.271295650586,1368.046663609973,1223.4245473685205,0.20716304192319512
124,2025-05-05,3,36101.690622187816,193.96303740266137,0.0,2054.203680986766,38349.85734057724,361.6831211994497,34441.33994253089,1223.4245473685205,1209.6639229863742,0.20603987504728138
125,2025-05-06,3,30082.14555106131,5348.795346900428,0.0,2670.289105875973,38101.2300038377,656.9693224335883,34965.90692399721,1209.6639229863742,1200.0,0.2060010830173269
126,2025-05-07,3,34351.5185436789,2028.3920731783192,0.0,458.32335625879443,36838.23397311602,65.70002239948315,36296.717440250824,1200.0,1847.1867912441096,0.20995024999137968
127,2025-05-08,3,35458.32859562557,1319.0906058397377,0.0,554.3650959583329,37331.78429742364,82.43748333333326,35239.05354996503,1847.1867912441096,2265.3777377163615,0.23077054205350578
128,2025-05-09,3,13719.264123075123,378.1170772946562,0.0,0.0,14097.381200369782,0.0,22981.465772123738,2265.3777377163615,1986.356020853858,0.2064521670108661
129,2025-05-10,3,13063.987432082598,1244.0364743522402,0.0,0.0,14308.023906434839,0.0,22690.781752530034,1986.356020853858,1422.6411713344742,0.20523354189936072
130,2025-05-11,3,34348.354743331016,1586.5866308445193,0.0,277.3610394583323,36212.302413633864,41.18071666666651,34679.03179853057,1422.6411713344742,1983.4084403676916,0.22937904100399464
131,2025-05-12,3,31701.927979901124,3418.271194554668,0.0,0.0,35120.19917445579,0.0,30282.20141658048,1983.4084403676916,2562.8661417844064,0.2180162079166621
132,2025-05-13,3,34205.70733800913,1033.5968762160978,0.0,0.0,35239.30421422522,0.0,31868.68653469459,2562.8661417844064,2360.267722430713,0.2171661249594763
133,2025-05-14,3,33469.9699599194,2226.6597486454966,0.0,0.0,35696.62970856489,0.0,32093.75602135582,2360.267722430713,1622.7547106844922,0.23365241708233953
134,2025-05-15,3,33869.692457871526,891.637667520605,0.0,0.0,34761.33012539212,0.0,33844.653780093955,1622.7547106844922,2074.5500682982893,0.2198327500373125
135,2025-05-16,3,13650.539075377565,397.9205206078802,0.0,0.0,14048.459595985445,0.0,22432.10067599301,2074.5500682982893,2204.8691116249547,0.21567837498150766
136,2025-05-17,3,13690.083064507002,633.6712239490561,0.0,0.0,14323.754288456057,0.0,21919.782516132705,2204.8691116249547,1872.8011627279045,0.22304583294317126
137,2025-05-18,3,34403.86812264609,10.128839803070388,0.0,0.0,34413.996962449164,0.0,33447.13505614762,1872.8011627279045,1531.0202139803027,0.23986212501768023
138,2025-05-19,3,30742.436648230494,1824.7658332347319,0.0,533.8661983333332,33101.068679798555,79.23649999999998,32450.28362496737,1531.0202139803027,1477.2513647988822,0.22289220907259732
139,2025-05-20,3,31496.682314924506,4588.697901440249,0.0,2.5539618039182486,36087.93417816867,0.4177918867852526,33350.98586278231,1477.2513647988822,1679.8170411742765,0.2345544999698177
140,2025-05-21,3,31955.33362576826,2520.6511800620224,0.0,0.0,34475.98480583029,0.0,30728.62926939375,1679.8170411742765,2005.0337568933965,0.2334487090120092
141,2025-05-22,3,31827.690283575255,1503.5724541839709,0.0,0.0,33331.26273775923,0.0,32365.91772552263,2005.0337568933965,1939.7841949814758,0.22406229097396135
142,2025-05-23,3,12361.933079395276,1972.8074261854622,0.0,0.0,14334.74050558074,0.0,22426.368815616774,1939.7841949814758,1946.897310748108,0.213803332997486
143,2025-05-24,3,13254.964481291438,28.631498668706893,0.0,0.0,13283.595979960146,0.0,21316.121496648182,1946.897310748108,2046.651232889645,0.20915174996480346
144,2025-05-25,3,31389.195145917576,2720.247459882151,0.0,0.0,34109.442605799726,0.0,31279.45465403975,2046.651232889645,2460.6675027738315,0.22269175003748387
145,2025-05-26,3,31451.346175348634,5441.442149446917,0.0,0.0,36892.788324795554,0.0,31372.840459820945,2460.6675027738315,2263.768459561944,0.21209925005678087
146,2025-05-27,3,30441.905364256087,1036.8600696102608,0.0,2301.2760018061317,33780.04143567248,429.40526927366403,30511.42219130796,2263.768459561944,1229.5738785174103,0.21367624995764345
147,2025-05-28,3,31755.774503676323,3062.32299682498,0.0,0.0,34818.0975005013,0.0,34272.761552261516,1229.5738785174103,2035.1121692410227,0.23044458404183388
148,2025-05-29,3,31661.094809871156,4853.74358441375,0.0,47.406339664040175,36562.244733948944,7.05189135947046,34779.08525140274,2035.1121692410227,2403.2351206447665,0.2439920000033453
149,2025-05-30,3,13620.319442096,458.3979301137325,0.0,0.0,14078.717372209732,0.0,21793.13982154198,2403.2351206447665,2553.115132864727,0.22068395791575313
150,2025-05-31,3,14346.995578191101,0.0,0.0,0.0,14346.995578191103,0.0,22569.081730068436,2553.115132864727,2048.0752447941486,0.21958129107952118
151,2025-06-01,3,40306.317176979064,6559.286756636402,0.0,7490.7490286939155,54356.352962309385,1818.7115319322365,34267.94975392203,2048.0752447941486,1200.0,0.24451254203449935
152,2025-06-02,3,45078.15878555813,3586.9541146666706,0.0,125.68408064140479,48790.79698086621,18.64334059799819,38964.216766031925,1200.0,1723.1839591161392,0.23363945889286697
153,2025-06-03,3,42016.01828595914,4225.533167466834,0.0,463.1105790986574,46704.662032524626,71.27665196321547,36766.04127905435,1723.1839591161392,1358.8981729093514,0.2501977910287678
154,2025-06-04,3,49220.36558460616,6.97382844244681,0.0,3440.1794422471844,52667.5188552958,907.5320008643367,35507.25712513071,1358.8981729093514,1200.0,0.2423085409682244
155,2025-06-05,3,41128.52736292943,5328.6002621100615,0.0,4916.625938769974,51373.75356380946,907.6568302364511,40123.719096146684,1200.0,1200.0,0.23420191707555205
156,2025-06-06,3,18904.609800201564,3779.9981501993143,0.0,0.0,22684.60795040088,0.0,24979.00251909293,1200.0,2161.0969786259475,0.21049683296587318
157,2025-06-07,3,16009.78602362981,3870.161284406802,0.0,3492.5638870008934,23372.511195037507,622.6741144453139,23882.528222513414,2161.0969786259475,2071.181673791664,0.22410124994348735
158,2025-06-08,3,44812.022625871316,1437.389538396651,0.0,0.0,46249.41216426797,0.0,33407.08648906849,2071.181673791664,3483.11295396873,0.23215525003615767
159,2025-06-09,3,47731.7104304274,214.30171217868687,0.0,0.0,47946.01214260609,0.0,38195.60623573572,3483.11295396873,3051.3885860468663,0.21508933394216
160,2025-06-10,3,41654.696750082905,7701.2140748276115,0.0,0.0,49355.91082491052,0.0,39087.56905199232,3051.3885860468663,2782.9412445371313,0.22542154195252806
161,2025-06-11,3,47999.02093110219,5439.885384815966,0.0,974.6244223673422,54413.530738285495,201.98449793535283,43787.12332062624,2782.9412445371313,4123.303479763872,0.22622458299156278
162,2025-06-12,3,45823.08839883107,2006.738250726357,0.0,0.0,47829.82664955742,0.0,38473.545698052214,4123.303479763872,2966.0784039417513,0.23145724995993078
163,2025-06-13,3,20569.486003465205,24.972330530459196,0.0,0.0,20594.458333995663,0.0,22378.88015972054,2966.0784039417513,2833.117298589621,0.21991687500849366
164,2025-06-14,3,18534.845399010315,645.1344238146298,0.0,476.50857627670445,19656.488399101647,117.79314842314373,23621.43823617804,2833.117298589621,2218.0914575633915,0.22778900002595037
165,2025-06-15,3,40042.46662346903,9864.170242231077,0.0,0.0,49906.6368657001,0.0,41097.225920680685,2218.0914575633915,3592.961225930147,0.2604490000521764
166,2025-06-16,3,44096.2296516591,5564.622986903387,0.0,0.0,49660.85263856249,0.0,38313.23489367656,3592.961225930147,3224.69024340967,0.24483366694767028
167,2025-06-17,3,46092.53685906567,3554.701000207703,0.0,47.63636984646879,49694.87422911986,7.066138077055371,42525.171485830215,3224.69024340967,2526.087565537928,0.24960033397655934
168,2025-06-18,3,43532.116117505735,4656.013756128037,0.0,230.13635805258983,48418.26623168636,34.13979499370862,38448.87371997042,2526.087565537928,2595.8499742158206,0.24773087503854185
169,2025-06-19,3,39201.52656705507,8436.70209135401,0.0,299.6405376666503,47937.869196075735,44.480413549817285,38784.40469303152,2595.8499742158206,2723.232829476063,0.24964641605038196
170,2025-06-20,3,20503.93002227952,178.77519643648918,0.0,0.0,20682.70521871601,0.0,21309.943435478817,2723.232829476063,3426.947321763316,0.220553542021662
171,2025-06-21,3,16247.000894741985,1028.221486773439,0.0,734.6370344310144,18009.85941594644,176.8896542507674,24153.296891899226,3426.947321763316,2129.4342248853154,0.220036291051656
172,2025-06-22,3,40663.534420121665,5417.796844222791,0.0,0.0,46081.33126434446,0.0,37974.837677075506,2129.4342248853154,2717.604594763038,0.2502351669827476
173,2025-06-23,3,39835.83303917638,6313.70386423249,0.0,0.0,46149.53690340887,0.0,36715.445033442855,2717.604594763038,2181.719396966008,0.23055308300536126
174,2025-06-24,3,46749.19737896989,4958.925342684808,0.0,339.0896084504722,52047.21233010517,83.26448512247947,43346.48517475295,2181.719396966008,3040.576063766447,0.2307474589906633
175,2025-06-25,3,40724.963416972394,5957.544203059408,0.0,0.0,46682.5076200318,0.0,37037.92050599217,3040.576063766447,2121.111921297502,0.23621995898429304
176,2025-06-26,3,40260.902304544354,5272.927757667214,0.0,162.43581438542347,45696.26587659698,24.101882075098274,39044.874071635655,2121.111921297502,2187.381311173841,0.2298095409059897
177,2025-06-27,3,18962.368385002046,115.77515351935318,0.0,0.0,19078.1435385214,0.0,22842.223671511798,2187.381311173841,2127.2980003562975,0.2158874999731779
178,2025-06-28,3,15228.26574398268,2567.6173717075417,0.0,1552.5153205842057,19348.398436274427,363.5913246401849,23640.14054647262,2127.2980003562975,1675.8670391873914,0.21648183290380985
179,2025-06-29,3,39411.65166539095,10009.745335952917,0.0,0.0,49421.39700134387,0.0,38650.60031139285,1675.8670391873914,3813.5470232812845,0.23015924997162074
180,2025-06-30,3,40752.802872172586,4509.450052056597,0.0,463.34372779263754,45725.59665202182,68.71747439598528,38027.11783000553,3813.5470232812845,2073.009470973704,0.22496408398728818
181,2025-07-01,3,37699.336341928356,21258.177321599305,0.0,7374.658485718916,66332.17214924659,1605.731539675558,34702.27235629481,2073.009470973704,1200.0,0.2568395839771256
182,2025-07-02,3,44973.36581818926,5644.354357777322,0.0,0.0,50617.720175966584,0.0,34439.62673893037,1200.0,2211.9492464075206,0.24340158409904689
183,2025-07-03,3,47771.70733265327,7485.00142800854,0.0,236.58885828234082,55493.297618944154,33.914687253775924,38139.59305631344,2211.9492464075206,2062.6100048496996,0.24220508406870067
184,2025-07-04,3,22215.518163451794,2237.8306410106447,0.0,576.1526489024188,25029.501453364854,143.3487772868064,24563.758075733393,2062.6100048496996,1859.2824438939651,0.22887791704852134
185,2025-07-05,3,20057.861109141908,5686.446385375014,0.0,3763.9500222891766,29508.2575168061,801.0976957673021,23037.729635600073,1859.2824438939651,1200.0,0.22726462502032518
186,2025-07-06,3,47279.7012932899,8233.205178757245,0.0,2098.261696308824,57611.168168355965,383.1171592967867,41412.98725068284,1200.0,1200.0,0.24718583293724805
187,2025-07-07,3,48506.80621646109,658.7812429253651,0.0,353.7592062346085,49519.346665621066,52.3886260591928,35954.397604802216,1200.0,2052.439630448077,0.22819541697390378
188,2025-07-08,3,52810.10644288862,3342.148576651455,0.0,0.0,56152.25501954007,0.0,37861.69622073346,2052.439630448077,4668.658350073586,0.22136712505016476
189,2025-07-09,3,49294.50069852389,2868.640245423027,0.0,0.0,52163.140943946906,0.0,34343.113579055156,4668.658350073586,3280.9188257400506,0.21579629101324826
190,2025-07-10,3,45692.62403756427,5278.696418996507,0.0,0.0,50971.32045656077,0.0,36250.88011063279,3280.9188257400506,2724.2963678591263,0.21977779106236994
191,2025-07-11,3,29943.633801692995,65.33127132760839,0.0,0.0,30008.965073020605,0.0,23336.762066576583,2724.2963678591263,4246.305979459793,0.20351270795799792
192,2025-07-12,3,22343.21212663891,1928.6905713295537,0.0,393.68656727281746,24665.58926524128,162.6563999184157,24027.262690251613,4246.305979459793,1367.4411526446822,0.21304979105480015
193,2025-07-13,3,48519.04124946799,2124.0868157426003,0.0,38.02490060118383,50681.15296581178,5.656363049636866,35762.71029152839,1367.4411526446822,2770.9670332481573,0.2306479999097064
