family,level,replicate_id,day,total_cost_yuan
baseline,0.0,-1,106,35253.33025378323
baseline,0.0,-1,107,12150.87506808306
baseline,0.0,-1,108,12572.316370357128
baseline,0.0,-1,109,34649.92145472421
baseline,0.0,-1,110,34310.43806349735
baseline,0.0,-1,111,34234.07588754052
baseline,0.0,-1,112,33889.59643374714
baseline,0.0,-1,113,33821.13730075308
baseline,0.0,-1,114,11781.784220734793
baseline,0.0,-1,115,13625.998270042557
baseline,0.0,-1,116,33705.164985928684
baseline,0.0,-1,117,53598.80411354038
baseline,0.0,-1,118,34793.99872128508
baseline,0.0,-1,119,33235.643878005736
baseline,0.0,-1,120,45565.108271285906
baseline,0.0,-1,121,19674.70448769615
baseline,0.0,-1,122,17317.634646686412
baseline,0.0,-1,123,35651.27870565365
baseline,0.0,-1,124,36040.27843663604
baseline,0.0,-1,125,36187.31318797476
baseline,0.0,-1,126,37967.136598814264
baseline,0.0,-1,127,37689.791531880706
baseline,0.0,-1,128,15018.833121997654
baseline,0.0,-1,129,15065.025776912993
baseline,0.0,-1,130,36940.97424043131
baseline,0.0,-1,131,37478.0860706621
baseline,0.0,-1,132,36498.77826828655
baseline,0.0,-1,133,35402.599487191415
baseline,0.0,-1,134,37159.513380339355
baseline,0.0,-1,135,14418.933335555976
baseline,0.0,-1,136,15254.632546160805
baseline,0.0,-1,137,35542.4860146475
baseline,0.0,-1,138,35562.695013158256
baseline,0.0,-1,139,34636.914238670695
baseline,0.0,-1,140,36904.44365671722
baseline,0.0,-1,141,35030.96793001768
baseline,0.0,-1,142,14631.461476726887
baseline,0.0,-1,143,14748.045389687568
baseline,0.0,-1,144,34602.32968722962
baseline,0.0,-1,145,36361.99280902999
baseline,0.0,-1,146,34295.2374854718
baseline,0.0,-1,147,35577.321686391486
baseline,0.0,-1,148,35047.44359598886
baseline,0.0,-1,149,14037.143113036098
baseline,0.0,-1,150,14151.914467964438
baseline,0.0,-1,151,114277.16440314362
baseline,0.0,-1,152,64511.49680981703
baseline,0.0,-1,153,46266.7812252767
baseline,0.0,-1,154,45833.957745524815
baseline,0.0,-1,155,47921.85650450465
baseline,0.0,-1,156,28171.527135773795
baseline,0.0,-1,157,28121.732512260365
baseline,0.0,-1,158,57574.887012526364
baseline,0.0,-1,159,49113.51016244955
baseline,0.0,-1,160,51093.90858565828
baseline,0.0,-1,161,57885.54298781791
baseline,0.0,-1,162,52394.27038298329
baseline,0.0,-1,163,21939.60581944207
baseline,0.0,-1,164,21271.929525475964
baseline,0.0,-1,165,52180.81659895303
baseline,0.0,-1,166,50833.76101012002
baseline,0.0,-1,167,49790.13745809044
baseline,0.0,-1,168,50681.45799613322
baseline,0.0,-1,169,50077.71871298373
baseline,0.0,-1,170,22768.130790769552
baseline,0.0,-1,171,19523.755542743842
baseline,0.0,-1,172,49697.97213032177
baseline,0.0,-1,173,45764.95071151081
baseline,0.0,-1,174,67701.58482519124
baseline,0.0,-1,175,49871.57481874399
baseline,0.0,-1,176,48136.82968293917
baseline,0.0,-1,177,21761.286135485916
baseline,0.0,-1,178,17341.70626469647
baseline,0.0,-1,179,51339.76422038505
baseline,0.0,-1,180,46799.39591641532
baseline,0.0,-1,181,66302.2674242559
baseline,0.0,-1,182,57064.86861849269
baseline,0.0,-1,183,54458.06010585958
baseline,0.0,-1,184,24612.6972391085
baseline,0.0,-1,185,31166.905405899022
baseline,0.0,-1,186,60692.9569191996
baseline,0.0,-1,187,55936.72511030188
baseline,0.0,-1,188,55182.437611342095
baseline,0.0,-1,189,54521.39749483603
baseline,0.0,-1,190,51073.330418588084
baseline,0.0,-1,191,28633.21720532309
baseline,0.0,-1,192,25494.072990286742
baseline,0.0,-1,193,50519.34304690249
baseline,0.0,-1,194,51358.5885524739
baseline,0.0,-1,195,50917.349109510804
baseline,0.0,-1,196,50537.902465509236
baseline,0.0,-1,197,50486.800441230866
baseline,0.0,-1,198,28090.74204535915
baseline,0.0,-1,199,25099.04165489994
baseline,0.0,-1,200,48888.838990327116
baseline,0.0,-1,201,50973.26246754885
baseline,0.0,-1,202,52680.51504445566
baseline,0.0,-1,203,50160.86720401931
baseline,0.0,-1,204,49951.77577291587
baseline,0.0,-1,205,27229.420178748158
baseline,0.0,-1,206,26068.809297666958
baseline,0.0,-1,207,50914.33095084395
baseline,0.0,-1,208,57878.26826368326
baseline,0.0,-1,209,51866.84384485023
baseline,0.0,-1,210,49926.95731195002
baseline,0.0,-1,211,50183.561607274096
baseline,0.0,-1,212,25115.114188578285
baseline,0.0,-1,213,24130.696037148187
baseline,0.0,-1,214,47328.40703567193
baseline,0.0,-1,215,47848.07803281424
baseline,0.0,-1,216,45745.14063004838
baseline,0.0,-1,217,52239.424715555775
baseline,0.0,-1,218,45240.23470335253
baseline,0.0,-1,219,23709.299107645034
baseline,0.0,-1,220,23391.875961631184
baseline,0.0,-1,221,43778.30941991846
baseline,0.0,-1,222,45638.05007894788
baseline,0.0,-1,223,46166.88311300865
baseline,0.0,-1,224,45832.58205125577
baseline,0.0,-1,225,45396.276282225466
baseline,0.0,-1,226,22817.890868363003
baseline,0.0,-1,227,23808.359029600724
baseline,0.0,-1,228,44726.44196322539
baseline,0.0,-1,229,45487.05533581387
baseline,0.0,-1,230,44633.17614522222
baseline,0.0,-1,231,66441.85587574143
baseline,0.0,-1,232,46056.3699625936
baseline,0.0,-1,233,26607.150417484634
baseline,0.0,-1,234,22194.96702481996
baseline,0.0,-1,235,45886.7948571069
baseline,0.0,-1,236,52855.13750621627
baseline,0.0,-1,237,46965.227733076725
baseline,0.0,-1,238,45861.43016935443
baseline,0.0,-1,239,49450.62145694041
baseline,0.0,-1,240,23368.701357456746
baseline,0.0,-1,241,23868.391220657126
baseline,0.0,-1,242,46892.972417943776
baseline,0.0,-1,243,45257.2559048742
baseline,0.0,-1,244,39661.29115504449
baseline,0.0,-1,245,38271.50703354003
baseline,0.0,-1,246,38545.780217534055
baseline,0.0,-1,247,17897.78028754153
baseline,0.0,-1,248,19313.973942533506
baseline,0.0,-1,249,46345.45891861882
baseline,0.0,-1,250,71270.51796434443
baseline,0.0,-1,251,42692.534664237006
baseline,0.0,-1,252,50116.76492039663
baseline,0.0,-1,253,39828.6907258958
baseline,0.0,-1,254,19405.297040904996
baseline,0.0,-1,255,18244.797734192118
baseline,0.0,-1,256,40259.01057180554
baseline,0.0,-1,257,40925.35625959144
baseline,0.0,-1,258,40945.41499289073
baseline,0.0,-1,259,41527.37982920355
baseline,0.0,-1,260,40035.777407637324
baseline,0.0,-1,261,17561.56080364573
baseline,0.0,-1,262,18306.0896914353
baseline,0.0,-1,263,42448.81734799563
baseline,0.0,-1,264,42556.98556218672
baseline,0.0,-1,265,43267.84211848089
baseline,0.0,-1,266,41843.61767795483
baseline,0.0,-1,267,43495.845937150225
baseline,0.0,-1,268,19101.670893177947
baseline,0.0,-1,269,18282.85890279786
baseline,0.0,-1,270,45151.32077944073
baseline,0.0,-1,271,44161.96527112949
baseline,0.0,-1,272,45309.93089358513
baseline,0.0,-1,273,44332.153773230486
baseline,0.0,-1,274,41327.14288588068
baseline,0.0,-1,275,16625.05120288791
baseline,0.0,-1,276,17078.44963862514
baseline,0.0,-1,277,40958.11336003014
baseline,0.0,-1,278,39077.61468497592
baseline,0.0,-1,279,39007.33543871595
baseline,0.0,-1,280,38087.17829584336
baseline,0.0,-1,281,38373.155417751346
baseline,0.0,-1,282,16045.244160078244
baseline,0.0,-1,283,15769.980215059008
baseline,0.0,-1,284,39326.82799818369
baseline,0.0,-1,285,39430.83960910198
baseline,0.0,-1,286,39047.16383695531
baseline,0.0,-1,287,40281.00179295143
baseline,0.0,-1,288,44335.08788263434
baseline,0.0,-1,289,17385.890616894823
baseline,0.0,-1,290,16128.728256477663
baseline,0.0,-1,291,42095.465245767
baseline,0.0,-1,292,44645.31331014685
baseline,0.0,-1,293,43133.21652242981
baseline,0.0,-1,294,43673.5864329849
baseline,0.0,-1,295,44301.816171931576
baseline,0.0,-1,296,17659.064702574036
baseline,0.0,-1,297,17049.684930011466
baseline,0.0,-1,298,43490.651752673
baseline,0.0,-1,299,45056.28830467866
baseline,0.0,-1,300,44061.02836963037
baseline,0.0,-1,301,48500.41831731809
baseline,0.0,-1,302,46096.202073587
baseline,0.0,-1,303,17606.997608060283
baseline,0.0,-1,304,17695.558863183527
baseline,0.0,-1,305,45959.43772892345
baseline,0.0,-1,306,47208.17016274234
baseline,0.0,-1,307,47438.179657006796
baseline,0.0,-1,308,46924.09375654366
baseline,0.0,-1,309,48491.229662191094
baseline,0.0,-1,310,18172.857719908065
baseline,0.0,-1,311,18310.856638074605
baseline,0.0,-1,312,47755.94264376122
baseline,0.0,-1,313,48743.21257161988
baseline,0.0,-1,314,49862.364939088366
baseline,0.0,-1,315,48930.721046555176
baseline,0.0,-1,316,48591.91593496058
baseline,0.0,-1,317,18178.006674582277
baseline,0.0,-1,318,18307.209423783075
baseline,0.0,-1,319,49745.79181585052
baseline,0.0,-1,320,50488.5727445291
baseline,0.0,-1,321,49177.60678825661
baseline,0.0,-1,322,49540.19565305206
baseline,0.0,-1,323,50247.78194116461
baseline,0.0,-1,324,18917.165411427606
baseline,0.0,-1,325,19281.631458419484
baseline,0.0,-1,326,50186.194788309935
baseline,0.0,-1,327,50598.72788851265
baseline,0.0,-1,328,50686.42005115361
baseline,0.0,-1,329,51248.16988792731
baseline,0.0,-1,330,50488.92183980919
baseline,0.0,-1,331,18702.396205951994
baseline,0.0,-1,332,23652.311243251457
baseline,0.0,-1,333,57014.9176240586
baseline,0.0,-1,334,75513.3665427081
baseline,0.0,-1,335,62962.89033272564
baseline,0.0,-1,336,58758.01295304717
baseline,0.0,-1,337,59382.53602355446
baseline,0.0,-1,338,25081.36919360496
baseline,0.0,-1,339,26905.022979447458
baseline,0.0,-1,340,61204.23800182227
baseline,0.0,-1,341,62398.55913411868
baseline,0.0,-1,342,61289.26540060362
baseline,0.0,-1,343,60437.36694227065
baseline,0.0,-1,344,60210.99860923186
baseline,0.0,-1,345,25780.47086946192
baseline,0.0,-1,346,25551.02894443561
baseline,0.0,-1,347,59714.7864697223
baseline,0.0,-1,348,61537.44983763547
baseline,0.0,-1,349,60535.48131394885
baseline,0.0,-1,350,61020.6132907427
baseline,0.0,-1,351,60497.02165682434
baseline,0.0,-1,352,26527.70647351838
baseline,0.0,-1,353,25997.625701852903
baseline,0.0,-1,354,60110.89038954617
baseline,0.0,-1,355,61221.25903529892
baseline,0.0,-1,356,60576.614976826255
baseline,0.0,-1,357,59943.35781350954
baseline,0.0,-1,358,59545.66248284004
baseline,0.0,-1,359,26138.89153691
baseline,0.0,-1,360,25375.42202339428
baseline,0.0,-1,361,59027.29816169136
baseline,0.0,-1,362,58929.41987402069
baseline,0.0,-1,363,58221.825643089185
baseline,0.0,-1,364,61674.57389584974
load_bias,-0.1,-1,31,24437.424633255032
load_bias,-0.1,-1,32,50522.59234131089
load_bias,-0.1,-1,33,52253.037410943754
load_bias,-0.1,-1,34,52710.03850423246
load_bias,-0.1,-1,35,52588.267246684954
load_bias,-0.1,-1,36,54226.331065532795
load_bias,-0.1,-1,37,20372.80321968737
load_bias,-0.1,-1,38,17983.25094255559
load_bias,-0.1,-1,39,52236.859804847176
load_bias,-0.1,-1,40,53469.78960039649
load_bias,-0.1,-1,41,51323.2978373141
load_bias,-0.1,-1,42,51415.74712617384
load_bias,-0.1,-1,43,50506.89666020214
load_bias,-0.1,-1,44,18503.2632669198
load_bias,-0.1,-1,45,18524.351733511918
load_bias,-0.1,-1,46,48642.27069673667
load_bias,-0.1,-1,47,49403.94462880019
load_bias,-0.1,-1,48,47812.236896236805
load_bias,-0.1,-1,49,48026.17993757427
load_bias,-0.1,-1,50,47616.75450646251
load_bias,-0.1,-1,51,17469.5407178961
load_bias,-0.1,-1,52,18019.602748657016
load_bias,-0.1,-1,53,46856.82399109044
load_bias,-0.1,-1,54,46547.94953446767
load_bias,-0.1,-1,55,45499.808986580756
load_bias,-0.1,-1,56,45255.93294724508
load_bias,-0.1,-1,57,44156.93976266061
load_bias,-0.1,-1,58,17330.330922576446
load_bias,-0.1,-1,59,15809.944601052983
load_bias,-0.1,-1,60,44311.315415495614
load_bias,-0.1,-1,61,44881.55816866068
load_bias,-0.1,-1,62,45751.34549670115
load_bias,-0.1,-1,63,45175.82867837998
load_bias,-0.1,-1,64,43242.87078755335
load_bias,-0.1,-1,65,16398.931344103592
load_bias,-0.1,-1,66,15186.679484286668
load_bias,-0.1,-1,67,43191.871683819125
load_bias,-0.1,-1,68,41885.354526056224
load_bias,-0.1,-1,69,43574.33442970604
load_bias,-0.1,-1,70,41875.63166710915
load_bias,-0.1,-1,71,42133.57073530948
load_bias,-0.1,-1,72,15728.14879505083
load_bias,-0.1,-1,73,16045.844994504798
load_bias,-0.1,-1,74,41330.77457493139
load_bias,-0.1,-1,75,43279.33094193374
load_bias,-0.1,-1,76,40396.2861533791
load_bias,-0.1,-1,77,39745.975714856235
load_bias,-0.1,-1,78,39702.480322315416
load_bias,-0.1,-1,79,15095.661179411636
load_bias,-0.1,-1,80,15272.4362293483
load_bias,-0.1,-1,81,39627.6813639824
load_bias,-0.1,-1,82,38625.633338628664
load_bias,-0.1,-1,83,39223.26261552535
load_bias,-0.1,-1,84,39873.19099917509
load_bias,-0.1,-1,85,38829.851637363594
load_bias,-0.1,-1,86,14250.992494072525
load_bias,-0.1,-1,87,14240.69917060589
load_bias,-0.1,-1,88,39224.128832733695
load_bias,-0.1,-1,89,37727.867143498035
load_bias,-0.1,-1,90,35564.29445178168
load_bias,-0.1,-1,91,37574.656762776794
load_bias,-0.1,-1,92,39005.35471817998
load_bias,-0.1,-1,93,13911.733117186934
load_bias,-0.1,-1,94,13190.56568105075
load_bias,-0.1,-1,95,37556.6536695103
load_bias,-0.1,-1,96,36629.752437406816
load_bias,-0.1,-1,97,36749.98866496229
load_bias,-0.1,-1,98,37334.190182483
load_bias,-0.1,-1,99,37242.2493127956
load_bias,-0.1,-1,100,13607.407350342794
load_bias,-0.1,-1,101,13111.260615103078
load_bias,-0.1,-1,102,35649.871649199304
load_bias,-0.1,-1,103,34839.823188853465
load_bias,-0.1,-1,104,35858.57197252025
load_bias,-0.1,-1,105,35317.77446394023
load_bias,-0.1,-1,106,35253.33025378323
load_bias,-0.1,-1,107,12150.87506808306
load_bias,-0.1,-1,108,12410.093681791343
load_bias,-0.1,-1,109,34649.92145472421
load_bias,-0.1,-1,110,34279.68472017694
load_bias,-0.1,-1,111,33830.9791642661
load_bias,-0.1,-1,112,33889.59643374714
load_bias,-0.1,-1,113,33821.13730075308
load_bias,-0.1,-1,114,11781.784220734793
load_bias,-0.1,-1,115,11700.941362397443
load_bias,-0.1,-1,116,32745.36698748394
load_bias,-0.1,-1,117,32790.95927417173
load_bias,-0.1,-1,118,34769.68610275141
load_bias,-0.1,-1,119,33110.29797240367
load_bias,-0.1,-1,120,32283.111868998654
load_bias,-0.1,-1,121,15793.291859856261
load_bias,-0.1,-1,122,14053.663289464348
load_bias,-0.1,-1,123,34798.97739042365
load_bias,-0.1,-1,124,35646.360609388925
load_bias,-0.1,-1,125,35028.88205754326
load_bias,-0.1,-1,126,36787.147613530426
load_bias,-0.1,-1,127,37657.46096126578
load_bias,-0.1,-1,128,15018.833121997654
load_bias,-0.1,-1,129,14905.088304624
load_bias,-0.1,-1,130,36603.030963015146
load_bias,-0.1,-1,131,37391.65524755164
load_bias,-0.1,-1,132,36498.77826828655
load_bias,-0.1,-1,133,35384.596243966844
load_bias,-0.1,-1,134,36679.13648944396
load_bias,-0.1,-1,135,14271.762557582977
load_bias,-0.1,-1,136,14936.933185563006
load_bias,-0.1,-1,137,35502.64267579651
load_bias,-0.1,-1,138,35176.92014539875
load_bias,-0.1,-1,139,34500.84361107254
load_bias,-0.1,-1,140,36837.259746776384
load_bias,-0.1,-1,141,35030.96793001768
load_bias,-0.1,-1,142,14631.461476726887
load_bias,-0.1,-1,143,14748.045389687568
load_bias,-0.1,-1,144,34397.97661240342
load_bias,-0.1,-1,145,36341.25332081293
load_bias,-0.1,-1,146,34295.2374854718
load_bias,-0.1,-1,147,35539.60260219149
load_bias,-0.1,-1,148,34920.717248302506
load_bias,-0.1,-1,149,14037.143113036098
load_bias,-0.1,-1,150,14151.914467964438
load_bias,-0.1,-1,151,44277.54635796983
load_bias,-0.1,-1,152,42582.5150056794
load_bias,-0.1,-1,153,45587.059355235266
load_bias,-0.1,-1,154,45535.86868123923
load_bias,-0.1,-1,155,47683.28916827448
load_bias,-0.1,-1,156,20099.16620061578
load_bias,-0.1,-1,157,17081.615112251835
load_bias,-0.1,-1,158,57574.887012526364
load_bias,-0.1,-1,159,48681.5324907047
load_bias,-0.1,-1,160,50959.4768264387
load_bias,-0.1,-1,161,50429.691947261876
load_bias,-0.1,-1,162,52386.3000802663
load_bias,-0.1,-1,163,21939.60581944207
load_bias,-0.1,-1,164,21271.929525475964
load_bias,-0.1,-1,165,52180.81659895303
load_bias,-0.1,-1,166,50752.19710655211
load_bias,-0.1,-1,167,49546.44087288883
load_bias,-0.1,-1,168,50663.4748551737
load_bias,-0.1,-1,169,50069.5633539412
load_bias,-0.1,-1,170,22768.130790769552
load_bias,-0.1,-1,171,18650.162504814038
load_bias,-0.1,-1,172,49414.14482174518
load_bias,-0.1,-1,173,45761.98883316215
load_bias,-0.1,-1,174,49566.26291911652
load_bias,-0.1,-1,175,49680.30430621974
load_bias,-0.1,-1,176,48136.82968293917
load_bias,-0.1,-1,177,21761.286135485916
load_bias,-0.1,-1,178,16642.277304900523
load_bias,-0.1,-1,179,51217.55633024077
load_bias,-0.1,-1,180,45540.023739971744
load_bias,-0.1,-1,181,48209.39481667371
load_bias,-0.1,-1,182,56657.384438801906
load_bias,-0.1,-1,183,53907.83218714089
load_bias,-0.1,-1,184,24526.287672659593
load_bias,-0.1,-1,185,22380.40410425722
load_bias,-0.1,-1,186,51671.68694175717
load_bias,-0.1,-1,187,55923.97421736672
load_bias,-0.1,-1,188,55182.437611342095
load_bias,-0.1,-1,189,54521.39749483603
load_bias,-0.1,-1,190,50935.88241440149
load_bias,-0.1,-1,191,28633.21720532309
load_bias,-0.1,-1,192,25260.978365836567
load_bias,-0.1,-1,193,50283.93021116668
load_bias,-0.1,-1,194,51261.35388019832
load_bias,-0.1,-1,195,50303.429246013504
load_bias,-0.1,-1,196,49274.233223063966
load_bias,-0.1,-1,197,49141.938351615856
load_bias,-0.1,-1,198,28090.74204535915
load_bias,-0.1,-1,199,25099.04165489994
load_bias,-0.1,-1,200,48551.40612875798
load_bias,-0.1,-1,201,50754.843572319005
load_bias,-0.1,-1,202,50878.988744003495
load_bias,-0.1,-1,203,49923.14925700646
load_bias,-0.1,-1,204,48728.7286405739
load_bias,-0.1,-1,205,27229.420178748158
load_bias,-0.1,-1,206,26068.809297666958
load_bias,-0.1,-1,207,47198.64948502877
load_bias,-0.1,-1,208,52143.048759453464
load_bias,-0.1,-1,209,51246.671012938496
load_bias,-0.1,-1,210,49911.08543410597
load_bias,-0.1,-1,211,50176.04819977745
load_bias,-0.1,-1,212,25115.114188578285
load_bias,-0.1,-1,213,24130.696037148187
load_bias,-0.1,-1,214,46578.95173884039
load_bias,-0.1,-1,215,47848.07803281424
load_bias,-0.1,-1,216,45166.66926545394
load_bias,-0.1,-1,217,45037.40386753102
load_bias,-0.1,-1,218,45185.21621331219
load_bias,-0.1,-1,219,23612.685537084253
load_bias,-0.1,-1,220,21874.203711735718
load_bias,-0.1,-1,221,43767.27732925388
load_bias,-0.1,-1,222,45222.62739992822
load_bias,-0.1,-1,223,45053.75190110522
load_bias,-0.1,-1,224,45669.694063323404
load_bias,-0.1,-1,225,44973.30885682601
load_bias,-0.1,-1,226,22651.026294008727
load_bias,-0.1,-1,227,22006.18889986704
load_bias,-0.1,-1,228,44525.243578456444
load_bias,-0.1,-1,229,45405.47242999095
load_bias,-0.1,-1,230,44522.44255308433
load_bias,-0.1,-1,231,45150.69834194638
load_bias,-0.1,-1,232,45919.06354249825
load_bias,-0.1,-1,233,23688.775610638026
load_bias,-0.1,-1,234,21952.059885097784
load_bias,-0.1,-1,235,45886.7948571069
load_bias,-0.1,-1,236,47132.07054414203
load_bias,-0.1,-1,237,46965.227733076725
load_bias,-0.1,-1,238,45815.60169989204
load_bias,-0.1,-1,239,47437.21186775153
load_bias,-0.1,-1,240,22283.236372427673
load_bias,-0.1,-1,241,23868.391220657126
load_bias,-0.1,-1,242,46883.336655833795
load_bias,-0.1,-1,243,45257.2559048742
load_bias,-0.1,-1,244,39647.98361487677
load_bias,-0.1,-1,245,38148.332619633606
load_bias,-0.1,-1,246,38545.780217534055
load_bias,-0.1,-1,247,17887.143163789915
load_bias,-0.1,-1,248,17912.188725938762
load_bias,-0.1,-1,249,33689.72701533741
load_bias,-0.1,-1,250,34326.793494103855
load_bias,-0.1,-1,251,40128.999765445275
load_bias,-0.1,-1,252,37428.71798969337
load_bias,-0.1,-1,253,39615.65690445164
load_bias,-0.1,-1,254,16143.442133666384
load_bias,-0.1,-1,255,17275.70584843148
load_bias,-0.1,-1,256,40112.1898262953
load_bias,-0.1,-1,257,40855.148696910546
load_bias,-0.1,-1,258,40902.92919992334
load_bias,-0.1,-1,259,41219.959603551564
load_bias,-0.1,-1,260,39748.29732626029
load_bias,-0.1,-1,261,16990.468035107497
load_bias,-0.1,-1,262,17907.55073694799
load_bias,-0.1,-1,263,42448.81734799563
load_bias,-0.1,-1,264,42549.65166858062
load_bias,-0.1,-1,265,43076.39572950693
load_bias,-0.1,-1,266,41771.0888723777
load_bias,-0.1,-1,267,43432.17983367511
load_bias,-0.1,-1,268,19101.670893177947
load_bias,-0.1,-1,269,17135.564764566894
load_bias,-0.1,-1,270,45117.150535780245
load_bias,-0.1,-1,271,44009.363558560326
load_bias,-0.1,-1,272,44722.31589111279
load_bias,-0.1,-1,273,44320.1453814767
load_bias,-0.1,-1,274,41242.63095325822
load_bias,-0.1,-1,275,16625.05120288791
load_bias,-0.1,-1,276,17078.44963862514
load_bias,-0.1,-1,277,40944.88118539496
load_bias,-0.1,-1,278,39077.61468497592
load_bias,-0.1,-1,279,39007.33543871595
load_bias,-0.1,-1,280,38087.17829584336
load_bias,-0.1,-1,281,38373.155417751346
load_bias,-0.1,-1,282,16015.114324637518
load_bias,-0.1,-1,283,15769.980215059008
load_bias,-0.1,-1,284,39326.82799818369
load_bias,-0.1,-1,285,39414.20520108766
load_bias,-0.1,-1,286,39006.741783927515
load_bias,-0.1,-1,287,39776.33268534824
load_bias,-0.1,-1,288,40384.747172657386
load_bias,-0.1,-1,289,17385.890616894823
load_bias,-0.1,-1,290,16128.728256477663
load_bias,-0.1,-1,291,40738.714056049175
load_bias,-0.1,-1,292,43535.61880530408
load_bias,-0.1,-1,293,43124.481844411384
load_bias,-0.1,-1,294,43564.350565718065
load_bias,-0.1,-1,295,44246.0102249401
load_bias,-0.1,-1,296,17423.109261613157
load_bias,-0.1,-1,297,16984.774297199816
load_bias,-0.1,-1,298,43490.651752673
load_bias,-0.1,-1,299,44598.480706871356
load_bias,-0.1,-1,300,44061.02836963037
load_bias,-0.1,-1,301,43926.51148740502
load_bias,-0.1,-1,302,45988.3309152794
load_bias,-0.1,-1,303,17550.683782535365
load_bias,-0.1,-1,304,17620.654071579505
load_bias,-0.1,-1,305,45829.151081429874
load_bias,-0.1,-1,306,47193.583743597366
load_bias,-0.1,-1,307,47389.83664365331
load_bias,-0.1,-1,308,46924.09375654366
load_bias,-0.1,-1,309,47274.47891819669
load_bias,-0.1,-1,310,18060.47225730437
load_bias,-0.1,-1,311,18310.856638074605
load_bias,-0.1,-1,312,47606.9621154157
load_bias,-0.1,-1,313,48483.98892331822
load_bias,-0.1,-1,314,49861.66423069873
load_bias,-0.1,-1,315,48887.66168446648
load_bias,-0.1,-1,316,48438.41347566909
load_bias,-0.1,-1,317,18049.640582617463
load_bias,-0.1,-1,318,18209.937318689364
load_bias,-0.1,-1,319,49745.79181585052
load_bias,-0.1,-1,320,50451.30893548974
load_bias,-0.1,-1,321,49146.9890276421
load_bias,-0.1,-1,322,49521.98732777413
load_bias,-0.1,-1,323,50080.432115537806
load_bias,-0.1,-1,324,18647.14930903425
load_bias,-0.1,-1,325,19207.525025310264
load_bias,-0.1,-1,326,50087.756885261966
load_bias,-0.1,-1,327,50565.35126239711
load_bias,-0.1,-1,328,50669.34157717234
load_bias,-0.1,-1,329,51115.25671929166
load_bias,-0.1,-1,330,50088.805202835334
load_bias,-0.1,-1,331,18688.438834093697
load_bias,-0.1,-1,332,19111.1085631105
