scenario,day,slot,matched,load_kw_sha256,pv_kw_sha256,price_sha256,errors_kwh_sha256,price_errors_sha256,representative_history_indices,representative_history_origins
4-3,33,72,True,30fb777f68f739d92e82fa4d9a2b16ef5f3353ce14beb2322df02b41ce96c263,7ca94176af61ad8da4df158900fbc3c92e7dd82ee8044dd10f606f391a55c64e,f5912fe091e01068c2240cd5609da4ac61c6f8890d484900b2bd746e179b4e50,6128ae473043fd92f337e6e793be50687bdce560e76cf0e4ae0e4e3c30c9d4b1,959b1f3749ec00b8f4025fa5e81870b1c1741a51ca29d61e585a6a30ff281a38,"[0, 4, 9, 13, 18, 22, 27]","[792, 1368, 2088, 2664, 3384, 3960, 4680]"
4-3,33,108,True,9dd64eb2a8e2c0ce0dc6ddfe0974485bb5889c5ed4ed8b28f56df30ccf773528,2d5565fb483d8ea4525a7a9229677d1038ad34b6e22c8d5152e1d7f7b9817597,979e02f4d2f8ff7d385e9cfd6bc7c8a994ee297e0267dc2f7f351ecbf12b14ab,fddfc1878bccd3b18b35b1033ddb8559018166ccc9d7e815485ca42e3dbc2376,5ec77909d111b362f85f3cfb9266830b9c23b4010081f348617ba82908afed5e,"[0, 4, 9, 13, 18, 22, 27]","[828, 1404, 2124, 2700, 3420, 3996, 4716]"
4-3,34,0,True,698395429e5b5c734a84f543a70ff03ff0963d76e37e8d02d7e010f7987f8a63,fe659a44092b8a42751655dce3ab02e386ca6101b3904afd0b12e2dd4cef2127,2e16369a925125a6ca44b76aa37c7f61347d6b26007d8bbac504b6e85b6c9183,a1f6f944760b21136c7bc4c52b6c176a2551e57ce31cb327ed8b2f2b88cb8552,995e52f6a554b059ab8c9770ac82d4ce5f237a92c0e7d14f080a299fed54d06a,"[0, 4, 9, 13, 18, 22, 27]","[864, 1440, 2160, 2736, 3456, 4032, 4752]"
4-3,34,36,True,9d1d4304a126b50d58756aa661f113ff70bbbf3f8609a3dfcf70ebf697f88f4e,95625e78f26da5d4a190e72cbd8587c8d7567b8d020f43d714c7ef9ab65f3050,5bd1d16c23b52943ab77b05d4380ff6d325f7585d88ecbfb1983af6819b17a3a,0efca7da12d6a7bca6c9828dc57fa19671d428047a7dd00c1935b75315671cf6,0ba62b9dad67682dc6556ba4d67ac10d0827c33794bbbfe5d60db663157122a8,"[0, 4, 9, 13, 18, 22, 27]","[900, 1476, 2196, 2772, 3492, 4068, 4788]"
4-3,34,72,True,04d1d308d811bb4ca100f12423d25ff050dbaee7f84bee7d1d6c1ee06fd31406,e65f2cd8d2e566662fbe02775d192b836f5ef169fa0634fece7650d49ad5f8a9,4576a146651e60c96132b0363b624bb46468f1f6382763efa7bd306dfb6605af,a0841c38917a7f265ac3d8719eba08ef7ed9719b8cdfb9be1810d9cfcdbfd062,0783a9ec983a47100a4f20b27182909fc56f85e8a4dab4843718d08316df44aa,"[0, 4, 9, 13, 18, 22, 27]","[936, 1512, 2232, 2808, 3528, 4104, 4824]"
4-3,34,108,True,1913c765415857ea03eb365a77063411153c4c4c5351e59d73dc3f43baa98b77,2d5565fb483d8ea4525a7a9229677d1038ad34b6e22c8d5152e1d7f7b9817597,5bf0c2fa0be32f2f8f40c4aa2cc670bdc1286d5bce6c7205b364867322fefa5c,d115b041784f75c46c8fb892f7b47e2d31f34fc4cf2d52fc4390877672d8de4a,c090008ea5bc08db4ffe4483b6b88089bfc5ddeee4ccd63e08f2a6ec9cc9732d,"[0, 4, 9, 13, 18, 22, 27]","[972, 1548, 2268, 2844, 3564, 4140, 4860]"
4-3,35,0,True,7532962dda87bd174ead306aea61a751f43a04df064a6ece3e969ba34cc296e1,d5de3e7409b462363d8459f1c4d50afec72b62a3c7e050b9029eb18530e8ba88,d9509b34ac4e59d31bd2e5a3ff2523d0dd123839dc16d65d75d032bd9e524c23,04b3f1ab51ddeef5ee9131f9c4f801d1e36ccbf267ffe6f7ff1aac20a9eff016,46e731e2ce906233fc532d854066ebe9cf9ffe5b57cd2db2935f02e6f330551b,"[0, 4, 9, 13, 18, 22, 27]","[1008, 1584, 2304, 2880, 3600, 4176, 4896]"
4-3,35,36,True,9aec21fd8f283105ef308cf42d22128b0eca47de1a650577d0ea737d0cccf907,ddfc4d1c3a18a4a2fbf3f740fe085829ed36f2cd70b7bfe95710f359a61aead8,8060efaa05ab4338530aa236d03b56989c97325f2c90c1ba13410dc6d4083708,9f90f0f2871858d2fbf15eae9760be48443fa25e941fbb644a92a5aaeaf785eb,264cc43758dfe24250f70e2d31c8277bf4ec3b9fa80081c93fafd26a452aa8bb,"[0, 4, 9, 13, 18, 22, 27]","[1044, 1620, 2340, 2916, 3636, 4212, 4932]"
4-3,35,72,True,52ae39f7b2736d7315edc899e7d8741ca776a09e4c64c032cab38fb2816e0868,52f9592db2764bb3a8fdc7708756d4cc0d83938cc892dfb1bde6106a631e23a2,487f973bd8883c580205e0ab8dc5dda5e6c9a06064838b60635a70166e3a0ef8,21a7e9302d76d533bcd9d228fc06ead37179e1adf41a035fd82e818251a4fee2,d94419366fae757f4f4831707a2e01ae95dee5bb055cc3c56bc563c779c130cb,"[0, 4, 9, 13, 18, 22, 27]","[1080, 1656, 2376, 2952, 3672, 4248, 4968]"
4-3,35,108,True,70b1bc12b326026a055a60d7363be969d46cea9963bb9c38fcf26eaf812d22b5,2d5565fb483d8ea4525a7a9229677d1038ad34b6e22c8d5152e1d7f7b9817597,171f04c14ddaea82970b56746fb12a5ccb8ca83ddf78ddc26f94a9e95b9abb6a,452c790066f1dc592bf96690fdfd92bbe6c37cf031afaf9f1d0ecabd535f7253,125319a23171e366ecc1c4ea6d589919b08948d51a0cb4f859afc9260ad78493,"[0, 4, 9, 13, 18, 22, 27]","[1116, 1692, 2412, 2988, 3708, 4284, 5004]"
4-3,36,0,True,f9468a3524fce5c6f7899f69e5213e9f58038e6d1ec139399b2cde2b6158db6e,eaa4fae88eee86a664978cdb3fc1eb0f31f59d93260db5b9a6c5fd544e68c28b,567446fa27d576d3b1af8ce21ca1c959bea96ac3d76b1fa5de7183ed9c9f9bf6,ef26911431e8e0ca76c37e28fd558627e02a5686718b008c1ec52e7abe7ce7f3,2aba05d542c749b6b5eb4edf8e05cb677a9133f95d4d8f71943a71b54e35b9e1,"[0, 4, 9, 13, 18, 22, 27]","[1152, 1728, 2448, 3024, 3744, 4320, 5040]"
4-3,36,36,True,861e4db47fa4b38b3c212007b3e909dd6fd7f218beff30e1640617787b6e25a1,7bf28c6679a1456550f785b43bf33e1a288caa85662307f1e1622801603d10d7,3a2f6021c38a092c9193883fc0de67c259a8f2e8f2a19891a410e5bc96ba6905,9247a0918cf5c3d05012e5644f02731d387f1c5c76f482cb451c738c066f8b91,0216822d5fbcfe6388b9890f783016236d4139278a1846aa331b234d2d3b84a1,"[0, 4, 9, 13, 18, 22, 27]","[1188, 1764, 2484, 3060, 3780, 4356, 5076]"
4-3,36,72,True,13090ab6568ba4f452890c08b56494c4bb5bb1af52618cac96fb89eff10b5bf3,6e6ca435e6abd386d50e013120461fc2c73a08fe97e261a4a5f8f6a4e0abbb2d,864183050d66da8accbec8b1c9bb0baf4fed26a93620c79ecec2361cd888b347,b76ef332adcf38750ee426f67a571cc9a8ebb8c2f36c79accf500b4a50672a9b,9d62f044f370394c3f71373a88deed6f0f2ae01c2e50191e0a304d639898f611,"[0, 4, 9, 13, 18, 22, 27]","[1224, 1800, 2520, 3096, 3816, 4392, 5112]"
4-3,36,108,True,d3f5721e44b489cde0c4a29579220cc6ef61f8f71f040b78f3c6b9c34d3ecc37,2d5565fb483d8ea4525a7a9229677d1038ad34b6e22c8d5152e1d7f7b9817597,2574ed65285261c37ccaae857f4287a0a0a2c426f83f5f43040b8e9808fa8565,00dce094a73873e13923a766c2f2c801718c93b504c4a6f0c9782f7e07da3774,9bf3a4dc8c915a98cb1e6e3d26282f211e7326bedce77a46ba55c96490f2844b,"[0, 4, 9, 13, 18, 22, 27]","[1260, 1836, 2556, 3132, 3852, 4428, 5148]"
4-3,37,0,True,318d740d160b75f9e5f32dd79fcbc92560929f4133a2dce22f2a6a6f328838b7,32387b8bf120bc8e5dd2c0e0b1bf8aca8868f8104e690643c529ec05fd3f0020,f7d2ca3d30467f5864474c8b964818101246884c337514527d214eda399d9b17,aa5e35a212c113b892160e4fc9c483b94cad584fcd1ba2e319ad4c8a4bb04ae5,2a47668e9dace303fe6e00afb3fc9438e610cd6b51309fb0de20e95e16055dcb,"[0, 4, 9, 13, 18, 22, 27]","[1296, 1872, 2592, 3168, 3888, 4464, 5184]"
4-3,37,36,True,cc301f077595bab0cc06b9216af4598820991194fbc3edb49ee611819e816d6f,0bb3fa3d124df9511ec1cf26dffc83a605b0a6024031b96df6ae427db5e91e91,b708f830a3187d8c92377566f2d75665c9765c2c4809e1f9f4223f95a4c27a8a,f5177ddf4547b136753024c932542ca3e3e222236d95681256ab47b6b97637a6,2df8d6ad0b6589b2374ff7ce829fec6a7aaf262bd0be8ae3c2bc18b6f5f22dda,"[0, 4, 9, 13, 18, 22, 27]","[1332, 1908, 2628, 3204, 3924, 4500, 5220]"
4-3,37,72,True,a3bceeb5853af22d76bbad4aea31449f48501573ce848dd494552d8d7eee6565,a5e62d0e3722641c93df3c20e15b0f0c0d435b298ef6827f2b014d1b3066e92a,82d8ab9eb4574655ee1eae3f33506842e8803efdf6bddbe42e46c3dcb5fb9f54,1abadd7f5efafc8e283fedd4739bae2cfda096b4d198fba3ee1ded6e78a28331,0d09b4bdba060ce297bdf757cc9a1fc499304bb032fcc9d88420ddf71391a2fe,"[0, 4, 9, 13, 18, 22, 27]","[1368, 1944, 2664, 3240, 3960, 4536, 5256]"
4-3,37,108,True,d8873d8e9c48f7fdd4469d8842fc34cc0963f1e3499fc796f90fb7fdfcb63102,2d5565fb483d8ea4525a7a9229677d1038ad34b6e22c8d5152e1d7f7b9817597,f48fcd78e0309b291e6a9a548ee12050dd635d451d96c63a4f21310489a0b0bc,a27a732cc9a5b6f5f8ec8c1f72cf4441728ec513afd7893081cee665debc1bac,487c79c7f7aabe70d7fa646334430b6c64b5da304e2fe52ee340dc2bf212dbd4,"[0, 4, 9, 13, 18, 22, 27]","[1404, 1980, 2700, 3276, 3996, 4572, 5292]"
4-3,38,0,True,07f0428f5067a3697d9286597225229ab71a72d00fbae4e1ba4227ff800949ce,59e7209aaad9fed2a1510f450b402b10d1ef608e28733ff0be1a523d4a13709d,7b5e6fb255e89cfd57f75e35aeea3b124f728108c51b4ff8c07b87211c642edc,1720d1dc0e55f745687b5e5a340d77f07bbb6dc652c69c2814888455f1720bc7,843b8d24c850f4495a4bee9ad6a1adc0c54810f90a2557e15f6a8bd05e7a1def,"[0, 4, 9, 13, 18, 22, 27]","[1440, 2016, 2736, 3312, 4032, 4608, 5328]"
4-3,38,36,True,047db255047741218d2928b7caad61d5babc299bee3b26170dd52fece9a059ae,b8acdd7e3423363aeed75c0d6f84b282b3bb1d466fd71d112d5b5f540ea9a8c3,ac2f16e9eff399148eb8b0123d7ae77b89f6c154b207840a94c5b8719f25666b,fde1799bb6a88b81b3583620785f60a70e09b1bd8ace1a31974c4df34a0b0db7,ff06c1ca2bab2c314c179f36ce436c04af175b0c180b3c81462dabb4668603b2,"[0, 4, 9, 13, 18, 22, 27]","[1476, 2052, 2772, 3348, 4068, 4644, 5364]"
4-3,38,72,True,099e2ed715fb6271fdfcf808aeec4ca5a6594bf048b48f16e9f225b160ce34b9,3af3e8e94d0c5e5a277eb5fba8724c9cd8515ac5e34295c785bbebf193966e5b,33a90d996eebf2ae5d36ba0ba678649b3e4a1aa15659151dc2e5737eab52df7f,63b752a68259df7d8d373598f123ae43151894addb919b963751ccf12c83ab73,6979d87bfad47fb35b194bf3da247a05f6b65b5534b540e2b1773f3b19189c54,"[0, 4, 9, 13, 18, 22, 27]","[1512, 2088, 2808, 3384, 4104, 4680, 5400]"
4-3,38,108,True,4760981632a38e59cd31436be971104a8631f2ed3cc5d6d87cd941bc9cd4cff5,2d5565fb483d8ea4525a7a9229677d1038ad34b6e22c8d5152e1d7f7b9817597,3556f483f9aee2310c0539475b9c768375011ed2898701ef3fbcc75e9b08240c,0709585b0c50e0b7da25b245da8d65293e70d3fd6df0100c6997042d27f54018,374274fb5511e5a8608cb92ec884f306d1b43c5651053cd90b563f037a996134,"[0, 4, 9, 13, 18, 22, 27]","[1548, 2124, 2844, 3420, 4140, 4716, 5436]"
4-3,39,0,True,a6243d601cd73d97fb1b60ca44ec02ebf21e592f075a6ba9ba01c828fb672a69,874116b68a30b55d67d7f58e8e8b687b7e91155bf45b874664737786bafb2557,0636ca6aa456878da107d39aef15f414ad17ac5d951a99185de7edf971e31afd,45cb03e653a49898d22efb62987b4c613353b1576ed1eab245c456a49a23156e,da640480d54188e994b122da9ae04626928f2d8fc0720d5a9715216dc386e537,"[0, 4, 9, 13, 18, 22, 27]","[1584, 2160, 2880, 3456, 4176, 4752, 5472]"
4-3,39,36,True,674e5c4c0287e0d49b5f9c88843c568acb5f40c4a3684589c4a0221ba54b167c,6944ab99d70d6f95cb04f0f30c67f2d29edb44270d8e736a49d734a05bb29cd0,856afe494ddd949d8ba23b504917a569347f4c24938b7c5497eb8aaf9315b795,703871a3a0f9e357f0d9a4702215b69e8f12035b461759029370eb6a751c884f,29493b6276c2faeb853ef74058744096b949b3c4feec70f4bf8faf914bdd1292,"[0, 4, 9, 13, 18, 22, 27]","[1620, 2196, 2916, 3492, 4212, 4788, 5508]"
4-3,39,72,True,fda1551d153ff708abbdf04a93c4cbed933df5665a4bc7ecb0e9115a3ab212e7,1410ad1db52f00987ea0f5a9a1d602219a20042b5e0288fefe184875786ddf9f,245cf15dde25047b3af6cf7577d75c6db2e0d86174598ea28b29951e3477ef25,d8058714de3896baee549cccf3513cfa106f24865d995294727e4e3701f63745,f9b92a88cc798d350230862766542655b1ff81d5fd424279cd5402e59ee3b3d9,"[0, 4, 9, 13, 18, 22, 27]","[1656, 2232, 2952, 3528, 4248, 4824, 5544]"
4-3,39,108,True,0b5d3dd586ab381b9775060998c5fd8b79d038836d5b901367eec4ac0b369672,2d5565fb483d8ea4525a7a9229677d1038ad34b6e22c8d5152e1d7f7b9817597,929aca9182806a56fe0c465b255ec6de492ce33175ce54a0f44255026e9fdbba,e36f69d6fe8706e528777b31016d08ba347c26479db321c77f66a68ba370d24a,c44f32a51a59afd9a384bf00ee2a5dd5a5d601133f7feeb3ef31ae306bbb96cb,"[0, 4, 9, 13, 18, 22, 27]","[1692, 2268, 2988, 3564, 4284, 4860, 5580]"
4-3,40,0,True,98ff8b1318a3ce4f6553c4d0016cab62505d3d1a96356f5d5cb11212a9e9153e,834178c56eee90d57f899cc14bda024f0b3ca14d4d655087882e7c2a445e37ca,49dcd0c984b5ff20b870a421f9dede9830454a84aa10440579739514bf729201,52f661729153d6eb457f1eb676733cffa729b46d9b618ffc6b35e71a2431c6a8,9e530f97a1a298a74fe6aa9870aa12db2255484326e33555b971b91a0dcd62cf,"[0, 4, 9, 13, 18, 22, 27]","[1728, 2304, 3024, 3600, 4320, 4896, 5616]"
4-3,40,36,True,de991ec2d54461efed214e57726223ae5cb252ec5144c540392da03389095888,e0293909ac5177337d20865f6264383a60eebfa8c32bcf78d5023bf16d7453bb,15ec211fc7bb306a084d1b7966903685be4c0657be816df8841b96dc4f997018,e2ce86c6b4644c639ddd539d3630ae63d50e21ff9756b7a5fe46f6ef8355472a,949c089293dee485b5329ef9c21e2b8b964fa7ec7e4de1ddb5bf6fa79cb9af4b,"[0, 4, 9, 13, 18, 22, 27]","[1764, 2340, 3060, 3636, 4356, 4932, 5652]"
4-3,40,72,True,8f1d47cbc818c00d904d3a7d50712ba4da09fab45d642ef5e9333f1fc70f3085,4c5c57c0643defa2aa731ea028d238208cf4b3f41167bc73314b0ca543df291a,2e6f226d44896b40a9e7bf2dd05b9cf3ad2c9d2c98f76fb524bc3b06927e7534,ad3dd480309e5631dacf7b92f1b217e200ea1b69608a3e62591bd90479b5c6d1,8a4887b821eca3d20bcae22e0cb874a36a5a1d440bf698bc5f49f6eb689fdc3f,"[0, 4, 9, 13, 18, 22, 27]","[1800, 2376, 3096, 3672, 4392, 4968, 5688]"
4-3,40,108,True,48b44d7f9b69eb000a09dfb1782e379c05d6d855ea45f5143aa8a4ab5c710664,2d5565fb483d8ea4525a7a9229677d1038ad34b6e22c8d5152e1d7f7b9817597,c361673061d0732f53eb169b4816e21d001c5bc3890a764aa6b777542fff6f38,2c27ac1d58d492a90f28651d0e773c5de20ec419a0ccbdf365a4fe2758569be0,7cde0ccc96ce0178a53e1d3fe00d8cb6f834b08cc388cd145317421ca939066c,"[0, 4, 9, 13, 18, 22, 27]","[1836, 2412, 3132, 3708, 4428, 5004, 5724]"
4-3,41,0,True,b0c01bf106593fa248871e3a60e7d07e09742627b3ea3fa63a2e10040ac147e5,4d4ae44ca022a54b3eea1ea4e7ec022c80fe1da993f49d5d1bfa76fc8113bda3,49020cf613c0f2b93c3d82bd8790a67e35d5367a1c90be98d1f31f4d435351bb,fd8a11013b1c44dcc82d8c9354d81d0c2822fb671c46bd4db25dc72998e985db,b5f61b573506dcd4ebda947104282a08a60a90b4663fc0d6a9ec370ee8696b03,"[0, 4, 9, 13, 18, 22, 27]","[1872, 2448, 3168, 3744, 4464, 5040, 5760]"
4-3,41,36,True,cce0f970ad7a25f5e879e7b1829bd94b0f1c80b2dec11f8b06acf4fce51d9962,2f0841fd6088fadb0b2932df0e14d76b0a4f5304f5e4040a453bb47d53b3009b,fbec9692ba74c73f8552657f3f36eca94975131a0696c6c02132895b9f8c3508,5d43e7004402a9566c20ecfd0ce0455535e867898743698f2f4d93f770cb868e,247aa134b28b9fc7c4be7a48fc436c9a00f1b2948c1e2e1a13fa404737acc67b,"[0, 4, 9, 13, 18, 22, 27]","[1908, 2484, 3204, 3780, 4500, 5076, 5796]"
4-3,41,72,True,a616571db392312460034177b99c92f5efd654ed3ea3c4096f865c89c0def079,d6f9f930c6d21d5a41da76ac3e9713516dc40d0c8a7b67f8996d666b403b0e96,5120592be52b6c81393f27ea16596a0d68e4c43cfa6582f67291c145c2966926,c9d45b20e859144b93a738853d49ac8ba7dad22aa7f0bc170b56ccc02e33b100,0237b6960991e5c27d4dbfa7c5c2503f2264520a27cafc79a33a680d130d929c,"[0, 4, 9, 13, 18, 22, 27]","[1944, 2520, 3240, 3816, 4536, 5112, 5832]"
4-3,41,108,True,b9eda6f2abc6fce1b723a6d0e46e81568911018a23b04ddf9d38c9a75b489b43,2d5565fb483d8ea4525a7a9229677d1038ad34b6e22c8d5152e1d7f7b9817597,550f713ec1487cdb4129a0f386d6cd6bdc21b09ef461200e1903dfada6d48c1e,67a28d82b6a5fa9008c266b3f6abc37beed30cdaeceff49386c3de897c7d1f6c,923d4bbb7551af59d849bdbcad1252758eb5264723301941d0d97b43f3688883,"[0, 4, 9, 13, 18, 22, 27]","[1980, 2556, 3276, 3852, 4572, 5148, 5868]"
4-3,42,0,True,fe5220a26703c138959e0fde0dedbb01a5b1576e393ae0ff0b8eb553555c885b,2adc135a0e50f49d0a57cee842c47043390458bdf6998e04039afaba331e557f,46f04991e9559020a584833e9c4470423472e9d94932547134a31e7ea57cc6fa,08b7e1745b4f90a4bebd6a86a61bc6643248f650e4a0675899b59020387e44ab,f76e3c91e76af38da17b2e3e13fe24286945dde5a8aafff3ae384a38fdec93b1,"[0, 4, 9, 13, 18, 22, 27]","[2016, 2592, 3312, 3888, 4608, 5184, 5904]"
4-3,42,36,True,084a6e7289f6044431ea42d9726aa6290e4b7a7cd1bdd14b64e48c3202ab3f2e,859ae3449002eac7a7d20a7d4ed6467446175c66a4f525f2f8c4b6e1b7b6329d,fa9d5e6e00509b3d59faf3f5e405e8b389dabc4b2cab3f5b57dd3179629ab07f,cf02c0d5a40b1f64b35b647db28877490be8c3cd28ffdcd3149d101dd8b6443b,e62cd639b9bf1455903ce0b4eea8b0553af3765f5ac49359c2ac90c7c436c49d,"[0, 4, 9, 13, 18, 22, 27]","[2052, 2628, 3348, 3924, 4644, 5220, 5940]"
4-3,42,72,True,e033c829a297ece0d261704d1b1e7623ac3d145553534f94c4c8c595054e2857,ea54e2abbb4507a06510a6eeeccf412db99e602f32d5cffeafbeb4ec2ed5b8fe,6a887a7f6733fd7d56c741e769c229c95c15efb5da5210890e38635f608e4bc2,7c25533d45e4c9e7f0135699f3c81f1b61113d445534bd3da8253600c9bb5771,cd0942b9d9dd43dc234ba55cce456451d157f3ff99cc9bef72f43e95f2319699,"[0, 4, 9, 13, 18, 22, 27]","[2088, 2664, 3384, 3960, 4680, 5256, 5976]"
4-3,42,108,True,0ffdca75682a0bd5398688f06c4305eb9a5084246b2f66459ae626e8633dee72,2d5565fb483d8ea4525a7a9229677d1038ad34b6e22c8d5152e1d7f7b9817597,58156fe8f099bb2731e014f2e7f796bc739a68b8adac574d6f9fc05abbe3ea68,38c6a77a3cb00c1eedd8d157cc82c9c13896d49a4b71494e3680ff52ae2e7aeb,3810fe991eb75c74acf53a36c4643b2f713548ac256e6b02689bc84f47702ec9,"[0, 4, 9, 13, 18, 22, 27]","[2124, 2700, 3420, 3996, 4716, 5292, 6012]"
4-3,43,0,True,d02ea335bee792b4f1dfacb82eb7447b0e16f6acc25bfa39b8966a5062d19086,de0b4a71f3966fe2a1b7a4f171c4887c699bb7404724acfa4b43a6bf8dc838e1,3021c244bdf2eae9ea3c3e416fe5f6179bab8deb47c0adbf9c1d5886386009cb,b99c9a0b25b7c5038da03e92a5cf360ae32b5ac13d1396cb702e5845825b0ad8,d7c408055e6e1f15e56be1d62e40a41b6369d106ab20ffc9abb553ded986d208,"[0, 4, 9, 13, 18, 22, 27]","[2160, 2736, 3456, 4032, 4752, 5328, 6048]"
