day,date,scenario,planned_cost,up_cost,down_cost,emergency_cost,total_cost,emergency_kwh,throughput_kwh,initial_soc,final_soc,seconds
90,2025-04-01,4-3,39301.29317620899,1108.3462167244056,0.0,0.0,40409.639392933386,0.0,39992.75530829663,1835.8527082716137,1581.4120888397708,0.3926125830039382
91,2025-04-02,4-3,34805.85708636164,5240.4259098967805,0.0,777.7671470526277,40824.05014331105,116.81693407218802,40225.40773327743,1581.4120888397708,1456.6820498395002,0.4039423340000212
92,2025-04-03,4-3,39346.866753421724,39.3625448424766,0.0,0.0,39386.22929826421,0.0,42351.72126283662,1456.6820498395002,1445.7616194234636,0.38281087507493794
93,2025-04-04,4-3,10131.972713748424,403.70907583936,0.0,0.0,10535.681789587783,0.0,35482.251285551916,1445.7616194234636,1347.9285400438125,0.3684196670074016
94,2025-04-05,4-3,10170.343956347786,986.5841144327768,0.0,9.06994872338039,11165.998019503942,5.974933282859283,34333.616868418525,1347.9285400438125,1210.6972760222525,0.3757867079693824
95,2025-04-06,4-3,34881.496069632485,1043.5768015152034,0.0,1164.6658630798001,37089.73873422749,204.82431165372338,44465.87488443656,1210.6972760222525,1382.267928945861,0.31498466699849814
96,2025-04-07,4-3,31192.253682250237,2736.6218666617947,0.0,729.7852572763695,34658.6608061884,226.41836522224077,41102.776747193755,1382.267928945861,1200.0,0.3165696660289541
97,2025-04-08,4-3,36979.5310126066,500.7395991204132,0.0,0.0,37480.27061172702,0.0,41738.10803678695,1200.0,1286.2653033575648,0.3416960829636082
98,2025-04-09,4-3,33180.34347888641,5816.973629084434,0.0,0.0,38997.31710797085,0.0,45877.59420142664,1286.2653033575648,1388.766329098658,0.3437860830454156
99,2025-04-10,4-3,34605.3952955838,1222.4783317826352,0.0,825.6695230259191,36653.54315039235,169.56219912168606,44423.83552832212,1388.766329098658,1455.2523351288298,0.3368490419816226
100,2025-04-11,4-3,9681.084833249464,816.5110123133643,0.0,141.89943722743945,10639.495282790267,104.120895272966,31036.162450894764,1455.2523351288298,1200.0,0.34352749993558973
101,2025-04-12,4-3,10113.989439493049,418.99205864447924,0.0,0.0,10532.981498137528,0.0,33224.962567734794,1200.0,1564.6473998555675,0.37538091698661447
102,2025-04-13,4-3,31659.157436403548,4278.559549803509,0.0,0.0,35937.71698620706,0.0,43522.3513076661,1564.6473998555675,1516.079962314752,0.37562270800117403
103,2025-04-14,4-3,33237.92311589676,0.0,0.0,698.4999020892465,33936.42301798601,116.83398557264837,43845.10033662354,1516.079962314752,1445.2936746000917,0.36956925003323704
104,2025-04-15,4-3,29952.27372510422,2935.341360862304,0.0,536.1240920000332,33423.739177966556,107.29814625230284,42499.228956826366,1445.2936746000917,1508.8468535151262,0.4044318340020254
105,2025-04-16,4-3,31538.275480011027,4845.832491467245,0.0,320.4998119834472,36704.60778346172,137.50306905575258,39214.42713897594,1508.8468535151262,1200.0,0.37291100004222244
106,2025-04-17,4-3,32388.984491714968,1776.6271763489658,0.0,322.87054202429573,34488.48221008822,49.55662423693578,40953.43397633859,1200.0,1437.2775704416024,0.365945249912329
107,2025-04-18,4-3,9449.37501983721,511.3724801444277,0.0,0.0,9960.747499981639,0.0,33754.80765734898,1437.2775704416024,1455.671596347336,0.39978683402296156
108,2025-04-19,4-3,9263.836722971102,555.8590240878044,0.0,1098.9056993227775,10918.601446381685,305.4363948854865,36377.127558926906,1455.671596347336,1200.0,0.34670883300714195
109,2025-04-20,4-3,30147.0721442309,4442.974958459575,0.0,623.553635123855,35213.600737814326,123.73123066643939,39914.035008422885,1200.0,1387.5630169163765,0.32539354101754725
110,2025-04-21,4-3,32654.15431717448,79.93436587238496,0.0,318.84656021176545,33052.93524325863,115.1616622097138,41571.65123586002,1387.5630169163765,1314.2979889094745,0.31724662508349866
111,2025-04-22,4-3,29670.70622042737,4447.814223689492,0.0,0.0,34118.52044411686,0.0,42551.32398237524,1314.2979889094745,1317.0727350272223,0.3103528330102563
112,2025-04-23,4-3,29644.900658683113,4453.305534935276,0.0,0.0,34098.20619361839,0.0,39849.40110494581,1317.0727350272223,1585.6864315802168,0.33061166596598923
113,2025-04-24,4-3,29935.808847717566,1590.5567248389327,0.0,186.1779392523252,31712.543511808824,43.62663308834401,35355.62195380697,1585.6864315802168,1293.7410852666374,0.2851703339256346
114,2025-04-25,4-3,9320.124585033871,131.11048830835907,0.0,0.0,9451.235073342232,0.0,31180.237465234648,1293.7410852666374,1417.2461293896642,0.2631589589873329
115,2025-04-26,4-3,9526.319921535865,62.94149637163818,0.0,573.9036297705873,10163.165047678092,199.64040962651228,36165.25239701274,1417.2461293896642,1200.0,0.29866349999792874
116,2025-04-27,4-3,28990.429936261306,3819.9330233286473,0.0,0.0,32810.362959589955,0.0,40245.28916336877,1200.0,1415.850077885713,0.33614920801483095
117,2025-04-28,4-3,36736.90147565091,175.28364874764924,0.0,462.37235522183687,37374.5574796204,100.22741534932797,40457.81674536377,1415.850077885713,1347.904509630294,0.37440862506628036
118,2025-04-29,4-3,28667.314071780256,2695.949568930999,0.0,997.9575852295972,32361.221225940855,150.79443717582308,35655.93149213437,1347.904509630294,1462.3326109024244,0.3754129169974476
119,2025-04-30,4-3,29187.086166851666,922.178300252157,0.0,895.5922904713873,31004.85675757521,198.57005129082378,37518.039082833944,1462.3326109024244,1200.0,0.3621661670040339
120,2025-05-01,4-3,30710.310138448658,4687.070075616952,0.0,8660.141193074907,44057.52140714052,1790.0652064568667,39168.81055142575,1200.0,1266.2414390690562,0.3617221659515053
121,2025-05-02,4-3,10928.67578645196,881.9549199495934,0.0,3127.6144267078853,14938.245133109438,754.1981349845516,35280.91958962482,1266.2414390690562,1200.0,0.3717217920348048
122,2025-05-03,4-3,10366.96119154998,685.7935041628664,0.0,4487.958673474579,15540.713369187426,1134.0526318487277,34762.42138819002,1200.0,1200.0,0.36160670791286975
123,2025-05-04,4-3,32324.64301842578,1938.3769003203447,0.0,4516.646381210714,38779.666299956836,887.0288105647107,38664.10596328201,1200.0,1200.0,0.385525833000429
124,2025-05-05,4-3,37159.94152059182,116.10828451456379,0.0,1983.6461172943432,39259.69592240073,403.91144479806223,39234.08487549983,1200.0,1218.4717025295386,0.3245304999873042
125,2025-05-06,4-3,31395.03866521556,5177.818619153787,0.0,2895.93996539223,39468.797249761585,738.8529469733908,44430.35369721193,1218.4717025295386,1276.8726211169974,0.30565262504387647
126,2025-05-07,4-3,35566.827868725115,1901.2285767557476,0.0,429.42326328447336,37897.479708765335,62.634665006486784,39794.39805738385,1276.8726211169974,1775.2067177029967,0.3094946249620989
127,2025-05-08,4-3,36459.928582795,1504.6116958295356,0.0,0.0,37964.54027862453,0.0,41074.857757611695,1775.2067177029967,2222.2458970625066,0.32023912493605167
128,2025-05-09,4-3,11301.164908815248,331.0465545771154,0.0,0.0,11632.211463392363,0.0,36083.84223542498,2222.2458970625066,1972.9640118548516,0.3147943749791011
129,2025-05-10,4-3,10884.984721147335,812.4076996844772,0.0,0.0,11697.392420831813,0.0,36310.59153152461,1972.9640118548516,1374.0209907028375,0.3353222500300035
130,2025-05-11,4-3,34990.06524944994,1814.464220143221,0.0,272.2482771666657,37076.77774675982,41.18071666666651,36546.28532347828,1374.0209907028375,1966.0860363723066,0.3873429580125958
131,2025-05-12,4-3,32251.04830053594,4028.0600902089395,0.0,0.0,36279.10839074488,0.0,35476.226461358805,1966.0860363723066,2622.9823612090136,0.3523534999694675
132,2025-05-13,4-3,34621.06672579149,1444.1409919285284,0.0,0.0,36065.20771772001,0.0,35312.966073148316,2622.9823612090136,2395.3348570412063,0.33070475002750754
133,2025-05-14,4-3,33784.338746617825,1896.0204376668553,0.0,0.0,35680.35918428469,0.0,37340.73331209077,2395.3348570412063,1549.6176659578196,0.331044333986938
134,2025-05-15,4-3,34720.887574701745,884.695792010206,0.0,0.0,35605.583366711944,0.0,37939.32290606409,1549.6176659578196,2288.7893245510386,0.3821757920086384
135,2025-05-16,4-3,10657.303240547202,450.37055261011204,0.0,104.58652646293754,11212.26031962025,61.87019165472354,28734.43256331414,2288.7893245510386,2044.1365894144492,0.35517379199154675
136,2025-05-17,4-3,10832.56356356781,816.4073450818836,0.0,0.0,11648.970908649695,0.0,30421.122987814277,2044.1365894144492,1717.8843324903924,0.3796675829216838
137,2025-05-18,4-3,34823.243797779796,11.044841806288737,0.0,0.0,34834.288639586084,0.0,38725.06058528143,1717.8843324903924,1657.9618889827825,0.38134408299811184
138,2025-05-19,4-3,30874.29683006594,1837.6388859666931,0.0,550.8294608333331,33262.76517686597,79.23649999999998,35015.97757606948,1657.9618889827825,1543.3217402510954,0.3564219590043649
139,2025-05-20,4-3,31699.732504963024,4971.506873064781,0.0,0.0,36671.2393780278,0.0,41852.50100386481,1543.3217402510954,1392.574796763492,0.3604078749194741
140,2025-05-21,4-3,32815.57530879246,2349.749213497038,0.0,0.0,35165.3245222895,0.0,38821.36562510838,1392.574796763492,2113.082363184065,0.3433256250573322
141,2025-05-22,4-3,32139.64595309226,1403.6269883874381,0.0,10.656795315136684,33553.92973679483,1.624016354028754,40583.48998386216,2113.082363184065,1948.1779592564044,0.34765004203654826
142,2025-05-23,4-3,9797.263865021074,1214.7212223325118,0.0,483.21399376658803,11495.199081120174,268.6705815617347,29679.11278697251,1948.1779592564044,1844.2165187050439,0.32337629108224064
143,2025-05-24,4-3,10940.076649747292,45.47322619357772,0.0,0.0,10985.54987594087,0.0,31909.742678624294,1844.2165187050439,1885.865370261222,0.3447182500967756
144,2025-05-25,4-3,31792.47671310669,2458.8660919270396,0.0,0.0,34251.34280503374,0.0,33657.50466333401,1885.865370261222,2280.59409124177,0.38779966707807034
145,2025-05-26,4-3,31651.120004587636,5426.147703263431,0.0,0.0,37077.26770785107,0.0,38370.13196049601,2280.59409124177,2208.4992179620635,0.4487420419463888
146,2025-05-27,4-3,30803.352104126043,982.6209751991792,0.0,2176.836060323815,33962.809139649034,418.7348895568095,39457.49614518007,2208.4992179620635,1243.176492642771,0.3922785409959033
147,2025-05-28,4-3,31950.226414777404,3454.714295526511,0.0,0.0,35404.94071030391,0.0,37594.848953403394,1243.176492642771,1868.7422432193327,0.3987559580709785
148,2025-05-29,4-3,32345.94852725754,4897.735730934376,0.0,119.8044217333329,37363.488679925256,17.81743333333327,38387.794362984394,1868.7422432193327,2040.9476385934086,0.3840752919204533
149,2025-05-30,4-3,11157.52368233552,459.93664561034205,0.0,0.0,11617.460327945864,0.0,34915.78749203542,2040.9476385934086,2586.0725792013236,0.35647995804902166
150,2025-05-31,4-3,10659.1339800241,274.30583419178026,0.0,219.88220148846773,11153.322015704349,119.6014544813695,29982.454333689086,2586.0725792013236,1833.340953638366,0.3626441248925403
151,2025-06-01,4-3,45193.50593310133,6035.655688245577,0.0,7973.881534520202,59203.04315586711,1873.4070576634022,49443.05898465669,1833.340953638366,1200.0,0.3935773749835789
152,2025-06-02,4-3,49911.25530132347,3409.0158668372173,0.0,126.36456257323172,53446.63573073392,18.64334059799819,46079.54642876558,1200.0,1236.7269161832064,0.3715009590378031
153,2025-06-03,4-3,45878.24341960955,4435.624994417594,0.0,374.4258536929646,50688.294267720106,62.1998701358458,45151.096039921795,1236.7269161832064,1366.5959942468885,0.3346177089260891
154,2025-06-04,4-3,54162.882204299676,185.13064601941088,0.0,3741.2267605175402,58089.23961083663,886.1485383724015,41254.63612355815,1366.5959942468885,1200.0,0.33257437497377396
155,2025-06-05,4-3,45854.72334068863,5207.894363395219,0.0,6645.984820325924,57708.60252440978,1524.3575556974179,45263.03837397739,1200.0,1216.6873789692484,0.33288224996067584
156,2025-06-06,4-3,16869.36103546847,3406.3959971088884,0.0,0.0,20275.75703257736,0.0,32798.22866830825,1216.6873789692484,1668.153896617209,0.3257864590268582
157,2025-06-07,4-3,14420.726756129461,3387.3048099854095,0.0,3181.4520938730475,20989.48365998792,658.8268216813505,37940.166547926776,1668.153896617209,1200.0,0.2724409580696374
158,2025-06-08,4-3,49047.7408419509,1518.8646521074386,0.0,0.0,50566.60549405834,0.0,39653.94471091184,1200.0,3644.853597553066,0.36566216708160937
159,2025-06-09,4-3,52949.99677135362,160.66688036915681,0.0,0.0,53110.663651722774,0.0,42510.77987370957,3644.853597553066,3098.5205821944796,0.38734729203861207
160,2025-06-10,4-3,45119.09214515189,9218.600368500161,0.0,0.0,54337.69251365205,0.0,42983.59713344769,3098.5205821944796,2863.7613316997554,0.4087548750685528
161,2025-06-11,4-3,52399.975766854,6728.105882033959,0.0,0.0,59128.08164888795,0.0,50899.57239233497,2863.7613316997554,4119.837479129591,0.4229224999435246
162,2025-06-12,4-3,50325.36642359445,2404.800235199529,0.0,0.0,52730.16665879398,0.0,42043.39954019482,4119.837479129591,2962.6387446833146,0.4114388329908252
163,2025-06-13,4-3,17981.751983833994,0.0,0.0,0.0,17981.751983833998,0.0,28128.39888901583,2962.6387446833146,2641.427401116672,0.3816440829541534
164,2025-06-14,4-3,16735.893064493357,729.7929833992828,0.0,360.4682639918705,17826.154311884515,117.79314842314373,31553.818893369753,2641.427401116672,2177.209475179939,0.374750749906525
165,2025-06-15,4-3,43592.28509480787,10787.82132984836,0.0,0.0,54380.10642465623,0.0,44206.28622962952,2177.209475179939,2958.26536173332,0.4027008330449462
166,2025-06-16,4-3,48779.65796851393,6406.906888928739,0.0,0.0,55186.564857442674,0.0,44407.9871940881,2958.26536173332,3113.7547029862135,0.38171524996869266
167,2025-06-17,4-3,51192.092002612335,3643.5238824477838,0.0,0.0,54835.61588506011,0.0,47036.70382759652,3113.7547029862135,2620.2698534241285,0.3675649999640882
168,2025-06-18,4-3,48264.61241498271,3985.2327297795373,0.0,0.0,52249.84514476224,0.0,45181.61484795496,2620.2698534241285,2408.5265791848296,0.3543657079571858
169,2025-06-19,4-3,42474.92617440451,8553.56927547737,0.0,278.1172451727789,51306.61269505466,40.43738841890968,42438.112518478076,2408.5265791848296,2030.5508906325076,0.3737360000377521
170,2025-06-20,4-3,17932.636353321293,679.246648434086,0.0,0.0,18611.88300175538,0.0,28198.40125697379,2030.5508906325076,3341.782877870299,0.3510558749549091
171,2025-06-21,4-3,14225.790128530974,870.466193310876,0.0,527.6334804490245,15623.889802290874,177.40384427998373,32556.773837520705,3341.782877870299,1987.6575279700173,0.37116662494372576
172,2025-06-22,4-3,44094.25105922203,6259.983307068062,0.0,0.0,50354.23436629008,0.0,41121.80422487021,1987.6575279700173,2643.4535600397085,0.41444091708399355
173,2025-06-23,4-3,42934.29569753321,6907.353918306349,0.0,0.0,49841.64961583956,0.0,40955.73842602867,2643.4535600397085,2160.6143815024843,0.3921332500176504
174,2025-06-24,4-3,52428.067834927315,4524.964130884242,0.0,340.1218970104543,57293.153862822015,72.80006357244312,49068.35274382015,2160.6143815024843,2392.536047072619,0.39776204095687717
175,2025-06-25,4-3,44657.672611889735,6543.591741599759,0.0,47.064093120669654,51248.32844661016,6.880212429013909,39201.80710407914,2392.536047072619,2317.0638802237872,0.3731767920544371
176,2025-06-26,4-3,42944.29840541712,5658.297918796784,0.0,381.0169928430515,48983.61331705695,54.325610118564555,40216.64381755846,2317.0638802237872,2220.823630089921,0.34451150009408593
177,2025-06-27,4-3,16098.751357211517,191.6993871002537,0.0,0.0,16290.45074431177,0.0,30576.074116955762,2220.823630089921,2070.292189770836,0.3464115000097081
178,2025-06-28,4-3,13223.079848341024,2103.2436904316196,0.0,1439.512719900852,16765.836258673495,334.084893906803,30787.311832516843,2070.292189770836,1557.8789937268511,0.35444866691250354
179,2025-06-29,4-3,42881.18405266442,11436.269404355406,0.0,0.0,54317.45345701983,0.0,46888.35562749397,1557.8789937268511,3847.686440390441,0.33997254096902907
180,2025-06-30,4-3,44678.85745317765,3566.929342722861,0.0,304.7217128270584,48550.508508727566,43.8732579118938,41335.009240688654,3847.686440390441,1521.4088070671633,0.33973525010515004
181,2025-07-01,4-3,44989.60233344177,23523.41151779722,0.0,11141.241186141555,79654.25503738056,2553.9970635398063,38607.861174994265,1521.4088070671633,1200.0,0.3424446659628302
182,2025-07-02,4-3,52814.773456350944,7318.876667540364,0.0,618.7542038698655,60752.40432776116,72.45518820345342,34867.76990719848,1200.0,2285.209637678681,0.31039658305235207
183,2025-07-03,4-3,56996.85595361136,7641.753169406307,0.0,441.7991158317551,65080.40823884943,50.928740840067576,40706.0497222751,2285.209637678681,1791.3386333995907,0.2967974999919534
184,2025-07-04,4-3,22120.498109096214,2230.955789281699,0.0,310.30992681832834,24661.76382519624,103.26649494390468,32301.455946733982,1791.3386333995907,1864.4848071128329,0.2977160830050707
185,2025-07-05,4-3,19073.89598829031,4820.745754409495,0.0,5401.192523644348,29295.834266344158,1392.6205414503943,30909.99257479353,1864.4848071128329,1200.0,0.31069225003011525
186,2025-07-06,4-3,56603.13915260408,8669.237204171079,0.0,2817.472950482502,68089.84930725768,496.4060041419385,48915.84698062032,1200.0,1200.0,0.3921203330392018
187,2025-07-07,4-3,56955.19778340066,1294.7894357401406,0.0,354.1650751984322,58604.152294339234,60.591080149435484,41977.40017174669,1200.0,1980.5659031967773,0.37520420900546014
188,2025-07-08,4-3,62224.46158371667,3783.75241296722,0.0,0.0,66008.2139966839,0.0,45374.84744236208,1980.5659031967773,4313.737733699314,0.4234654169995338
189,2025-07-09,4-3,58559.598098746435,3395.265645840872,0.0,0.0,61954.86374458731,0.0,40890.6603491843,4313.737733699314,3334.935560591375,0.383131584036164
190,2025-07-10,4-3,54060.033821618155,6295.235531991879,0.0,153.3147057799739,60508.584059390014,17.93783851409546,44219.130058825176,3334.935560591375,2631.998044652795,0.3846240839920938
