day,date,month,scenario,planned_kwh,final_kwh,emergency_kwh,emergency_minutes,charge_kwh,discharge_kwh,surplus_kwh,initial_soc,final_soc,planned_cost,up_cost,down_cost,emergency_cost,total_cost,violations,max_balance_error,max_state_error,solve_execute_seconds,updates,variant,seed,model_used,known_price,corrected,update_schedule
51,2025-02-21,2,2,39780.49101266081,39780.49101266081,0.0,0,18466.330567832312,13504.91950130208,9258.81791279724,1216.459370258789,2830.690768750001,21558.243471085218,0.0,0.0,0.0,21558.243471085218,0,1.1368683772161605e-13,9.094947017729282e-13,0.0039517079712823,0,selected,mean,tcn,False,True,0
52,2025-02-22,2,2,32932.11880796984,32932.11880796984,77.26844276000494,20,16849.13634201118,14853.50298706584,3168.99101245117,2830.690768750001,1491.021268709129,17197.17208661397,0.0,0.0,460.5410848694117,17657.71317148338,0,1.1368683772161605e-13,8.526512829121202e-13,0.0041247920598834,0,selected,mean,tcn,False,True,0
53,2025-02-23,2,2,65702.25162731318,65702.25162731318,9237.751364523148,390,19130.56423835012,15722.414929847126,0.0,1491.021268709129,1239.179161171875,38835.38137874678,0.0,0.0,53831.94099273404,92667.32237148084,0,2.273736754432321e-13,8.979483823168266e-13,0.0042086660396307,0,selected,mean,tcn,False,True,0
54,2025-02-24,2,2,79907.71882712169,79907.71882712169,0.0,0,22112.029534785477,16571.694501158654,6164.350176828194,1239.179161171875,2727.011852302517,49518.062818638384,0.0,0.0,0.0,49518.062818638384,0,4.547473508864641e-13,9.094947017729282e-13,0.0040784579468891,0,selected,mean,tcn,False,True,0
55,2025-02-25,2,2,73570.13374562994,73570.13374562994,11.229792480468744,20,20096.210344556977,17197.915416796874,4861.745377016973,2727.011852302517,1704.806254851711,45515.936930737415,0.0,0.0,49.76159993123372,45565.69853066865,0,2.273736754432321e-13,9.094947017729282e-13,0.0044194170041009,0,selected,mean,tcn,False,True,0
56,2025-02-26,2,2,67697.0486133497,67697.0486133497,4402.718865826433,250,19281.837127609564,16072.61370273029,75.69602096354208,1704.806254851711,1200.0,41102.642408429536,0.0,0.0,27459.84342267869,68562.48583110822,0,2.273736754432321e-13,9.094947017729282e-13,0.0040600419742986,0,selected,mean,tcn,False,True,0
57,2025-02-27,2,2,66607.64790717466,66607.64790717466,5765.701015957109,370,21533.040863111863,17404.935406298344,1288.6592663182566,1200.0,1240.9196586914063,39876.36745359188,0.0,0.0,30615.768153751094,70492.13560734298,0,2.273736754432321e-13,9.094947017729282e-13,0.0039727499242872,0,selected,mean,tcn,False,True,0
58,2025-02-28,2,2,38720.27904950978,38720.27904950978,0.0,0,17963.303624451437,13220.720474869791,10685.102349928133,1240.9196586914063,2718.203504175707,20917.901946054702,0.0,0.0,0.0,20917.901946054702,0,1.1368683772161605e-13,9.094947017729282e-13,0.0035947499563917,0,selected,mean,tcn,False,True,0
59,2025-03-01,3,2,31507.9896705591,31507.9896705591,227.45630609000273,40,15149.162958554967,13518.333962729168,6445.851047489975,2718.203504175707,1332.0790971761066,16338.16292970187,0.0,0.0,1217.0806490146774,17555.243578716545,0,1.1368683772161605e-13,8.810729923425242e-13,0.0040186659898608,0,selected,mean,gru,False,True,0
60,2025-03-02,3,2,74286.3490261143,74286.3490261143,2898.3837061332156,150,21473.141232070742,17512.115585435797,865.4000189458911,1332.0790971761066,1200.0,45435.73551955473,0.0,0.0,18782.372073171173,64218.10759272591,0,2.273736754432321e-13,9.094947017729282e-13,0.0042644999921321,0,selected,mean,gru,False,True,0
61,2025-03-03,3,2,76327.54054194698,76327.54054194698,1546.257397128277,180,24093.006650132946,19475.46738961387,1239.1120452228458,1200.0,1244.2977744375726,46625.83265402769,0.0,0.0,8863.270185845045,55489.102839872736,0,2.273736754432321e-13,9.094947017729282e-13,0.0042657079175114,0,selected,mean,gru,False,True,0
62,2025-03-04,3,2,76554.78273070784,76554.78273070784,206.48854309830693,120,22057.03082417446,17906.062964575132,3410.8454808734723,1244.2977744375726,1200.0,47071.1591503361,0.0,0.0,819.926078325888,47891.08522866198,0,2.273736754432321e-13,9.094947017729282e-13,0.0041426670504733,0,selected,mean,gru,False,True,0
63,2025-03-05,3,2,74427.99571141711,74427.99571141711,545.9756039036461,100,21085.271908263607,17079.07024569352,4837.297636084009,1200.0,1200.0,45277.89406768799,0.0,0.0,3097.5898953710584,48375.48396305904,0,2.273736754432321e-13,9.094947017729282e-13,0.0044499579817056,0,selected,mean,gru,False,True,0
64,2025-03-06,3,2,68575.52486016415,68575.52486016415,2358.737312312046,210,21411.97951791867,17343.703409514128,925.3319307383092,1200.0,1200.0,41528.27110542984,0.0,0.0,13223.702336603474,54751.97344203331,0,2.273736754432321e-13,8.881784197001252e-13,0.0041437910404056,0,selected,mean,gru,False,True,0
65,2025-03-07,3,2,32120.126921712617,32120.126921712617,137.29488459033615,50,16085.267502466071,12917.017201081662,8166.885971585209,1200.0,1324.4994176842808,16500.328029857486,0.0,0.0,426.279634418913,16926.607664276402,0,1.1368683772161605e-13,9.094947017729282e-13,0.0035610409686341,0,selected,mean,gru,False,True,0
66,2025-03-08,3,2,30890.87703323018,30890.87703323018,271.35163551057775,40,16143.02180249747,13098.914739359216,9054.982088935838,1324.4994176842808,1298.8693295328765,16024.502372909572,0.0,0.0,1038.431325646428,17062.933698556,0,1.1368683772161605e-13,9.094947017729282e-13,0.0032983750570565,0,selected,mean,gru,False,True,0
67,2025-03-09,3,2,68375.38219267546,68375.38219267546,1065.999370047994,200,22202.32801556834,18054.66502460889,1960.1935217640057,1298.8693295328765,1220.225627312283,41287.47617842488,0.0,0.0,5081.027695371584,46368.503873796464,0,2.273736754432321e-13,9.094947017729282e-13,0.0038940830854699,0,selected,mean,gru,False,True,0
68,2025-03-10,3,2,68276.11706544601,68276.11706544601,3528.875478125431,180,19378.73166132206,15663.149891676405,47.339323925781855,1220.225627312283,1257.5842428616895,41403.45004293109,0.0,0.0,21843.201476169033,63246.65151910012,0,2.273736754432321e-13,9.094947017729282e-13,0.0038463750388473,0,selected,mean,gru,False,True,0
69,2025-03-11,3,2,71736.07362118436,71736.07362118436,738.6931008434223,70,20837.01788303704,16712.91521581404,4411.7452548047895,1257.5842428616895,1440.9945422460935,43258.81059783895,0.0,0.0,4714.086574016412,47972.89717185535,0,4.547473508864641e-13,9.094947017729282e-13,0.0037768750917166,0,selected,mean,gru,False,True,0
70,2025-03-12,3,2,67778.86154850393,67778.86154850393,960.450936011255,170,21699.720017532512,17793.66830222282,2397.726085872162,1440.9945422460935,1200.0,40856.01961027394,0.0,0.0,4895.011643040364,45751.03125331431,0,2.273736754432321e-13,9.094947017729282e-13,0.0036512090591713,0,selected,mean,gru,False,True,0
71,2025-03-13,3,2,63400.13892520651,63400.13892520651,7496.638991308208,380,17395.62241994026,14066.768862019288,22.306341927083736,1200.0,1226.3169979248048,38025.52289411583,0.0,0.0,43998.67980867614,82024.20270279198,0,2.273736754432321e-13,8.597567102697212e-13,0.0035607910249382,0,selected,mean,gru,False,True,0
72,2025-03-14,3,2,29611.60713613251,29611.60713613251,391.6948186244303,50,15771.024834448235,12698.85514539738,10901.70628237275,1226.3169979248048,1310.4002984866902,15234.241718097026,0.0,0.0,1635.9313398529548,16870.17305794998,0,1.1368683772161605e-13,8.881784197001252e-13,0.0034620420774444,0,selected,mean,gru,False,True,0
73,2025-03-15,3,2,29979.338494233285,29979.338494233285,647.2322981739917,130,15454.128433422346,12617.204299710122,6865.521508695049,1310.4002984866902,1200.0,15373.311718642684,0.0,0.0,2647.3178727583163,18020.629591401,0,2.273736754432321e-13,9.094947017729282e-13,0.0032691670348867,0,selected,mean,gru,False,True,0
74,2025-03-16,3,2,67501.03742677195,67501.03742677195,1475.5101993473163,200,21523.369979522595,17433.929683413302,1536.0603966766362,1200.0,1200.0,40417.579751819976,0.0,0.0,8613.152105711955,49030.73185753194,0,2.273736754432321e-13,9.094947017729282e-13,0.0036430000327527,0,selected,mean,gru,False,True,0
75,2025-03-17,3,2,67237.25051858102,67237.25051858102,193.7249811591715,40,20580.314742092407,16497.921531140426,5490.450855454878,1200.0,1391.259344393808,40366.62263116376,0.0,0.0,1192.152282928327,41558.77491409208,0,2.273736754432321e-13,9.094947017729282e-13,0.0037077090237289,0,selected,mean,gru,False,True,0
76,2025-03-18,3,2,62089.84681367712,62089.84681367712,2960.9630446181964,200,20831.06481481848,17045.295909957407,139.08258676757862,1391.259344393808,1200.0,37321.210671546345,0.0,0.0,16274.9836671802,53596.19433872655,0,2.273736754432321e-13,8.846257060213247e-13,0.0038544579874724,0,selected,mean,gru,False,True,0
77,2025-03-19,3,2,65108.38435773496,65108.38435773496,326.48765913586476,90,21860.57517034927,17615.06619895231,1723.8925954738693,1200.0,1302.2218767006657,39121.662522910075,0.0,0.0,1851.633347807384,40973.295870717455,0,2.273736754432321e-13,9.094947017729282e-13,0.003909167018719,0,selected,mean,gru,False,True,0
78,2025-03-20,3,2,62008.30712145941,62008.30712145941,3990.8603170075057,250,19876.048199415545,16182.022209255923,96.17963164062542,1302.2218767006657,1210.6405792236328,37146.564415887464,0.0,0.0,24372.98502475348,61519.54944064095,0,2.273736754432321e-13,9.094947017729282e-13,0.003645124961622,0,selected,mean,gru,False,True,0
79,2025-03-21,3,2,29312.2812268918,29312.2812268918,657.753763095981,130,15183.675708171835,12298.55494593722,15051.449711086498,1210.6405792236328,1210.8876655369288,15069.668961136667,0.0,0.0,2771.993076914383,17841.66203805105,0,2.273736754432321e-13,7.958078640513122e-13,0.0032477499917149,0,selected,mean,gru,False,True,0
80,2025-03-22,3,2,29592.858802677383,29592.858802677383,0.0,0,15394.456724081305,12201.96720959269,10519.169554855438,1210.8876655369288,1508.1573732182271,15120.44339840781,0.0,0.0,0.0,15120.443398407806,0,1.1368683772161605e-13,9.094947017729282e-13,0.0031541249481961,0,selected,mean,gru,False,True,0
81,2025-03-23,3,2,63847.05051153476,63847.05051153476,1453.310697472005,210,21114.43252072513,17326.432384294763,2742.640955909733,1508.1573732182271,1259.5551037655523,38061.51325191904,0.0,0.0,7911.186885371073,45972.700137290114,0,2.273736754432321e-13,9.094947017729282e-13,0.003961959038861,0,selected,mean,gru,False,True,0
82,2025-03-24,3,2,61334.8696539167,61334.8696539167,1997.563371431292,180,21583.539114745086,17536.26627633252,1286.6631036020913,1259.5551037655523,1200.0,36602.79288618116,0.0,0.0,11522.87243339752,48125.66531957868,0,2.273736754432321e-13,9.094947017729282e-13,0.0036680001066997,0,selected,mean,gru,False,True,0
83,2025-03-25,3,2,62000.95569645108,62000.95569645108,2911.414959419574,230,20355.26839352498,16434.033265909537,41.01081158854197,1200.0,1259.704592050781,37189.50384059164,0.0,0.0,16986.884304875442,54176.38814546708,0,2.273736754432321e-13,8.810729923425242e-13,0.0036092910449951,0,selected,mean,gru,False,True,0
84,2025-03-26,3,2,63399.211299492614,63399.211299492614,590.7435630807269,150,21026.450333197296,17085.158902735515,4456.1085654449,1259.704592050781,1200.0,37802.65815618489,0.0,0.0,3033.6754544532623,40836.33361063815,0,2.273736754432321e-13,9.094947017729282e-13,0.0036028330214321,0,selected,mean,gru,False,True,0
85,2025-03-27,3,2,57372.598112424224,57372.598112424224,5222.5423107137885,290,18832.808579353332,15243.400774330565,288.7432181152344,1200.0,1212.4157499395978,34221.15336173191,0.0,0.0,30899.16144357552,65120.314805307426,0,2.273736754432321e-13,9.094947017729282e-13,0.003560832934454,0,selected,mean,gru,False,True,0
86,2025-03-28,3,2,28880.085444099757,28880.085444099757,159.84050701432363,30,15143.702381231516,12199.551800895832,15273.894604111736,1212.4157499395978,1286.6903364970342,14667.68945979488,0.0,0.0,660.6227421120657,15328.312201906943,0,1.1368683772161605e-13,7.958078640513122e-13,0.0036687919637188,0,selected,mean,gru,False,True,0
87,2025-03-29,3,2,28507.08279575013,28507.08279575013,311.6790169686294,110,14754.572951769163,11935.328580857502,18292.308258473768,1286.6903364970342,1304.329792136502,14338.859272152466,0.0,0.0,1538.390497880539,15877.249770033006,0,2.273736754432321e-13,9.094947017729282e-13,0.003492624964565,0,selected,mean,gru,False,True,0
88,2025-03-30,3,2,56714.55794589326,56714.55794589326,2598.3436352453655,220,20298.73370863639,16535.87111691833,204.41928942057325,1304.329792136502,1200.0,34179.593368731614,0.0,0.0,15199.447255169403,49379.04062390102,0,2.273736754432321e-13,8.810729923425242e-13,0.0035507910652086,0,selected,mean,gru,False,True,0
89,2025-03-31,3,2,58351.249906204364,58351.249906204364,2460.5729809530576,110,19201.006426931905,15361.007045243228,20.43402213541719,1200.0,1413.120178412905,34903.27555440893,0.0,0.0,16312.138376262754,51215.41393067168,0,2.273736754432321e-13,9.094947017729282e-13,0.0035914999898523,0,selected,mean,gru,False,True,0
90,2025-04-01,4,2,60772.03954324071,60772.03954324071,2814.229617538668,70,18330.318705073387,14952.90106096068,0.0,1413.120178412905,1296.0725008004192,36370.87063895921,0.0,0.0,18936.700291567053,55307.57093052627,0,2.273736754432321e-13,9.094947017729282e-13,0.0037439999869093,0,selected,mean,gru,False,True,0
91,2025-04-02,4,2,60826.757455803,60826.757455803,3497.632545882818,220,20170.331612093687,16387.084387287752,105.80737687988312,1296.0725008004192,1241.4994102539065,36135.128503939646,0.0,0.0,19756.10526400653,55891.23376794618,0,2.273736754432321e-13,9.094947017729282e-13,0.0037495420547202,0,selected,mean,gru,False,True,0
92,2025-04-03,4,2,61132.79967116632,61132.79967116632,2066.9550881881505,180,21169.08325732965,17150.547370983397,3317.688606341553,1241.4994102539065,1237.5105963134763,36093.00346078771,0.0,0.0,12081.907537344989,48174.9109981327,0,2.273736754432321e-13,9.094947017729282e-13,0.0035279580624774,0,selected,mean,gru,False,True,0
93,2025-04-04,4,2,27614.54943652683,27614.54943652683,130.91766719307356,50,14785.100614911213,11934.384031944295,18463.94827075299,1237.5105963134763,1283.6744475732426,13826.937846295568,0.0,0.0,452.3889789404135,14279.326825235978,0,2.273736754432321e-13,9.094947017729282e-13,0.0032939580269157,0,selected,mean,gru,False,True,0
94,2025-04-05,4,2,27249.890426194575,27249.890426194575,399.54772724053737,140,14330.769951776952,11683.23066375525,12957.783882080075,1283.6744475732426,1200.0,13566.833193466971,0.0,0.0,1687.6930280909748,15254.526221557948,0,1.1368683772161605e-13,8.952838470577262e-13,0.0033154160482808,0,selected,mean,gru,False,True,0
95,2025-04-06,4,2,58680.328755508235,58680.328755508235,496.76110466764146,120,21573.36678079929,17438.96032750602,632.6071402159404,1200.0,1239.4075166015623,34887.42127667587,0.0,0.0,2734.6927893258435,37622.11406600171,0,2.273736754432321e-13,9.094947017729282e-13,0.0039830830646678,0,selected,mean,gru,False,True,0
96,2025-04-07,4,2,57419.402237591334,57419.402237591334,252.6974586917264,130,21108.18971433199,17133.10043355032,454.29113216805786,1239.4075166015623,1200.0,34299.350513175494,0.0,0.0,602.2070448356026,34901.557558011096,0,2.273736754432321e-13,9.094947017729282e-13,0.0037637919886037,0,selected,mean,gru,False,True,0
97,2025-04-08,4,2,58236.61569667252,58236.61569667252,1666.9625680707743,230,21516.48593957369,17428.353611054692,1462.2523195576237,1200.0,1200.0,34713.54684955543,0.0,0.0,9286.640861453709,44000.187711009145,0,2.273736754432321e-13,9.094947017729282e-13,0.0037240000674501,0,selected,mean,gru,False,True,0
98,2025-04-09,4,2,59635.00541861852,59635.00541861852,3207.702474361693,160,19024.747084078983,15410.045138103977,93.69493033854236,1200.0,1200.0,35456.75583783617,0.0,0.0,20834.214284463444,56290.970122299615,0,2.273736754432321e-13,9.094947017729282e-13,0.0034571660216897,0,selected,mean,gru,False,True,0
99,2025-04-10,4,2,59519.88543993162,59519.88543993162,1316.3229599244798,170,21489.307038374893,17339.99536627995,2226.258827761154,1200.0,1273.7148164485675,35219.50069024975,0.0,0.0,7724.210483875289,42943.71117412504,0,2.273736754432321e-13,9.094947017729282e-13,0.0035834170412272,0,selected,mean,gru,False,True,0
100,2025-04-11,4,2,26978.546087859435,26978.546087859435,381.237585055865,120,14122.908562761775,11505.899270640748,19426.124214127605,1273.7148164485675,1200.0,13508.150966736366,0.0,0.0,1295.4155648523592,14803.566531588727,0,1.1368683772161605e-13,9.094947017729282e-13,0.0036963750608265,0,selected,mean,gru,False,True,0
101,2025-04-12,4,2,26692.271654764812,26692.271654764812,69.70814200923779,40,13791.735174457715,11148.380289867391,15093.46436218372,1200.0,1225.472446048177,13237.6887199145,0.0,0.0,298.77673077668084,13536.46545069118,0,2.273736754432321e-13,8.775202786637237e-13,0.0033495830139145,0,selected,mean,gru,False,True,0
102,2025-04-13,4,2,56204.410982915,56204.410982915,2163.4455200906423,190,20232.208861837527,16364.81082735402,224.09998518880343,1225.472446048177,1251.3372801974826,33402.05353095779,0.0,0.0,13463.22525551842,46865.27878647621,0,2.273736754432321e-13,9.094947017729282e-13,0.0034191670129075,0,selected,mean,gru,False,True,0
103,2025-04-14,4,2,56017.09022747638,56017.09022747638,662.4507275930954,50,20815.99402760659,16852.58877182097,188.10389928385484,1251.3372801974826,1260.6332696867764,33292.181353532935,0.0,0.0,4482.240647130792,37774.42200066373,0,2.273736754432321e-13,9.094947017729282e-13,0.003511624992825,0,selected,mean,gru,False,True,0
104,2025-04-15,4,2,55200.28661137384,55200.28661137384,1028.7600514715991,70,20144.263527690564,16183.58090999284,2128.935211814379,1260.6332696867764,1408.7138779495808,32904.374964660514,0.0,0.0,6741.739126409119,39646.11409106964,0,2.273736754432321e-13,9.094947017729282e-13,0.0036319580394774,0,selected,mean,gru,False,True,0
105,2025-04-16,4,2,55947.48613722957,55947.48613722957,3083.201281864227,150,17895.94300269182,14683.556322334993,38.708788736979386,1408.7138779495808,1200.0,33333.116216464216,0.0,0.0,20327.33787131653,53660.45408778075,0,2.273736754432321e-13,8.57980353430321e-13,0.0035705000627785,0,selected,mean,gru,False,True,0
106,2025-04-17,4,2,56478.25195541499,56478.25195541499,762.4874915540341,70,20210.054247819215,16360.441750779948,522.7845999297674,1200.0,1210.7802110595703,33568.74404354818,0.0,0.0,4804.730320049707,38373.47436359789,0,2.842170943040401e-13,9.094947017729282e-13,0.0035398330073803,0,selected,mean,gru,False,True,0
107,2025-04-18,4,2,26581.213515466763,26581.213515466763,117.7051056487612,20,14038.390653853809,11077.835307372074,17384.246091300454,1210.7802110595703,1536.6259024479168,13204.986308078209,0.0,0.0,482.6545151550546,13687.640823233263,0,1.1368683772161605e-13,9.094947017729282e-13,0.0033162910258397,0,selected,mean,gru,False,True,0
108,2025-04-19,4,2,25246.342039536015,25246.342039536015,397.83282368365417,80,13087.570096894817,10808.341452545186,16580.266968870033,1536.6259024479168,1306.1707090474897,12390.033217100903,0.0,0.0,1474.738502129789,13864.771719230692,0,2.273736754432321e-13,7.389644451905042e-13,0.0031317500397562,0,selected,mean,gru,False,True,0
109,2025-04-20,4,2,54651.94536877955,54651.94536877955,1201.9615795719285,140,20791.273626233975,16936.485275392264,41.373714176433396,1306.1707090474897,1200.0,32361.411494796077,0.0,0.0,7092.838900553614,39454.25039534969,0,2.273736754432321e-13,9.094947017729282e-13,0.0035774169955402,0,selected,mean,gru,False,True,0
110,2025-04-21,4,2,54936.90641669285,54936.90641669285,313.9749364824221,100,19973.318823854577,16135.590461233338,2896.2426072207018,1200.0,1247.553095654297,32711.474477978176,0.0,0.0,1021.9467864895636,33733.42126446775,0,2.273736754432321e-13,9.094947017729282e-13,0.0035879169590771,0,selected,mean,gru,False,True,0
111,2025-04-22,4,2,50437.642354934695,50437.642354934695,4687.399117930208,240,15782.94369912618,12826.98218238107,16.150639453125223,1247.553095654297,1200.0,30571.2292045497,0.0,0.0,28909.47819388476,59480.70739843445,0,2.273736754432321e-13,4.547473508864641e-13,0.0034068749519065,0,selected,mean,gru,False,True,0
112,2025-04-23,4,2,56012.06569632778,56012.06569632778,260.0106671542961,60,20055.911619545313,16118.19030673893,934.4383340090274,1200.0,1341.2201167697483,32933.861887848434,0.0,0.0,1606.232799181599,34540.09468703003,0,2.273736754432321e-13,8.846257060213247e-13,0.0033283749362453,0,selected,mean,gru,False,True,0
113,2025-04-24,4,2,52813.52898406598,52813.52898406598,830.1078915405294,200,19467.02624233117,15895.389361381018,2981.8932946563664,1341.2201167697483,1200.0,31374.002606697657,0.0,0.0,4225.794426664932,35599.79703336259,0,2.273736754432321e-13,9.094947017729282e-13,0.0032149170292541,0,selected,mean,gru,False,True,0
114,2025-04-25,4,2,24996.518594247325,24996.518594247325,284.06149565673854,80,13056.654614636582,10556.897226283363,20780.465051550844,1200.0,1221.1033461914062,12103.547997386551,0.0,0.0,959.2453576624898,13062.793355049042,0,1.1368683772161605e-13,9.094947017729282e-13,0.0035421670181676,0,selected,mean,gru,False,True,0
115,2025-04-26,4,2,24657.5164377926,24657.5164377926,718.0937000490093,150,13364.19675652658,10843.992384358797,22785.212132340497,1221.1033461914062,1200.0,11794.144813995848,0.0,0.0,3319.3516491738046,15113.496463169651,0,2.273736754432321e-13,6.252776074688883e-13,0.0035102079855278,0,selected,mean,gru,False,True,0
