date,hour,actual_load,forecast_load,actual_pv,forecast_pv,actual_price,forecast_price,original,final,emergency,soc,charge,discharge
2025-07-06,2.1666666666666665,4609.4717,3820.8135,0.0,28.096655,0.5586,0.4921223,632.1194458007812,632.1194458007812,0.0,2524.740873826317,0.0,136.12583753255205
2025-07-06,2.3333333333333335,4496.2582,3654.4822,0.0,25.530905,0.5406,0.47161093,604.8251953125,604.8251953125,0.0,2364.1284612105765,0.0,144.55117135416674
2025-07-06,2.5,4228.1,3996.5305,0.0,24.19282,0.5076,0.4869342,662.0562744140625,662.0562744140625,0.0,2316.7650624113867,0.0,42.627058919270894
2025-07-06,2.6666666666666665,4586.5831,4004.4246,0.0,26.22286,0.4939,0.48551878,663.0336303710938,663.0336303710938,0.0,2204.1018554163056,0.0,101.39688629557293
2025-07-06,2.8333333333333335,4652.5714,3801.996,0.0,28.406555,0.5053,0.45833936,1462.2649129231772,1462.2649129231772,0.0,2822.2545670471654,686.8363462565106,0.0
2025-07-06,3.0,4249.68,3640.9395,0.0,30.522787,0.515,0.44639543,1435.0694783528647,1435.0694783528647,0.0,3476.365097564744,726.7894783528646,0.0
2025-07-06,3.1666666666666665,4146.8465,3614.5203,0.0017,31.151777,0.4911,0.48979554,597.2280883789062,597.2280883789062,0.0,3372.017640207973,0.0,93.91271162109376
2025-07-06,3.3333333333333335,4184.6071,3605.2634,0.0,32.090885,0.4779,0.49841508,595.5287475585938,595.5287475585938,0.0,3258.7890078656696,0.0,101.90576910807295
2025-07-06,3.5,4147.36,3583.3381,0.0,31.784132,0.489,0.44848824,1425.258992513021,1425.258992513021,0.0,3919.4181011273886,734.0323258463544,0.0
2025-07-06,3.6666666666666665,4091.2091,3596.8945,0.0231,28.277487,0.5013,0.42232832,1428.1028035481772,1428.1028035481772,0.0,4591.0327243207485,746.2384702148439,0.0
2025-07-06,3.8333333333333335,4372.0748,3602.2317,0.0,24.744043,0.5393,0.44300655,1429.581258138021,1429.581258138021,0.0,5221.844636644967,700.9021248046876,0.0
2025-07-06,4.0,4706.46,3638.179,0.0,21.265066,0.5706,0.48694292,602.8189697265625,602.8189697265625,0.0,5020.076825230037,0.0,181.59103027343747
2025-07-06,4.166666666666667,4436.542,3784.8948,0.3218,18.796442,0.533,0.49833477,627.6830444335938,627.6830444335938,0.0,4895.980170896993,0.0,111.68698889973973
2025-07-06,4.333333333333333,4225.267,3853.787,0.0,16.314627,0.5189,0.48154417,639.5787353515625,639.5787353515625,0.0,4824.1663583246545,0.0,64.6324313151041
2025-07-06,4.5,4365.81,3796.4758,0.0,13.978588,0.5356,0.4590825,1297.0828653971353,1297.0828653971353,0.0,5336.669437182076,569.4478653971352,0.0
2025-07-06,4.666666666666667,4468.813,3742.418,4.4818,12.006649,0.5016,0.44721484,1455.068562825521,1455.068562825521,0.0,5976.581463725044,711.0133628255209,0.0
2025-07-06,4.833333333333333,4267.6355,3656.6062,0.0,8.345642,0.4783,0.4649162,608.0433959960938,608.0433959960938,0.0,5861.882366683667,0.0,103.22918733723964
2025-07-06,5.0,4027.47,3575.5593,0.0,5.7827706,0.475,0.4922739,594.9627685546875,594.9627685546875,0.0,5777.1243317444305,0.0,76.2822314453125
2025-07-06,5.166666666666667,4232.6931,3603.927,125.857,150.88177,0.4445,0.4839706,575.5075073242188,575.5075073242188,0.0,5656.051913956525,0.0,108.96517600911466
2025-07-06,5.333333333333333,4302.167,3646.6458,304.8184,315.7319,0.4634,0.45494154,1388.4856160481772,1388.4856160481772,0.0,6306.0866783998845,722.2608493815105,0.0
2025-07-06,5.5,4093.89,3613.579,501.0,488.69974,0.4888,0.4053917,1354.1465657552085,1354.1465657552085,0.0,6985.885087579572,755.3315657552085,0.0
2025-07-06,5.666666666666667,4115.4179,3580.4648,724.96,668.23016,0.4315,0.36574244,1318.705769856771,1318.705769856771,0.0,7664.151595450667,753.6294531901043,0.0
2025-07-06,5.833333333333333,4607.5598,4027.6582,922.8509,850.8049,0.6026,0.554118,529.4755249023438,529.4755249023438,0.0,7570.104234231048,0.0,84.64262509765626
2025-07-06,6.0,5253.67,4703.2437,1120.1625,1033.861,0.9161,0.8683033,0.0,0.0,0.0,6804.639882379197,0.0,688.9179166666667
2025-07-06,6.166666666666667,5447.0784,4783.1914,1385.7869,1303.604,0.9456,0.906277,0.0,0.0,0.0,6052.5488638606785,0.0,676.8819166666667
2025-07-06,6.333333333333333,5347.3342,4675.364,1587.0643,1570.2484,0.8878,0.8474781,0.0,0.0,0.0,5356.202586082901,0.0,626.7116500000001
2025-07-06,6.5,5185.53,4671.6387,1753.5375,1835.9038,0.8791,0.827902,0.0,0.0,0.0,4720.648419416234,0.0,571.99875
2025-07-06,6.666666666666667,5072.1611,4677.279,2062.7662,2123.2668,0.856,0.8047165,0.0,0.0,0.0,4163.353067564382,0.0,501.5658166666667
2025-07-06,6.833333333333333,5130.109,4780.035,2434.0535,2408.7302,0.8407,0.78462344,0.0,0.0,0.0,3664.0835305273454,0.0,449.3425833333334
2025-07-06,7.0,5338.89,4897.3296,2816.775,2676.3828,0.8152,0.7771763,0.0,370.1578063964844,0.0,3608.3116487456614,0.0,50.194693603515645
2025-07-06,7.166666666666667,5522.8107,4837.1045,3208.2167,2914.0977,0.7419,0.7769044,0.0,320.5011291503906,0.0,3535.7954959497993,0.0,65.26453751627605
2025-07-06,7.333333333333333,5482.8481,4835.9507,3423.9551,3151.2878,0.7504,0.7835195,0.0,203.0882871102533,0.0,3380.1726668130436,0.0,140.06054622308005
2025-07-06,7.5,5155.76,4868.7856,3564.975,3399.902,0.7803,0.7557097,0.0,244.8139190673828,0.0,3357.598317628654,0.0,20.316914265950572
2025-07-06,7.666666666666667,4846.0182,4782.574,3922.189,3671.8633,0.6801,0.6839487,155.14501953125,185.1184844970703,0.0,3385.6305736760173,31.146951163736873,0.0
2025-07-06,7.833333333333333,5685.8095,5340.894,4231.2913,3936.4033,0.836,0.8328988,0.0,0.0,0.0,3116.275351453795,0.0,242.41970000000006
2025-07-06,8.0,7120.19,6253.77,4373.9625,4201.0625,1.1923,1.096415,0.0,0.0,0.0,2607.7147033056467,0.0,457.70458333333335
2025-07-06,8.166666666666666,7336.2767,6388.941,4493.3082,4452.151,1.2693,1.1213961,0.0,0.0,0.0,2081.2390551574986,0.0,473.8280833333333
2025-07-06,8.333333333333334,7031.4596,6382.502,4626.8207,4612.8843,1.2,1.1051229,0.0,0.0,0.0,1635.9355551574986,0.0,400.77315
2025-07-06,8.5,6913.26,6485.008,4837.875,4736.1714,1.1441,1.1280011,0.0,0.0,0.0,1251.604999601943,0.0,345.89750000000004
2025-07-06,8.666666666666666,6992.9724,6349.625,5179.9898,4993.4585,1.1182,1.0888957,0.0,0.0,255.7192670249178,1200.0,0.0,46.444499641748756
2025-07-06,8.833333333333334,7055.2906,6422.103,5453.4492,5234.7344,1.0998,1.081637,0.0,0.0,266.9735666666667,1200.0,0.0,0.0
2025-07-06,9.0,6957.48,6633.232,5576.8875,5442.184,1.0883,1.0985085,0.0,0.0,230.09874999999997,1200.0,0.0,0.0
2025-07-06,9.166666666666666,6767.9046,6424.2837,5661.2206,5694.8164,1.1017,1.032056,0.0,0.0,184.44733333333338,1200.0,0.0,0.0
2025-07-06,9.333333333333334,6878.222,6308.582,5852.819,5826.957,1.1143,1.0046266,0.0,0.0,170.90049999999988,1200.0,0.0,0.0
2025-07-06,9.5,7025.48,6465.5835,6200.2875,5860.619,1.0556,1.0362885,0.0,0.0,137.5320833333332,1200.0,0.0,0.0
2025-07-06,9.666666666666666,6621.5587,6529.642,6588.7444,6027.9277,0.9111,1.0243696,0.0,0.0,5.46905,1200.0,0.0,0.0
2025-07-06,9.833333333333334,6657.082,6409.431,6689.199,6335.893,1.0065,1.0195612,0.0,0.0,0.0,1204.81755,5.352833333333213,0.0
2025-07-06,10.0,7229.87,6321.1875,6605.55,6624.0605,1.2772,1.0283068,0.0,0.0,99.7175383333333,1200.0,0.0,4.335794999999985
2025-07-06,10.166666666666666,7378.6795,6507.1094,6802.277,6764.35,1.3112,0.99812335,0.0,0.0,96.06708333333336,1200.0,0.0,0.0
2025-07-06,10.333333333333334,7096.8951,6419.291,7239.4597,6999.3027,1.2101,0.92279476,0.0,0.0,0.0,1221.38469,23.76076666666677,0.0
2025-07-06,10.5,6827.67,6118.1206,7617.075,7319.231,1.1636,0.8808675,0.0,0.0,0.0,1339.79544,131.56749999999997,0.0
2025-07-06,10.666666666666666,6997.0948,6213.5474,7672.4317,7453.244,1.2057,0.9352123,0.0,0.0,0.0,1441.0959750000002,112.55615000000004,0.0
2025-07-06,10.833333333333334,7191.1664,6303.068,7781.1736,7488.3364,0.9562,0.8157936,0.0,0.0,0.0,1529.5970550000002,98.33453333333334,0.0
2025-07-06,11.0,7139.77,6318.65,7895.775,7576.936,0.5592,0.56114763,263.5091326619381,623.6189778645834,0.0,2204.254885078125,749.6198111979165,0.0
2025-07-06,11.166666666666666,6962.9827,6572.8203,7651.937,7666.396,0.5593,0.54445857,525.6565755208334,651.0707143147787,0.0,2893.5616729614258,765.8964309814454,0.0
2025-07-06,11.333333333333334,6909.369,6551.336,7716.9297,7584.496,0.611,0.5903864,0.0,661.1399739583334,0.0,3609.721754523926,795.7334239583333,0.0
2025-07-06,11.5,7074.15,6356.7754,8157.7875,7377.845,0.5537,0.58239895,0.0,663.1550343831381,0.0,4359.7217545239255,833.3333333333334,0.0
2025-07-06,11.666666666666666,7284.6456,6576.1694,8332.8511,7343.818,0.5697,0.6046655,0.0,705.3919270833334,0.0,5109.7217545239255,833.3333333333334,0.0
2025-07-06,11.833333333333334,7056.8292,6463.0923,8227.5136,7417.1,0.5631,0.6008437,0.0,674.3320363362631,0.0,5859.7217545239255,833.3333333333334,0.0
2025-07-06,12.0,6605.44,6014.519,8076.1125,7440.1157,0.5174,0.57486457,0.0,595.7338918050131,0.0,6609.7217545239255,833.3333333333334,0.0
2025-07-06,12.166666666666666,6629.3579,6022.7476,8041.7547,7447.445,0.5347,0.59069824,0.0,595.8837941487631,0.0,7357.876689257812,831.2832608154298,0.0
2025-07-06,12.333333333333334,6687.8088,6200.262,7705.7871,7306.2573,0.5789,0.607652,0.0,649.0008138020834,0.0,8094.674166679688,818.6638638020834,0.0
2025-07-06,12.5,6551.92,6199.0664,7274.1,7278.932,0.5731,0.57866615,0.0,653.3557179768881,0.0,8791.021312858888,773.7190513102214,0.0
2025-07-06,12.666666666666666,6501.574,6035.49,7372.5684,7181.1055,0.5137,0.5382219,587.3737843831381,642.3974660237631,0.0,9499.828192280274,787.5631993570964,0.0
2025-07-06,12.833333333333334,6806.3192,6072.4375,7265.9786,7068.778,0.6884,0.6951072,0.0,667.2766164143881,0.0,10169.326057053224,743.8865164143881,0.0
2025-07-06,13.0,7180.57,6334.4863,6838.0875,6993.013,1.0015,0.9569928,0.0,0.0,0.0,10105.903371868038,0.0,57.08041666666668
2025-07-06,13.166666666666666,7065.4447,6471.074,6715.209,6910.025,1.0514,0.97181624,0.0,0.0,0.0,10041.044908905076,0.0,58.372616666666694
2025-07-06,13.333333333333334,6969.5827,6342.6797,6636.6881,6767.0835,1.0282,0.9196074,0.0,0.0,0.0,9979.397760756929,0.0,55.48243333333327
2025-07-06,13.5,7053.81,6173.24,6420.3,6603.2905,1.0326,0.9292383,0.0,0.0,0.0,9862.081094090261,0.0,105.58500000000004
2025-07-06,13.666666666666666,7006.634,6333.611,6185.4333,6529.746,0.9973,0.95067686,0.0,0.0,0.0,9710.006890386558,0.0,136.8667833333334
2025-07-06,13.833333333333334,7090.0226,6514.019,6014.2505,6464.275,1.1384,0.97854376,0.0,0.0,0.0,9510.789834831003,0.0,179.29535
2025-07-06,14.0,7259.26,6508.633,5965.95,6341.254,1.3748,1.0030526,0.0,0.0,0.0,9271.287982979151,0.0,215.55166666666673
2025-07-06,14.166666666666666,7180.8911,6393.103,6032.258,6154.518,1.3758,1.0106741,0.0,0.0,0.0,9058.578149645818,0.0,191.43885
2025-07-06,14.333333333333334,7177.0188,6306.977,5982.1913,5923.345,1.2903,1.0103183,0.0,0.0,0.0,8837.313797793966,0.0,199.13791666666657
2025-07-06,14.5,7352.78,6278.679,5670.45,5702.9067,1.3056,1.0311486,0.0,0.0,0.0,8525.771205201374,0.0,280.3883333333333
2025-07-06,14.666666666666666,7456.1219,6267.275,5186.9616,5546.68,1.4136,1.0728639,0.0,0.0,0.0,8105.556334831003,0.0,378.19338333333343
2025-07-06,14.833333333333334,7355.0839,6437.8726,4971.2221,5353.72,1.1986,0.96003276,0.0,0.0,0.0,7664.100445942115,0.0,397.3102999999999
2025-07-06,15.0,7073.54,6707.856,4949.1,5111.0103,0.7939,0.7563006,839.9086881095944,1059.850367293523,0.0,8299.299776506286,705.7770339601898,0.0
2025-07-06,15.166666666666666,6832.5116,6766.0483,4631.3437,4875.472,0.7768,0.76254845,297.5420837402344,315.0960388183594,0.0,8241.782801119278,0.0,51.76527784830722
2025-07-06,15.333333333333334,7113.0047,6598.804,4258.3618,4652.8647,0.9086,0.80098444,300.865234375,324.3232421875,0.0,8073.504385031315,0.0,151.4505744791668
2025-07-06,15.5,7496.91,6483.6543,4083.7125,4415.915,0.9428,0.7830414,315.8934631347656,344.6231994628906,0.0,7824.345439990082,0.0,224.2430505371093
2025-07-06,15.666666666666666,7135.8496,6700.867,4099.0094,4193.8457,0.8805,0.8152938,384.2635192871094,417.8369140625,0.0,7726.23086302249,0.0,88.30311927083329
2025-07-06,15.833333333333334,7235.041,6721.1777,3968.9734,4015.659,0.8869,0.8395149,412.331298828125,450.9197998046875,0.0,7622.425529472142,0.0,93.42480019531251
2025-07-06,16.0,7784.84,6573.1465,3676.05,3850.448,0.9576,0.83416873,409.4903259277344,453.7830810546875,0.0,7365.741915829202,0.0,231.0152522786458
2025-07-06,16.166666666666668,7529.0278,6806.203,3492.1737,3632.9197,0.9426,0.8541639,480.4833679199219,528.8805541992188,0.0,7205.821401976483,0.0,143.92846246744796
2025-07-06,16.333333333333332,7150.3548,7019.2095,3266.9619,3327.379,0.9394,0.9203449,566.601806640625,615.3051147460938,0.0,7170.346918361031,0.0,31.927035253906297
2025-07-06,16.5,7150.82,6933.348,2962.725,3020.884,0.9867,0.9848668,604.6559448242188,652.0773315429688,0.0,7119.30413859396,0.0,45.93850179036451
2025-07-06,16.666666666666668,7329.5664,6680.889,2713.4676,2870.569,1.0156,0.97756606,583.9541625976562,635.0533447265625,0.0,6970.0858549568065,0.0,134.29645527343746
2025-07-06,16.833333333333332,7424.9039,6553.731,2455.3058,2682.368,1.0238,0.9313347,590.8361206054688,645.2271728515625,0.0,6766.708991458543,0.0,183.0391771484375
2025-07-06,17.0,7444.65,6621.9824,2206.5375,2373.3098,1.0413,0.9122917,651.1663208007812,708.1121215820312,0.0,6583.479404327467,0.0,164.9066284179686
2025-07-06,17.166666666666668,7558.6491,6716.853,2064.8579,2140.889,1.094,0.9665241,713.492919921875,762.66064453125,0.0,6413.511379732559,0.0,152.9712221354166
2025-07-06,17.333333333333332,7502.4184,6751.6934,1915.0261,1959.8496,1.1329,1.0122237,756.3113403320312,798.640625,0.0,6266.187574177004,0.0,132.59142499999996
2025-07-06,17.5,7499.06,6825.107,1720.8375,1788.3007,1.1366,1.0215551,803.1210327148438,839.4677124023438,0.0,6128.888273142571,0.0,123.56937093098952
2025-07-06,17.666666666666668,7889.8151,6927.7383,1550.8327,1557.5487,1.1392,1.047782,865.912109375,886.2061425781274,0.0,5939.676135266416,0.0,170.2909240885392
2025-07-06,17.833333333333332,7190.5417,6087.871,1359.8559,1323.8271,1.2086,1.1368426,769.64306640625,769.64306640625,0.0,5715.0784683103975,0.0,202.1379002604166
2025-07-06,18.0,5704.38,4836.227,1125.075,1128.0126,1.3063,1.2409446,601.8910522460938,601.8910522460938,0.0,5535.826859694946,0.0,161.32644775390634
2025-07-06,18.166666666666668,5381.0749,4882.7812,881.1124,934.8405,1.3265,1.2591654,647.1149291992188,657.9901123046875,0.0,5433.600595589043,0.0,92.00363769531248
2025-07-06,18.333333333333332,5766.9686,5352.8354,680.5387,742.47314,1.3453,1.2849405,760.0379028320312,768.3937377929688,0.0,5345.439952396046,0.0,79.34457887369797
2025-07-06,18.5,6033.73,5486.556,511.575,567.6198,1.3786,1.3387346,818.01416015625,819.82275390625,0.0,5233.732827106694,0.0,100.53641276041662
2025-07-06,18.666666666666668,5856.5192,5371.981,316.0395,392.67502,1.3891,1.3529862,835.7296752929688,835.7296752929688,0.0,5136.306595950733,0.0,87.68360804036456
2025-07-06,18.833333333333332,5882.2718,5210.656,123.7502,220.33765,1.5408,1.3595076,845.1350708007812,845.1350708007812,0.0,5008.952674618267,0.0,114.61852919921876
2025-07-06,19.0,6120.67,5165.495,0.0,71.008965,1.735,1.3989472,26.04069010416663,849.0810546875,0.0,4818.918661308082,0.0,171.03061197916668
2025-07-06,19.166666666666668,5945.4034,5247.7456,0.0,70.00797,1.6867,1.4486684,39.99570719401038,39.99570719401038,117.57152613932294,3892.992735382156,0.0,833.3333333333334
2025-07-06,19.333333333333332,5687.4176,5135.68,4.2891,69.24624,1.6124,1.4320852,21.45005289713538,844.4057006835938,0.0,3778.7900879935564,0.0,102.78238264973959
2025-07-06,19.5,5732.47,4924.018,0.0,65.697975,1.6401,1.3913523,513.094991048177,809.7200317382812,0.0,3616.9104936286835,0.0,145.6916349283855
2025-07-06,19.666666666666668,6080.4058,5037.0586,0.0,63.47378,1.6847,1.4383131,5.437479654947879,204.75650152682795,0.0,2718.416643473307,0.0,808.6444651398388
2025-07-06,19.833333333333332,6011.4071,5231.0117,0.3079,61.27447,1.6818,1.4637829,37.93699137369788,37.93699137369788,130.57954195963555,1792.4907175473809,0.0,833.3333333333334
2025-07-06,20.0,5706.33,5290.928,0.0,59.92274,1.656,1.4385637,48.20914713541663,48.20914713541663,369.60420707194055,1200.0,0.0,533.2416457926428
2025-07-06,20.166666666666668,6021.7064,5235.831,0.0,59.45714,1.6785,1.4376646,39.03501383463538,862.72900390625,140.88872942708338,1200.0,0.0,0.0
2025-07-06,20.333333333333332,6239.4259,5191.6543,0.0221,59.255962,1.6852,1.420155,31.75852457682288,855.3997192382812,184.50091409505217,1200.0,0.0,0.0
2025-07-06,20.5,6065.76,5160.2227,0.0,59.297726,1.7025,1.4110512,26.62418619791663,850.1541137695312,160.8058862304688,1200.0,0.0,0.0
2025-07-06,20.666666666666668,5955.5182,5064.767,0.0,59.602703,1.7731,1.4567509,10.794657389322879,10.794657389322879,981.7917092773439,1200.0,0.0,0.0
2025-07-06,20.833333333333332,6027.695,5108.7446,0.0016,60.163574,1.5304,1.321476,851.5341796875,851.5341796875,153.08138697916672,1200.0,0.0,0.0
2025-07-06,21.0,6071.74,5245.5547,0.0,60.976467,1.1098,1.091084,874.4059448242188,874.4059448242188,137.55072184244784,1200.0,0.0,0.0
2025-07-06,21.166666666666668,5829.6631,5218.1313,0.0,61.744358,1.0508,1.0356979,869.8746948242188,869.8746948242188,101.73582184244788,1200.0,0.0,0.0
2025-07-06,21.333333333333332,5772.5591,5208.2363,0.0,62.325283,1.1021,1.0514674,868.2505493164062,868.2505493164062,93.84263401692715,1200.0,0.0,0.0
2025-07-06,21.5,5941.17,5359.4653,0.0,63.14127,1.1144,1.0663139,893.4674682617188,893.4674682617188,96.7275317382813,1200.0,0.0,0.0
2025-07-06,21.666666666666668,5857.8826,5525.643,0.0,64.1894,1.1569,1.0968534,921.7824096679688,921.7824096679688,54.5313569986979,1200.0,0.0,0.0
2025-07-06,21.833333333333332,5444.4383,5079.8237,0.0,65.465904,0.9669,0.8668773,846.832275390625,846.832275390625,60.57410794270834,1200.0,0.0,0.0
2025-07-06,22.0,4999.59,4211.471,0.0,64.85538,0.6333,0.5066645,702.0862426757812,702.0862426757812,131.17875732421874,1200.0,0.0,0.0
2025-07-06,22.166666666666668,4908.6005,3830.4377,0.0,63.857956,0.5456,0.4506056,638.7557373046875,638.7557373046875,179.34434602864576,1200.0,0.0,0.0
2025-07-06,22.333333333333332,4841.7435,3824.7483,0.0,62.988125,0.5498,0.48376045,638.1974487304688,638.1974487304688,168.75980126953118,1200.0,0.0,0.0
2025-07-06,22.5,4756.62,3964.7952,0.0,62.245777,0.5425,0.48339066,660.9172973632812,660.9172973632812,131.85270263671873,1200.0,0.0,0.0
2025-07-06,22.666666666666668,4899.6736,4104.0986,0.0,59.447277,0.5781,0.51046413,683.8978881835938,683.8978881835938,132.7143784830729,1200.0,0.0,0.0
2025-07-06,22.833333333333332,4821.0768,3854.4534,0.0,56.59386,0.581,0.48008165,642.848876953125,642.848876953125,160.66392304687497,1200.0,0.0,0.0
2025-07-06,23.0,4450.2,3571.4407,0.0,53.805767,0.5479,0.4328405,1430.1716512044272,1430.1716512044272,0.0,1819.6244860839847,688.4716512044273,0.0
2025-07-06,23.166666666666668,4243.0603,3976.081,0.0,51.08784,0.5506,0.50082964,662.7833251953125,662.7833251953125,0.0,1770.2984955602578,0.0,44.39339147135422
2025-07-06,23.333333333333332,4501.4659,4153.7495,0.0,48.445118,0.539,0.54169446,17.080810546875,17.080810546875,219.8948601155596,1200.0,0.0,513.2686460042321
2025-07-06,23.5,4865.65,3890.8848,0.0,45.88257,0.5194,0.49280334,649.2383422851562,649.2383422851562,161.70332438151036,1200.0,0.0,0.0
2025-07-06,23.666666666666668,4696.7732,3882.0518,0.0,43.404903,0.5496,0.44583774,647.7398681640625,647.7398681640625,135.0556651692708,1200.0,0.0,0.0
2025-07-06,23.833333333333332,4664.2197,3950.4329,0.0,41.01651,0.5447,0.45957956,658.8984985351562,658.8984985351562,118.47145146484365,1200.0,0.0,0.0
2025-07-06,24.0,4792.23,4002.6465,0.0,36.820557,0.502,0.51288813,665.9484252929688,665.9484252929688,132.75657470703118,1200.0,0.0,0.0
