scenario,date,period,emergency_kwh
2,2025-06-07,22:10-23:00,463.09914575272387
2,2025-06-07,23:20-23:50,240.44044792308267
2,2025-06-08,无,0.0
2,2025-06-09,18:50-19:10,36.15205051241833
2,2025-06-09,19:30-19:50,10.327853989717482
2,2025-06-09,20:20-20:40,285.545948460703
2,2025-06-10,19:00-19:20,20.583794900805742
2,2025-06-10,19:50-20:10,10.68301216951943
2,2025-06-11,09:30-10:50,1226.2719951677236
2,2025-06-11,19:20-19:30,14.95475764431626
2,2025-06-12,无,0.0
2,2025-06-13,无,0.0
2,2025-06-14,无,0.0
2,2025-06-15,20:20-20:40,25.859994180362264
2,2025-06-16,19:10-19:20,0.6038339640134609
2,2025-06-16,20:00-20:10,7.680054809513422
2,2025-06-17,19:20-19:30,53.74985657915511
2,2025-06-17,20:30-20:40,61.78705322007272
2,2025-06-18,19:50-20:00,17.623873585533147
2,2025-06-18,20:20-20:30,16.67133215508511
2,2025-06-19,19:10-19:30,101.59428530434946
2,2025-06-20,无,0.0
2,2025-06-21,无,0.0
2,2025-06-22,19:00-19:30,32.75134278329028
2,2025-06-22,19:50-20:00,5.3948000630539354
2,2025-06-22,20:30-20:40,3.232093568565574
2,2025-06-23,20:20-20:30,3.299969132020351
2,2025-06-24,09:10-10:50,2261.3464387150666
2,2025-06-24,19:00-19:10,12.686906801830787
2,2025-06-24,20:30-21:10,213.8189101351535
2,2025-06-25,18:50-19:00,3.1928093815022294
2,2025-06-26,19:00-19:10,18.380143473646285
2,2025-06-26,19:30-19:50,28.53729708925789
2,2025-06-27,无,0.0
2,2025-06-28,无,0.0
2,2025-06-29,19:00-19:10,4.107050417957453
2,2025-06-30,18:50-19:00,58.68534093381618
2,2025-06-30,19:30-19:40,20.030312069597926
2,2025-07-01,09:20-10:10,498.2004701296821
2,2025-07-01,18:50-22:00,1868.8695592488061
2,2025-07-01,22:10-24:00,852.6323207604689
2,2025-07-02,09:00-09:50,204.4254668014439
2,2025-07-02,18:50-20:10,753.6595258972234
2,2025-07-02,20:20-21:40,2004.672502271229
2,2025-07-02,22:10-24:00,951.9992741670055
2,2025-07-03,07:50-10:30,3567.5606848032257
2,2025-07-03,18:50-22:00,8952.28856873346
2,2025-07-03,22:10-24:00,856.0216038679677
2,2025-07-04,01:30-05:30,1898.065926198939
2,2025-07-04,06:00-07:20,1416.719874015354
2,2025-07-04,20:10-22:00,2515.3754514521233
2,2025-07-04,22:10-24:00,1037.9183256753922
2,2025-07-05,00:00-00:10,7.847432898852276
2,2025-07-05,01:30-05:30,1657.9125659999556
2,2025-07-05,05:50-07:30,1512.1723025123433
2,2025-07-05,20:00-22:00,3046.3710893371763
2,2025-07-05,22:10-24:00,902.4288504059791
2,2025-07-06,08:00-09:40,2443.321709041206
2,2025-07-06,09:50-10:10,195.30286666666666
2,2025-07-06,18:50-22:00,8134.581843262423
2,2025-07-06,22:10-24:00,1208.9758082350768
2,2025-07-07,08:20-09:20,943.2838153408582
2,2025-07-07,18:50-22:00,2042.5339357543276
2,2025-07-07,22:10-22:50,444.94500390837743
2,2025-07-07,23:00-23:50,352.57817599391893
2,2025-07-08,18:50-19:00,52.60549599380056
2,2025-07-08,20:30-20:40,29.592202737916637
2,2025-07-09,19:20-19:40,58.19688589927705
2,2025-07-10,18:50-19:30,72.89942282015147
2,2025-07-10,20:20-20:30,13.675292243575086
2,2025-07-11,无,0.0
2,2025-07-12,无,0.0
2,2025-07-13,19:10-19:30,74.80730558239759
2,2025-07-13,19:50-20:00,45.28605115785115
2,2025-07-14,18:50-19:00,21.3260724245157
2,2025-07-14,19:20-19:30,9.859790572657744
2,2025-07-15,19:00-19:20,18.295787507107434
2,2025-07-16,18:50-19:10,24.556167814698938
2,2025-07-16,20:00-20:10,36.37628160953193
2,2025-07-17,20:00-20:10,24.642135167007837
2,2025-07-18,无,0.0
2,2025-07-19,无,0.0
2,2025-07-20,20:20-20:40,5.028137646612208
2,2025-07-21,20:30-20:40,9.339395898309135
2,2025-07-22,19:20-19:30,1.910847036677069
2,2025-07-22,19:40-20:10,85.27678456455874
2,2025-07-23,19:00-19:20,22.000645630206918
2,2025-07-23,19:30-19:50,29.304497896162502
2,2025-07-23,20:30-20:40,6.9930628263039125
2,2025-07-24,18:50-19:00,16.997490605393637
2,2025-07-24,19:20-19:30,8.456614464285622
2,2025-07-24,19:50-20:00,15.325804276905274
2,2025-07-25,无,0.0
2,2025-07-26,无,0.0
2,2025-07-27,08:50-09:30,460.54335134281223
2,2025-07-27,18:50-19:00,21.054640430039058
2,2025-07-27,19:30-19:50,8.31608081667423
2,2025-07-28,20:20-20:30,0.18971629590635075
2,2025-07-29,18:50-19:10,91.68355669094183
2,2025-07-29,20:20-20:40,16.923406188648528
2,2025-07-30,无,0.0
2,2025-07-31,19:10-19:20,15.521485067918888
2,2025-07-31,19:40-19:50,7.3595366781135
2,2025-07-31,20:00-20:10,10.491513701068925
2,2025-07-31,20:20-21:00,164.4468294649895
2,2025-08-01,无,0.0
2,2025-08-02,无,0.0
2,2025-08-03,19:00-20:10,190.5323300087341
2,2025-08-03,22:10-22:20,57.21266496841861
2,2025-08-03,22:30-22:50,87.56860847214321
2,2025-08-04,18:50-19:00,41.31746952335516
2,2025-08-04,20:00-20:10,0.1631085606892384
2,2025-08-05,19:40-19:50,6.01181603530847
2,2025-08-06,20:30-20:40,195.06749469892907
2,2025-08-06,21:10-21:20,10.691428994114304
2,2025-08-06,22:30-22:40,12.109312199924329
2,2025-08-06,23:50-24:00,3.0564825936162023
2,2025-08-07,20:00-20:10,19.003295939667623
2,2025-08-08,无,0.0
2,2025-08-09,无,0.0
2,2025-08-10,20:20-20:40,24.73109231142587
2,2025-08-11,19:00-19:40,119.3898883549108
2,2025-08-11,20:00-20:10,7.924507969825299
2,2025-08-12,19:00-19:40,124.94675305892463
2,2025-08-12,20:30-20:40,11.393673017975289
2,2025-08-13,18:50-19:30,145.4100828139858
2,2025-08-13,20:20-20:40,27.870676538510452
2,2025-08-14,18:50-19:20,111.60594914621004
2,2025-08-14,20:20-21:20,436.79332310790267
2,2025-08-14,21:30-21:40,15.945033430896812
2,2025-08-15,无,0.0
2,2025-08-16,20:30-20:40,43.951964516142084
2,2025-08-17,19:00-19:50,181.34185949424239
2,2025-08-18,19:00-19:20,38.61603235728603
2,2025-08-18,19:50-20:00,33.63164403003407
2,2025-08-18,20:20-20:40,103.28624183295369
2,2025-08-19,19:20-19:40,73.62687684565105
2,2025-08-19,20:00-20:10,44.26810243002046
2,2025-08-20,08:50-09:30,616.1258720484042
2,2025-08-20,19:30-20:10,202.99021411594197
2,2025-08-21,19:20-19:50,27.62378813065095
2,2025-08-21,20:20-20:30,17.810750363024454
2,2025-08-22,20:30-20:40,491.2684432129985
2,2025-08-22,20:50-21:30,45.38984964684715
2,2025-08-22,22:10-22:40,165.625124498726
2,2025-08-23,无,0.0
2,2025-08-24,18:50-19:00,13.378738583736208
2,2025-08-24,19:50-20:00,15.475946827700113
2,2025-08-24,20:30-20:40,4.426890695007955
2,2025-08-25,19:20-19:40,85.91108804617954
2,2025-08-26,19:00-19:10,14.406276320055099
2,2025-08-26,20:30-20:40,34.339115621508085
2,2025-08-27,18:50-19:00,31.128795732940944
2,2025-08-27,19:20-19:30,7.937783291201185
2,2025-08-27,20:30-20:40,16.261044392045505
2,2025-08-28,18:50-19:00,78.35783178362897
2,2025-08-28,19:50-20:10,91.96874650172879
2,2025-08-29,无,0.0
2,2025-08-30,无,0.0
2,2025-08-31,19:00-19:30,110.39325398055234
2,2025-08-31,20:00-20:10,48.323887279982046
2,2025-08-31,20:30-20:40,26.320998198713255
2,2025-09-01,无,0.0
2,2025-09-02,无,0.0
2,2025-09-03,无,0.0
2,2025-09-04,无,0.0
2,2025-09-05,无,0.0
2,2025-09-06,无,0.0
2,2025-09-07,无,0.0
2,2025-09-08,20:10-20:40,1698.6665770026057
2,2025-09-08,20:50-21:10,37.47560414848037
2,2025-09-08,21:20-21:50,115.7214478623823
2,2025-09-09,20:10-20:20,9.099616666666634
2,2025-09-10,08:50-09:40,501.1437220484021
2,2025-09-10,20:10-20:40,1039.3604672429142
2,2025-09-11,无,0.0
2,2025-09-12,07:10-07:40,233.9449493848541
2,2025-09-13,20:30-21:10,237.93075671682345
2,2025-09-13,21:40-22:00,42.418636200022014
2,2025-09-13,22:10-22:20,6.674196237015735
2,2025-09-13,22:30-22:50,64.50268182577848
2,2025-09-14,20:30-21:00,618.0474880158371
2,2025-09-14,21:50-22:00,18.05245529132277
2,2025-09-14,22:10-22:30,132.1540568532905
2,2025-09-14,23:00-23:30,103.93420429782073
2,2025-09-15,19:40-19:50,1.1717666666665991
2,2025-09-15,20:30-20:50,223.41178567918962
2,2025-09-16,19:10-19:20,8.238266666666732
2,2025-09-17,无,0.0
2,2025-09-18,20:30-21:00,85.31788605497457
2,2025-09-18,21:30-21:50,75.44843886055537
2,2025-09-19,20:30-21:00,71.93248436622929
2,2025-09-20,07:10-07:50,239.88185324163146
2,2025-09-20,20:40-21:00,226.9438736890312
2,2025-09-21,20:30-20:50,176.3880824103744
2,2025-09-21,21:10-21:20,47.018994002565925
2,2025-09-21,21:30-21:50,30.8628099786916
2,2025-09-22,19:40-20:00,19.555899999999838
2,2025-09-22,20:30-20:40,653.139377096161
2,2025-09-22,21:00-22:00,280.4620797794245
2,2025-09-23,20:10-20:30,16.609366666666688
2,2025-09-24,无,0.0
2,2025-09-25,18:50-19:00,15.371666666666556
2,2025-09-26,无,0.0
2,2025-09-27,07:20-07:40,69.39584392463983
2,2025-09-27,20:30-20:50,237.19553570424927
2,2025-09-27,21:00-21:50,309.5657801390478
2,2025-09-27,23:20-24:00,118.9354332755453
2,2025-09-28,08:50-09:50,514.4158883035203
2,2025-09-28,19:20-19:30,5.868333333333339
2,2025-09-29,06:00-06:10,20.39463333333333
2,2025-09-29,20:30-20:50,195.71791562367196
2,2025-09-30,20:00-20:10,19.48428617690024
2,2025-10-01,无,0.0
2,2025-10-02,无,0.0
2,2025-10-03,无,0.0
2,2025-10-04,无,0.0
2,2025-10-05,无,0.0
2,2025-10-06,无,0.0
2,2025-10-07,无,0.0
2,2025-10-08,无,0.0
2,2025-10-09,20:30-21:00,71.49360845335661
2,2025-10-10,无,0.0
2,2025-10-11,无,0.0
2,2025-10-12,06:00-06:10,20.929933333333338
2,2025-10-12,20:30-20:40,72.87730130282034
2,2025-10-12,23:40-24:00,7.14021684756591
2,2025-10-13,无,0.0
2,2025-10-14,无,0.0
2,2025-10-15,无,0.0
2,2025-10-16,20:30-20:40,346.79096937014106
2,2025-10-17,无,0.0
2,2025-10-18,无,0.0
2,2025-10-19,20:30-21:00,101.08433336515441
2,2025-10-19,21:20-21:40,24.68949313825153
2,2025-10-20,无,0.0
2,2025-10-21,无,0.0
2,2025-10-22,无,0.0
2,2025-10-23,无,0.0
2,2025-10-24,无,0.0
2,2025-10-25,无,0.0
2,2025-10-26,无,0.0
2,2025-10-27,06:00-06:10,19.744933333333393
2,2025-10-28,无,0.0
2,2025-10-29,无,0.0
2,2025-10-30,无,0.0
2,2025-10-31,无,0.0
2,2025-11-01,无,0.0
2,2025-11-02,20:30-20:40,39.56280067206251
2,2025-11-03,无,0.0
2,2025-11-04,05:50-06:10,33.599549999999795
2,2025-11-05,06:30-06:40,3.227683333333289
2,2025-11-06,09:30-10:40,937.8705235923854
2,2025-11-07,无,0.0
2,2025-11-08,无,0.0
2,2025-11-09,无,0.0
2,2025-11-10,无,0.0
2,2025-11-11,06:20-06:30,2.0516666666667334
2,2025-11-12,06:20-06:30,11.773333333333312
2,2025-11-13,无,0.0
2,2025-11-14,无,0.0
2,2025-11-15,无,0.0
2,2025-11-16,无,0.0
2,2025-11-17,无,0.0
2,2025-11-18,无,0.0
2,2025-11-19,05:50-06:00,1.384999999999991
2,2025-11-19,10:20-10:40,122.03836555955816
2,2025-11-20,无,0.0
2,2025-11-21,无,0.0
2,2025-11-22,无,0.0
2,2025-11-23,无,0.0
2,2025-11-24,06:00-06:10,18.839666666666517
2,2025-11-25,无,0.0
2,2025-11-26,06:00-06:10,32.99316666666664
2,2025-11-27,无,0.0
2,2025-11-28,无,0.0
2,2025-11-29,无,0.0
2,2025-11-30,06:00-06:10,6.062833333333401
2,2025-12-01,05:50-06:10,143.65251030248157
2,2025-12-01,07:50-08:10,94.22928214762464
2,2025-12-01,09:20-10:40,2764.957037314995
2,2025-12-02,05:50-06:10,164.85483333333343
2,2025-12-02,07:50-08:20,179.97130357957337
2,2025-12-02,09:10-10:50,3749.7485549114795
2,2025-12-02,20:20-20:40,850.1027280946884
2,2025-12-02,20:50-21:30,57.008479824157604
2,2025-12-03,06:00-06:10,1.1183350190576675
2,2025-12-03,07:50-08:00,16.83044138045102
2,2025-12-03,09:40-10:40,1448.9391729487124
2,2025-12-03,20:30-21:00,492.01442807879096
2,2025-12-03,21:30-22:00,43.98830858134499
2,2025-12-04,05:50-06:10,142.84460074738138
2,2025-12-04,07:50-08:20,152.1292575040236
2,2025-12-04,09:00-10:50,3840.7059988250553
2,2025-12-04,20:30-20:50,144.18804271645104
2,2025-12-05,08:00-09:30,1307.9650043429672
2,2025-12-05,20:10-20:50,1672.996478998059
2,2025-12-05,21:30-22:00,67.70091418615065
2,2025-12-05,22:20-22:40,48.039716530591434
2,2025-12-05,23:20-23:40,85.78466085803589
2,2025-12-05,23:50-24:00,6.229382856615929
2,2025-12-06,08:10-09:50,1425.0848297521607
2,2025-12-06,19:50-20:50,2625.569652533756
2,2025-12-06,21:00-21:20,59.5869559156549
2,2025-12-06,21:30-21:40,149.4286754368693
2,2025-12-06,21:50-22:00,18.642933092032514
2,2025-12-07,06:00-06:10,27.06257224009653
2,2025-12-07,07:50-08:10,99.77746729897297
2,2025-12-07,09:40-10:40,1544.1306460351518
2,2025-12-07,20:30-21:00,259.46647785121365
2,2025-12-08,无,0.0
2,2025-12-09,07:50-08:10,35.298727823620425
2,2025-12-10,06:00-06:10,27.633105604458365
2,2025-12-11,06:00-06:10,4.304743277381249
2,2025-12-12,无,0.0
2,2025-12-13,无,0.0
2,2025-12-14,无,0.0
2,2025-12-15,无,0.0
2,2025-12-16,无,0.0
2,2025-12-17,无,0.0
2,2025-12-18,10:30-10:40,86.85564931403931
2,2025-12-19,无,0.0
2,2025-12-20,无,0.0
2,2025-12-21,无,0.0
2,2025-12-22,08:10-08:20,23.45914999999991
2,2025-12-22,21:20-21:30,15.286808611944146
2,2025-12-23,无,0.0
2,2025-12-24,07:50-08:00,24.76193189193623
2,2025-12-25,06:00-06:10,44.6628514753595
2,2025-12-25,20:30-20:40,0.9266079004928542
2,2025-12-26,无,0.0
2,2025-12-27,无,0.0
2,2025-12-28,07:50-08:10,44.3167187920335
2,2025-12-29,无,0.0
2,2025-12-30,08:00-08:10,23.34377005743886
2,2025-12-30,10:30-10:40,53.21145334004967
2,2025-12-31,05:50-06:00,10.916754668956514
2,2025-12-31,22:10-22:20,9.792963049301989
