day,slot,matched,all_net_paths,predicted_price,selected_scenario_indices,all_price_error_paths,load_kw,pv_kw
41,0,True,2c218a46c0762a462b0ebaecd1906065fbc3bcf9c765f95fa2185ef362b90122,b6eaed578453da751311705df301c5416032ef1b5ec659fcfecb3900cd828bc1,921af1d206cc630db55f0b38cd6d8485d5f3ebd101d9f87dfe4ba88840aab333,41efdb9038462d77aaa8342d8694bf4b5c7ca66d97b41ef2f10805d5c741f279,b0c01bf106593fa248871e3a60e7d07e09742627b3ea3fa63a2e10040ac147e5,9015c72be59045ae41b98ab701541ca2ddc6f9f9209ca64458f00011d510cd4e
42,0,True,4e2c211b752df15822ed89dbb79686830c16c678a0ca96e83cebf3746a00953a,b544c37ebf4629426fd929d2102945200cf03b34a33859059d7e533c16787cc9,921af1d206cc630db55f0b38cd6d8485d5f3ebd101d9f87dfe4ba88840aab333,8b6d816633d8972c67d10e8d07d8cecbd19e5b8fd81df31ee7096b54c8918430,fe5220a26703c138959e0fde0dedbb01a5b1576e393ae0ff0b8eb553555c885b,aef43cbeea7ddc556d2150b473e8a65675472146156294ab580caeab5ecbc251
43,0,True,ca55007d42b3d4e056522a98d364a1407fe3bcfb0b286d03675d0f9fa69807ef,28a28bda08a74b72d964b46023397944d58d505689ebdfc5595f01dd56e7a238,921af1d206cc630db55f0b38cd6d8485d5f3ebd101d9f87dfe4ba88840aab333,9f597b7343c829ba6e94a0744337922ba0373a8255d737a42b064a27c0172283,d02ea335bee792b4f1dfacb82eb7447b0e16f6acc25bfa39b8966a5062d19086,79fb2e53b3c150725e63951de9b8cf42839ba7b658de0cc82817163a842b1609
44,0,True,45b6327fd4092272ad346af1a1b5aa79ffe51db75daacbd4b9a99bbb3147d77a,da0f8f7d0b1f56c993c07ad44d9d61204905608e60482c105a260f3c98a38930,921af1d206cc630db55f0b38cd6d8485d5f3ebd101d9f87dfe4ba88840aab333,b5b649fd5d5d51019557242cdefc7a8bf4c6b239a6c8c50c4f0d63c840133c84,1e03775c10ced46fc7b049452112ba0e9e38b9af13d05c872df037482a670dd7,1ff5e2ab8972ae6bcbc6c5bc5d9125d4c29b578c9f319e18271f56679104fdf1
45,0,True,843cdffbfb83036249af4c3f0270fbce26b2ee17a0b81ee791343bc38989c8e6,b8ebe77ea1ef06f5251a6c88572550571264ff11377d3a8bfe9089baa8f2a167,921af1d206cc630db55f0b38cd6d8485d5f3ebd101d9f87dfe4ba88840aab333,482271f1c9cecbc30721734e83de1b1cf491cd948af9dc23eae181fed8ad35e1,b0e4428afe3b2e91dafe4bea71f48a2a6bbae45023455422663d801d8a319f37,37a0ee83421a20fe4e63d5056af21025be8300499ed2f327806816cdaac676f6
46,0,True,a52ef36bd2f0756021ff169cf1299cda4950aec1e04967681e5c65b659d276ea,73679865dea6ed4deb572b9363fea318fb93a261853072ca5f2505749f70e637,921af1d206cc630db55f0b38cd6d8485d5f3ebd101d9f87dfe4ba88840aab333,b4fdc4aa0ea8ef324145500c0b7c175556f6f6e42872ec61c49a94089ec0aed1,94c309abef94cda75c0e10b4e0baa5bd0a931e27c927dbe9fb4be95e396f1211,179911f30cd80e423475a77ce99fe0f352f2ae0de58329c9d62b042699387db6
47,0,True,d45ca0f828f63f04e3c8d2daa38a1edddaee375654c73bc3e23ac546426899d1,09d331aae18e5f4cdd19db93466aadc64e78dcb310c2cc18027a4c63d9240a4e,921af1d206cc630db55f0b38cd6d8485d5f3ebd101d9f87dfe4ba88840aab333,ec28b3d652990c366353029f5e211899b451ff16adb33872f590e1cdcc70fe46,289d26ea4f1138c70a555186caf2dde2677f6812723aec5de0b502b060394762,2851e7d4b1d0813d441527a761dd9e5ef8fe39833a9b66cfbd7a27e20aaa6b3b
48,0,True,76f071b605d8bc0605244cd4cda98cdafa2832481f1e1ee331f14ad7406098c0,aced95e1d07cf0aa3805e24eccec97f7e9a206104103f2e6c3c84721f7ef9ea7,921af1d206cc630db55f0b38cd6d8485d5f3ebd101d9f87dfe4ba88840aab333,386efcc861f7396991780c38f3c73f3a1a3821147171f848bd6150c0404fb690,a5ca6a71a988f75ab5cc1065f2b0a5a75bfcbce030c66a80aae2bebd00177c7b,5e07be737c2d53b609881de9d1c856207586e9000412bffbfee19fd00cac7cd5
49,0,True,dcd154757859c9eea6413fdea5bf0741e7fe66211d6b8d2d45e619049942ab2c,8ae002a6de2662e7389d5192313490a3ad10bba2e9ff6a2ec7dfb71d883d08ea,921af1d206cc630db55f0b38cd6d8485d5f3ebd101d9f87dfe4ba88840aab333,cdaed0231b2b73e01a2ef44c6eaa9a7cfdf8b8ba0bc30faf2add804fed1b7b71,a1e379ef4633a503535f838cc0b1aba2f2790c1d1af21c5a3a2c4dffc3bdd785,0f88895b2529f77862a170bc41af0b5571f0210e40bd0b8589df2a0087811df5
50,0,True,daedf657ce075ae8a9130c4d4dab398f3a24fc4f8bea8e36acd1e89e07e734e3,54a3b5c6b32edf5ff59d5bee4b1689bd5f41ccd10a326f217b5370e9ca8ff492,921af1d206cc630db55f0b38cd6d8485d5f3ebd101d9f87dfe4ba88840aab333,1ed68f754dcae5589ad5eb36a628158e5d5e752fd8a71f24ba8150670df7afd0,7e253d1891b18bca376cc1fb3dc6e7ad9287513e5a0ab430acddbcee708a69e3,8e69e4f50ee15ccf8e039bb61b97d064b7a8f5d471926e4269cebcac10c71127
51,0,True,baeed16992b824cdb0823e01dbb347b230c263ce2252ed090858ae20e0113ef3,0fee0462fada38c371f9adfbf1f1e20dae5efb67229e225b950e08e7600018e8,921af1d206cc630db55f0b38cd6d8485d5f3ebd101d9f87dfe4ba88840aab333,4bcdcba79bc70fc3eb225a3c889b066b36d21c18196b461bd9b832a059518811,ea87f842d846c1734b2fd78016f63815bdeb44f3faad44af48e6ff842712ea60,74e6e63d728ce0ef8558303ab4318ea0b5a394069a8e824a9d301b552fdaff65
52,0,True,ec4d7cecab4415c3cff8292bd9389f3edc6bbad95bec88d38bee2ba391fa8942,552d18cf55a40cbf8377bb3fb4a6f1fa6185cbe1dab05a00ed8e641064f6667e,921af1d206cc630db55f0b38cd6d8485d5f3ebd101d9f87dfe4ba88840aab333,b660453400fae561fe3805234431d3d92a0248158ec127f878e5bf985bf2bad6,18a54ba3e04dc316a9589985039936da6df18caa95b6045a9a1a3e0e7a2c5313,fc465a6b79b517ce2ea013aad65c6a708a1eb96d436a2424024ff9c6c10961eb
53,0,True,18d49436020aa36a90d1c3c35ed85307dfa38286a6f947b7d05205e29d490352,dc70725f6e368d3f0a119d4a47f3d0916860932422deb515c73a9aeeef8c00ac,921af1d206cc630db55f0b38cd6d8485d5f3ebd101d9f87dfe4ba88840aab333,89e7450a02e4ef495b9fdd663a227cb7b3053bfe7eb65ea4c0faccfb9b6ed4c5,a6cf2ee479eb82b7573de03945ccf0fbe251e332c83e8c9bb2b54fd8c28569ca,a4a5448ae5acb3276fc4d84d667b0a9af28c31b6e493c610fbdbac3f18ef4475
54,0,True,48ae3f9d012a0a1f2d6c21ac72af66fa04416763ed84e2789d612257c59db5c0,63cf879fc6d0c1a1c6cd77c40f930b9292fbe9805a07a5de4f6a940792de2968,921af1d206cc630db55f0b38cd6d8485d5f3ebd101d9f87dfe4ba88840aab333,02ff33a1eba33f6d2bdf2e9835b877e093fbb38827586156b92dec52a229e990,974a257cf215ac3d9fd13c1c451a5947d59be6eec9f0490093468ef361f62621,4d9d61eff9e936ca8bfa177415f0a6921a83a6190d805cf68a705583524a08e5
55,0,True,4e9f547c3e52ff0df10a002aed1bf5260b212f6263676739019e7598cb135aac,42f960d09e33890165aa27e00dda1d9136f684873dd6dd06bacd752f83169acb,921af1d206cc630db55f0b38cd6d8485d5f3ebd101d9f87dfe4ba88840aab333,e7b98814783351a6095ff9e7133cef46a3bc0989b074269e49a3e16735dc93ad,e363de1d9c6220c511a25aea79c796a89ff1ca0ad558fa5034e5af607fc41825,3b440c2fb5d6d5414509e5e40b26f094679acc6a36c336e76144f88262cd0f18
56,0,True,f56d8c70ec0c236d222072afd228a836e277953eecabdee72edf1c6fd2f49a7b,6899ef421c2dd8e5d1ee54637dbc3aa9e075c2e15d4e57b0f61b8283c1eb76c6,921af1d206cc630db55f0b38cd6d8485d5f3ebd101d9f87dfe4ba88840aab333,b36b831cfe1bc507b9f03ea41d91f6a790e4d3e79f55e214727044a6cb89b0e1,4ee4adc0a8a04625ea127ba26ca7cf42fa9ab240e3eb9ae38accce09c60c565e,ce157bda8997bd471a5a0eb134c188808fdb6ad8a40149b616a2edd4c106d0c4
57,0,True,52d1fa93539a06716981fc63d03b865e971de23d8cc6eceb5e25c6fab294610d,ff6e2d0a14efe54c307e4f7a33c6936d37acbd56115ef3929970f0e86a341a72,921af1d206cc630db55f0b38cd6d8485d5f3ebd101d9f87dfe4ba88840aab333,c0be69eb4b4d648f6c84edf940fea5b542fd6629c46d326cdb10956a847d7239,4860e6e4ce01f57c2142ad64451121b97b15cd3c3629627346663480f83c7a0d,edb0d8182fbace48faf5bf883ac33807ea90ecb6fbbd72a898eba84551011d41
58,0,True,c290d9e29dc53df8a2fb2d420b476e000cd2c73a34787efbd331018ffbb4248f,eb25672454e44c5b0c4c345bd7dac3ab0f9dc86ec6a0ceae445f3ab56db621cd,921af1d206cc630db55f0b38cd6d8485d5f3ebd101d9f87dfe4ba88840aab333,2eae7640c8a5a166abaff920f7d9901d4ce32c8d7f5e89038b984325aacc5912,083f9cc47ddf4dbd9bb476f00adef78a24d5549b9c2983365d1384fbf9a66f82,e88a6c40ffd047fcdbc27aedd625505dd50c7be6c28c27ac7c0eaae685af22bc
59,0,True,b79ce22d5cecc70f49d24cefd9f4349f41a89d4604e5feea7b30d081e6d7267f,9be093c75ee085726f5dd50adc5f031e456da4070b3996198ac0c86ede076cda,921af1d206cc630db55f0b38cd6d8485d5f3ebd101d9f87dfe4ba88840aab333,5ff61034596cd18c516aed76c5fdf57d1242bda8c2a7214d4a97ae60481384f1,2de672f4bc981bf251b71f7ef90a90990eca40ddf9747bc2874b92d4ae5eb81a,65bbe517552ee4f93e974f0b420fb992a32c0f5447c39e601221f0080cb51a14
60,0,True,b40c94aca358d6787afbf3591820cade33dc3f32eeef05b98e98342c1e6a8265,0b0ca2be124f706b6a3125b4f22f0ced2167433cb9d6de787eccc6a61f6720fd,921af1d206cc630db55f0b38cd6d8485d5f3ebd101d9f87dfe4ba88840aab333,265605ef823d3ada1ef286b030f1909a214c164241840564b945ab6aef39f5f6,0018a33563410f2542a1f10a9726e4addae2036e5f974759bdf287fedb47f2e8,2464a2acecfa3b865335f5a0eb7146e9ea4643f741dd6a03dc73a992b397ee71
61,0,True,cb0e8c87d486ef42aeb85ec020fd2ed6efb910940afbc44916f56d5e93fcd4de,c6968f5984181cb7889497817e096df056401db6f3aa4d0de127d1d3a6c28823,921af1d206cc630db55f0b38cd6d8485d5f3ebd101d9f87dfe4ba88840aab333,5869ae82c2ce99a11d662e15cc065c58f333b7cd0191e251f4a664688fce4b23,0f9280de061e71d4a3cfe6407fc149beeb28171b2c538613c850ef3fbd48741a,d3b8a03d6b372e5a59ce664d8ca4d70b2dc2b5429769a80603b20479ad8bcf93
62,0,True,50b4b3c34e19ec964eeaf0ce629e4ab339e7e85e7f1fd8e058bf5cedba29621e,6e78a7817a7f4894f24fcc0b5c3d6792d741bfc0e65ee52638840b80398cb2a7,921af1d206cc630db55f0b38cd6d8485d5f3ebd101d9f87dfe4ba88840aab333,6ae39c37f29b3dc33c0c933ee2f38368e336590cc26574ff04be6524eba6d47e,0bf85484db87ea798952b910b83549edf074353b51634421260d0dd6eb8ba7da,0582e2b14c8f4d9d9392ea4e0db7cfddaa6de37eebbe4d0482d03398b9efc041
63,0,True,3d4f0a4e58227c7117b138b6aa7f220a7fee07bda0c5d5c4c9e97823d89da4cb,5091b34653b19f6cd43571f1ad88b9a5a5515be4c581b6715bef0be220dc114c,921af1d206cc630db55f0b38cd6d8485d5f3ebd101d9f87dfe4ba88840aab333,54a6808c74f519bccaa49a2e2febf514ea4225b6a68f876fa73c843850c4d2de,55e8d8bbf3cebfa57549cd588df33e985931e0914c45c55d0798ccae77a4200f,3e9178a22421c614834e1d856339ed70fcc38c6469e072bcf18e7293b3db63c1
64,0,True,dcc6b01112b9f4ff7333a8da1c4b02a125b961147574b1257ebc24140ae3edad,a3b853a3e1abbc93599becd5eff3e7a64294e0a00cab995995722e228be75de7,921af1d206cc630db55f0b38cd6d8485d5f3ebd101d9f87dfe4ba88840aab333,1b8a33ba09c712237f27a0d435bcf43e29f2788ffcc8e083dacf3fd7ebb6803c,53e955f36c4389bcd209d2d4d8d1c8f344ae03854a1eb0da08b82fd426dff39b,fe345444d476f6e931106f49086b8f4f15b3d3e3c5d7522856f8554d29c630bc
65,0,True,bd0665c8c09a36d6841ae66ae082c0bfac0560b0759b0c140644267663a9fd77,f7d6aa6f46be87f58a2f9ea52ba3ed362c61eb951af48749ba5077e16800fd1c,921af1d206cc630db55f0b38cd6d8485d5f3ebd101d9f87dfe4ba88840aab333,7b88123a7504794bcb81780cbd834fc52853de2e9651e52e6ede7874c5caae1d,25716e8a5904f3b4830b13a64c6f9d61ad6e10bf3ed0722f3990386e1e8b4969,23e1df05fd72ed1c8ac1a88e6d16df8e655a9d120bf178542100427fd47e0344
66,0,True,d3954a0eb9e25ec6f94ee37a463f992a380b1ce9909cecc561020bbffd89eb76,86af5f9718c40282a00edb47d2f151737d80eb20a0e1dc4001e6d3346a25bf4a,921af1d206cc630db55f0b38cd6d8485d5f3ebd101d9f87dfe4ba88840aab333,27a73c90a06c799ecebf9ae61e040b6273c390e626a1e3049d6a4a0c21de1665,73762dcd4daf33dae58f5554b232305cc6e1eb4ca02f8dd0bc771b7c923a0380,f691727459a6e5234d8e49c2d663aea8609e8dba55a2a39b50b2f6a78b37d9d9
67,0,True,54e346b9c3751a0cd829ee9147e3310ba08e10e5a8472dcb6a46170807eadcb1,eefbdaa382131e6818903652546a86bad6c8a86400bb588c10cab478cfed50c2,921af1d206cc630db55f0b38cd6d8485d5f3ebd101d9f87dfe4ba88840aab333,ae470e1d3e9a4764c1085cd353983c66231f64f91e540d339db536417857b7b2,0bedd0bc83162beed14a9ab0ee56e7389ec1a9d7ae7799e3fa77ee0e98064998,cdcc5c1d428a880e752a5863150a79d210448fa39ea1ff9646345cb90e87b89e
68,0,True,abfc8f82ef131fb80d6809808ec54a1a7c8e669ba945279ae0717899bc935359,8275d90aca700ff621073389098d9c7577fbc8b5bc37f964ecab12715bf427fb,921af1d206cc630db55f0b38cd6d8485d5f3ebd101d9f87dfe4ba88840aab333,277cce524493dff31fcfe358dca855108e64e53ee78c0a9c9bb44ad17f384dc8,9d257875f3c14e4b4df5ea828f164a3c56e9a730fc7ed33b7e0a027859bf8745,fe1373bd815868a57d6ebaf980556667dd605cc8b828985f0f01f2fdece75a90
69,0,True,241b80438346d0004c7a81e96d78e0bb5c7db242e705512e3344fc856b655b01,e269705d7f5ae2a4670fb75126952846e60e4caf67b0c8c6197215f825924eac,921af1d206cc630db55f0b38cd6d8485d5f3ebd101d9f87dfe4ba88840aab333,e7541f39b0f49b9774afe26d84a6e0e0bc4dc1de08919dbdc805a76b42880c97,27c38816a435b5df4792c065881d39654e389a78d6d828857b76f7d8718be3ef,4496b3169034492ca7bbdc60dedb238891aceee12a7927ec5e0579abe9bebcb5
70,0,True,20c2d88b849baa12f517fbad74cade02c84486869610151237eda6ca841c8651,25b7095c37af0d56cec6916513e5dea5702e5ea2a27a06dabf28cee0e413e1d6,921af1d206cc630db55f0b38cd6d8485d5f3ebd101d9f87dfe4ba88840aab333,3a2aa3e43865fcc54ffc2b5ae086be3a0544769ba3217566692b97c960cdf759,8cf4d0c6cf6c42202520fb2c621a78810bdc14fbd233da5c4a1bf7846edc1ec0,a9be3e5378b0c30dc98aed81eb3e22716392c0491554f6a042ddf008be91a3d0
71,0,True,c2b6c9a1d9981e404b28ea00cc86723d9fe79f03776e0e13a6f655abccbc40ba,0dad85b4e2b24b532cb684864ccf30532b0c589a276257a8d8b8cb96e8a2ebac,921af1d206cc630db55f0b38cd6d8485d5f3ebd101d9f87dfe4ba88840aab333,d8c2e6844061811a865e14faf2ed58060426fcd50516ce34987e617e67213211,997a5be96d77ade80dcd6faeaf60efb7af22420986a64decf1c964bd1833df21,b5b607fd3eab088a5f41b4cf67970d85708837a11dc046a5d275149948b9169f
72,0,True,50b1f160a76c8367251b15c59c21775a2605714bbc9dff32b38db73af820911b,f7ac0075533d33255f986cc0025c388a675164abfa3053aed787a67e27e63caf,921af1d206cc630db55f0b38cd6d8485d5f3ebd101d9f87dfe4ba88840aab333,0eba79a309ca79a7d68c10194eaea0f1eeaac2d1b70ca8462ae07ec636ca6bf2,45ca7b01926c9daf50a8c7bf09657dcc744177201d608de32ef808e92ae3506a,d0298475594c51d7cf514b56e4a58aae6f782951c2953f9f2cddd935d74cf807
73,0,True,dd0fa7a9a634d4d6d2c7b062c1b255f7302d6f03cf6145557c32defc39932129,43b85db3b4a7f27238d48f8d5ed29387489479677e142082e86a681c7ffc693b,921af1d206cc630db55f0b38cd6d8485d5f3ebd101d9f87dfe4ba88840aab333,59b6443cc9aec5153b11f7e5eb81d7e9b92a510861e16cb9c57b1dc56413284d,b5b7dcb3d0a017b63013fdd6687d4c4cc9ae66c4cb143891e837f2592d434203,d262b4231eb6953b9d932a28f705822e5b164550b6bc96555fdfabfa2d012dec
74,0,True,9bd701e8cee08213838e0dd6f3b17bdbf8b6158fa654ec2543e24854744391a3,1298bf62f7401eb8617e8e8915ace9bbd962f067e8c205c192b58fb9c8fbe376,921af1d206cc630db55f0b38cd6d8485d5f3ebd101d9f87dfe4ba88840aab333,5dc85a0ee2114f72741d65946785ad11ec24f2c4d98a69bc4d2cf6879a06aec2,7599dd9ab4baa5ce012706bd96376484f4072e75bc74666d8eab81404974db78,fc6107b934d4020d4ce8fccc8cc28bd1f12ae039de2ddeb2cc2c5285ee3eb646
75,0,True,6892d2b1cc9e864e0940eb0e9d27ff5e5a6b3cacd995bb51b1449655fa42bad9,03a2553b2bd36db4dcf38cbaafe1210784a0076deb63d8b8b0ae20fb18df95c4,921af1d206cc630db55f0b38cd6d8485d5f3ebd101d9f87dfe4ba88840aab333,15a748608b9dbb814fd2d490959191aa6bd3b20e0bbf22b2d46fcc06564c2f53,0aa7c5d544ed92e0d0644a59319b69265c4dafcf8665afc368423b89d9bff4b0,346856f23f7a8c5756589a49a48393e104da9f800b4259afbfdc2d7e2efcbcfd
76,0,True,80fd6242aeea8eeb3af4d9be4a7ed696e27b6baa452ed9d96e11331488ba117f,16c601033c7a07ecaf46d01f6203e8962f1df9659efd7e0334f72de8495493bc,921af1d206cc630db55f0b38cd6d8485d5f3ebd101d9f87dfe4ba88840aab333,40104646692f3ef17daf0e9ec2645baec3e27de4702a0984c6586df809417057,e53702df44bd36f1f1611a407c2676f5d222c6c02a6d2dbea7f2440b35cc1bb5,dfed2728f521f4450d7d95f143e4ae267396b0b1142679616fe33bb9936050b4
77,0,True,7cff555afa1eecfba99230c65e0170c700f71e1c6391178e1dbb8066d847375c,80bf94c589e67e1a6c761b157ac79b33c5cbeaa1e4a15a7f501d03e51818910b,921af1d206cc630db55f0b38cd6d8485d5f3ebd101d9f87dfe4ba88840aab333,f37efc37219c9f84c68316b435d9dabc6911f03de73e6ebbdb5518fd085815ef,76d5b5fd9f8c30c88dbe81412b9a59a80755312b73e19f3efe1157f456d03a25,8a5223f0a353fdf6ff1748a43deea225020f50fbf101242cf26429962767cd66
78,0,True,129f41117517c6281e1ef9b4da241515e5f0f345ffeb44e10311b2283ed4cdac,208ba3cac0e4fd9d6ec9809679b223a07d408e7b8f1c6d13dc9eb7c7a361623f,921af1d206cc630db55f0b38cd6d8485d5f3ebd101d9f87dfe4ba88840aab333,9016be651395f3045830ee6128fe496599bc42bfc62ff7c84a31e6e5bc93de3a,93402c4ebf082fe32d14c2628a7eea70656ce006521c0ab5026d0c30a79f2401,c0d4a8c62ba6829e205351e2d33a61b178ccfe18bbbde08d6c574fc15d3539ba
79,0,True,4cc53e6389a1b09f926841a84172947a125c51d6415f3956b28c54c711d577cd,c692a1341194c8e0a2086bb1b3bc8a89cead2bf3d30418d9d222a4f4bd0b7442,921af1d206cc630db55f0b38cd6d8485d5f3ebd101d9f87dfe4ba88840aab333,494c6d684a5124ffd2f7d158c51b91321e2d6ec9e9a3dd735f8e9374fe4b0f77,465d6b58687116854574f00e4127c3f813a63cb882f8dac2df4a24eaa3202b3b,7fa1564292dea9a9a7b1629acfe60fd1e778668c85f0ed2ac83c0408540b62e1
80,0,True,8b75fb4ffb7a0ad23199ae5da0bc41dc82f8ea8d8fc61aca3b5f04d392b35262,9ee2e8def3977136b0b285aa73e18cb44bdf6f9d670fa4f8a515dc9353c49c94,921af1d206cc630db55f0b38cd6d8485d5f3ebd101d9f87dfe4ba88840aab333,189c029de5a91e493c3dcfb08c91256eb307fc312ba35b578d83229f167618f3,b80d21b6fca7e833f73ccc3955162b8319a5755611f59d535b452b23db8a3b7c,36e030ac5d18cdf947659b77b8a2d816a54cc82d51399bb09908cb9dc32d18bd
81,0,True,6058f5f7cb7962dc69e8a2eec16c43b7d8f6102c87b6183db6d6e1f94b85b924,6f0f477a55d84ba683d0c3dac35cbbef11f0471ddd198c2612366b2d0f536e1d,921af1d206cc630db55f0b38cd6d8485d5f3ebd101d9f87dfe4ba88840aab333,1d843b19eaf0df88f55baca16622a00b196bff6000d3ede08cc55aa11752385a,ed6c85382a4c0a44029524534e3390e5323f0a6e5226c40db296b5990aeac91b,735770a7587f43446c28e333241e6c62e486d5348c73ea2d3db702bad902b93f
82,0,True,128b49f1359116b277f0c9d997ca8deafb242fb4ac6489136d0f5d660d8ab054,8c6078d95335d7d0b28d69778141546e83a9f2e371c7ace375b3149b9662fe86,921af1d206cc630db55f0b38cd6d8485d5f3ebd101d9f87dfe4ba88840aab333,2504c9da6f38ec46f560ecf57bbd67a6e98d76346235d2f0ffedf595955c1db4,a4db620b0f01964323640ca8edd25e190a3f0f61fdd621795b15f80b4f314356,9ad17fb4d8b563352cada610ddec4e831e3a4beb97aefb514cbeaaa2c5ff84d5
