day,slot,matched,net_paths_sha256,price_sha256,frozen_source_sha256
48,0,True,6b0110b10ee83a221f9926d38b3d0c5dc206380299ac32a508677b75915f1eb2,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,09a1df518491d5a960b07a4781557ef962dad098e50e58a4beb3a1dc9f08e804
49,0,True,f95da3683896136c769578c0b3036262fc65a7acadc57551746b554c3067fe92,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,99cb0ded251f87057ac7dce8fcbcbbed1beed92c20850b29b7ea88bdcec204bd
50,0,True,726e24a66087b086c99e4aba5274d1600ce08512ef6482cd30050dd1543e389a,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,6ca58aa7160f91ad39b8f8518e2e6f325ab26d5b3a430bf8aab1f5e160f46c9f
51,0,True,cc0e77f8db838856d69423a370ccda2dd82be9517281f2e4add8a728bb8f4498,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,baa25c2ca95bf3872ed0a57299a929d3df45b482692353559b1b0725e69c35e2
52,0,True,bfd33942c92ca45fa7289193be90f43fb8589384237053ece14538eccef9afc5,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,76cc6d799fda2d44abd621ce69acca723d1c64aab8110d7f2b467a472afda070
53,0,True,93007168e5ae66f0d6802fa641666e2efee33a6bf460d804dd8028257b17654f,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,68b53804e9eab8515b68bb94befa5f39cd936a550cf0d83a7004146775cd1820
54,0,True,1486c046324407870644ddc1457150b9302162688550400cccd0f244a9fc1546,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,fda9998e36e80a2d78b186382b0cfa0441e3564848ba2e7324605f57be369a4a
55,0,True,00cbae8181998fc39bcbe5fab43ea71c099d63e9b21408df6ece8a7ca3d6c3e9,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,dc9af4266b7807bc806b05208096a3a513fbb8e74d89b36f34abb6212449340e
56,0,True,46af705207f1495a74cffd6bbe263f8a0d6a15d687992f4201be5f5e9acd5865,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,033021d1e26853115e32c32b66edfb47bb1450ec704476fc8c2abd1c7f86cc6c
57,0,True,1f6f22d8b1b741a71e5e7e8b973c67de4c1536caa66f6c855bb6eb1271f183aa,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,86fe9bd0f551a1e7afc5fb59b3c18d3e9c8ca9ab01ed480b87f1a9a6aa5dbc16
58,0,True,c754b29ac11ed7ecf2beba0c49c6540528748ae83137d3713f7bf612ebbfd3b5,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,d9c735ac2b2dd0bdaf3053286284a8bd6cb8c9982834d0ec5d45665fdba58f34
59,0,True,a77dd2e1a63b2bab5b45cf186664af0761c8158b4b155ac01f55cb63d8ef11af,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,f7bbaf3aa1ff84f962f57d68c422d21a5a12f2058f9b5cc86ab4c6ebe6c7313e
60,0,True,e567371d5457124ec662a1cf8fa932a125aa2e7978db16be88b20191bc466375,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,9ab27dbdb60006eeca1e0c3e17011ff362b9121d709db08d960c130295de7dc8
61,0,True,fbd43c68f1ebb20a2b7175c773431d6695b59716b7c896e508248b9423764fe0,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,dd0dc346b8d495af72866f1ed34831a71ae8d34da1d125762587aa1a7533f7a1
62,0,True,d53c535c1ab033dbff57d078b5996c2a73d63ffeb62bf305a3b0ef29ed982f43,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,ab59debf044dec1597f2d250d263b932b51a8eded7e76e744af29e562e29b1c1
63,0,True,dc9d95cdd51342d368c77556834cf4994e3be28fe96787b71cb17790d5eccd88,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,3a6c6f41183dd492614fdc1923a6cc733820f2fb3f2a718d9827f75ca61d02c3
64,0,True,1dd2938f324e7f2141712fb85fc828932ae74ea4c505f898d02e0505512155c9,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,926f20d68cd84f902641fd134991f5c069bb6ecf50402364b2721b5aff8d3f76
65,0,True,b8510983c42a8bbc26edfa1d28b069aee01f4568113e1c290162b8d57396241e,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,2fedf5d47dd70582443d81e0be2fe11450fa5b4eb8b5c5b8e4a706d0daa6063d
66,0,True,afaff83b5dba63d959d810d02f92cc5339a733dc6f30d31ac20e0e3049162c33,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,be182eb722aa9df7794da58840bda0b297c16801a5df35b26e36175b621501a0
67,0,True,2b4542cbadeb2f59f1230ce6af47d19ba1f150c2efe4d375ad26cfeeeb630309,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,88e513caf2f17cef88f8cf08e0c63f79a78541249817acb3c393440cb6962291
68,0,True,3ddaf0284fe32ec06138d84630dee0f1f7be74aa86043ed7397407e0829de47d,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,b64f914a17b1908557b0675639907069b5b5a3a541c6951103beac3a830c62e7
69,0,True,f7be8ccde58f35add1baa4885fc31abfbe1ff6d32f58a4336565bd00ab3420a4,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,70b0ec01dfb2461e5cad0ac96b49c4c7aeee2721ad8178b8721e664443582258
70,0,True,feffca09b96e121a4c6ffd3675a2caa62d9e24d5859eb6c1cc965f00bf4282f6,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,c4c88f28472b35f9a077c6a986efca50aa49afc233ca4026865284046f724ea3
71,0,True,d53442968d3454ee392feea2abd2bc45822387623ed9aa344a4f571af89823dc,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,4024a871d314bb85eb399186db83c61e7f10657edbcfa910574daf8880fab3b5
72,0,True,f379c34dad47f6371c90105126382e567a24c8cafe2bd9d1d4da4afde1690cd3,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,1984fbb0bed03085a02d45e3813b99ef3020c4087d5396c426c3a7d7b5616a9b
73,0,True,b8ba05653fdbcefafcb6237d1d63ae63ec3998bd4189fda1c4d610be43e6b8f7,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,45010d351bfbf82138c28a8a6846e849633a7bfb81f23f426d2f79787d7bf820
74,0,True,246cfd98ca2da9bf416fc00a6762d1260ae3be00fe82590c5fde2498ff574719,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,08aa6d439575b256b53f91846d7c1a7118a2ca3f0d0acc184f7974f9fcba3aca
75,0,True,b4d772a390bee8c9d8ba14c62debacc322994c3c175e99b9ce8e07c0f8c35916,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,c6a208dea1f5344168d1f4d5b35a560688eafa3bf0ef7d0945756a2bdfb05c94
76,0,True,de86ca1bd56227766dca4080fc6957e536d8d2cd98403a38ed8782f7b48affa9,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,551678eef5a551e28478b6ee30576db747f0e055505fdee053663c170b157eb7
77,0,True,069c12248b425b97e7a268708a41a619f4799891e453df8ae773110b2ca1288d,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,e30418938661d3fc98cbd4dc1a4bc2942a52c278b657bfb40d89e9fddc2fdfd1
78,0,True,766eba11c6f9ebc3d725e63c8565b940581fbdd612c0ef5de6d93c774e20c1d4,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,01916655f324baac35488ed11f5d1086b9527bc2ea0ee6c61db5ebc0ab14251f
79,0,True,db3a6bda20c9b401619296f0e8d6ab38c4402a0171db466cef228926cb644321,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,ecea7b8ec024843e4a4af3d52c85c6fcfc74f77586e08d1ee6cde5b21a9efd78
80,0,True,a80f7a47a25b78debd2787a70a829026f27abdbc06ad151ab8f8b30c9a9dd53e,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,98d1625f2ce8e4f8f31ab80b80eb1d077ca048c15d7d4d51298e425e0c2a2e3e
81,0,True,958ef63ac5ed1b46a5f1f5bb65ad0d6338321f36f7af3b1c17316f39f60075dd,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,b80a14a3a4be180338fd690545678dc6fc695720c8c0d56df07358bcee4fecdb
82,0,True,fdd4052b9aa79f6fce2418c8e554d0850806a332599b837d472635472982f5d9,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,f50502439c116018d49d601158696e862e65751ca25d0058a238bf91674dc8e6
83,0,True,738037ff823668a7f5ebae93e67ab208b09dc51f8bcc4f0d0ad19df8112e644f,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,12b5b0fefd3f600362d0c4e81748b39b471d2ec6eb90c4566fcbbd8217a0dfc3
84,0,True,2bbb381da3f7be12a0bb1777dbac64cea7bf36755d4ddf3eef7b216971dc3273,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,60560ac2c4cdb410f6f3c8f796d4b0160c7df4f43c93139c1ada7202261dc00b
85,0,True,f51c8924edbf4191404ea3f80407330a291743661563297c2d84b5eb3363343c,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,fe8127c9147e84d53866a1a8003077a5848a769ed880e6d9c5e9696174593c37
86,0,True,93f6950a3a0e47832ad085965819a34115a8a644371dbac0affc383ac0d12133,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,5a79c89693fcd4307bdc4e608e65aeb5801456903eaa975bbcc1e53ed803fdfe
87,0,True,c54319084df5d0b2f01def4ccb8b13a31b0f12acecca62277695949b0d806651,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,528866bac671d6c1823b09af7a66929538dfc6eae2404d17ca38461c606f2828
88,0,True,09f14355f76912f92cc157b0c7be2b58ac7551b0eaa98f9824c10990958ce6a0,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,2ae1dfc362fdccb0e7b9b960e74474fc286186d86346c616d404ba9728be20a7
89,0,True,f51db82b3db0d7f927160948d04760e490b9d93d5c8d64fb975b445f0c25406b,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,4a2e9151f04252b77942f88a3beabc232bb8b53cd7822cf1b3ed51d35f10491f
90,0,True,98dd9841b35d9801ccaa28ac003bbea918b7cbc4b9ecfaaf2f1eabc7e77c0bf4,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,1e9b8b4686254337fbf185fe07810f0e3dfba1bc104ed5d561c8038b2f57c4cd
91,0,True,4daceed6260338dfb2a2841ccd35e3702513ac3bc5b1570279d36223fedbbf65,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,78367c4f19dee3e4aa560a4fdc730ac626ca5b7ce5bab14d566e420cde61bc92
92,0,True,0c4a02df2d505109c57d852c0c784c3421c9351fc092862847abc1b124031a58,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,9ce7c55297f40b6976f09bb3ed988456623d5063ee1535fddc708064df6f4037
93,0,True,7fc7dd0378dfec09b76cc0341baafc035cf4a234354dcfcdb45ecfb61b426730,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,b2cf7a3b1084a68e70916f5ab27a9727686e2f938706310f15b9fbd0d6f35b39
94,0,True,f8e76497cb6f466bddec1d3bc500b3063a35d0c9ac78390f3e795beab5dee9de,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,80ef56a60b63274d5a5050f0c4495aa94cb4778230c20aa9f876a431723afad4
95,0,True,143a672353239acf2de3797fac0dd2e207ab9ffe755ecfc185a182a9188b98d7,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,b23c3d9eff2fe2032276ea03f92b430a05e749b2fb47ce95dbe9ff1a87697364
96,0,True,8c07457d260f1cf4dfe0e0567828b56c10459ce80a5b51b232fcc308b31521cb,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,18119f95d299d01f7d63f95a0f59c302b596e932ac680671cce56b5d4dec2795
97,0,True,d4bd5baeebc57c9b0625d550840b409793e4ca9fe2396c018cf40fe33646610b,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,c14b15858562a76b58bd2f5f54f0534b9d3066fc7a6d6cf9cb73f4b0b15d4b93
98,0,True,35f91e29399c13d2e5c96538e8ff13466d082c04a317192c4e31aaea0e87cefb,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,b01851f174eae2c0c580e777e2d6023ecdf2bab59786ceaa03d2697cb6144486
99,0,True,476cbba87ad44a988ccbc01418e123004be587a010456b12df8247c67b8a39f1,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,3593f47547cb2de4bf13df65d708ad23746dfa70d102706dfa84f396a8c51172
100,0,True,f68e39e2c19fb477b017411fa64b43c39439a3c967775e135aa46e19ca7df55c,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,4711b306905f282e57fa9726ad45e31ab91e70d03e6c4aa7ef118c687cd76c41
101,0,True,d0be38c293cef1f199e2d3f04bb41ddf1c8ba516bba052a63793e3a5b5a50512,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,e70a74d2dae3238db84d1fec1d8faa15f6f63864241e265c89fd178cbd9bac27
102,0,True,5f0e21b2d5f073839eedd238d2cdbac29aed7b736f96a7f04ba75e070ff59a15,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,b85bbd2d0b7770592da8386350adebf0440f9a89ae3a285320d0d9b102b2f437
103,0,True,1118275f48424ffa03aa668d435efc3926ec0de46e0d8dc12be7d1ce908b6a48,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,76a6011ffb7ce37365de1c631cfb5df46e2e9d230bc57ba963cbe67f32a42ad0
104,0,True,1c3975cba0cde5adff67cf61fac1bd9fac4f56f619c63a6d52c890900c20a2d8,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,823197ce028760ca42f70e22dbc6c618e25a29ac936305aa7d7c17473ba28328
105,0,True,801cbed516dbc009166239a91180fc269e4075f735ccfce169ac79bbdc1db1ad,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,b2609629da9464f024d4485541f6a0ad9a63f3f9151e2a41ebdba15d4d5be2ba
106,0,True,99ecfe9d0fccc5f030f2967cd766e2b670072cb2cec4d4f2dc9f3edefa831c0a,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,00fa242a8264e66082a4ab2d3725027d01c8a6f89d455fb6b7d2e74be68438a4
107,0,True,ea8cc195f570a1d8686b69dba21c226bf3ebfcb0e0eaa6f60b51135c3a24f0b0,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,28bb707021305a56c7d59ff3f87c219e3218ac978ef520ff626442f810b7a1da
108,0,True,6016a366817f6ec1b9a83cbfb90314db5a905b77b82b72de6c6b52b99ff625d7,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,223f62a8cf33930bbe24cbab76bf1bb44d2fc8503d519d24a7403d00dd897a2b
109,0,True,6946e5100c0ead0f03bd1c38c8b06a3e7e99e7d85a757f3f60bc4d0f4ab39781,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,27f13abaa63b3c708334a6617d01f0f6fc62788e45d0096ab5eab68bdb9a4bac
110,0,True,4eb0ccab8efc55b99a7efed730d10fe3282e691052468d13952721d1a0fb670c,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,7dc07301f12c9d44f143f7091250e693574d49894bfa155f83bb8a982643341d
111,0,True,ec70df0d5fd289b2695ca8ab23e134943a8f6c462bcb1a91c4b4ebc1f92eb3ee,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,c0981d5e26a0c5de3918e874ebdd1bb9452d66c522be6effd6be818a539c2bd4
112,0,True,46a879852a5e47e38c35cb44642815dd6cdd9b343f0743eaa1e89ef8b2ee5056,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,269b68cac10c86da89511e4d06517acd37122ad4f3247c3b4c0fe09379da2c73
113,0,True,a8e80bb22988352d2633a23aa9ae009be135838e04c8615167c5d859223bcdfc,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,f03636af882b03c1e5ca15dbbecf0457c8c9911d987317def65bb20b0621f9c5
114,0,True,ca7aae3680c6f7d98df208688833932743b69d48eb91865d437298dc309e1ab2,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,ba39713868047a53609ecf0c5b19f6aa3855d9cd15ef3883d768f45daa6b084c
115,0,True,d1007adbc4f21fd7b92b76f21ca7030fbeb25d778a4b0bd12853679708e34cc8,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,d591129350123da20d7c2c0573b6824a69af3d8fe6dd3d980a28fd15fab778e0
116,0,True,aca9ae4da2d0c1120251f4d6324bb5ba9a75c2a593537b594d97a36453dc20c0,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,130166e3a3e07746d1b02edbeb1ec05b27fad8681e0016fd01193cf9a5f5ea77
117,0,True,7d4541f8615d0887c3dc32aa77eca92d48627d130f02e4feba7fc72f26b46fba,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,451457940bda5e2bb7b44b8b5906f1190a4a25fcffa4584f1936640bd21308a6
118,0,True,a283fe83f844aeeaba95c9093e9b10ed472deb6b1f2dde140f8274e4309658f4,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,5afd44ee85f6078dcb555d8826c96d59eaf710f1ad2d0871346845f3b1b3886d
119,0,True,8007b762f8c4688ec6f4b2b05afad900a347cab929ebbeac09e28e955e5a8faf,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,3562562f9d2e88744d6ce3b108f167d608d3f4761c1616cfbe5bcdd57d7aaf9f
120,0,True,3cff141295a6aeadf19ce71c2d98af9bc3603be7ba7a054ef0a3b612a32f1525,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,cf7a632f81946f5a5ac789de2561f43bd3a0cddbb00255b24524213fe0cb7645
121,0,True,e66646551f7451081aabdacd21e4b47135808a21c2d17d48b8b30e0b9f8936a4,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,46441f90bffe1650433d4a99d94de69a286ff94296099c32bd2500fef5f01862
122,0,True,d8dc9039ae4586619fb77fe4ef2d686c8fb892606df49ed572f17f5a471c77b3,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,0fb7bfa1692d03291cd2eebba228b5e9b7476aefc8de413cda9062082e0fe32d
123,0,True,83ce39666f9f86bc227a0d9a7d99695bbc576a4abfa06c10dd3cf29b157ad866,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,f7732208df6abf5bf3f9ee0142a80c8d2b2a4b38ecd248ba892ca1d432fe196d
124,0,True,b310c5bede7a179af627917ef3dc6aee3bcfeacbfb74afb88927cc7a09dffa97,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,799401dfa49ee1edc6dccfbf0ee2855fbbe1db833fd4b2bb407d53ee757dde72
125,0,True,fd1212cc8d315a3c57174597df60d0897874e96ae4bfe8b29d3042fef086195e,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,351bb83f4527a890e3659d510a6d5ab3d989bfd75db7e2a0a74ef88748d62849
126,0,True,911374af980cf15cfed02555c43a613dbdaa28d3a0fa2e3020f29d2cab4d35bb,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,0ea16473cb736198e8bbd1a9d6483b221e4fad0b8106b5c0d685f166aa4065b4
127,0,True,ca3707370440c21aaca482f10216e002ed0c60bf43be586b3ecf9810da445555,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,ce6a4e3e0700d7bd5c4636a2c7b7395420694bf88e21dbecffccd87efb5351fe
128,0,True,b5d18bd07edf532003134347edcd627eadd63e5d1113e8255a3a1cee3b94f0d1,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,32cff368147ebafc2f7d137141610cee73fa8e9d219c024e23892a4f5c410d81
129,0,True,5e1ddd350a1a7ec06f4097ef44bf25d9a751d58a678ac9d683631eb430c3fc6c,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,34416a0814c85852b11847c85c7a9e95f1e1ea89971b948f9764c58e0916f1e0
130,0,True,37473e86b3b916de538c7ff465b54aa3376921b8f7c7cc4693c9f8f020659e6d,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,61e51a5c34f7964c53199b448018df2f81fa5d8002e593d88aff57c09e2f3cef
