interval_start_hour,interval_end_hour,charge_power_kw,discharge_power_kw,net_battery_power_kw,delta_power_kw,soc_start_kwh,soc_end_kwh,load_kw,pv_kw
4.333333333333333,4.5,9.059635548992791e-11,9.19605975425873e-11,-1.3642420526593924e-12,0.0,10799.999999999998,10799.999999999996,3560.0272,0.0
4.5,4.666666666666667,-1.11277485629513e-10,-1.105036062654106e-10,-7.738793641024015e-13,5.903626885569909e-13,10799.999999999996,10799.999999999998,3580.654,0.5994
4.666666666666667,4.833333333333333,-7.835410301939957e-12,-6.471168249280565e-12,-1.3642420526593924e-12,-5.903626885569909e-13,10799.999999999998,10799.999999999998,3586.916,0.2345
4.833333333333333,5.0,-7.765401899136679e-11,-8.038250309668558e-11,2.7284841053187847e-12,4.092726157978177e-12,10799.999999999998,10800.0,3571.2635,0.2885
5.0,5.166666666666667,2.7284841053187808e-11,2.455635694786903e-11,2.72848410531878e-12,-4.8467614016778965e-27,10800.0,10800.0,3562.3171,18.6781
5.166666666666667,5.333333333333333,2.588467299712226e-11,2.3156188891803475e-11,2.7284841053187847e-12,4.8467614016778965e-27,10800.0,10800.0,3591.3809,54.4698
5.333333333333333,5.5,3.037853983690048e-11,990.1475605464209,-990.1475605463907,-990.1475605463934,10800.0,10626.048804945218,3579.7045,108.9718
5.5,5.666666666666667,-2.148681232938543e-10,1990.1475605461787,-1990.1475605463936,-1000.000000000003,10626.048804945218,10276.415517658863,3486.119,184.1603
5.666666666666667,5.833333333333333,5.176934599424461e-11,2990.1475605464384,-2990.1475605463866,-999.999999999993,10276.415517658863,9751.100138140928,3823.8994,277.0582
5.833333333333333,6.0,5.329070518200751e-12,3990.1475605463957,-3990.14756054639,-1000.0000000000036,9751.100138140928,9050.102666391416,4398.0727,388.5494
6.0,6.166666666666667,-2.5884672997122263e-11,3932.7319999999745,-3932.732000000001,57.415560546389315,9050.102666391416,8359.192080445344,4454.0123,521.2803
6.166666666666667,6.333333333333333,1.3642420526593904e-11,3699.0242000000108,-3699.024199999997,233.70780000000377,8359.192080445344,7709.33976977411,4371.7919,672.7677
6.333333333333333,6.5,1.1596057447604835e-11,3548.7269000000124,-3548.7269000000006,150.29729999999654,7709.33976977411,7085.892003223633,4392.953,844.2261
6.5,6.666666666666667,-1.0857182284904077e-10,3344.9211999998915,-3344.9211999999998,203.8057000000008,7085.892003223633,6498.249248457879,4384.5956,1039.6744
6.666666666666667,6.833333333333333,6.139089236967257e-11,3175.4382000000596,-3175.4381999999987,169.48300000000108,6498.249248457879,5940.381621729806,4434.7757,1259.3375
6.833333333333333,7.0,-3.8827009495683396e-11,3014.8242999999616,-3014.8243000000007,160.613899999998,5940.381621729806,5410.7309809952085,4523.4561,1508.6318
7.0,7.166666666666667,6.821210263296952e-12,2732.6614000000086,-2732.661400000002,282.1628999999989,5410.7309809952085,4930.651308882739,4524.0721,1791.4107
7.166666666666667,7.333333333333333,0.0,2460.4002,-2460.4002,272.26120000000174,4930.651308882739,4498.403054019749,4545.8867,2085.4865
7.333333333333333,7.5,1.5099392581654678e-11,2141.9807000000155,-2141.9807000000005,318.4194999999995,4498.403054019749,4122.095403124092,4523.2418,2381.2611
7.5,7.666666666666667,1.3642420526593904e-11,1700.181400000014,-1700.1814000000004,441.79930000000013,4122.095403124092,3823.4039775988804,4383.3566,2683.1752
7.666666666666667,7.833333333333333,-1.2942336498561131e-11,1924.1046999999867,-1924.1046999999999,-223.92329999999947,3823.4039775988804,3485.3732382302705,4910.4599,2986.3552
7.833333333333333,8.0,2.3874235921539334e-11,2510.5287000000217,-2510.528699999998,-586.4239999999982,3485.3732382302705,3044.3183036068503,5799.7327,3289.204
8.0,8.166666666666666,-1.2942336498561131e-11,2291.4646999999873,-2291.4647000000004,219.06399999999758,3044.3183036068503,2641.7489908360485,5884.826,3593.3613
8.166666666666666,8.333333333333334,1.2582827151378899e-11,1857.3381000000095,-1857.338099999997,434.12660000000346,2641.7489908360485,2315.4479474466275,5748.0713,3890.7332
8.333333333333334,8.5,-1.3642420526593904e-11,1587.7163999999857,-1587.7163999999993,269.62169999999765,2315.4479474466275,2036.514608424241,5769.0581,4181.3417
8.5,8.666666666666666,1.4560128560881274e-11,1282.4448000000148,-1282.4448000000002,305.2715999999991,2036.514608424241,1811.2120227887349,5754.2105,4471.7657
8.666666666666666,8.833333333333334,-3.410605131648476e-12,1071.3534999999974,-1071.3535000000008,211.09129999999936,1811.2120227887349,1622.9943983891123,5824.1807,4752.8272
8.833333333333334,9.0,-1.1324544436240989e-11,932.352699999989,-932.3527000000003,139.0008000000006,1622.9943983891123,1459.196725355353,5954.2601,5021.9074
9.0,9.166666666666666,-9.07761101635192e-12,673.5569999999915,-673.5570000000005,258.7956999999998,1459.196725355353,1340.864822358129,5958.9696,5285.4126
9.166666666666666,9.333333333333334,-8.52651282912119e-12,386.3811999999916,-386.38120000000015,287.1758000000003,1340.864822358129,1272.9845647431819,5929.5554,5543.1742
9.333333333333334,9.5,2.0222400779001768e-13,135.3734999999999,-135.3734999999997,251.00770000000045,1272.9845647431819,1249.2018650304706,5923.7828,5788.4093
9.5,9.666666666666666,104.54440000001313,1.3306339712583182e-11,104.54439999999983,239.91789999999952,1249.2018650304706,1265.7317860612557,5907.586,6012.1304
9.666666666666666,9.833333333333334,317.026600000004,3.879563337250147e-12,317.02660000000014,212.48220000000032,1265.7317860612557,1315.8580928042124,5899.1262,6216.1528
9.833333333333334,10.0,507.37450000001286,1.2278178473934515e-11,507.3745000000006,190.34790000000044,1315.8580928042124,1396.0810451386674,5902.2196,6409.5941
10.0,10.166666666666666,701.901499999995,-4.8533761869604245e-12,701.9014999999999,194.52699999999936,1396.0810451386674,1507.0614167931012,5897.4793,6599.3808
10.166666666666666,10.333333333333334,879.9636000000067,6.821210263296962e-12,879.9635999999999,178.0621,1507.0614167931012,1646.1958784951682,5886.7568,6766.7204
10.333333333333334,10.5,1041.1215000000068,5.500493011888489e-12,1041.1215000000013,161.1579000000014,1646.1958784951682,1810.811641543718,5873.4708,6914.5923
10.5,10.666666666666666,1206.1745000000021,3.069544618483633e-12,1206.1744999999992,165.05299999999784,1810.811641543718,2001.524575324456,5858.0308,7064.2053
10.666666666666666,10.833333333333334,1352.4366999999918,-8.250739517832734e-12,1352.4367,146.2622000000008,2001.524575324456,2215.3635934845483,5844.9948,7197.4315
10.833333333333334,11.0,1464.0555000000004,0.0,1464.0555000000004,111.61880000000042,2215.3635934845483,2446.8510935293807,5839.0587,7303.1142
11.0,11.166666666666666,2464.0554999999836,-1.3812950783176328e-11,2464.055499999997,999.9999999999968,2446.8510935293807,2836.452476582632,5838.7103,7387.6848
11.166666666666666,11.333333333333334,2464.0555000000336,3.106160759654676e-11,2464.0555000000027,5.4569682106375694e-12,2836.452476582632,3226.053859635883,5823.4378,7459.227
11.333333333333334,11.5,3464.0554999999754,-2.489741746103391e-11,3464.0555,999.9999999999973,3226.053859635883,3773.7691256975536,5814.7932,7520.7191
11.5,11.666666666666666,4464.055499999992,-1.1648102848705037e-11,4464.055500000004,1000.0000000000041,3773.7691256975536,4479.5982747676435,5832.3951,7568.2039
11.666666666666666,11.833333333333334,4999.631414495998,9.706752373920849e-12,4999.631414495989,535.5759144959848,4479.5982747676435,5270.109411324478,5712.901,7592.1539
11.833333333333334,12.0,4999.631414495939,-4.2973624658770795e-11,4999.6314144959815,-7.275957614183426e-12,5270.109411324478,6060.620547881313,5519.4607,7601.0433
12.0,12.166666666666666,4999.631414495971,-2.0060621572769783e-11,4999.631414495991,9.094947017729282e-12,6060.620547881313,6851.131684438148,5494.7907,7612.316
12.166666666666666,12.333333333333334,4999.631414496048,6.036771083017811e-11,4999.631414495987,-3.637978807091713e-12,6851.131684438148,7641.642820994982,5514.4524,7602.6524
12.333333333333334,12.5,4587.043099999918,-8.347807041571942e-11,4587.043100000001,-412.5883144959862,7641.642820994982,8366.918017062959,5485.829,7554.1872
12.5,12.666666666666666,3587.04310000011,1.1118572729174048e-10,3587.0430999999985,-1000.0000000000023,8366.918017062959,8934.079330122513,5462.3628,7472.7384
12.666666666666666,12.833333333333334,2587.043099999897,-9.438849701837158e-11,2587.0430999999917,-1000.0000000000068,8934.079330122513,9343.12676017365,5566.1066,7393.4172
12.833333333333334,13.0,1587.0431000000144,1.7795712685521583e-11,1587.0430999999967,-999.999999999995,9343.12676017365,9594.060307216369,5725.7548,7312.7979
13.0,13.166666666666666,1455.0452999999934,-6.30961949354969e-12,1455.0452999999998,-131.99779999999691,9594.060307216369,9824.123169552518,5739.4957,7194.541
13.166666666666666,13.333333333333334,1338.4534999999214,-7.603622692904676e-11,1338.4534999999973,-116.59180000000242,9824.123169552518,10035.751249663728,5714.6836,7053.1371
13.333333333333334,13.5,1192.5559000001397,1.3932321962784044e-10,1192.5559000000003,-145.89759999999706,10035.751249663728,10224.310893717326,5717.8505,6910.4064
13.5,13.666666666666666,1064.1588999998837,-1.1510792319313605e-10,1064.1588999999988,-128.39700000000153,10224.310893717326,10392.569189534295,5708.2486,6772.4075
13.666666666666666,13.833333333333334,910.4417999999246,-7.813935661006295e-11,910.4418000000027,-153.7170999999961,10392.569189534295,10536.522677785471,5696.9182,6607.36
13.833333333333334,14.0,720.2102000000175,1.7990942069445737e-11,720.2101999999995,-190.23160000000314,10536.522677785471,10650.397909089741,5692.2983,6412.5085
14.0,14.166666666666666,526.8867000001487,1.4115235743743256e-10,526.8867000000076,-193.3234999999919,10650.397909089741,10733.706011132232,5687.1291,6214.0158
14.166666666666666,14.333333333333334,321.7492000000618,6.249933903745841e-11,321.74919999999935,-205.1375000000083,10733.706011132232,10784.579026499083,5678.962,6000.7112
14.333333333333334,14.5,97.53080000007057,6.541966968143233e-11,97.53080000000516,-224.21839999999418,10784.579026499083,10800.0,5669.4508,5766.9816
14.5,14.666666666666666,2.2354028986282268e-13,2.0222400779001967e-13,2.1316282072803006e-14,-97.53080000000514,10800.0,10800.0,5664.1948,5521.5066
14.666666666666666,14.833333333333334,-1.0353869198848905e-10,-1.0353869198848905e-10,0.0,-2.1316282072803006e-14,10800.0,10800.000000000002,5672.7011,5268.781
14.833333333333334,15.0,5.7127635955111964e-11,5.141487235960076e-11,5.7127635955112055e-12,5.7127635955112055e-12,10800.000000000002,10800.000000000002,5682.2544,5009.7152
15.0,15.166666666666666,-4.529817774496397e-11,-5.1096206468766385e-11,5.7980287238024175e-12,8.526512829121202e-14,10800.000000000002,10800.000000000004,5669.0195,4743.4484
15.166666666666666,15.333333333333334,5.6274984672199844e-11,5.0647486204979864e-11,5.627498467219984e-12,-1.7053025658243374e-13,10800.000000000004,10800.000000000004,5656.3651,4471.224
15.333333333333334,15.5,-4.4651982722040453e-11,-1.9413504747841695e-11,-2.523847797419876e-11,-3.086597644141874e-11,10800.000000000004,10800.0,5657.0867,4188.2025
15.5,15.666666666666666,5.82405142435251e-11,6.267430091466812e-11,-4.433786671143025e-12,2.0804691303055733e-11,10800.0,10799.999999999998,5662.6008,3889.3931
15.666666666666666,15.833333333333334,5.4569682106375604e-11,4.9112713895738034e-11,5.4569682106375694e-12,9.890754881780595e-12,10799.999999999998,10799.999999999998,5669.2596,3594.5946
15.833333333333334,16.0,-4.529817774496397e-11,-5.1096206468766385e-11,5.7980287238024175e-12,3.410605131648481e-13,10799.999999999998,10800.0,5673.4767,3303.8878
16.0,16.166666666666668,-5.1159076974727136e-11,-5.6397038476103334e-11,5.237961501376201e-12,-5.600672224262163e-13,10800.0,10800.000000000002,5671.0146,2998.4247
16.166666666666668,16.333333333333332,1.3249290960409496e-10,1.2942336498561132e-10,3.069544618483633e-12,-2.1684168828925684e-12,10800.000000000002,10800.0,5661.5926,2687.4131
16.333333333333332,16.5,-4.56103504263169e-11,-3.069544618483628e-11,-1.4914904241480617e-11,-1.798444885996425e-11,10800.0,10799.999999999998,5665.8922,2383.1779
16.5,16.666666666666668,0.0,0.0,0.0,1.4914904241480617e-11,10799.999999999998,10799.999999999998,5689.0372,2089.1246
16.666666666666668,16.833333333333332,-2.0707738397697813e-10,-2.070773839769781e-10,-3.877409121342317e-26,-3.877409121342317e-26,10799.999999999998,10800.000000000002,5603.6614,1791.0829
16.833333333333332,17.0,1.0913936421275123e-10,1.0857929699032503e-10,5.600672224262066e-13,5.600672224262454e-13,10800.000000000002,10800.0,5466.7124,1501.7283
17.0,17.166666666666668,0.0,0.0,0.0,-5.600672224262066e-13,10800.0,10800.0,5467.3939,1255.1723
17.166666666666668,17.333333333333332,6.821210263296952e-12,6.139089236967256e-12,6.821210263296962e-13,6.821210263296962e-13,10800.0,10800.0,5464.727,1036.3323
17.333333333333332,17.5,-6.821210263296949e-12,-6.139089236967253e-12,-6.821210263296962e-13,-1.3642420526593924e-12,10800.0,10800.0,5492.4458,836.7775
17.5,17.666666666666668,1.2942336498561133e-11,1.2260215472231435e-11,6.821210263296986e-13,1.3642420526593948e-12,10800.0,10800.0,5621.7308,665.2313
17.666666666666668,17.833333333333332,0.0,0.0,0.0,-6.821210263296986e-13,10800.0,10800.0,5091.2126,516.6758
17.833333333333332,18.0,2.5884672997122266e-11,2.3156188891803478e-11,2.7284841053187896e-12,2.7284841053187896e-12,10800.0,10800.0,4208.5688,386.6731
18.0,18.166666666666668,7.44858428693233e-11,115.88207354199568,-115.8820735419212,-115.88207354192393,10800.0,10779.64159486802,4122.7611,275.7933
18.166666666666668,18.333333333333332,-9.890754881780582e-11,1115.8820735418283,-1115.8820735419272,-1000.000000000006,10779.64159486802,10583.601097504466,4255.9358,182.9526
18.333333333333332,18.5,6.794726661744594e-11,2115.8820735419877,-2115.8820735419195,-999.9999999999923,10583.601097504466,10211.878507909334,4225.9524,108.3414
18.5,18.666666666666668,-7.1622707764618e-11,3115.8820735418503,-3115.882073541922,-1000.0000000000027,10211.878507909334,9664.473826082627,4233.3384,54.3121
18.666666666666668,18.833333333333332,1.5591471000610364e-10,4115.882073542075,-4115.8820735419185,-999.9999999999964,9664.473826082627,8941.38705202434,4246.4625,18.6569
18.833333333333332,19.0,-1.5818411276019185e-11,4238.904199999987,-4238.904200000003,-123.02212645808413,8941.38705202434,8196.687493399122,4239.1795,0.2753
19.0,19.166666666666668,-6.821210263296951e-11,4244.4387999999335,-4244.438800000002,-5.534599999999045,8196.687493399122,7451.0156046662405,4244.6684,0.2296
19.166666666666668,19.333333333333332,1.2942336498561131e-11,4251.318000000013,-4251.318,-6.879199999998491,7451.0156046662405,6704.135163684478,4251.9187,0.6007
19.333333333333332,19.5,4.092726157978171e-11,4256.681300000038,-4256.6812999999975,-5.363299999997253,6704.135163684478,5956.312486937451,4256.6813,0.0
19.5,19.666666666666668,-1.9413504747841698e-11,4267.394699999981,-4267.3947,-10.713400000002366,5956.312486937451,5206.60765766351,4267.3947,0.0
19.666666666666668,19.833333333333332,1.2223317804196646e-11,4268.670200000007,-4268.670199999994,-1.275499999994281,5206.60765766351,4456.678745880928,4269.975,0.0
19.833333333333332,20.0,-8.185452315956354e-12,4268.670199999991,-4268.6702,-5.4569682106375694e-12,4456.678745880928,3706.749834098345,4268.6702,0.0
20.0,20.166666666666668,-2.426688093480212e-12,4268.670199999997,-4268.6702,0.0,3706.749834098345,2956.820922315763,4282.2245,0.0
20.166666666666668,20.333333333333332,8.52651282912119e-12,4000.0000000000064,-3999.999999999998,268.6702000000014,2956.820922315763,2254.0925533894565,4291.7049,0.0
20.333333333333332,20.5,9.706752373920847e-12,3000.000000000006,-2999.9999999999964,1000.0000000000018,2254.0925533894565,1727.046276694727,4291.3611,0.0
20.5,20.666666666666668,-1.0425771068285373e-11,1999.9999999999836,-1999.999999999994,1000.0000000000023,1727.046276694727,1375.682092231575,4293.9182,0.0
20.666666666666668,20.833333333333332,7.16227077646181e-12,1000.0000000000028,-999.9999999999957,999.9999999999984,1375.682092231575,1199.999999999999,4295.2135,0.0
20.833333333333332,21.0,-6.471168249280566e-12,-1.1246015433588438e-11,4.774847184307873e-12,1000.0000000000005,1199.999999999999,1200.0,4302.0307,0.0
21.0,21.166666666666668,-6.821210263296952e-12,-4.844855587111141e-12,-1.976354676185811e-12,-6.751201860493684e-12,1200.0,1199.9999999999998,4320.9618,0.0
21.166666666666668,21.333333333333332,-2.5884672997122263e-11,-2.452043094446287e-11,-1.3642420526593924e-12,6.121126235264187e-13,1199.9999999999998,1200.0,4302.3292,0.0
21.333333333333332,21.5,0.0,1.2942336498561151e-12,-1.2942336498561151e-12,7.000840280327724e-14,1200.0,1199.9999999999998,4322.6758,0.0
21.5,21.666666666666668,-1.2942336498561131e-11,-1.2942336498561131e-11,0.0,1.2942336498561151e-12,1199.9999999999998,1200.0,4428.8083,0.0
21.666666666666668,21.833333333333332,1.3642420526593907e-11,1.2278178473934515e-11,1.3642420526593924e-12,1.3642420526593924e-12,1200.0,1200.0,4030.1614,0.0
21.833333333333332,22.0,999.9999999999961,-4.691596980728417e-12,1000.0000000000009,999.9999999999995,1200.0,1358.1138830084192,3362.7419,0.0
22.0,22.166666666666668,1999.999999999999,-2.0463630789890885e-12,2000.0000000000014,1000.0000000000005,1358.1138830084192,1674.3416490252573,3309.3934,0.0
22.166666666666668,22.333333333333332,2000.0000000018204,-3.882700949568345e-12,2000.0000000018242,1.8228547560283914e-09,1674.3416490252573,1990.5694150423838,3412.9563,0.0
22.333333333333332,22.5,2535.7865537614703,6.471168249280566e-12,2535.786553761464,535.7865537596397,1990.5694150423838,2391.5124735381455,3381.9313,0.0
22.5,22.666666666666668,2535.786553761487,2.455635694786903e-11,2535.7865537614625,-1.3642420526593924e-12,2391.5124735381455,2792.455532033907,3386.5592,0.0
22.666666666666668,22.833333333333332,2535.7865537614803,1.3265894911025179e-11,2535.786553761467,4.547473508864641e-12,2792.455532033907,3193.398590529669,3400.4846,0.0
22.833333333333332,23.0,2535.7865537614466,-1.77351466845721e-11,2535.7865537614643,-2.7284841053187847e-12,3193.398590529669,3594.3416490254313,3399.2426,0.0
23.0,23.166666666666668,2535.7865537614803,1.3265894911025179e-11,2535.786553761467,2.7284841053187847e-12,3594.3416490254313,3995.2847075211935,3406.9809,0.0
23.166666666666668,23.333333333333332,2535.78655376144,-2.3874235921539366e-11,2535.786553761464,-3.183231456205249e-12,3995.2847075211935,4396.227766016956,3416.1518,0.0
23.333333333333332,23.5,2535.7865537614352,-2.4556356947869024e-11,2535.78655376146,-4.092726157978177e-12,4396.227766016956,4797.170824512717,3421.9811,0.0
23.5,23.666666666666668,2535.7865537616985,2.329620569741007e-10,2535.7865537614653,5.4569682106375694e-12,4797.170824512717,5198.113883008476,3429.6923,0.0
23.666666666666668,23.833333333333332,2535.7865537614334,-3.001332515850663e-11,2535.7865537614634,-1.8189894035458565e-12,5198.113883008476,5599.056941504238,3439.061,0.0
23.833333333333332,24.0,2535.7865537614634,-0.0,2535.7865537614634,0.0,5599.056941504238,6000.0,3444.7259,0.0
