date,slot,start_hour,original,final,charge,discharge,emergency,surplus,price,soc_start,soc_end,cost_yuan
2025-02-01,77,12.666666666666666,0.0,0.0,425.6543833333333,0.0,0.0,0.0,0.5682,9954.640713356059,10358.451917566383,0.0
2025-02-01,78,12.833333333333334,0.0,0.0,413.54333333333335,0.0,0.0,0.0,0.8279,10358.451917566383,10750.773570919853,0.0
2025-02-01,79,13.0,0.0,0.0,51.88921232333707,0.0,0.0,369.7594710099963,0.8636,10750.773570919853,10800.0,0.0
2025-02-01,80,13.166666666666666,0.0,0.0,0.0,0.0,0.0,422.7244333333332,0.8416,10800.0,10800.0,0.0
2025-02-01,81,13.333333333333334,0.0,0.0,0.0,0.0,0.0,410.2679166666667,0.8618,10800.0,10800.0,0.0
2025-02-01,82,13.5,0.0,0.0,0.0,0.0,0.0,392.47571666666664,0.8623,10800.0,10800.0,0.0
2025-02-01,83,13.666666666666666,0.0,0.0,0.0,0.0,0.0,323.70713333333333,0.9026,10800.0,10800.0,0.0
2025-02-01,84,13.833333333333334,0.0,0.0,0.0,0.0,0.0,233.54250000000002,0.9754,10800.0,10800.0,0.0
2025-02-01,85,14.0,0.0,0.0,0.0,0.0,0.0,202.90003333333334,1.0002,10800.0,10800.0,0.0
2025-02-01,86,14.166666666666666,0.0,0.0,0.0,0.0,0.0,166.26881666666668,0.9978,10800.0,10800.0,0.0
2025-02-01,87,14.333333333333334,0.0,0.0,0.0,0.0,0.0,116.58833333333328,1.0271,10800.0,10800.0,0.0
2025-02-01,88,14.5,0.0,0.0,0.0,0.0,0.0,112.44431666666674,1.0906,10800.0,10800.0,0.0
2025-02-01,89,14.666666666666666,0.0,0.0,0.0,0.0,0.0,93.76723333333332,0.9376,10800.0,10800.0,0.0
2025-02-01,90,14.833333333333334,4.715856402770896,0.0,0.0,0.0,0.0,35.801666666666655,0.6694,10800.0,10800.0,1.5783971380074189
2025-02-01,91,15.0,62.33257892204922,62.33257892204922,0.0,0.0,0.0,33.90342892204929,0.66,10800.0,10800.0,41.13950208855249
2025-02-01,92,15.166666666666666,149.857970394125,96.44264064774316,0.0,1.4914260189235335,0.0,0.0,0.7217,10800.0,10798.42789893952,88.87757549445813
2025-02-01,93,15.333333333333334,196.01627346481723,154.886988724422,0.0,3.1305112755779874,0.0,0.0,0.7308,10798.42789893952,10795.128050315632,128.220052003948
2025-02-01,94,15.5,240.23149521100376,186.50167844646722,0.0,0.0,0.0,3.3413284464672017,0.7534,10795.128050315632,10795.128050315632,160.7503865167693
2025-02-01,95,15.666666666666666,283.74415887539584,211.38094232456174,0.0,0.0,0.0,17.242892324561723,0.7823,10795.128050315632,10795.128050315632,193.66818333436342
2025-02-01,96,15.833333333333334,301.8390812990517,246.7948310631156,0.0,0.0,0.0,26.97608106311563,0.8055,10795.128050315632,10795.128050315632,220.96230820386288
2025-02-01,97,16.0,356.08877597954614,258.8213159680818,0.0,14.087034031918165,0.0,0.0,0.8271,10795.128050315632,10780.279012643243,254.29606852494152
2025-02-01,98,16.166666666666668,397.64905159935955,328.92757479540427,0.0,0.0,0.0,10.333024795404356,0.8519,10780.279012643243,10780.279012643243,309.48531401284964
2025-02-01,99,16.333333333333332,468.848668685903,441.4473243119763,20.787745918245427,0.0,0.0,59.915411727064175,0.8791,10780.279012643243,10800.0,400.1206037222178
2025-02-01,100,16.5,494.54152773543785,459.70760305961204,0.0,0.0,0.0,34.940336392945426,0.9024,10800.0,10800.0,430.5572078147265
2025-02-01,101,16.666666666666668,422.4216274714908,398.3525497353838,0.0,27.754000264616195,0.0,0.0,0.9163,10800.0,10770.744714994298,376.0376892873296
2025-02-01,102,16.833333333333332,383.2873218421589,367.6471944771775,0.0,19.42655552282241,0.0,0.0,0.9264,10770.744714994298,10750.267327479683,347.83286795911664
2025-02-01,103,17.0,406.9166715084616,393.9211776273605,0.0,23.724905705972844,0.0,0.0,0.9462,10750.267327479683,10725.259081045151,378.87638642615747
2025-02-01,104,17.166666666666668,412.8578790189082,412.8578790189082,0.0,26.922920981091806,0.0,0.0,0.9742,10725.259081045151,10696.879830523489,402.20614574022034
2025-02-01,105,17.333333333333332,420.50660504902476,420.50660504902476,0.0,15.6300616176419,0.0,0.0,0.9862,10696.879830523489,10680.404298963314,414.7036138993482
2025-02-01,106,17.5,427.82013364557395,427.82013364557395,0.0,17.48558302109268,0.0,0.0,0.976,10680.404298963314,10661.972876109108,417.55245043808014
2025-02-01,107,17.666666666666668,427.3371591609545,422.59840632557746,0.0,17.294227007755808,0.0,0.0,1.0742,10661.972876109108,10643.743160203607,456.50039222281634
2025-02-01,108,17.833333333333332,0.0,0.0,0.0,428.47,0.0,0.0,1.2313,10643.743160203607,10192.096123852825,0.0
2025-02-01,109,18.0,0.0,0.0,0.0,454.13505,0.0,0.0,1.2561,10192.096123852825,9713.395749414674,0.0
2025-02-01,110,18.166666666666668,0.0,0.0,0.0,472.26531666666665,0.0,0.0,1.2447,9713.395749414674,9215.584395892225,0.0
2025-02-01,111,18.333333333333332,0.0,0.0,0.0,454.16833333333335,0.0,0.0,1.2545,9215.584395892225,8736.848937740257,0.0
2025-02-01,112,18.5,0.0,0.0,0.0,418.3726333333333,0.0,0.0,1.2522,8736.848937740257,8295.845460401652,0.0
2025-02-01,113,18.666666666666668,0.0,0.0,0.0,414.0822333333333,0.0,0.0,1.2881,8295.845460401652,7859.364461754109,0.0
2025-02-01,114,18.833333333333332,0.0,0.0,0.0,432.1383333333333,0.0,0.0,1.3466,7859.364461754109,7403.85066255331,0.0
2025-02-01,115,19.0,0.0,0.0,0.0,424.0141166666667,0.0,0.0,1.3523,7403.85066255331,6956.900539642967,0.0
2025-02-01,116,19.166666666666668,0.0,0.0,0.0,442.41246666666666,0.0,0.0,1.3445,6956.900539642967,6490.5568530029705,0.0
2025-02-01,117,19.333333333333332,0.0,0.0,0.0,483.74666666666667,0.0,0.0,1.3483,6490.5568530029705,5980.643093942664,0.0
2025-02-01,118,19.5,0.0,0.0,0.0,481.18446666666665,0.0,0.0,1.349,5980.643093942664,5473.430130822651,0.0
2025-02-01,119,19.666666666666668,0.0,0.0,0.0,444.76593333333335,0.0,0.0,1.3473,5473.430130822651,5004.605672494672,0.0
2025-02-01,120,19.833333333333332,0.0,0.0,0.0,418.095,0.0,0.0,1.3482,5004.605672494672,4563.894846385306,0.0
2025-02-01,121,20.0,0.0,0.0,0.0,436.7405166666666,0.0,0.0,1.3513,4563.894846385306,4103.529920003507,0.0
2025-02-01,122,20.166666666666668,0.0,0.0,0.0,452.69785,0.0,0.0,1.34,4103.529920003507,3626.344487383088,0.0
2025-02-01,123,20.333333333333332,0.0,0.0,0.0,449.9683333333333,0.0,0.0,1.3489,3626.344487383088,3152.0362179553554,0.0
2025-02-01,124,20.5,0.0,0.0,0.0,455.06669999999997,0.0,0.0,1.3952,3152.0362179553554,2672.3537981898403,0.0
2025-02-01,125,20.666666666666668,0.0,0.0,0.0,454.01236666666665,0.0,0.0,1.2226,2672.3537981898403,2193.782743339782,0.0
2025-02-01,126,20.833333333333332,479.66658421822916,479.66658421822916,20.26158421822919,0.0,0.0,0.0,0.9332,2193.782743339782,2213.00456987966,447.6248563924515
2025-02-01,127,21.0,463.9041031326811,463.9041031326811,0.0,33.51666353398559,0.0,0.0,0.9068,2213.00456987966,2177.6749044340254,420.66824072071523
2025-02-01,128,21.166666666666668,459.6805899640412,459.6805899640412,0.0,43.602543369292164,0.0,0.0,0.9371,2177.6749044340254,2131.7137881596136,430.76668085530304
2025-02-01,129,21.333333333333332,427.15452198605277,427.15452198605277,0.0,50.4021446806139,0.0,0.0,0.9371,2131.7137881596136,2078.5852627769204,400.28650255313005
2025-02-01,130,21.5,461.09020013884015,461.09020013884015,0.0,18.045749861159834,0.0,0.0,0.9871,2078.5852627769204,2059.563372227943,455.14213655704907
2025-02-01,131,21.666666666666668,470.3818227142263,470.3818227142263,20.17772271422632,0.0,0.0,0.0,0.7764,2059.563372227943,2078.705640759624,365.2044471553253
2025-02-01,132,21.833333333333332,408.2986315807734,409.5981899844028,0.0,0.0,0.0,17.513189984402743,0.4209,2078.705640759624,2078.705640759624,172.67337023047892
2025-02-01,133,22.0,422.34219405932566,439.2900216457257,67.52020497905903,0.0,0.0,0.0,0.3859,2078.705640759624,2142.7609315042046,172.79210268588145
2025-02-01,134,22.166666666666668,412.4220092806159,412.4220092806159,48.84379261394923,0.0,0.0,0.0,0.4368,2142.7609315042046,2189.0982217705014,180.14593365377303
2025-02-01,135,22.333333333333332,392.3543869430013,395.8048170276391,36.648150360972465,0.0,0.0,0.0,0.4198,2189.0982217705014,2223.8657099223997,166.88310746296835
2025-02-01,136,22.5,405.39635165879804,427.49375829507716,45.443041628410526,0.0,0.0,0.0,0.4186,2223.8657099223997,2266.976764527887,183.57387443129252
2025-02-01,137,22.666666666666668,434.45620746647444,434.45620746647444,0.0,0.0,0.0,17.287790799807794,0.4241,2266.976764527887,2266.976764527887,184.2528775865318
2025-02-01,138,22.833333333333332,413.3877819071193,413.3877819071193,0.0,18.40888475954739,0.0,0.0,0.4237,2266.976764527887,2247.5720961866436,175.15240319404646
2025-02-01,139,23.0,399.4670879424648,413.08186113385193,0.0,0.0,0.0,6.616911133852,0.4248,2247.5720961866436,2247.5720961866436,178.36895243551095
2025-02-01,140,23.166666666666668,411.1677968351533,427.49587057226,26.53600390559336,0.0,0.0,0.0,0.424,2247.5720961866436,2272.7463598888835,184.71980075490487
2025-02-01,141,23.333333333333332,441.33331996869623,441.33331996869623,31.388319968696237,0.0,0.0,0.0,0.422,2272.7463598888835,2302.523934797051,186.2426610267898
2025-02-01,142,23.5,436.68936492181666,436.68936492181666,49.45266492181668,0.0,0.0,0.0,0.424,2302.523934797051,2349.438852052467,185.15629072685027
2025-02-01,143,23.666666666666668,442.4290685689858,449.6123429010155,0.0,5.097807098984504,0.0,0.0,0.4271,2349.438852052467,2344.0652915508117,193.56341988662865
2025-02-01,144,23.833333333333332,601.2788961714932,601.2788961714932,20.45556283815995,0.0,0.0,0.0,0.4276,2344.0652915508117,2363.4711423675967,257.1068560029305
2025-02-02,1,0.0,1382.76174533547,1382.76174533547,784.0976953354701,0.0,0.0,0.0,0.4248,2363.4711423675967,3107.3315299722576,587.3971894185078
2025-02-02,2,0.16666666666666666,1370.9064849035633,1370.9064849035633,789.17200157023,0.0,0.0,0.0,0.4245,3107.3315299722576,3856.005827151029,581.9498028415626
2025-02-02,3,0.3333333333333333,1391.2899433469167,1391.2899433469167,806.6966100135835,0.0,0.0,0.0,0.4269,3856.005827151029,4621.3054276648845,593.9416768147987
2025-02-02,4,0.5,1392.372130526588,1392.372130526588,806.2692638599215,0.0,0.0,0.0,0.4272,4621.3054276648845,5386.199612020275,594.8213741609585
2025-02-02,5,0.6666666666666666,1403.7616831739103,1403.7616831739103,816.5648165072437,0.0,0.0,0.0,0.4271,5386.199612020275,6160.861015216379,599.546614883577
2025-02-02,6,0.8333333333333334,618.7178108852709,618.7178108852709,22.644477551937598,0.0,0.0,0.0,0.4285,6160.861015216379,6182.343452862982,265.12058196433856
2025-02-02,7,1.0,591.7974906585042,591.7974906585042,0.0,20.25732600816241,0.0,0.0,0.4311,6182.343452862982,6160.990356366196,255.12389822288117
2025-02-02,8,1.1666666666666667,592.5150962428581,592.5150962428581,0.0,5.809203757141859,0.0,0.0,0.4302,6160.990356366196,6154.866917944671,254.8999944036776
2025-02-02,9,1.3333333333333333,620.5527425520648,620.5527425520648,48.319409218731494,0.0,0.0,0.0,0.4279,6154.866917944671,6200.706734442149,265.5345185380285
2025-02-02,10,1.5,571.424625801611,571.424625801611,0.0,20.228107531722344,0.0,0.0,0.4312,6200.706734442149,6179.3844369237995,246.39829864565468
2025-02-02,11,1.6666666666666667,572.9199228309445,572.9199228309445,0.0,51.37577716905537,0.0,0.0,0.4333,6179.3844369237995,6125.229612785302,248.24620256264828
2025-02-02,12,1.8333333333333333,637.6062256324318,637.6062256324318,0.0,0.0,0.0,8.941225632431838,0.4311,6125.229612785302,6125.229612785302,274.87204387014134
2025-02-02,13,2.0,592.3253973789202,592.3253973789202,0.0,6.7487192877464395,0.0,0.0,0.4293,6125.229612785302,6118.1158380391735,254.28529309477045
2025-02-02,14,2.1666666666666665,607.1018443264433,607.1018443264433,0.0,4.758739006890096,0.0,0.0,0.4324,6118.1158380391735,6113.099686688487,262.51083748675404
2025-02-02,15,2.3333333333333335,595.6450579092501,595.6450579092501,0.0,51.49327542408321,0.0,0.0,0.4367,6113.099686688487,6058.821008514328,260.1181967889695
2025-02-02,16,2.5,587.0622100522233,587.0622100522233,0.0,31.47302328110993,0.0,0.0,0.4348,6058.821008514328,6025.645529041057,255.25464893070674
2025-02-02,17,2.6666666666666665,562.8270805409246,562.8270805409246,0.0,70.01543612574199,0.0,0.0,0.4335,6025.645529041057,5951.842779198597,243.98553941449083
2025-02-02,18,2.8333333333333335,608.5556154101652,608.5556154101652,0.0,74.1860512565014,0.0,0.0,0.4357,5951.842779198597,5873.64381500375,265.14768163420894
2025-02-02,19,3.0,589.0490505134455,589.0490505134455,0.0,61.24221615322108,0.0,0.0,0.4374,5873.64381500375,5809.088851003572,257.65005469458106
2025-02-02,20,3.1666666666666665,592.1788887186393,592.1788887186393,0.0,33.10481128136064,0.0,0.0,0.4371,5809.088851003572,5774.193315950526,258.8413922589172
2025-02-02,21,3.3333333333333335,618.6035872345223,618.6035872345223,0.0,30.223079432144345,0.0,0.0,0.4356,5774.193315950526,5742.335392980604,269.4637225993579
2025-02-02,22,3.5,615.1262821434544,615.1262821434544,0.0,52.11068452321217,0.0,0.0,0.4353,5742.335392980604,5687.405908472659,267.76447061704573
2025-02-02,23,3.6666666666666665,644.1045030671723,644.1045030671723,0.0,14.450996932827593,0.0,0.0,0.436,5687.405908472659,5672.173220216711,280.82956333728714
2025-02-02,24,3.8333333333333335,665.478206683928,665.478206683928,27.823206683927992,0.0,0.0,0.0,0.4378,5672.173220216711,5698.568631695961,291.3463588862237
2025-02-02,25,4.0,654.8082282655182,654.8082282655182,0.0,0.0,0.0,18.15364493218499,0.4401,5698.568631695961,5698.568631695961,288.18110125965455
2025-02-02,26,4.166666666666667,613.3697145351883,613.3697145351883,0.0,32.5369521314783,0.0,0.0,0.4389,5698.568631695961,5664.27167274418,269.20796770949414
2025-02-02,27,4.333333333333333,619.6474637942276,619.6474637942276,0.0,33.317536205772285,0.0,0.0,0.4364,5664.27167274418,5629.151905932392,270.4141531998009
2025-02-02,28,4.5,668.7489259096083,668.7489259096083,0.0,0.0,0.0,12.493442576274902,0.4393,5629.151905932392,5629.151905932392,293.78140315209095
2025-02-02,29,4.666666666666667,659.4664047842218,659.4664047842218,0.0,5.920695215778096,0.0,0.0,0.4422,5629.151905932392,5622.9109451945515,291.6160441955829
2025-02-02,30,4.833333333333333,661.0855882261202,661.0855882261202,0.0,19.94774510721311,0.0,0.0,0.4395,5622.9109451945515,5601.884175620127,290.5471160253798
2025-02-02,31,5.0,671.0098787260074,671.0098787260074,0.0,20.010887940659245,0.0,0.0,0.4333,5601.884175620127,5580.790847655167,290.748580451979
2025-02-02,32,5.166666666666667,661.9843168016783,661.9843168016783,0.0,17.235649864988204,0.0,0.0,0.4439,5580.790847655167,5562.6228774796555,293.854838228265
2025-02-02,33,5.333333333333333,669.568951842303,669.568951842303,21.62228517563642,0.0,0.0,0.0,0.4301,5562.6228774796555,5583.135578291467,287.9816061873745
2025-02-02,34,5.5,1475.7930249798783,1475.7930249798783,833.3333333333334,0.0,0.0,8.964991646544945,0.3713,5583.135578291467,6373.704993333562,547.9619501750288
2025-02-02,35,5.666666666666667,647.9899584559237,647.9899584559237,0.0,75.74810821074288,0.0,0.0,0.5708,6373.704993333562,6293.859476535279,369.8726682866412
2025-02-02,36,5.833333333333333,783.8492580107239,783.8492580107239,0.0,71.68407532260937,0.0,0.0,0.9099,6293.859476535279,6218.2978265411075,713.2244398639577
2025-02-02,37,6.0,795.5216659336381,795.5216659336381,0.0,71.72785073302839,0.0,0.0,0.9368,6218.2978265411075,6142.690033212792,745.2446966466322
