day,date,total_cost,planned_cost,emergency_cost,emergency_kwh,lp_q080_coverage,initial_soc,final_soc
90,2025-04-01,46684.880790649106,35990.61215874298,10694.268631906132,1729.297606280577,0.5902777777777778,2076.4363036262134,1685.0795705401997
91,2025-04-02,47309.72035700528,38000.62281687982,9309.09754012546,1849.9309106747917,0.6944444444444444,1685.0795705401997,2081.0540227602028
92,2025-04-03,38223.183965530225,38223.183965530225,0.0,0.0,0.8333333333333334,2081.0540227602028,2084.246399617767
93,2025-04-04,13925.535124821943,13925.535124821941,0.0,0.0,0.9236111111111112,2084.246399617767,2054.204134623693
94,2025-04-05,13683.100744396432,13683.10074439643,0.0,0.0,0.5277777777777778,2054.204134623693,1568.5686184814638
95,2025-04-06,38212.670544632245,38212.670544632245,0.0,0.0,0.9236111111111112,1568.5686184814638,2167.117360485323
96,2025-04-07,36742.708386740735,36742.70838674074,0.0,0.0,0.9027777777777778,2167.117360485323,1965.6440564497852
97,2025-04-08,37681.94323110576,36102.29380970626,1579.6494213994988,301.929511897318,0.7430555555555556,1965.6440564497852,1606.6543256768994
98,2025-04-09,38132.10572732615,37131.951193938396,1000.1545333877489,254.39599696749258,0.7430555555555556,1606.6543256768994,1834.4711236877604
99,2025-04-10,37237.23662418208,37237.23662418207,0.0,0.0,0.8055555555555556,1834.4711236877604,1963.1757982891777
100,2025-04-11,13594.012180497713,13594.012180497715,0.0,0.0,0.8680555555555556,1963.1757982891777,1826.6198037427012
101,2025-04-12,13556.8072265702,13556.807226570198,0.0,0.0,0.8194444444444444,1826.6198037427012,1955.7511354696262
102,2025-04-13,36063.18558215817,36063.18558215817,0.0,0.0,0.8263888888888888,1955.7511354696262,2049.189411473421
103,2025-04-14,35193.458991939726,35193.458991939726,0.0,0.0,0.7847222222222222,2049.189411473421,1932.8151837793698
104,2025-04-15,35696.73830363646,35696.73830363646,0.0,0.0,0.8402777777777778,1932.8151837793698,2135.7927283522868
105,2025-04-16,34964.0103883199,34964.0103883199,0.0,0.0,0.7222222222222222,2135.7927283522868,1805.3334981811927
106,2025-04-17,35651.982170277915,35651.982170277915,0.0,0.0,0.875,1805.3334981811927,2128.033855730188
107,2025-04-18,12792.64340746625,12792.64340746625,0.0,0.0,0.7986111111111112,2128.033855730188,2208.2289573202397
108,2025-04-19,12772.297943084923,12772.297943084923,0.0,0.0,0.7777777777777778,2208.2289573202397,1970.4531454768303
109,2025-04-20,34725.80926033966,34725.80926033965,0.0,0.0,0.8263888888888888,1970.4531454768303,2133.9274596594646
110,2025-04-21,34325.851545976955,34325.851545976955,0.0,0.0,0.875,2133.9274596594646,1779.7015756765068
111,2025-04-22,34016.91493928647,34016.91493928647,0.0,0.0,0.8055555555555556,1779.7015756765068,1907.5775542622623
112,2025-04-23,34161.48991750614,34161.48991750614,0.0,0.0,0.8541666666666666,1907.5775542622623,2042.8351874960374
113,2025-04-24,33610.38387838221,33610.3838783822,0.0,0.0,0.875,2042.8351874960374,1850.9995435837025
114,2025-04-25,12334.185814636843,12334.185814636843,0.0,0.0,0.8333333333333334,1850.9995435837025,1831.1830679886134
115,2025-04-26,12108.256753959842,12108.256753959842,0.0,0.0,0.7083333333333334,1831.1830679886134,1385.868917737971
116,2025-04-27,34572.587968996966,33090.10010189598,1482.4878671009906,267.96937856068354,0.7430555555555556,1385.868917737971,1613.9043011589526
117,2025-04-28,56534.89427453922,32578.994155282224,23955.900119256992,3977.9880064059566,0.5625,1613.9043011589526,1612.71149728398
118,2025-04-29,34953.73872985319,33433.79830692031,1519.9404229328802,262.2314847849457,0.8819444444444444,1612.71149728398,1814.3895969500848
119,2025-04-30,33047.99532246798,33047.99532246798,0.0,0.0,0.7986111111111112,1814.3895969500848,1764.494910785581
120,2025-05-01,46495.97889495753,32427.7997582036,14068.179136753926,2631.894394511971,0.4652777777777778,1764.494910785581,1208.5759003970427
121,2025-05-02,23582.127887057606,12773.791377828973,10808.336509228635,2076.7032223997576,0.2569444444444444,1208.5759003970427,1200.0
122,2025-05-03,17278.29925424127,14020.355150848476,3257.9441033927906,635.1197384065213,0.7083333333333334,1200.0,1302.7155876048748
123,2025-05-04,39465.61004326574,34253.24606526891,5212.363977996834,975.7771262521203,0.6180555555555556,1302.7155876048748,1235.2904310207718
124,2025-05-05,43170.027244516394,35273.68418228232,7896.343062234067,1405.0812153335871,0.5486111111111112,1235.2904310207718,1251.5583371658138
125,2025-05-06,37498.65371693477,34873.36891715956,2625.2847997752115,671.5525503147899,0.6458333333333334,1251.5583371658138,1341.31939068096
126,2025-05-07,39813.17361770151,36458.727003692584,3354.446614008928,609.5864785272875,0.7083333333333334,1341.31939068096,1363.5856643974264
127,2025-05-08,37920.68567385367,37366.32057789534,554.3650959583329,82.43748333333326,0.7291666666666666,1363.5856643974264,2410.057622198576
128,2025-05-09,15170.557072450167,15170.557072450167,0.0,0.0,0.8680555555555556,2410.057622198576,2926.1576623056585
129,2025-05-10,14642.114334233513,14642.114334233513,0.0,0.0,0.6458333333333334,2926.1576623056585,2056.3716050038774
130,2025-05-11,36389.59652034241,36112.23548088408,277.3610394583323,41.18071666666651,0.6944444444444444,2056.3716050038774,1905.4718254280695
131,2025-05-12,36359.43100649712,36359.43100649712,0.0,0.0,0.8055555555555556,1905.4718254280695,2385.669091173625
132,2025-05-13,35718.4673016223,35718.4673016223,0.0,0.0,0.8194444444444444,2385.669091173625,2331.9577840110355
133,2025-05-14,35412.84492026163,35412.84492026163,0.0,0.0,0.7569444444444444,2331.9577840110355,2048.0132628320825
134,2025-05-15,35835.35414495756,35835.35414495756,0.0,0.0,0.7638888888888888,2048.0132628320825,2365.06523385256
135,2025-05-16,14486.780505010342,14486.780505010343,0.0,0.0,0.9027777777777778,2365.06523385256,2147.643940296378
136,2025-05-17,14773.010739674439,14773.010739674439,0.0,0.0,0.75,2147.643940296378,2205.2447321903637
137,2025-05-18,37732.61182521098,35311.135477947755,2421.4763472632203,443.8961974378449,0.6944444444444444,2205.2447321903637,2430.2839202670198
138,2025-05-19,35796.32834003011,35262.46214169677,533.8661983333332,79.23649999999998,0.9027777777777778,2430.2839202670198,1997.956587643189
139,2025-05-20,34372.66960420165,34372.66960420165,0.0,0.0,0.7083333333333334,1997.956587643189,1607.3058828040262
140,2025-05-21,35670.26277867439,35643.71608920742,26.546689466973863,6.232348742099745,0.7569444444444444,1607.3058828040262,1907.6602721993572
141,2025-05-22,35007.94348359706,34990.61011859706,17.33336499999957,2.5699999999999363,0.8472222222222222,1907.6602721993572,2602.923826958742
142,2025-05-23,14495.205141477301,14495.205141477301,0.0,0.0,0.9166666666666666,2602.923826958742,2899.333203092767
143,2025-05-24,15071.485215145698,15071.4852151457,0.0,0.0,0.9166666666666666,2899.333203092767,2996.485500137343
144,2025-05-25,34182.500372695074,34182.50037269507,0.0,0.0,0.8888888888888888,2996.485500137343,2140.53605924174
145,2025-05-26,36979.26737742654,34381.06134560861,2598.206031817942,428.6536723144694,0.6875,2140.53605924174,1778.6821369215033
146,2025-05-27,34258.144137911186,34258.14413791118,0.0,0.0,0.7986111111111112,1778.6821369215033,1747.890429819331
147,2025-05-28,35013.86856458025,35013.868564580254,0.0,0.0,0.6944444444444444,1747.890429819331,2372.3658969310018
148,2025-05-29,35306.30876132409,35186.53106574076,119.77769558333291,17.81743333333327,0.7013888888888888,2372.3658969310018,2049.784197638286
149,2025-05-30,14366.260097653965,14366.260097653965,0.0,0.0,0.8333333333333334,2049.784197638286,2470.0913626531383
150,2025-05-31,14125.918491576977,14125.918491576977,0.0,0.0,0.7777777777777778,2470.0913626531383,2453.2395799355854
151,2025-06-01,101837.00885620085,35683.21778241622,66153.79107378464,12684.695581681051,0.1875,2453.2395799355854,1200.0
152,2025-06-02,61515.21483123332,40936.04918485175,20579.16564638157,4318.471699990144,0.4027777777777778,1200.0,1200.2878848590901
153,2025-06-03,46693.22751138914,45080.52648135711,1612.7010300320253,328.7579169164716,0.6666666666666666,1200.2878848590901,1200.0
154,2025-06-04,46468.623411150606,46237.492227018716,231.13118413188823,33.74406174614239,0.7013888888888888,1200.0,1283.3221670375942
155,2025-06-05,47640.31878644548,47103.23378493092,537.085001514568,79.49859891896631,0.7430555555555556,1283.3221670375942,1711.2464472062914
156,2025-06-06,26918.962417233863,20112.131952190528,6806.8304650433365,1341.243430483492,0.6180555555555556,1711.2464472062914,1790.8652217520905
157,2025-06-07,27698.1248195053,16970.58848790364,10727.536331601665,1809.7331576668648,0.375,1790.8652217520905,1254.4013351062997
158,2025-06-08,55307.3094020732,55307.3094020732,0.0,0.0,1.0,1254.4013351062997,3897.3571496923378
159,2025-06-09,47225.65166427671,47174.62973538808,51.021928888625986,7.577889334416454,0.75,3897.3571496923378,2969.369538033039
160,2025-06-10,47344.91267740152,47285.969720530105,58.94295687141697,8.759203257963918,0.7847222222222222,2969.369538033039,2315.905048032814
161,2025-06-11,65060.266293566325,47390.08462336499,17670.18167020133,3752.087496558802,0.5972222222222222,2315.905048032814,2423.222931687563
162,2025-06-12,50119.0684775417,50119.0684775417,0.0,0.0,0.8541666666666666,2423.222931687563,2737.6033048707372
163,2025-06-13,21985.098900165398,21985.098900165398,0.0,0.0,0.8958333333333334,2737.6033048707372,3471.6656347822823
164,2025-06-14,20139.66277136744,20139.662771367435,0.0,0.0,0.8541666666666666,3471.6656347822823,2350.630589354414
165,2025-06-15,50654.96731133317,50439.69907262834,215.26823870483167,31.93276770828743,0.9375,2350.630589354414,2426.2102974157906
166,2025-06-16,48560.683799591825,48168.9166712921,391.7671282997177,58.04700167951728,0.7361111111111112,2426.2102974157906,2373.92252258961
167,2025-06-17,51371.37329619046,48706.08180658285,2665.291489607615,566.1030067847565,0.7152777777777778,2373.92252258961,1920.9282461373646
168,2025-06-18,49585.42329819439,49585.42329819439,0.0,0.0,0.8333333333333334,1920.9282461373646,2252.6708395799965
169,2025-06-19,49121.89273062705,48688.73501678588,433.15771384117204,64.3722789819385,0.8402777777777778,2252.6708395799965,2413.48900768525
170,2025-06-20,22516.321347556266,22516.321347556266,0.0,0.0,0.9861111111111112,2413.48900768525,3687.882252093323
171,2025-06-21,18391.04658064314,18391.04658064314,0.0,0.0,0.8125,3687.882252093323,2508.5564848460963
172,2025-06-22,47396.142318990474,47396.14231899048,0.0,0.0,0.8680555555555556,2508.5564848460963,2448.6007846689654
173,2025-06-23,46772.17188177505,46568.48220459891,203.68967717614117,30.216303840071078,0.8055555555555556,2448.6007846689654,2408.892652481881
174,2025-06-24,67948.7044668989,45988.576768997795,21960.12769790111,4543.743776359875,0.4652777777777778,2408.892652481881,2209.242903482356
175,2025-06-25,47861.47556828839,47784.287934715154,77.18763357322858,11.464077465205492,0.8541666666666666,2209.242903482356,2067.3903760988064
176,2025-06-26,48135.90127578353,48011.13919026965,124.76208551389178,18.508271072697767,0.8611111111111112,2067.3903760988064,2259.8656686664885
177,2025-06-27,20538.460522516394,20538.460522516394,0.0,0.0,0.9722222222222222,2259.8656686664885,3405.5052781399986
178,2025-06-28,16589.46769642741,16589.46769642741,0.0,0.0,0.6111111111111112,3405.5052781399986,1420.0928591371762
179,2025-06-29,49112.583087811,49112.58308781101,0.0,0.0,0.875,1420.0928591371762,2865.743602568584
180,2025-06-30,46709.58134414153,46290.56136546309,419.01997867844096,62.222867147484294,0.7361111111111112,2865.743602568584,2116.090451481107
181,2025-07-01,67654.72950185035,47714.516007946026,19940.213493904317,5136.203100508437,0.3611111111111111,2116.090451481107,1200.0
182,2025-07-02,62919.369468566525,53475.05494532971,9444.314523236804,2039.0166924612356,0.5694444444444444,1200.0,1200.0
183,2025-07-03,59317.333287111964,52087.45756081952,7229.8757262924455,1206.4099156566015,0.5555555555555556,1200.0,1390.0528508295315
184,2025-07-04,26668.436277268916,23801.80749965921,2866.628777609704,456.2609439277279,0.7013888888888888,1390.0528508295315,1346.079953535263
185,2025-07-05,30269.080168883018,22692.112716281146,7576.967452601872,1162.8000427248458,0.4930555555555556,1346.079953535263,1214.1832951617441
186,2025-07-06,61450.37951398236,51818.32425421265,9632.055259769713,1862.1139787940397,0.5,1214.1832951617441,1224.4098603088983
187,2025-07-07,56729.846451021134,56295.84421346826,434.0022375528758,64.38308186115216,0.8819444444444444,1224.4098603088983,2224.578573121877
188,2025-07-08,56512.15702138518,55670.82433513908,841.3326862461093,171.31187868215437,0.8541666666666666,2224.578573121877,3841.771483812154
189,2025-07-09,53367.19045618371,53367.19045618371,0.0,0.0,0.8819444444444444,3841.771483812154,3717.1723781002106
190,2025-07-10,51090.79491003019,50109.568109941305,981.2268000888885,162.2718414821376,0.7777777777777778,3717.1723781002106,2283.2384625280833
191,2025-07-11,28973.151101331303,28973.1511013313,0.0,0.0,0.7361111111111112,2283.2384625280833,4103.289367430655
192,2025-07-12,25328.772126519787,25328.772126519787,0.0,0.0,0.7847222222222222,4103.289367430655,2237.4409152985377
193,2025-07-13,50768.05273373502,50061.745837886025,706.3068958489971,104.92441335730746,0.8125,2237.4409152985377,2052.225420403538
194,2025-07-14,51133.88456512013,51133.88456512013,0.0,0.0,0.8958333333333334,2052.225420403538,2860.119820562179
195,2025-07-15,49672.68736941564,49672.68736941563,0.0,0.0,0.8402777777777778,2860.119820562179,3213.109156395167
196,2025-07-16,49822.51094340642,48511.37383983572,1311.1371035706993,272.54681583462497,0.7083333333333334,3213.109156395167,1806.3073938334005
197,2025-07-17,51505.46766118136,50105.54609056911,1399.9215706122575,293.00362530913304,0.7291666666666666,1806.3073938334005,2472.0686417371107
198,2025-07-18,28115.07890327522,28115.078903275215,0.0,0.0,0.7361111111111112,2472.0686417371107,3824.3645085868743
199,2025-07-19,25357.348054240632,25357.348054240636,0.0,0.0,0.8819444444444444,3824.3645085868743,2579.3406653624047
200,2025-07-20,48646.28308339746,48569.53117176563,76.75191163183014,11.00228091052611,0.7361111111111112,2579.3406653624047,1869.9510916221993
201,2025-07-21,50608.006638637686,50550.839394257644,57.16724438002979,8.194845811357482,0.8125,1869.9510916221993,2175.0947539725375
202,2025-07-22,50063.52383573335,49305.26925164539,758.2545840879577,114.81144233144218,0.7083333333333334,2175.0947539725375,1497.9057012559172
203,2025-07-23,50462.104447901074,50442.107170067204,19.99727783386271,2.966883306806949,0.7569444444444444,1497.9057012559172,1664.6298259068885
204,2025-07-24,51304.37347606334,50831.59638025016,472.7770958131764,97.50312248164735,0.75,1664.6298259068885,2107.5217498387983
205,2025-07-25,27975.918786056576,27975.918786056576,0.0,0.0,0.9652777777777778,2107.5217498387983,3549.0049619832453
206,2025-07-26,25714.51545475565,25714.51545475565,0.0,0.0,0.8194444444444444,3549.0049619832453,2816.2322240508875
207,2025-07-27,53843.351788830885,46632.08113704916,7211.270651781732,1363.3853540365772,0.5625,2816.2322240508875,1350.4449390482046
208,2025-07-28,53409.46987913137,50951.221710546844,2458.2481685845223,480.130642655773,0.6944444444444444,1350.4449390482046,1542.7331622671716
209,2025-07-29,51268.51276290453,50647.637068325275,620.8756945792543,91.63774153654583,0.7361111111111112,1542.7331622671716,1791.1837912748915
210,2025-07-30,50234.81746467338,50233.6810613238,1.136403349586724,0.16858082622559323,0.7430555555555556,1791.1837912748915,1868.3674326777323
211,2025-07-31,51154.60516605887,50323.83393438837,830.7712316704939,129.91456559824852,0.7222222222222222,1868.3674326777323,1556.7067405626462
212,2025-08-01,27049.08395999505,27049.08395999505,0.0,0.0,0.9930555555555556,1556.7067405626462,3445.1676071158845
213,2025-08-02,24825.679690534882,24825.679690534875,0.0,0.0,0.9791666666666666,3445.1676071158845,3093.369896515456
214,2025-08-03,50426.536172524604,47698.718211362284,2727.8179611623273,645.0161467881433,0.7708333333333334,3093.369896515456,1296.3438843944546
215,2025-08-04,48631.43112415681,48631.43112415681,0.0,0.0,0.9097222222222222,1296.3438843944546,1928.2497980552955
216,2025-08-05,45899.06901863536,45867.499744271016,31.56927436434133,4.68630213973745,0.7569444444444444,1928.2497980552955,1352.8752019818692
217,2025-08-06,49539.43222589382,46044.90962654303,3494.5225993508034,936.4514664484642,0.6527777777777778,1352.8752019818692,1461.171802834732
218,2025-08-07,46277.07743091471,46118.97817246213,158.09925845258877,23.39957943500167,0.7430555555555556,1461.171802834732,1418.407181437028
219,2025-08-08,24546.403025949,24546.403025949,0.0,0.0,0.9236111111111112,1418.407181437028,2677.779293307582
220,2025-08-09,21786.677263127014,21429.896381393155,356.7808817338605,169.2026145589756,0.5069444444444444,2677.779293307582,1337.5087416725562
221,2025-08-10,45504.12495439929,45400.493328906756,103.63162549253401,15.013428580902769,0.7569444444444444,1337.5087416725562,1776.4257120486668
222,2025-08-11,46172.90836719283,45822.56007548428,350.3482917085519,51.926958771844625,0.7569444444444444,1776.4257120486668,1574.3772407860686
223,2025-08-12,47079.18792638611,45963.53930796195,1115.648618424165,220.8052880607541,0.7013888888888888,1574.3772407860686,1726.2474366023869
224,2025-08-13,46869.819734175326,46866.16815866471,3.651575510620771,0.5416562353512973,0.7986111111111112,1726.2474366023869,2295.13554760169
225,2025-08-14,46648.47755533243,45465.02761756442,1183.4499377680172,195.154400988179,0.7222222222222222,2295.13554760169,1596.4521586263722
226,2025-08-15,22878.795966339218,22878.795966339218,0.0,0.0,0.7361111111111112,1596.4521586263722,1983.5137534434677
227,2025-08-16,23412.000879474377,22421.00403180199,990.9968476723898,142.05803435670725,0.6944444444444444,1983.5137534434677,1998.6519591777535
228,2025-08-17,45604.336153456716,44940.58102551162,663.7551279450879,98.53601803564902,0.7569444444444444,1998.6519591777535,1850.1088477461867
229,2025-08-18,46535.72185843659,45722.83508146007,812.8867769765211,119.54650620139341,0.8125,1850.1088477461867,2049.9570069866354
230,2025-08-19,46271.910944327865,45371.178843938236,900.7321003896196,133.51149241561598,0.8263888888888888,2049.9570069866354,1963.8638703437603
231,2025-08-20,60322.471886023974,45145.30885620731,15177.163029816658,2679.8308877591526,0.5625,1963.8638703437603,1674.1318189951244
232,2025-08-21,45656.15503509855,45512.02289466094,144.1321404376095,21.37645875823398,0.7222222222222222,1674.1318189951244,1667.0447891865442
233,2025-08-22,25140.53309781785,24023.34700398177,1117.1860938360794,160.14708913934624,0.7430555555555556,1667.0447891865442,2063.0536884432477
234,2025-08-23,22759.42937515259,22759.429375152595,0.0,0.0,0.5902777777777778,2063.0536884432477,1724.9209204328326
235,2025-08-24,46015.39244071314,46015.39244071314,0.0,0.0,0.7916666666666666,1724.9209204328326,2145.197807032985
236,2025-08-25,51518.494919310375,46955.8867104289,4562.60820888147,1039.9454396242327,0.6458333333333334,2145.197807032985,2363.7145392891202
237,2025-08-26,45972.3037543011,45972.3037543011,0.0,0.0,0.8055555555555556,2363.7145392891202,2286.863788772404
238,2025-08-27,46285.936781783086,46218.299106409664,67.6376753734168,10.045377293306274,0.7013888888888888,2286.863788772404,1941.6178348798867
239,2025-08-28,49152.961924173746,46970.86504139196,2182.0968827817937,452.6567183667257,0.6875,1941.6178348798867,2130.92234432939
240,2025-08-29,23087.710158163223,23087.710158163223,0.0,0.0,0.6944444444444444,2130.92234432939,1703.1750468851046
241,2025-08-30,24553.42361829828,24553.42361829828,0.0,0.0,0.8333333333333334,1703.1750468851046,2073.5382904599023
242,2025-08-31,46283.85083904752,46231.44935068014,52.40148836739201,7.51168124532569,0.8055555555555556,2073.5382904599023,2233.796791967018
243,2025-09-01,45706.305555180625,45706.305555180625,0.0,0.0,0.9444444444444444,2233.796791967018,5436.396532929821
244,2025-09-02,38764.77013688837,38020.78564237582,743.9844945125461,145.76306017474087,0.7569444444444444,5436.396532929821,3432.863761785452
245,2025-09-03,38645.47950910125,38645.47950910125,0.0,0.0,0.8263888888888888,3432.863761785452,2832.695210847151
246,2025-09-04,38250.27883504752,37912.37180405244,337.90703099507726,50.11622725532925,0.7847222222222222,2832.695210847151,2336.5781618407977
247,2025-09-05,19826.170642012738,19826.170642012738,0.0,0.0,0.9444444444444444,2336.5781618407977,3747.8864745703936
248,2025-09-06,18776.426075869553,18776.426075869553,0.0,0.0,0.7638888888888888,3747.8864745703936,3682.218377687487
249,2025-09-07,37059.35340456397,33768.382963794735,3290.9704407692284,509.4245611334545,0.5416666666666666,3682.218377687487,1381.579431703657
250,2025-09-08,63110.85870104181,33207.22857794902,29903.630123092797,6118.506983478362,0.25,1381.579431703657,1200.0
