day,date,total_cost,planned_cost,emergency_cost,initial_soc,final_soc,mip_gap,mip_seconds,refinement_seconds,planned_changes,seconds
98,2025-04-09,37433.38001331881,37206.06787421407,227.3121391047373,1569.5316318473006,1711.3898369811268,6.072940315472757e-05,0.47769058297853917,0.8581132909748703,28,1.3643757910467684
99,2025-04-10,37289.01216686111,37248.50317527603,40.50899158508238,1711.3898369811268,1835.0143395259659,8.30103460899407e-05,0.30019183398690075,0.7621800829656422,24,1.0862625410081819
100,2025-04-11,13504.491968829929,13504.491968829927,0.0,1835.0143395259659,1758.600013778182,0.0,0.202378417016007,0.8270282910671085,18,1.0559194999514148
101,2025-04-12,13777.549038685964,13777.549038685962,0.0,1758.600013778182,1720.1664831272358,0.0,0.32734783296473324,0.6174771250225604,20,0.9679099170025438
102,2025-04-13,35623.34259892672,35586.20390700834,37.13869191838199,1720.1664831272358,1743.7288959040163,5.5374250343689875e-06,0.7306024580029771,0.8315825409954414,18,1.5870808749459684
103,2025-04-14,35033.052493675714,35033.052493675714,0.0,1743.7288959040163,1749.0012859691258,2.0489895053182923e-05,0.28326245897915214,0.8734179169405252,18,1.178538165986538
104,2025-04-15,35599.53251667403,35544.546557767724,54.985958906295856,1749.0012859691258,2015.718379432603,1.6834243821564496e-05,0.3406343749957159,0.7966012500692159,20,1.1621779170818627
105,2025-04-16,35133.1088261199,35133.1088261199,0.0,2015.718379432603,1535.7446576018162,2.1870082688506463e-06,0.2952921249670908,0.8669019589433447,22,1.1866597500629723
106,2025-04-17,35647.29367618991,35647.29367618992,0.0,1535.7446576018162,1756.6014206636787,0.0,0.25924295803997666,0.7298452910035849,18,1.015599749982357
107,2025-04-18,12713.11978319856,12713.11978319856,0.0,1756.6014206636787,2087.8318375947592,0.0,0.24812058301176876,0.8245393329998478,10,1.0965868330094963
108,2025-04-19,12538.381293663064,12538.381293663064,0.0,2087.8318375947592,2001.4988733760824,0.0,0.2654890411067754,0.8054791670292616,22,1.0978855839930475
109,2025-04-20,34735.35801012946,34731.989488911575,3.3685212178834125,2001.4988733760824,2162.5379963473592,2.941327995603808e-08,0.27724916697479784,0.8285789999645203,22,1.1311890420038253
110,2025-04-21,34132.574782842574,34132.574782842574,0.0,2162.5379963473592,1688.8458647741625,5.236967345953689e-05,0.4641103340545669,0.9918371250387281,24,1.4828199999174103
111,2025-04-22,34095.12918108385,33568.66576556646,526.463415517389,1688.8458647741625,1517.913384843235,1.147462416649639e-16,0.24087908398360014,0.8059633750235662,18,1.0713224170031026
112,2025-04-23,34189.81179641145,34189.81179641145,0.0,1517.913384843235,1820.9946766205012,2.0852417573166448e-06,0.2662487500347197,0.7688414170406759,16,1.0578046250157058
113,2025-04-24,33764.03726431865,33764.03726431864,0.0,1820.9946766205012,1654.9507885727153,2.305725827627867e-05,0.42390308307949454,0.7554907500743866,22,1.2068329590838403
114,2025-04-25,12301.102297705722,12301.102297705724,0.0,1654.9507885727153,1775.7763316812088,0.0001621328909445349,0.3533084170194343,0.49920745799317956,20,0.8783189170062542
115,2025-04-26,15370.146370449453,12328.024870010284,3042.121500439168,1775.7763316812088,1462.9669073766017,0.0,0.2539326249388978,0.8612233339808881,16,1.1422352909576148
116,2025-04-27,33721.591882464425,32768.46841855628,953.1234639081404,1462.9669073766017,1715.916673429436,7.606197821038629e-05,0.23370212502777576,0.732540208962746,12,0.991557165980339
117,2025-04-28,54698.18225391884,32604.58166001468,22093.600593904175,1715.916673429436,1563.0621216953534,0.0009140876294575091,0.4628112909849733,0.5661738330963999,18,1.0506705000298098
118,2025-04-29,34551.45976912311,34551.45976912311,0.0,1563.0621216953534,2351.0199481777945,0.0,0.25353908399119973,0.7573472909862176,20,1.0356050840346143
119,2025-04-30,33266.35964431089,33180.87671484493,85.48292946595298,2351.0199481777945,1504.5355023755887,2.369589080171163e-06,0.2736599580384791,0.8474021250149235,20,1.1469138329848647
120,2025-05-01,45262.500059707185,32215.207347969623,13047.29271173756,1504.5355023755887,1200.0,2.9263434300040887e-06,0.7472101669991389,0.7606762909563258,26,1.5312380420509726
121,2025-05-02,34669.946128166834,12683.96983718385,21985.97629098298,1200.0,1626.4378667222204,8.710524126117168e-06,0.27594975009560585,0.8814451249781996,16,1.1802928749239072
122,2025-05-03,17958.06007735887,13827.283920886463,4130.776156472404,1626.4378667222204,1804.8283651230242,0.0,0.26465512497816235,0.8077673750231043,14,1.0970187080092728
123,2025-05-04,35227.61397922117,34456.3182236494,771.295755571762,1804.8283651230242,1633.080981347625,4.98547036656131e-06,0.44297208404168487,0.8643600420327857,26,1.332330415956676
124,2025-05-05,36911.038127173706,35630.25451066649,1280.7836165072156,1633.080981347625,2103.237038348415,2.885066440099264e-06,0.3248520001070574,1.0672657919349149,24,1.4174293749965727
125,2025-05-06,35800.59978390594,34845.303020837164,955.2967630687847,2103.237038348415,2018.678718674239,1.1160373595089843e-16,0.49119066598359495,0.8139062090776861,24,1.3326789579587057
126,2025-05-07,37657.90562541248,36793.590014984205,864.3156104282737,2018.678718674239,1836.179589298889,3.288075151146986e-05,0.3514081249013543,0.9573075000662357,26,1.3342142920009792
127,2025-05-08,37701.3263379202,37666.62801636933,34.698321550862396,1836.179589298889,3220.7806019745167,1.4183495456783064e-06,0.3215639169793576,0.7341338330879807,22,1.081602624966763
128,2025-05-09,15129.827883920916,15023.717588386395,106.11029553452157,3220.7806019745167,3216.083628249729,5.476468766196671e-05,0.33949599997140467,0.8203314170241356,18,1.1848860830068588
129,2025-05-10,15156.081983668788,14989.689608542943,166.39237512584134,3216.083628249729,3076.1538110227384,5.5455280474101955e-06,0.27780087501741946,0.8335170829668641,16,1.136099666939117
130,2025-05-11,37074.93095271962,36733.7244322209,341.2065204987217,3076.1538110227384,3090.2199409157884,1.834877263364912e-06,0.27758716710377485,0.7868776250397786,34,1.089786541997455
131,2025-05-12,36692.67750568602,36618.95062718563,73.72687850039586,3090.2199409157884,3127.1616137768533,0.0002896692939050712,0.3629963749554008,0.975177124957554,20,1.3667007500771433
132,2025-05-13,36596.2087299128,36596.2087299128,0.0,3127.1616137768533,4082.7272071258217,0.0,0.28493983403313905,0.8232349170139059,22,1.1404236250091344
133,2025-05-14,35353.514775337135,35353.514775337135,0.0,4082.7272071258217,2881.155865268507,4.554709111519508e-05,0.3177264160476625,0.6932668749941513,24,1.0370372500037774
134,2025-05-15,36540.47407867147,36306.773573128936,233.7005055425276,2881.155865268507,3278.3979784656085,4.3285423624486696e-05,0.33674341707956046,0.7646274579456076,22,1.1274724589893594
135,2025-05-16,14680.247153988632,14642.310541087574,37.9366129010585,3278.3979784656085,3279.599732822887,0.00011838728835375653,0.2887536250054836,0.9703552910359576,31,1.2852925000479445
136,2025-05-17,14803.093195937945,14411.560991890416,391.53220404753165,3279.599732822887,2853.7572762368222,0.0,0.18536258302628994,0.9102708329446614,13,1.122418542043306
137,2025-05-18,35837.884423070805,35837.884423070805,0.0,2853.7572762368222,3424.9214024896282,5.466441524685262e-05,0.4541510420385748,0.8264980419771746,18,1.3042933330871165
138,2025-05-19,35695.82447128065,35359.470759119016,336.35371216163884,3424.9214024896282,3238.740822187514,1.1154868367815794e-16,0.3511087918886915,0.7988101668888703,28,1.1751259999582544
139,2025-05-20,34545.75504589775,34409.89847686766,135.85656903009868,3238.740822187514,2108.4518473322223,0.0001000832267141975,0.45205025002360344,0.9431844579521567,20,1.4208382499637082
140,2025-05-21,36696.67154366617,36537.21588263099,159.45566103517362,2108.4518473322223,2743.892109460511,2.094788742328701e-16,0.32633983402047306,0.8537628749618307,20,1.2078192080371082
141,2025-05-22,35064.038577733205,35064.038577733205,0.0,2743.892109460511,3227.2206809256622,8.330682920301426e-06,0.2992473329650238,0.7645390420220792,22,1.0897224170621485
142,2025-05-23,14273.099645184659,14273.099645184659,0.0,3227.2206809256622,3338.932309819977,0.0,0.1937807499198243,0.6245152089977637,10,0.8426818330772221
143,2025-05-24,14903.347723266303,14903.347723266303,0.0,3338.932309819977,3647.978533651943,4.980705099009973e-08,0.20567499997559935,0.898687541950494,12,1.1315949590643868
144,2025-05-25,34374.12773630029,34237.10698527143,137.02075102886016,3647.978533651943,3214.2051331211273,0.00013327104212132262,0.3227295830147341,0.7755680410191417,22,1.124550333013758
145,2025-05-26,35991.758742371545,35991.75874237155,0.0,3214.2051331211273,3332.5597952447924,7.97455953254244e-05,0.3645871659973636,0.7973868750268593,24,1.1876145839923993
146,2025-05-27,34581.58139987429,34581.58139987429,0.0,3332.5597952447924,3027.41152910947,4.985051990806923e-05,0.3712771659484133,0.8442791249835864,22,1.24079674994573
147,2025-05-28,35209.138676994145,35171.41959279415,37.71908419999982,3027.41152910947,3031.832798008996,0.0,0.29946179199032485,0.7703212919877842,20,1.0963449580594897
148,2025-05-29,34955.18742601807,34906.69906230621,48.48836371186708,3031.832798008996,2799.3316164613343,9.92270917280538e-06,0.3941235000966117,0.9262096669990569,18,1.345632833079435
149,2025-05-30,14488.29746862389,14145.055193947646,343.24227467624485,2799.3316164613343,2921.117920422645,5.885565957278715e-06,0.2865418749861419,0.7174476659856737,22,1.0291336249792948
150,2025-05-31,14106.504988362201,14106.504988362201,0.0,2921.117920422645,3329.8431546099473,1.355100226296754e-05,0.5318347500870004,0.8836787919281051,12,1.4385759169235826
151,2025-06-01,115140.6300964526,35564.96924749742,79575.66084895522,3329.8431546099473,1200.0,2.5248711770741734e-05,0.4641071669757366,0.8462017079582438,26,1.3348790840245783
152,2025-06-02,62086.54154930447,42453.96588756112,19632.575661743354,1200.0,2181.088442297963,5.778576749836158e-06,0.41637770808301866,0.8717299159616232,24,1.3160260000731796
153,2025-06-03,45566.30596304644,44886.589620981096,679.7163420653432,2181.088442297963,1682.5451063682378,3.9834017775936205e-05,0.3036340839462355,0.7858237500768155,18,1.1153467920375988
154,2025-06-04,45841.35851486209,45579.31470995571,262.04380490637755,1682.5451063682378,1940.9880186484097,1.1486954092430517e-05,0.5624467079760507,0.8685711249709129,20,1.4569666250608861
155,2025-06-05,47434.053483198295,47316.98491828061,117.06856491768218,1940.9880186484097,2097.842664388491,0.00012256218429375771,0.5018852499779314,0.8401336249662563,30,1.3681845419341698
156,2025-06-06,28099.184363039763,20811.48913358843,7287.695229451329,2097.842664388491,2484.9318663754484,2.66437380061828e-05,0.399775292025879,0.5399943330558017,24,0.9637754590949044
157,2025-06-07,28362.531926578413,16931.873707815306,11430.658218763105,2484.9318663754484,1674.9714913360442,1.1326560035940978e-16,0.21187208406627178,0.8653566250577569,20,1.1044954170938581
158,2025-06-08,57092.76329609945,57092.76329609945,0.0,1674.9714913360442,5501.942198240444,0.0,0.347982416045852,0.7898780830437317,18,1.1636478330474347
159,2025-06-09,49334.70812563316,49134.9782798556,199.72984577756168,5501.942198240444,4152.926265828685,3.3404159736155605e-05,0.33699512493330985,0.803288416005671,24,1.1655359999276698
160,2025-06-10,50306.10632427424,50306.10632427424,0.0,4152.926265828685,4529.4736790507295,9.60031556329942e-05,0.45077395800035447,1.2510146249551326,22,1.7289405420888215
161,2025-06-11,58270.18585836637,49729.80485701918,8540.381001347183,4529.4736790507295,3526.7417961879814,8.576551330468045e-05,0.7031771250767633,1.038085584063083,28,1.7744667920051143
162,2025-06-12,52609.500757758135,52609.500757758135,0.0,3526.7417961879814,4869.709565258172,5.446238196845016e-06,0.8015912499977276,0.9694432920077816,28,1.79888470901642
163,2025-06-13,22400.439770710436,22316.477091133485,83.96267957695429,4869.709565258172,4193.416181216896,0.0,0.2608419581083581,1.156012999941595,16,1.4441270410316065
164,2025-06-14,21126.033381216494,21120.376408670687,5.65697254580799,4193.416181216896,3544.3407416740183,0.0,0.37210062495432794,1.063542417017743,24,1.4641027089674026
165,2025-06-15,52363.34703193739,52363.34703193739,0.0,3544.3407416740183,4139.354137390379,4.092169913975701e-05,0.4277609579730779,0.9609161659609526,32,1.4160197079181671
166,2025-06-16,50185.28414728296,50185.28414728296,0.0,4139.354137390379,4691.503983105157,9.427520981410019e-06,0.31754208402708173,0.9901972919469699,32,1.3369451250182465
167,2025-06-17,50042.966786560115,49781.519488526326,261.4472980337907,4691.503983105157,3677.579628739692,4.267043146354288e-06,0.4311937080929056,0.9686136250384152,26,1.427684749942273
168,2025-06-18,50506.4616704133,50489.52915441661,16.93251599669282,3677.579628739692,3896.236913537746,3.7722946664027813e-06,0.4721890410874039,0.9239259159658104,22,1.422546291956678
169,2025-06-19,50232.60225731091,50232.60225731091,0.0,3896.236913537746,4040.3645213245195,5.537205223074287e-05,0.5176940419478342,1.0784102090401575,24,1.6235999580239877
170,2025-06-20,23580.991553090487,23580.991553090487,0.0,4040.3645213245195,5263.0032096511695,3.8681398113913813e-07,0.49673529202118516,1.0837051249109209,18,1.6078130829846486
171,2025-06-21,19114.05716838406,18351.61125188046,762.4459165036006,5263.0032096511695,3541.3363294674205,0.0,0.24290212499909103,1.0138935410650447,12,1.283779124962166
172,2025-06-22,48075.37081579345,48075.37081579345,0.0,3541.3363294674205,4261.11241800994,0.0,0.34575204097200185,0.8945578329730779,22,1.267928250017576
173,2025-06-23,47088.98956282012,47088.98956282011,0.0,4261.11241800994,4133.166346549281,1.6772078978963656e-06,0.41105679201427847,0.976925625000149,28,1.4158466670196503
174,2025-06-24,67191.49333109433,46722.638494315484,20468.85483677883,4133.166346549281,2494.5186529319894,2.4293687271814518e-05,0.5262232499662787,1.0450451670913026,22,1.6048587079858407
175,2025-06-25,49580.88727437161,49580.887274371606,0.0,2494.5186529319894,3816.462212824729,0.0,0.3315642080269754,1.0145139580126852,28,1.37363387492951
176,2025-06-26,48999.38422841227,48999.38422841227,0.0,3816.462212824729,3252.345906859326,0.0,0.36576200008857995,0.8606794589431956,26,1.2540886659407988
177,2025-06-27,21837.05750987234,21837.05750987234,0.0,3252.345906859326,3866.94906512006,3.697286953149622e-06,0.30387429194524884,1.0127902500098571,14,1.3448701249435544
178,2025-06-28,18119.058171535566,17442.459155327197,676.5990162083697,3866.94906512006,2241.1598239655523,2.9629511864624563e-06,0.2852657079929486,1.132641208008863,16,1.4521435420028865
179,2025-06-29,50636.900585813906,50627.19076461151,9.709821202404449,2241.1598239655523,4886.0249799360745,2.506825852245397e-07,0.4419823340140283,1.0198913329513744,24,1.4911622090730816
180,2025-06-30,47176.04735185638,46033.44183891684,1142.6055129395402,4886.0249799360745,3141.646953013445,6.646699254279076e-06,0.32801787508651614,0.9236657080473378,20,1.2805734999710694
181,2025-07-01,66412.02261095049,47440.441083612706,18971.581527337785,3141.646953013445,1200.0,5.205749006571982e-05,0.8769302080618218,0.9792745839804411,24,1.8865916669601575
182,2025-07-02,56816.54196194606,56502.93730291052,313.60465903553927,1200.0,3158.854833118173,1.1216841872324385e-05,0.6658906670054421,0.8318702079122886,24,1.5244782499503344
183,2025-07-03,53844.67184172516,53100.92693222873,743.7449094964413,3158.854833118173,2560.893028635546,4.1678320575051554e-07,0.5572403749683872,0.8503934160107747,30,1.4350907909683883
184,2025-07-04,24234.8123378352,24096.1492244845,138.6631133507032,2560.893028635546,2516.7659548706206,2.9396189566342933e-06,0.5138132499996573,1.2334241250064224,18,1.7748380000703037
185,2025-07-05,31397.116532786018,22488.56046041671,8908.556072369312,2516.7659548706206,2253.452716864195,0.0,0.4481565000023693,0.9237012079684064,24,1.407471000100486
186,2025-07-06,62084.14833411983,51164.02009259969,10920.128241520142,2253.452716864195,2136.995718150713,1.3261141486449185e-07,0.5530089159728959,1.1058974170591682,24,1.691067999927327
187,2025-07-07,55936.31349346819,55927.71154055327,8.601952914919625,2136.995718150713,4665.704638300036,6.751803225359643e-06,1.1265187500976026,1.3659380410099402,34,2.525070042000152
188,2025-07-08,54787.55341637629,54591.28698341878,196.2664329575102,4665.704638300036,4688.250083377944,0.0,0.4142618750920519,1.1066116670845076,26,1.5592595420312136
189,2025-07-09,54278.98692623122,54190.3362664603,88.65065977092084,4688.250083377944,5815.067980696508,9.19680684151924e-05,0.5974060000153258,1.3911758329486474,34,2.0275468749459833
