day,date,total_cost,planned_cost,emergency_cost,emergency_kwh,initial_soc,final_soc,mip_gap,mip_seconds,refinement_seconds
17,2025-01-18,27116.396820794253,26900.32195095343,216.07486984082328,74.09772509444196,10252.877386386528,7229.219635943923,0.0006745349237506915,1.0247644169721752,1.51710524992086
18,2025-01-19,71711.28945222666,71585.88846598045,125.4009862461943,49.218552204108846,7229.219635943923,5130.390066184695,0.0006078692823059487,1.4291184999747202,1.4406241250690073
19,2025-01-20,72291.4754803041,72245.08750234067,46.38797796343751,21.347435786211463,5130.390066184695,5400.138311454916,0.0010331491742979276,1.039430333999917,1.52003304194659
20,2025-01-21,69357.37020442908,69259.57040660564,97.79979782343742,31.958738390096755,5400.138311454916,4490.240710992573,0.0006718344306447674,1.0618079169653356,1.6264487919397652
21,2025-01-22,82805.14042369302,67613.79477426955,15191.34564942349,2014.3542347658986,4490.240710992573,3788.8078594863277,0.0004846537526899359,1.0163973750313744,2.1338125829352066
22,2025-01-23,74485.34630594184,74436.2294963792,49.1168095626539,15.493367463441018,3788.8078594863277,5607.45109105807,0.0007557307739313414,1.1170927080092952,1.367016916978173
23,2025-01-24,24331.20279343867,24251.92244904032,79.28034439834971,39.594779304740996,5607.45109105807,10626.792387648959,0.0012381089075766897,1.024730124976486,1.4366376670077443
24,2025-01-25,19466.44438995421,19466.44438995421,0.0,0.0,10626.792387648959,7096.373847447929,0.0011211410098319588,3.17667462490499,1.5325185828842223
25,2025-01-26,72260.05233693877,64862.909401661804,7397.142935276952,1129.9966849320485,7096.373847447929,1200.0,0.0019994664346789817,0.5152747080428526,1.6249048330355436
26,2025-01-27,71950.07310760525,71694.26120214866,255.8119054565749,84.22366878133778,1200.0,5706.747900413377,0.0004806319176451396,1.003103790921159,2.305704209022224
27,2025-01-28,67069.69778313616,65044.86844054092,2024.829342595244,370.1154230649801,5706.747900413377,1448.2158593162208,0.0016983311393954802,0.3626107079908252,2.2336906669661403
28,2025-01-29,70095.70790306912,70031.91280989791,63.79509317121583,19.77088259873767,1448.2158593162208,6109.40796155957,0.0004411409915355235,2.106865582987666,1.8449645419605076
29,2025-01-30,66108.42818574754,61094.53368791218,5013.894497835367,846.6490197318417,6109.40796155957,1505.7416950267884,0.0019801632233907834,3.8788507919525728,1.5812438329448923
30,2025-01-31,21453.534660714504,21246.876701973844,206.65795874065435,64.29494386766218,1505.7416950267884,6699.948448341258,0.0014786874684780947,2.602198083070107,1.4611804169835523
31,2025-02-01,19236.96875701011,19236.96875701011,0.0,0.0,6699.948448341258,6814.247956985509,0.002944245161960012,5.012818499933928,1.540913249948062
32,2025-02-02,64600.486791378076,53390.7712337379,11209.71555764018,2152.4094626698857,6814.247956985509,4014.853280661125,0.00019870757655654416,0.8280452089384198,1.615643374971114
33,2025-02-03,59127.7868644729,59127.7868644729,0.0,0.0,4014.853280661125,3294.7665718515054,0.0019244645156182212,3.2332908330718055,1.3622605829732493
34,2025-02-04,63239.41871464686,59707.52273700552,3531.8959776413494,561.8781787940728,3294.7665718515054,3277.360049298046,0.0022663216354280114,5.01418737496715,1.1576489579165354
35,2025-02-05,60422.10141040132,59305.3497336682,1116.7516767331285,266.46020459180374,3277.360049298046,3294.758345907131,0.0006121614587793254,1.7645844579674304,1.541642958065495
36,2025-02-06,60413.62087813119,60365.36038140709,48.260496724106744,6.8884522871976515,3294.758345907131,1857.6309798279576,0.0031507118387581576,5.01315820903983,1.2576326250564307
37,2025-02-07,17452.149413610125,17395.72659415329,56.422819456834574,11.539588803933853,1857.6309798279576,1830.2684473067843,0.002365276481433006,5.03052170900628,2.4899799999548122
38,2025-02-08,17366.685133423507,16618.28794346337,748.3971899601388,187.91176234669098,1830.2684473067843,5783.002279393464,0.001779556127414355,4.882411291007884,2.3022055838955566
39,2025-02-09,57299.472547250596,56551.58464096308,747.8879062875161,170.6146041101181,5783.002279393464,1983.1360895067367,0.001829855446473881,2.7884247499750927,2.1604828329291195
40,2025-02-10,57882.19232488169,57882.19232488168,0.0,0.0,1983.1360895067367,2645.3681024490697,0.0019811508159303355,4.242914040922187,2.147920042043552
41,2025-02-11,56371.33517905733,56361.08968389827,10.245495159046989,4.561663027180316,2645.3681024490697,3360.32042770686,0.0016842009971347563,3.175149750080891,2.2688142920378596
42,2025-02-12,56575.952010589535,56572.65929484424,3.2927157452963804,0.754085822809202,3360.32042770686,4999.286933585765,0.0017780309405965055,4.70905137504451,2.1607515409123152
43,2025-02-13,53504.18591384306,53339.51275009803,164.67316374503085,72.46031633130133,4999.286933585765,2500.2446901892354,0.0022506007199499995,5.032329499954358,2.022183082997799
44,2025-02-14,14199.004203249631,14199.004203249631,0.0,0.0,2500.2446901892354,1326.8732955678452,0.005629171442023031,5.038890499970876,2.443616542033851
45,2025-02-15,15188.968517724437,15116.331578707735,72.6369390167039,36.85766174097876,1326.8732955678452,1200.0,0.0028274806180932886,5.039015333051793,2.6241396659752354
46,2025-02-16,55851.35103102701,55317.797130601386,533.5539004256242,99.11676655644567,1200.0,5368.494636640083,0.005255194343443882,5.022150584030896,2.040045125060715
47,2025-02-17,52622.44834338053,52622.44834338053,0.0,0.0,5368.494636640083,3344.6562789081577,0.004610574580944218,5.144711707951501,2.3751117089996114
48,2025-02-18,51175.92593189703,51042.319831063694,133.60610083333287,27.367083333333238,3344.6562789081577,2228.5510378437743,0.0018439893636626448,2.701103291939944,2.199332999996841
49,2025-02-19,53143.747768430076,51803.54430541542,1340.2034630146584,279.0603901986171,2228.5510378437743,3012.6659329538115,0.003105320675774342,5.02514370798599,2.131469624931924
50,2025-02-20,51573.161230995174,51271.886749494035,301.2744815011355,58.77869153141147,3012.6659329538115,2095.3480957663296,0.0019663188297427856,4.981858792016283,2.2858648750698194
51,2025-02-21,14538.71103781298,14538.71103781298,0.0,0.0,2095.3480957663296,1759.5739207136248,0.0018792969956058472,3.4926692079752684,2.3753012910019606
52,2025-02-22,15950.606877275957,15950.606877275957,0.0,0.0,1759.5739207136248,5949.39874556439,0.0019744552777177923,4.596894250018522,2.4775109170004725
53,2025-02-23,49455.50730953948,49348.66682111003,106.84048842944294,34.09110486020245,5949.39874556439,2278.466464763391,0.004896852226213318,5.017089834087528,2.081573750008829
54,2025-02-24,49906.55632038683,49906.55632038682,0.0,0.0,2278.466464763391,1708.1076010392962,0.005823524756844082,5.0177721249638125,2.2183214999968186
55,2025-02-25,48405.537592723515,48330.18356104216,75.35403168135288,33.055678137136965,1708.1076010392962,2124.755339856712,0.0034139028274292786,5.052552209002897,2.038781833020039
56,2025-02-26,49086.22733771338,49086.22733771338,0.0,0.0,2124.755339856712,2823.5837381604115,0.003163509325740932,5.018549959058873,2.5536268749274313
57,2025-02-27,47863.0311703447,46063.494771681224,1799.536398663477,335.6863585205805,2823.5837381604115,1647.0636557054565,0.004972290573879746,5.0164993749931455,2.1368716660654172
58,2025-02-28,13845.30060366911,13845.30060366911,0.0,0.0,1647.0636557054565,1621.7080209816334,0.0019494833937022445,4.13338295801077,2.8994918329408392
59,2025-03-01,13495.042561470436,13064.994542519751,430.0480189506846,213.84546038044917,1621.7080209816334,1200.0,0.001975723572940252,3.9606308749644086,2.6570284159388393
60,2025-03-02,71499.90968882163,46375.31406339452,25124.595625427108,4485.024344322175,1200.0,1200.0,0.001986461697109329,5.01390491600614,2.166365792043507
61,2025-03-03,63585.476270306666,47486.87201736555,16098.60425294111,2698.036976938647,1200.0,2306.218450562907,0.001999838971923137,4.633534541004337,2.1291419999906793
62,2025-03-04,48825.2272218593,48773.00940506769,52.217816791608044,21.761957404295913,2306.218450562907,2762.8988349450174,0.0008562164055796952,2.5243914999300614,2.428479166002944
63,2025-03-05,46993.53603005029,46602.74212680137,390.7939032489178,79.96025427523129,2762.8988349450174,1448.1800318340852,0.005619525140546197,5.029876250075176,2.2290293329861015
64,2025-03-06,45875.9008658457,45626.682002627305,249.21886321840398,131.08306190629963,1448.1800318340852,1200.0,0.00691197848101035,5.032119624898769,1.101520459051244
65,2025-03-07,16269.146859916329,16269.14685991633,0.0,0.0,1200.0,10741.365987560988,0.009580020175790125,5.016009417013265,2.679072165978141
66,2025-03-08,9542.215669183362,9381.303096196003,160.9125729873591,42.230213945659,10741.365987560988,1658.6116013953686,0.001933122055961792,4.332526125013828,2.1493961659725755
67,2025-03-09,44036.21444574708,43903.54399436683,132.67045138024395,30.185220293800285,1658.6116013953686,1487.7658579129097,0.0058670174652265495,5.02124041703064,2.2566427920246497
68,2025-03-10,56646.219052778004,44707.84396790589,11938.375084872112,2011.258683587187,1487.7658579129097,1200.0,0.0019143067686068758,4.933067332953215,2.2571033749263734
69,2025-03-11,45781.66957217253,45641.19761583998,140.47195633254546,37.8675533826605,1200.0,2156.370714532755,0.001992215578205542,3.9385763749014586,2.4764566670637578
70,2025-03-12,43397.24094490962,43138.789144333416,258.45180057620576,114.34191006483022,2156.370714532755,1200.0,0.0035901977913464275,5.035317583009601,2.215264916070737
71,2025-03-13,54820.4760036202,44123.90235382522,10696.573649794984,1933.1468040903947,1200.0,1200.0,0.0019115480154047416,4.994393917033449,2.017268833005801
72,2025-03-14,12305.312746035117,12305.312746035119,0.0,0.0,1200.0,1759.9108382688262,0.003588909247104244,5.017415374983102,2.5417002919130027
73,2025-03-15,12579.676415324691,12579.676415324695,0.0,0.0,1759.9108382688262,1308.2748956740315,0.016255741062055178,5.027208041981794,2.886652790941298
74,2025-03-16,43600.59611142319,43212.5959315629,388.00017986028496,86.81354806357663,1308.2748956740315,1640.3294301914793,0.005020846500594778,5.020712124998681,2.4400652500335127
75,2025-03-17,43556.650763895566,43556.650763895566,0.0,0.0,1640.3294301914793,2963.504376759434,0.0016851295090912575,2.209207916050218,2.709179292083718
76,2025-03-18,44081.77846874179,41590.95043026695,2490.8280384748373,493.733485441712,2963.504376759434,2958.6741050183955,0.0015165898817315745,3.3603875839617103,2.5337816659593955
77,2025-03-19,40306.9377889312,40284.390093672046,22.54769525915222,4.256289808240155,2958.6741050183955,1995.465823251362,0.0032965698703005275,5.0566517499974,1.8976290830178186
78,2025-03-20,42360.91421249682,41830.65251000517,530.2617024916507,116.10186257681148,1995.465823251362,2638.0762961502287,0.004072794171524218,5.019217583001591,1.4928704999620095
79,2025-03-21,11688.020982135273,11688.020982135273,0.0,0.0,2638.0762961502287,1769.572441090995,0.0017078016984013503,2.2293821669882163,1.4043374999891967
80,2025-03-22,13607.35252560456,13578.440308868612,28.91221673594808,9.200387187254758,1769.572441090995,6488.921822468764,0.0016481123621879161,3.219000041950494,1.4610004579881206
81,2025-03-23,38443.97258741211,38361.818624667634,82.1539627444707,34.95182723804112,6488.921822468764,2297.72644298246,0.0019653603438162847,4.63549258292187,1.263732707942836
82,2025-03-24,40149.011094787274,39457.33067893257,691.6804158547012,172.28870649287546,2297.72644298246,1600.5479921063027,0.003942524710170351,5.009494291967712,1.2931240419857204
83,2025-03-25,40864.12357242799,39976.450901554745,887.6726708732406,180.82197181827826,1600.5479921063027,1575.2947219728192,0.0019513790694133503,2.344519165926613,1.3595040420768782
84,2025-03-26,40098.132004153114,40098.132004153114,0.0,0.0,1575.2947219728192,2965.8458398330763,0.0038318879581286927,5.011385958059691,1.2713230410590768
85,2025-03-27,38907.913324658206,38740.83097807548,167.08234658272696,39.597182848548755,2965.8458398330763,1597.6619519176027,0.0033696732812353554,5.0091865410795435,1.1637649580370635
86,2025-03-28,12059.563039727713,12059.563039727711,0.0,0.0,1597.6619519176027,1926.0879262128947,0.009619313492607862,5.016510875080712,2.3866902081063017
87,2025-03-29,11523.52096856438,11523.52096856438,0.0,0.0,1926.0879262128947,1254.2420287994064,0.014641047847985858,5.01815020898357,1.832638791995123
88,2025-03-30,38787.41779982449,38758.31833687583,29.09946294866018,6.180198141374149,1254.2420287994064,1662.784500594419,0.0020751419959647932,5.025643000029959,1.6453297500265762
89,2025-03-31,39299.95956957812,38303.03337947467,996.9261901034506,205.53426967886136,1662.784500594419,2565.8512514014847,0.0017836923005804086,1.921802334021777,1.7538428329862654
90,2025-04-01,51708.368310019134,37346.11544329947,14362.252866719657,2271.31134983235,2565.8512514014847,2190.060913618724,0.0019709248666621923,4.724464625003748,2.3436233330285177
91,2025-04-02,45133.96740112373,37673.785343424955,7460.1820576987775,1395.3265142123296,2190.060913618724,1359.054437454669,0.0018274458584182692,3.706657625036314,2.5963424160145223
92,2025-04-03,40770.02011562634,40770.02011562634,0.0,0.0,1359.054437454669,4046.3876732619206,0.0014672180758132452,2.15561937505845,1.7842117089312524
93,2025-04-04,9864.22314627658,9864.223146276578,0.0,0.0,4046.3876732619206,1630.0168727323855,0.0019544681541559454,4.903194082900882,2.0951717919670045
94,2025-04-05,20674.861206283957,11007.700615502637,9667.160590781321,1983.3898550640076,1630.0168727323855,1200.0,0.0019087075561215157,4.863724916940555,1.9423519580159336
95,2025-04-06,38110.854883516564,38110.854883516564,0.0,0.0,1200.0,1662.220265065471,0.0012192412940459554,1.7977015000069514,1.6145669169491157
96,2025-04-07,36916.526886044805,36916.526886044805,0.0,0.0,1662.220265065471,1911.4805624487863,0.0019711710073895407,3.1757408330449834,1.4948745829751715
97,2025-04-08,37478.53139535738,37356.9424473028,121.58894805457317,26.41374543449001,1911.4805624487863,1724.4144653276558,0.0025056631630486037,5.038666917011142,1.5726483749458566
98,2025-04-09,37627.65754799387,37566.874381423986,60.78316656988394,12.061355501924496,1724.4144653276558,1298.298285426077,0.0023793247632706805,5.012963708955795,2.014445416047238
99,2025-04-10,37475.63949581336,37415.14280252106,60.49669329229745,29.883961123814455,1298.298285426077,1200.0,0.0015079749094869116,3.815441166050732,1.5525241669965908
100,2025-04-11,10849.149754452614,10849.149754452614,0.0,0.0,1200.0,1498.1152151047504,0.0019767019628865053,3.9456598750548437,1.791292833047919
101,2025-04-12,10281.387534632959,10281.387534632957,0.0,0.0,1498.1152151047504,1391.8638667142134,0.001588416960085377,4.513256125035696,1.6984748339746147
102,2025-04-13,36055.37113423098,35923.78539155183,131.5857426791526,27.6760778298925,1391.8638667142134,1257.8945567077035,0.0019793206841766903,4.374195041949861,1.9235273340018466
103,2025-04-14,35377.915382335195,35338.50475754412,39.41062479108198,17.7277256424112,1257.8945567077035,1896.231426176741,0.001978159364492781,2.92201025004033,1.7486356670269743
104,2025-04-15,35395.95144620853,35346.35205358512,49.599392623407546,14.6527009227201,1896.231426176741,1689.6305799936893,0.0032850108558688737,5.027309000026435,1.8067523330682889
105,2025-04-16,36097.330129911206,36079.810002694125,17.520127217084003,7.904411106286489,1689.6305799936893,1608.0633937107493,0.0017738665770491628,1.1007924169534817,1.6177178750513121
106,2025-04-17,35076.865642261895,35076.865642261895,0.0,0.0,1608.0633937107493,1326.4454799236478,0.0013965616867287504,1.7598834580276161,1.4245883750263602
107,2025-04-18,10169.087653336308,10100.179901844635,68.9077514916734,37.86612832233118,1326.4454799236478,1657.5645395727097,0.01239626448978875,5.013729416998103,1.5993257500231266
108,2025-04-19,11609.751438056883,11609.751438056885,0.0,0.0,1657.5645395727097,6194.256198339379,0.0019809370045098013,3.7316489580553025,1.7943915840005502
109,2025-04-20,32321.807634295365,32311.839581170363,9.968053125000301,2.0062500000000605,6194.256198339379,1637.552759126463,0.005043109324239303,5.015690042055212,0.6300466660177335
110,2025-04-21,34023.24215143455,34023.24215143455,0.0,0.0,1637.552759126463,1540.6409829790512,0.0018432175934187884,2.8757686249446124,1.3309983750805259
111,2025-04-22,33899.60136247262,33781.53600872475,118.06535374786124,22.17481671855378,1540.6409829790512,1571.9581918955778,0.0007426251145255148,1.5352297499775887,2.0505466249305755
112,2025-04-23,35003.37990980111,34994.894179008654,8.48573079245411,1.8153237335445738,1571.9581918955778,1791.186210641492,0.002670636181814205,5.015351084060967,2.4182061249157414
113,2025-04-24,34768.60183616503,34768.60183616502,0.0,0.0,1791.186210641492,4417.472370561653,0.00388368767949594,5.013958125025965,1.9983565409202129
114,2025-04-25,8341.111433257181,8341.111433257181,0.0,0.0,4417.472370561653,1360.9011505320213,0.0010995044199026422,3.666369790909812,1.5788452919805422
115,2025-04-26,11543.353456839566,9673.885593095998,1869.4678637435686,574.389862434286,1360.9011505320213,1200.0,0.02112543197897851,5.0141417919658124,1.1555342091014609
116,2025-04-27,33158.35056793083,32433.835547219955,724.5150207108752,171.3454338046693,1200.0,1253.9052876530359,0.001998472886068208,3.0362115419702604,0.8872650410048664
117,2025-04-28,54011.84719712664,33639.607933617954,20372.23926350869,3454.0139054693423,1253.9052876530359,2427.8432759784278,0.002796295259551931,5.030121000017971,1.9263991670450196
118,2025-04-29,33772.03481203334,33772.03481203334,0.0,0.0,2427.8432759784278,1994.7434827543304,0.0023750890299833135,5.012443750048988,1.5908021250506863
119,2025-04-30,34185.92942606136,34184.672037488584,1.2573885727716139,0.6056785032618563,1994.7434827543304,4250.68682986881,0.0019257943998545197,4.885203875019215,1.9132769999559969
120,2025-05-01,45278.36933602669,31395.816435084475,13882.552900942224,2819.5238470252725,4250.68682986881,1200.0,0.001593026588549835,3.33302287501283,1.6166097919922322
121,2025-05-02,22817.53076425929,13649.859347277608,9167.67141698168,2180.503057989061,1200.0,9791.130621802706,0.006202890740779409,5.018856082926504,2.0017551669152454
122,2025-05-03,11815.216092311572,10291.168076332688,1524.0480159788854,371.2351970618598,9791.130621802706,6330.86979909428,0.0018498013344048119,3.561055792029947,2.2117919999873266
123,2025-05-04,34923.575822146275,34514.91841395338,408.657408192891,82.52270216376769,6330.86979909428,1415.9748485500727,0.0019444292344102184,4.847940958919935,1.5602111250627786
124,2025-05-05,37429.70890920605,36992.87021739599,436.83869181005844,100.12629537807292,1415.9748485500727,2230.9824012500344,0.0009148262945988267,1.0039927089819685,1.6184868330601603
125,2025-05-06,36278.38987177187,35932.99088177913,345.39898999273504,150.66038500684718,2230.9824012500344,1200.0,0.001942291126187982,2.5930525839794427,2.163325791945681
126,2025-05-07,38611.72086890669,38488.38929349812,123.33157540857357,25.57324144270509,1200.0,2278.8746887438742,0.005519046276428284,5.0180444159777835,1.9158144579268992
127,2025-05-08,40366.33560939396,39811.70824719568,554.6273621982797,106.02936666577193,2278.8746887438742,4781.111839409959,0.0023772022755094496,5.0255539999343455,1.4302756250835955
128,2025-05-09,13361.211940480376,13361.211940480376,0.0,0.0,4781.111839409959,7359.570762609954,0.0019509863419541137,4.934098207973875,1.360173000022769
129,2025-05-10,10964.353086286013,10964.353086286013,0.0,0.0,7359.570762609954,2268.0324321158323,0.0019702826726764266,4.686918958090246,1.4727274579927325
130,2025-05-11,38866.88552424024,38299.416415190644,567.4691090495941,110.47175687244858,2268.0324321158323,2864.851442815368,0.0015948939164615943,4.4783755000680685,1.3645162909524515
131,2025-05-12,38407.41432167715,38209.77553534175,197.63878633539926,62.63324504617992,2864.851442815368,3509.521628061939,0.001983483173714146,2.9159391669090837,1.7148929169634357
132,2025-05-13,37811.76896749198,37811.76896749198,0.0,0.0,3509.521628061939,2911.744122008132,0.0019376986901314674,4.144076957949437,1.0874378340085968
133,2025-05-14,36353.98868005896,36353.98868005896,0.0,0.0,2911.744122008132,3118.504048369201,0.001959240249568925,3.2498167919693515,2.272806250024587
134,2025-05-15,37345.10165837899,37011.15393172737,333.9477266516159,94.48740347892587,3118.504048369201,2691.4846490188747,0.0019978722308353417,3.4330439590848982,1.608470999985002
135,2025-05-16,14836.534520926281,14759.84161305983,76.69290786644925,17.98614161971136,2691.4846490188747,10590.329015975347,0.001853329708048515,4.050453791976906,1.3429265839513391
136,2025-05-17,9727.20928066945,9486.438807122824,240.7704735466256,74.73352711670265,10590.329015975347,2151.452951100523,0.0019469487287833251,2.539293042034842,1.0970461670076475
137,2025-05-18,36556.336766076754,36556.336766076754,0.0,0.0,2151.452951100523,2818.7195760905734,0.006253505318277498,5.012388083036058,1.4034070828929543
138,2025-05-19,36653.50489544316,36160.38022142096,493.12467402220574,75.44312200528645,2818.7195760905734,3476.8999232032124,0.003736017823564958,5.013508207979612,1.6503715839935467
139,2025-05-20,34839.31579070826,34691.244162923744,148.07162778451885,31.673265158022623,3476.8999232032124,1822.075186696558,0.001884072020532964,2.4002531670266762,1.4323290419997647
140,2025-05-21,37443.965763873595,37425.538543883784,18.427219989815388,5.3723673439695006,1822.075186696558,1802.4133417791247,0.001939284171797337,2.5259646660415456,1.1158375000813976
141,2025-05-22,35658.55572670642,35658.55572670643,0.0,0.0,1802.4133417791247,2203.1502355411412,0.0015988930186211035,3.4453741250326857,1.012233666027896
142,2025-05-23,12126.206325737094,12126.206325737094,0.0,0.0,2203.1502355411412,2502.143244596575,0.001996585379307808,3.7751088750083,1.0906881249975413
143,2025-05-24,14091.86747821003,14091.867478210028,0.0,0.0,2502.143244596575,7409.652158618325,0.01810131823860198,5.012270417064428,1.3056967080337927
144,2025-05-25,33564.97907425061,33327.38243787585,237.59663637475285,46.69250094539689,7409.652158618325,3484.307027940976,0.0019924559316267616,3.869485834031366,1.5757775409147143
145,2025-05-26,35926.9174552458,35926.9174552458,0.0,0.0,3484.307027940976,1952.1876915398911,0.0053513690797485644,5.01319745904766,1.7758029169635847
146,2025-05-27,35473.164280090816,35458.99827845743,14.166001633384823,5.98858661314091,1952.1876915398911,2566.064569342173,0.004152342263643805,5.010945666930638,1.2820776250446215
147,2025-05-28,35952.90903001207,35915.50923161207,37.399798399999824,7.883599999999963,2566.064569342173,3120.3260699153975,0.004204795771251707,5.01193091692403,1.700186499976553
148,2025-05-29,36049.24943756174,35919.359904695266,129.88953286647742,26.096496677035418,3120.3260699153975,3386.6926171153173,0.0019474229550847791,4.620315207983367,1.703426624997519
149,2025-05-30,14271.087308635198,14271.087308635198,0.0,0.0,3386.6926171153173,10449.666629929656,0.0019335742011026983,3.8369426249992102,1.0530117909656838
150,2025-05-31,8724.966441860284,8724.966441860284,0.0,0.0,10449.666629929656,2074.3727802378285,0.0019793604597159145,3.5859020419884473,0.6653700829483569
151,2025-06-01,124360.74430148682,39230.6206110536,85130.12369043319,13786.632287339598,2074.3727802378285,1562.3345178790228,0.0014443173828920378,4.602969125029631,1.329938582959585
152,2025-06-02,63014.34358027965,46714.95266522573,16299.390915053931,2777.742075102857,1562.3345178790228,1885.223320187593,0.00025176313697335107,1.281102666980587,2.2733019168954343
153,2025-06-03,49664.544421352475,49469.94557969117,194.59884166131377,77.02340180949832,1885.223320187593,1833.529129238606,0.0018636691977730565,2.517954832990654,1.5563747079577297
154,2025-06-04,50965.4438162727,49538.77895205735,1426.66486421535,536.1044536392178,1833.529129238606,1200.0,0.003587990461628955,5.0259376670001075,1.582705165958032
155,2025-06-05,52830.58449079891,52507.13933879425,323.44515200466014,79.09517902277662,1200.0,2117.776849773123,0.001952311731220048,4.109342416981235,1.511489708092995
156,2025-06-06,32689.14287782301,19104.233194319626,13584.909683503385,2364.9340948905638,2117.776849773123,7671.838407515976,0.008716414154126466,5.0166592500172555,1.4259020829340443
157,2025-06-07,20293.986616043847,15536.847770007356,4757.1388460364915,826.0551213501985,7671.838407515976,5268.6335808204985,0.0018249514380388968,3.146681791986339,1.555856499937363
158,2025-06-08,60273.999956610154,60267.97705845633,6.0228981538239275,2.3481084420366187,5268.6335808204985,6396.3564772131085,0.0007717575066435432,1.0126042920164764,1.308123999973759
159,2025-06-09,56669.29479275671,56669.294792756715,0.0,0.0,6396.3564772131085,6429.436332294007,0.0019809461982174393,2.9129021669505164,1.5899693339597434
160,2025-06-10,55138.7444211899,55052.98741789765,85.75700329224138,33.83953141110203,6429.436332294007,5827.74557872417,0.0016651679416429116,3.2312214580597356,1.5015850000781938
161,2025-06-11,60461.32066003031,53360.11178377429,7101.208876256011,1337.9765512486572,5827.74557872417,2013.5590525372386,0.0019711043854858776,4.179478333913721,1.5703763749916106
162,2025-06-12,59790.15949523312,59740.641784767504,49.517710465617355,11.051826908964927,2013.5590525372386,4876.253752441673,0.0017071917795004994,1.7823392079444602,1.5020694170380011
163,2025-06-13,19913.516852443794,19913.516852443794,0.0,0.0,4876.253752441673,3332.043165139012,0.0019576517980515636,2.799949040985666,2.0416527501074597
164,2025-06-14,20791.780092536348,20791.780092536348,0.0,0.0,3332.043165139012,3132.913008881312,0.02712785704924819,5.012538500013761,1.4633938340703025
165,2025-06-15,56941.66309650512,56941.663096505115,0.0,0.0,3132.913008881312,4674.191123689924,0.0029465858272247694,5.011381666990928,1.6244502919726074
166,2025-06-16,56898.939444230164,56522.81558390876,376.1238603214034,107.41656894289576,4674.191123689924,5557.562805532376,0.0004831586178585903,1.0937704170355573,1.7318395420443267
167,2025-06-17,56115.064055429415,55949.97272611739,165.09132931202868,44.92120823219369,5557.562805532376,5150.136831481891,0.0014829221135363526,1.531205749954097,1.4767024159664288
168,2025-06-18,56125.963777158715,56125.96377715872,0.0,0.0,5150.136831481891,5474.813631724844,0.0019738250270494254,3.69421687501017,1.438456500065513
