policy_id,label,date,slot,hour,actual_net_kwh,forecast_net_kwh,planned_kwh,emergency_kwh,charge_kwh,discharge_kwh,power_kw,soc_start_kwh,soc_end_kwh
exp004/no_season,exp004 无季节,2025-02-01,30,5.16666666666667,488.783583333333,553.77273076968,553.77273076968,0,64.9891474363468,0,389.934884618081,10225.9979571615,10287.6520758889
exp004/no_season,exp004 无季节,2025-02-01,31,5.33333333333333,498.515433333333,553.867099356503,553.867099356503,0,55.3516660231691,0,332.109996139015,10287.6520758889,10340.1632769644
exp004/no_season,exp004 无季节,2025-02-01,32,5.5,529.223333333333,578.778465088827,1412.11179842216,0,484.710465526843,0,2908.26279316106,10340.1632769644,10800
exp004/no_season,exp004 无季节,2025-02-01,33,5.66666666666667,547.410316666667,598.50295894323,1431.83629227656,0,0,0,0,10800,10800
exp004/no_season,exp004 无季节,2025-02-01,34,5.83333333333333,531.181166666667,584.731467851781,0,0,0,531.181166666667,-3187.087,10800,10240.0858877159
exp004/no_season,exp004 无季节,2025-02-01,35,6,510.983333333333,560.8057770545,0,0,0,510.983333333333,-3065.9,10240.0858877159,9701.46216114315
exp004/no_season,exp004 无季节,2025-02-01,36,6.16666666666667,535.187183333333,575.786760595307,0,0,0,535.187183333333,-3211.1231,9701.46216114315,9137.325336522
exp004/no_season,exp004 无季节,2025-02-01,37,6.33333333333333,533.355333333333,580.424398821376,0,0,0,533.355333333333,-3200.132,9137.325336522,8575.11945134478
exp004/no_season,exp004 无季节,2025-02-01,38,6.5,504.52,566.608068004588,0,0,0,504.52,-3027.12,8575.11945134478,8043.30867630873
exp004/no_season,exp004 无季节,2025-02-01,39,6.66666666666667,519.553683333333,580.387809606404,0,0,0,519.553683333333,-3117.3221,8043.30867630873,7495.651007621
exp004/no_season,exp004 无季节,2025-02-01,40,6.83333333333333,551.480083333333,617.865148189473,0,0,0,551.480083333333,-3308.8805,7495.651007621,6914.33995843674
exp004/no_season,exp004 无季节,2025-02-01,41,7,552.041666666667,613.159215753505,0,0,0,552.041666666667,-3312.25,6914.33995843674,6332.4369484427
exp004/no_season,exp004 无季节,2025-02-01,42,7.16666666666667,514.55805,536.417223512053,0,0,0,514.55805,-3087.3483,6332.4369484427,5790.0451396511
exp004/no_season,exp004 无季节,2025-02-01,43,7.33333333333333,447.90855,497.387759756075,0,0,0,447.90855,-2687.4513,5790.0451396511,5317.90807249663
exp004/no_season,exp004 无季节,2025-02-01,44,7.5,389.424166666667,502.088793836646,0,0,0,389.424166666667,-2336.545,5317.90807249663,4907.4189583034
exp004/no_season,exp004 无季节,2025-02-01,45,7.66666666666667,377.65375,451.344571817434,0,0,0,377.65375,-2265.9225,4907.4189583034,4509.33695266879
exp004/no_season,exp004 无季节,2025-02-01,46,7.83333333333333,361.16135,382.751204717442,0,0,0,361.16135,-2166.9681,4509.33695266879,4128.63946306171
exp004/no_season,exp004 无季节,2025-02-01,47,8,299.922916666667,328.880636011303,0,0,0,299.922916666667,-1799.5375,4128.63946306171,3812.49295001253
exp004/no_season,exp004 无季节,2025-02-01,48,8.16666666666667,202.226233333333,283.229679836912,0,0,0,202.226233333333,-1213.3574,3812.49295001253,3599.32778335586
exp004/no_season,exp004 无季节,2025-02-01,49,8.33333333333333,129.7926,242.187277589238,0,0,0,129.7926,-778.7556,3599.32778335586,3462.5143702108
exp004/no_season,exp004 无季节,2025-02-01,50,8.5,86.2845833333333,196.982583010904,0,0,0,86.2845833333333,-517.7075,3462.5143702108,3371.56243344682
exp004/no_season,exp004 无季节,2025-02-01,51,8.66666666666667,35.96915,142.807421212268,0,0,0,35.96915,-215.8149,3371.56243344682,3333.64762028008
exp004/no_season,exp004 无季节,2025-02-01,52,8.83333333333333,62.4539333333333,118.482856327991,0,0,0,62.4539333333333,-374.7236,3333.64762028008,3267.81539422353
exp004/no_season,exp004 无季节,2025-02-01,53,9,115.176666666667,130.190139866252,0,0,0,115.176666666667,-691.06,3267.81539422353,3146.40852756597
exp004/no_season,exp004 无季节,2025-02-01,54,9.16666666666667,45.8241166666666,137.3376308246,0,0,0,45.8241166666666,-274.9447,3146.40852756597,3098.10566742199
exp004/no_season,exp004 无季节,2025-02-01,55,9.33333333333333,-31.3605000000001,96.1598438409356,0,0,31.3605000000001,0,188.163,3098.10566742199,3127.8568499905
exp004/no_season,exp004 无季节,2025-02-01,56,9.5,-61.7008333333333,36.3036806504624,0,0,61.7008333333333,0,370.205,3127.8568499905,3186.39140004964
exp004/no_season,exp004 无季节,2025-02-01,57,9.66666666666667,-105.108116666667,27.1907228484589,0,0,105.108116666667,0,630.6487,3186.39140004964,3286.10571482085
exp004/no_season,exp004 无季节,2025-02-01,58,9.83333333333333,-170.19725,9.65745998140089,0,0,170.19725,0,1021.1835,3286.10571482085,3447.56900326997
exp004/no_season,exp004 无季节,2025-02-01,59,10,-215.430416666667,-40.5326365673144,0,0,215.430416666667,0,1292.5825,3447.56900326997,3651.9442414537
exp004/no_season,exp004 无季节,2025-02-01,60,10.1666666666667,-200.417633333333,-85.7389798933097,0,0,200.417633333333,0,1202.5058,3651.9442414537,3842.07710283185
exp004/no_season,exp004 无季节,2025-02-01,61,10.3333333333333,-226.920183333333,-113.047346063116,0,0,226.920183333333,0,1361.5211,3842.07710283185,4057.35249075074
exp004/no_season,exp004 无季节,2025-02-01,62,10.5,-292.225416666667,-130.67524789344,0,0,292.225416666667,0,1753.3525,4057.35249075074,4334.58186280826
exp004/no_season,exp004 无季节,2025-02-01,63,10.6666666666667,-301.087733333333,-153.233706447405,0,0,301.087733333333,0,1806.5264,4334.58186280826,4620.21876666948
exp004/no_season,exp004 无季节,2025-02-01,64,10.8333333333333,-343.2174,-165.179440033714,0,0,343.2174,0,2059.3044,4620.21876666948,4945.82338164981
exp004/no_season,exp004 无季节,2025-02-01,65,11,-407.35,-168.016559304169,0,0,407.35,0,2444.1,4945.82338164981,5332.26952311068
exp004/no_season,exp004 无季节,2025-02-01,66,11.1666666666667,-388.483466666667,-185.038474893746,333.547796957588,0,722.031263624255,0,4332.18758174553,5332.26952311068,6017.24852358132
exp004/no_season,exp004 无季节,2025-02-01,67,11.3333333333333,-395.240066666667,-226.063900637839,0,0,395.240066666667,0,2371.4404,6017.24852358132,6392.20617354836
exp004/no_season,exp004 无季节,2025-02-01,68,11.5,-444.5275,-259.890957177292,0,0,444.5275,0,2667.165,6392.20617354836,6813.92198832251
exp004/no_season,exp004 无季节,2025-02-01,69,11.6666666666667,-444.1071,-249.757320172158,0,0,444.1071,0,2664.6426,6813.92198832251,7235.23897663816
exp004/no_season,exp004 无季节,2025-02-01,70,11.8333333333333,-448.267333333333,-276.307121035311,557.026212298022,0,833.333333333333,0,5000,7235.23897663816,8025.80839168025
exp004/no_season,exp004 无季节,2025-02-01,71,12,-460.622916666667,-318.149837063387,515.183496269947,0,833.333333333333,0,5000,8025.80839168025,8816.37780672235
exp004/no_season,exp004 无季节,2025-02-01,72,12.1666666666667,-428.641816666667,-275.04478991433,558.288543419003,0,833.333333333333,0,5000,8816.37780672235,9606.94722176444
exp004/no_season,exp004 无季节,2025-02-01,73,12.3333333333333,-426.387266666667,-250.141866878155,583.191466455178,0,833.333333333333,0,5000,9606.94722176444,10397.5166368065
exp004/no_season,exp004 无季节,2025-02-01,74,12.5,-458.390833333333,-282.227394839603,551.105938493731,0,424.254716005373,0,2545.52829603224,10397.5166368065,10800
exp004/no_season,exp004 无季节,2025-02-01,75,12.6666666666667,-450.9836,-302.136658497641,531.196674835692,0,0,0,0,10800,10800
exp004/no_season,exp004 无季节,2025-02-01,76,12.8333333333333,-425.654383333333,-276.824431945938,0,0,0,0,0,10800,10800
exp004/no_season,exp004 无季节,2025-02-01,77,13,-413.543333333333,-233.975154837608,0,0,0,0,0,10800,10800
exp004/no_season,exp004 无季节,2025-02-01,78,13.1666666666667,-421.648683333333,-232.107739537734,0,0,0,0,0,10800,10800
exp004/no_season,exp004 无季节,2025-02-01,79,13.3333333333333,-422.724433333333,-251.58894871136,0,0,0,0,0,10800,10800
exp004/no_season,exp004 无季节,2025-02-01,80,13.5,-410.267916666667,-259.571527637134,0,0,0,0,0,10800,10800
exp004/no_season,exp004 无季节,2025-02-01,81,13.6666666666667,-392.475716666667,-243.424761174832,0,0,0,0,0,10800,10800
exp004/no_season,exp004 无季节,2025-02-01,82,13.8333333333333,-323.707133333333,-241.270583482539,0,0,0,0,0,10800,10800
exp004/no_season,exp004 无季节,2025-02-01,83,14,-233.5425,-245.752508497267,0,0,0,0,0,10800,10800
exp004/no_season,exp004 无季节,2025-02-01,84,14.1666666666667,-202.900033333333,-211.829142497659,0,0,0,0,0,10800,10800
exp004/no_season,exp004 无季节,2025-02-01,85,14.3333333333333,-166.268816666667,-174.062575949778,0,0,0,0,0,10800,10800
exp004/no_season,exp004 无季节,2025-02-01,86,14.5,-116.588333333333,-141.594010182857,0,0,0,0,0,10800,10800
exp004/no_season,exp004 无季节,2025-02-01,87,14.6666666666667,-112.444316666667,-91.1748643935071,0,0,0,0,0,10800,10800
exp004/no_season,exp004 无季节,2025-02-01,88,14.8333333333333,-93.7672333333333,-51.8869659130891,0,0,0,0,0,10800,10800
exp004/no_season,exp004 无季节,2025-02-01,89,15,-35.8016666666667,-11.0678986612883,0,0,0,0,0,10800,10800
exp004/no_season,exp004 无季节,2025-02-01,90,15.1666666666667,28.4291499999999,72.1290631274603,72.1290631274603,0,0,0,0,10800,10800
exp004/no_season,exp004 无季节,2025-02-01,91,15.3333333333333,97.9340666666667,128.726706930303,128.726706930303,0,0,0,0,10800,10800
exp004/no_season,exp004 无季节,2025-02-01,92,15.5,158.0175,143.858045441646,143.858045441646,0,0,14.1594545583543,-84.9567273501258,10800,10785.07462439
exp004/no_season,exp004 无季节,2025-02-01,93,15.6666666666667,183.16035,172.028266032546,172.028266032546,0,0,11.1320839674539,-66.7925038047232,10785.07462439,10773.3403775762
exp004/no_season,exp004 无季节,2025-02-01,94,15.8333333333333,194.13805,217.712140344333,217.712140344333,0,23.574090344333,0,141.444542065998,10773.3403775762,10795.7047233526
exp004/no_season,exp004 无季节,2025-02-01,95,16,219.81875,260.177219281534,260.177219281534,0,4.52761912878635,0,27.1657147727181,10795.7047233526,10800
exp004/no_season,exp004 无季节,2025-02-01,96,16.1666666666667,272.90835,282.314089919597,282.314089919597,0,0,0,0,10800,10800
exp004/no_season,exp004 无季节,2025-02-01,97,16.3333333333333,318.59455,326.484027433011,326.484027433011,0,0,0,0,10800,10800
exp004/no_season,exp004 无季节,2025-02-01,98,16.5,360.744166666667,400.627672660624,400.627672660624,0,0,0,0,10800,10800
exp004/no_season,exp004 无季节,2025-02-01,99,16.6666666666667,424.767266666667,460.244369498507,460.244369498507,0,0,0,0,10800,10800
exp004/no_season,exp004 无季节,2025-02-01,100,16.8333333333333,426.10655,449.945902160753,449.945902160753,0,0,0,0,10800,10800
exp004/no_season,exp004 无季节,2025-02-01,101,17,387.07375,417.00593521518,417.00593521518,0,0,0,0,10800,10800
exp004/no_season,exp004 无季节,2025-02-01,102,17.1666666666667,417.646083333333,462.374616405155,462.374616405155,0,0,0,0,10800,10800
exp004/no_season,exp004 无季节,2025-02-01,103,17.3333333333333,439.7808,482.82793812589,482.82793812589,0,0,0,0,10800,10800
exp004/no_season,exp004 无季节,2025-02-01,104,17.5,436.136666666667,467.633820679215,467.633820679215,0,0,0,0,10800,10800
exp004/no_season,exp004 无季节,2025-02-01,105,17.6666666666667,445.305716666667,475.452598398904,475.452598398904,0,0,0,0,10800,10800
exp004/no_season,exp004 无季节,2025-02-01,106,17.8333333333333,439.892633333333,479.975587724588,148.168766621464,0,0,291.723866711869,-1750.34320027122,10800,10492.496044453
exp004/no_season,exp004 无季节,2025-02-01,107,18,428.47,470.367214122636,0,0,0,428.47,-2570.82,10492.496044453,10040.8490081023
exp004/no_season,exp004 无季节,2025-02-01,108,18.1666666666667,454.13505,472.610480653671,0,0,0,454.13505,-2724.8103,10040.8490081023,9562.14863366411
exp004/no_season,exp004 无季节,2025-02-01,109,18.3333333333333,472.265316666667,485.714820119804,0,0,0,472.265316666667,-2833.5919,9562.14863366411,9064.33728014166
exp004/no_season,exp004 无季节,2025-02-01,110,18.5,454.168333333333,498.176343329551,0,0,0,454.168333333333,-2725.01,9064.33728014166,8585.60182198969
exp004/no_season,exp004 无季节,2025-02-01,111,18.6666666666667,418.372633333333,502.595486509282,0,0,0,418.372633333333,-2510.2358,8585.60182198969,8144.59834465108
exp004/no_season,exp004 无季节,2025-02-01,112,18.8333333333333,414.082233333333,518.159551015991,0,0,0,414.082233333333,-2484.4934,8144.59834465108,7708.11734600354
exp004/no_season,exp004 无季节,2025-02-01,113,19,432.138333333333,523.25001928979,0,0,0,432.138333333333,-2592.83,7708.11734600354,7252.60354680274
exp004/no_season,exp004 无季节,2025-02-01,114,19.1666666666667,424.014116666667,476.130425578957,0,0,0,424.014116666667,-2544.0847,7252.60354680274,6805.6534238924
exp004/no_season,exp004 无季节,2025-02-01,115,19.3333333333333,442.412466666667,441.626180339479,0,0,0,442.412466666667,-2654.4748,6805.6534238924,6339.3097372524
exp004/no_season,exp004 无季节,2025-02-01,116,19.5,483.746666666667,448.384812609662,0,0,0,483.746666666667,-2902.48,6339.3097372524,5829.39597819209
exp004/no_season,exp004 无季节,2025-02-01,117,19.6666666666667,481.184466666667,467.963029412703,0,0,0,481.184466666667,-2887.1068,5829.39597819209,5322.18301507208
exp004/no_season,exp004 无季节,2025-02-01,118,19.8333333333333,444.765933333333,490.09280658992,0,0,0,444.765933333333,-2668.5956,5322.18301507208,4853.3585567441
exp004/no_season,exp004 无季节,2025-02-01,119,20,418.095,506.432261058313,0,0,0,418.095,-2508.57,4853.3585567441,4412.64773063474
exp004/no_season,exp004 无季节,2025-02-01,120,20.1666666666667,436.740516666667,506.035582427989,0,0,0,436.740516666667,-2620.4431,4412.64773063474,3952.28280425294
exp004/no_season,exp004 无季节,2025-02-01,121,20.3333333333333,452.69785,498.481204463747,0,0,0,452.69785,-2716.1871,3952.28280425294,3475.09737163252
exp004/no_season,exp004 无季节,2025-02-01,122,20.5,449.968333333333,488.557856180458,0,0,0,449.968333333333,-2699.81,3475.09737163252,3000.78910220479
exp004/no_season,exp004 无季节,2025-02-01,123,20.6666666666667,455.0667,479.059696664028,0,0,0,455.0667,-2730.4002,3000.78910220479,2521.10668243927
exp004/no_season,exp004 无季节,2025-02-01,124,20.8333333333333,454.012366666667,501.915069815828,0,0,0,454.012366666667,-2724.0742,2521.10668243927,2042.53562758921
exp004/no_season,exp004 无季节,2025-02-01,125,21,459.405,535.875383919181,535.875383919181,0,76.470383919181,0,458.822303515086,2042.53562758921,2115.08180360885
exp004/no_season,exp004 无季节,2025-02-01,126,21.1666666666667,497.420766666667,521.270905020754,521.270905020754,0,23.8501383540875,0,143.100830124525,2115.08180360885,2137.70803152157
exp004/no_season,exp004 无季节,2025-02-01,127,21.3333333333333,503.283133333333,487.745477841295,487.745477841295,0,0,15.5376554920379,-93.2259329522271,2137.70803152157,2121.32990457028
exp004/no_season,exp004 无季节,2025-02-01,128,21.5,477.556666666667,476.955676030323,476.955676030323,0,0,0.600990636343568,-3.60594381806141,2121.32990457028,2120.69640481585
exp004/no_season,exp004 无季节,2025-02-01,129,21.6666666666667,479.13595,499.550676146386,499.550676146386,0,20.4147261463859,0,122.488356878315,2120.69640481585,2140.0635145452
exp004/no_season,exp004 无季节,2025-02-01,130,21.8333333333333,450.2041,489.108943033542,489.108943033542,0,38.904843033542,0,233.429058201252,2140.0635145452,2176.9718893444
exp004/no_season,exp004 无季节,2025-02-01,131,22,392.085,440.923138710852,440.923138710852,0,48.8381387108518,0,293.028832265111,2176.9718893444,2223.30381584726
exp004/no_season,exp004 无季节,2025-02-01,132,22.1666666666667,371.769816666667,418.46532414605,900.714914283568,0,528.945097616901,0,3173.67058570141,2223.30381584726,2725.10519554211
exp004/no_season,exp004 无季节,2025-02-01,133,22.3333333333333,363.578216666667,434.024631123766,0,0,0,363.578216666667,-2181.4693,2725.10519554211,2341.86010477916
exp004/no_season,exp004 无季节,2025-02-01,134,22.5,359.156666666667,460.025846483862,460.025846483862,0,100.869179817195,0,605.215078903172,2341.86010477916,2437.55301095979
exp004/no_season,exp004 无季节,2025-02-01,135,22.6666666666667,382.050716666667,455.787349573983,455.787349573983,0,73.7366329073166,0,442.419797443899,2437.55301095979,2507.50572305344
exp004/no_season,exp004 无季节,2025-02-01,136,22.8333333333333,417.168416666667,433.372325868084,433.372325868084,0,16.2039092014172,0,97.2234552085033,2507.50572305344,2522.87810107595
exp004/no_season,exp004 无季节,2025-02-01,137,23,431.796666666667,414.65071404337,414.65071404337,0,0,17.1459526232964,-102.875715739778,2522.87810107595,2504.80468009497
exp004/no_season,exp004 无季节,2025-02-01,138,23.1666666666667,406.46495,413.523854374119,413.523854374119,0,7.05890437411887,0,42.3534262447132,2504.80468009497,2511.50134477723
exp004/no_season,exp004 无季节,2025-02-01,139,23.3333333333333,400.959866666667,427.879482606163,427.879482606163,0,26.919615939496,0,161.517695636976,2511.50134477723,2537.03953480896
exp004/no_season,exp004 无季节,2025-02-01,140,23.5,409.945,442.132853734923,442.132853734923,0,32.1878537349227,0,193.127122409536,2537.03953480896,2567.57561404738
exp004/no_season,exp004 无季节,2025-02-01,141,23.6666666666667,387.2367,448.047933116955,448.047933116955,0,60.8112331169549,0,364.867398701729,2567.57561404738,2625.26621523929
exp004/no_season,exp004 无季节,2025-02-01,142,23.8333333333333,454.71015,503.195255666503,503.195255666503,0,48.4851056665034,0,290.91063399902,2625.26621523929,2671.26322518932
exp004/no_season,exp004 无季节,2025-02-01,143,24,580.823333333333,588.361620235116,588.361620235116,0,7.5382869017825,0,45.229721410695,2671.26322518932,2678.41467206895
exp004/no_season,exp004 无季节,2025-03-20,0,0.166666666666667,549.844816666667,617.595657860724,1450.92899119406,0,833.333333333333,0,5000,2177.71100739902,2968.28042244111
exp004/no_season,exp004 无季节,2025-03-20,1,0.333333333333333,570.3135,612.678064668915,1446.01139800225,0,833.333333333333,0,5000,2968.28042244111,3758.84983748321
exp004/no_season,exp004 无季节,2025-03-20,2,0.5,613.851666666667,601.478025065304,1434.81135839864,0,820.95969173197,0,4925.75815039182,3758.84983748321,4537.68058540203
exp004/no_season,exp004 无季节,2025-03-20,3,0.666666666666667,579.456166666667,609.917131393296,1443.25046472663,0,833.333333333333,0,5000,4537.68058540203,5328.25000044412
exp004/no_season,exp004 无季节,2025-03-20,4,0.833333333333333,550.444916666667,603.989911567374,1437.32324490071,0,833.333333333333,0,5000,5328.25000044412,6118.81941548622
exp004/no_season,exp004 无季节,2025-03-20,5,1,571.156666666667,581.787493701746,1415.12082703508,0,833.333333333333,0,5000,6118.81941548622,6909.38883052831
exp004/no_season,exp004 无季节,2025-03-20,6,1.16666666666667,601.58905,575.88901558917,575.88901558917,0,0,25.7000344108297,-154.200206464978,6909.38883052831,6882.298615634
exp004/no_season,exp004 无季节,2025-03-20,7,1.33333333333333,611.48375,568.917475560948,1324.27476250021,0,712.791012500215,0,4276.74607500129,6882.298615634,7558.51154419347
exp004/no_season,exp004 无季节,2025-03-20,8,1.5,598.216666666667,561.138970804121,1394.47230413745,0,796.255637470788,0,4777.53382482473,7558.51154419347,8313.90596844057
exp004/no_season,exp004 无季节,2025-03-20,9,1.66666666666667,583.93595,576.266797878301,576.266797878301,0,0,7.66915212169909,-46.0149127301945,8313.90596844057,8305.82197229828
exp004/no_season,exp004 无季节,2025-03-20,10,1.83333333333333,590.99505,608.370229433483,608.370229433483,0,17.3751794334829,0,104.251076600897,8305.82197229828,8322.30551482746
exp004/no_season,exp004 无季节,2025-03-20,11,2,598.443333333333,624.907282981955,624.907282981955,0,26.4639496486218,0,158.783697891731,8322.30551482746,8347.41142185955
exp004/no_season,exp004 无季节,2025-03-20,12,2.16666666666667,565.983616666667,597.542547771702,1430.87588110504,0,833.333333333333,0,5000,8347.41142185955,9137.98083690165
exp004/no_season,exp004 无季节,2025-03-20,13,2.33333333333333,546.120766666667,586.81433937558,586.81433937558,0,40.6935727089132,0,244.161436253479,9137.98083690165,9176.5861496686
exp004/no_season,exp004 无季节,2025-03-20,14,2.5,565.713333333333,605.141626780262,605.141626780262,0,39.4282934469281,0,236.569760681569,9176.5861496686,9213.99111313233
exp004/no_season,exp004 无季节,2025-03-20,15,2.66666666666667,597.926566666667,610.958111164173,610.958111164173,0,13.0315444975067,0,78.1892669850404,9213.99111313233,9226.35392174492
exp004/no_season,exp004 无季节,2025-03-20,16,2.83333333333333,600.954466666667,626.697109390351,626.697109390351,0,25.7426427236846,0,154.455856342108,9226.35392174492,9250.77553694456
exp004/no_season,exp004 无季节,2025-03-20,17,3,587.131666666667,640.671581277289,640.671581277289,0,53.5399146106228,0,321.239487663737,9250.77553694456,9301.56795971471
exp004/no_season,exp004 无季节,2025-03-20,18,3.16666666666667,605.2103,613.055301398322,613.055301398322,0,7.8450013983221,0,47.0700083899326,9301.56795971471,9309.01038151448
exp004/no_season,exp004 无季节,2025-03-20,19,3.33333333333333,621.892383333333,592.952742374599,592.952742374599,0,0,28.939640958734,-173.637845752404,9309.01038151448,9278.50532148211
exp004/no_season,exp004 无季节,2025-03-20,20,3.5,620.168333333333,604.613596052154,604.613596052154,0,0,15.5547372811795,-93.3284236870772,9278.50532148211,9262.10918874409
exp004/no_season,exp004 无季节,2025-03-20,21,3.66666666666667,616.623083333333,622.197780924528,622.197780924528,0,5.57469759119499,0,33.4481855471699,9262.10918874409,9267.39781124054
exp004/no_season,exp004 无季节,2025-03-20,22,3.83333333333333,612.46375,612.443262028518,612.443262028518,0,0,0.0204879714817707,-0.122927828890624,9267.39781124054,9267.37621502237
exp004/no_season,exp004 无季节,2025-03-20,23,4,603.93,594.224859310059,594.224859310059,0,0,9.705140689941,-58.230844139646,9267.37621502237,9257.1460984915
exp004/no_season,exp004 无季节,2025-03-20,24,4.16666666666667,589.794633333333,614.923147167805,614.923147167805,0,25.1285138344713,0,150.771083006828,9257.1460984915,9280.9850998711
exp004/no_season,exp004 无季节,2025-03-20,25,4.33333333333333,581.46405,624.894132530518,624.894132530518,0,43.430082530518,0,260.580495183108,9280.9850998711,9322.18649380076
exp004/no_season,exp004 无季节,2025-03-20,26,4.5,585.585,613.980325348394,613.980325348394,0,28.3953253483937,0,170.371952090362,9322.18649380076,9349.12466470149
