policy_id,label,date,month,total_cost,planned_cost,emergency_cost,planned_kwh,emergency_kwh
exp004/no_season,exp004 无季节,2025-05-07,5,50585.3425554352,33945.9150723183,16639.427483117,58036.3576231412,2838.6832922456
exp004/no_season,exp004 无季节,2025-05-08,5,37869.3750986068,37202.4994010481,666.875697558626,61330.079833939,98.5657232416322
exp004/no_season,exp004 无季节,2025-05-09,5,14393.0738952787,14025.3762009881,367.69769429061,27565.4697749957,66.307429961842
exp004/no_season,exp004 无季节,2025-05-10,5,14598.3769675539,14598.3769675539,0,28017.4207408049,0
exp004/no_season,exp004 无季节,2025-05-11,5,39955.2816251503,38605.1105210589,1350.17110409138,64668.783245284,194.966563087689
exp004/no_season,exp004 无季节,2025-05-12,5,38382.7798912801,36968.6173555297,1414.16253575037,62186.0632359509,212.193092414918
exp004/no_season,exp004 无季节,2025-05-13,5,36051.8879404992,35811.8831589669,240.004781532337,59473.1585544931,35.3292161699265
exp004/no_season,exp004 无季节,2025-05-14,5,36806.7058351145,36806.7058351145,0,61411.0921075975,0
exp004/no_season,exp004 无季节,2025-05-15,5,36647.7593537892,35845.9403524288,801.819001360329,59833.2019207206,142.604754281696
exp004/no_season,exp004 无季节,2025-05-16,5,14112.3550145427,14015.8484992302,96.5065153124517,27200.3735851273,45.1511677698121
exp004/no_season,exp004 无季节,2025-05-17,5,15349.6690471226,13882.9611707667,1466.70787635587,27289.6457368439,239.932582423666
exp004/no_season,exp004 无季节,2025-05-18,5,37641.8251425521,37606.5064442187,35.3186983333334,62461.5750758772,5.23666666666668
exp004/no_season,exp004 无季节,2025-05-19,5,36360.6412097248,35553.8845067739,806.756702950879,59941.6056337552,118.35589567679
exp004/no_season,exp004 无季节,2025-05-20,5,38593.8235803174,33775.9365905382,4817.88698977916,55976.6142514518,696.021504933796
exp004/no_season,exp004 无季节,2025-05-21,5,37182.1574132944,37182.1574132944,0,62500.9541739623,0
exp004/no_season,exp004 无季节,2025-05-22,5,36112.728949105,34962.6040850339,1150.12486407112,57990.5730816966,164.954102504461
exp004/no_season,exp004 无季节,2025-05-23,5,13586.8305330449,13586.8305330449,0,26545.6935463468,0
exp004/no_season,exp004 无季节,2025-05-24,5,13894.9724910495,13894.9724910495,0,26929.0132130744,0
exp004/no_season,exp004 无季节,2025-05-25,5,35953.0244851569,33895.1262040641,2057.89828109277,56787.6602322769,335.418102958358
exp004/no_season,exp004 无季节,2025-05-26,5,41686.2992094563,33534.2613569279,8152.0378525284,55414.8318234469,1182.0701867335
exp004/no_season,exp004 无季节,2025-05-27,5,37059.3961055086,37059.3961055086,0,62555.5965390626,0
exp004/no_season,exp004 无季节,2025-05-28,5,34643.9541642195,34643.9541642195,0,57647.9565028666,0
exp004/no_season,exp004 无季节,2025-05-29,5,36422.3114448917,34926.7699711867,1495.54147370497,58738.807005848,251.943991099751
exp004/no_season,exp004 无季节,2025-05-30,5,13551.1906796222,13551.1906796222,0,26781.4567382509,0
exp004/no_season,exp004 无季节,2025-05-31,5,14161.0006741397,14161.0006741397,0,27387.4423426381,0
exp004/no_season,exp004 无季节,2025-06-01,6,101637.001284472,36650.0746011715,64986.9266833007,61266.9308125229,10852.3987415419
exp004/no_season,exp004 无季节,2025-06-02,6,70119.4443405597,41660.6129493484,28458.8313912113,70089.119097587,5026.45196674202
exp004/no_season,exp004 无季节,2025-06-03,6,60204.4784344141,41186.2681904507,19018.2102439635,68436.723873773,3706.21187347072
exp004/no_season,exp004 无季节,2025-06-04,6,65082.7134242848,40768.2808440668,24314.432580218,68326.8209845858,4375.15501931459
exp004/no_season,exp004 无季节,2025-06-05,6,68727.8094898143,41252.5474911424,27475.261998672,68726.4920207075,5119.46981901976
exp004/no_season,exp004 无季节,2025-06-06,6,49485.6351006829,14612.0386933753,34873.5964073077,28477.58996545,6395.14278267425
exp004/no_season,exp004 无季节,2025-06-07,6,35603.2170124899,15942.2544884899,19660.962524,30034.8680979503,4026.43676638786
exp004/no_season,exp004 无季节,2025-06-08,6,51141.8283062148,50958.2762756226,183.552030592218,82521.0853587063,27.218257108061
exp004/no_season,exp004 无季节,2025-06-09,6,49536.2798212766,45379.3570844567,4156.9227368199,73670.6981213724,600.255440425922
exp004/no_season,exp004 无季节,2025-06-10,6,48687.7441495834,48191.3515448362,496.392604747249,77875.1600516134,73.6155728401552
exp004/no_season,exp004 无季节,2025-06-11,6,56524.526435969,48828.0069857183,7696.51945025073,79545.3912950413,1520.48926507277
exp004/no_season,exp004 无季节,2025-06-12,6,51234.2464752855,51234.2464752856,0,82029.424957073,0
exp004/no_season,exp004 无季节,2025-06-13,6,20064.0779692782,20064.0779692782,0,34645.5884040134,0
exp004/no_season,exp004 无季节,2025-06-14,6,20157.5049572818,20157.5049572818,0,35088.1940118558,0
exp004/no_season,exp004 无季节,2025-06-15,6,48632.726236517,48223.1799133709,409.546323146111,78146.5063228803,60.3121630495108
exp004/no_season,exp004 无季节,2025-06-16,6,48358.4461687911,48202.1802407259,156.265928065201,78220.9542958166,23.1660897077575
exp004/no_season,exp004 无季节,2025-06-17,6,52112.8053014367,48827.1005390502,3285.70476238652,79073.7057481858,473.439803256709
exp004/no_season,exp004 无季节,2025-06-18,6,51462.5500284513,51109.1883402982,353.361688153088,82534.2151604829,52.4064969879813
exp004/no_season,exp004 无季节,2025-06-19,6,48707.0384415777,47971.2704100242,735.768031553513,77642.5361338886,109.275718933556
exp004/no_season,exp004 无季节,2025-06-20,6,19321.7831389124,19321.7831389124,0,33537.2187939266,0
exp004/no_season,exp004 无季节,2025-06-21,6,19325.9803316646,19325.9803316646,0,33694.8336252764,0
exp004/no_season,exp004 无季节,2025-06-22,6,45245.3410126799,44657.5236970223,587.81731565754,72298.0082293542,86.7922326142779
exp004/no_season,exp004 无季节,2025-06-23,6,47159.5416640646,47061.799420772,97.7422432925612,76515.4788081485,14.3558932852619
exp004/no_season,exp004 无季节,2025-06-24,6,63279.5166412936,47141.8356505434,16137.6809907501,76295.5349555129,3031.55224534625
exp004/no_season,exp004 无季节,2025-06-25,6,51049.8016990132,50989.9272210978,59.8744779153586,82048.9231827262,8.89268942750016
exp004/no_season,exp004 无季节,2025-06-26,6,48006.1726686357,47661.1143558315,345.058312804129,77322.1036625188,51.1479125745768
exp004/no_season,exp004 无季节,2025-06-27,6,18170.6041206672,18170.6041206672,0,32547.8126747262,0
exp004/no_season,exp004 无季节,2025-06-28,6,18081.3084218761,18081.3084218761,0,32459.8689935349,0
exp004/no_season,exp004 无季节,2025-06-29,6,46153.3804667904,46078.2914863075,75.0889804828576,74727.5087684282,11.1062922328334
exp004/no_season,exp004 无季节,2025-06-30,6,47869.2931981105,47307.7791443268,561.514053783739,76858.8653063569,83.3573808221504
exp004/no_season,exp004 无季节,2025-07-01,7,65101.2203923192,49842.3968517436,15258.8235405756,80458.3520196235,3166.56101818926
exp004/no_season,exp004 无季节,2025-07-02,7,71140.268929974,44997.0989957582,26143.1699342158,73706.0408613295,4912.44721322867
exp004/no_season,exp004 无季节,2025-07-03,7,123531.531248957,41697.6884758021,81833.8427731546,67614.6728941101,13721.2976098828
exp004/no_season,exp004 无季节,2025-07-04,7,49226.8325809981,18368.9066506942,30857.9259303039,32843.8065132799,7576.95396555256
exp004/no_season,exp004 无季节,2025-07-05,7,52320.7167559271,18377.4043316949,33943.3124242322,33246.4203179049,7673.22054136434
exp004/no_season,exp004 无季节,2025-07-06,7,116713.415133035,42684.8100204361,74028.6051125985,69030.0456621339,12535.9673595441
exp004/no_season,exp004 无季节,2025-07-07,7,66990.4597759819,46636.9257163757,20353.5340596062,75539.4762584319,4035.20786846242
exp004/no_season,exp004 无季节,2025-07-08,7,53410.2789446438,52907.5835484308,502.69539621301,84671.8348819786,73.7645035116313
exp004/no_season,exp004 无季节,2025-07-09,7,54268.8316470531,53940.2639243985,328.567722654661,85092.8606345649,48.7236295487195
exp004/no_season,exp004 无季节,2025-07-10,7,52995.348909482,52639.9997747832,355.34913469882,83367.4661879315,52.7113111748387
exp004/no_season,exp004 无季节,2025-07-11,7,25642.2523533566,25642.2523533566,0,42804.5091069735,0
exp004/no_season,exp004 无季节,2025-07-12,7,25435.057547065,25435.057547065,0,42611.2608533435,0
exp004/no_season,exp004 无季节,2025-07-13,7,54784.7276733302,54092.6134959959,692.114177334255,85645.5797974274,102.811068461559
exp004/no_season,exp004 无季节,2025-07-14,7,51472.2140616281,51328.0990582536,144.115003374517,81571.7988295602,21.3969671395985
exp004/no_season,exp004 无季节,2025-07-15,7,51941.7787706635,51886.0328388855,55.7459317779958,82498.3614733211,8.2924405768681
exp004/no_season,exp004 无季节,2025-07-16,7,52299.0549589257,52042.9225959605,256.132362965269,82759.9615559033,37.9486553397921
exp004/no_season,exp004 无季节,2025-07-17,7,51044.6120558388,50947.0211133777,97.5909424611219,80863.3816906668,14.4440083565636
exp004/no_season,exp004 无季节,2025-07-18,7,25529.5337390645,25529.5337390645,0,42667.2441187572,0
exp004/no_season,exp004 无季节,2025-07-19,7,25128.3515651346,25128.3515651346,0,41926.6657561185,0
exp004/no_season,exp004 无季节,2025-07-20,7,51576.2957913247,51576.2957913247,0,81410.2282934242,0
exp004/no_season,exp004 无季节,2025-07-21,7,53316.9835005421,53316.9835005421,0,84300.2791929083,0
exp004/no_season,exp004 无季节,2025-07-22,7,54081.2012888112,53699.5903191013,381.610969709935,84725.9028049221,56.5710475782678
exp004/no_season,exp004 无季节,2025-07-23,7,52969.6207494956,52937.14883596,32.4719135355803,84092.3160032903,4.81921658384874
exp004/no_season,exp004 无季节,2025-07-24,7,52308.0651375831,52297.9867577244,10.0783798587708,82997.2002926912,1.4967637774223
exp004/no_season,exp004 无季节,2025-07-25,7,24806.2994429352,24806.2994429352,0,41370.1790338232,0
exp004/no_season,exp004 无季节,2025-07-26,7,25020.9957168393,25020.9957168393,0,41658.9587768108,0
exp004/no_season,exp004 无季节,2025-07-27,7,51852.9160426242,51456.2323656269,396.68367699733,82029.385969135,78.2551489563915
exp004/no_season,exp004 无季节,2025-07-28,7,53039.4449652521,53039.4449652521,0,83629.6429337839,0
exp004/no_season,exp004 无季节,2025-07-29,7,56464.3939948659,56094.1887809777,370.205213888241,88953.9801466557,54.9330478598412
exp004/no_season,exp004 无季节,2025-07-30,7,53967.0867539735,53967.0867539735,0,85803.0610949791,0
exp004/no_season,exp004 无季节,2025-07-31,7,51981.561166321,51952.3201816088,29.2409847121842,82472.0013729887,4.25136543527935
exp004/no_season,exp004 无季节,2025-08-01,8,23803.928362588,23803.928362588,0,40632.1769866443,0
exp004/no_season,exp004 无季节,2025-08-02,8,23182.6960535048,23182.6960535048,0,39503.3346120236,0
exp004/no_season,exp004 无季节,2025-08-03,8,49419.5228244977,47480.2475804914,1939.27524400627,75395.7346897965,429.04170174531
exp004/no_season,exp004 无季节,2025-08-04,8,46056.4572092658,45604.2850260596,452.172183206195,72301.8023624524,67.1192401754754
exp004/no_season,exp004 无季节,2025-08-05,8,47067.5892192953,46918.7537696389,148.835449656401,74316.3603396263,22.0745449123734
exp004/no_season,exp004 无季节,2025-08-06,8,49372.2523959429,47134.4674322096,2237.78496373329,75282.8703064686,390.650289186521
exp004/no_season,exp004 无季节,2025-08-07,8,48671.1797038104,48536.1010273887,135.078676421755,76715.9689926441,19.992403821765
exp004/no_season,exp004 无季节,2025-08-08,8,23663.9570832387,23663.9570832387,0,40518.5375353856,0
exp004/no_season,exp004 无季节,2025-08-09,8,23051.7860255839,23051.7860255839,0,39426.155982813,0
exp004/no_season,exp004 无季节,2025-08-10,8,47795.9035295687,47662.6761115148,133.227418053862,75502.3875016034,19.5972825198344
exp004/no_season,exp004 无季节,2025-08-11,8,48893.7906535665,47888.2886618016,1005.50199176496,76089.6146471061,149.164373088081
exp004/no_season,exp004 无季节,2025-08-12,8,47503.2825400491,46433.5335518316,1069.74898821756,73929.9340224716,158.272174605294
exp004/no_season,exp004 无季节,2025-08-13,8,49294.9273385109,48083.9609491738,1210.96638933711,76613.0291382811,178.955682012509
exp004/no_season,exp004 无季节,2025-08-14,8,48146.4609160714,46072.8780398287,2073.58287624274,73823.6933277753,345.644768321824
exp004/no_season,exp004 无季节,2025-08-15,8,23282.2612242738,23282.2612242738,0,40018.9506718385,0
exp004/no_season,exp004 无季节,2025-08-16,8,23220.0849805432,23129.0160945285,91.0688860147827,39794.2584144217,13.054599486064
exp004/no_season,exp004 无季节,2025-08-17,8,46756.7114440318,45685.3654236679,1071.34602036389,71850.5083607595,158.995065104661
exp004/no_season,exp004 无季节,2025-08-18,8,47515.5601828762,46336.2130340032,1179.347148873,73489.5913211728,173.594480754418
exp004/no_season,exp004 无季节,2025-08-19,8,47833.6984565918,47035.7421447505,797.956311841261,74246.6299626034,118.250660656956
exp004/no_season,exp004 无季节,2025-08-20,8,51090.4780147221,46659.4205710475,4431.05744367457,73839.974529402,810.875243463743
exp004/no_season,exp004 无季节,2025-08-21,8,50438.7081258374,50280.9408303482,157.767295489169,80248.2237944587,23.3983549605275
exp004/no_season,exp004 无季节,2025-08-22,8,25454.6488243455,22713.8690112486,2740.77981309687,39356.0212059114,508.954178494999
exp004/no_season,exp004 无季节,2025-08-23,8,23664.5556676567,23664.5556676567,0,40350.5634320661,0
exp004/no_season,exp004 无季节,2025-08-24,8,48786.2123169514,48693.8361811098,92.3761358415105,77361.5221104552,13.7112713986888
exp004/no_season,exp004 无季节,2025-08-25,8,47599.6818639392,47053.3406458185,546.341218120629,73649.6558153701,81.0191355918413
exp004/no_season,exp004 无季节,2025-08-26,8,51107.4921806437,50805.7476009876,301.744579656099,80794.2874991634,43.6391351937322
exp004/no_season,exp004 无季节,2025-08-27,8,47236.4797675676,46990.1672476543,246.312519913305,73785.2312179426,36.285462516343
exp004/no_season,exp004 无季节,2025-08-28,8,49550.5574431237,48587.5372154397,963.020227684004,76564.9665273993,142.883167709523
exp004/no_season,exp004 无季节,2025-08-29,8,24095.5371836962,24095.5371836962,0,40885.5624921322,0
exp004/no_season,exp004 无季节,2025-08-30,8,24261.1362400636,24261.1362400636,0,41227.922584744,0
exp004/no_season,exp004 无季节,2025-08-31,8,47620.5069291406,46727.5063077347,893.000621405884,73212.960664625,131.94126249734
exp004/no_season,exp004 无季节,2025-09-01,9,48259.2903815428,48259.2903815428,0,76468.0728580254,0
exp004/no_season,exp004 无季节,2025-09-02,9,45975.9244788458,45975.9244788458,0,71660.2745778235,0
exp004/no_season,exp004 无季节,2025-09-03,9,45395.7487611444,45395.7487611444,0,70894.4841986382,0
exp004/no_season,exp004 无季节,2025-09-04,9,46790.7563819156,46790.7563819156,0,72507.8621287619,0
exp004/no_season,exp004 无季节,2025-09-05,9,22957.8110890593,22957.8110890593,0,37705.4241953217,0
exp004/no_season,exp004 无季节,2025-09-06,9,22502.5838973017,22502.5838973017,0,36974.4142619246,0
exp004/no_season,exp004 无季节,2025-09-07,9,44948.8751245702,44948.8751245702,0,68801.0922503179,0
exp004/no_season,exp004 无季节,2025-09-08,9,43077.3303674275,37872.3705025745,5204.95986485296,60978.9181434592,752.214132675353
exp004/no_season,exp004 无季节,2025-09-09,9,42568.5151971042,42507.5477654375,60.9674316666664,69201.2528926177,9.09961666666663
exp004/no_season,exp004 无季节,2025-09-10,9,51053.5050730137,38741.2647444666,12312.2403285471,62003.5035533325,1927.52494619694
exp004/no_season,exp004 无季节,2025-09-11,9,42884.3675860925,42884.3675860925,0,69610.1827358011,0
exp004/no_season,exp004 无季节,2025-09-12,9,17599.0129986285,17599.0129986285,0,31805.9139137462,0
exp004/no_season,exp004 无季节,2025-09-13,9,17867.5613532298,17867.5613532298,0,32511.4311372614,0
exp004/no_season,exp004 无季节,2025-09-14,9,38732.3047304127,38732.3047304127,0,61770.9731975608,0
exp004/no_season,exp004 无季节,2025-09-15,9,42817.5072643444,42809.6136581944,7.89360614999954,69830.490764077,1.1717666666666
exp004/no_season,exp004 无季节,2025-09-16,9,40623.0136875434,40567.6319398767,55.3817476666671,64730.7260810448,8.23826666666673
exp004/no_season,exp004 无季节,2025-09-17,9,41455.4338950706,41455.4338950706,0,67668.9383583747,0
exp004/no_season,exp004 无季节,2025-09-18,9,42061.2435313939,41927.413151484,133.830379909952,67897.9758982529,34.474595546098
exp004/no_season,exp004 无季节,2025-09-19,9,18030.3028082853,18030.3028082853,0,33053.9002817405,0
exp004/no_season,exp004 无季节,2025-09-20,9,17969.6837695358,17969.6837695358,0,32422.4803649767,0
exp004/no_season,exp004 无季节,2025-09-21,9,43285.4775294307,43285.4775294307,0,69374.3121399028,0
exp004/no_season,exp004 无季节,2025-09-22,9,41303.2248802725,41229.7030402725,73.521839999999,67038.5217590486,10.9066666666665
exp004/no_season,exp004 无季节,2025-09-23,9,43671.2422108726,43559.6757667059,111.566444166667,70500.9372702522,16.6093666666667
exp004/no_season,exp004 无季节,2025-09-24,9,43303.9048175559,43303.9048175559,0,69957.9625224197,0
exp004/no_season,exp004 无季节,2025-09-25,9,42626.904890492,42523.4074588253,103.497431666666,68301.6971875803,15.3716666666666
