scenario,day,slot,matched,load_kw_sha256,pv_kw_sha256,price_sha256,errors_kwh_sha256,price_errors_sha256,representative_history_indices,representative_history_origins
3,33,72,True,30fb777f68f739d92e82fa4d9a2b16ef5f3353ce14beb2322df02b41ce96c263,7ca94176af61ad8da4df158900fbc3c92e7dd82ee8044dd10f606f391a55c64e,ad72eee499086c7ce4fbc529c35e32618739ccb7b9c86bec691cee5d6757e342,6128ae473043fd92f337e6e793be50687bdce560e76cf0e4ae0e4e3c30c9d4b1,10fc7f8dcdf026cdca6da28c666cc352565842cbaf9c708cd78fb1503ec6f91d,"[0, 4, 9, 13, 18, 22, 27]","[792, 1368, 2088, 2664, 3384, 3960, 4680]"
3,33,108,True,9dd64eb2a8e2c0ce0dc6ddfe0974485bb5889c5ed4ed8b28f56df30ccf773528,2d5565fb483d8ea4525a7a9229677d1038ad34b6e22c8d5152e1d7f7b9817597,d471c344b846d8abcfcfc67d39ced73fee18e7397fad2a5e3628cd0970208ad3,fddfc1878bccd3b18b35b1033ddb8559018166ccc9d7e815485ca42e3dbc2376,e8d44da7a6d3194584ab2cd392624363a9b25f8165c038150a4a90ef3464a2f7,"[0, 4, 9, 13, 18, 22, 27]","[828, 1404, 2124, 2700, 3420, 3996, 4716]"
3,34,0,True,698395429e5b5c734a84f543a70ff03ff0963d76e37e8d02d7e010f7987f8a63,fe659a44092b8a42751655dce3ab02e386ca6101b3904afd0b12e2dd4cef2127,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,a1f6f944760b21136c7bc4c52b6c176a2551e57ce31cb327ed8b2f2b88cb8552,e45109412d79d10cba5842b9887e45903aea4d3f4d82b71388f61dc1cdd36292,"[0, 4, 9, 13, 18, 22, 27]","[864, 1440, 2160, 2736, 3456, 4032, 4752]"
3,34,36,True,9d1d4304a126b50d58756aa661f113ff70bbbf3f8609a3dfcf70ebf697f88f4e,95625e78f26da5d4a190e72cbd8587c8d7567b8d020f43d714c7ef9ab65f3050,db31a97b42b0cb1886c5019bcfb23ca87d8a0de96c01bd22ee8a6e6aae1090de,0efca7da12d6a7bca6c9828dc57fa19671d428047a7dd00c1935b75315671cf6,003dffff700d92c1773d5241cf1ace8ead9310f192a39743f5fe0e619417346b,"[0, 4, 9, 13, 18, 22, 27]","[900, 1476, 2196, 2772, 3492, 4068, 4788]"
3,34,72,True,04d1d308d811bb4ca100f12423d25ff050dbaee7f84bee7d1d6c1ee06fd31406,e65f2cd8d2e566662fbe02775d192b836f5ef169fa0634fece7650d49ad5f8a9,ad72eee499086c7ce4fbc529c35e32618739ccb7b9c86bec691cee5d6757e342,a0841c38917a7f265ac3d8719eba08ef7ed9719b8cdfb9be1810d9cfcdbfd062,6c00df3e5c58bb69dc1b2ee7bd052afd8d72830d8a83c0aee0418b6e51708064,"[0, 4, 9, 13, 18, 22, 27]","[936, 1512, 2232, 2808, 3528, 4104, 4824]"
3,34,108,True,1913c765415857ea03eb365a77063411153c4c4c5351e59d73dc3f43baa98b77,2d5565fb483d8ea4525a7a9229677d1038ad34b6e22c8d5152e1d7f7b9817597,d471c344b846d8abcfcfc67d39ced73fee18e7397fad2a5e3628cd0970208ad3,d115b041784f75c46c8fb892f7b47e2d31f34fc4cf2d52fc4390877672d8de4a,74396580db112f8055bcc0a89a9c29a057deef352b07e14095854955e913853f,"[0, 4, 9, 13, 18, 22, 27]","[972, 1548, 2268, 2844, 3564, 4140, 4860]"
3,35,0,True,7532962dda87bd174ead306aea61a751f43a04df064a6ece3e969ba34cc296e1,d5de3e7409b462363d8459f1c4d50afec72b62a3c7e050b9029eb18530e8ba88,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,04b3f1ab51ddeef5ee9131f9c4f801d1e36ccbf267ffe6f7ff1aac20a9eff016,8ceba0dbe44551cc9e7235a75f549dc736e3b43e17b7453b2fdc14d3e0c646d9,"[0, 4, 9, 13, 18, 22, 27]","[1008, 1584, 2304, 2880, 3600, 4176, 4896]"
3,35,36,True,9aec21fd8f283105ef308cf42d22128b0eca47de1a650577d0ea737d0cccf907,ddfc4d1c3a18a4a2fbf3f740fe085829ed36f2cd70b7bfe95710f359a61aead8,db31a97b42b0cb1886c5019bcfb23ca87d8a0de96c01bd22ee8a6e6aae1090de,9f90f0f2871858d2fbf15eae9760be48443fa25e941fbb644a92a5aaeaf785eb,c0bfb87ac6df7f94126411da78c12c6337d129e8bc58ca11195e0667023dece8,"[0, 4, 9, 13, 18, 22, 27]","[1044, 1620, 2340, 2916, 3636, 4212, 4932]"
3,35,72,True,52ae39f7b2736d7315edc899e7d8741ca776a09e4c64c032cab38fb2816e0868,52f9592db2764bb3a8fdc7708756d4cc0d83938cc892dfb1bde6106a631e23a2,ad72eee499086c7ce4fbc529c35e32618739ccb7b9c86bec691cee5d6757e342,21a7e9302d76d533bcd9d228fc06ead37179e1adf41a035fd82e818251a4fee2,aa2d14ec21c54eb24323f21d7cf3316cfa508cceeef128022e30b4f688462878,"[0, 4, 9, 13, 18, 22, 27]","[1080, 1656, 2376, 2952, 3672, 4248, 4968]"
3,35,108,True,70b1bc12b326026a055a60d7363be969d46cea9963bb9c38fcf26eaf812d22b5,2d5565fb483d8ea4525a7a9229677d1038ad34b6e22c8d5152e1d7f7b9817597,d471c344b846d8abcfcfc67d39ced73fee18e7397fad2a5e3628cd0970208ad3,452c790066f1dc592bf96690fdfd92bbe6c37cf031afaf9f1d0ecabd535f7253,8875d5b1a4b4f6103f80fc03f61f7fa38d64522d313b2cec6e2b2db4f2371350,"[0, 4, 9, 13, 18, 22, 27]","[1116, 1692, 2412, 2988, 3708, 4284, 5004]"
3,36,0,True,f9468a3524fce5c6f7899f69e5213e9f58038e6d1ec139399b2cde2b6158db6e,eaa4fae88eee86a664978cdb3fc1eb0f31f59d93260db5b9a6c5fd544e68c28b,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,ef26911431e8e0ca76c37e28fd558627e02a5686718b008c1ec52e7abe7ce7f3,e089cfa0dd484e4d3e56d1b38f1a41dc27bc3a538b96f12b74154981067ed644,"[0, 4, 9, 13, 18, 22, 27]","[1152, 1728, 2448, 3024, 3744, 4320, 5040]"
3,36,36,True,861e4db47fa4b38b3c212007b3e909dd6fd7f218beff30e1640617787b6e25a1,7bf28c6679a1456550f785b43bf33e1a288caa85662307f1e1622801603d10d7,db31a97b42b0cb1886c5019bcfb23ca87d8a0de96c01bd22ee8a6e6aae1090de,9247a0918cf5c3d05012e5644f02731d387f1c5c76f482cb451c738c066f8b91,8f6f13ceeb0ca86e2a9a2f7bd1d3855e8cf4adbc97e90db1ef963911ce77ffce,"[0, 4, 9, 13, 18, 22, 27]","[1188, 1764, 2484, 3060, 3780, 4356, 5076]"
3,36,72,True,13090ab6568ba4f452890c08b56494c4bb5bb1af52618cac96fb89eff10b5bf3,6e6ca435e6abd386d50e013120461fc2c73a08fe97e261a4a5f8f6a4e0abbb2d,ad72eee499086c7ce4fbc529c35e32618739ccb7b9c86bec691cee5d6757e342,b76ef332adcf38750ee426f67a571cc9a8ebb8c2f36c79accf500b4a50672a9b,61a15c39d38fe8a7541cf06c2d9f2fe86ac27596f0d9c980ea78b5f2be60496a,"[0, 4, 9, 13, 18, 22, 27]","[1224, 1800, 2520, 3096, 3816, 4392, 5112]"
3,36,108,True,d3f5721e44b489cde0c4a29579220cc6ef61f8f71f040b78f3c6b9c34d3ecc37,2d5565fb483d8ea4525a7a9229677d1038ad34b6e22c8d5152e1d7f7b9817597,d471c344b846d8abcfcfc67d39ced73fee18e7397fad2a5e3628cd0970208ad3,00dce094a73873e13923a766c2f2c801718c93b504c4a6f0c9782f7e07da3774,805205739fa2821230302999ebdabc3794a407b50ead67b4c21e4fb551ac5298,"[0, 4, 9, 13, 18, 22, 27]","[1260, 1836, 2556, 3132, 3852, 4428, 5148]"
3,37,0,True,318d740d160b75f9e5f32dd79fcbc92560929f4133a2dce22f2a6a6f328838b7,32387b8bf120bc8e5dd2c0e0b1bf8aca8868f8104e690643c529ec05fd3f0020,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,aa5e35a212c113b892160e4fc9c483b94cad584fcd1ba2e319ad4c8a4bb04ae5,86531204673fb7430f9aba86ddbd6d4792c11b190f5a105612504ca181726ce4,"[0, 4, 9, 13, 18, 22, 27]","[1296, 1872, 2592, 3168, 3888, 4464, 5184]"
3,37,36,True,cc301f077595bab0cc06b9216af4598820991194fbc3edb49ee611819e816d6f,0bb3fa3d124df9511ec1cf26dffc83a605b0a6024031b96df6ae427db5e91e91,db31a97b42b0cb1886c5019bcfb23ca87d8a0de96c01bd22ee8a6e6aae1090de,f5177ddf4547b136753024c932542ca3e3e222236d95681256ab47b6b97637a6,d8ba9015234a6d4630f55774bb1d5cd038e2f222f1fc52a859360a9e96adcca2,"[0, 4, 9, 13, 18, 22, 27]","[1332, 1908, 2628, 3204, 3924, 4500, 5220]"
3,37,72,True,a3bceeb5853af22d76bbad4aea31449f48501573ce848dd494552d8d7eee6565,a5e62d0e3722641c93df3c20e15b0f0c0d435b298ef6827f2b014d1b3066e92a,ad72eee499086c7ce4fbc529c35e32618739ccb7b9c86bec691cee5d6757e342,1abadd7f5efafc8e283fedd4739bae2cfda096b4d198fba3ee1ded6e78a28331,6d9a8e7275033ab462768d04b76485c96a25402d5e4e42b5be7f6e38568517c8,"[0, 4, 9, 13, 18, 22, 27]","[1368, 1944, 2664, 3240, 3960, 4536, 5256]"
3,37,108,True,d8873d8e9c48f7fdd4469d8842fc34cc0963f1e3499fc796f90fb7fdfcb63102,2d5565fb483d8ea4525a7a9229677d1038ad34b6e22c8d5152e1d7f7b9817597,d471c344b846d8abcfcfc67d39ced73fee18e7397fad2a5e3628cd0970208ad3,a27a732cc9a5b6f5f8ec8c1f72cf4441728ec513afd7893081cee665debc1bac,7e1bb395ad791c06c55e09c265b5a6fc97ed0e20a6b462ed2ada2549de57fcd9,"[0, 4, 9, 13, 18, 22, 27]","[1404, 1980, 2700, 3276, 3996, 4572, 5292]"
3,38,0,True,07f0428f5067a3697d9286597225229ab71a72d00fbae4e1ba4227ff800949ce,59e7209aaad9fed2a1510f450b402b10d1ef608e28733ff0be1a523d4a13709d,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,1720d1dc0e55f745687b5e5a340d77f07bbb6dc652c69c2814888455f1720bc7,f22943e913a8958b9e2364011153d99a3d3b1250d2843a9c3edf5521c93a36f3,"[0, 4, 9, 13, 18, 22, 27]","[1440, 2016, 2736, 3312, 4032, 4608, 5328]"
3,38,36,True,047db255047741218d2928b7caad61d5babc299bee3b26170dd52fece9a059ae,b8acdd7e3423363aeed75c0d6f84b282b3bb1d466fd71d112d5b5f540ea9a8c3,db31a97b42b0cb1886c5019bcfb23ca87d8a0de96c01bd22ee8a6e6aae1090de,fde1799bb6a88b81b3583620785f60a70e09b1bd8ace1a31974c4df34a0b0db7,70decb538918ee3aeb140c3c3abe813cb1a142cf05d56938a5127ae9a4da4f87,"[0, 4, 9, 13, 18, 22, 27]","[1476, 2052, 2772, 3348, 4068, 4644, 5364]"
3,38,72,True,099e2ed715fb6271fdfcf808aeec4ca5a6594bf048b48f16e9f225b160ce34b9,3af3e8e94d0c5e5a277eb5fba8724c9cd8515ac5e34295c785bbebf193966e5b,ad72eee499086c7ce4fbc529c35e32618739ccb7b9c86bec691cee5d6757e342,63b752a68259df7d8d373598f123ae43151894addb919b963751ccf12c83ab73,c6f10452b954cce5156117d29495ad6312546579f7c2016eb9b0c5174a8fdb8e,"[0, 4, 9, 13, 18, 22, 27]","[1512, 2088, 2808, 3384, 4104, 4680, 5400]"
3,38,108,True,4760981632a38e59cd31436be971104a8631f2ed3cc5d6d87cd941bc9cd4cff5,2d5565fb483d8ea4525a7a9229677d1038ad34b6e22c8d5152e1d7f7b9817597,d471c344b846d8abcfcfc67d39ced73fee18e7397fad2a5e3628cd0970208ad3,0709585b0c50e0b7da25b245da8d65293e70d3fd6df0100c6997042d27f54018,c965c24c9a354de352b77c44899bac72f7b53cf7c336afa2454a7c4794d18958,"[0, 4, 9, 13, 18, 22, 27]","[1548, 2124, 2844, 3420, 4140, 4716, 5436]"
3,39,0,True,a6243d601cd73d97fb1b60ca44ec02ebf21e592f075a6ba9ba01c828fb672a69,874116b68a30b55d67d7f58e8e8b687b7e91155bf45b874664737786bafb2557,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,45cb03e653a49898d22efb62987b4c613353b1576ed1eab245c456a49a23156e,65e33009dd1c1f56c72a29d5c603d3c458cbc2239bdf4334d404035ff363fbb9,"[0, 4, 9, 13, 18, 22, 27]","[1584, 2160, 2880, 3456, 4176, 4752, 5472]"
3,39,36,True,674e5c4c0287e0d49b5f9c88843c568acb5f40c4a3684589c4a0221ba54b167c,6944ab99d70d6f95cb04f0f30c67f2d29edb44270d8e736a49d734a05bb29cd0,db31a97b42b0cb1886c5019bcfb23ca87d8a0de96c01bd22ee8a6e6aae1090de,703871a3a0f9e357f0d9a4702215b69e8f12035b461759029370eb6a751c884f,9d5dacd5d9301b47feb039dc1c5cb54fb90c5d0be77d310cc0890753cd6dc47e,"[0, 4, 9, 13, 18, 22, 27]","[1620, 2196, 2916, 3492, 4212, 4788, 5508]"
3,39,72,True,fda1551d153ff708abbdf04a93c4cbed933df5665a4bc7ecb0e9115a3ab212e7,1410ad1db52f00987ea0f5a9a1d602219a20042b5e0288fefe184875786ddf9f,ad72eee499086c7ce4fbc529c35e32618739ccb7b9c86bec691cee5d6757e342,d8058714de3896baee549cccf3513cfa106f24865d995294727e4e3701f63745,ed8e786aea8b96a17dbd8cee3cdf658df3932c95f6657457b27990df926f57b0,"[0, 4, 9, 13, 18, 22, 27]","[1656, 2232, 2952, 3528, 4248, 4824, 5544]"
3,39,108,True,0b5d3dd586ab381b9775060998c5fd8b79d038836d5b901367eec4ac0b369672,2d5565fb483d8ea4525a7a9229677d1038ad34b6e22c8d5152e1d7f7b9817597,d471c344b846d8abcfcfc67d39ced73fee18e7397fad2a5e3628cd0970208ad3,e36f69d6fe8706e528777b31016d08ba347c26479db321c77f66a68ba370d24a,18da7767e689fe17bee1708e0bfa61f94fadd38cd1484f266364d73a5930e107,"[0, 4, 9, 13, 18, 22, 27]","[1692, 2268, 2988, 3564, 4284, 4860, 5580]"
3,40,0,True,98ff8b1318a3ce4f6553c4d0016cab62505d3d1a96356f5d5cb11212a9e9153e,834178c56eee90d57f899cc14bda024f0b3ca14d4d655087882e7c2a445e37ca,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,52f661729153d6eb457f1eb676733cffa729b46d9b618ffc6b35e71a2431c6a8,4f3bdcf3c6c17e68b5bc6fa9d8a71c0619a429cc5258b69f30525ee7ac267bc0,"[0, 4, 9, 13, 18, 22, 27]","[1728, 2304, 3024, 3600, 4320, 4896, 5616]"
3,40,36,True,de991ec2d54461efed214e57726223ae5cb252ec5144c540392da03389095888,e0293909ac5177337d20865f6264383a60eebfa8c32bcf78d5023bf16d7453bb,db31a97b42b0cb1886c5019bcfb23ca87d8a0de96c01bd22ee8a6e6aae1090de,e2ce86c6b4644c639ddd539d3630ae63d50e21ff9756b7a5fe46f6ef8355472a,36d42952c8182514c589fdb2c95a6c153731fcb6277ad3d5d589488c069e1c94,"[0, 4, 9, 13, 18, 22, 27]","[1764, 2340, 3060, 3636, 4356, 4932, 5652]"
3,40,72,True,8f1d47cbc818c00d904d3a7d50712ba4da09fab45d642ef5e9333f1fc70f3085,4c5c57c0643defa2aa731ea028d238208cf4b3f41167bc73314b0ca543df291a,ad72eee499086c7ce4fbc529c35e32618739ccb7b9c86bec691cee5d6757e342,ad3dd480309e5631dacf7b92f1b217e200ea1b69608a3e62591bd90479b5c6d1,cab64ec548218c43b5f50f69bf27839d2bc35464d8b1dbafdbcf406c9c40478b,"[0, 4, 9, 13, 18, 22, 27]","[1800, 2376, 3096, 3672, 4392, 4968, 5688]"
3,40,108,True,48b44d7f9b69eb000a09dfb1782e379c05d6d855ea45f5143aa8a4ab5c710664,2d5565fb483d8ea4525a7a9229677d1038ad34b6e22c8d5152e1d7f7b9817597,d471c344b846d8abcfcfc67d39ced73fee18e7397fad2a5e3628cd0970208ad3,2c27ac1d58d492a90f28651d0e773c5de20ec419a0ccbdf365a4fe2758569be0,7fb7f26a5fbeef77f42f50f322923213fa2832f50d2beedaba84e44eae0cabb7,"[0, 4, 9, 13, 18, 22, 27]","[1836, 2412, 3132, 3708, 4428, 5004, 5724]"
3,41,0,True,b0c01bf106593fa248871e3a60e7d07e09742627b3ea3fa63a2e10040ac147e5,4d4ae44ca022a54b3eea1ea4e7ec022c80fe1da993f49d5d1bfa76fc8113bda3,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,fd8a11013b1c44dcc82d8c9354d81d0c2822fb671c46bd4db25dc72998e985db,cb3b1084f39908d43f38ebc9706d4202ce21ce6017482fd008080fed6906ac87,"[0, 4, 9, 13, 18, 22, 27]","[1872, 2448, 3168, 3744, 4464, 5040, 5760]"
3,41,36,True,cce0f970ad7a25f5e879e7b1829bd94b0f1c80b2dec11f8b06acf4fce51d9962,2f0841fd6088fadb0b2932df0e14d76b0a4f5304f5e4040a453bb47d53b3009b,db31a97b42b0cb1886c5019bcfb23ca87d8a0de96c01bd22ee8a6e6aae1090de,5d43e7004402a9566c20ecfd0ce0455535e867898743698f2f4d93f770cb868e,4364ac6ada12a0fb4d2be4bb2e03b3cb396d9b7753f9614c30daeb8a8fdf143e,"[0, 4, 9, 13, 18, 22, 27]","[1908, 2484, 3204, 3780, 4500, 5076, 5796]"
3,41,72,True,a616571db392312460034177b99c92f5efd654ed3ea3c4096f865c89c0def079,d6f9f930c6d21d5a41da76ac3e9713516dc40d0c8a7b67f8996d666b403b0e96,ad72eee499086c7ce4fbc529c35e32618739ccb7b9c86bec691cee5d6757e342,c9d45b20e859144b93a738853d49ac8ba7dad22aa7f0bc170b56ccc02e33b100,e280d5849aa7b80af42f004d799dac368643ffb2ef4724f4e7df826c90faa417,"[0, 4, 9, 13, 18, 22, 27]","[1944, 2520, 3240, 3816, 4536, 5112, 5832]"
3,41,108,True,b9eda6f2abc6fce1b723a6d0e46e81568911018a23b04ddf9d38c9a75b489b43,2d5565fb483d8ea4525a7a9229677d1038ad34b6e22c8d5152e1d7f7b9817597,d471c344b846d8abcfcfc67d39ced73fee18e7397fad2a5e3628cd0970208ad3,67a28d82b6a5fa9008c266b3f6abc37beed30cdaeceff49386c3de897c7d1f6c,94a1573edfe6ec368d790256654d6d962da975671d7634df951aa182e4ec2a89,"[0, 4, 9, 13, 18, 22, 27]","[1980, 2556, 3276, 3852, 4572, 5148, 5868]"
3,42,0,True,fe5220a26703c138959e0fde0dedbb01a5b1576e393ae0ff0b8eb553555c885b,2adc135a0e50f49d0a57cee842c47043390458bdf6998e04039afaba331e557f,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,08b7e1745b4f90a4bebd6a86a61bc6643248f650e4a0675899b59020387e44ab,78b4d0403914e4bd504a0e539d98cd713ee7c22e3902c64c270dba755638daa3,"[0, 4, 9, 13, 18, 22, 27]","[2016, 2592, 3312, 3888, 4608, 5184, 5904]"
3,42,36,True,084a6e7289f6044431ea42d9726aa6290e4b7a7cd1bdd14b64e48c3202ab3f2e,859ae3449002eac7a7d20a7d4ed6467446175c66a4f525f2f8c4b6e1b7b6329d,db31a97b42b0cb1886c5019bcfb23ca87d8a0de96c01bd22ee8a6e6aae1090de,cf02c0d5a40b1f64b35b647db28877490be8c3cd28ffdcd3149d101dd8b6443b,b02630d248b058fc135e9e3c3e8035e46b9bf441c06cd39c234818f0ef29f414,"[0, 4, 9, 13, 18, 22, 27]","[2052, 2628, 3348, 3924, 4644, 5220, 5940]"
3,42,72,True,e033c829a297ece0d261704d1b1e7623ac3d145553534f94c4c8c595054e2857,ea54e2abbb4507a06510a6eeeccf412db99e602f32d5cffeafbeb4ec2ed5b8fe,ad72eee499086c7ce4fbc529c35e32618739ccb7b9c86bec691cee5d6757e342,7c25533d45e4c9e7f0135699f3c81f1b61113d445534bd3da8253600c9bb5771,53f8eeac239a30020c8d67018aab6a402550ba31ced3127c39625a8001327473,"[0, 4, 9, 13, 18, 22, 27]","[2088, 2664, 3384, 3960, 4680, 5256, 5976]"
3,42,108,True,0ffdca75682a0bd5398688f06c4305eb9a5084246b2f66459ae626e8633dee72,2d5565fb483d8ea4525a7a9229677d1038ad34b6e22c8d5152e1d7f7b9817597,d471c344b846d8abcfcfc67d39ced73fee18e7397fad2a5e3628cd0970208ad3,38c6a77a3cb00c1eedd8d157cc82c9c13896d49a4b71494e3680ff52ae2e7aeb,7eab95a1fc7ec0b70c7ef47d9cb60d13d42b19abea6ae6db69a291fae02bc8c6,"[0, 4, 9, 13, 18, 22, 27]","[2124, 2700, 3420, 3996, 4716, 5292, 6012]"
3,43,0,True,d02ea335bee792b4f1dfacb82eb7447b0e16f6acc25bfa39b8966a5062d19086,de0b4a71f3966fe2a1b7a4f171c4887c699bb7404724acfa4b43a6bf8dc838e1,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,b99c9a0b25b7c5038da03e92a5cf360ae32b5ac13d1396cb702e5845825b0ad8,3c0f4f44a47500c6cf9d7c53d38ed64800352d764dd77d744739cd37d37f1f49,"[0, 4, 9, 13, 18, 22, 27]","[2160, 2736, 3456, 4032, 4752, 5328, 6048]"
