day,date,scenario,planned_cost,up_cost,down_cost,emergency_cost,total_cost,emergency_kwh,throughput_kwh,initial_soc,final_soc,seconds
57,2025-02-27,3,39379.1067973007,4670.845041267916,0.0,495.478116105672,44545.429954674284,94.11344491539381,41755.95957192651,2195.174838707856,1345.3798272083945,0.21517445798963308
58,2025-02-28,3,16306.62347935609,620.9870275299401,0.0,0.0,16927.61050688603,0.0,30985.73280393848,1345.3798272083945,1638.3882015042275,0.21891779196448624
59,2025-03-01,3,16122.989376977695,482.49637934845043,0.0,246.29158022401975,16851.777336550163,53.08596289287809,30269.63192015875,1638.3882015042275,1305.8385283013977,0.20086295891087502
60,2025-03-02,3,42723.166291026384,7003.859094804457,0.0,0.0,49727.02538583084,0.0,43518.70408224943,1305.8385283013977,1556.1219254970288,0.20676304202061146
61,2025-03-03,3,43307.46017147128,3974.229005151582,0.0,797.5881930991002,48079.27736972197,168.4774089736444,43323.027103358334,1556.1219254970288,1243.1339253612564,0.2092144580092281
62,2025-03-04,3,40245.045076821894,6269.43730850609,0.0,0.0,46514.48238532799,0.0,40777.505069894876,1243.1339253612564,1327.7629497530268,0.21323345799464732
63,2025-03-05,3,43366.15701517431,53.30576499006155,0.0,0.0,43419.462780164366,0.0,40513.726380460415,1327.7629497530268,1282.3886729073747,0.2226555000524968
64,2025-03-06,3,38188.288562777365,5950.211283077022,0.0,0.0,44138.499845854385,0.0,40954.94016380224,1282.3886729073747,1420.1572498773332,0.21982758305966854
65,2025-03-07,3,15936.093920645264,29.595528216754047,0.0,0.0,15965.689448862016,0.0,29098.268798554767,1420.1572498773332,1827.719116515561,0.20436941704247147
66,2025-03-08,3,14176.926063545545,1655.2300973157678,0.0,475.1847836257621,16307.340944487074,112.59039883914616,27465.29454361847,1827.719116515561,1466.9422926468185,0.19739412504713982
67,2025-03-09,3,41107.23709209053,1601.4125632579257,0.0,116.21259371599449,42824.86224906445,23.33208114650252,41936.161987548476,1466.9422926468185,1521.5531273991758,0.21132474998012185
68,2025-03-10,3,39112.00023961476,5671.873276437404,0.0,0.0,44783.87351605217,0.0,41177.50117309838,1521.5531273991758,1488.513338644819,0.21811191702727228
69,2025-03-11,3,35229.55689818727,8208.949118668446,0.0,0.0,43438.50601685571,0.0,41373.76687309981,1488.513338644819,1861.9246683397346,0.210538666928187
70,2025-03-12,3,39334.7065494616,675.1453999670061,0.0,0.0,40009.85194942861,0.0,41129.52417862334,1861.9246683397346,1590.4239195494638,0.21299491706304252
71,2025-03-13,3,38615.06680065589,5645.952864080624,0.0,0.0,44261.01966473651,0.0,41900.259669391315,1590.4239195494638,1487.5107584974585,0.24592262494843453
72,2025-03-14,3,14904.246092808393,1020.4952040472085,0.0,0.0,15924.741296855602,0.0,28284.67237452034,1487.5107584974585,2074.277961681466,0.21443350007757545
73,2025-03-15,3,14536.729195230077,517.673930425795,0.0,134.6459115966604,15189.049037252531,31.427830228543144,28298.874130495708,2074.277961681466,1239.998481639972,0.21971166704315692
74,2025-03-16,3,37647.040232487736,3840.8733805726692,0.0,7.461179999999938,41495.374793060415,1.6399999999999864,41689.143320422896,1239.998481639972,1825.4293875695041,0.23640316689852625
75,2025-03-17,3,35570.919937234685,1577.561088658505,0.0,0.0,37148.48102589319,0.0,38865.91877647706,1825.4293875695041,1830.8198378631798,0.23359795904252678
76,2025-03-18,3,41222.780974838344,120.63929193836466,0.0,0.0,41343.42026677671,0.0,37193.50134304053,1830.8198378631798,1616.2819145543267,0.23188441700767726
77,2025-03-19,3,34457.23642273132,5659.467666301691,0.0,0.0,40116.704089033025,0.0,40962.68055325429,1616.2819145543267,1980.2130545337645,0.23987029201816767
78,2025-03-20,3,37622.323227341614,2893.816226947154,0.0,2088.808576452165,42604.94803074094,424.1338634937417,37373.6567735799,1980.2130545337645,1469.5750967771498,0.21742624999023974
79,2025-03-21,3,14491.820543666503,0.0,0.0,0.0,14491.820543666501,0.0,27918.84166966037,1469.5750967771498,1733.61380001751,0.19825562497135252
80,2025-03-22,3,14679.391739695715,135.04129650540438,0.0,0.0,14814.43303620112,0.0,26994.959918944485,1733.61380001751,1839.6833968243218,0.20747087500058115
81,2025-03-23,3,38979.188714309064,526.1484485297492,0.0,0.0,39505.33716283881,0.0,37930.525620491404,1839.6833968243218,1520.921503017775,0.21212920907419175
82,2025-03-24,3,34768.20004004975,3128.44181722235,0.0,0.0,37896.6418572721,0.0,40162.60364280005,1520.921503017775,1506.9611866465252,0.21815624996088445
83,2025-03-25,3,39701.69602094169,479.56796912220426,0.0,284.4826789771119,40465.74666904101,59.011576634993936,41184.016603581156,1506.9611866465252,1620.9190371404577,0.21268191596027464
84,2025-03-26,3,35386.797164876945,688.643592432411,0.0,0.0,36075.440757309356,0.0,38850.34771576146,1620.9190371404577,1717.9727519265334,0.21572754194494337
85,2025-03-27,3,36069.41584808832,1487.47717200962,0.0,0.0,37556.89302009794,0.0,37289.42592920497,1717.9727519265334,1575.286162056563,0.21589524997398257
86,2025-03-28,3,14351.548674910046,75.37632402068884,0.0,0.0,14426.924998930735,0.0,27667.576178270865,1575.286162056563,1641.0122797503332,0.1938217079732567
87,2025-03-29,3,13312.848671391017,1177.9837963474642,0.0,60.52034380396668,14551.352811542447,13.768719563729658,26509.575426394113,1641.0122797503332,1324.7247216762491,0.1979736250359565
88,2025-03-30,3,36363.26809299543,0.0,0.0,0.0,36363.26809299543,0.0,38946.960271118616,1324.7247216762491,1717.303844271005,0.2074695419287309
89,2025-03-31,3,32277.962942816306,5165.130313116213,0.0,0.0,37443.09325593252,0.0,37872.47384905435,1717.303844271005,1844.6492260391012,0.22151912504341453
90,2025-04-01,3,37689.46737360774,1030.8391225092296,0.0,0.0,38720.30649611697,0.0,36222.726024449454,1844.6492260391012,1549.6564476891442,0.24593525007367134
91,2025-04-02,3,34238.757768471325,4967.088217316265,0.0,854.9359813637853,40060.78196715137,122.55389641109309,37986.31963068042,1549.6564476891442,1462.8488073558158,0.2453312500147149
92,2025-04-03,3,38447.10357432009,28.347710517429064,0.0,0.0,38475.451284837516,0.0,38650.85021039339,1462.8488073558158,1685.5342407940789,0.22317716700490564
93,2025-04-04,3,12903.71614805432,526.6031766471978,0.0,0.0,13430.319324701519,0.0,26311.505527004636,1685.5342407940789,1551.4540317757248,0.25559420802164823
94,2025-04-05,3,12762.674222060588,968.9074883622307,0.0,0.0,13731.581710422819,0.0,25902.270572669753,1551.4540317757248,1277.4021645565783,0.2666319579584524
95,2025-04-06,3,34228.981634528434,990.4151125001192,0.0,1050.3601923514198,36269.75693937998,185.70347529319002,38108.28777280952,1277.4021645565783,1428.5600195291252,0.23223829094786197
96,2025-04-07,3,31038.347972218387,2769.68188346941,0.0,565.267121159096,34373.29697684689,147.30505955724513,37914.88620137666,1428.5600195291252,1200.0,0.2254147499334067
97,2025-04-08,3,36458.701639600964,443.6527370661313,0.0,0.0,36902.35437666709,0.0,38653.24733168018,1200.0,1292.8648595610407,0.2541162921115756
98,2025-04-09,3,33163.158256706134,5074.395792179559,0.0,0.0,38237.55404888569,0.0,40076.0537542709,1292.8648595610407,1295.5203704272292,0.23889949999284
99,2025-04-10,3,34275.35607119877,1056.5520100802037,0.0,846.2469422128547,36178.155023491825,168.82601674357215,38432.33429971052,1295.5203704272292,1511.6531945605432,0.22747095802333206
100,2025-04-11,3,12129.164017920195,996.4244096138098,0.0,112.18944438004358,13237.777871914046,18.352600094886895,25921.652671470572,1511.6531945605432,1250.7494619218478,0.2377065409673378
101,2025-04-12,3,13359.064676630089,76.78549850156452,0.0,0.0,13435.850175131653,0.0,24970.85474842816,1250.7494619218478,1618.7500904066628,0.201862332993187
102,2025-04-13,3,30921.572122905956,4334.337997382161,0.0,0.0,35255.91012028812,0.0,37985.429199764796,1618.7500904066628,1522.4966434680907,0.211452417075634
103,2025-04-14,3,33251.088130540105,0.0,0.0,690.3161387499485,33941.404269290055,111.59134249358229,36883.95117868211,1522.4966434680907,1442.124337019674,0.22388383408542722
104,2025-04-15,3,29953.543524495806,2816.547913728975,0.0,562.7713328584192,33332.86277108319,112.5378680431555,35964.2681102513,1442.124337019674,1569.8855807675127,0.2078902079956606
105,2025-04-16,3,31117.75452013162,4429.477001276625,0.0,321.46543082965843,35868.69695223791,141.82727071532778,37515.43561341199,1569.8855807675127,1200.0,0.20834129198919982
106,2025-04-17,3,32465.25327286847,1467.987634010843,0.0,326.982747376896,34260.22365425622,47.542366797923364,36571.70585972108,1200.0,1484.3798200889764,0.21062799997162074
107,2025-04-18,3,11914.617321013175,607.5439940782708,0.0,0.0,12522.161315091445,0.0,24761.413644469496,1484.3798200889764,1638.2630198407596,0.20032558403909206
108,2025-04-19,3,11294.642460579635,669.2855364961241,0.0,1181.5281573158554,13145.456154391615,239.39381163323986,24887.47253125393,1638.2630198407596,1335.5838416301651,0.20497445797082037
109,2025-04-20,3,30022.911316773512,4385.242521529084,0.0,610.2933137861779,35018.447152088775,123.73123066643893,37168.5861600927,1335.5838416301651,1466.3122865216517,0.20921125006861985
110,2025-04-21,3,32800.487140509416,74.72723581553234,0.0,108.56425072426647,32983.77862704922,21.996606366987432,35419.44791235906,1466.3122865216517,1280.358677478346,0.21512916695792228
111,2025-04-22,3,29477.31037222787,4480.312254089279,0.0,0.0,33957.62262631715,0.0,36068.04426336994,1280.358677478346,1314.9714271804867,0.20150029193609953
112,2025-04-23,3,29097.6220730939,4444.974343014986,0.0,0.0,33542.596416108885,0.0,35386.08522670398,1314.9714271804867,1596.5993606704133,0.20035687496419996
113,2025-04-24,3,29895.04956983213,1612.3105337901145,0.0,191.43700905250006,31698.79711267474,44.53590772561296,35062.18395379146,1596.5993606704133,1326.0014857315418,0.20175241690594703
114,2025-04-25,3,12004.597149043073,0.0,0.0,0.0,12004.597149043071,0.0,23924.493933926653,1326.0014857315418,1723.0061328502672,0.2054491660092026
115,2025-04-26,3,11651.41396042673,7.886167342883901,0.0,153.0182275442344,11812.318355313848,40.896681674140225,24080.995954521662,1723.0061328502672,1209.320394464128,0.20017262501642108
116,2025-04-27,3,29081.584205771338,3812.8070700862554,0.0,0.0,32894.3912758576,0.0,36133.73152691821,1209.320394464128,1446.1328329479607,0.22128816694021225
117,2025-04-28,3,36077.40301108816,70.93080018073341,0.0,601.0353690434214,36749.369180312315,127.64488962763673,37527.759866451306,1446.1328329479607,1461.4275090459046,0.24654162488877773
118,2025-04-29,3,28901.843200773495,2778.693475621853,0.0,1051.9419937385592,32732.478670133904,150.79443717582558,33330.90279418821,1461.4275090459046,1541.0930064845265,0.24583404103759676
119,2025-04-30,3,29474.326452594578,905.6835047855282,0.0,1044.240409532528,31424.250366912638,211.214996696059,32853.32729545182,1541.0930064845265,1294.3600262698442,0.2302700000582263
120,2025-05-01,3,29804.798617750766,4643.318827385421,0.0,8751.955798391327,43200.07324352751,1785.3483763685704,35768.642520385445,1294.3600262698442,1200.0,0.2423553749686107
121,2025-05-02,3,13665.299360091834,958.6154986546115,0.0,3160.871439860065,17784.786298606512,580.9543843775997,25243.569194562944,1200.0,1645.026085508763,0.22912945796269923
122,2025-05-03,3,13067.30062375341,701.8936345121544,0.0,5423.224306885591,19192.418565151158,939.5021109253569,23897.584306340923,1645.026085508763,1461.5565465318634,0.22117762500420213
123,2025-05-04,3,31568.607852289984,695.2867827156355,0.0,4609.862185777265,36873.75682078288,895.3223136916391,32865.776999081354,1461.5565465318634,1200.0,0.24324866605456918
124,2025-05-05,3,36179.53623175816,138.75192781013786,0.0,2050.9905760586016,38369.278735626904,357.4903755530976,35816.530624505314,1200.0,1372.6273162353034,0.2191334170056507
125,2025-05-06,3,30041.21656609806,5213.987507847627,0.0,2580.5279586467573,37835.732032592445,629.6616590365356,36202.98184513963,1372.6273162353034,1200.0,0.20872012502513826
126,2025-05-07,3,34456.37882136591,1930.9205064918215,0.0,456.73218272843667,36844.031510586174,65.47192986359471,36682.0536873434,1200.0,1990.8335155577854,0.20903545804321766
127,2025-05-08,3,35479.32007581913,1284.048888947511,0.0,554.3650959583329,37317.73406072497,82.43748333333326,35799.14879975507,1990.8335155577854,2475.920584321028,0.22426466597244143
128,2025-05-09,3,13666.054508523637,358.6042901989173,0.0,0.0,14024.658798722554,0.0,23857.198128619824,2475.920584321028,2071.50518943444,0.20723091601394117
129,2025-05-10,3,13114.24467537647,1183.0264502885339,0.0,0.0,14297.271125665004,0.0,23809.44198578926,2071.50518943444,1628.6178621713807,0.2073669999372214
130,2025-05-11,3,34468.206625519335,1405.7459563273123,0.0,277.3610394583323,36151.31362130498,41.18071666666651,35023.24803676761,1628.6178621713807,2199.9312526231165,0.2197262910194695
131,2025-05-12,3,31459.715907216916,3655.0903069183537,0.0,0.0,35114.80621413527,0.0,30751.53333712328,2199.9312526231165,2721.192458292878,0.2216228749603033
132,2025-05-13,3,34144.8762620942,1030.2372849682774,0.0,0.0,35175.11354706248,0.0,32723.62242383376,2721.192458292878,2404.2053108237096,0.21440950001124293
133,2025-05-14,3,33543.12136602653,2086.1847713344414,0.0,0.0,35629.30613736097,0.0,33111.546055771,2404.2053108237096,1787.086769762624,0.21130912494845688
134,2025-05-15,3,33839.34269859707,847.2159972850336,0.0,0.0,34686.55869588211,0.0,34944.43809061144,1787.086769762624,2205.078796559409,0.21173766697756946
135,2025-05-16,3,13743.200156102896,216.10451489364561,0.0,0.0,13959.30467099654,0.0,23158.09605692759,2205.078796559409,2411.4672774714318,0.20234837499447167
136,2025-05-17,3,13671.674745324313,609.7332052303195,0.0,0.0,14281.407950554632,0.0,23030.387843418284,2411.4672774714318,2024.6450733601332,0.19954554096329957
137,2025-05-18,3,34362.62402601159,10.128839803070388,0.0,0.0,34372.75286581466,0.0,34580.94144781747,2024.6450733601332,1660.524620241223,0.2131315420847386
138,2025-05-19,3,30760.130574436807,1798.0828030224031,0.0,533.8661983333332,33092.079575792544,79.23649999999998,33375.63967922088,1660.524620241223,1760.215086390068,0.20973987504839897
139,2025-05-20,3,31576.78239632091,4351.0130410714655,0.0,0.0,35927.79543739237,0.0,33630.5357009752,1760.215086390068,1957.1982447324951,0.21786770899780095
140,2025-05-21,3,31822.73553766759,2455.1090634825373,0.0,0.0,34277.84460115014,0.0,31449.697529897938,1957.1982447324951,2211.494832458933,0.23183366598095745
141,2025-05-22,3,31745.924277090377,1393.6761280749854,0.0,10.95317829974693,33150.55358346511,1.624016354028754,33414.35773241182,2211.494832458933,2045.6241131757033,0.22956837504170835
142,2025-05-23,3,12405.437517573866,1850.7318088740296,0.0,0.0,14256.169326447896,0.0,23271.827451930316,2045.6241131757033,2139.4290961924094,0.21968733298126608
143,2025-05-24,3,13241.687428696929,0.0,0.0,0.0,13241.687428696929,0.0,22615.353790733774,2139.4290961924094,2187.4434900247084,0.21116574993357062
144,2025-05-25,3,31474.499318781505,2521.288832101638,0.0,0.0,33995.78815088315,0.0,31520.93796974672,2187.4434900247084,2607.8545421680055,0.23101287509780377
145,2025-05-26,3,31422.15486107547,5372.2279784403745,0.0,0.0,36794.38283951585,0.0,32271.580991027287,2607.8545421680055,2447.353969271911,0.233702625031583
146,2025-05-27,3,30398.40455403283,1023.3882857117392,0.0,2004.6778522399647,33426.470691984534,374.7397476661378,31763.83823344137,2447.353969271911,1380.347426686033,0.24121445894706994
147,2025-05-28,3,31785.619012867683,2905.1669515154563,0.0,0.0,34690.78596438315,0.0,34860.093130302004,1380.347426686033,2211.7537328665326,0.24416929192375392
148,2025-05-29,3,31812.78310228886,4500.44193406804,0.0,119.77769558333291,36433.00273194023,17.81743333333327,35129.84613635156,2211.7537328665326,2611.7257551473235,0.2157762919086963
149,2025-05-30,3,13530.95316376035,490.69849829987504,0.0,0.0,14021.651662060223,0.0,22982.533936482556,2611.7257551473235,2701.8706648922303,0.2693600000347942
150,2025-05-31,3,14281.13741133152,0.0,0.0,0.0,14281.137411331518,0.0,23660.552570922828,2701.8706648922303,2072.596596897123,0.21395741705782712
151,2025-06-01,3,40377.565832266795,6431.71875519659,0.0,7273.208983699466,54082.49357116285,1752.5018920008997,35737.61124881006,2072.596596897123,1200.0,0.2214807909913361
152,2025-06-02,3,45285.17477557313,3259.3855657767112,0.0,143.15568919903902,48687.71603054888,21.23518284063789,39280.25969745207,1200.0,1860.065011763034,0.2207054579630494
153,2025-06-03,3,42153.985163717996,3911.869269631483,0.0,504.1973403473357,46570.05177369682,74.8012644718433,37490.475353811154,1860.065011763034,1422.3354345836683,0.2264168750261888
154,2025-06-04,3,49278.947678577744,13.842542820126951,0.0,2895.6135867967037,52188.40380819458,669.7872905355597,37316.72786045843,1422.3354345836683,1200.0,0.22261758300010115
155,2025-06-05,3,41340.839606558744,4901.506029956283,0.0,4880.026928059315,51122.37256457434,903.9170220640816,40547.539827130866,1200.0,1200.0,0.2261034999974072
156,2025-06-06,3,19148.299355595882,3461.6259020564994,0.0,0.0,22609.92525765238,0.0,25441.06260931414,1200.0,2268.9051332830636,0.20057166705373675
157,2025-06-07,3,16229.27435914355,3444.828018311511,0.0,3457.142486118427,23131.244863573487,613.8173725830679,24661.202447344695,2268.9051332830636,2147.9172354613543,0.1981149170314893
158,2025-06-08,3,44934.379434331946,1379.6817718807742,0.0,0.0,46314.06120621272,0.0,33866.98905451436,2147.9172354613543,3805.0887920904092,0.2221474580001086
159,2025-06-09,3,47702.036108511216,150.73015355949923,0.0,0.0,47852.76626207071,0.0,38280.45081488463,3805.0887920904092,3296.404052158675,0.22054912499152124
160,2025-06-10,3,41709.00787236825,7464.286526145064,0.0,0.0,49173.29439851332,0.0,39195.8347347885,3296.404052158675,2862.500877311631,0.22465062502305955
161,2025-06-11,3,48013.13993669649,5317.80736629835,0.0,971.3303495050994,54302.27765249994,201.29456750028262,43747.623846600254,2862.500877311631,4152.82094509002,0.23996466700918972
162,2025-06-12,3,45980.24052487299,1830.387843884621,0.0,0.0,47810.62836875761,0.0,38800.70039790546,4152.82094509002,3193.9989382705635,0.2778883749851957
163,2025-06-13,3,20594.12208471432,31.108118492460914,0.0,0.0,20625.230203206782,0.0,23025.852715091085,3193.9989382705635,3063.7829696956974,0.22133125003892928
164,2025-06-14,3,18658.409957196644,243.16377969937759,0.0,476.50857627670445,19378.082313172723,117.79314842314373,24570.597907810676,3063.7829696956974,2210.0777569103534,0.24559408298227936
165,2025-06-15,3,40243.27142646693,9601.503984319344,0.0,0.0,49844.77541078627,0.0,41280.72676495256,2210.0777569103534,3706.8849962063045,0.2625042909057811
166,2025-06-16,3,44209.76988359209,5297.800487899327,0.0,0.0,49507.57037149141,0.0,38580.63191542705,3706.8849962063045,3369.9862514569163,0.26171025005169213
167,2025-06-17,3,46183.92933828449,3430.872681245336,0.0,47.63636984646879,49662.43838937629,7.066138077055371,43071.639560275595,3369.9862514569163,2824.6953744214784,0.27816033305134624
168,2025-06-18,3,43604.40893860888,4378.827708485616,0.0,230.13635805258983,48213.37300514709,34.13979499370862,38730.44547123619,2824.6953744214784,2798.661931683629,0.25049337500240654
169,2025-06-19,3,39356.881476566996,8021.79701996961,0.0,343.04822663335244,47721.726723169966,50.915949349180096,38652.09550930847,2798.661931683629,2769.874414450116,0.21442029206082225
170,2025-06-20,3,20501.99320199035,157.37944363683877,0.0,0.0,20659.372645627187,0.0,22757.718064757006,2769.874414450116,3438.9618866253663,0.18980533303692937
171,2025-06-21,3,16418.111246861685,791.3053024493081,0.0,734.1891093234162,17943.60565863441,176.88965425076748,24621.65292808216,3438.9618866253663,2303.2169211974337,0.19241133297327906
172,2025-06-22,3,40663.65102902625,5382.556376601806,0.0,0.0,46046.207405628054,0.0,38663.70026423974,2303.2169211974337,2885.5786247702977,0.2203035830752924
173,2025-06-23,3,39995.764269540894,5839.806757051466,0.0,0.0,45835.57102659236,0.0,36853.573446000846,2885.5786247702977,2228.7286359082473,0.2183537910459563
174,2025-06-24,3,46927.46669982595,4668.295659539108,0.0,312.2495105443802,51908.011869909446,77.80862621281548,43928.88930886028,2228.7286359082473,3192.6460159822655,0.22005324997007847
175,2025-06-25,3,40805.87017515829,5654.621786462121,0.0,92.88251036532601,46553.374471985735,13.795115158967178,37205.19731093416,3192.6460159822655,2285.6723531421335,0.22609825001563877
176,2025-06-26,3,40333.45589580093,5034.1309141103975,0.0,366.2328952978693,45733.8197052092,54.325610118564555,39365.14705782691,2285.6723531421335,2300.1625649097123,0.20780075003858656
177,2025-06-27,3,19084.695124019727,21.504289167823018,0.0,0.0,19106.199413187547,0.0,23263.012920238503,2300.1625649097123,2449.7641822745763,0.19940291706006974
178,2025-06-28,3,15296.659408714415,2157.8496936614624,0.0,1516.9596298341949,18971.468732210073,342.960995624384,24204.99564932599,2449.7641822745763,1684.154177223769,0.20531658409163356
179,2025-06-29,3,39423.43930657003,10020.65395848846,0.0,0.0,49444.09326505849,0.0,38735.91377798628,1684.154177223769,3871.835218319995,0.22230041702277958
180,2025-06-30,3,40859.957046764146,4208.510795927294,0.0,779.1167725088699,45847.58461520031,115.61678298297954,38318.40694356974,3871.835218319995,2169.2868133338247,0.2172547080554068
181,2025-07-01,3,37746.50174981731,21156.25756667735,0.0,7230.282277184554,66133.04159367921,1572.5241474243446,36262.5140530396,2169.2868133338247,1200.0,0.22212408401537687
182,2025-07-02,3,44958.637734101714,5625.537398245584,0.0,266.4140721886714,50850.58920453597,39.412423434688435,34827.688061235305,1200.0,2336.326640621427,0.2087692910572514
183,2025-07-03,3,47795.54022699628,7372.725731115252,0.0,351.34014269508486,55519.60610080662,50.928740840067576,38323.64994795492,2336.326640621427,2206.163443933752,0.2179540420183912
184,2025-07-04,3,22179.62555840634,2212.0919692965826,0.0,470.62409253438307,24862.341620237305,117.26658342421726,25169.342736075323,2206.163443933752,1914.6122120895477,0.3556727080140263
185,2025-07-05,3,20205.32916302878,5449.164321463478,0.0,3443.6116739106687,29098.105158402926,669.4489085803996,24247.706195468192,1914.6122120895477,1200.0,0.34242287499364465
186,2025-07-06,3,47433.02252978641,7962.8267129687565,0.0,1832.0139373235327,57227.86318007869,292.0393167402318,42291.311021866524,1200.0,1219.1877578803849,0.2887938329949975
187,2025-07-07,3,48492.38612888719,568.7315421550861,0.0,353.7592062346085,49414.87687727689,52.3886260591928,36051.140890780094,1219.1877578803849,2058.1945861420068,0.38124625000637025
188,2025-07-08,3,52828.99342092368,3236.5418682735944,0.0,0.0,56065.53528919728,0.0,38280.1594715062,2058.1945861420068,4654.243769991123,0.2882427499862388
189,2025-07-09,3,49420.67928871738,2653.898368596932,0.0,0.0,52074.57765731431,0.0,34701.57277670594,4654.243769991123,3400.8550103295356,0.30378770898096263
190,2025-07-10,3,45722.01494527706,5157.414949710865,0.0,120.92793834277455,51000.35783333071,17.93783851409546,36821.44031039362,3400.8550103295356,2922.320236710631,0.3050669999793172
191,2025-07-11,3,29878.2088252432,14.537875720753178,0.0,0.0,29892.746700963955,0.0,23305.488452941976,2922.320236710631,4353.549970794419,0.2778299159836024
192,2025-07-12,3,22367.89232963871,1929.5942414437309,0.0,418.31160649205424,24715.798177574496,168.99978972244372,25249.006630779106,4353.549970794419,1555.3057243824014,0.2153803330147639
193,2025-07-13,3,48461.97887655619,2059.5116359835815,0.0,38.02490060118383,50559.51541314096,5.656363049636866,36177.9217436055,1555.3057243824014,2804.3274579874683,0.22741008398588747
