scenario,date,period,emergency_kwh
2,2025-06-06,06:10-07:40,991.5900470919646
2,2025-06-06,19:40-22:00,4423.424319464295
2,2025-06-06,22:10-22:30,191.53675660145052
2,2025-06-06,22:40-24:00,690.4439353122438
2,2025-06-07,06:20-07:40,747.148810113455
2,2025-06-07,20:10-22:00,2250.3252173475817
2,2025-06-07,22:10-23:00,514.9775083076202
2,2025-06-07,23:10-23:50,278.4150069629816
2,2025-06-08,19:00-19:20,6.350244654530798
2,2025-06-08,19:30-19:40,0.7659776081645759
2,2025-06-08,20:00-20:10,4.126582743856488
2,2025-06-09,18:50-19:10,47.4653207586872
2,2025-06-09,19:30-19:50,20.531755945241457
2,2025-06-09,20:20-20:40,435.5148465248196
2,2025-06-10,19:00-19:20,30.884036336510462
2,2025-06-10,19:50-20:10,24.72790124871142
2,2025-06-11,09:40-10:50,1121.2881975516004
2,2025-06-11,18:50-19:00,2.6504112148239756
2,2025-06-11,19:20-19:30,22.489781904840356
2,2025-06-11,20:30-20:40,102.32083077390166
2,2025-06-12,无,0.0
2,2025-06-13,无,0.0
2,2025-06-14,无,0.0
2,2025-06-15,19:30-19:50,3.5059220820294286
2,2025-06-15,20:20-20:40,38.77891681557685
2,2025-06-16,19:10-19:20,3.492530424265965
2,2025-06-16,20:00-20:10,10.782882932371649
2,2025-06-17,19:20-19:40,57.880825349125416
2,2025-06-17,20:20-20:40,284.3065350064046
2,2025-06-18,19:50-20:00,23.463565140809237
2,2025-06-18,20:20-20:30,21.61970680142224
2,2025-06-19,19:10-19:30,105.22585613928413
2,2025-06-20,无,0.0
2,2025-06-21,无,0.0
2,2025-06-22,19:00-19:30,47.746109790048195
2,2025-06-22,19:50-20:00,11.65223263566611
2,2025-06-22,20:30-20:40,8.680052249562664
2,2025-06-23,20:20-20:40,5.24721566194205
2,2025-06-24,09:30-10:50,1779.761364011972
2,2025-06-24,19:00-19:20,16.045816456417242
2,2025-06-24,20:20-21:10,1033.8366011803025
2,2025-06-25,18:50-19:00,8.474600869060737
2,2025-06-26,19:00-19:10,19.187222532559076
2,2025-06-26,19:30-19:50,32.58593039162838
2,2025-06-27,无,0.0
2,2025-06-28,无,0.0
2,2025-06-29,19:00-19:10,7.839516688877779
2,2025-06-30,18:50-19:00,60.43956337888437
2,2025-06-30,19:30-19:40,21.73000791132813
2,2025-07-01,09:40-10:10,316.3976109481137
2,2025-07-01,18:50-22:00,1836.8599477571388
2,2025-07-01,22:10-24:00,871.5077827484198
2,2025-07-02,08:30-09:50,995.5586934646986
2,2025-07-02,18:50-20:10,765.89290061763
2,2025-07-02,20:20-21:40,1995.0422230566544
2,2025-07-02,22:10-24:00,994.5662304530078
2,2025-07-03,07:50-10:30,3663.8465218484343
2,2025-07-03,18:50-22:00,8645.370638498262
2,2025-07-03,22:10-24:00,856.4894305521912
2,2025-07-04,01:20-05:30,2068.313531720549
2,2025-07-04,06:00-07:20,1418.7795148523505
2,2025-07-04,20:10-22:00,2647.9854820749442
2,2025-07-04,22:10-24:00,1061.957820748149
2,2025-07-05,00:00-00:10,42.842443622777864
2,2025-07-05,01:30-05:30,1798.0209274011652
2,2025-07-05,05:50-07:30,1514.519945799354
2,2025-07-05,20:00-22:00,3113.112630812704
2,2025-07-05,22:10-24:00,941.6323465639351
2,2025-07-06,08:00-09:40,2432.4945229297437
2,2025-07-06,09:50-10:10,195.30286666666666
2,2025-07-06,18:50-22:00,8276.82116392494
2,2025-07-06,22:10-24:00,1181.1350685696439
2,2025-07-07,08:20-09:20,964.152879270948
2,2025-07-07,18:50-22:00,1972.316506261861
2,2025-07-07,22:10-22:50,443.62404210762554
2,2025-07-07,23:00-23:50,346.7933156043768
2,2025-07-08,18:50-19:00,45.88982889967997
2,2025-07-08,20:30-20:40,22.702124104398195
2,2025-07-09,19:20-19:40,43.60733869085038
2,2025-07-10,18:50-19:10,13.131655931459136
2,2025-07-10,19:20-19:30,20.728401651753302
2,2025-07-10,20:20-20:30,2.700662323679353
2,2025-07-11,无,0.0
2,2025-07-12,无,0.0
2,2025-07-13,19:10-19:30,60.10890453697323
2,2025-07-13,19:50-20:00,37.068865090356894
2,2025-07-14,18:50-19:00,11.497886781028
2,2025-07-14,19:20-19:30,3.719443794214385
2,2025-07-15,19:10-19:20,7.171490212782601
2,2025-07-16,18:50-19:00,6.438714230895357
2,2025-07-16,20:00-20:10,24.313744931413794
2,2025-07-17,20:00-20:10,10.854894900289764
2,2025-07-18,无,0.0
2,2025-07-19,无,0.0
2,2025-07-20,无,0.0
2,2025-07-21,无,0.0
2,2025-07-22,19:50-20:10,55.38269542718524
2,2025-07-23,19:10-19:20,1.442606981714448
2,2025-07-23,19:30-19:40,1.94985188893736
2,2025-07-24,无,0.0
2,2025-07-25,无,0.0
2,2025-07-26,无,0.0
2,2025-07-27,09:20-09:30,13.39402592831876
2,2025-07-27,18:50-19:00,7.757593507026286
2,2025-07-28,无,0.0
2,2025-07-29,18:50-19:10,61.3317508815237
2,2025-07-29,20:30-20:40,0.7621715126398385
2,2025-07-30,无,0.0
2,2025-07-31,20:20-20:40,9.707784737804445
2,2025-08-01,无,0.0
2,2025-08-02,无,0.0
2,2025-08-03,19:00-20:10,232.23039076893292
2,2025-08-03,21:30-22:00,39.130092547089845
2,2025-08-03,22:10-22:20,98.12960571855899
2,2025-08-03,22:30-22:50,102.96169838179395
2,2025-08-04,18:50-19:00,53.12078551569641
2,2025-08-04,19:50-20:10,19.93500830787093
2,2025-08-05,19:40-19:50,16.66188832365981
2,2025-08-05,20:00-20:10,9.594139057133248
2,2025-08-06,20:00-20:10,8.137613554804716
2,2025-08-06,20:30-20:40,345.08634956276757
2,2025-08-06,21:10-21:30,43.513135024043635
2,2025-08-06,21:40-22:00,21.478424138050453
2,2025-08-06,22:30-22:40,34.928855426571445
2,2025-08-06,23:50-24:00,52.0900423462587
2,2025-08-07,18:50-19:00,1.1112069865223475
2,2025-08-07,20:00-20:10,23.907759334616117
2,2025-08-08,无,0.0
2,2025-08-09,无,0.0
2,2025-08-10,20:20-20:40,33.36520608446642
2,2025-08-11,19:00-19:40,164.98655463585862
2,2025-08-11,20:00-20:10,17.31521400309623
2,2025-08-11,20:30-20:40,4.718125976962483
2,2025-08-12,19:00-19:40,170.85641366077027
2,2025-08-12,20:20-21:00,137.37140313830616
2,2025-08-13,18:50-19:30,182.80213045388962
2,2025-08-13,20:20-20:40,41.18418341604968
2,2025-08-14,18:50-19:20,131.2435306493004
2,2025-08-14,20:20-21:20,410.8225920134196
2,2025-08-14,21:30-21:40,26.315573409318603
2,2025-08-15,无,0.0
2,2025-08-16,20:30-20:40,142.63908995347197
2,2025-08-17,19:00-19:50,205.03285881560532
2,2025-08-17,20:20-20:30,3.018514333081839
2,2025-08-18,19:00-19:20,59.095765268538
2,2025-08-18,19:40-20:00,46.70832745381847
2,2025-08-18,20:20-20:40,120.8488549469547
2,2025-08-19,19:20-19:40,92.13748664987895
2,2025-08-19,19:50-20:10,59.99840265105877
2,2025-08-20,08:50-09:30,616.1258720484042
2,2025-08-20,19:00-19:20,12.01809234394591
2,2025-08-20,19:30-20:10,232.69418896970672
2,2025-08-21,19:10-20:10,46.03738362107822
2,2025-08-21,20:20-20:30,20.941250032373773
2,2025-08-21,22:10-22:30,26.774251293217844
2,2025-08-22,20:30-20:40,595.181578113537
2,2025-08-22,20:50-21:30,83.10632054493871
2,2025-08-22,22:10-22:40,212.14468350165203
2,2025-08-23,无,0.0
2,2025-08-24,18:50-19:00,18.045082010795113
2,2025-08-24,19:40-20:10,22.48588109091554
2,2025-08-24,20:30-20:40,6.689202828939074
2,2025-08-25,19:20-19:40,103.11100909201173
2,2025-08-25,20:00-20:10,7.573089135886562
2,2025-08-25,20:30-20:40,375.45245484950755
2,2025-08-25,23:20-23:30,1.810828194510016
2,2025-08-26,19:00-19:10,25.57959708009264
2,2025-08-26,20:30-20:40,43.41841009347786
2,2025-08-27,18:50-19:00,39.24672942450104
2,2025-08-27,19:20-19:30,13.365787445877345
2,2025-08-27,20:30-20:40,20.75519047368641
2,2025-08-28,18:50-19:10,84.53991338657931
2,2025-08-28,19:50-20:10,97.97162981903466
2,2025-08-29,无,0.0
2,2025-08-30,20:40-20:50,19.178811013173824
2,2025-08-30,22:30-22:50,36.00776322060661
2,2025-08-30,23:20-23:40,69.17588557457987
2,2025-08-30,23:50-24:00,1.2891656602180914
2,2025-08-31,19:00-19:30,122.67519680789962
2,2025-08-31,19:50-20:10,51.30305850514378
2,2025-08-31,20:30-20:40,27.948872088057556
2,2025-09-01,无,0.0
2,2025-09-02,无,0.0
2,2025-09-03,无,0.0
2,2025-09-04,无,0.0
2,2025-09-05,无,0.0
2,2025-09-06,无,0.0
2,2025-09-07,无,0.0
2,2025-09-08,20:20-20:40,984.4332580216007
2,2025-09-08,21:30-21:50,23.477806437630015
2,2025-09-09,20:10-20:20,9.099616666666634
2,2025-09-10,08:50-09:40,501.1437220484021
2,2025-09-10,20:10-20:40,1980.9442956967027
2,2025-09-11,21:10-21:40,96.56281987896861
2,2025-09-12,07:20-07:40,136.31921733746145
2,2025-09-13,无,0.0
2,2025-09-14,20:30-21:00,818.0840220678549
2,2025-09-14,22:10-22:30,120.18200264462575
2,2025-09-14,23:00-23:30,109.35578131202055
2,2025-09-15,19:40-19:50,1.1717666666665991
2,2025-09-15,20:30-20:50,20.605799465802193
2,2025-09-16,19:10-19:20,8.238266666666732
2,2025-09-16,20:40-20:50,4.498095424513842
2,2025-09-16,21:40-22:00,10.429682787094741
2,2025-09-17,无,0.0
2,2025-09-18,20:30-21:00,148.8548553510584
2,2025-09-18,21:30-21:50,91.12063111385896
2,2025-09-19,无,0.0
2,2025-09-20,07:20-07:50,207.9487528036301
2,2025-09-21,20:30-20:40,76.37408446014535
2,2025-09-21,21:10-21:20,26.215947669446845
2,2025-09-21,21:30-21:50,17.70923979209303
2,2025-09-22,19:50-20:00,10.906666666666524
2,2025-09-22,20:30-20:40,179.3183266132712
2,2025-09-22,21:10-22:00,166.72262883550513
2,2025-09-23,20:10-20:30,16.609366666666688
2,2025-09-23,21:20-21:40,32.84259186220788
2,2025-09-24,无,0.0
2,2025-09-25,18:50-19:00,15.371666666666556
2,2025-09-25,21:00-21:30,77.99094765255674
2,2025-09-26,无,0.0
2,2025-09-27,07:20-07:40,47.68213217525299
2,2025-09-27,21:30-21:50,111.11146284680243
2,2025-09-27,23:30-24:00,60.569110457129156
2,2025-09-28,08:50-09:50,480.84876954575077
2,2025-09-28,19:20-19:30,5.868333333333339
2,2025-09-29,06:00-06:10,20.39463333333333
2,2025-09-29,20:30-20:40,5.620383333333393
2,2025-09-30,20:00-20:10,29.69337061920703
2,2025-10-01,无,0.0
2,2025-10-02,无,0.0
2,2025-10-03,无,0.0
2,2025-10-04,07:00-07:40,615.8553085166583
2,2025-10-05,无,0.0
2,2025-10-06,无,0.0
2,2025-10-07,无,0.0
2,2025-10-08,20:30-20:50,40.10242000259814
2,2025-10-08,21:20-21:30,6.795091459209194
2,2025-10-09,20:30-21:00,364.4893392911954
2,2025-10-10,22:30-23:00,47.422183503721314
2,2025-10-11,无,0.0
2,2025-10-12,06:00-06:10,20.929933333333338
2,2025-10-12,20:30-20:40,166.53208530611096
2,2025-10-12,23:40-24:00,15.292709351396296
2,2025-10-13,无,0.0
2,2025-10-14,09:20-09:40,113.12218608794254
2,2025-10-15,无,0.0
2,2025-10-16,20:20-20:40,851.3534816989903
2,2025-10-17,无,0.0
2,2025-10-18,无,0.0
2,2025-10-19,09:20-09:40,88.58088269721465
2,2025-10-19,20:30-21:00,584.7892836426525
2,2025-10-19,21:20-21:40,54.92795878142661
2,2025-10-20,09:30-10:10,290.63235438592574
2,2025-10-21,无,0.0
2,2025-10-22,10:10-10:20,41.987404821834566
2,2025-10-23,无,0.0
2,2025-10-24,无,0.0
2,2025-10-25,无,0.0
2,2025-10-26,无,0.0
2,2025-10-27,06:00-06:10,19.744933333333393
2,2025-10-28,无,0.0
2,2025-10-29,无,0.0
2,2025-10-30,06:00-06:10,3.6418333333332384
2,2025-10-31,无,0.0
2,2025-11-01,无,0.0
2,2025-11-02,20:30-20:40,63.998055988822784
2,2025-11-03,无,0.0
2,2025-11-04,05:50-06:10,28.83837405957513
2,2025-11-05,06:30-06:40,3.227683333333289
2,2025-11-06,09:50-10:40,460.06461652020437
2,2025-11-07,无,0.0
2,2025-11-08,无,0.0
2,2025-11-09,无,0.0
2,2025-11-10,无,0.0
2,2025-11-11,无,0.0
2,2025-11-12,06:20-06:30,11.773333333333312
2,2025-11-13,无,0.0
2,2025-11-14,无,0.0
2,2025-11-15,无,0.0
2,2025-11-16,无,0.0
2,2025-11-17,无,0.0
2,2025-11-18,无,0.0
2,2025-11-19,05:50-06:00,1.384999999999991
2,2025-11-20,无,0.0
2,2025-11-21,无,0.0
2,2025-11-22,无,0.0
2,2025-11-23,无,0.0
2,2025-11-24,06:00-06:10,18.839666666666517
2,2025-11-25,无,0.0
2,2025-11-26,06:00-06:10,32.99316666666664
2,2025-11-27,无,0.0
2,2025-11-28,无,0.0
2,2025-11-29,无,0.0
2,2025-11-30,06:00-06:10,6.062833333333401
2,2025-12-01,05:50-06:10,145.29346068935195
2,2025-12-01,07:50-08:10,95.28025785857619
2,2025-12-01,09:20-10:40,2820.0466473486213
2,2025-12-02,05:50-06:10,164.85483333333343
2,2025-12-02,07:50-08:20,180.90755265016207
2,2025-12-02,09:10-10:50,3789.6051189044033
2,2025-12-02,20:20-20:40,859.7217955576774
2,2025-12-02,21:00-21:30,56.105501305824134
2,2025-12-03,06:00-06:10,1.8146516669456787
2,2025-12-03,07:50-08:00,17.676057730972047
2,2025-12-03,09:40-10:40,1482.5430454504433
2,2025-12-03,20:30-21:00,498.5424537803552
2,2025-12-03,21:30-22:00,43.13330414650157
2,2025-12-04,05:50-06:10,143.48822208217769
2,2025-12-04,07:50-08:20,153.66085468541257
2,2025-12-04,09:00-10:50,3870.9429388640324
2,2025-12-04,20:30-20:50,140.58127919599633
2,2025-12-05,08:00-09:30,1338.283826475232
2,2025-12-05,20:10-20:50,1670.1679883496754
2,2025-12-05,21:40-22:00,60.961452323402156
2,2025-12-05,22:20-22:40,47.39838534226845
2,2025-12-05,23:20-23:40,84.70426269915815
2,2025-12-05,23:50-24:00,6.057533227606773
2,2025-12-06,08:10-09:50,1433.4350781616195
2,2025-12-06,19:50-20:50,2644.561037592278
2,2025-12-06,21:00-21:20,58.76407218839921
2,2025-12-06,21:30-21:40,145.5615704906436
2,2025-12-06,21:50-22:00,18.21161218896469
2,2025-12-07,06:00-06:10,27.597528930576914
2,2025-12-07,07:50-08:10,101.2131945610513
2,2025-12-07,09:40-10:40,1565.9292149398161
2,2025-12-07,20:30-21:00,256.35019742268923
2,2025-12-08,无,0.0
2,2025-12-09,07:50-08:10,36.37360399155739
2,2025-12-10,06:00-06:10,27.988720895004462
2,2025-12-11,06:00-06:10,4.660558370747253
2,2025-12-12,无,0.0
2,2025-12-13,无,0.0
2,2025-12-14,无,0.0
2,2025-12-15,无,0.0
2,2025-12-16,无,0.0
2,2025-12-17,无,0.0
2,2025-12-18,10:30-10:40,91.19563287344016
2,2025-12-19,无,0.0
2,2025-12-20,无,0.0
2,2025-12-21,无,0.0
2,2025-12-22,08:10-08:20,23.45914999999991
2,2025-12-22,21:20-21:30,13.256803080414052
2,2025-12-23,无,0.0
2,2025-12-24,07:50-08:00,25.042885809588483
2,2025-12-25,06:00-06:10,44.87632676457042
2,2025-12-25,20:30-20:40,0.16536654806066053
2,2025-12-26,无,0.0
2,2025-12-27,无,0.0
2,2025-12-28,07:50-08:10,44.964171899526264
2,2025-12-29,无,0.0
2,2025-12-30,08:00-08:10,23.61681145131456
2,2025-12-30,10:30-10:40,57.189741439966866
2,2025-12-31,22:10-22:20,13.9142225668204
