day,date,scenario,planned_cost,up_cost,down_refund,emergency_cost,total_cost,planned_kwh,final_regular_kwh,up_kwh,down_kwh,emergency_kwh,initial_soc,final_soc,seconds
75,2025-03-17,4-3,36014.87783356437,3049.890122440852,-488.7479766343592,0.0,38576.01997937086,59400.817779255885,60321.45836004814,3108.0690671866787,2187.4284863944126,0.0,1757.5217462550613,1604.317377517626,0.24968770798295736
76,2025-03-18,4-3,42547.164449414006,104.11623613757249,-1309.0621257390817,0.0,41342.2185598125,68050.57767021969,64001.574764249526,72.1720007967291,4121.1749067668925,0.0,1604.317377517626,1564.9875398749282,0.2800658750347793
77,2025-03-19,4-3,34919.31126579004,5681.80182204473,0.0,0.0,40601.113087834776,56654.24241276142,63017.10211100248,6362.859698241057,0.0,0.0,1564.9875398749282,1947.9534471359686,0.23620716691948473
78,2025-03-20,4-3,38898.24186315754,3390.3855630448015,-39.13629157469693,502.223379784312,42751.71451441194,61441.540090303606,63775.79950806261,2452.6368115492064,118.37739379020275,100.05774735855462,1947.9534471359686,1424.0525823697103,0.2710962080163881
79,2025-03-21,4-3,11458.033411763996,0.0,-49.96277629533897,0.0,11408.070635468659,28911.89214362489,28787.11910037289,0.0,124.77304325199776,0.0,1424.0525823697103,1357.8956850295476,0.22107016702648252
80,2025-03-22,4-3,11755.74350273361,113.70062660295218,0.0,0.0,11869.444129336562,29777.733347889338,29895.9130314941,118.17968360476047,0.0,0.0,1357.8956850295476,1763.8922833519748,0.23110874998383224
81,2025-03-23,4-3,39471.24633453376,796.3464023975826,-1024.5488960153002,0.0,39243.043840916034,64200.00956147509,61874.697573503654,443.2243996537137,2768.5363876251504,0.0,1763.8922833519748,1457.727333540404,0.2708680829964578
82,2025-03-24,4-3,35230.2875090352,3132.5355819350284,0.0,0.0,38362.82309097023,57428.53557028096,60744.8053508303,3316.269780549337,0.0,0.0,1457.727333540404,1485.6687429354613,0.3086550410371274
83,2025-03-25,4-3,40481.641411537494,1213.1620252447642,-1164.3128537839714,0.0,40530.4905829983,66554.86791303405,63444.92920200801,872.2180459142265,3982.156756940258,0.0,1485.6687429354613,1510.4270280413375,0.26667891698889434
84,2025-03-26,4-3,35917.32764277055,733.5281303085009,-140.28475145963247,0.0,36510.57102161941,58650.92997357238,58900.36064172171,588.948460591534,339.5177924422158,0.0,1510.4270280413375,1671.5398711821022,0.26121695898473263
85,2025-03-27,4-3,36394.317472674695,1353.1495570254542,0.0,0.0,37747.467029700136,58790.09737496331,60610.82082798458,1820.7234530212627,0.0,0.0,1671.5398711821022,1428.4050207394564,0.26628175005316734
86,2025-03-28,4-3,11402.882885997413,145.77650576247575,0.0,0.0,11548.659391759888,29201.034036593453,29345.587463825217,144.55342723176253,0.0,0.0,1428.4050207394564,1496.3564235896304,0.2331449999473989
87,2025-03-29,4-3,10508.682738424328,1058.7159365134619,0.0,85.37967217658881,11652.778347114378,27599.743562925207,28661.33239329068,1061.5888303654706,0.0,24.01707117858261,1496.3564235896304,1252.501722975052,0.23007125000003725
88,2025-03-30,4-3,36057.408720176245,521.7545243807076,-869.2961644466551,0.0,35709.86708011027,60916.35041299943,57752.347485490114,274.7758517901264,3438.778779299443,0.0,1252.501722975052,1455.7988378572843,0.25558804103638977
89,2025-03-31,4-3,32586.323716766146,5274.235695665103,0.0,0.0,37860.55941243125,53612.97235100574,59631.02825679497,6018.055905789227,0.0,0.0,1455.7988378572843,1796.8872697575816,0.26684424991253763
90,2025-04-01,4-3,39196.57682949313,1170.3445619010076,-499.066953653172,42.21819283753574,39910.07263057851,63777.44675721623,62642.40043027712,712.791772284555,1847.8380992236616,10.533481246890155,1796.8872697575816,1501.9918505137332,0.2555297079961747
91,2025-04-02,4-3,34851.45912540545,5436.255525018118,-0.7788761412199652,811.2047192919707,41098.140493574334,57532.15229709754,62850.851897747074,5320.247908255566,1.5483076060430676,121.8390987221344,1501.9918505137332,1410.9517568844026,0.2709348750067875
92,2025-04-03,4-3,39325.44782800488,34.943878693326845,-1451.5032590390035,0.0,37908.88844765921,63381.17472478812,58840.89033215151,25.337337565254074,4565.621730201863,0.0,1410.9517568844026,1406.6709976495895,0.25119958294089884
93,2025-04-04,4-3,10089.752237149007,408.1254327075521,0.0,0.0,10497.87766985656,27079.07792273184,27489.053254854523,409.97533212268473,0.0,0.0,1406.6709976495895,1319.254830273011,0.22985245799645782
94,2025-04-05,4-3,10053.188651252076,994.5584530788934,0.0,46.20340199203531,11093.950506323003,26328.33697065821,27291.040261375976,962.7032907177659,0.0,27.500804500337722,1319.254830273011,1200.0,0.2264074580743909
95,2025-04-06,4-3,34759.78510386318,1069.5758020103901,-126.74853548622698,1224.9027782466826,36927.515148634026,58220.368319391,58464.98040857453,829.5490343125932,584.9369451290547,218.3630350397981,1200.0,1362.5262441278546,0.26366449997294694
96,2025-04-07,4-3,31197.653724665448,2777.8504581655525,0.0,730.6708539695987,34706.1750368006,51925.963983597605,55008.78463088627,3082.820647288673,0.0,229.54899064851136,1362.5262441278546,1200.0,0.25191466708201915
97,2025-04-08,4-3,36869.45546153073,517.8469128020492,-1173.1856655215179,0.0,36214.116708811256,60564.389450834984,57269.69352702144,301.13829642462736,3595.834220238175,0.0,1200.0,1260.9286029596478,0.2665324159897864
98,2025-04-09,4-3,33244.31253369406,5886.742995042638,0.0,0.0,39131.05552873669,55155.828678306025,62248.605237095566,7092.776558789549,0.0,0.0,1260.9286029596478,1335.1073520211846,0.27108845801558346
99,2025-04-10,4-3,34624.12021147096,1531.9688280967935,-565.6915730310529,1160.963329376631,36751.360795913344,56262.63264260208,57046.55193664644,2053.296647531647,1269.377353487292,222.398771314982,1335.1073520211846,1383.0186006231775,0.26011154206935316
100,2025-04-11,4-3,9667.083461891143,865.4301959902783,0.0,161.57700837009236,10694.090666251515,25348.944220066613,26180.963525113526,832.0193050469163,0.0,114.91726968775306,1383.0186006231775,1200.0,0.22975558298639953
101,2025-04-12,4-3,10096.186682803405,413.0169420101088,-121.28044424116764,0.0,10387.923180572347,26644.84188695126,26740.855151335832,510.37979524466317,414.3665308600881,0.0,1200.0,1516.5893472128241,0.23554620891809464
102,2025-04-13,4-3,31557.300149503553,4335.041550104634,0.0,0.0,35892.3416996082,52106.98120946522,56401.983901357606,4295.002691892382,0.0,0.0,1516.5893472128241,1490.5788144546618,0.2643084169831127
103,2025-04-14,4-3,33119.54362204068,1957.586531578196,-774.5381071118682,1211.7823634062868,35514.374409913304,55218.682489958184,54442.784675989635,1039.3355418677015,1815.233355836255,187.31507680564164,1490.5788144546618,1435.9079446602075,0.2813907080562785
104,2025-04-15,4-3,29805.40389155469,2925.88711654595,0.0,543.237520858869,33274.528528959505,50469.47847363172,52796.254803157004,2326.776329525281,0.0,108.79005666732684,1435.9079446602075,1498.0007874233322,0.2583217080682516
105,2025-04-16,4-3,31503.361162289322,5006.18415347586,0.0,529.9140322077106,37039.45934797289,52231.94203083466,57496.797670925946,5264.855640091293,0.0,188.69016499891458,1498.0007874233322,1200.0,0.26698045909870416
106,2025-04-17,4-3,32437.052605681176,1555.5390626422036,0.0,330.9259974298859,34323.51766575326,53219.086132028286,55217.88342931386,1998.7972972855812,0.0,51.1675993974918,1200.0,1406.2000959883367,0.26754787494428456
107,2025-04-18,4-3,9397.52407208406,540.0479348240433,-15.800740722071787,31.76039369264592,9953.531659878676,25123.788557036183,25672.043142616185,589.1872708761775,40.932685296174895,14.462866082630995,1406.2000959883367,1390.810391840557,0.2844456670572981
108,2025-04-19,4-3,9219.383512854063,555.1655245924245,0.0,1095.7010869241878,10870.250124370674,24637.573307291445,25263.52380249551,625.9504952040695,0.0,303.7568286388464,1390.810391840557,1200.0,0.23225354205351323
109,2025-04-20,4-3,30076.55383404213,4555.798790165225,-34.553945938235,623.553635123855,35221.35231339297,50001.599672013625,54698.76183985183,4762.030366527566,64.86819868936487,123.73123066643939,1200.0,1276.2290735958975,0.2387687909649685
110,2025-04-21,4-3,32655.776687866306,103.43108235210374,-811.2522847929788,184.5498580776092,32132.50534350305,54486.203137507604,52284.56489236365,78.32952370912301,2279.9677688530787,47.465169045903174,1276.2290735958975,1219.657771938344,0.2968946249457076
111,2025-04-22,4-3,29661.9154906456,4643.488514522738,0.0,0.0,34305.40400516834,50452.05170801068,54484.99065141137,4032.9389434006916,0.0,0.0,1219.657771938344,1265.1745155680824,0.34731329197529703
112,2025-04-23,4-3,29629.376381790436,4564.319918109217,0.0,0.0,34193.69629989966,49426.216592233824,54213.25175429555,4787.035162061723,0.0,0.0,1265.1745155680824,1530.559985954587,0.2598591661080718
113,2025-04-24,4-3,30004.65591724489,1640.7551845252617,0.0,190.62725343514666,31836.038355205303,50056.68317076178,51397.37025138619,1340.6870806244115,0.0,44.50282729528009,1530.559985954587,1281.470754874253,0.2634071659995243
114,2025-04-25,4-3,9232.254823135452,243.32772696158028,-138.06064669791877,0.0,9337.521903399114,24759.52813767325,24599.34938980185,305.4528347000851,465.6315825714841,0.0,1281.470754874253,1394.521843094718,0.25385129102505744
115,2025-04-26,4-3,9280.044368375793,104.56461719042903,0.0,631.1493160195392,10015.75830158576,24536.101554648594,24678.427983012563,142.32642836396923,0.0,231.70744859040866,1394.521843094718,1200.0,0.229314332944341
116,2025-04-27,4-3,28894.552564599162,4016.385528742271,0.0,0.0,32910.93809334142,49288.97448641515,52044.69954538085,2755.725058965697,0.0,0.0,1200.0,1385.2186764246278,0.36134558299090713
117,2025-04-28,4-3,36654.31599108497,177.82606606945058,-476.7618485455088,471.36730207995885,36826.74751068887,61268.77007317652,60009.375802492985,144.33974790081987,1403.7340185843527,102.499548581901,1385.2186764246278,1301.1920472318354,0.2997414169367403
118,2025-04-29,4-3,28662.95960516904,2814.9648451714197,-33.92451031709149,997.9575852296024,32441.957525252976,48141.266232599504,50304.54822782464,2263.137054544759,99.8550593196203,150.79443717582387,1301.1920472318354,1422.9478330110571,0.2624635410029441
119,2025-04-30,4-3,29063.051817170362,1069.3431116597576,-7.24918814548156,1124.69758068493,31249.84332136957,48743.37979345417,49651.520102083,919.9747517689486,11.83444314012172,252.67170561015845,1422.9478330110571,1200.0,0.30015895795077085
120,2025-05-01,4-3,30674.027408445403,4837.0983867941495,0.0,8613.952638342766,44125.07843358231,50097.19685047599,53642.745897852015,3545.5490473760206,0.0,1771.9710167811127,1200.0,1200.0,0.26073983300011605
121,2025-05-02,4-3,10820.166702155453,1045.2126866836552,-19.890956827521336,3192.165774222747,15037.654206234332,26899.063165698048,27758.66393924066,923.30642167553,63.70564813291651,789.5588481558294,1200.0,1200.0,0.25982512498740107
122,2025-05-03,4-3,10276.422233471536,723.1773228147165,0.0,4537.98186599485,15537.581422281102,26859.51736157382,27492.80659558588,633.2892340120575,0.0,1150.8894761544311,1200.0,1200.0,0.23862362501677126
123,2025-05-04,4-3,32180.87375973897,3096.6208966270965,-289.89540685849187,4594.687188107839,39582.28643761542,51500.71785285657,52674.59241921712,1809.7207834909425,635.8462171303853,913.6775213911413,1200.0,1200.0,0.27131283294875175
