day,date,planned_cost,emergency_cost,total_cost,initial_soc,final_soc
138,2025-05-19,36273.375373589355,492.9260699427545,36766.30144353211,2643.360684574838,3485.5667860761646
139,2025-05-20,34752.133344766255,145.72210546392125,34897.85545023017,3485.5667860761646,1817.8945813824103
140,2025-05-21,37727.34682697357,0.0,37727.34682697356,1817.8945813824103,2788.8902307154003
141,2025-05-22,35226.26398804199,0.0,35226.263988041996,2788.8902307154003,2188.107448168673
142,2025-05-23,11993.487077683294,0.0,11993.487077683294,2188.107448168673,2501.9226992589297
143,2025-05-24,12565.299933185655,0.0,12565.299933185655,2501.9226992589297,2888.5002600394173
144,2025-05-25,34837.84409882757,233.12569036362336,35070.9697891912,2888.5002600394173,1913.0549399039057
145,2025-05-26,37221.32932776265,0.0,37221.32932776265,1913.0549399039057,3193.481390667961
146,2025-05-27,34908.64558443897,13.07369197707801,34921.71927641605,3193.481390667961,2519.7321593798733
147,2025-05-28,36028.010773709146,42.90879003288618,36070.91956374203,2519.7321593798733,3387.3430261185435
148,2025-05-29,35740.20183790493,112.45910145161709,35852.66093935655,3387.3430261185435,3314.660990562382
149,2025-05-30,14369.08450718696,0.0,14369.084507186963,3314.660990562382,10471.349919751647
150,2025-05-31,8708.041701863596,0.0,8708.041701863596,10471.349919751647,2048.714369002103
151,2025-06-01,39183.41959000102,85079.1587742184,124262.57836421944,2048.714369002103,1404.864609298643
152,2025-06-02,46778.57723001813,16207.059485500555,62985.636715518674,1404.864609298643,1865.2943617692067
153,2025-06-03,49477.82494768309,98.2434497702316,49576.068397453324,1865.2943617692067,1840.4732880729298
154,2025-06-04,49505.01317113514,1496.8168896462003,51001.83006078134,1840.4732880729298,1200.0
155,2025-06-05,52507.13933879425,323.44515200466014,52830.58449079891,1200.0,2117.776849773123
156,2025-06-06,19104.233194319626,13584.909683503385,32689.14287782301,2117.776849773123,7671.838407515976
157,2025-06-07,15536.847770007356,4757.1388460364915,20293.986616043847,7671.838407515976,5268.6335808204985
158,2025-06-08,60267.97705845633,6.0228981538239275,60273.999956610154,5268.6335808204985,6396.3564772131085
159,2025-06-09,56669.294792756715,0.0,56669.29479275671,6396.3564772131085,6429.436332294007
160,2025-06-10,55052.98741789765,85.75700329224138,55138.7444211899,6429.436332294007,5827.74557872417
161,2025-06-11,53360.11178377429,7101.208876256011,60461.32066003031,5827.74557872417,2013.5590525372386
162,2025-06-12,59740.641784767504,49.517710465617355,59790.15949523312,2013.5590525372386,4876.253752441673
163,2025-06-13,19913.516852443794,0.0,19913.516852443794,4876.253752441673,3332.043165139012
164,2025-06-14,21738.640162750704,0.0,21738.6401627507,3332.043165139012,5705.157627242291
165,2025-06-15,55678.67199951391,0.0,55678.6719995139,5705.157627242291,4604.528510953348
166,2025-06-16,56401.00115497835,383.8065610350635,56784.80771601341,4604.528510953348,5495.349259583523
167,2025-06-17,56012.94082223427,196.11445414374745,56209.05527637803,5495.349259583523,5192.6555219626125
168,2025-06-18,56168.772606206854,0.7439369129443681,56169.5165431198,5192.6555219626125,5542.5795273069325
169,2025-06-19,55717.85732851727,38.59744956705708,55756.45477808433,5542.5795273069325,6216.031712463478
170,2025-06-20,20464.347566312525,0.0,20464.34756631253,6216.031712463478,7818.442566912087
171,2025-06-21,18348.89682715968,0.0,18348.89682715968,7818.442566912087,7758.699185853029
172,2025-06-22,50105.23699354178,560.6921544854309,50665.92914802721,7758.699185853029,5141.0452656994885
173,2025-06-23,51694.229435027584,16.826421344995467,51711.05585637258,5141.0452656994885,5107.936218391095
174,2025-06-24,53069.387149946124,15031.03887370512,68100.42602365125,5107.936218391095,2157.962900987832
175,2025-06-25,54511.17260229194,0.0,54511.17260229193,2157.962900987832,4384.366521860045
176,2025-06-26,53003.12517263596,0.0,53003.12517263596,4384.366521860045,4285.961372266424
177,2025-06-27,19859.151643021243,0.0,19859.151643021243,4285.961372266424,7146.909820043769
178,2025-06-28,16475.72830316999,0.0,16475.72830316999,7146.909820043769,5515.81550161499
179,2025-06-29,53035.990685678975,124.54935975842389,53160.54004543739,5515.81550161499,4972.761384909569
180,2025-06-30,51067.677503059014,889.8498163261843,51957.52731938519,4972.761384909569,4232.118905203064
181,2025-07-01,55254.93391682946,22310.705695355326,77565.63961218478,4232.118905203064,1206.9451093919834
182,2025-07-02,67784.10376746219,553.1492900876411,68337.25305754984,1206.9451093919834,3149.132193640884
183,2025-07-03,64849.873113798814,1069.2348568535597,65919.10797065237,3149.132193640884,2873.828099065609
184,2025-07-04,25548.42210722446,2.7545957623692923,25551.17670298683,2873.828099065609,2341.9070237648707
185,2025-07-05,20634.476703208395,14029.834066355692,34664.31076956409,2341.9070237648707,1200.0
186,2025-07-06,62070.48105709737,11240.534994437185,73311.01605153456,1200.0,1709.2760150100148
187,2025-07-07,66824.22477609084,410.55822308584686,67234.78299917668,1709.2760150100148,3870.3852494719777
188,2025-07-08,65413.3878517333,1502.0819801011037,66915.4698318344,3870.3852494719777,4960.424225683519
189,2025-07-09,64027.09386516062,0.0,64027.093865160634,4960.424225683519,5569.928948584396
190,2025-07-10,60362.12050806057,403.06181551663764,60765.18232357721,5569.928948584396,3745.2767025489798
191,2025-07-11,29235.13868683086,0.0,29235.13868683086,3745.2767025489798,4849.459863789842
192,2025-07-12,24410.56826872789,0.0,24410.56826872789,4849.459863789842,3199.45708830504
193,2025-07-13,57756.2967385048,293.4196475895894,58049.7163860944,3199.45708830504,2979.7018855193433
194,2025-07-14,60569.795127247635,103.13042194525791,60672.92554919289,2979.7018855193433,3944.79646840312
195,2025-07-15,57947.788550085104,426.2442378056982,58374.03278789081,3944.79646840312,3304.704198859512
196,2025-07-16,58991.45207306566,581.3753964514283,59572.827469517084,3304.704198859512,3132.038424603026
197,2025-07-17,58942.777833876244,2026.4902589398696,60969.26809281611,3132.038424603026,2521.081324716993
198,2025-07-18,27967.202175057144,0.0,27967.202175057144,2521.081324716993,4504.250181216498
199,2025-07-19,23976.76603919376,51.73200599153334,24028.498045185293,4504.250181216498,3119.2005871244155
200,2025-07-20,56200.930689194676,202.55310621310298,56403.48379540777,3119.2005871244155,3522.965949541528
201,2025-07-21,60722.67799090247,85.75465696185292,60808.43264786432,3522.965949541528,3574.9745189772716
202,2025-07-22,57955.80514954809,2176.7210689645017,60132.52621851259,3574.9745189772716,2463.0557908963287
203,2025-07-23,58237.452984069925,266.16019613716617,58503.61318020709,2463.0557908963287,3181.7269337939188
204,2025-07-24,57999.881856693944,1509.3196355421464,59509.20149223609,3181.7269337939188,2693.2998645414855
205,2025-07-25,26719.793800455733,36.87850558866855,26756.672306044402,2693.2998645414855,4578.365240908117
206,2025-07-26,24422.82408633674,0.0,24422.82408633674,4578.365240908117,4228.411394024788
207,2025-07-27,54215.4723197804,10282.116753935186,64497.589073715586,4228.411394024788,1717.987015479619
208,2025-07-28,60922.45997608073,1963.801038651266,62886.26101473201,1717.987015479619,1970.5225185419408
209,2025-07-29,59998.04433697199,566.3449035160119,60564.389240488,1970.5225185419408,3091.9399444721207
210,2025-07-30,58726.52371305407,5.338405406645523,58731.86211846071,3091.9399444721207,2534.5145837361665
211,2025-07-31,58523.56861072028,33.56972254965068,58557.138333269926,2534.5145837361665,2477.580505532653
212,2025-08-01,23502.823292412897,0.0,23502.823292412897,2477.580505532653,1410.995838676067
213,2025-08-02,22889.649155948166,0.0,22889.649155948166,1410.995838676067,2552.515002856954
214,2025-08-03,51690.351761851874,4676.998509762317,56367.350271614196,2552.515002856954,1200.0
215,2025-08-04,54950.788283550624,0.0,54950.78828355062,1200.0,2582.0908923582183
216,2025-08-05,50299.38775164174,1169.7868262272839,51469.174577869024,2582.0908923582183,1578.2210975372266
217,2025-08-06,51763.30716485253,7460.996437278414,59224.303602130945,1578.2210975372266,1959.2275152380762
218,2025-08-07,51127.33707609133,499.8683790785561,51627.20545516989,1959.2275152380762,2018.4731799451913
219,2025-08-08,23026.849634999824,67.55197037258895,23094.401605372415,2018.4731799451913,2730.55625102837
220,2025-08-09,20208.396209881466,1920.403480777677,22128.799690659143,2730.55625102837,1391.5609445647567
221,2025-08-10,51689.61546880796,76.9245474598293,51766.5400162678,1391.5609445647567,2042.512346893886
222,2025-08-11,50368.46344647975,1059.9300581718412,51428.3935046516,2042.512346893886,1845.557489853165
223,2025-08-12,52628.751607532206,2031.0413004355294,54659.79290796774,1845.557489853165,1959.4758316791697
224,2025-08-13,51530.057027661176,0.0,51530.057027661176,1959.4758316791697,1509.4783944575606
225,2025-08-14,51265.29847940738,930.1022887759495,52195.40076818332,1509.4783944575606,1200.0
226,2025-08-15,21654.401151929,452.70031080225283,22107.10146273125,1200.0,1940.7397213753927
227,2025-08-16,21522.829846766548,386.73570582214455,21909.565552588694,1940.7397213753927,1882.2173833584575
228,2025-08-17,50576.28327640206,139.44723482043662,50715.73051122249,1882.2173833584575,1372.5531966416681
229,2025-08-18,53149.369823337016,249.99482563861335,53399.36464897563,1372.5531966416681,3095.6675596251034
230,2025-08-19,50977.7954854567,65.44104522347251,51043.236530680166,3095.6675596251034,1709.7554744238078
231,2025-08-20,52044.13977140347,27652.77716786681,79696.91693927028,1709.7554744238078,1620.1908491332695
232,2025-08-21,51984.34693499206,124.58629593694413,52108.933230929004,1620.1908491332695,2243.5325121768456
233,2025-08-22,23149.065518045576,956.5495720342249,24105.6150900798,2243.5325121768456,2434.0421186890376
234,2025-08-23,20804.830855324544,441.01822906675375,21245.849084391302,2434.0421186890376,1200.0
235,2025-08-24,52968.586811366666,42.14446644639679,53010.731277813065,1200.0,1705.4874355998263
236,2025-08-25,55143.962970984605,51.59489886366187,55195.55786984828,1705.4874355998263,2457.940495390889
237,2025-08-26,53157.580010784935,0.0,53157.58001078494,2457.940495390889,2896.9456973944466
238,2025-08-27,52009.14655905316,692.0532971802825,52701.19985623345,2896.9456973944466,1612.928643788178
239,2025-08-28,54745.1206283128,1160.473268125555,55905.59389643836,1612.928643788178,2573.831823252824
240,2025-08-29,21325.279645744842,339.40187620532447,21664.681521950166,2573.831823252824,1513.3545315679473
241,2025-08-30,23079.488794093904,14.946551683978836,23094.435345777885,1513.3545315679473,1572.2567608493225
242,2025-08-31,53210.26419378522,0.0,53210.26419378522,1572.2567608493225,2307.4808400529773
243,2025-09-01,46940.49935337858,0.0,46940.49935337858,2307.4808400529773,3646.123571958631
244,2025-09-02,40741.3936422845,42.83384987449134,40784.22749215899,3646.123571958631,4831.240496137891
245,2025-09-03,41230.54280411977,140.7950894378775,41371.33789355764,4831.240496137891,4083.3148199377765
246,2025-09-04,40100.184588135904,0.0,40100.184588135904,4083.3148199377765,3447.4525655781904
247,2025-09-05,17044.209688348557,0.0,17044.209688348557,3447.4525655781904,8398.998256649797
248,2025-09-06,14415.536401025287,0.0,14415.536401025287,8398.998256649797,6909.722662213023
249,2025-09-07,34544.291923889505,4891.027868161244,39435.31979205075,6909.722662213023,3003.4739958674
250,2025-09-08,33243.308833977375,41569.793430437196,74813.10226441457,3003.4739958674,1200.0
251,2025-09-09,41196.78379396262,438.9731940290881,41635.756987991714,1200.0,3210.8228585293136
252,2025-09-10,39987.51124690575,13039.638021690851,53027.14926859661,3210.8228585293136,2869.4394739981017
253,2025-09-11,41695.396295952065,737.954187633471,42433.35048358554,2869.4394739981017,5660.9287559483055
254,2025-09-12,10753.15486377236,8216.558953794134,18969.713817566495,5660.9287559483055,1200.0
255,2025-09-13,13933.139260313961,621.0428399094524,14554.182100223414,1200.0,1200.0
256,2025-09-14,41787.561452038804,304.2096159702177,42091.77106800902,1200.0,1200.0
257,2025-09-15,43259.36522198817,0.0,43259.36522198817,1200.0,4045.606026946219
258,2025-09-16,42131.67823655809,195.36865295527235,42327.04688951336,4045.606026946219,2990.906575024674
259,2025-09-17,42647.59532113385,62.13913772638269,42709.73445886023,2990.906575024674,3143.606682626453
260,2025-09-18,40962.22573857593,303.56990272318035,41265.795641299104,3143.606682626453,3368.660936580963
261,2025-09-19,16077.168861310072,806.3618951939416,16883.53075650402,3368.660936580963,8685.720227098862
262,2025-09-20,13339.84247803695,37.86207299999993,13377.70455103695,8685.720227098862,5730.258768074215
263,2025-09-21,42566.85655187367,6.143665473501238,42573.00021734717,5730.258768074215,2892.8037458415374
264,2025-09-22,44856.21800305383,98.37664713844016,44954.594650192266,2892.8037458415374,3031.230934631568
265,2025-09-23,45379.48855568344,27.569373812664807,45407.057929496106,3031.230934631568,3128.896345693432
266,2025-09-24,43409.028877312165,109.95432294003271,43518.9832002522,3128.896345693432,3384.6652813898672
267,2025-09-25,44701.420375569556,0.0,44701.42037556956,3384.6652813898672,3564.4369253887035
268,2025-09-26,18614.992245626396,0.0,18614.992245626396,3564.4369253887035,10568.559731852018
269,2025-09-27,14367.430938792575,1375.668381430209,15743.099320222784,10568.559731852018,8421.271139928398
270,2025-09-28,44298.18393478988,28.176163072316275,44326.3600978622,8421.271139928398,4702.126880485133
271,2025-09-29,46027.180238945024,105.32808384999998,46132.50832279502,4702.126880485133,4125.96485842783
272,2025-09-30,46307.64798907197,770.7032117242793,47078.35120079624,4125.96485842783,3470.7864375858926
273,2025-10-01,43591.81175454022,0.4224004270440877,43592.23415496726,3470.7864375858926,6007.777427284967
274,2025-10-02,41933.435053158566,37.28324284514776,41970.71829600372,6007.777427284967,6475.425641054737
275,2025-10-03,14410.919712879459,0.0,14410.91971287946,6475.425641054737,10800.0
276,2025-10-04,13582.500713426012,0.0,13582.500713426014,10800.0,9195.1457880053
277,2025-10-05,38824.90032670436,0.0,38824.90032670436,9195.1457880053,5431.108080734475
278,2025-10-06,40844.55295435592,0.0,40844.552954355924,5431.108080734475,4709.068699716197
279,2025-10-07,41103.65855977289,0.0,41103.65855977289,4709.068699716197,5705.9250460137355
280,2025-10-08,38536.02355077682,0.0,38536.02355077682,5705.9250460137355,5771.32402917359
281,2025-10-09,37409.83275269808,0.0,37409.83275269807,5771.32402917359,1402.7119421424318
282,2025-10-10,15670.067981902383,0.0,15670.067981902383,1402.7119421424318,9458.02309311484
283,2025-10-11,10248.648386176312,0.0,10248.648386176312,9458.02309311484,1523.13888295107
284,2025-10-12,39606.570874097415,55.17712188678047,39661.7479959842,1523.13888295107,1555.2617545471908
285,2025-10-13,41443.47095738031,0.0,41443.47095738031,1555.2617545471908,4219.143666361257
286,2025-10-14,40689.07123839295,494.9476649417598,41184.01890333471,4219.143666361257,5339.564393600701
287,2025-10-15,39775.24572870609,927.3060071104801,40702.55173581657,5339.564393600701,1318.1020018208574
288,2025-10-16,44865.288047877024,3630.199286253128,48495.48733413014,1318.1020018208574,7800.233237597471
289,2025-10-17,12162.012346205613,0.0,12162.012346205613,7800.233237597471,2273.4685332971562
290,2025-10-18,13023.16067254874,255.94891362760748,13279.109586176346,2273.4685332971562,1952.483149690744
291,2025-10-19,43556.68296802658,1768.4706567996675,45325.15362482625,1952.483149690744,2791.098599518939
292,2025-10-20,44281.18600723341,1470.052424354977,45751.23843158838,2791.098599518939,2095.8811502627204
293,2025-10-21,45442.41645381115,0.0,45442.41645381115,2095.8811502627204,1957.141024927777
294,2025-10-22,47715.66559456702,183.24948051662992,47898.91507508365,1957.141024927777,6788.388959778776
295,2025-10-23,44897.13018687661,0.0,44897.1301868766,6788.388959778776,4174.215117184959
296,2025-10-24,13277.516433174136,42.56166098171701,13320.078094155855,4174.215117184959,1990.6458804048996
297,2025-10-25,15722.67400356085,73.02339513915337,15795.697398700004,1990.6458804048996,7483.857778710658
298,2025-10-26,43693.40286757774,0.0,43693.40286757774,7483.857778710658,2790.259482376029
299,2025-10-27,45887.0282949126,293.14567362350465,46180.1739685361,2790.259482376029,2594.0764841810437
300,2025-10-28,46290.83834192681,0.0,46290.83834192681,2594.0764841810437,2758.919815824499
301,2025-10-29,47751.310997988854,2589.6792268113445,50340.990224800196,2758.919815824499,2628.1011195654896
302,2025-10-30,49197.9601236449,0.0,49197.9601236449,2628.1011195654896,3250.1163296931027
303,2025-10-31,14150.39008527952,54.49479526918749,14204.884880548707,3250.1163296931027,2145.3358136647776
304,2025-11-01,15509.554002549332,87.11289753818716,15596.666900087519,2145.3358136647776,6833.390278634179
305,2025-11-02,47940.03013009187,86.89626216559361,48026.92639225746,6833.390278634179,3377.2351104372187
306,2025-11-03,50902.98828247425,0.0,50902.988282474245,3377.2351104372187,3773.9372168165223
307,2025-11-04,50001.98992316606,27.132880424041666,50029.1228035901,3773.9372168165223,2424.132002389774
308,2025-11-05,51397.31460269568,10.404865016881239,51407.71946771256,2424.132002389774,4061.197809415062
309,2025-11-06,51630.19283948102,1238.4784960430995,52868.67133552412,4061.197809415062,4483.215263767535
310,2025-11-07,13436.812593361912,1.1397629948459187,13437.952356356756,4483.215263767535,1975.680510864042
311,2025-11-08,14919.852341124673,0.0,14919.852341124675,1975.680510864042,2242.983502542131
312,2025-11-09,53388.32385520201,77.42226444747318,53465.746119649484,2242.983502542131,6153.646840575485
313,2025-11-10,51452.707865402204,116.78017377081528,51569.48803917301,6153.646840575485,1668.2741152739375
314,2025-11-11,54538.11201845108,1.3104104736024238,54539.42242892468,1668.2741152739375,3575.1914379445348
315,2025-11-12,52233.481043516425,34.26016144513473,52267.74120496157,3575.1914379445348,1781.0054597397827
316,2025-11-13,52663.10416312861,41.346845281695174,52704.45100841031,1781.0054597397827,1387.8323446971172
317,2025-11-14,14552.26330773332,0.0,14552.263307733316,1387.8323446971172,1607.8512925640782
318,2025-11-15,16471.260331233694,10.245476423222911,16481.50580765692,1607.8512925640782,6385.879813674154
