stage,slot,hour,interval,grid_kwh,charge_kwh,discharge_kwh,emergency_kwh,surplus_kwh,end_soc_kwh,power_kw,overlap_kwh
第二层·平稳性,120,20.0,20:00—20:10,0.0,0.0,506.0355824279892,0.0,0.0,3228.3040236825514,-3036.2134945679354,0.0
第二层·平稳性,121,20.166666666666668,20:10—20:20,0.0,0.0,498.48120446374696,0.0,0.0,2702.858698052707,-2990.887226782482,0.0
第二层·平稳性,122,20.333333333333332,20:20—20:30,0.0,0.0,488.5578561804583,0.0,0.0,2187.8734999529674,-2931.34713708275,0.0
第二层·平稳性,123,20.5,20:30—20:40,0.0,0.0,479.0596966640285,0.0,0.0,1682.9002410704018,-2874.358179984171,0.0
第二层·平稳性,124,20.666666666666668,20:40—20:50,189.52203981846623,0.0,312.3930299973618,0.0,0.0,1353.6090744194125,-1874.3581799841709,0.0
第二层·平稳性,125,20.833333333333332,20:50—21:00,390.1490205884858,0.0,145.72636333069516,0.0,0.0,1200.0,-874.358179984171,0.0
第二层·平稳性,126,21.0,21:00—21:10,521.2709050207542,0.0,-0.0,0.0,-0.0,1200.0,0.0,0.0
第二层·平稳性,127,21.166666666666668,21:10—21:20,487.7454778412955,0.0,-3.789561257387201e-14,0.0,-3.789561257387201e-14,1199.9999999999993,2.2737367544323206e-13,-3.789561257387201e-14
第二层·平稳性,128,21.333333333333332,21:20—21:30,476.9556760303231,0.0,-3.789561257387201e-14,0.0,-3.789561257387201e-14,1199.9999999999993,2.2737367544323206e-13,-3.789561257387201e-14
第二层·平稳性,129,21.5,21:30—21:40,499.55067614638585,0.0,-3.789561257387201e-14,0.0,-3.789561257387201e-14,1199.9999999999995,2.2737367544323206e-13,-3.789561257387201e-14
第二层·平稳性,130,21.666666666666668,21:40—21:50,489.10894303354195,0.0,-3.789561257387201e-14,0.0,-3.789561257387201e-14,1199.9999999999995,2.2737367544323206e-13,-3.789561257387201e-14
第二层·平稳性,131,21.833333333333332,21:50—22:00,440.92313871085184,0.0,-3.789561257387201e-14,0.0,-3.789561257387201e-14,1199.9999999999995,2.2737367544323206e-13,-3.789561257387201e-14
第二层·平稳性,132,22.0,22:00—22:10,418.46532414605014,0.0,-3.789561257387201e-14,0.0,-3.789561257387201e-14,1199.9999999999995,2.2737367544323206e-13,-3.789561257387201e-14
第二层·平稳性,133,22.166666666666668,22:10—22:20,434.02463112376614,0.0,-3.789561257387201e-14,0.0,-3.789561257387201e-14,1199.9999999999995,2.2737367544323206e-13,-3.789561257387201e-14
第二层·平稳性,134,22.333333333333332,22:20—22:30,460.025846483862,0.0,-3.789561257387201e-14,0.0,-3.789561257387201e-14,1199.9999999999995,2.2737367544323206e-13,-3.789561257387201e-14
第二层·平稳性,135,22.5,22:30—22:40,455.7873495739832,0.0,-3.789561257387201e-14,0.0,-3.789561257387201e-14,1199.9999999999998,2.2737367544323206e-13,-3.789561257387201e-14
第二层·平稳性,136,22.666666666666668,22:40—22:50,433.37232586808386,0.0,-3.789561257387201e-14,0.0,-3.789561257387201e-14,1199.9999999999998,2.2737367544323206e-13,-3.789561257387201e-14
第二层·平稳性,137,22.833333333333332,22:50—23:00,414.6507140433703,0.0,-3.789561257387201e-14,0.0,-3.789561257387201e-14,1199.9999999999998,2.2737367544323206e-13,-3.789561257387201e-14
第二层·平稳性,138,23.0,23:00—23:10,413.52385437411886,0.0,-3.789561257387201e-14,0.0,-3.789561257387201e-14,1199.9999999999998,2.2737367544323206e-13,-3.789561257387201e-14
第二层·平稳性,139,23.166666666666668,23:10—23:20,427.87948260616264,0.0,-3.789561257387201e-14,0.0,-3.789561257387201e-14,1199.9999999999998,2.2737367544323206e-13,-3.789561257387201e-14
第二层·平稳性,140,23.333333333333332,23:20—23:30,442.1328537349226,0.0,-3.789561257387201e-14,0.0,-3.789561257387201e-14,1199.9999999999998,2.2737367544323206e-13,-3.789561257387201e-14
第二层·平稳性,141,23.5,23:30—23:40,448.0479331169548,0.0,-3.789561257387201e-14,0.0,-3.789561257387201e-14,1200.0,2.2737367544323206e-13,-3.789561257387201e-14
第二层·平稳性,142,23.666666666666668,23:40—23:50,503.1952556665034,0.0,-3.789561257387201e-14,0.0,-3.789561257387201e-14,1200.0,2.2737367544323206e-13,-3.789561257387201e-14
第二层·平稳性,143,23.833333333333332,23:50—24:00,588.3616202351159,0.0,-3.789561257387201e-14,0.0,-3.789561257387201e-14,1200.0,2.2737367544323206e-13,-3.789561257387201e-14
