scenario,strategy,analysis_label,date,day_index,month,quarter,planned_cost_yuan,up_cost_yuan,down_cost_yuan,emergency_cost_yuan,total_cost_yuan,original_purchase_kwh,final_purchase_kwh,up_adjustment_kwh,down_adjustment_kwh,emergency_kwh,surplus_kwh,charge_kwh,discharge_kwh,throughput_kwh,equivalent_full_cycles,active_slots,emergency_slots,nonidle_reversals,charge_episodes,discharge_episodes,power_tv_kw,soc_start_kwh,soc_end_kwh,soc_min_kwh,soc_max_kwh,load_kwh,pv_kwh,net_load_kwh,load_peak_kw,net_load_peak_kw,mean_settlement_price_yuan_per_kwh,mean_external_dynamic_price_yuan_per_kwh,balance_max_abs_kwh,soc_equation_max_abs_kwh
2,exp008_final,frozen_trajectory_rescoring,2025-02-15,45,2,1,18524.3517335,0,0,0,18524.3517335,35720.4441987,35720.4441987,0,0,0,4912.8141988,17135.0511449,15607.512245,32742.5633899,1.36281246945,115,0,8,4,7,66894.6359075,2113.25327965,1917.22767769,1416.35999564,10800,76054.55225,46774.46115,29280.0911,4277.918,3285.85,0.766197222222,0.637847222222,1.13686837722e-13,8.38440428197e-13
2,exp008_final,frozen_trajectory_rescoring,2025-02-16,46,2,1,48642.2706967,0,0,361.373229817,49003.6439266,77667.9966345,77667.9966345,0,0,111.905551828,612.943251441,21740.7446392,19951.1648043,41691.9094434,1.73564398242,125,5,8,6,9,104544.412924,1917.22767769,1511.93475245,1503.96930747,10800,121276.977283,45899.5981833,75377.3791,7088.51,6372.5389,0.766197222222,0.830322222222,2.41584530158e-13,9.09494701773e-13
2,exp008_final,frozen_trajectory_rescoring,2025-02-17,47,2,1,49403.9446288,0,0,16.940310449,49420.8849392,78959.5345485,78959.5345485,0,0,7.81920630001,5686.86155012,19289.7116144,17193.0825764,36482.7941909,1.5176219811,103,1,8,5,7,92976.7876817,1511.93475245,1688.66167163,1511.93475245,10800,120960.372817,49776.50965,71183.8631667,6988.6956,6214.3521,0.766197222222,0.817352777778,2.27373675443e-13,7.95807864051e-13
2,exp008_final,frozen_trajectory_rescoring,2025-02-18,48,2,1,47812.2368962,0,0,36.7311157331,47848.968012,76872.1746316,76872.1746316,0,0,16.7798610019,2775.61591792,20335.9384935,18313.9877021,38649.9261956,1.60820846911,114,1,8,5,8,101866.162963,1688.66167163,1676.38881091,1676.38881091,10800,121331.271233,49239.88345,72091.3877833,7206.1836,6302.4577,0.766197222222,0.814521527778,4.54747350886e-13,9.09494701773e-13
2,exp008_final,frozen_trajectory_rescoring,2025-02-19,49,2,1,48026.1799376,0,0,161.166026612,48187.3459642,77232.3105008,77232.3105008,0,0,62.0144185129,2612.01066828,21841.1273157,20038.140448,41879.2677637,1.74343197187,122,4,8,8,5,102215.906628,1676.38881091,1274.6468759,1274.6468759,10800,121866.794117,48987.4667333,72879.3273833,7070.555,6178.49,0.766197222222,0.816429861111,2.27373675443e-13,9.09494701773e-13
2,exp008_final,frozen_trajectory_rescoring,2025-02-20,50,2,1,47616.7545065,0,0,0,47616.7545065,76577.4352588,76577.4352588,0,0,0,3012.13141679,21308.5852395,18736.4151308,40045.0003703,1.66520894118,116,0,8,4,10,90878.6225398,1274.6468759,1739.83013106,1274.6468759,10800,121105.257033,50112.1233,70993.1337333,7196.52,6222.6382,0.766197222222,0.816806944444,2.27373675443e-13,9.02389274415e-13
2,exp008_final,frozen_trajectory_rescoring,2025-02-21,51,2,1,17469.5407179,0,0,19.1768810164,17488.7175989,34066.4024843,34066.4024843,0,0,4.18572105563,6598.56889967,17146.145237,15234.3879647,32380.5332017,1.34686318839,121,1,8,5,5,69194.9685506,1739.83013106,1947.63683437,1623.98780605,10800,75802.0020333,50241.74,25560.2620333,4384.8008,3334.2065,0.766197222222,0.62085,1.13686837722e-13,9.09494701773e-13
2,exp008_final,frozen_trajectory_rescoring,2025-02-22,52,2,1,18019.6027487,0,0,0,18019.6027487,35170.9806243,35170.9806243,0,0,0,5842.25631144,16550.9149742,15066.9535447,31617.8685189,1.31598083905,110,0,8,4,7,65224.773841,1947.63683437,1767.24990419,1399.75209474,10800,75682.2422667,47837.4793833,27844.7628833,4331.9968,3501.77,0.766197222222,0.635284027778,2.27373675443e-13,8.66862137627e-13
2,exp008_final,frozen_trajectory_rescoring,2025-02-23,53,2,1,46856.8239911,0,0,219.658080002,47076.4820711,75417.520854,75417.520854,0,0,99.7749657185,2384.15458039,20573.3764201,18972.0888641,39545.4652842,1.6464981745,112,5,8,7,6,98417.7801059,1767.24990419,1286.53090454,1286.53090454,10800,121142.140933,49610.28725,71531.8536833,7208.9983,6201.7534,0.766197222222,0.815378472222,2.27373675443e-13,9.09494701773e-13
2,exp008_final,frozen_trajectory_rescoring,2025-02-24,54,2,1,46547.9495345,0,0,82.670209151,46630.6197436,75172.5893658,75172.5893658,0,0,16.7654044111,4715.21489007,19606.2737008,17335.1674373,36941.4411381,1.53637563768,106,1,8,4,7,95348.0088555,1286.53090454,1613.80439408,1286.53090454,10800,120628.98855,52425.9549333,68203.0336167,7050.7951,6382.9293,0.766197222222,0.808249305556,2.27373675443e-13,9.09494701773e-13
2,exp008_final,frozen_trajectory_rescoring,2025-02-25,55,2,1,45499.8089866,0,0,60.1614897674,45559.9704763,73589.3420294,73589.3420294,0,0,27.6247447404,6131.23306048,19029.8676687,17365.4571883,36395.324857,1.51492153041,105,2,8,5,5,93017.2098082,1613.80439408,1362.32290706,1362.32290706,10800,121093.332883,55272.00965,65821.3232333,7053.8,6220.6472,0.766197222222,0.794096527778,2.27373675443e-13,9.09494701773e-13
2,exp008_final,frozen_trajectory_rescoring,2025-02-26,56,2,1,45255.9329472,0,0,393.664360711,45649.597308,73238.2907915,73238.2907915,0,0,96.082265562,2260.62576435,20104.6301115,17845.7308521,37950.3609637,1.57849911672,110,8,8,8,7,90620.0384136,1362.32290706,1624.19770633,1362.32290706,10800,121060.734117,52245.8860833,68814.8480333,7226.31,6239.8008,0.766197222222,0.805538194444,2.27373675443e-13,8.5975671027e-13
2,exp008_final,frozen_trajectory_rescoring,2025-02-27,57,2,1,44156.9397627,0,0,259.691115621,44416.6308783,71646.3706135,71646.3706135,0,0,79.3491664642,2943.7911147,21209.5729236,19384.2284583,40593.8013818,1.68974743593,109,4,8,5,7,98042.6088264,1624.19770633,1312.59442662,1200,10800,120599.488933,53642.9047333,66956.5842,7071.6761,6331.4359,0.766197222222,0.797911805556,4.54747350886e-13,9.09494701773e-13
2,exp008_final,frozen_trajectory_rescoring,2025-02-28,58,2,1,17330.3309226,0,0,35.8748256692,17366.2057482,33936.7003933,33936.7003933,0,0,12.5787127181,8039.65927118,17021.732666,14404.7063812,31426.4390472,1.30550530059,109,2,8,6,7,77450.3724306,1312.59442662,2276.93418059,1312.59442662,10800,75385.10795,52092.5144,23292.59355,4445.4841,3156.8507,0.766197222222,0.616678472222,1.13686837722e-13,8.84625706021e-13
2,exp008_final,frozen_trajectory_rescoring,2025-03-01,59,3,1,15809.9446011,0,0,1718.99993047,17528.9445315,31065.0367672,31065.0367672,0,0,399.517644761,7063.26692001,15198.9330256,14456.411467,29655.3444926,1.23572373274,95,7,8,4,7,54360.9854248,2276.93418059,1457.51241409,1200,10800,72244.16015,48585.3942167,23658.7659333,4142.36,3225.63,0.766197222222,0.614222222222,1.13686837722e-13,8.52651282912e-13
2,exp008_final,frozen_trajectory_rescoring,2025-03-02,60,3,1,43064.488299,0,0,24964.6508803,68029.1391793,69659.3573284,69659.3573284,0,0,4446.51408911,179.592602744,18122.6947434,16554.7229953,34677.4177387,1.44345450215,96,43,8,7,4,94019.2983976,1457.51241409,1200,1200,10598.4697913,117860.417083,45502.1100167,72358.3070667,6795.4853,6375.2839,0.766197222222,0.812293055556,2.27373675443e-13,9.09494701773e-13
2,exp008_final,frozen_trajectory_rescoring,2025-03-03,61,3,1,44881.5581687,0,0,14060.2185059,58941.7766745,73337.3215856,73337.3215856,0,0,2310.75687008,361.386492262,21094.2698213,17824.7244912,38918.9943125,1.61669545069,126,14,7,6,3,97114.6246211,1200,2422.87211163,1200,10476.147506,117958.7456,45941.5989667,72017.1466333,6791.92,6242.5553,0.766197222222,0.81185,2.27373675443e-13,9.09494701773e-13
2,exp008_final,frozen_trajectory_rescoring,2025-03-04,62,3,1,45751.3454967,0,0,87.8492308297,45839.1947275,73943.7145921,73943.7145921,0,0,36.9443750203,2788.46768436,20170.8687691,18178.1354197,38349.0041888,1.59571681203,118,4,8,7,6,101934.085145,2422.87211163,2397.20123964,1680.21492923,10800,118139.024983,48939.56705,69199.4579333,6925.7674,6059.9403,0.766197222222,0.800627777778,2.27373675443e-13,8.81072992343e-13
2,exp008_final,frozen_trajectory_rescoring,2025-03-05,63,3,1,45175.8286784,0,0,360.050995501,45535.8796739,73223.6053707,73223.6053707,0,0,83.0289587784,5308.47715802,19382.1802628,17514.495108,36896.6753708,1.53539373187,116,3,8,4,4,97527.000716,2397.20123964,2322.853065,1420.84226132,10800,118073.443833,51942.9718167,66130.4720167,6756.2638,6237.7933,0.766197222222,0.794500694444,2.27373675443e-13,9.09494701773e-13
2,exp008_final,frozen_trajectory_rescoring,2025-03-06,64,3,1,43242.8707876,0,0,417.460528481,43660.331316,70211.3897022,70211.3897022,0,0,93.6054838725,2687.53272426,19011.5446769,17334.7363484,36346.2810252,1.5128479752,126,7,8,7,4,101617.031429,2322.853065,2086.37147029,1387.92995819,10800,117673.59855,51732.9444167,65940.6541333,6885.88,6417.7809,0.766197222222,0.791856944444,2.27373675443e-13,9.09494701773e-13
2,exp008_final,frozen_trajectory_rescoring,2025-03-07,65,3,1,16398.9313441,0,0,0,16398.9313441,31734.8824314,31734.8824314,0,0,0,8945.85992465,14972.60978,13105.8728066,28078.4825866,1.16746115657,98,0,8,4,10,57898.4498965,2086.37147029,2475.83336567,1721.75656667,10800,71680.36145,50758.0759167,20922.2855333,3889.226,2975.89,0.766197222222,0.608501388889,1.13686837722e-13,8.41993141876e-13
2,exp008_final,frozen_trajectory_rescoring,2025-03-08,66,3,1,15186.6794843,0,0,985.136822493,16171.8163068,29123.6473043,29123.6473043,0,0,258.268044778,9517.15719336,13948.8158841,13147.197245,27096.0131291,1.12880714045,110,5,7,4,5,49699.7955949,2475.83336567,1850.47930857,1200,10800,72344.7115833,53281.5720667,19063.1395167,3945.5771,3225.68,0.766197222222,0.597263194444,1.13686837722e-13,7.38964445191e-13
2,exp008_final,frozen_trajectory_rescoring,2025-03-09,67,3,1,43191.8716838,0,0,17.2143153832,43209.0859992,70819.0892675,70819.0892675,0,0,7.83359061809,4900.21783132,20426.6645199,17833.4845431,38260.149063,1.59069078012,119,1,7,5,3,86125.6270059,1850.47930857,2430.77151558,1490.97602619,10800,117692.9865,54359.46145,63333.52505,6856.1255,5987.9076,0.766197222222,0.783809027778,2.27373675443e-13,9.09494701773e-13
2,exp008_final,frozen_trajectory_rescoring,2025-03-10,68,3,1,41885.3545261,0,0,8859.86388801,50745.2184141,68482.6164005,68482.6164005,0,0,1365.51236182,602.350698404,18638.1680836,17434.4614697,36072.6295532,1.50246894895,120,11,8,4,4,97400.3110425,2430.77151558,1734.9542752,1200,10379.4168046,117943.064367,49900.9929167,68042.07145,6838.7388,6059.7054,0.766197222222,0.802451388889,2.27373675443e-13,9.09494701773e-13
2,exp008_final,frozen_trajectory_rescoring,2025-03-11,69,3,1,43574.3344297,0,0,223.286822424,43797.6212521,71708.3526005,71708.3526005,0,0,67.1168056193,4873.453175,20222.2786808,17259.1812497,37481.4599305,1.55738801941,118,5,8,7,8,99719.6811614,1734.9542752,2726.71787532,1550.10743298,10800,117499.55295,53560.63415,63938.9188,6815.7693,6096.0156,0.766197222222,0.789393055556,2.27373675443e-13,9.05941988094e-13
2,exp008_final,frozen_trajectory_rescoring,2025-03-12,70,3,1,41875.6316671,0,0,73.2542751922,41948.8859423,68535.2826271,68535.2826271,0,0,33.7131334773,4658.72301809,19151.4984281,17676.7603689,36828.258797,1.53340200684,124,3,6,6,5,87481.2944452,2726.71787532,2262.48309379,1362.24594605,10800,118112.236833,55676.70215,62435.5346833,6849.8277,6107.4538,0.766197222222,0.780168055556,2.55795384874e-13,9.09494701773e-13
2,exp008_final,frozen_trajectory_rescoring,2025-03-13,71,3,1,41359.2845764,0,0,10421.8117972,51781.0963736,67528.4718829,67528.4718829,0,0,1859.32242304,661.235562487,18578.4485171,17397.5077903,35975.9563074,1.49848530088,112,19,7,4,7,97634.740325,2262.48309379,1548.96349631,1200,10715.6480601,118237.27705,50691.6590333,67545.6180167,6755.97,6044.2285,0.766197222222,0.7996375,2.27373675443e-13,8.38440428197e-13
2,exp008_final,frozen_trajectory_rescoring,2025-03-14,72,3,1,15728.1487951,0,0,0,15728.1487951,30402.8443008,30402.8443008,0,0,0,12073.0846721,14958.1469536,12657.8133083,27615.9602619,1.14721045563,111,0,8,4,6,60351.397873,1548.96349631,2397.00093056,1548.96349631,10800,72108.86895,56079.4429667,16029.4259833,4085.718,2980.29,0.766197222222,0.591386805556,1.20792265079e-13,7.6916251146e-13
2,exp008_final,frozen_trajectory_rescoring,2025-03-15,73,3,1,16045.8449945,0,0,36.4002087653,16082.2452033,30924.9671084,30924.9671084,0,0,7.76869251208,8683.50386595,14647.8284709,13322.7216859,27970.5501568,1.1641471643,100,1,8,5,10,59538.8321412,2397.00093056,2249.76943358,1890.27550112,10800,72724.9817833,51800.8566333,20924.12515,3931.58,3459.73,0.766197222222,0.604772222222,2.27373675443e-13,7.95807864051e-13
2,exp008_final,frozen_trajectory_rescoring,2025-03-16,74,3,1,41330.7745749,0,0,557.353002798,41888.1275777,67893.9475417,67893.9475417,0,0,128.993046388,3340.09816954,19006.6318191,17674.8363338,36681.4681529,1.5275911467,106,8,8,4,8,91312.2783548,2249.76943358,1650.13023065,1650.13023065,10800,117983.215983,54632.16905,63351.0469333,6761.78,6031.1747,0.766197222222,0.784895138889,2.27373675443e-13,9.09494701773e-13
2,exp008_final,frozen_trajectory_rescoring,2025-03-17,75,3,1,43279.3309419,0,0,0,43279.3309419,71279.6410824,71279.6410824,0,0,0,9935.11908311,18875.2932573,15388.9026913,34264.1959487,1.42200013295,113,0,7,4,6,81406.2950952,1650.13023065,3335.47795791,1650.13023065,10800,117693.6218,59835.4903667,57858.1314333,6833.9697,5993.2214,0.766197222222,0.760175694444,4.54747350886e-13,9.09494701773e-13
2,exp008_final,frozen_trajectory_rescoring,2025-03-18,76,3,1,40396.2861534,0,0,1441.53804991,41837.8242033,66419.9649733,66419.9649733,0,0,297.706028088,3726.95131273,20091.9162677,18227.1549457,38319.0712134,1.59474890362,115,6,8,5,6,86037.7499429,3335.47795791,3183.2350492,1200,10800,117253.423583,56127.4652167,61125.9583667,6921.4474,5979.2853,0.766197222222,0.776016666667,2.55795384874e-13,8.95283847058e-13
2,exp008_final,frozen_trajectory_rescoring,2025-03-19,77,3,1,39745.9757149,0,0,0,39745.9757149,65154.1598152,65154.1598152,0,0,0,4059.90064474,19906.2920771,18277.5033566,38183.7954336,1.58962279176,121,0,8,4,4,91756.5015481,3183.2350492,2801.82168612,1520.37818664,10800,117281.558,57816.08755,59465.47045,6689.6717,5980.2715,0.766197222222,0.771838194444,2.27373675443e-13,9.06830166514e-13
2,exp008_final,frozen_trajectory_rescoring,2025-03-20,78,3,1,39702.4803223,0,0,43.8479737572,39746.3282961,64775.8594672,64775.8594672,0,0,13.9113256678,1447.07349354,19489.5010704,18355.7655877,37845.2666581,1.57658499877,130,3,8,5,4,93525.7259901,2801.82168612,1942.51002113,1200,10800,117648.381733,55439.4199167,62208.9618167,6757.81,5838.5445,0.766197222222,0.778638194444,2.27373675443e-13,9.09494701773e-13
2,exp008_final,frozen_trajectory_rescoring,2025-03-21,79,3,1,15095.6611794,0,0,0,15095.6611794,29377.6439399,29377.6439399,0,0,0,16022.7761771,14395.9692669,13074.5660207,27470.5352876,1.1432924285,102,0,7,3,9,61200.8140617,1942.51002113,1817.92294263,1625.5691263,10800,72593.5322167,60560.0677,12033.4645167,4034.39,2968.95,0.766197222222,0.570290277778,2.27373675443e-13,7.38964445191e-13
2,exp008_final,frozen_trajectory_rescoring,2025-03-22,80,3,1,15272.4362293,0,0,0.196681471402,15272.6329108,29865.0163744,29865.0163744,0,0,0.0895023760646,11839.3345705,14252.4416382,12107.8700652,26360.3117034,1.09516120882,115,1,8,5,5,57143.9271301,1817.92294263,2576.16060807,1817.92294263,10800,71936.9295333,56055.7298,15881.1997333,4167.1,3487.42,0.766197222222,0.587388194444,1.13686837722e-13,9.02389274415e-13
2,exp008_final,frozen_trajectory_rescoring,2025-03-23,81,3,1,39627.681364,0,0,88.5729555655,39716.2543195,65275.3675852,65275.3675852,0,0,40.5310900144,4648.21358412,19062.4727955,17164.507821,36226.9806165,1.50738455989,118,4,7,6,3,80396.0486762,2576.16060807,2567.43029193,1618.77223953,10800,117739.977267,58970.25715,58769.7201167,6763.6612,5879.7648,0.766197222222,0.767178472222,2.27373675443e-13,9.02389274415e-13
2,exp008_final,frozen_trajectory_rescoring,2025-03-24,82,3,1,38625.6333386,0,0,816.82190441,39442.455243,63717.6228003,63717.6228003,0,0,204.849285818,4547.8335932,19100.2689779,17724.1275683,36824.3965463,1.5334573772,111,6,7,3,6,89290.2808251,2567.43029193,2004.66557445,1740.6202838,10800,117425.170617,59426.6735333,57998.4970833,6795.0967,5869.9383,0.766197222222,0.767486111111,2.27373675443e-13,9.09494701773e-13
2,exp008_final,frozen_trajectory_rescoring,2025-03-25,83,3,1,39223.2626155,0,0,848.006158995,40071.2687745,64741.5284829,64741.5284829,0,0,175.55411218,2124.54276689,19897.3429175,18054.927806,37952.2707234,1.57949341057,121,5,8,5,10,91498.3323056,2004.66557445,1849.3775236,1557.51579953,10800,118053.167817,57103.0431,60950.1247167,6871.31,5736.8591,0.766197222222,0.771275694444,2.27373675443e-13,9.09494701773e-13
2,exp008_final,frozen_trajectory_rescoring,2025-03-26,84,3,1,39873.1909992,0,0,8.25728758481,39881.4482868,66369.5750103,66369.5750103,0,0,3.7808093337,7398.25049146,20016.733798,16634.1833365,36650.9171345,1.52181290927,103,1,5,4,3,81938.4357097,1849.3775236,3304.94977255,1612.25110929,10800,117704.6278,62112.0729333,55592.5548667,6761.9518,5642.3966,0.766197222222,0.756611111111,2.27373675443e-13,8.02913291409e-13
2,exp008_final,frozen_trajectory_rescoring,2025-03-27,85,3,1,38829.8516374,0,0,181.25922463,39011.110862,63897.1657685,63897.1657685,0,0,45.7249271999,3718.81871562,18665.464823,17158.3822429,35823.8470659,1.49142240326,116,5,8,6,9,88142.028311,3304.94977255,2926.04155003,1708.25667602,10800,117952.598367,59235.6089667,58716.9894,6909.2138,5575.4676,0.766197222222,0.766415972222,2.27373675443e-13,9.09494701773e-13
2,exp008_final,frozen_trajectory_rescoring,2025-03-28,86,3,1,14236.1758195,0,0,263.232089204,14499.4079087,28104.4637054,28104.4637054,0,0,61.2167649313,16728.6056631,13325.1525782,12709.9585376,26035.1111158,1.08495093097,96,1,7,3,10,59743.8569536,2926.04155003,2169.91859654,1786.60952773,10800,71891.7672667,61069.8865,10821.8807667,4079.1469,3048.1933,0.766197222222,0.574768055556,1.13686837722e-13,8.52651282912e-13
2,exp008_final,frozen_trajectory_rescoring,2025-03-29,87,3,1,14240.6991706,0,0,0,14240.6991706,28402.575954,28402.575954,0,0,0,19709.1368109,13457.3332822,12471.1033225,25928.4366047,1.07968518608,112,0,8,4,6,59084.0361209,2169.91859654,1790.9687729,1285.49128769,10800,72118.2774667,64411.0682833,7707.20918333,3864.2226,3416.19,0.766197222222,0.563086805556,2.27373675443e-13,8.47322212394e-13
2,exp008_final,frozen_trajectory_rescoring,2025-03-30,88,3,1,39224.1288327,0,0,0,39224.1288327,65262.0111476,65262.0111476,0,0,0,7055.53863194,19488.4075393,16627.5547236,36115.9622629,1.50063784806,114,0,7,4,4,81836.4508904,1790.9687729,2752.31389574,1646.13696775,10800,117994.70585,62649.08615,55345.6197,6727.68,5715.4641,0.766197222222,0.752027083333,2.27373675443e-13,8.5975671027e-13
2,exp008_final,frozen_trajectory_rescoring,2025-03-31,89,3,1,37727.8671435,0,0,261.704731119,37989.5718746,62511.3453876,62511.3453876,0,0,60.3881640625,3740.07973687,17899.0327313,16018.7683998,33917.8011311,1.41107407867,114,6,8,7,6,90585.9486137,2752.31389574,2847.56281449,1704.39510851,10800,117075.665617,60124.2761333,56951.3894833,6612.033,5728.7881,0.766197222222,0.760704166667,2.27373675443e-13,9.09494701773e-13
2,exp008_final,frozen_trajectory_rescoring,2025-04-01,90,4,2,35564.2944518,0,0,19077.8038379,54642.0982896,58124.7496036,58124.7496036,0,0,2844.90059659,244.409575673,14605.3172207,14088.9281129,28694.2453336,1.19611894663,122,11,7,7,10,93361.2101219,2847.56281449,1852.34911549,1200,10271.7515081,117967.1463,57758.2947833,60208.8515167,6737.56,5704.7228,0.766197222222,0.773109027778,2.27373675443e-13,8.98836560737e-13
