interval_start_hour,interval_end_hour,charge_power_kw,discharge_power_kw,net_battery_power_kw,delta_power_kw,soc_start_kwh,soc_end_kwh
13.333333333333334,13.5,1192.5559000001397,1.3932321962784044e-10,1192.5559000000003,-145.89759999999706,10035.751249663728,10224.310893717326
13.5,13.666666666666666,1064.1588999998837,-1.1510792319313606e-10,1064.1588999999988,-128.39700000000153,10224.310893717326,10392.569189534295
13.666666666666666,13.833333333333334,910.4417999999246,-7.813935661006295e-11,910.4418000000027,-153.7170999999961,10392.569189534295,10536.522677785471
13.833333333333334,14.0,720.2102000000175,1.7990942069445737e-11,720.2101999999995,-190.23160000000314,10536.522677785471,10650.397909089741
14.0,14.166666666666666,526.8867000001487,1.4115235743743256e-10,526.8867000000075,-193.323499999992,10650.397909089741,10733.706011132232
14.166666666666666,14.333333333333334,321.7492000000618,6.249933903745841e-11,321.7491999999993,-205.13750000000823,10733.706011132232,10784.579026499083
14.333333333333334,14.5,97.53080000007057,6.541966968143233e-11,97.53080000000516,-224.21839999999412,10784.579026499083,10800.0
14.5,14.666666666666666,2.2354028986282268e-13,2.0222400779001967e-13,2.1316282072803006e-14,-97.53080000000514,10800.0,10800.0
14.666666666666666,14.833333333333334,-1.0353869198848905e-10,-1.0353869198848905e-10,0.0,-2.1316282072803006e-14,10800.0,10800.000000000002
14.833333333333334,15.0,5.712763595511197e-11,5.1414872359600765e-11,5.7127635955112055e-12,5.7127635955112055e-12,10800.000000000002,10800.000000000002
15.0,15.166666666666666,-4.529817774496397e-11,-5.1096206468766385e-11,5.7980287238024175e-12,8.526512829121202e-14,10800.000000000002,10800.000000000004
15.166666666666666,15.333333333333334,5.627498467219985e-11,5.0647486204979864e-11,5.627498467219987e-12,-1.705302565824305e-13,10800.000000000004,10800.000000000004
15.333333333333334,15.5,-4.4651982722040453e-11,-1.9413504747841695e-11,-2.523847797419876e-11,-3.0865976441418746e-11,10800.000000000004,10800.0
15.5,15.666666666666666,5.82405142435251e-11,6.267430091466812e-11,-4.433786671143025e-12,2.0804691303055733e-11,10800.0,10799.999999999998
15.666666666666666,15.833333333333334,5.4569682106375604e-11,4.9112713895738034e-11,5.4569682106375694e-12,9.890754881780595e-12,10799.999999999998,10799.999999999998
15.833333333333334,16.0,-4.529817774496397e-11,-5.1096206468766385e-11,5.7980287238024175e-12,3.410605131648481e-13,10799.999999999998,10800.0
16.0,16.166666666666668,-5.1159076974727136e-11,-5.6397038476103334e-11,5.237961501376198e-12,-5.600672224262195e-13,10800.0,10800.000000000002
16.166666666666668,16.333333333333332,1.3249290960409496e-10,1.2942336498561132e-10,3.069544618483633e-12,-2.168416882892565e-12,10800.000000000002,10800.0
16.333333333333332,16.5,-4.56103504263169e-11,-3.069544618483628e-11,-1.4914904241480617e-11,-1.798444885996425e-11,10800.0,10799.999999999998
16.5,16.666666666666668,0.0,0.0,0.0,1.4914904241480617e-11,10799.999999999998,10799.999999999998
16.666666666666668,16.833333333333332,-2.0707738397697813e-10,-2.070773839769781e-10,-2.5849394142282115e-26,-2.5849394142282115e-26,10799.999999999998,10800.000000000002
16.833333333333332,17.0,1.0913936421275123e-10,1.0857929699032503e-10,5.600672224262066e-13,5.600672224262324e-13,10800.000000000002,10800.0
17.0,17.166666666666668,0.0,0.0,0.0,-5.600672224262066e-13,10800.0,10800.0
17.166666666666668,17.333333333333332,6.821210263296952e-12,6.139089236967256e-12,6.821210263296962e-13,6.821210263296962e-13,10800.0,10800.0
17.333333333333332,17.5,-6.821210263296949e-12,-6.139089236967253e-12,-6.821210263296962e-13,-1.3642420526593924e-12,10800.0,10800.0
17.5,17.666666666666668,1.2942336498561133e-11,1.2260215472231435e-11,6.821210263296978e-13,1.364242052659394e-12,10800.0,10800.0
17.666666666666668,17.833333333333332,0.0,0.0,0.0,-6.821210263296978e-13,10800.0,10800.0
17.833333333333332,18.0,2.5884672997122266e-11,2.3156188891803478e-11,2.728484105318788e-12,2.728484105318788e-12,10800.0,10800.0
18.0,18.166666666666668,7.44858428693233e-11,115.88207354199568,-115.8820735419212,-115.88207354192393,10800.0,10779.64159486802
18.166666666666668,18.333333333333332,-9.89075488178058e-11,1115.8820735418283,-1115.8820735419272,-1000.000000000006,10779.64159486802,10583.601097504466
18.333333333333332,18.5,6.794726661744594e-11,2115.8820735419877,-2115.88207354192,-999.9999999999927,10583.601097504466,10211.878507909334
18.5,18.666666666666668,-7.1622707764618e-11,3115.882073541851,-3115.882073541922,-1000.0000000000023,10211.878507909334,9664.473826082627
18.666666666666668,18.833333333333332,1.5591471000610364e-10,4115.882073542075,-4115.882073541919,-999.9999999999973,9664.473826082627,8941.38705202434
18.833333333333332,19.0,-1.5818411276019185e-11,4238.904199999987,-4238.904200000003,-123.02212645808322,8941.38705202434,8196.687493399122
19.0,19.166666666666668,-6.821210263296951e-11,4244.4387999999335,-4244.438800000002,-5.534599999999045,8196.687493399122,7451.0156046662405
19.166666666666668,19.333333333333332,1.2942336498561131e-11,4251.318000000013,-4251.318,-6.879199999998491,7451.0156046662405,6704.135163684478
19.333333333333332,19.5,4.092726157978171e-11,4256.681300000038,-4256.6812999999975,-5.363299999997253,6704.135163684478,5956.312486937451
19.5,19.666666666666668,-1.9413504747841698e-11,4267.394699999981,-4267.3947,-10.713400000002366,5956.312486937451,5206.60765766351
19.666666666666668,19.833333333333332,1.2223317804196644e-11,4268.670200000007,-4268.670199999995,-1.2754999999951906,5206.60765766351,4456.678745880928
19.833333333333332,20.0,-8.185452315956354e-12,4268.670199999991,-4268.6702,-4.547473508864641e-12,4456.678745880928,3706.749834098345
20.0,20.166666666666668,-2.426688093480212e-12,4268.670199999997,-4268.6702,0.0,3706.749834098345,2956.820922315763
20.166666666666668,20.333333333333332,8.52651282912119e-12,4000.0000000000064,-3999.9999999999977,268.67020000000184,2956.820922315763,2254.0925533894565
20.333333333333332,20.5,9.706752373920847e-12,3000.000000000006,-2999.9999999999964,1000.0000000000014,2254.0925533894565,1727.046276694727
20.5,20.666666666666668,-1.0425771068285373e-11,1999.9999999999834,-1999.9999999999939,1000.0000000000025,1727.046276694727,1375.682092231575
20.666666666666668,20.833333333333332,7.16227077646181e-12,1000.0000000000028,-999.9999999999957,999.9999999999982,1375.682092231575,1199.999999999999
20.833333333333332,21.0,-6.471168249280566e-12,-1.124601543358844e-11,4.774847184307874e-12,1000.0000000000005,1199.999999999999,1200.0
21.0,21.166666666666668,-6.821210263296952e-12,-4.844855587111141e-12,-1.976354676185811e-12,-6.751201860493685e-12,1200.0,1199.9999999999998
21.166666666666668,21.333333333333332,-2.5884672997122263e-11,-2.452043094446287e-11,-1.3642420526593924e-12,6.121126235264187e-13,1199.9999999999998,1200.0
21.333333333333332,21.5,0.0,1.2942336498561151e-12,-1.2942336498561151e-12,7.000840280327724e-14,1200.0,1199.9999999999998
21.5,21.666666666666668,-1.2942336498561131e-11,-1.2942336498561131e-11,0.0,1.2942336498561151e-12,1199.9999999999998,1200.0
21.666666666666668,21.833333333333332,1.3642420526593906e-11,1.2278178473934513e-11,1.3642420526593924e-12,1.3642420526593924e-12,1200.0,1200.0
21.833333333333332,22.0,999.9999999999962,-4.691596980728417e-12,1000.0000000000009,999.9999999999995,1200.0,1358.1138830084192
22.0,22.166666666666668,1999.999999999999,-2.0463630789890885e-12,2000.0000000000011,1000.0000000000002,1358.1138830084192,1674.3416490252573
22.166666666666668,22.333333333333332,2000.0000000018206,-3.882700949568345e-12,2000.0000000018244,1.8233095033792779e-09,1674.3416490252573,1990.5694150423838
22.333333333333332,22.5,2535.7865537614703,6.471168249280566e-12,2535.786553761464,535.7865537596394,1990.5694150423838,2391.5124735381455
22.5,22.666666666666668,2535.786553761487,2.4556356947869027e-11,2535.7865537614625,-1.3642420526593924e-12,2391.5124735381455,2792.455532033907
22.666666666666668,22.833333333333332,2535.7865537614803,1.3265894911025179e-11,2535.786553761467,4.547473508864641e-12,2792.455532033907,3193.398590529669
22.833333333333332,23.0,2535.7865537614466,-1.77351466845721e-11,2535.7865537614643,-2.7284841053187847e-12,3193.398590529669,3594.3416490254313
23.0,23.166666666666668,2535.7865537614803,1.3265894911025179e-11,2535.786553761467,2.7284841053187847e-12,3594.3416490254313,3995.2847075211935
23.166666666666668,23.333333333333332,2535.78655376144,-2.3874235921539366e-11,2535.7865537614634,-3.637978807091713e-12,3995.2847075211935,4396.227766016956
23.333333333333332,23.5,2535.7865537614352,-2.4556356947869024e-11,2535.78655376146,-3.637978807091713e-12,4396.227766016956,4797.170824512717
23.5,23.666666666666668,2535.7865537616985,2.329620569741007e-10,2535.7865537614657,5.9117155615240335e-12,4797.170824512717,5198.113883008476
23.666666666666668,23.833333333333332,2535.7865537614334,-3.001332515850663e-11,2535.7865537614634,-2.2737367544323206e-12,5198.113883008476,5599.056941504238
23.833333333333332,24.0,2535.7865537614634,-0.0,2535.7865537614634,0.0,5599.056941504238,6000.0
