date,slot,hour,interval,grid_kwh,charge_kwh,discharge_kwh,emergency_kwh,surplus_kwh,start_soc_kwh,end_soc_kwh,power_kw,planned_cost,emergency_cost
2025-02-01,51,8.5,08:30—08:40,0.0,0.0,137.33763082460047,0.0,101.3684808246005,2861.127977946479,2716.3614039941167,-824.0257849476028,0.0,0.0
2025-02-01,52,8.666666666666666,08:40—08:50,0.0,0.0,137.33763082460047,0.0,74.88369749126716,2716.3614039941167,2571.5948300417544,-824.0257849476028,0.0,0.0
2025-02-01,53,8.833333333333334,08:50—09:00,0.0,0.0,137.33763082460047,0.0,22.160964157933726,2571.5948300417544,2426.828256089392,-824.0257849476028,0.0,0.0
2025-02-01,54,9.0,09:00—09:10,0.0,0.0,96.15984384093561,0.0,50.33572717426902,2426.828256089392,2325.4668807615685,-576.9590630456137,0.0,0.0
2025-02-01,55,9.166666666666666,09:10—09:20,0.0,0.0,36.30368065046241,0.0,67.66418065046248,2325.4668807615685,2287.199441327287,-217.82208390277447,0.0,0.0
2025-02-01,56,9.333333333333334,09:20—09:30,0.0,0.0,27.190722848458943,0.0,88.89155618179227,2287.199441327287,2258.53790285145,-163.14433709075368,0.0,0.0
2025-02-01,57,9.5,09:30—09:40,0.0,0.0,9.657459981400885,0.0,114.76557664806751,2258.53790285145,2248.3580462003983,-57.944759888405315,0.0,0.0
2025-02-01,58,9.666666666666666,09:40—09:50,0.0,40.532636567314356,0.0,0.0,129.66461343268566,2248.3580462003983,2286.810681537761,243.19581940388613,0.0,0.0
2025-02-01,59,9.833333333333334,09:50—10:00,0.0,85.73897989330969,0.0,0.0,129.69143677335694,2286.810681537761,2368.149819754433,514.4338793598582,0.0,0.0
2025-02-01,60,10.0,10:00—10:10,0.0,113.04734606311634,0.0,0.0,87.37028727021696,2368.149819754433,2475.395948853448,678.284076378698,0.0,0.0
2025-02-01,61,10.166666666666666,10:10—10:20,0.0,130.67524789344012,0.0,0.0,96.2449354398932,2475.395948853448,2599.3653739985652,784.0514873606407,0.0,0.0
2025-02-01,62,10.333333333333334,10:20—10:30,0.0,153.23370644740467,0.0,0.0,138.991710219262,2599.3653739985652,2744.7356320035933,919.4022386844281,0.0,0.0
2025-02-01,63,10.5,10:30—10:40,0.0,165.1794400337141,0.0,0.0,135.90829329961926,2744.7356320035933,2901.438607944914,991.0766402022846,0.0,0.0
2025-02-01,64,10.666666666666666,10:40—10:50,0.0,168.01655930416928,0.0,0.0,175.20084069583078,2901.438607944914,3060.833111552693,1008.0993558250157,0.0,0.0
2025-02-01,65,10.833333333333334,10:50—11:00,0.0,288.92366046287657,0.0,0.0,118.42633953712337,3060.833111552693,3334.9301626454417,1733.5419627772594,0.0,0.0
2025-02-01,66,11.0,11:00—11:10,103.88518556913004,288.92366046287566,0.0,0.0,203.44499177292104,3334.9301626454417,3609.0272137381894,1733.541962777254,48.431273512328424,0.0
2025-02-01,67,11.166666666666666,11:10—11:20,62.859759825037145,455.5903271295428,0.0,0.0,2.509499362160969,3609.0272137381894,4041.2381478393563,2733.541962777257,31.4738817443961,0.0
2025-02-01,68,11.333333333333334,11:20—11:30,195.6993699522506,551.9352084161023,0.0,0.0,88.29166153614821,4041.2381478393563,4564.849861669742,3311.611250496614,94.46408587595137,0.0
2025-02-01,69,11.5,11:30—11:40,372.4996736240517,551.9352084161009,0.0,0.0,264.67156520795083,4564.849861669742,5088.461575500126,3311.6112504966054,178.24109382910873,0.0
2025-02-01,70,11.666666666666666,11:40—11:50,512.6165394275652,551.9352084161033,0.0,0.0,408.94866434479513,5088.461575500126,5612.073289330512,3311.6112504966195,238.98183068113087,0.0
2025-02-01,71,11.833333333333334,11:50—12:00,512.8898172971091,551.9352084161033,0.0,0.0,421.5775255476725,5612.073289330512,6135.685003160898,3311.6112504966195,227.31276702607872,0.0
2025-02-01,72,12.0,12:00—12:10,555.9948644461654,551.9352084161033,0.0,0.0,432.70147269672873,6135.685003160898,6659.2967169912845,3311.6112504966195,245.24933470720353,0.0
2025-02-01,73,12.166666666666666,12:10—12:20,580.8977874823408,551.9352084161033,0.0,0.0,455.3498457329042,6659.2967169912845,7182.908430821671,3311.6112504966195,264.3665830832133,0.0
2025-02-01,74,12.333333333333334,12:20—12:30,451.74775999800505,551.9352084161033,0.0,0.0,358.2033849152351,7182.908430821671,7706.520144652057,3311.6112504966195,201.61502528710963,0.0
2025-02-01,75,12.5,12:30—12:40,265.1718296733,551.9352084161034,0.0,0.0,164.2202212571966,7706.520144652057,8230.131858482444,3311.6112504966204,109.0651735446283,0.0
2025-02-01,76,12.666666666666666,12:40—12:50,123.81738955833622,400.6418215042763,0.0,0.0,148.82995138739315,8230.131858482444,8610.214063044086,2403.850929025658,70.35304074704665,0.0
2025-02-01,77,12.833333333333334,12:50—13:00,0.0,233.9751548376062,0.0,0.0,179.56817849572715,8610.214063044086,8832.182384597307,1403.8509290256372,0.0,0.0
2025-02-01,78,13.0,13:00—13:10,0.0,232.107739537737,0.0,0.0,189.54094379559635,8832.182384597307,9052.379120445017,1392.646437226422,0.0,0.0
2025-02-01,79,13.166666666666666,13:10—13:20,0.0,232.1077395377384,0.0,0.0,190.61669379559478,9052.379120445017,9272.575856292728,1392.6464372264306,0.0,0.0
2025-02-01,80,13.333333333333334,13:20—13:30,0.0,232.1077395377402,0.0,0.0,178.16017712892648,9272.575856292728,9492.77259214044,1392.6464372264413,0.0,0.0
2025-02-01,81,13.5,13:30—13:40,0.0,232.10773953774023,0.0,0.0,160.3679771289264,9492.77259214044,9712.969327988152,1392.6464372264415,0.0,0.0
2025-02-01,82,13.666666666666666,13:40—13:50,0.0,232.10773953774026,0.0,0.0,91.59939379559307,9712.969327988152,9933.166063835864,1392.6464372264415,0.0,0.0
2025-02-01,83,13.833333333333334,13:50—14:00,0.0,232.10773953771277,0.0,0.0,1.4347604622872538,9933.166063835864,10153.362799683551,1392.6464372262767,0.0,0.0
2025-02-01,84,14.0,14:00—14:10,0.0,202.90003333333388,0.0,0.0,0.0,10153.362799683551,10345.850672480778,1217.4002000000035,0.0,0.0
2025-02-01,85,14.166666666666666,14:10—14:20,0.0,166.2688166666671,0.0,0.0,0.0,10345.850672480778,10503.587121839068,997.6129000000027,0.0,0.0
2025-02-01,86,14.333333333333334,14:20—14:30,0.0,116.58833333333328,0.0,0.0,0.0,10503.587121839068,10614.192526419947,699.5299999999997,0.0,0.0
2025-02-01,87,14.5,14:30—14:40,0.0,112.44431666666674,0.0,0.0,0.0,10614.192526419947,10720.866571602317,674.6659000000004,0.0,0.0
2025-02-01,88,14.666666666666666,14:40—14:50,0.0,72.34605893688737,0.0,0.0,21.42117439644595,10720.866571602317,10789.50006939552,434.07635362132424,0.0,0.0
2025-02-01,89,14.833333333333334,14:50—15:00,0.0,11.067898661287586,0.0,0.0,24.73376800537907,10789.50006939552,10800.0,66.40739196772552,0.0,0.0
2025-02-01,90,15.0,15:00—15:10,72.12906312746031,0.0,0.0,0.0,43.699913127460604,10800.0,10800.0,0.0,47.60518166412381,0.0
2025-02-01,91,15.166666666666666,15:10—15:20,128.72670693030287,0.0,0.0,0.0,30.792640263634894,10800.0,10800.0,0.0,92.90206439159958,0.0
2025-02-01,92,15.333333333333334,15:20—15:30,143.85804544164571,0.0,0.0,14.159454558355577,0.0,10800.0,10800.0,0.0,105.13145960875468,51.73864695623128
2025-02-01,93,15.5,15:30—15:40,172.02826603254613,0.0,0.0,11.13208396745454,0.0,10800.0,10800.0,0.0,129.60609562892026,41.93456030540125
2025-02-01,94,15.666666666666666,15:40—15:50,217.71214034433302,0.0,0.0,0.0,23.574090344332944,10800.0,10800.0,0.0,170.31620739137173,0.0
2025-02-01,95,15.833333333333334,15:50—16:00,260.1772192815336,0.0,0.0,0.0,40.35846928153296,10800.0,10800.0,0.0,209.5727501312753,0.0
2025-02-01,96,16.0,16:00—16:10,282.314089919597,0.0,0.0,0.0,9.405739919597181,10800.0,10800.0,0.0,233.50198377249865,0.0
2025-02-01,97,16.166666666666668,16:10—16:20,326.4840274330113,0.0,0.0,0.0,7.889477433011052,10800.0,10800.0,0.0,278.1317429701823,0.0
2025-02-01,98,16.333333333333332,16:20—16:30,400.62767266062383,0.0,0.0,0.0,39.88350599395562,10800.0,10800.0,0.0,352.1917870359544,0.0
2025-02-01,99,16.5,16:30—16:40,460.24436949850644,0.0,0.0,0.0,35.47710283183915,10800.0,10800.0,0.0,415.3245190354522,0.0
2025-02-01,100,16.666666666666668,16:40—16:50,449.9459021607527,0.0,0.0,0.0,23.83935216075224,10800.0,10800.0,0.0,412.2854301498977,0.0
2025-02-01,101,16.833333333333332,16:50—17:00,417.00593521517976,0.0,0.0,0.0,29.932185215178833,10800.0,10800.0,0.0,386.31429838334253,0.0
2025-02-01,102,17.0,17:00—17:10,462.37461640515517,0.0,0.0,0.0,44.72853307182049,10800.0,10800.0,0.0,437.49886204255785,0.0
2025-02-01,103,17.166666666666668,17:10—17:20,482.82793812588955,0.0,0.0,0.0,43.04713812588852,10800.0,10800.0,0.0,470.3709773222416,0.0
2025-02-01,104,17.333333333333332,17:20—17:30,467.63382067921475,0.0,0.0,0.0,31.49715401254798,10800.0,10800.0,0.0,461.18047395384156,0.0
2025-02-01,105,17.5,17:30—17:40,360.1293611610606,0.0,115.32323723784393,0.0,30.1468817322384,10800.0,10678.438634394823,-691.9394234270636,351.4862564931951,0.0
2025-02-01,106,17.666666666666668,17:40—17:50,197.9856838200776,0.0,281.9898876615155,0.0,40.08293814825987,10678.438634394823,10381.195193679689,-1691.9393259690933,212.6762215595274,0.0
2025-02-01,107,17.833333333333332,17:50—18:00,21.710643551458872,0.0,406.7593564485405,0.0,0.0,10381.195193679689,9952.433185025793,-2440.556138691243,26.73231540491131,0.0
2025-02-01,108,18.0,18:00—18:10,0.0,0.0,454.13505,0.0,0.0,9952.433185025793,9473.732810587644,-2724.8103,0.0,0.0
2025-02-01,109,18.166666666666668,18:10—18:20,0.0,0.0,472.26531666666665,0.0,0.0,9473.732810587644,8975.921457065195,-2833.5919,0.0,0.0
2025-02-01,110,18.333333333333332,18:20—18:30,0.0,0.0,472.26531666666665,0.0,18.0969833333333,8975.921457065195,8478.110103542745,-2833.5919,0.0,0.0
2025-02-01,111,18.5,18:30—18:40,0.0,0.0,472.26531666666665,0.0,53.892683333333366,8478.110103542745,7980.298750020297,-2833.5919,0.0,0.0
2025-02-01,112,18.666666666666668,18:40—18:50,0.0,0.0,472.26531666666665,0.0,58.18308333333334,7980.298750020297,7482.487396497849,-2833.5919,0.0,0.0
2025-02-01,113,18.833333333333332,18:50—19:00,0.0,0.0,472.26531666666665,0.0,40.12698333333333,7482.487396497849,6984.6760429754,-2833.5919,0.0,0.0
2025-02-01,114,19.0,19:00—19:10,0.0,0.0,472.26531666666665,0.0,48.251199999999926,6984.6760429754,6486.864689452952,-2833.5919,0.0,0.0
2025-02-01,115,19.166666666666668,19:10—19:20,0.0,0.0,472.26531666666665,0.0,29.85284999999999,6486.864689452952,5989.053335930504,-2833.5919,0.0,0.0
2025-02-01,116,19.333333333333332,19:20—19:30,0.0,0.0,483.74666666666667,-0.0,0.0,5989.053335930504,5479.139576870197,-2902.48,0.0,-0.0
2025-02-01,117,19.5,19:30—19:40,0.0,0.0,483.74666666666667,0.0,2.5622000000000185,5479.139576870197,4969.22581780989,-2902.48,0.0,0.0
2025-02-01,118,19.666666666666668,19:40—19:50,0.0,0.0,483.74666666666667,0.0,38.98073333333332,4969.22581780989,4459.312058749583,-2902.48,0.0,0.0
2025-02-01,119,19.833333333333332,19:50—20:00,0.0,0.0,483.74666666666667,0.0,65.65166666666664,4459.312058749583,3949.3982996892764,-2902.48,0.0,0.0
2025-02-01,120,20.0,20:00—20:10,0.0,0.0,483.74666666666667,0.0,47.006150000000055,3949.3982996892764,3439.4845406289696,-2902.48,0.0,0.0
2025-02-01,121,20.166666666666668,20:10—20:20,0.0,0.0,483.74666666666656,0.0,31.048816666666514,3439.4845406289696,2929.5707815686633,-2902.4799999999996,0.0,0.0
2025-02-01,122,20.333333333333332,20:20—20:30,0.0,0.0,479.0596823291661,0.0,29.09134899583277,2929.5707815686633,2424.597537796369,-2874.358093974997,0.0,0.0
2025-02-01,123,20.5,20:30—20:40,0.0,0.0,455.06669999999997,0.0,0.0,2424.597537796369,1944.9151180308538,-2730.4002,0.0,0.0
2025-02-01,124,20.666666666666668,20:40—20:50,189.52203981846623,0.0,288.40003333333306,0.0,23.909706485132727,1944.9151180308538,1640.9147904969154,-1730.4001999999984,231.7096458820568,0.0
2025-02-01,125,20.833333333333332,20:50—21:00,390.1490205884858,0.0,121.73336666666657,0.0,52.47738725515228,1640.9147904969154,1512.5965551945535,-730.4001999999995,364.087066013175,0.0
2025-02-01,126,21.0,21:00—21:10,521.2709050207542,0.0,16.47528505228884,0.0,40.325423406376345,1512.5965551945535,1495.2300799059672,-98.85171031373304,472.68845667281994,0.0
2025-02-01,127,21.166666666666668,21:10—21:20,487.7454778412955,0.0,16.47528505228913,0.0,0.9376295602512751,1495.2300799059672,1477.8636046173806,-98.85171031373478,457.06628728507803,0.0
2025-02-01,128,21.333333333333332,21:20—21:30,476.9556760303231,0.0,16.47528505228882,0.0,15.874294415945254,1477.8636046173806,1460.4971293287942,-98.85171031373294,446.9551640080158,0.0
2025-02-01,129,21.5,21:30—21:40,499.55067614638585,-0.0,16.475285052288733,0.0,36.89001119867461,1460.4971293287942,1443.130654040208,-98.8517103137324,493.1064724240975,0.0
2025-02-01,130,21.666666666666668,21:40—21:50,489.10894303354195,-0.0,16.475285052288733,0.0,55.3801280858307,1443.130654040208,1425.7641787516216,-98.8517103137324,379.74418337124195,0.0
2025-02-01,131,21.833333333333332,21:50—22:00,440.92313871085184,-0.0,16.475285052288733,0.0,65.31342376314055,1425.7641787516216,1408.3977034630352,-98.8517103137324,185.58454908339755,0.0
2025-02-01,132,22.0,22:00—22:10,418.46532414605014,-0.0,16.47528505228884,0.0,63.17079253167232,1408.3977034630352,1391.0312281744489,-98.85171031373304,161.48576858796076,0.0
2025-02-01,133,22.166666666666668,22:10—22:20,434.02463112376614,-0.0,16.475285052288733,0.0,86.92169950938822,1391.0312281744489,1373.6647528858625,-98.8517103137324,189.58195887486107,0.0
2025-02-01,134,22.333333333333332,22:20—22:30,460.025846483862,0.0,16.47528505228884,0.0,117.34446486948418,1373.6647528858625,1356.2982775972762,-98.85171031373304,193.11885035392527,0.0
2025-02-01,135,22.5,22:30—22:40,455.7873495739832,0.0,16.475285052288733,0.0,90.2119179596053,1356.2982775972762,1338.9318023086898,-98.8517103137324,190.79258453166938,0.0
2025-02-01,136,22.666666666666668,22:40—22:50,433.37232586808386,0.0,16.475285052288733,0.0,32.67919425370595,1338.9318023086898,1321.5653270201035,-98.8517103137324,183.79320340065436,0.0
2025-02-01,137,22.833333333333332,22:50—23:00,414.6507140433703,0.0,17.145905420086592,4.720320981732584e-05,0.0,1321.5653270201035,1303.4919557956703,-102.87543252051955,175.687507540176,9.99999999980048e-05
2025-02-01,138,23.0,23:00—23:10,413.52385437411886,0.0,16.36351499098911,0.0,23.422419365108034,1303.4919557956703,1286.2432964963918,-98.18108994593466,175.6649333381257,0.0
2025-02-01,139,23.166666666666668,23:10—23:20,427.87948260616264,0.0,16.3635149909891,0.0,43.2831309304851,1286.2432964963918,1268.9946371971134,-98.1810899459346,181.42090062501296,0.0
2025-02-01,140,23.333333333333332,23:20—23:30,442.1328537349226,0.0,16.36351499098905,0.0,48.55136872591166,1268.9946371971134,1251.745977897835,-98.1810899459343,186.58006427613734,0.0
2025-02-01,141,23.5,23:30—23:40,448.0479331169548,0.0,16.363514990989035,0.0,77.17474810794387,1251.745977897835,1234.4973185985566,-98.18108994593422,189.97232364158884,0.0
2025-02-01,142,23.666666666666668,23:40—23:50,503.1952556665034,0.0,16.363514990989,0.0,64.84862065749239,1234.4973185985566,1217.2486592992784,-98.181089945934,214.91469369516358,0.0
2025-02-01,143,23.833333333333332,23:50—24:00,588.3616202351159,0.0,16.36351499098911,4.6772684752104775e-05,23.901848665456473,1217.2486592992784,1200.0,-98.18108994593466,251.58342881253554,0.0001
2025-02-02,0,0.0,00:00—00:10,719.7787894087968,150.30315167567747,0.0,29.18841226688062,0.0,1200.0,1342.5900896390683,901.8189100540649,305.76202974085686,61.99618765485444
2025-02-02,1,0.16666666666666666,00:10—00:20,888.9495075325992,316.9698183423437,0.0,9.754794143077731,0.0,1342.5900896390683,1643.2940622865551,1901.8189100540621,377.35906594758836,20.704550568682485
2025-02-02,2,0.3333333333333333,00:20—00:30,937.4835089382061,370.54616102367595,0.0,17.655985418803095,0.0,1643.2940622865551,1994.8250164064527,2223.2769661420557,400.2117099657202,37.68670087643521
2025-02-02,3,0.5,00:30—00:40,911.4390540308659,370.5461610236728,0.0,45.20997365947331,0.0,1994.8250164064527,2346.3559705263474,2223.276966142037,389.36676388198595,96.56850373663501
2025-02-02,4,0.6666666666666666,00:40—00:50,909.897172492001,370.5461610236728,0.0,47.845855198338505,0.0,2346.3559705263474,2697.886924646242,2223.276966142037,388.6170823713336,102.17482377605188
2025-02-02,5,0.8333333333333334,00:50—01:00,936.7718458467177,362.0181938385523,0.0,21.319681325167828,0.0,2697.886924646242,3041.3275387312897,2172.109163031314,401.40673594531853,45.67741723917207
2025-02-02,6,1.0,01:00—01:10,952.2321688062162,345.38483041411035,0.0,5.207478274560751,0.0,3041.3275387312897,3368.9883587451654,2072.3089824846625,410.5072879723598,11.224719420815697
2025-02-02,7,1.1666666666666667,01:10—01:20,969.6200485410551,377.4326624650545,0.0,6.136913923999391,0.0,3368.9883587451654,3727.0524217644997,2264.595974790327,417.1305448823619,13.20050185052269
2025-02-02,8,1.3333333333333333,01:20—01:30,982.7202424327346,397.34891099478784,0.0,0.0,13.137998104613388,3727.0524217644997,4104.010697123815,2384.0934659687273,420.50599173696713,0.0
2025-02-02,9,1.5,01:30—01:40,962.0281807937976,370.424556535887,0.0,0.04910907542278477,0.0,4104.010697123815,4455.426287097179,2222.547339215322,414.82655155828553,0.10587916661152395
2025-02-02,10,1.6666666666666667,01:40—01:50,920.1364048533327,295.8407048533328,0.0,0.0,0.0,4455.426287097179,4736.085422675027,1775.0442291199968,398.69510422294906,0.0
2025-02-02,11,1.8333333333333333,01:50—02:00,907.3005517340987,359.33522623864036,0.0,80.69967450454162,0.0,4736.085422675027,5076.980750208828,2156.0113574318425,391.13726785256995,173.94814839453946
2025-02-02,12,2.0,02:00—02:10,969.5197342706092,444.6489465126668,0.0,74.20332890872423,0.0,5076.980750208828,5498.811779261151,2667.893679076001,416.21482192237255,159.27744550257657
