date,scope,slot,layer,stage,status,message,seconds,variables,nodes,integer_variables,objective,max_constraint_residual,max_overlap_kwh,numerical_attempts,numerical_retry_count,mip_gap,mip_dual_bound,mip_node_count,max_binary_residual,max_exclusivity_residual,absolute_objective_gap,physical_absolute_gap
2025-02-01,execution,4,1,cost,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.014887082972563803,1120,140,140,0.0,1.8189894035458565e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 1.8189894035458565e-12}]",0,0.0,0.0,1,0.0,0.0,0.0,0.0
2025-02-01,execution,4,2,smoothness,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.010367667069658637,1120,140,140,0.019945511367507447,1.0231815394945443e-11,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 1.0231815394945443e-11}]",0,0.0,0.019945511367507447,1,0.0,0.0,0.0,0.0
2025-02-01,execution,5,1,cost,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.015155166969634593,1112,139,139,0.0,1.8189894035458565e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 1.8189894035458565e-12}]",0,0.0,0.0,1,0.0,0.0,0.0,0.0
2025-02-01,execution,5,2,smoothness,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.009795624995604157,1112,139,139,0.020089004255043487,1.0231815394945443e-11,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 1.0231815394945443e-11}]",0,0.0,0.020089004255043487,1,0.0,0.0,0.0,0.0
2025-02-01,execution,6,1,cost,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.014092582976445556,1104,138,138,0.0,1.8189894035458565e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 1.8189894035458565e-12}]",0,0.0,0.0,1,0.0,0.0,0.0,0.0
2025-02-01,execution,6,2,smoothness,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.009428291930817068,1104,138,138,0.020234576749645242,1.0231815394945443e-11,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 1.0231815394945443e-11}]",0,0.0,0.020234576749645242,1,0.0,0.0,0.0,0.0
2025-02-01,execution,7,1,cost,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.01386141695547849,1096,137,137,0.0,1.8189894035458565e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 1.8189894035458565e-12}]",0,0.0,0.0,1,0.0,0.0,0.0,0.0
2025-02-01,execution,7,2,smoothness,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.009523874963633716,1096,137,137,0.02038227439015362,1.0231815394945443e-11,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 1.0231815394945443e-11}]",0,0.0,0.02038227439015362,1,0.0,0.0,0.0,0.0
2025-02-01,execution,8,1,cost,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.01428012503311038,1088,136,136,0.0,1.8189894035458565e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 1.8189894035458565e-12}]",0,0.0,0.0,1,0.0,0.0,0.0,0.0
2025-02-01,execution,8,2,smoothness,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.009502082946710289,1088,136,136,0.02053214405478708,1.0231815394945443e-11,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 1.0231815394945443e-11}]",0,0.0,0.02053214405478708,1,0.0,0.0,0.0,0.0
2025-02-01,execution,9,1,cost,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.013766291900537908,1080,135,135,0.0,1.8189894035458565e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 1.8189894035458565e-12}]",0,0.0,0.0,1,0.0,0.0,0.0,0.0
2025-02-01,execution,9,2,smoothness,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.00971345801372081,1080,135,135,0.02068423401074849,1.0231815394945443e-11,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 1.0231815394945443e-11}]",0,0.0,0.020684234010748488,1,0.0,0.0,3.469446951953614e-18,4.683753385137379e-12
2025-02-01,execution,10,1,cost,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.015323375002481043,1072,134,134,0.0,1.8189894035458565e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 1.8189894035458565e-12}]",0,0.0,0.0,1,0.0,0.0,0.0,0.0
2025-02-01,execution,10,2,smoothness,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.009753792081028223,1072,134,134,0.02083859396605256,1.0231815394945443e-11,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 1.0231815394945443e-11}]",0,0.0,0.02083859396605256,1,0.0,0.0,0.0,0.0
2025-02-01,execution,11,1,cost,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.015080416924320161,1064,133,133,0.0,1.8189894035458565e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 1.8189894035458565e-12}]",0,0.0,0.0,1,0.0,0.0,0.0,0.0
2025-02-01,execution,11,2,smoothness,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.009778791922144592,1064,133,133,0.020995275123692102,1.0231815394945443e-11,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 1.0231815394945443e-11}]",0,0.0,0.020995275123692102,1,0.0,0.0,0.0,0.0
2025-02-01,execution,12,1,cost,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.017597083002328873,1056,132,132,0.0,1.8189894035458565e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 1.8189894035458565e-12}]",0,0.0,0.0,1,0.0,0.0,0.0,0.0
2025-02-01,execution,12,2,smoothness,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.009910332970321178,1056,132,132,0.021154330238265486,1.6143530956469476e-11,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 1.6143530956469476e-11}]",0,0.0,0.021154330238265486,1,0.0,0.0,0.0,0.0
2025-02-01,execution,13,1,cost,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.027738958946429193,1048,131,131,0.0,1.2594369991347776e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 9.470113582210615e-11}]",0,0.0,0.0,1,1.1368683772161603e-13,9.470113582210615e-11,0.0,0.0
2025-02-01,execution,13,2,smoothness,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.011951124994084239,1048,131,131,0.02131581367519876,1.0231815394945443e-11,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 1.0231815394945443e-11}]",0,0.0,0.02131581367519876,1,0.0,0.0,0.0,0.0
2025-02-01,execution,14,1,cost,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.03030870796646923,1040,130,130,0.0,1.2594369991347776e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 9.470113582210615e-11}]",0,0.0,0.0,1,1.1368683772161603e-13,9.470113582210615e-11,0.0,0.0
2025-02-01,execution,14,2,smoothness,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.010913874953985214,1040,130,130,0.021479781472700372,1.0231815394945443e-11,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 1.0231815394945443e-11}]",0,0.0,0.021479781472700372,1,0.0,0.0,0.0,0.0
2025-02-01,execution,15,1,cost,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.03099270793609321,1032,129,129,0.0,1.2594369991347776e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 9.470113582210615e-11}]",0,0.0,0.0,1,1.1368683772161603e-13,9.470113582210615e-11,0.0,0.0
2025-02-01,execution,15,2,smoothness,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.013210083008743823,1032,129,129,0.021646291406597247,1.0231815394945443e-11,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 1.0231815394945443e-11}]",0,0.0,0.021646291406597247,1,0.0,0.0,0.0,0.0
2025-02-01,execution,16,1,cost,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.041159374988637865,1024,128,128,0.0,1.2594369991347776e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 9.470113582210615e-11}]",0,0.0,0.0,1,1.1368683772161603e-13,9.470113582210615e-11,0.0,0.0
2025-02-01,execution,16,2,smoothness,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.012273833970539272,1024,128,128,0.021815403058211287,1.0231815394945443e-11,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 1.0231815394945443e-11}]",0,0.0,0.021815403058211287,1,0.0,0.0,0.0,0.0
2025-02-01,execution,17,1,cost,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.03648108302149922,1016,127,127,0.0,1.2594369991347776e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 9.470113582210615e-11}]",0,0.0,0.0,1,1.1368683772161603e-13,9.470113582210615e-11,0.0,0.0
2025-02-01,execution,17,2,smoothness,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.012679375009611249,1016,127,127,0.021987177885441283,1.0231815394945443e-11,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 1.0231815394945443e-11}]",0,0.0,0.021987177885441286,1,0.0,0.0,0.0,0.0
2025-02-01,execution,18,1,cost,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.03717879205942154,1008,126,126,0.0,1.2594369991347776e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 9.470113582210615e-11}]",0,0.0,0.0,1,1.1368683772161603e-13,9.470113582210615e-11,0.0,0.0
2025-02-01,execution,18,2,smoothness,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.012776999967172742,1008,126,126,0.022161679297230504,1.0231815394945443e-11,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 1.0231815394945443e-11}]",0,0.0,0.022161679297230504,1,0.0,0.0,0.0,0.0
2025-02-01,execution,19,1,cost,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.04057312500663102,1000,125,125,0.0,1.2594369991347776e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 9.470113582210615e-11}]",0,0.0,0.0,1,1.1368683772161603e-13,9.470113582210615e-11,0.0,0.0
2025-02-01,execution,19,2,smoothness,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.018653332954272628,1000,125,125,0.022338972731608318,4.986045686842123e-11,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 4.986045686842123e-11}]",0,0.0,0.022338972731608318,1,0.0,0.0,0.0,0.0
2025-02-01,execution,20,1,cost,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.04033366602379829,992,124,124,0.0,1.8189894035458565e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 9.470113582210615e-11}]",0,0.0,0.0,1,1.1368683772161603e-13,9.470113582210615e-11,0.0,0.0
2025-02-01,execution,20,2,smoothness,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.014972458011470735,992,124,124,0.022519125737508403,2.2282620193436742e-11,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 2.2282620193436742e-11}]",0,0.0,0.022519125737508403,1,0.0,0.0,0.0,0.0
2025-02-01,execution,21,1,cost,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.02740858297329396,984,123,123,0.0,1.8189894035458565e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 1.8189894035458565e-12}]",0,0.0,0.0,1,0.0,0.0,0.0,0.0
2025-02-01,execution,21,2,smoothness,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0157502080546692,984,123,123,0.022702208060577614,2.7284841053187847e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 2.7284841053187847e-12}]",0,0.0,0.022702208060577614,1,0.0,0.0,0.0,0.0
2025-02-01,execution,22,1,cost,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.04135900002438575,976,122,122,0.0,7.048583938740194e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 9.470113582210615e-11}]",0,0.0,0.0,1,1.1368683772161603e-13,9.470113582210615e-11,0.0,0.0
2025-02-01,execution,22,2,smoothness,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.015405167010612786,976,122,122,0.022888291733205304,7.048583938740194e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 7.048583938740194e-12}]",0,0.0,0.022888291733205304,1,0.0,0.0,0.0,0.0
2025-02-01,execution,23,1,cost,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0451621669344604,968,121,121,0.0,1.364668378300848e-10,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 1.364668378300848e-10}]",0,0.0,0.0,1,1.1368683772161603e-13,9.470113582210615e-11,0.0,0.0
2025-02-01,execution,23,2,smoothness,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.01750637497752905,968,121,121,0.022541606940471994,8.753886504564434e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 8.753886504564434e-12}]",0,0.0,0.022541606940471994,1,0.0,0.0,0.0,0.0
2025-02-01,execution,24,1,cost,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.03764441702514887,960,120,120,0.0,1.2594369991347776e-12,3.900879619322946e-12,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 9.470113582210615e-11}]",0,0.0,0.0,1,1.1368683772161603e-13,9.470113582210615e-11,0.0,0.0
2025-02-01,execution,24,2,smoothness,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.017067000037059188,960,120,120,0.02189612033164248,4.547473508864641e-12,3.900879619322946e-12,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 4.547473508864641e-12}]",0,0.0,0.02189612033164248,1,0.0,4.334310688136607e-12,0.0,0.0
2025-02-01,execution,25,1,cost,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.039505959022790194,952,119,119,0.0,1.2594369991347776e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 9.470113582210615e-11}]",0,0.0,0.0,1,1.1368683772161603e-13,9.470113582210615e-11,0.0,0.0
2025-02-01,execution,25,2,smoothness,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.016920999973081052,952,119,119,0.02123978520837906,5.002220859751105e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 5.002220859751105e-12}]",0,0.0,0.02123978520837906,1,0.0,0.0,0.0,0.0
2025-02-01,execution,26,1,cost,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.041440917062573135,944,118,118,0.0,1.2594369991347776e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 9.470113582210615e-11}]",0,0.0,0.0,1,1.1368683772161603e-13,9.470113582210615e-11,0.0,0.0
2025-02-01,execution,26,2,smoothness,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.016185334068723023,944,118,118,0.0214197833881111,3.637978807091713e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 3.637978807091713e-12}]",0,0.0,0.021419783388111097,1,0.0,0.0,3.469446951953614e-18,4.093947403305265e-12
2025-02-01,execution,27,1,cost,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.039520666003227234,936,117,117,0.0,1.2594369991347776e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 9.470113582210615e-11}]",0,0.0,0.0,1,1.1368683772161603e-13,9.470113582210615e-11,0.0,0.0
2025-02-01,execution,27,2,smoothness,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.016673375037498772,936,117,117,0.02160285845980428,1.8189894035458565e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 1.8189894035458565e-12}]",0,0.0,0.02160285845980428,1,0.0,0.0,0.0,0.0
2025-02-01,execution,28,1,cost,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.04395137494429946,928,116,116,0.0,1.2594369991347776e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 9.470113582210615e-11}]",0,0.0,0.0,1,1.1368683772161603e-13,9.470113582210615e-11,0.0,0.0
2025-02-01,execution,28,2,smoothness,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.021709916996769607,928,116,116,0.02178908999825083,5.4569682106375694e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 5.4569682106375694e-12}]",0,0.0,0.02178908999825083,1,0.0,0.0,0.0,0.0
2025-02-01,execution,29,1,cost,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.04850354208610952,920,115,115,0.0,1.2594369991347776e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 9.470113582210615e-11}]",0,0.0,0.0,1,1.1368683772161603e-13,9.470113582210615e-11,0.0,0.0
2025-02-01,execution,29,2,smoothness,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.018986999988555908,920,115,115,0.021978560346061823,3.637978807091713e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 3.637978807091713e-12}]",0,0.0,0.021978560346061826,1,0.0,0.0,0.0,0.0
2025-02-01,execution,30,1,cost,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.04575337504502386,912,114,114,0.0,1.2594369991347776e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 9.470113582210615e-11}]",0,0.0,0.0,1,1.1368683772161603e-13,9.470113582210615e-11,0.0,0.0
2025-02-01,execution,30,2,smoothness,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.017934834002517164,912,114,114,0.02217135473506235,7.275957614183426e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 7.275957614183426e-12}]",0,0.0,0.02217135473506235,1,0.0,0.0,0.0,0.0
2025-02-01,execution,31,1,cost,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.04857283306773752,904,113,113,0.0,1.2594369991347776e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 9.470113582210615e-11}]",0,0.0,0.0,1,1.1368683772161603e-13,9.470113582210615e-11,0.0,0.0
2025-02-01,execution,31,2,smoothness,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.01769266603514552,904,113,113,0.02236756141413364,1.8189894035458565e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 1.8189894035458565e-12}]",0,0.0,0.022367561414133638,1,0.0,0.0,3.469446951953614e-18,3.920475055707584e-12
2025-02-01,execution,32,1,cost,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.04454783396795392,896,112,112,0.0,3.177902385687048e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 2.3919710656628013e-10}]",0,0.0,0.0,1,2.871036741680655e-13,2.3919710656628013e-10,0.0,0.0
2025-02-01,execution,32,2,smoothness,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.020932666026055813,896,112,112,0.022567271783902693,2.9558577807620168e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 2.9558577807620168e-12}]",0,0.0,0.022567271783902693,1,0.0,0.0,0.0,0.0
2025-02-01,execution,33,1,cost,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.04486749996431172,888,111,111,0.0,2.9558577807620168e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 9.470113582210615e-11}]",0,0.0,0.0,1,1.1368683772161603e-13,9.470113582210615e-11,0.0,0.0
2025-02-01,execution,33,2,smoothness,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0250416659982875,888,111,111,0.022441900662742344,2.2737367544323206e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 2.2737367544323206e-12}]",0,0.0,0.022441900662742344,1,0.0,0.0,0.0,0.0
2025-02-01,execution,34,1,cost,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.04159483406692743,880,110,110,0.0,6.366462912410498e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 9.470113582210615e-11}]",0,0.0,0.0,1,1.1368683772161603e-13,9.470113582210615e-11,0.0,0.0
2025-02-01,execution,34,2,smoothness,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.021404291968792677,880,110,110,0.02173682703240364,6.366462912410498e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 6.366462912410498e-12}]",0,0.0,0.02173682703240364,1,0.0,0.0,0.0,0.0
2025-02-01,execution,35,1,cost,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0461915839696303,872,109,109,0.0,1.4210854715202004e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 1.4210854715202004e-12}]",0,0.0,0.0,1,1.1102230246251565e-16,0.0,0.0,0.0
2025-02-01,execution,35,2,smoothness,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.030621333047747612,872,109,109,0.020497770940623005,6.821210263296962e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 4.945667939626475e-07}]",0,0.0,0.020497770940623,1,4.945667939626475e-07,0.0,3.469446951953614e-18,3.7816971776294395e-12
2025-02-01,execution,36,1,cost,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.03673950000666082,864,108,108,0.0,9.094947017729282e-13,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 9.094947017729282e-13}]",0,0.0,0.0,1,0.0,0.0,0.0,0.0
